"probe_id","gsym","entrez_id"
"209774_x_at","CXCL2","2920"
"209775_x_at","SLC19A1","6573"
"209776_s_at","SLC19A1","6573"
"209777_s_at","SLC19A1","6573"
"209778_at","TRIP11","9321"
"209779_at","C12orf31","84298"
"209780_at","PHTF2","57157"
"209781_s_at","KHDRBS3","10656"
"209782_s_at","DBP","1628"
"209783_at","DBP","1628"
"209784_s_at","JAG2","3714"
"209785_s_at","PLA2G4C","8605"
"209786_at","HMGN4","10473"
"209787_s_at","HMGN4","10473"
"209788_s_at","ARTS-1","51752"
"209789_at","CORO2B","10391"
"209790_s_at","CASP6","839"
"209791_at","PADI2","11240"
"209792_s_at","KLK10","5655"
"209793_at","GRIA1 ","2890 "
"209794_at","SRGAP3","9901"
"209795_at","CD69","969"
"209796_s_at","TMEM4","10330"
"209797_at","TMEM4","10330"
"209798_at","NPAT","4863"
"209799_at","PRKAA1","5562"
"209800_at","KRT16","3868"
"209802_at","PHLDA2","7262"
"209803_s_at","PHLDA2","7262"
"209804_at","DCLRE1A","9937"
"209805_at","PMS2 ","441194 "
"209806_at","HIST1H2BK","85236"
"209807_s_at","NFIX","4784"
"209808_x_at","ING1","3621"
"209810_at","SFTPB","6439"
"209811_at","CASP2","835"
"209812_x_at","CASP2","835"
"209813_x_at","TRGC2 ","445347 "
"209814_at","ZNF330","27309"
"209815_at","PTCH1","5727"
"209816_at","PTCH1","5727"
"209817_at","PPP3CB","5532"
"209818_s_at","HABP4","22927"
"209819_at","HABP4","22927"
"209820_s_at","TBL3","10607"
"209821_at","IL33","90865"
"209822_s_at","VLDLR","7436"
"209823_x_at","HLA-DQB1","3119"
"209824_s_at","ARNTL","406"
"209825_s_at","UCK2","7371"
"209826_at","EGFL8","80864"
"209827_s_at","IL16","3603"
"209828_s_at","IL16","3603"
"209829_at","C6orf32","9750"
"209830_s_at","SLC9A3R2","9351"
"209831_x_at","DNASE2","1777"
"209832_s_at","CDT1","81620"
"209833_at","CRADD","8738"
"209834_at","CHST3","9469"
"209835_x_at","CD44","960"
"209836_x_at","BOLA2 ","552900 "
"209837_at","AP4M1","9179"
"209838_at","COPS2","9318"
"209839_at","DNM3","26052"
"209840_s_at","LRRN3","54674"
"209841_s_at","LRRN3","54674"
"209842_at","SOX10","6663"
"209843_s_at","SOX10","6663"
"209844_at","HOXB13","10481"
"209845_at","MKRN1","23608"
"209846_s_at","BTN3A2","11118"
"209847_at","CDH17","1015"
"209848_s_at","SILV","6490"
"209849_s_at","RAD51C","5889"
"209850_s_at","CDC42EP2","10435"
"209851_at","ZC3H13","23091"
"209852_x_at","PSME3","10197"
"209853_s_at","PSME3","10197"
"209854_s_at","KLK2","3817"
"209855_s_at","KLK2","3817"
"209856_x_at","ABI2","10152"
"209857_s_at","SPHK2","56848"
"209858_x_at","MPPE1","65258"
"209859_at","TRIM9","114088"
"209860_s_at","ANXA7","310"
"209861_s_at","METAP2","10988"
"209862_s_at","CEP57","9702"
"209863_s_at","TP73L","8626"
"209864_at","FRAT2","23401"
"209865_at","SLC35A3","23443"
"209866_s_at","LPHN3","23284"
"209867_s_at","LPHN3","23284"
"209868_s_at","RBMS1","5937"
"209869_at","ADRA2A","150"
"209870_s_at","APBA2","321"
"209871_s_at","APBA2","321"
"209872_s_at","PKP3","11187"
"209873_s_at","PKP3","11187"
"209874_x_at","CNNM2","54805"
"209875_s_at","SPP1","6696"
"209876_at","GIT2","9815"
"209877_at","SNCG","6623"
"209878_s_at","RELA","5970"
"209879_at","SELPLG","6404"
"209880_s_at","SELPLG","6404"
"209881_s_at","LAT","27040"
"209882_at","RIT1","6016"
"209883_at","GLT25D2","23127"
"209884_s_at","SLC4A7","9497"
"209885_at","RHOD","29984"
"209886_s_at","SMAD6","4091"
"209887_at","SMAD6","4091"
"209888_s_at","MYL1","4632"
"209889_at","SEC31B","25956"
"209890_at","TSPAN5","10098"
"209891_at","SPBC25","57405"
"209892_at","FUT4","2526"
"209893_s_at","FUT4","2526"
"209894_at","LEPR","3953"
"209895_at","PTPN11","5781"
"209896_s_at","PTPN11","5781"
"209897_s_at","SLIT2","9353"
"209898_x_at","ITSN2","50618"
"209899_s_at","SIAHBP1","22827"
"209900_s_at","SLC16A1","6566"
"209901_x_at","AIF1","199"
"209902_at","ATR ","545 "
"209903_s_at","ATR","545"
"209904_at","TNNC1","7134"
"209905_at","HOXA9","3205"
"209906_at","C3AR1","719"
"209907_s_at","ITSN2","50618"
"209908_s_at","TGFB2","7042"
"209909_s_at",NA,NA
"209910_at","SLC25A16","8034"
"209911_x_at","HIST1H2BD","3017"
"209912_s_at","KIAA0415","9907"
"209913_x_at",NA,NA
"209914_s_at","NRXN1","9378"
"209915_s_at","NRXN1","9378"
"209916_at","DHTKD1","55526"
"209917_s_at","TP53AP1","11257"
"209918_at","GGTLA4","92086"
"209919_x_at","GGT1","2678"
"209920_at","BMPR2","659"
"209921_at","SLC7A11","23657"
"209922_at","BRAP","8315"
"209923_s_at","BRAP","8315"
"209924_at","CCL18","6362"
"209925_at","OCLN ","4950 "
"209926_at","MEF2B","4207"
"209927_s_at","C1orf77","26097"
"209928_s_at","MSC","9242"
"209929_s_at","IKBKG","8517"
"209930_s_at","NFE2","4778"
"209931_s_at","FKBP1B","2281"
"209932_s_at","DUT","1854"
"209933_s_at","CD300A","11314"
"209934_s_at","ATP2C1","27032"
"209935_at","ATP2C1","27032"
"209936_at","RBM5","10181"
"209937_at","TM4SF4","7104"
"209938_at","TADA2L","6871"
"209939_x_at","CFLAR","8837"
"209940_at","PARP3","10039"
"209941_at","RIPK1","8737"
"209942_x_at","MAGEA3","4102"
"209943_at","FBXL4","26235"
"209944_at","ZNF410","57862"
"209945_s_at","GSK3B","2932"
"209946_at","VEGFC","7424"
"209947_at","UBAP2L","9898"
"209948_at","KCNMB1","3779"
"209949_at","NCF2","4688"
"209950_s_at","VILL","50853"
"209951_s_at","MAP2K7","5609"
"209952_s_at","MAP2K7","5609"
"209953_s_at","CDC37","11140"
"209954_x_at","SS18","6760"
"209955_s_at","FAP","2191"
"209956_s_at","CAMK2B","816"
"209957_s_at","NPPA","4878"
"209958_s_at","PTHB1","27241"
"209959_at","NR4A3","8013"
"209960_at","HGF","3082"
"209961_s_at","HGF","3082"
"209962_at","EPOR","2057"
"209963_s_at","EPOR","2057"
"209964_s_at","ATXN7","6314"
"209965_s_at","RAD51L3","5892"
"209966_x_at","ESRRG","2104"
"209967_s_at","CREM","1390"
"209968_s_at","NCAM1","4684"
"209969_s_at","STAT1","6772"
"209970_x_at","CASP1","834"
"209971_x_at","JTV1","7965"
"209972_s_at","ZBTB17","7709"
"209973_at","NFKBIL1","4795"
"209974_s_at","BUB3","9184"
"209975_at","CYP2E1","1571"
"209976_s_at","CYP2E1","1571"
"209977_at","PLG","5340"
"209978_s_at","LPA ","4018 "
"209979_at","ADARB1","104"
"209980_s_at","SHMT1","6470"
"209981_at","CSDC2","27254"
"209982_s_at","NRXN2","9379"
"209983_s_at","NRXN2","9379"
"209984_at","JMJD2C","23081"
"209985_s_at","ASCL1","429"
"209986_at",NA,NA
"209987_s_at","ASCL1","429"
"209988_s_at","ASCL1","429"
"209989_at","ZNF268","10795"
"209990_s_at","GABBR2","9568"
"209991_x_at","GABBR2","9568"
"209992_at","PFKFB2","5208"
"209993_at","ABCB1","5243"
"209994_s_at","ABCB1 ","5243 "
"209995_s_at","TCL1A","8115"
"209996_x_at","PCM1","5108"
"209997_x_at","PCM1","5108"
"209998_at","PIGO","84720"
"209999_x_at","SOCS1","8651"
"210000_s_at","SOCS1","8651"
"210001_s_at","SOCS1","8651"
"210002_at","GATA6","2627"
"210004_at","OLR1","4973"
"210005_at","GART","2618"
"210006_at","ABHD14A","25864"
"210007_s_at","GPD2","2820"
"210008_s_at","MRPS12","6183"
"210009_s_at","GOSR2","9570"
"210010_s_at","SLC25A1","6576"
"210011_s_at","EWSR1","2130"
"210012_s_at","EWSR1","2130"
"210013_at","HPX","3263"
"210014_x_at","IDH3B","3420"
"210015_s_at","MAP2","4133"
"210016_at","MYT1L","23040"
"210017_at","MALT1","10892"
"210018_x_at","MALT1","10892"
"210019_at",NA,NA
"210020_x_at","CALML3","810"
"210021_s_at","UNG2","10309"
"210022_at","PCGF1","84759"
"210023_s_at","PCGF1","84759"
"210024_s_at","UBE2E3","10477"
"210025_s_at","CARD10","29775"
"210026_s_at","CARD10","29775"
"210027_s_at","APEX1","328"
"210028_s_at","ORC3L","23595"
"210029_at","INDO","3620"
"210030_at",NA,NA
"210031_at","CD247","919"
"210032_s_at","SPAG6","9576"
"210033_s_at","SPAG6","9576"
"210034_s_at","RPL5 ","388907 "
"210035_s_at","RPL5 ","26782 "
"210036_s_at","KCNH2","3757"
"210037_s_at","NOS2A","4843"
"210038_at","PRKCQ","5588"
"210039_s_at","PRKCQ","5588"
"210040_at","SLC12A5","57468"
"210041_s_at","PGM3","5238"
"210042_s_at","CTSZ","1522"
"210043_at","FKSG44","83786"
"210044_s_at","LYL1","4066"
"210045_at","IDH2","3418"
"210046_s_at","IDH2","3418"
"210047_at","SLC11A2","4891"
"210048_at","NAPG","8774"
"210049_at","SERPINC1","462"
"210050_at","TPI1","7167"
"210051_at","RAPGEF3","10411"
"210052_s_at","TPX2","22974"
"210053_at","TAF5","6877"
"210054_at","C4orf15","79441"
"210055_at","TSHR","7253"
"210056_at","RND1","27289"
"210057_at","SMG1","23049"
"210058_at","MAPK13","5603"
"210059_s_at","MAPK13","5603"
"210060_at","PDE6G","5148"
"210061_at","ZNF589","51385"
"210062_s_at","ZNF589","51385"
"210063_at","SARDH","1757"
"210064_s_at","UPK1B","7348"
"210065_s_at","UPK1B","7348"
"210066_s_at","AQP4","361"
"210067_at","AQP4","361"
"210068_s_at","AQP4","361"
"210069_at","CHKB ","1120 "
"210070_s_at","CHKB ","1120 "
"210072_at","CCL19","6363"
"210073_at","ST8SIA1","6489"
"210074_at","CTSL2","1515"
"210075_at","MARCH2","51257"
"210076_x_at","SERBP1","26135"
"210077_s_at","SFRS5","6430"
"210078_s_at","KCNAB1","7881"
"210079_x_at","KCNAB1","7881"
"210080_x_at","ELA3A","10136"
"210081_at","AGER","177"
"210082_at","ABCA4","24"
"210083_at","SEMA7A","8482"
"210084_x_at","TPSAB1","7177"
"210085_s_at","ANXA9","8416"
"210086_at","HR","55806"
"210087_s_at","MPZL1","9019"
"210088_x_at","MYL4","4635"
"210089_s_at","LAMA4","3910"
"210090_at","ARC","23237"
"210091_s_at","DTNA","1837"
"210092_at","MAGOH","4116"
"210093_s_at","MAGOH","4116"
"210094_s_at","PARD3","56288"
"210095_s_at","IGFBP3","3486"
"210096_at","CYP4B1","1580"
"210097_s_at","NOL7","51406"
"210098_s_at",NA,NA
"210099_at","ABCA2","20"
"210100_s_at","ABCA2","20"
"210101_x_at","SH3GLB1","51100"
"210102_at","LOH11CR2A","4013"
"210103_s_at","FOXA2","3170"
"210104_at","MED6","10001"
"210105_s_at","FYN","2534"
"210106_at","RDH5","5959"
"210107_at","CLCA1","1179"
"210108_at",NA,NA
"210109_at","NAG8","27099"
"210110_x_at","HNRPH3","3189"
"210111_s_at","KIAA0265","23008"
"210112_at","HPS1","3257"
"210113_s_at","NLRP1","22861"
"210114_at","INVS","27130"
"210115_at","RPL39L","116832"
"210116_at","SH2D1A","4068"
"210117_at","SPAG1","6674"
"210118_s_at","IL1A","3552"
"210119_at","KCNJ15","3772"
"210120_s_at","RANBP3","8498"
"210121_at","B3GALT2","8707"
"210122_at","PRM2","5620"
"210123_s_at","CHRNA7 ","1139 "
"210124_x_at","SEMA4F","10505"
"210125_s_at","BANF1","8815"
"210126_at","PSG9","5678"
"210127_at","RAB6B","51560"
"210128_s_at","LTB4R","1241"
"210129_s_at","TTLL3","26140"
"210130_s_at","TM7SF2","7108"
"210131_x_at","SDHC","6391"
"210132_at","EFNA3","1944"
"210133_at","CCL11","6356"
"210134_x_at","SHOX2","6474"
"210135_s_at","SHOX2","6474"
"210136_at","MBP","4155"
"210137_s_at","DCTD","1635"
"210138_at","RGS20","8601"
"210139_s_at","PMP22","5376"
"210140_at","CST7","8530"
"210141_s_at","INHA","3623"
"210142_x_at","FLOT1","10211"
"210143_at","ANXA10","11199"
"210144_at","TBC1D22A","25771"
"210145_at","PLA2G4A","5321"
"210146_x_at","LILRB2 ","10288 "
"210147_at","ART3","419"
"210148_at","HIPK3","10114"
"210149_s_at","ATP5H","10476"
"210150_s_at","LAMA5","3911"
"210151_s_at","DYRK3","8444"
"210152_at","LILRB4","11006"
"210153_s_at","ME2 ","4200 "
"210154_at","ME2","4200"
"210155_at","MYOC","4653"
"210156_s_at","PCMT1","5110"
"210157_at","C19orf2","8725"
"210158_at","ERCC4","2072"
"210159_s_at","TRIM31","11074"
"210160_at","PAFAH1B2","5049"
"210161_at",NA,NA
"210162_s_at","NFATC1","4772"
"210163_at","CXCL11","6373"
"210164_at","GZMB","3002"
"210165_at","DNASE1","1773"
"210166_at","TLR5","7100"
"210167_s_at","TEF","7008"
"210168_at","C6","729"
"210169_at","SEC14L5","9717"
"210170_at","PDLIM3","27295"
"210171_s_at","CREM","1390"
"210172_at","SF1","7536"
"210173_at","PTPRJ","5795"
"210174_at","NR5A2","2494"
"210175_at","C2orf3","6936"
"210176_at","TLR1","7096"
"210177_at","TRIM15","89870"
"210178_x_at","FUSIP1 ","10772 "
"210179_at","KCNJ13","3769"
"210180_s_at","SFRS10","6434"
"210181_s_at","CABP1","9478"
"210182_at","CORT","1325"
"210183_x_at",NA,NA
"210184_at","ITGAX","3687"
"210185_at","CACNB1","782"
"210186_s_at","FKBP1A","2280"
"210187_at","FKBP1A","2280"
"210188_at","GABPA ","2551 "
"210189_at","HSPA1L","3305"
"210190_at","STX11","8676"
"210191_s_at","PHTF1","10745"
"210192_at","ATP8A1","10396"
"210193_at","MOBP","4336"
"210194_at","PLA2R1","22925"
"210195_s_at","PSG1","5669"
"210196_s_at","PSG1","5669"
"210197_at","ITPK1","3705"
"210198_s_at","PLP1","5354"
"210199_at","CRYAA","1409"
"210200_at","WWP2","11060"
"210201_x_at","BIN1","274"
"210202_s_at","BIN1","274"
"210203_at","CNOT4","4850"
"210204_s_at","CNOT4","4850"
"210205_at","B3GALT4","8705"
"210206_s_at","DDX11","1663"
"210208_x_at","BAT3","7917"
"210210_at","MPZL1","9019"
"210211_s_at","HSP90AA1","3320"
"210212_x_at","MTCP1","4515"
"210213_s_at","ITGB4BP","3692"
"210214_s_at","BMPR2","659"
"210215_at","TFR2","7036"
"210216_x_at","RAD1","5810"
"210218_s_at","SP100","6672"
"210219_at","SP100","6672"
"210220_at","FZD2","2535"
"210221_at","CHRNA3","1136"
"210222_s_at","RTN1","6252"
"210223_s_at","MR1","3140"
"210224_at","MR1","3140"
"210225_x_at","LILRB2 ","10288 "
"210226_at","NR4A1","3164"
"210227_at","DLGAP2","9228"
"210228_at","CSF2","1437"
"210229_s_at","CSF2","1437"
"210230_at","LOC728965","728965"
"210231_x_at","SET","6418"
"210232_at","CDC42","998"
"210233_at","IL1RAP","3556"
"210234_at","GRM4","2914"
"210235_s_at","PPFIA1","8500"
"210236_at","PPFIA1","8500"
"210237_at","ARTN","9048"
"210239_at","IRX5","10265"
"210240_s_at","CDKN2D","1032"
"210241_s_at","TP53AP1","11257"
"210242_x_at","MTHFS","10588"
"210243_s_at","B4GALT3","8703"
"210244_at","CAMP","820"
"210245_at","ABCC8","6833"
"210246_s_at","ABCC8","6833"
"210247_at","SYN2","6854"
"210248_at","WNT7A","7476"
"210249_s_at","NCOA1","8648"
"210250_x_at","ADSL","158"
"210251_s_at","RUFY3","22902"
"210252_s_at","MADD","8567"
"210253_at","HTATIP2","10553"
"210254_at","MS4A3","932"
"210255_at","RAD51L1","5890"
"210256_s_at","PIP5K1A","8394"
"210257_x_at","CUL4B","8450"
"210258_at","RGS13","6003"
"210259_s_at","DLX4","1748"
"210260_s_at","TNFAIP8","25816"
"210261_at","KCNK2","3776"
"210262_at","CRISP2","7180"
"210263_at","KCNF1","3754"
"210264_at","GPR35","2859"
"210265_x_at","LOC642559","642559"
"210266_s_at","TRIM33","51592"
"210267_at","NPAL3","57185"
"210268_at","NFX1","4799"
"210269_s_at","CXYorf3","8227"
"210270_at","RGS6","9628"
"210271_at","NEUROD2","4761"
"210272_at","CYP2B7P1","1556"
"210273_at","PCDH7","5099"
"210274_at","MAGEA8","4107"
"210275_s_at","ZFAND5","7763"
"210276_s_at","TRIOBP","11078"
"210277_at","AP4S1","11154"
"210278_s_at","AP4S1","11154"
"210279_at","GPR18","2841"
"210280_at","MPZ","4359"
"210281_s_at","ZMYM2","7750"
"210282_at","ZMYM2","7750"
"210283_x_at","PAIP1","10605"
"210284_s_at","MAP3K7IP2","23118"
"210285_x_at","WTAP","9589"
"210286_s_at","SLC4A7","9497"
"210287_s_at","FLT1","2321"
"210288_at","KLRG1","10219"
"210289_at","NAT8","9027"
"210290_at","ZNF174","7727"
"210291_s_at","ZNF174","7727"
"210292_s_at","PCDH11X ","27328 "
"210293_s_at","SEC23B","10483"
"210294_at","TAPBP","6892"
"210295_at","MAGEA10","4109"
"210296_s_at","PXMP3","5828"
"210297_s_at","MSMB","4477"
"210298_x_at","FHL1","2273"
"210299_s_at","FHL1","2273"
"210300_at","REM1","28954"
"210301_at","XDH","7498"
"210302_s_at","MAB21L2","10586"
"210303_at","MAB21L2","10586"
"210304_at","PDE6B","5158"
"210305_at","PDE4DIP","9659"
"210306_at","L3MBTL","26013"
"210307_s_at","KLHL25","64410"
"210309_at","RECQL5","9400"
"210310_s_at","FGF5","2250"
"210311_at","FGF5","2250"
"210312_s_at","IFT20","90410"
"210313_at","LILRA4","23547"
"210314_x_at","TNFSF13 ","407977 "
"210315_at","SYN2","6854"
"210316_at","FLT4","2324"
"210317_s_at","YWHAE","7531"
"210318_at","RBP3","5949"
"210319_x_at","MSX2","4488"
"210320_s_at","DDX52","11056"
"210321_at","GZMH","2999"
"210322_x_at","UTY","7404"
"210323_at","TEKT2","27285"
"210324_at","C8G","733"
"210325_at","CD1A","909"
"210326_at","AGXT","189"
"210327_s_at","AGXT","189"
"210328_at","GNMT","27232"
"210329_s_at","SGCD","6444"
"210330_at","SGCD","6444"
"210331_at","HECW1","23072"
"210332_at","LOC732153","732153"
"210333_at","NR5A1","2516"
"210334_x_at","BIRC5","332"
"210335_at","PAMCI","9182"
"210336_x_at","MZF1","7593"
"210337_s_at","ACLY","47"
"210338_s_at","HSPA8","3312"
"210339_s_at","KLK2","3817"
"210340_s_at","CSF2RA","1438"
"210341_at","MYT1","4661"
"210342_s_at","TPO","7173"
"210343_s_at","SLC22A6","9356"
"210344_at","OSBPL7","114881"
"210345_s_at","DNAH9","1770"
"210346_s_at","CLK4","57396"
"210347_s_at","BCL11A","53335"
"210348_at","SEPT4","5414"
"210349_at","CAMK4","814"
"210350_x_at","ING1","3621"
"210352_at","BRD8","10902"
"210353_s_at","SLC6A2","6530"
"210354_at","IFNG","3458"
"210355_at","PTHLH","5744"
"210356_x_at","MS4A1","931"
"210357_s_at","SMOX","54498"
"210358_x_at","GATA2","2624"
"210359_at","MTSS1","9788"
"210360_s_at","MTSS1","9788"
"210361_s_at","ELF2","1998"
"210362_x_at","PML","5371"
"210363_s_at","SCN2B","6327"
"210364_at","SCN2B","6327"
"210365_at","RUNX1","861"
"210366_at","SLCO1B1","10599"
"210367_s_at","PTGES","9536"
"210368_at","PCDHGB4 ","8641 "
"210369_at","SWAP70","23075"
"210370_s_at","LY9","4063"
"210371_s_at","RBBP4","5928"
"210372_s_at","TPD52L1","7164"
"210373_at","TUSC4","10641"
"210374_x_at","PTGER3","5733"
"210375_at","PTGER3","5733"
"210376_x_at","ELK1","2002"
"210377_at","ACSM3","6296"
"210378_s_at","SSNA1","8636"
"210379_s_at","TLK1","9874"
"210380_s_at","CACNA1G","8913"
"210381_s_at","CCKBR","887"
"210382_at","SCTR","6344"
"210383_at","SCN1A","6323"
"210384_at","PRMT2","3275"
"210385_s_at","ARTS-1","51752"
"210386_s_at","MTX1","4580"
"210387_at","HIST1H2BG","8339"
"210388_at","PLCB2","5330"
"210389_x_at","TUBD1","51174"
"210390_s_at","CCL14 ","6358 "
"210391_at","NR6A1","2649"
"210392_x_at","NR6A1","2649"
"210393_at","LGR5","8549"
"210394_x_at","SSX4 ","548313 "
"210395_x_at","MYL4","4635"
"210396_s_at","CTNNB1 ","1499 "
"210397_at","DEFB1","1672"
"210398_x_at","FUT6","2528"
"210399_x_at","FUT6","2528"
"210400_at","GRIN2C","2905"
"210401_at","P2RX1","5023"
"210402_at","KCNJ1","3758"
"210403_s_at","KCNJ1","3758"
"210404_x_at","CAMK2B","816"
"210405_x_at","TNFRSF10B","8795"
"210406_s_at","RAB6A ","5870 "
"210407_at","PPM1A","5494"
"210408_s_at","CPNE6","9362"
"210409_at","LOC653483","653483"
"210410_s_at","MSH5","4439"
"210411_s_at","GRIN2B","2904"
"210412_at","GRIN2B","2904"
"210413_x_at","SERPINB4","6318"
"210414_at","FLRT1","23769"
"210415_s_at","ODF2","4957"
"210416_s_at","CHEK2","11200"
"210417_s_at","PIK4CB","5298"
"210418_s_at","IDH3B","3420"
"210419_at","BARX2","8538"
"210420_at","SLC24A1","9187"
"210421_s_at","SLC24A1","9187"
"210422_x_at","SLC11A1","6556"
"210423_s_at","SLC11A1","6556"
"210424_s_at","GOLGA8A ","23015 "
"210425_x_at","GOLGA8B","440270"
"210426_x_at","RORA","6095"
"210427_x_at","ANXA2","302"
"210428_s_at","HGS","9146"
"210429_at","RHD","6007"
"210430_x_at","RHD","6007"
"210431_at","ALPPL2","251"
"210432_s_at","SCN3A","6328"
"210433_at","POFUT1","23509"
"210434_x_at","JTB","10899"
"210435_at","LOC641522","641522"
"210436_at","CCT8","10694"
"210437_at","MAGEA9 ","4108 "
"210438_x_at","TROVE2","6738"
"210439_at","ICOS","29851"
"210440_s_at","CDC14A","8556"
"210441_at","CDC14A","8556"
"210442_at","IL1RL1","9173"
"210443_x_at","OGFR","11054"
"210444_at","NPY6R","4888"
"210445_at","FABP6","2172"
"210446_at","GATA1","2623"
"210447_at","GLUD2","2747"
"210448_s_at","P2RX5","5026"
"210449_x_at","MAPK14","1432"
"210450_at","LOC90925","90925"
"210451_at","PKLR","5313"
"210452_x_at","CYP4F2","8529"
"210453_x_at","ATP5L","10632"
"210454_s_at","KCNJ6","3763"
"210455_at","C10orf28","27291"
"210456_at","CLCN5 ","1184 "
"210457_x_at","HMGA1","3159"
"210458_s_at","TANK","10010"
"210459_at","PSMD4","5710"
"210460_s_at","PSMD4","5710"
"210461_s_at","ABLIM1","3983"
"210462_at","BLZF1","8548"
"210463_x_at","TRMT1","55621"
"210464_at","C8orf71","26138"
"210465_s_at","SNAPC3","6619"
"210466_s_at","SERBP1","26135"
"210467_x_at","MAGEA12","4111"
"210469_at","DLG5","9231"
"210470_x_at","NONO","4841"
"210471_s_at","KCNAB1","7881"
"210472_at","MT1G","4495"
"210473_s_at","GPR125","166647"
"210474_s_at","CDC2L1 ","728642 "
"210475_at","POU3F1","5453"
"210476_s_at","PRLR","5618"
"210477_x_at","MAPK8","5599"
"210479_s_at","RORA","6095"
"210480_s_at","MYO6","4646"
"210481_s_at","CLEC4M","10332"
"210482_x_at","MAP2K5","5607"
"210483_at","MGC31957","254896"
"210484_s_at","TNFRSF10C ","254896 "
"210486_at","ANKMY1","51281"
"210487_at","DNTT","1791"
"210491_at",NA,NA
"210492_at","MFAP3L","9848"
"210493_s_at","MFAP3L","9848"
"210495_x_at","FN1","2335"
"210496_at","NAG18","57051"
"210497_x_at","SSX2","6757"
"210498_at","CLTC","1213"
"210499_s_at","PQBP1","10084"
"210500_at",NA,NA
"210501_x_at","EIF3S12","27335"
"210502_s_at","PPIE","10450"
"210503_at","MAGEA11","4110"
"210504_at","KLF1","10661"
"210505_at","ADH7","131"
"210506_at","FUT7","2529"
"210507_s_at","AVIL","10677"
"210508_s_at","KCNQ2","3785"
"210510_s_at","NRP1","8829"
"210511_s_at","INHBA","3624"
"210512_s_at","VEGFA","7422"
"210513_s_at","VEGFA","7422"
"210514_x_at","HLA-G","3135"
"210515_at","TCF1","6927"
"210516_at","FAM120A","23196"
"210517_s_at","AKAP12","9590"
"210518_at","CDH8","1006"
"210519_s_at","NQO1","1728"
"210520_at","FETUB","26998"
"210521_s_at","FETUB","26998"
"210523_at","BMPR1B","658"
"210524_x_at",NA,NA
"210525_x_at","C14orf143","90141"
"210527_x_at","TUBA2","7278"
"210528_at","MR1","3140"
"210529_s_at","KIAA0738 ","653199 "
"210530_s_at","NR2C1","7181"
"210531_at","NR2C1","7181"
"210532_s_at","C14orf2","9556"
"210533_at","MSH4","4438"
"210534_s_at","EPPB9","27077"
"210535_at","EPPB9","27077"
"210536_s_at","SPAM1","6677"
"210537_s_at","TADA2L","6871"
"210538_s_at","BIRC3","330"
"210539_at","TTLL5","23093"
"210540_s_at","B4GALT4","8702"
"210541_s_at","TRIM27","5987"
"210542_s_at","SLCO3A1","28232"
"210543_s_at","PRKDC","5591"
"210544_s_at","ALDH3A2","224"
"210545_at","ITSN2","50618"
"210546_x_at","CTAG1B ","1485 "
"210547_x_at","ICA1","3382"
"210548_at","CCL23","6368"
"210549_s_at","CCL23","6368"
"210550_s_at","RASGRF1","5923"
"210551_s_at","ASMT","438"
"210552_s_at","RALGPS1","9649"
"210553_x_at","PCSK6","5046"
"210554_s_at","CTBP2","1488"
"210555_s_at","NFATC3","4775"
"210556_at","NFATC3","4775"
"210557_x_at","CSF1","1435"
"210558_at","AKR1C4","1109"
"210559_s_at","CDC2","983"
"210560_at","GBX2","2637"
"210561_s_at","WSB1","26118"
"210562_at","GREB1","9687"
"210563_x_at","CFLAR","8837"
"210564_x_at","CFLAR","8837"
"210565_at","GCGR","2642"
"210567_s_at","SKP2","6502"
"210568_s_at","RECQL","5965"
"210569_s_at","SIGLEC9","27180"
"210570_x_at","MAPK9","5601"
"210571_s_at","CMAH","8418"
"210572_at","PCDHA2","56146"
"210573_s_at","POLR3C","10623"
"210574_s_at","NUDC","10726"
"210575_at","NUDC","10726"
"210576_at","CYP4F8","11283"
"210577_at","CASR","846"
"210578_at","TRIM10","10107"
"210579_s_at","TRIM10","10107"
"210580_x_at","SULT1A3 ","445329 "
"210581_x_at","PATZ1","23598"
"210582_s_at","LIMK2","3985"
"210583_at","POLDIP3","84271"
"210584_s_at","CTA-126B4.3 ","27341 "
"210585_s_at","TNPO2","30000"
"210586_x_at","RHD","6007"
"210587_at","INHBE","83729"
"210588_x_at","HNRPH3","3189"
"210589_s_at","GBA ","2629 "
"210592_s_at","SAT1","6303"
"210593_at","SAT1","6303"
"210594_x_at","MPZL1","9019"
"210595_at","ZNF235","9310"
"210596_at",NA,NA
"210597_x_at","PRB1 ","5542 "
"210598_at","KIAA0232","9778"
"210599_at","ZNF614","80110"
"210600_s_at","GRK4","2868"
"210601_at","CDH6","1004"
"210602_s_at","CDH6","1004"
"210603_at","MGC10646","84779"
"210604_at","GNAT2","2780"
"210605_s_at","MFGE8","4240"
"210606_x_at","KLRD1","3824"
"210607_at","FLT3LG","2323"
"210608_s_at","FUT2","2524"
"210609_s_at","TP53I3","9540"
"210610_at","CEACAM1","634"
"210611_s_at","DTNA","1837"
"210612_s_at","SYNJ2","8871"
"210613_s_at","SYNGR1","9145"
"210614_at","TTPA","7274"
"210615_at","NRP1","8829"
"210616_s_at","SEC31A","22872"
"210617_at","PHEX","5251"
"210618_at","RAP1GAP","5909"
"210619_s_at","HYAL1","3373"
"210620_s_at","GTF3C2","2976"
"210621_s_at","RASA1","5921"
"210622_x_at","CDK10","8558"
"210623_at","LOC51035","51035"
"210624_s_at","ILVBL","10994"
