,Category,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
27,C2,BILD_HRAS_ONCOGENIC_SIGNATURE,BILD_HRAS_ONCOGENIC_SIGNATURE,54/817,249/21587,6.17860312094684e-26,1.03136904689287e-23,6.63386861406923e-24,SERPINB2/GJB3/TGFA/KCNK1/IL1A/ZBED2/FGFBP1/MALL/HBEGF/FLRT3/SDC1/FGFR2/ARNTL2/DNAJC6/SERPINB1/KLF5/CHST11/UPP1/GJB5/FLNB/GRHL2/NDRG1/MXD1/PIM1/BMP2/IL1B/MID1/PLAUR/HK2/PTGS2/PI3/MAST4/MTUS1/SDC4/ITGA2/IL13RA2/CASP1/PHACTR4/SERPINB3/MYD88/LYN/CD55/GTPBP2/ULBP2/PALMD/LIF/SFN/LGALS8/PTHLH/ARHGEF9/PPIF/HPSE/CXCL1/ARHGAP25,54
28,C2,DELPUECH_FOXO3_TARGETS_UP,DELPUECH_FOXO3_TARGETS_UP,30/817,65/21587,1.11485219283572e-25,1.79451386896807e-23,1.15424922521412e-23,KLK10/ERBB3/TGFA/SPAG1/GRB7/KRT6B/CLDN4/KLF5/KIAA0040/CORO1A/MXD1/PLAUR/SERPINB8/TNFRSF21/SMPDL3A/UBE2H/SLC31A2/NEDD4L/PLCG2/TIMP2/IGF1R/CD9/MARCKSL1/CD55/EMP1/MXI1/SEMA3C/EDN1/S100P/DAPK1,30
29,C2,HOLLERN_SQUAMOUS_BREAST_TUMOR,HOLLERN_SQUAMOUS_BREAST_TUMOR,44/817,167/21587,4.98307702144084e-25,7.74438901228754e-23,4.98126828205011e-23,KLK7/SPRR1A/AQP3/KRT16/IVL/KRT81/SERPINB2/TRIM29/S100A14/KRT6A/ATP12A/SCEL/CRCT1/CALML5/FGFBP1/KRT17/KRT34/KRT14/CST6/CDSN/KRT15/KRT5/GJB5/KLF4/PIM1/IRX4/BMP2/TGM1/ELOVL4/KLK6/SERPINB8/OVOL1/KRT33A/LY6G6C/NFE2L3/LIMK2/KRT75/GPR87/CSTA/SFN/KRT86/PAWR/FABP5/DEFB1,44
30,C2,BLANCO_MELO_HUMAN_PARAINFLUENZA_VIRUS_3_INFECTION_A594_CELLS_UP,BLANCO_MELO_HUMAN_PARAINFLUENZA_VIRUS_3_INFECTION_A594_CELLS_UP,48/817,204/21587,7.84074069941293e-25,1.17794061107514e-22,7.57663153901165e-23,NCF2/HERC6/IL1A/TNFSF10/SAMD9/LAMC2/CEACAM1/HERC5/MX1/IFIH1/PLSCR1/MXD1/KLF4/DDX58/RSAD2/IL1B/PLAUR/OAS1/FST/RTP4/HLA-F/TDRD7/HK2/IFIT1/ITGA2/PMAIP1/CASP1/CXCL10/NFE2L3/CD55/TRIM38/IRF7/ULBP2/XDH/OAS3/PARP12/OASL/LMO2/USP18/APOL6/OAS2/MAP2/BST2/CXCL11/TAP2/TGM2/BIRC3/LAMP3,48
31,C2,BOSCO_EPITHELIAL_DIFFERENTIATION_MODULE,BOSCO_EPITHELIAL_DIFFERENTIATION_MODULE,30/817,69/21587,1.0147159397777e-24,1.47526604534777e-22,9.48905839778534e-23,SPRR1B/SPRR1A/KRT13/SPRR3/KRT16/LCN2/TMPRSS11E/SERPINB2/GPRC5A/CEACAM6/ELF3/SCEL/KRT18/KRT17/CLDN7/TACSTD2/TM4SF1/TMPRSS4/HSPB8/PSCA/MUC16/PPL/NDRG2/SPINK5/SLC6A14/TRIM16/PTPN3/GABRP/ANXA9/EMP2,30
32,C2,SEITZ_NEOPLASTIC_TRANSFORMATION_BY_8P_DELETION_UP,SEITZ_NEOPLASTIC_TRANSFORMATION_BY_8P_DELETION_UP,30/817,75/21587,2.02150703236606e-23,2.84716631089807e-21,1.8313257786632e-21,GPRC5A/CD24/HERC6/IFI27/MALL/NMU/DAAM1/SAMD9/ALDH1A3/ISG15/HERC5/MX1/IFIH1/KLF4/DDX58/OAS1/SEMA3A/IFIT1/MAPRE2/CXCL10/CRISPLD2/CCL5/ISG20/ID2/OASL/LIPG/OAS2/CXCL11/HS3ST1/HPSE,30
33,C2,HUPER_BREAST_BASAL_VS_LUMINAL_DN,HUPER_BREAST_BASAL_VS_LUMINAL_DN,27/817,58/21587,2.2915140476633e-23,3.12965267055106e-21,2.01302382368891e-21,KRT81/LCN2/GPRC5A/KRT18/MALL/CLDN7/CST6/WFDC2/TM4SF1/BIK/CLDN4/KRT15/KRT8/MIA/MYO6/KLK6/ANXA11/HLA-F/IL32/FUT3/BACE2/MYO5C/UGCG/GABRP/KRT86/CNN3/DKK1,27
34,C2,TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_DN,TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_DN,46/817,202/21587,3.31017440971232e-23,4.38792825428631e-21,2.82235923354419e-21,KLK7/KRT16/TRIM29/CDH3/ELF3/TGFA/ITGB8/COL17A1/KRT17/LAMB3/KRT23/TRIM2/KRT14/EHF/VTCN1/TM4SF1/KRT6B/LAMC2/CRYAB/DSC3/KRT15/ALDH1A3/LAMA3/KRT5/DSG3/SFRP1/BBOX1/MID1/KRT7/ANXA1/RARRES1/RND3/SOX9/MYLK/NDRG2/GABARAPL1/CYB5R2/OXTR/FZD7/PALMD/RBPMS/MAFF/SAA1/GATM/MAP2/GABRP,46
35,C2,WAMUNYOKOLI_OVARIAN_CANCER_LMP_UP,WAMUNYOKOLI_OVARIAN_CANCER_LMP_UP,52/817,270/21587,1.71773351611846e-22,2.21194998775597e-20,1.4227483017715e-20,FXYD3/RAB25/ERBB3/CD24/C1orf116/ELF3/TNFSF10/ST14/AGR2/BSPRY/IFI27/TACSTD2/ATP1B1/EHF/FRK/SERPINB1/KLF5/TJP3/DOK4/FLNB/C3orf52/PSD4/MYO6/PLS1/CAMK2N1/RPS6KA1/GALNT3/TMEM30B/TMC6/AKAP13/SLC35A3/OVOL2/GSTP1/GIPC1/RNF128/TIAF1/LLGL2/CANT1/TRAK1/BACE2/F11R/SIRT7/GOLGA2/SFN/ARPC5L/DNAJB2/SYTL2/CC2D1A/RALA/ZGPAT/EPS8L2/TNIP1,52
36,C2,PHONG_TNF_RESPONSE_NOT_VIA_P38,PHONG_TNF_RESPONSE_NOT_VIA_P38,58/817,341/21587,3.9489409001189e-22,4.94385462134331e-20,3.17993661956943e-20,CLDN1/GPRC5A/IGSF3/INPP4B/BAMBI/MREG/CXADR/MALL/ATP1B1/ARNTL2/LAMC2/OSR2/HSPB8/EFNA1/SYNGR2/AMPD3/VDR/HES1/CFLAR/MID1/PLAUR/CYP1A1/TNFRSF21/MMP9/MTUS1/SDC4/ITGA2/SOX4/PHACTR4/CXCL10/SOX9/FZD5/TRIO/NFE2L3/TMEM132A/SLCO3A1/OXTR/EMP1/PLEKHA5/FSTL3/GCH1/PARP12/B4GALT5/PLAU/ID2/TRIM16/SMAD3/RHOF/MMP1/RIPK2/DNAJB1/HSD17B2/PPIF/IKBKE/BIRC3/AMOTL2/GRK5/TNIP1,58
37,C2,ENK_UV_RESPONSE_EPIDERMIS_UP,ENK_UV_RESPONSE_EPIDERMIS_UP,53/817,296/21587,2.25886448275928e-21,2.7515411415665e-19,1.76981871565264e-19,ANXA3/KRT16/KRT6A/CDH3/ELF3/DSC2/LSR/TGFA/CA2/KRT17/SLC2A1/S100A7/PPARD/ARNTL2/EHF/ST6GALNAC2/TMPRSS4/SERPINB1/ALDH1A3/UPP1/MX1/AMPD3/SFRP1/PLSCR1/TGM1/IL4R/CSTB/HK2/TJP2/ENTPD3/SERPINB3/MYLK/MPP5/CMAS/IRF7/ULBP2/CYB5R2/TOLLIP/FUT3/STRN/PRSS2/OASL/PRSS22/PLCD1/S100P/LIPG/RRAS2/RGS20/F12/DAPK1/S100A8/HPSE/VLDLR,53
38,C2,JINESH_BLEBBISHIELD_TO_IMMUNE_CELL_FUSION_PBSHMS_DN,JINESH_BLEBBISHIELD_TO_IMMUNE_CELL_FUSION_PBSHMS_DN,62/817,401/21587,2.37973810166144e-21,2.82249463794424e-19,1.81545671245862e-19,FXYD3/SPRR1A/KRT13/SLPI/LCN2/SCNN1A/KCNK1/IL1RN/CRABP2/TNFSF10/MMP10/AGR2/FGFBP1/IFI27/RAB38/SLC2A1/PRSS8/IFI6/DHRS3/TMPRSS4/ISG15/MX1/STARD5/NDRG1/BMP2/SERPINB8/OAS1/CTSC/DUOX1/CSTB/CEBPA/IFIT1/PMAIP1/OVOL2/CASP1/CXCL10/PLCG2/CKB/ALDH3B2/KCNG1/MBP/SLCO3A1/XDH/AUTS2/EFS/ANXA8/PTPRR/ISG20/ZNF365/CSTA/OAS3/UCP2/SLC9A3R1/OAS2/CYP4F11/S100A9/S100A8/HSD17B2/DEFB1/CXCL1/ARHGAP25/LAMP3,62
39,C2,SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_1,SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_1,63/817,421/21587,6.42679118830659e-21,7.42706356043533e-19,4.77716138531615e-19,KLK10/AQP3/SPRR3/SPINT1/LYPD3/FGFR3/CDH3/EPS8L1/CRABP2/ST14/RAB38/LAMB3/HBEGF/TACSTD2/KLK11/SAMD9/ZHX2/ARNTL2/TMEM51/DUSP10/IFI6/ST6GALNAC2/DNAJC6/TFAP2C/UPP1/MX1/DOK4/IFIH1/MIA/SFRP1/IL1B/PLAUR/OAS1/KRT7/MICALL1/TJP2/PMAIP1/NEDD4L/CLTB/CD55/IRF7/ULBP2/CYB5R2/IL32/F11R/CCL5/TNNT1/ISG20/ROBO3/ZNF165/HOXA1/SFN/SAA1/SMAD3/BST2/TAP2/ABCB9/DAPK1/CNN3/STXBP2/CDA/BIRC3/WNT7A,63
40,C2,HAN_SATB1_TARGETS_UP,HAN_SATB1_TARGETS_UP,63/817,425/21587,1.06180417678664e-20,1.19638785619434e-18,7.69528606018525e-19,CDH1/CLDN1/KRT81/SLPI/CD24/CDH3/IL18/MMP10/CXADR/RAB11FIP1/MITF/AP1M2/BIK/DNAJC6/TFAP2C/MYO1D/KLF5/MX1/PTPRF/RARG/NDRG1/IL1B/CDH16/SERPINB8/OAS1/FST/RANGAP1/PTGS2/MICALL1/PI3/SGPL1/SH3GLB2/RND3/IL13RA2/CASP1/INSIG2/MBP/TMEM132A/ULBP2/ZNF430/IL32/RAB8B/ISG20/PRSS2/PRSS1/CSTA/LIF/OAS3/UCP2/MAFF/YIPF6/GOLGA2/SFN/LGALS8/S100P/MMP1/CASP4/BST2/ADM/VLDLR/TCF20/CXCL1/GRK5,63
41,C2,JINESH_BLEBBISHIELD_VS_LIVE_CONTROL_DN,JINESH_BLEBBISHIELD_VS_LIVE_CONTROL_DN,53/817,306/21587,1.09261950598148e-20,1.20108197889232e-18,7.72547912573297e-19,SPRR1A/SPRR3/KRT16/LCN2/C1orf116/MMP10/IFI27/KRT17/SPINK1/MALL/PRSS8/SAMD9/ATP1B1/NUAK1/IFI6/LAMC2/SERPINB1/MYO1D/PSTPIP2/HERC5/MX1/STARD5/STAP2/SERPINB8/OAS1/RARRES1/IFIT1/CHMP2B/CASP1/ENTPD3/CXCL10/IGF1R/LYN/MARCKSL1/NFE2L3/IL32/ANXA8/F11R/KCNS3/LGALS8/OASL/EDN1/LIPG/OAS2/CASP4/MST1R/RAB27B/S100A9/S100A8/HSD17B2/ZC3H12A/IKBKE/CXCL1,53
42,C2,KIM_RESPONSE_TO_TSA_AND_DECITABINE_UP,KIM_RESPONSE_TO_TSA_AND_DECITABINE_UP,35/817,136/21587,8.32710905319911e-20,8.93578107208771e-18,5.74758354198254e-18,AQP3/MAP7/IL18/IFI27/CXADR/FBXO2/KRT17/LAMB3/CLDN7/KRT23/TSPAN1/TACSTD2/CST6/BIK/LAMC2/IL1R2/KRT7/DBNDD2/FGD6/PPL/TPD52L1/SLC27A2/IRF7/ISG20/MYO5C/SFN/S100P/RHOF/CLIC3/KRT86/VAMP8/CDA/F2RL1/TGM2/SLC6A8,35
43,C2,PHONG_TNF_RESPONSE_VIA_P38_PARTIAL,PHONG_TNF_RESPONSE_VIA_P38_PARTIAL,38/817,164/21587,1.14361818983721e-19,1.19867143758054e-17,7.70997428350473e-18,SERPINB2/GPRC5A/TGFA/FLRT3/DUSP10/CHST11/VDR/C3orf52/BMP2/PLAUR/IL4R/TNFRSF21/MFHAS1/FGD6/WWC1/PMAIP1/SLC31A2/NEDD4L/KLHL21/SPHK1/GABARAPL1/FZD7/RIPK4/FOSL2/SEMA3C/LIF/MAFF/PLAU/ID2/LITAF/PTHLH/SMAD3/PLK2/REL/PPIF/DKK1/ADM/CXCL1,38
44,C2,TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_3D_UP,TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_3D_UP,40/817,183/21587,1.18375852694104e-19,1.21254538202802e-17,7.79921287845846e-18,MAP7/INPP4B/HERC6/BAMBI/ITGB8/TCN1/IFI27/SAMD9/ATP1B1/IFI6/KLF5/ISG15/HERC5/MX1/IFIH1/DDX58/RSAD2/CYP1A1/OAS1/PTGS2/VNN1/IFIT1/SOX4/PHACTR4/CXCL10/IRF7/AUTS2/RBPMS/OAS3/PARP12/SLC12A8/OASL/OFD1/USP18/OAS2/BST2/MYCN/RAB27B/ZBTB20/ARHGEF3,40
45,C2,HINATA_NFKB_TARGETS_KERATINOCYTE_UP,HINATA_NFKB_TARGETS_KERATINOCYTE_UP,28/817,84/21587,1.98924051356607e-19,1.99233488769828e-17,1.28148967821309e-17,SPRR1B/SERPINB2/ITGB6/CDH3/IL1RN/KRT14/WFDC2/EFNA1/CFLAR/TIAM1/BMP2/IL1B/KRT7/RARRES1/MMP9/RND3/CXCL10/CD9/GABARAPL1/IL32/MTSS1/CCL5/PLAU/LITAF/SAA1/MMP1/CXCL11/TNIP1,28
46,C2,JINESH_BLEBBISHIELD_TRANSFORMED_STEM_CELL_SPHERES_UP,JINESH_BLEBBISHIELD_TRANSFORMED_STEM_CELL_SPHERES_UP,39/817,176/21587,2.0386843891219e-19,1.99746750908096e-17,1.28479103149696e-17,SPRR1A/SPRR3/LCN2/LYPD3/CEACAM6/LAMB3/MALL/KRT23/SAMD9/LAMC2/ALDH1A3/MX1/RNF141/PIM1/SERPINB8/EGLN3/OAS1/ANXA1/TNFRSF21/B4GALT4/ABHD3/CHMP1B/ABLIM1/ALDH3B2/GLS/EMP1/ANXA8/PRSS1/GCLC/SMAD3/CYP4F11/APOBEC3B/RAB27B/AGPAT2/S100A9/DEFB1/F2RL1/FAM102A/LAMP3,39
47,C2,FARMER_BREAST_CANCER_BASAL_VS_LULMINAL,FARMER_BREAST_CANCER_BASAL_VS_LULMINAL,53/817,329/21587,3.18893117387364e-19,3.05798144694649e-17,1.96692417756954e-17,KRT16/TRIM29/SCNN1A/KRT6A/VGLL1/DSC2/INPP4B/AGR2/KRT18/TSPAN1/TRIM2/SEMA3F/TSPAN13/KRT6B/ST6GALNAC2/DSC3/KLF5/TFAP2A/KRT8/HEBP2/BBOX1/HSPB1/MID1/RARRES1/PKP1/MICALL1/PI3/SPTLC2/GSTP1/LYN/NFE2L3/WWP1/CANT1/GLS/CEBPG/MYO5C/SEMA3C/CCNC/DMD/LGALS8/UGCG/SLC9A3R1/NT5C2/GABRP/ARHGEF9/ANXA9/HS3ST1/KLHL7/FABP5/ADM/PRKX/GATA3/CCNE1,53
48,C2,BLANCO_MELO_BETA_INTERFERON_TREATED_BRONCHIAL_EPITHELIAL_CELLS_UP,BLANCO_MELO_BETA_INTERFERON_TREATED_BRONCHIAL_EPITHELIAL_CELLS_UP,57/817,378/21587,3.45937278866877e-19,3.24820690802712e-17,2.0892790921039e-17,CLDN1/TGFA/IL1A/TNFSF10/HBEGF/KRT34/SAMD9/WFDC2/ARNTL2/MX1/KRT8/IFIH1/DAPP1/KIAA0040/C3orf52/STARD5/IL1R2/PLSCR1/CFLAR/DDX58/BMP2/PLAUR/FST/RTP4/MUC16/TDRD7/PTGS2/IFIT1/TMEM62/SDC4/ITGA2/PMAIP1/IL13RA2/MYD88/FMR1/TFRC/NFE2L3/TRIM38/RASA2/N4BP1/KRT75/RAB8B/OAS3/PARP12/APOBEC3A/MAFF/LMO2/SPSB1/EDN1/USP18/APOL6/PTAFR/TAP2/C18orf25/TGM2/STK17A/BIRC3,57
49,C2,KIM_WT1_TARGETS_UP,KIM_WT1_TARGETS_UP,42/817,217/21587,1.75261398224662e-18,1.57980624359711e-16,1.01614713833836e-16,SPRR1B/SLPI/KCNK1/CA2/KRT17/LAMB3/HBEGF/MYO1E/ATP1B1/TM4SF1/C3orf52/TIAM1/ZMIZ1/PLAUR/IL4R/TMC6/SDC4/RND3/CARD10/SOX9/DAPK3/SPHK1/TRIO/MBP/PLEKHG3/GLS/FOSL2/ZNF365/LIF/UCP2/PRKCI/MAFF/C1orf56/SFN/LITAF/PRR5/PTHLH/SMAD3/RRAS2/MAP3K9/BAIAP2/COBL,42
50,C2,REACTOME_KERATINIZATION,REACTOME_KERATINIZATION,42/817,217/21587,1.75261398224662e-18,1.57980624359711e-16,1.01614713833836e-16,SPRR1B/KLK8/SPRR1A/KRT13/SPRR3/KRT16/IVL/KRT81/KLK5/KRT6A/DSC2/ST14/KRT18/KRT17/KRT23/KRT34/PRSS8/KRT14/SPRR2B/CDSN/KRT6B/DSC3/KRT15/PKP3/KRT5/KRT8/DSG3/JUP/TGM1/PERP/DSP/KRT7/PKP1/PI3/PPL/KRT33A/KRT75/SPINK5/FURIN/CSTA/KRT86/CAPN1,42
51,C2,ROY_WOUND_BLOOD_VESSEL_DN,ROY_WOUND_BLOOD_VESSEL_DN,16/817,23/21587,2.9377780457183e-18,2.59618934353968e-16,1.66989488914514e-16,ERBB3/CD24/C1orf116/CEACAM6/KRT14/ATP1B1/KRT15/KLF5/SFRP1/DSP/EPB41L4B/SOX9/ANXA8/SLC6A14/S100P/GABRP,16
52,C2,LANDIS_ERBB2_BREAST_TUMORS_324_UP,LANDIS_ERBB2_BREAST_TUMORS_324_UP,35/817,151/21587,3.1799513769209e-18,2.75616170303509e-16,1.77279070689072e-16,FXYD3/LCN2/ERBB3/SPINT1/LSR/TGFA/IRF6/TPD52/CLDN7/TUFT1/ANK3/EHF/ARHGEF5/TFAP2C/KRT8/FLNB/VDR/TIAM1/PERP/CTSC/CTNND1/GALNT3/WWC1/CHMP2B/SOX4/TPD52L1/CD9/SLC12A2/CMAS/F11R/ID2/ACTN4/HOMER2/LITAF/ETNK1,35
53,C2,RUTELLA_RESPONSE_TO_HGF_UP,RUTELLA_RESPONSE_TO_HGF_UP,59/817,422/21587,3.30518817582404e-18,2.8106571902715e-16,1.80784274800782e-16,LYPD3/IL18/IL1A/MREG/RAB38/PPARD/ABCG1/MITF/TMEM51/IFI6/CD2AP/VDR/IL1R2/NDRG1/CFLAR/HSPB1/IL1B/SLAMF7/DUOX1/RARRES1/ZNF706/HK2/CREG1/VNN1/MPZL1/SGPL1/MFHAS1/PLA2G7/MMP9/SDC4/SNX10/CXCL10/FILIP1L/FZD5/TIMP2/TFRC/SPHK1/CD9/ACP5/GLS/N4BP1/EMP1/TLR1/LAMP2/RAB8B/CTSD/CRIM1/YIPF6/B4GALT5/SLC12A8/LITAF/PINK1/PPIF/TGM2/STK17A/SLC11A2/CXCL1/BIRC3/LAMP3,59
54,C2,SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_DN,SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_DN,27/817,85/21587,3.63816215686235e-18,3.03651793351455e-16,1.95311863157873e-16,ZNF750/ERBB3/SCNN1A/MMP10/CELSR2/EPN3/RAB11FIP1/KRT14/HOOK1/TM4SF1/DSC3/LAMA3/SORT1/TJP3/PTPRF/RAPGEF5/KIAA0040/MYO6/PERP/MAST4/ALDH3B2/SLC27A2/AUTS2/GPR87/PLK2/ANXA9/DEFB1,27
55,C2,SENESE_HDAC1_TARGETS_UP,SENESE_HDAC1_TARGETS_UP,61/817,451/21587,4.51021392328895e-18,3.69591530041151e-16,2.377249597079e-16,SERPINB2/IL1A/CA2/ZBED2/TCN1/CXADR/LAMB3/SPAG1/GULP1/HDAC9/TM4SF1/STX3/LAMC2/CHST11/UPP1/OGFRL1/MYO6/BMP2/SLAMF7/CYP1A1/SERPINB8/DLG1/PI3/FGD6/MAST4/MMP9/KLF3/ITGA2/NEDD4L/IL13RA2/KLHL21/EXTL3/TFRC/TRIO/GSK3B/LIG4/CD55/TRIM38/ITGA6/CANT1/CYB5R2/YWHAZ/SLC39A8/IDS/STRN/PTPRR/RAB8B/GCH1/MAFF/PLAU/SCYL2/LGALS8/SAA1/PTHLH/TMOD3/MMP1/PPIF/ZC3H12A/OTUB2/TGM2/BIRC3,61
56,C2,CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_5,CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_5,64/817,493/21587,5.40665197665525e-18,4.35138936764021e-16,2.79885705708807e-16,AQP3/ANXA3/IGSF3/CEACAM6/CDH3/CALML5/AGR2/OCLN/BAMBI/CDS1/EPN3/SPAG1/TSPAN1/TACSTD2/SDC1/BLNK/ANK3/TSPAN13/BIK/CLDN4/ALDH1A3/PRKCH/HEBP2/IL13RA1/OSBPL2/TTC9/EGLN3/PPFIBP2/TJP2/CTNND1/GALNT3/STK38L/MTUS1/KLF3/EPB41L4B/RNF103/SOCS6/GAB1/MFAP3L/FZD5/TIMP2/ALDH3B2/CD55/SLC12A2/LIMK2/CPNE3/ULBP2/DAG1/EMP1/TRAK1/BCAM/ID2/LITAF/CORO2A/PLK2/WIPI1/YIPF1/RAB27B/VAMP8/DIDO1/KLHL7/ZBTB20/SLC11A2/CCNE1,64
57,C2,TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_UP,TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_UP,39/817,194/21587,7.5053362758497e-18,5.93448256057098e-16,3.81711839403325e-16,CDH1/INPP4B/KRT18/IFI27/SAMD9/TM4SF1/IFI6/DHRS3/DNAJC6/ISG15/HERC5/MX1/FLNB/IFIH1/DDX58/RSAD2/EGLN3/OAS1/RTP4/PTGS2/IFIT1/SOX4/ABLIM1/CXCL10/MFAP3L/CKB/IRF7/AUTS2/RBPMS/TFDP2/OAS3/DMD/OASL/USP18/APOL6/OAS2/GATM/RAB27B/DEFB1,39
58,C2,BLANCO_MELO_BETA_INTERFERON_TREATED_BRONCHIAL_EPITHELIAL_CELLS_DN,BLANCO_MELO_BETA_INTERFERON_TREATED_BRONCHIAL_EPITHELIAL_CELLS_DN,41/817,216/21587,9.38393276264255e-18,7.29196292435e-16,4.69026330822461e-16,KLK10/KLK7/SPRR1B/KLK8/SPRR1A/AQP3/SPRR3/KRT16/IVL/SLPI/LYPD3/VGLL1/ATP12A/CRABP2/CRCT1/CALML5/EFNA3/TCN1/GDPD3/S100A7/EPN3/KLK11/TJP3/NLRX1/CSTB/PPFIBP2/CEBPA/SULT2B1/EPHB3/SERPINB3/ALDH3B2/EFS/SPINK5/PALMD/CSTA/EFNA4/ANXA9/LY6D/TUBAL3/S100A9/S100A8,41
59,C2,REACTOME_NEUTROPHIL_DEGRANULATION,REACTOME_NEUTROPHIL_DEGRANULATION,62/817,479/21587,2.11428574193127e-17,1.61509929472614e-15,1.03884798095963e-15,SLPI/LCN2/CEACAM6/CALML5/TCN1/S100A7/FRK/SERPINB1/CEACAM1/HEBP2/AMPD3/JUP/PLD1/PLAUR/IDH1/DSP/CTSC/CSTB/PKP1/TSPAN14/SIRPA/CREG1/VNN1/TMC6/MMP9/SERPINB3/GSTP1/TIMP2/CRISPLD2/CD55/CD53/SLC27A2/CPNE3/ACPP/CANT1/CTSH/TOLLIP/ATP6V0C/OSTF1/GCA/LAMP2/CTSD/TMBIM1/PRSS2/PLAU/HMOX2/S100P/PRSS3/RHOF/PTAFR/BST2/AGPAT2/VAMP8/PTPN6/S100A9/S100A8/FABP5/RAB3D/HPSE/CDA/CXCL1/CAPN1,62
60,C2,FOSTER_TOLERANT_MACROPHAGE_DN,FOSTER_TOLERANT_MACROPHAGE_DN,57/817,413/21587,2.29346125496167e-17,1.72277164601871e-15,1.1081039116078e-15,IL18/TNFSF10/CA2/CDS1/ITGB8/DAAM1/HBEGF/CHST11/UPP1/MX1/OGFRL1/FLNB/IFIH1/MXD1/IL13RA1/TIAM1/PIM1/DDX58/IL1B/TRAF3IP2/PLAUR/CTSC/IL4R/PTGS2/TJP2/MTUS1/SDC4/RND3/GNA15/ENDOD1/SNX10/SNN/FMR1/FILIP1L/FZD5/SPHK1/SLCO3A1/N4BP1/MAP3K8/ITPKB/GCA/F11R/B4GALT5/SPSB1/EDN1/ETNK1/DUSP14/LIPG/CXCL11/RIPK2/SRC/REL/ETV6/CNN3/PRKX/ARHGEF3/CXCL1,57
61,C2,MCBRYAN_PUBERTAL_BREAST_3_4WK_UP,MCBRYAN_PUBERTAL_BREAST_3_4WK_UP,40/817,211/21587,2.47864667607483e-17,1.8313541916507e-15,1.17794528833651e-15,FXYD3/SPRR1A/CDH1/LCN2/ST14/IRF6/KRT18/TACSTD2/KRT14/SDC1/WFDC2/TMEM51/EHF/HSPB8/TFAP2C/CEACAM1/KRT8/TFCP2L1/SFRP1/PERP/DSP/KRT7/TJP2/WWC1/SOCS6/GAB1/SOX9/NFE2L3/GABARAPL1/CD55/SLC12A2/SLC39A8/MKRN1/LIPG/PLK2/GABRP/RAB27B/LY6D/ADM/GATA3,40
62,C2,BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_CALU3_CELLS_UP,BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_CALU3_CELLS_UP,51/817,338/21587,2.66329901554689e-17,1.93604655855965e-15,1.24528446329646e-15,SERPINB2/SERPINB7/IL1A/TNFSF10/HBEGF/SAMD9/HDAC9/ISG15/HERC5/MX1/IFIH1/DAPP1/KLF4/DDX58/RSAD2/BMP2/IL1B/CYP1A1/OAS1/SEMA3A/DUOX1/RTP4/TDRD7/PKP1/PTGS2/MAST4/IFIT1/PMAIP1/CASP1/CXCL10/IRF7/PRDM1/FUT3/MAP3K8/CCL5/ISG20/OAS3/PARP12/OASL/LMO2/NOD2/USP18/APOL6/OAS2/PTAFR/BST2/CXCL11/ZBTB20/BIRC3/AMOTL2/LAMP3,51
63,C2,MISSIAGLIA_REGULATED_BY_METHYLATION_UP,MISSIAGLIA_REGULATED_BY_METHYLATION_UP,31/817,125/21587,3.41008477881461e-17,2.43956382509801e-15,1.5691517929583e-15,SLPI/LCN2/SPINT1/PRSS8/TACSTD2/ATP1B1/WFDC2/ISG15/IL1B/PERP/PLAUR/OAS1/RARRES1/PTGS2/IFIT1/SDC4/ITGA2/UBE2H/RNF103/USP9X/CD9/CD55/IL32/ISG20/DNAJB2/S100P/OAS2/UBD/BST2/BIRC3/SLC6A8,31
64,C2,JOHNSTONE_PARVB_TARGETS_3_UP,JOHNSTONE_PARVB_TARGETS_3_UP,58/817,433/21587,4.85560947707813e-17,3.41941123643611e-15,2.19939942432124e-15,AQP3/SCNN1A/TNFSF10/DAAM1/TACSTD2/CLDN4/SYNGR2/FLNB/SMURF1/KLF4/JUP/PLD1/DSP/ANXA1/HLA-F/CSTB/CREG1/CTNND1/TMC6/ITGA2/PMAIP1/ATP2B4/ADD3/TIMP2/CRISPLD2/TRIO/CD9/CD55/TAX1BP1/TIAF1/DAG1/GLS/ATP6V0C/TINF2/F11R/KLHL24/CTSD/LIF/PARP12/B4GALT5/PLAU/GOLGA2/LGALS8/LITAF/UGCG/LIPG/SMAD3/APOL6/CCDC69/CLIC3/RRAS2/VAMP8/DIDO1/OSBPL3/TGM2/CAPN1/GRK5/TNIP1,58
