,Category,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
3633,C7,GSE46606_IRF4MID_VS_WT_CD40L_IL2_IL5_DAY3_STIMULATED_BCELL_UP,GSE46606_IRF4MID_VS_WT_CD40L_IL2_IL5_DAY3_STIMULATED_BCELL_UP,21/816,200/20394,5.51592327203489e-05,0.000440369612046064,0.000256806919550477,SPINT2/LSR/PIM1/PLAUR/P2RY2/SNN/FILIP1L/SPHK1/FZD7/ZFAND5/SLC39A8/TMBIM1/FURIN/EDN1/RIPK2/RRAS2/SRC/REL/ADM/PRKX/ZC3H12A,21
3634,C7,GSE5542_UNTREATED_VS_IFNG_TREATED_EPITHELIAL_CELLS_6H_DN,GSE5542_UNTREATED_VS_IFNG_TREATED_EPITHELIAL_CELLS_6H_DN,21/816,200/20394,5.51592327203489e-05,0.000440369612046064,0.000256806919550477,DUSP10/CHST11/CFLAR/PPP4R1/DLG1/SGPL1/AKAP13/MAF/SNX10/LYN/GABARAPL1/AUTS2/OSTF1/PLEKHA5/CCL5/KIF1C/B4GALT5/ACTN4/PLCD1/B3GALT4/ARL15,21
3635,C7,GSE7831_CPG_VS_INFLUENZA_STIM_PDC_1H_DN,GSE7831_CPG_VS_INFLUENZA_STIM_PDC_1H_DN,21/816,200/20394,5.51592327203489e-05,0.000440369612046064,0.000256806919550477,CDH1/ANXA3/CKMT1B/TUFT1/STX3/TFAP2C/PTPRF/AMPD3/IL13RA1/HSPB1/TNFRSF21/SNX10/STAC/SLC12A2/CTSH/TINF2/F11R/IRF5/VSNL1/RALA/BIRC3,21
3636,C7,GSE7852_LN_VS_FAT_TREG_DN,GSE7852_LN_VS_FAT_TREG_DN,21/816,200/20394,5.51592327203489e-05,0.000440369612046064,0.000256806919550477,IRF6/BAMBI/TPD52/MITF/SYNE2/FLNB/CSTB/CXCL10/FZD5/SLCO3A1/GLS2/TMBIM1/GCH1/MAFF/ID2/IRF5/SMAD3/AGPAT2/OSBPL3/ZC3H12A/GRK5,21
3637,C7,GSE7852_TREG_VS_TCONV_FAT_UP,GSE7852_TREG_VS_TCONV_FAT_UP,21/816,200/20394,5.51592327203489e-05,0.000440369612046064,0.000256806919550477,IL18/TPD52/MITF/TSPAN13/SYNGR2/IL1R2/NDRG1/ANXA1/DBNDD2/TJP2/CXCL10/PRDM1/BACE2/GLS2/TMBIM1/ISG20/IRF5/GNAQ/SYTL2/OSBPL3/ZC3H12A,21
3638,C7,GSE8515_IL1_VS_IL6_4H_STIM_MAC_UP,GSE8515_IL1_VS_IL6_4H_STIM_MAC_UP,21/816,200/20394,5.51592327203489e-05,0.000440369612046064,0.000256806919550477,NCF2/SERPINB2/SPAG1/ZHX2/KLF5/AMPD3/IL1B/SLAMF7/DOCK9/PTGS2/SDC4/SNN/MARCKSL1/EGR3/MAP3K4/MAFF/RIPK2/REL/PPIF/CXCL1/TNIP1,21
3639,C7,GSE8835_CD4_VS_CD8_TCELL_CLL_PATIENT_UP,GSE8835_CD4_VS_CD8_TCELL_CLL_PATIENT_UP,21/816,200/20394,5.51592327203489e-05,0.000440369612046064,0.000256806919550477,HERC6/TNFSF10/UPP1/ISG15/IFIH1/TIAM1/RSAD2/RTP4/ZDHHC13/IFIT1/CXCL10/IRF7/CCL5/ISG20/OAS3/OASL/IL1RL1/USP18/CXCL11/HS3ST1/OSBPL3,21
3640,C7,GSE9650_NAIVE_VS_EXHAUSTED_CD8_TCELL_DN,GSE9650_NAIVE_VS_EXHAUSTED_CD8_TCELL_DN,21/816,200/20394,5.51592327203489e-05,0.000440369612046064,0.000256806919550477,ANXA3/LCN2/SERPINB2/IL1A/TNFSF10/MITF/TM4SF1/STX3/ST6GALNAC2/PLSCR1/MYO6/PERP/PRDM1/CCDC93/CCL5/ID2/LITAF/MAP2/PAWR/F2RL1/TGM2,21
3641,C7,KAECH_NAIVE_VS_MEMORY_CD8_TCELL_UP,KAECH_NAIVE_VS_MEMORY_CD8_TCELL_UP,21/816,200/20394,5.51592327203489e-05,0.000440369612046064,0.000256806919550477,NCF2/MAP7/SRCAP/NDRG1/NRIP1/MFHAS1/ABLIM1/IGF1R/CD9/DAG1/ZFAND5/LAMP2/TNNT1/ISG20/UGCG/HLA-DOB/PLEKHA1/SPSB1/CNN3/IKBKE/BIRC3,21
3642,C7,GSE4590_SMALL_VS_LARGE_PRE_BCELL_DN,GSE4590_SMALL_VS_LARGE_PRE_BCELL_DN,18/816,159/20394,6.97720334940572e-05,0.000555212096594867,0.000323778717521442,SPINT2/ELF3/PRRG4/GRB7/ARHGAP8/NDRG1/KLF4/AVPI1/TDRD7/SMPDL3A/PMAIP1/ATP9A/DLGAP4/PRSS16/EXPH5/RBPMS/CNN3/HOOK2,18
3643,C7,GSE9509_10MIN_VS_30MIN_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_DN,GSE9509_10MIN_VS_30MIN_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_DN,18/816,159/20394,6.97720334940572e-05,0.000555212096594867,0.000323778717521442,BAMBI/CDS1/FLRT3/PPARD/ARHGAP8/HDAC9/HK2/RND3/SPTLC2/SPHK1/GTPBP2/N4BP1/ITPKB/TMOD3/SLC39A2/SEMA4D/FAM49A/ADM,18
3644,C7,GSE7509_UNSTIM_VS_FCGRIIB_STIM_DC_DN,GSE7509_UNSTIM_VS_FCGRIIB_STIM_DC_DN,19/816,174/20394,7.26350293785928e-05,0.000577051538456357,0.000336514654869827,TNFSF10/ISG15/PRKCH/AMPD3/RABIF/PSD4/IL13RA1/SLAMF7/GALNT3/CASP1/CTSH/CCL5/FURIN/OAS3/ID2/CORO2A/USP18/CASP4/PTPN6,19
3645,C7,GSE6269_E_COLI_VS_STAPH_AUREUS_INF_PBMC_DN,GSE6269_E_COLI_VS_STAPH_AUREUS_INF_PBMC_DN,19/816,175/20394,7.84932684392817e-05,0.000622576901138928,0.000363063326331531,PRRG4/STX3/IL1R2/OSBPL2/PPP4R1/SIRPA/MMP9/GNA15/MAF/LIMK2/IDS/F11R/CYP4F3/CLMN/CTSD/SIRT7/ATP6V0B/CC2D1A/S100A9,19
3646,C7,GSE7219_UNSTIM_VS_LPS_AND_ANTI_CD40_STIM_NIK_NFKB2_KO_DC_DN,GSE7219_UNSTIM_VS_LPS_AND_ANTI_CD40_STIM_NIK_NFKB2_KO_DC_DN,20/816,190/20394,7.94628823942541e-05,0.000628221164383145,0.000366354847402081,CDH1/INPP4B/TNFSF10/PRKCH/MXD1/DOCK9/SLC7A5/ATP2B4/CXCL10/GABARAPL1/FOSL2/ISG20/UGCG/SYTL2/CORO2A/SLC39A4/DNAJB1/BAIAP2/NUP98/ADAM19,20
3647,C7,GSE9960_GRAM_NEG_VS_GRAM_NEG_AND_POS_SEPSIS_PBMC_UP,GSE9960_GRAM_NEG_VS_GRAM_NEG_AND_POS_SEPSIS_PBMC_UP,20/816,190/20394,7.94628823942541e-05,0.000628221164383145,0.000366354847402081,LAD1/KLF5/MX1/PTPRF/SLAMF7/IL4R/TMEM30B/DLG3/IFIT1/WWC1/DLGAP4/CCL5/ISG20/PRSS2/USP18/OAS2/CC2D1A/ZGPAT/HAGH/COBL,20
3648,C7,GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_14H_DN,GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_14H_DN,20/816,192/20394,9.19317881990064e-05,0.000724446292118383,0.000422469706286696,HERC6/SAMD9/ISG15/HERC5/STARD5/PLSCR1/RARG/MXD1/TGM1/SLAMF7/IFIT1/PMAIP1/C21orf91/IRF7/PITX1/GCH1/OAS3/SYTL2/APOL6/AMOTL2,20
3649,C7,GSE29618_BCELL_VS_MDC_DAY7_FLU_VACCINE_UP,GSE29618_BCELL_VS_MDC_DAY7_FLU_VACCINE_UP,20/816,192/20394,9.19317881990064e-05,0.000724446292118383,0.000422469706286696,AQP3/CD24/TPD52/RNF141/KIAA0040/TTC9/IL4R/ADD3/ABLIM1/PLCG2/MXI1/BACE2/PIK3C2B/EAF2/CDK5R1/RRAS2/PAWR/STK17A/BIRC3/ADAM19,20
3650,C7,GSE14415_INDUCED_TREG_VS_FAILED_INDUCED_TREG_DN,GSE14415_INDUCED_TREG_VS_FAILED_INDUCED_TREG_DN,19/816,178/20394,9.86543050061077e-05,0.000773506862266251,0.000451079977173748,FRMD4B/CHST11/MX1/IFIH1/PLSCR1/RSAD2/PERP/GALNT3/ITGA2/PMAIP1/SNX10/CXCL10/PRDM1/XDH/ABHD5/SMPDL3B/USP18/SEMA4D/VAMP8,19
3651,C7,GSE12366_NAIVE_VS_MEMORY_BCELL_DN,GSE12366_NAIVE_VS_MEMORY_BCELL_DN,20/816,193/20394,9.87928682401659e-05,0.000773506862266251,0.000451079977173748,RAB25/ZNF185/SLC2A1/DAAM1/PRKCH/ZDHHC13/MPZL1/FGD6/STK38L/MAF/ATP2B4/GFOD1/CTSH/CEBPG/ROBO3/GCLC/PRKCI/PTAFR/ZBTB20/OSBPL3,20
3652,C7,GSE13485_DAY3_VS_DAY21_YF17D_VACCINE_PBMC_UP,GSE13485_DAY3_VS_DAY21_YF17D_VACCINE_PBMC_UP,20/816,193/20394,9.87928682401659e-05,0.000773506862266251,0.000451079977173748,HERC6/UPP1/HERC5/MX1/VDR/ZMIZ1/ELF4/RIMS3/FGD6/ULK1/SNN/TFRC/OAS3/PARP12/APOBEC3A/NAPG/CCDC69/OAS2/ETV6/SLC11A2,20
3653,C7,GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_18H_DN,GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_18H_DN,20/816,193/20394,9.87928682401659e-05,0.000773506862266251,0.000451079977173748,HERC6/TNFSF10/SAMD9/FGFR2/CEACAM1/MX1/IFIH1/MXD1/DDX58/DSP/PTGS2/PMAIP1/C21orf91/IRF7/GTPBP2/CCL5/B4GALT5/OAS2/CXCL11/HPSE,20
3654,C7,GSE19401_RETINOIC_ACID_VS_RETINOIC_ACID_AND_PAM2CSK4_STIM_FOLLICULAR_DC_UP,GSE19401_RETINOIC_ACID_VS_RETINOIC_ACID_AND_PAM2CSK4_STIM_FOLLICULAR_DC_UP,20/816,194/20394,0.000106103271341967,0.000828081620890031,0.000482905914441004,MAP7/LYPD3/ELMO3/KLF4/IRX4/SERPINB8/ZNF706/TMC6/STK38L/GNA15/GLS/PIK3C2B/SPSB1/RBMS2/CLDND1/RASA1/VLDLR/BAIAP2/F2RL1/BTBD7,20
3655,C7,GSE3982_DC_VS_NEUTROPHIL_LPS_STIM_DN,GSE3982_DC_VS_NEUTROPHIL_LPS_STIM_DN,20/816,194/20394,0.000106103271341967,0.000828081620890031,0.000482905914441004,VGLL1/IL1A/CRCT1/KLK11/LAMC2/OSBPL2/IL1B/UBE2H/CYB5R4/KLHL21/DAPK3/CKB/GPR87/KLHL24/ISG20/PAK6/SYTL2/PAWR/ADM/HPSE,20
3656,C7,GSE37605_TREG_VS_TCONV_NOD_FOXP3_FUSION_GFP_UP,GSE37605_TREG_VS_TCONV_NOD_FOXP3_FUSION_GFP_UP,17/816,150/20394,0.000108425800341851,0.0008448538362637,0.000492686836753369,IL1A/HBEGF/BMP2/PTGS2/MFHAS1/RND3/EGR3/GTPBP2/FOSL2/MAFF/OASL/EDN1/NOD2/MACF1/PLK2/ADM/BIRC3,17
3657,C7,GSE29949_MICROGLIA_BRAIN_VS_CD8_NEG_DC_SPLEEN_UP,GSE29949_MICROGLIA_BRAIN_VS_CD8_NEG_DC_SPLEEN_UP,20/816,195/20394,0.000113888025510778,0.000884584823345275,0.000515856447289647,SPRR1B/IRF6/CELSR2/EPHA1/UPP1/ISG15/SORT1/MX1/RIMS3/SDC4/RNF103/STAC/NDRG2/CCL5/ZNF165/HPS1/LGALS8/LMO2/F12/VSNL1,20
3658,C7,GSE37416_0H_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_DN,GSE37416_0H_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_DN,20/816,195/20394,0.000113888025510778,0.000884584823345275,0.000515856447289647,EFNA3/LRRC1/PRKCH/NDRG1/SLAMF7/CREG1/ITCH/PLCXD1/ATP9A/CHMP2B/TFRC/SPHK1/ACP5/CCDC93/PIK3C2B/MAFF/LGALS8/REL/CLDND1/ADM,20
3659,C7,GSE37301_CD4_TCELL_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_DN,GSE37301_CD4_TCELL_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_DN,19/816,180/20394,0.00011451465225661,0.000888035599505881,0.000517868809568111,TMPRSS11E/ZHX2/PRKCH/IFIH1/PLSCR1/TIAM1/RTP4/PPFIBP2/MINK1/ENDOD1/TIMP2/ITPKB/CCL5/USP18/RRAS2/FAM49A/IKBKE/SLC11A2/TNIP1,19
3660,C7,GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_6H_ACT_CD4_TCELL_DN,GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_6H_ACT_CD4_TCELL_DN,20/816,196/20394,0.000122173280153728,0.000936982479289222,0.00054641278053006,IL1A/TNFSF10/TMEM51/FRK/PLSCR1/IL1B/PLS1/PTGS2/MBP/SLC27A2/EMP1/MXI1/GCA/LIF/TLR5/SYTL2/FABP5/F2RL1/CXCL1/GNAL,20
3661,C7,GSE1925_CTRL_VS_24H_IFNG_STIM_MACROPHAGE_UP,GSE1925_CTRL_VS_24H_IFNG_STIM_MACROPHAGE_UP,20/816,196/20394,0.000122173280153728,0.000936982479289222,0.00054641278053006,IFI27/IFI6/ISG15/MX1/PLSCR1/RSAD2/RANGAP1/IL4R/IFIT1/TMEM62/CD55/ISG20/ROBO3/OAS3/ACTN4/USP18/OAS2/BST2/ARHGEF9/VAMP8,20
3662,C7,GSE23321_EFFECTOR_MEMORY_VS_NAIVE_CD8_TCELL_UP,GSE23321_EFFECTOR_MEMORY_VS_NAIVE_CD8_TCELL_UP,20/816,196/20394,0.000122173280153728,0.000936982479289222,0.00054641278053006,KRT13/KRT81/IRF6/EFNA3/ITGB8/EPHA1/SEMA3F/VDR/DOCK9/MINK1/ATP2B4/RASAL2/NDRG2/RSC1A1/FZD7/CCL5/FURIN/HPS1/SLC11A2/CXCL1,20
3663,C7,GSE24081_CONTROLLER_VS_PROGRESSOR_HIV_SPECIFIC_CD8_TCELL_DN,GSE24081_CONTROLLER_VS_PROGRESSOR_HIV_SPECIFIC_CD8_TCELL_DN,20/816,196/20394,0.000122173280153728,0.000936982479289222,0.00054641278053006,OCLN/IFI27/IFI6/KIAA0040/PLSCR1/RSAD2/SLAMF7/DSP/OAS1/PTGS2/DLG3/MAST4/MYLK/OAS3/PARP12/EAF2/RLN2/USP18/OAS2/APOBEC3B,20
3664,C7,GSE24574_BCL6_HIGH_TFH_VS_TFH_CD4_TCELL_UP,GSE24574_BCL6_HIGH_TFH_VS_TFH_CD4_TCELL_UP,20/816,196/20394,0.000122173280153728,0.000936982479289222,0.00054641278053006,SPINT2/SCNN1A/IL1RN/TJP3/IFIH1/RABIF/RSAD2/BMP2/MID1/ANXA1/TPD52L1/GSTP1/STRN/KCNS3/SEMA3C/MBNL2/CNGA1/WIPI1/ARHGEF9/ANXA9,20
3665,C7,GSE34156_TLR1_TLR2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_UP,GSE34156_TLR1_TLR2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_UP,20/816,196/20394,0.000122173280153728,0.000936982479289222,0.00054641278053006,NCF2/SYK/TMEM51/PSTPIP2/DAPP1/IL13RA1/ELF4/SIRPA/CREG1/LYN/RGS19/CTSD/PLAU/IRF5/LMO2/PTAFR/SRC/LAT2/HPSE/CXCL1,20
3666,C7,GSE3982_EOSINOPHIL_VS_MAC_UP,GSE3982_EOSINOPHIL_VS_MAC_UP,20/816,196/20394,0.000122173280153728,0.000936982479289222,0.00054641278053006,PRRG4/DSC3/SYNE2/ISG15/RABIF/NLRX1/ZDHHC13/KLF3/GAB1/ADD3/PDLIM2/TAX1BP1/ACPP/AUTS2/ISG20/GNAQ/S100P/CDK5R1/WIPI1/RNF39,20
3667,C7,GSE26030_UNSTIM_VS_RESTIM_TH17_DAY5_POST_POLARIZATION_UP,GSE26030_UNSTIM_VS_RESTIM_TH17_DAY5_POST_POLARIZATION_UP,19/816,181/20394,0.000123256722983188,0.000943805410264346,0.000550391656088449,SPINT2/MITF/RPS6KA1/NRIP1/AKAP13/SMPDL3A/MAF/CKB/CD53/XDH/OSTF1/ISG20/MTM1/PARP12/PTPN3/LDB1/ETNK1/VAMP8/ETV6,19
3668,C7,GSE11057_NAIVE_VS_EFF_MEMORY_CD4_TCELL_DN,GSE11057_NAIVE_VS_EFF_MEMORY_CD4_TCELL_DN,20/816,197/20394,0.000130986341600818,0.000988997648986021,0.000576746062242362,AQP3/IFI27/NMU/SPAG1/FRMD4B/OGFRL1/CTSC/ANXA1/MFHAS1/CAST/ATP2B4/MTSS1/CCL5/ACTN4/NOD2/SLC9A3R1/CLDND1/PPIF/OSBPL3/ADAM19,20
3669,C7,GSE13411_PLASMA_CELL_VS_MEMORY_BCELL_DN,GSE13411_PLASMA_CELL_VS_MEMORY_BCELL_DN,20/816,197/20394,0.000130986341600818,0.000988997648986021,0.000576746062242362,PRKCZ/ZHX2/SYNGR2/RNF141/CORO1A/HLA-F/TMEM62/PDLIM2/ABLIM1/SNN/MYD88/LYN/CD53/BACE2/OFD1/HPS5/RIPK2/LAT2/BTBD7/ARHGAP25,20
3670,C7,GSE1925_3H_VS_24H_IFNG_STIM_MACROPHAGE_DN,GSE1925_3H_VS_24H_IFNG_STIM_MACROPHAGE_DN,20/816,197/20394,0.000130986341600818,0.000988997648986021,0.000576746062242362,ITGB8/IFI27/IFI6/ISG15/USP6NL/MX1/PLSCR1/RSAD2/RANGAP1/IL4R/IFIT1/SNX16/MAPRE2/ISG20/OAS3/TRIM16/USP18/OAS2/STX17/HAGH,20
3671,C7,GSE20151_CTRL_VS_FUSOBACT_NUCLEATUM_NEUTROPHIL_UP,GSE20151_CTRL_VS_FUSOBACT_NUCLEATUM_NEUTROPHIL_UP,20/816,197/20394,0.000130986341600818,0.000988997648986021,0.000576746062242362,MAP7/CALML5/KRT23/KLK11/GRB7/SERPINB13/DSC3/IFIH1/TSPAN14/TRIO/IRF7/PCBD1/GCH1/SMAD3/SLC39A4/MAP3K9/PSORS1C1/PAQR4/ZC3H12A/SLC6A8,20
3672,C7,GSE22886_NAIVE_CD8_TCELL_VS_NKCELL_DN,GSE22886_NAIVE_CD8_TCELL_VS_NKCELL_DN,20/816,197/20394,0.000130986341600818,0.000988997648986021,0.000576746062242362,LCN2/SYK/RAB11FIP1/CFLAR/ELF4/NLRX1/GALNT3/ITCH/ATP2B4/PLCG2/LYN/GFOD1/PPP1R3D/AUTS2/FURIN/CRIM1/GOLGA2/PPP1R13L/LAT2/S100A9,20
3673,C7,GSE34156_NOD2_LIGAND_VS_TLR1_TLR2_LIGAND_6H_TREATED_MONOCYTE_DN,GSE34156_NOD2_LIGAND_VS_TLR1_TLR2_LIGAND_6H_TREATED_MONOCYTE_DN,20/816,197/20394,0.000130986341600818,0.000988997648986021,0.000576746062242362,NCF2/CALML5/TMEM51/SEMA3F/PSTPIP2/SYNGR2/VDR/DAPP1/IL13RA1/ELF4/SIRPA/CREG1/LYN/CTSD/PLAU/IRF5/LMO2/PTAFR/HPSE/CXCL1,20
3674,C7,GSE3982_BCELL_VS_TH2_UP,GSE3982_BCELL_VS_TH2_UP,20/816,197/20394,0.000130986341600818,0.000988997648986021,0.000576746062242362,AQP3/HDAC9/RAPGEF5/PPFIBP2/MICALL1/IFIT1/PRSS16/ACP5/N4BP1/KLHL24/SLC25A4/LMO2/HLA-DOB/GATM/CASP4/YIPF1/FAM49A/HS3ST1/ABCB9/RNF39,20
3675,C7,GSE3982_MAST_CELL_VS_NEUTROPHIL_DN,GSE3982_MAST_CELL_VS_NEUTROPHIL_DN,20/816,197/20394,0.000130986341600818,0.000988997648986021,0.000576746062242362,AQP3/SPINT1/SAMD9/HOOK1/HDAC9/SYNE2/IFIH1/PIM1/AZGP1/SLC31A2/MBP/ADIPOR1/LIMK2/GPR87/ISG20/ZNF165/GNAQ/PTAFR/CYP4F11/F2RL1,20
3676,C7,GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_3H_DN,GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_3H_DN,20/816,197/20394,0.000130986341600818,0.000988997648986021,0.000576746062242362,CXADR/RNF141/OAS1/AVPI1/CEBPA/IFIT1/PLCG2/CAMK2G/CD9/GFOD1/CPNE3/WWP1/KLHL24/APOBEC3A/TLR5/MBNL2/MACF1/PRKX/BAIAP2/ARHGEF3,20
3677,C7,GSE21379_WT_VS_SAP_KO_TFH_CD4_TCELL_DN,GSE21379_WT_VS_SAP_KO_TFH_CD4_TCELL_DN,20/816,198/20394,0.000140355709064891,0.00103775211818644,0.000605177826622073,BAMBI/TRIM2/ST6GALNAC5/SYNE2/RSAD2/TRAF3IP2/RTP4/VNN1/IFIT1/MAF/TIMP2/CCL5/OASL/IRF5/HLA-DOB/FAM49A/ANXA9/PINK1/ZBTB20/OSBPL3,20
3678,C7,GSE25087_TREG_VS_TCONV_FETUS_UP,GSE25087_TREG_VS_TCONV_FETUS_UP,20/816,198/20394,0.000140355709064891,0.00103775211818644,0.000605177826622073,MAP7/RAB11FIP1/ATP1B1/DHRS3/NDRG1/PIM1/PERP/CYP1A1/PPP4R1/DLG3/TMEM62/SNX10/HMGB3/SOS1/PCTP/PPP1R3D/MAP3K8/UGCG/CLDND1/ADAM19,20
3679,C7,GSE28783_ANTI_MIR33_VS_CTRL_ATHEROSCLEROSIS_MACROPHAGE_DN,GSE28783_ANTI_MIR33_VS_CTRL_ATHEROSCLEROSIS_MACROPHAGE_DN,20/816,198/20394,0.000140355709064891,0.00103775211818644,0.000605177826622073,MAP7/CD24/KRT34/MFAP5/GULP1/SEMA3F/IL13RA1/RSAD2/IFIT1/SMPDL3A/ATP9A/SPTLC2/ACPP/GCA/GCLC/HOXA1/ANXA9/HSD17B2/EMP2/CXCL1,20
3680,C7,GSE29949_CD8_POS_DC_SPLEEN_VS_DC_BRAIN_UP,GSE29949_CD8_POS_DC_SPLEEN_VS_DC_BRAIN_UP,20/816,198/20394,0.000140355709064891,0.00103775211818644,0.000605177826622073,SERPINB2/SPINT2/IL1RN/S100A7/IL1R2/PSD4/MAF/ABLIM1/DAPK3/INSIG2/DAG1/RGS19/PCBD1/RMND5B/DIDO1/ADM/GATA3/HAGH/ARHGAP25/RRAGD,20
3681,C7,GSE360_DC_VS_MAC_T_GONDII_UP,GSE360_DC_VS_MAC_T_GONDII_UP,20/816,198/20394,0.000140355709064891,0.00103775211818644,0.000605177826622073,SPRR1B/IVL/IGSF3/SPINT2/IL1A/LAMB3/TACSTD2/KRT15/SOX15/CTSC/CKB/OSTF1/PTPRR/HOMER2/MYCN/ETV6/P2RY6/HAGH/LAMP3/ADAM19,20
3682,C7,GSE36826_WT_VS_IL1R_KO_SKIN_DN,GSE36826_WT_VS_IL1R_KO_SKIN_DN,20/816,198/20394,0.000140355709064891,0.00103775211818644,0.000605177826622073,IGSF3/CST6/LAD1/ELMO3/STARD5/ZDHHC13/STK38L/SFT2D2/GNA15/AFTPH/CD53/EMP1/IDS/GCLC/APOBEC3A/S100P/REL/DIDO1/PTPN6/LAMP3,20
3683,C7,GSE36888_STAT5_AB_KNOCKIN_VS_WT_TCELL_IL2_TREATED_2H_DN,GSE36888_STAT5_AB_KNOCKIN_VS_WT_TCELL_IL2_TREATED_2H_DN,20/816,198/20394,0.000140355709064891,0.00103775211818644,0.000605177826622073,ST14/PRRG4/CELSR2/HBEGF/STX3/CYB5R1/IL13RA1/PLD1/IL1B/SIRPA/PLA2G7/CRISPLD2/CTSH/GCA/F11R/CLMN/SEMA3C/ARHGEF10L/NOD2/PTAFR,20
3684,C7,GSE37416_0H_VS_6H_F_TULARENSIS_LVS_NEUTROPHIL_DN,GSE37416_0H_VS_6H_F_TULARENSIS_LVS_NEUTROPHIL_DN,20/816,198/20394,0.000140355709064891,0.00103775211818644,0.000605177826622073,EFNA3/LAMB3/ZHX2/FRMD4B/ZMIZ1/PLAUR/IL4R/GNA15/RNF103/BMP6/SNN/TFRC/SPHK1/AFTPH/TRAK1/IPPK/PRKCI/MAFF/HPS5/ADM,20
3685,C7,GSE37534_GW1929_VS_PIOGLITAZONE_TREATED_CD4_TCELL_PPARG1_FOXP3_TRANSDUCED_UP,GSE37534_GW1929_VS_PIOGLITAZONE_TREATED_CD4_TCELL_PPARG1_FOXP3_TRANSDUCED_UP,20/816,198/20394,0.000140355709064891,0.00103775211818644,0.000605177826622073,SPRR1A/IFI27/NUAK1/CHRNB1/CEACAM1/ISG15/HERC5/RSAD2/HSPB1/OAS1/HLA-F/TDRD7/CASP1/KLHL24/ISG20/OAS3/OASL/SPSB1/SLC39A2/BST2,20
3686,C7,GSE3982_MAST_CELL_VS_TH2_UP,GSE3982_MAST_CELL_VS_TH2_UP,20/816,198/20394,0.000140355709064891,0.00103775211818644,0.000605177826622073,IL1RN/DUSP10/CYB5R1/FLNB/JUP/MID1/ANXA1/CTNND1/GALNT3/CAST/SMPDL3A/NDRG2/PLEKHG3/EFS/RGS19/MKRN1/YIPF1/ADM/ZBTB20/AMIGO2,20
3687,C7,GSE44955_MCSF_VS_MCSF_AND_IL27_STIM_MACROPHAGE_UP,GSE44955_MCSF_VS_MCSF_AND_IL27_STIM_MACROPHAGE_UP,20/816,198/20394,0.000140355709064891,0.00103775211818644,0.000605177826622073,IL18/TSPAN13/UPP1/AMPD3/IL1B/DSP/PPFIBP2/SLC7A5/NRIP1/RND3/ENDOD1/SNN/GFOD1/CD55/CCL5/SLC9A3R1/RIPK2/IKBKE/TGM2/TBC1D2,20
3688,C7,GSE9006_HEALTHY_VS_TYPE_2_DIABETES_PBMC_AT_DX_DN,GSE9006_HEALTHY_VS_TYPE_2_DIABETES_PBMC_AT_DX_DN,20/816,198/20394,0.000140355709064891,0.00103775211818644,0.000605177826622073,SERPINB2/IL1B/PTGS2/VNN1/USP9X/LIG4/AFTPH/CD53/EGR3/TAX1BP1/LIMK2/FZD7/TLR1/B4GALT5/ABHD5/EDN1/DHX32/CNGA1/F2RL1/CXCL1,20
3689,C7,GSE27859_MACROPHAGE_VS_DC_UP,GSE27859_MACROPHAGE_VS_DC_UP,18/816,168/20394,0.000142090902800275,0.00103775211818644,0.000605177826622073,RAB38/DAAM1/STARD5/CFLAR/SDC4/SNX10/MARCKSL1/SLCO3A1/PRDM1/MAP3K8/GCA/NOD2/PTAFR/PLK2/TAP2/ETV6/IKBKE/TGM2,18
3690,C7,GSE21360_NAIVE_VS_SECONDARY_MEMORY_CD8_TCELL_UP,GSE21360_NAIVE_VS_SECONDARY_MEMORY_CD8_TCELL_UP,19/816,183/20394,0.000142521491108331,0.00103775211818644,0.000605177826622073,IL1RN/SLC2A1/RAB11FIP1/FLNB/RAPGEF5/TRAF3IP2/HK2/PPFIBP2/SDC4/SLC31A2/MYD88/MARCKSL1/SLCO3A1/N4BP1/CCL5/SRC/ZC3H12A/SLC11A2/CXCL1,19
