"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"S100A11",2.34474205420596e-149,1.22401205551547,0.95,0.443,3.21557925313805e-145,"2","S100A11"
"NPC2",1.22334347013462e-145,1.35965866897129,0.864,0.327,1.67769323494261e-141,"2","NPC2"
"PSAP",3.30415001877544e-145,1.22725404533813,0.914,0.425,4.53131133574863e-141,"2","PSAP"
"BLVRB",4.75168252373125e-145,1.32465863548798,0.552,0.084,6.51645741304503e-141,"2","BLVRB"
"SAT1",7.27855353416082e-143,1.19489883388541,0.964,0.514,9.98180831674816e-139,"2","SAT1"
"NCF2",1.29401592930978e-142,1.3956466096306,0.577,0.094,1.77461344545543e-138,"2","NCF2"
"ALDH2",5.71077806087083e-140,1.25067529300668,0.446,0.044,7.83176103267826e-136,"2","ALDH2"
"CFP",6.86079566684598e-137,1.23097437432439,0.633,0.124,9.40889517751258e-133,"2","CFP"
"NUP214",2.04594857494087e-136,1.25694347426439,0.514,0.073,2.80581387567391e-132,"2","NUP214"
"S100A12",4.14971804292853e-136,1.36191657964067,0.301,0.007,5.69092332407219e-132,"2","S100A12"
"SERPINA1",2.31977616070552e-134,1.18734131328851,0.701,0.155,3.18134102679155e-130,"2","SERPINA1"
"RBP7",3.80255616309127e-133,1.22367034938061,0.335,0.016,5.21482552206336e-129,"2","RBP7"
"CYBA",1.10233653030148e-130,0.862806452485605,0.991,0.814,1.51174431765545e-126,"2","CYBA"
"COTL1",1.2588007331664e-129,1.02455942584532,0.964,0.559,1.7263193254644e-125,"2","COTL1"
"FCGRT",1.30276929352617e-126,1.357747566923,0.64,0.151,1.7866178091418e-122,"2","FCGRT"
"FPR1",4.21380108561521e-125,1.20209309821357,0.421,0.046,5.7788068088127e-121,"2","FPR1"
"GABARAP",5.04630783397982e-125,1.17458292696633,0.857,0.415,6.92050656351992e-121,"2","GABARAP"
"TKT",1.44465371931511e-123,1.22936625302843,0.771,0.267,1.98119811066874e-119,"2","TKT"
"PYCARD",3.00565051402805e-120,1.10487095347615,0.796,0.286,4.12194911493806e-116,"2","PYCARD"
"IFI30",6.26957578693095e-120,1.09043300152951,0.536,0.09,8.5980962341971e-116,"2","IFI30"
"VCAN",3.00014991801433e-119,1.07282179195396,0.389,0.038,4.11440559756485e-115,"2","VCAN"
"RAC1",1.76156661797694e-117,1.14311497753712,0.846,0.356,2.41581245989357e-113,"2","RAC1"
"TSPO",7.1862023624882e-117,1.21106934653176,0.839,0.403,9.85515791991632e-113,"2","TSPO"
"BRI3",1.64819489233322e-116,1.13176831877163,0.59,0.127,2.26033447534577e-112,"2","BRI3"
"SPI1",6.85330835216125e-112,1.11687549863871,0.611,0.133,9.39862707415394e-108,"2","SPI1"
"SLC7A7",1.45496563663311e-111,1.09431471270508,0.464,0.071,1.99533987407864e-107,"2","SLC7A7"
"BST1",6.40241597523413e-111,0.955976871489542,0.326,0.024,8.78027326843608e-107,"2","BST1"
"GAPDH",4.89047161522908e-108,0.888904538141482,0.966,0.818,6.70679277312517e-104,"2","GAPDH"
"TALDO1",6.6634808030029e-107,1.0732649771618,0.749,0.291,9.13829757323818e-103,"2","TALDO1"
"MNDA",1.06177081702451e-106,1.10103480294177,0.434,0.066,1.45611249846742e-102,"2","MNDA"
"TNFSF13B",4.39984126624826e-105,1.27423138534864,0.495,0.095,6.03394231253287e-101,"2","TNFSF13B"
"RNF130",1.0876019120526e-103,1.12774939729613,0.52,0.111,1.49153726218894e-99,"2","RNF130"
"PLBD1",9.09821536805111e-103,1.1546036735766,0.346,0.036,1.24772925557453e-98,"2","PLBD1"
"IGSF6",1.39152829092946e-98,1.06247955246884,0.387,0.053,1.90834189818067e-94,"2","IGSF6"
"IFI6",3.83378994113814e-92,1.06968549520436,0.774,0.328,5.25765952527685e-88,"2","IFI6"
"CTSH",3.91386498413276e-91,1.00106746298758,0.5,0.113,5.36747443923966e-87,"2","CTSH"
"NEAT1",1.26973421749764e-88,0.870270545963161,0.916,0.583,1.74131350587627e-84,"2","NEAT1"
"IL8",2.91079546303829e-88,1.4040212287757,0.301,0.031,3.99186489801071e-84,"2","IL8"
"CTSB",5.41891714306652e-86,1.10525238574418,0.518,0.136,7.43150297000142e-82,"2","CTSB"
"CPVL",3.82971438417996e-84,1.03836978111999,0.376,0.063,5.25207030646439e-80,"2","CPVL"
"CD33",1.01315053868432e-83,0.863807250170418,0.287,0.03,1.38943464875168e-79,"2","CD33"
"AP2S1",1.35083885088033e-82,1.00394672171708,0.692,0.285,1.85254040009728e-78,"2","AP2S1"
"IFITM3",1.81532848113122e-82,0.898757386151407,0.575,0.153,2.48954147902335e-78,"2","IFITM3"
"AGTRAP",1.08601916544548e-78,0.936823860061962,0.434,0.096,1.48936668349193e-74,"2","AGTRAP"
"RAB32",1.46694815020862e-78,0.937374421827079,0.308,0.041,2.01177269319609e-74,"2","RAB32"
"ODF3B",1.11555073876142e-77,0.957573598082257,0.376,0.069,1.52986628313741e-73,"2","ODF3B"
"SH3BGRL3",2.04003954047676e-76,0.583165101323606,0.973,0.834,2.79771022580982e-72,"2","SH3BGRL3"
"APOBEC3A",3.50079956741601e-75,0.993416657723398,0.385,0.073,4.80099652675432e-71,"2","APOBEC3A"
"TGFBI",8.4312619920652e-75,0.859569487939625,0.344,0.059,1.15626326959182e-70,"2","TGFBI"
"SMCO4",8.45667778305803e-75,0.935021473909259,0.344,0.058,1.15974879116858e-70,"2","SMCO4"
"LILRA5",1.11839943051438e-72,0.849666024905564,0.369,0.07,1.53377297900743e-68,"2","LILRA5"
"LY86",1.83087138392687e-71,0.926001744626871,0.489,0.131,2.51085701591731e-67,"2","LY86"
"ARPC1B",2.70899035452135e-71,0.756934453451697,0.921,0.707,3.71510937219058e-67,"2","ARPC1B"
"VIM",2.94258839468663e-71,0.743080656329177,0.912,0.773,4.03546572447324e-67,"2","VIM"
"RGS2",2.10619028959363e-70,0.977988069755469,0.6,0.213,2.8884293631487e-66,"2","RGS2"
"TMEM176B",4.95794441622506e-70,0.74814274954187,0.251,0.027,6.79932497241104e-66,"2","TMEM176B"
"HLA-DRA",7.28777132699887e-70,0.469137004823256,0.934,0.482,9.99444959784626e-66,"2","HLA-DRA"
"CAPG",8.64455606723583e-70,0.891945756955512,0.536,0.17,1.18551441906072e-65,"2","CAPG"
"KLF4",5.00686667999512e-69,0.916909266806735,0.36,0.071,6.8664169649453e-65,"2","KLF4"
"ANXA2",2.1775744957609e-68,0.868448689901439,0.751,0.372,2.9863256634865e-64,"2","ANXA2"
"MSRB1",3.10132471641124e-68,0.808098221138302,0.339,0.062,4.25315671608638e-64,"2","MSRB1"
"SRGN",5.07205357355645e-67,0.713514622851556,0.869,0.544,6.95581427077531e-63,"2","SRGN"
"CCL3",1.64654544548767e-65,1.37666631156435,0.389,0.09,2.25807242394179e-61,"2","CCL3"
"PLAUR",2.21134326171334e-65,0.86001889450392,0.355,0.074,3.03263614911367e-61,"2","PLAUR"
"C1orf162",4.18808284411397e-64,0.822796566168962,0.713,0.318,5.7435368124179e-60,"2","C1orf162"
"TMSB10",5.92062336497788e-64,0.36847860338571,1,0.992,8.11954288273067e-60,"2","TMSB10"
"ARPC3",3.27261305579215e-63,0.591772279803901,0.939,0.786,4.48806154471335e-59,"2","ARPC3"
"STX11",4.4529472090699e-63,0.962261790013377,0.376,0.085,6.10677180251846e-59,"2","STX11"
"ATP6V0B",5.05618209665625e-63,1.06327700336668,0.638,0.279,6.93404812735439e-59,"2","ATP6V0B"
"ATP5G2",4.33278626101349e-61,0.60125897392744,0.93,0.795,5.94198307835391e-57,"2","ATP5G2"
"S100A10",8.14638895960647e-61,0.814428770104086,0.839,0.601,1.11719578192043e-56,"2","S100A10"
"IL1B",1.02479697935315e-60,1.07294568310606,0.267,0.041,1.40540657748491e-56,"2","IL1B"
"APLP2",1.42832050767782e-60,0.830822240698254,0.425,0.114,1.95879874422937e-56,"2","APLP2"
"CEBPB",1.86425274067712e-60,0.730519233009865,0.643,0.26,2.5566362085646e-56,"2","CEBPB"
"CTSZ",6.08987253885988e-57,0.769789181771683,0.326,0.07,8.35165119979244e-53,"2","CTSZ"
"BLVRA",6.87820891982103e-57,1.06675572505025,0.441,0.134,9.43277571264255e-53,"2","BLVRA"
"PGD",2.25028409603281e-56,0.795730720622165,0.333,0.076,3.0860396092994e-52,"2","PGD"
"LINC00936",1.81969628851297e-55,1.10874521998587,0.557,0.223,2.49553149006668e-51,"2","LINC00936"
"CTSD",1.9062604900407e-55,0.891512904566358,0.511,0.188,2.61424563604182e-51,"2","CTSD"
"SLC11A1",3.35755811667954e-54,0.720293528326516,0.278,0.052,4.60455520121432e-50,"2","SLC11A1"
"RNASE6",3.60453437823383e-54,0.738057100511019,0.305,0.062,4.94325844630988e-50,"2","RNASE6"
"C19orf38",1.18538110861151e-53,0.793130138805621,0.301,0.064,1.62563165234982e-49,"2","C19orf38"
"NFKBIA",1.80835266412804e-53,0.88480892877489,0.715,0.403,2.4799748435852e-49,"2","NFKBIA"
"CNPY3",1.60113533028942e-52,0.914579529439657,0.554,0.224,2.19579699195891e-48,"2","CNPY3"
"SERF2",2.11026520221149e-52,0.548517657066801,0.955,0.836,2.89401769831284e-48,"2","SERF2"
"MPEG1",2.87341888915149e-52,0.754934419907632,0.31,0.069,3.94060666458235e-48,"2","MPEG1"
"HLA-DRB1",3.28341637495823e-52,0.541454174666512,0.817,0.387,4.50287721661771e-48,"2","HLA-DRB1"
"FGR",3.35688972742086e-51,0.730754577005587,0.475,0.162,4.60363857218497e-47,"2","FGR"
"MT-ND1",1.46712195338175e-50,0.465571727087799,0.98,0.941,2.01201104686774e-46,"2","MT-ND1"
"PFDN5",1.49381492003453e-49,0.478009696833393,0.984,0.91,2.04861778133535e-45,"2","PFDN5"
"EIF4EBP1",1.80680439764352e-48,0.697606367482076,0.326,0.083,2.47785155092833e-44,"2","EIF4EBP1"
"FCGR2A",1.58319401634387e-47,0.884520816514916,0.253,0.05,2.17119227401398e-43,"2","FCGR2A"
"PILRA",1.87542437583668e-47,0.613435116211273,0.317,0.076,2.57195698902243e-43,"2","PILRA"
"MAFB",2.8873824266183e-47,0.88599252953147,0.276,0.061,3.95975625986433e-43,"2","MAFB"
"SCO2",7.7927898880892e-47,0.717068678515655,0.342,0.092,1.06870320525255e-42,"2","SCO2"
"C20orf24",1.14179587650463e-46,0.798724213205032,0.563,0.257,1.56585886503845e-42,"2","C20orf24"
"FGL2",1.30553152907867e-46,0.965649495333597,0.328,0.086,1.79040593897849e-42,"2","FGL2"
"EIF4A1",3.53074954442439e-46,0.646565791102627,0.828,0.649,4.8420699252236e-42,"2","EIF4A1"
"TMSB4X",1.17675755054849e-45,0.280182279764715,1,1,1.61380530482219e-41,"2","TMSB4X"
"ACTB",1.18172779816056e-45,0.31286470724597,0.998,0.99,1.6206215023974e-41,"2","ACTB"
"HCK",8.74209875274855e-45,0.638558448996208,0.367,0.106,1.19889142295194e-40,"2","HCK"
"PRELID1",1.56236005431958e-44,0.754303333866886,0.717,0.416,2.14262057849387e-40,"2","PRELID1"
"NCF1",2.89655584836974e-44,0.823322733942363,0.387,0.122,3.97233669045426e-40,"2","NCF1"
"GCA",3.68598133685142e-44,0.683918398042842,0.328,0.091,5.05495480535804e-40,"2","GCA"
"FKBP1A",4.45823239960904e-44,0.683469145010476,0.704,0.415,6.11401991282384e-40,"2","FKBP1A"
"C4orf48",4.57168141393264e-43,0.757734411816759,0.369,0.12,6.26960389106722e-39,"2","C4orf48"
"PGLS",5.90790529741473e-43,0.705038747428543,0.548,0.247,8.10210132487456e-39,"2","PGLS"
"C5AR1",1.70353699225409e-42,0.852438247239201,0.269,0.064,2.33623063117726e-38,"2","C5AR1"
"ALDOA",3.75907720417243e-42,0.58596394076707,0.83,0.674,5.15519847780207e-38,"2","ALDOA"
"TIMP1",5.20559095827687e-42,0.588231923388852,0.6,0.272,7.1389474401809e-38,"2","TIMP1"
"FOSB",7.07638143596934e-42,0.728878233451441,0.708,0.442,9.70454950128835e-38,"2","FOSB"
"LAMTOR4",1.38048485035397e-41,0.635922409214162,0.76,0.473,1.89319692377543e-37,"2","LAMTOR4"
"IFNGR2",9.13629389472889e-41,0.816548147458478,0.36,0.116,1.25295134472312e-36,"2","IFNGR2"
"STXBP2",1.33391100494062e-40,0.744348897027243,0.477,0.196,1.82932555217556e-36,"2","STXBP2"
"AMICA1",3.86482564131493e-40,0.705949234354976,0.502,0.215,5.3002218844993e-36,"2","AMICA1"
"HLA-DRB5",5.91128576716058e-40,0.523142565514687,0.64,0.291,8.10673730108402e-36,"2","HLA-DRB5"
"SERPINB1",1.2370861300308e-39,0.839477731057058,0.6,0.315,1.69653991872424e-35,"2","SERPINB1"
"HLA-DMA",1.73339834477703e-39,0.547223171431147,0.523,0.211,2.37718249002722e-35,"2","HLA-DMA"
"CYBB",2.73808371024461e-39,0.68658572978457,0.278,0.073,3.75500800022946e-35,"2","CYBB"
"ASAH1",7.27595844038789e-39,0.710189555786311,0.48,0.198,9.97824940514796e-35,"2","ASAH1"
"TBXAS1",1.95543342992645e-38,0.627058949650763,0.292,0.08,2.68168140580113e-34,"2","TBXAS1"
"ISG15",2.29634591182398e-38,0.731328018668383,0.681,0.401,3.14920878347541e-34,"2","ISG15"
"CPPED1",3.2480292573043e-37,0.607571463980932,0.267,0.07,4.45434732346711e-33,"2","CPPED1"
"JUND",4.13663346850092e-37,0.947510571958507,0.344,0.116,5.67297913870216e-33,"2","JUND"
"TCEB2",8.64357561174181e-37,0.673056816295251,0.713,0.443,1.18537995939427e-32,"2","TCEB2"
"SAT2",1.46747882235998e-36,0.818465527418376,0.371,0.13,2.01250045698447e-32,"2","SAT2"
"GLRX",2.90710677620263e-36,0.741630113372976,0.609,0.326,3.98680623288428e-32,"2","GLRX"
"MT-CO1",4.40105620667681e-36,0.292400230309037,0.995,0.995,6.03560848183658e-32,"2","MT-CO1"
"H2AFY",4.51547777891966e-36,0.960317983851912,0.518,0.252,6.19252622601042e-32,"2","H2AFY"
"C10orf54",5.01957410270821e-36,0.622578333088867,0.6,0.326,6.88384392445405e-32,"2","C10orf54"
"GLIPR2",8.86279850638201e-36,0.667826340315728,0.443,0.178,1.21544418716523e-31,"2","GLIPR2"
"ATP6V1F",1.00297046944555e-34,0.803877452577159,0.597,0.326,1.37547370179762e-30,"2","ATP6V1F"
"VAMP8",2.03445447905833e-34,0.481447355821968,0.701,0.466,2.79005087258059e-30,"2","VAMP8"
"LGALS9",1.83962705479153e-33,0.602303589671975,0.369,0.135,2.5228645429411e-29,"2","LGALS9"
"BNIP3L",1.85899636045185e-33,0.667571263785666,0.353,0.127,2.54942760872367e-29,"2","BNIP3L"
"MIR24-2",7.1716503190349e-32,0.685302614142139,0.265,0.079,9.83520124752446e-28,"2","MIR24-2"
"LAMTOR1",3.03888954125963e-31,0.503717242027689,0.561,0.301,4.16753311688345e-27,"2","LAMTOR1"
"TMEM205",4.68398056355194e-31,0.680628685995958,0.269,0.081,6.42361094485513e-27,"2","TMEM205"
"CARD16",1.22300969980003e-30,0.626584702549871,0.498,0.245,1.67723550230576e-26,"2","CARD16"
"DYNLT1",1.63808559191117e-30,0.569615315338202,0.385,0.153,2.24647058074697e-26,"2","DYNLT1"
"ZFP36",7.32483990289926e-30,0.50616174421603,0.844,0.672,1.0045285442836e-25,"2","ZFP36"
"RHOB",7.79759779501844e-30,0.705660977671248,0.287,0.097,1.06936256160883e-25,"2","RHOB"
"GSTO1",2.33299260658694e-29,0.612785710675685,0.489,0.25,3.19946606067333e-25,"2","GSTO1"
"BID",2.71118738982692e-29,0.541575707835697,0.405,0.166,3.71812238640863e-25,"2","BID"
"MYL6",3.11941186853788e-29,0.405462875203778,0.934,0.833,4.27796143651284e-25,"2","MYL6"
"RHOG",7.44472531704429e-29,0.650956679339856,0.609,0.347,1.02096962997945e-24,"2","RHOG"
"CLTA",9.65811142782626e-29,0.590745868309124,0.495,0.248,1.32451340121209e-24,"2","CLTA"
"FAM26F",7.89143822618822e-27,0.540746781347148,0.428,0.187,1.08223183833945e-22,"2","FAM26F"
"GNAI2",1.41416285304062e-26,0.630425071284621,0.407,0.194,1.93938293665991e-22,"2","GNAI2"
"SCPEP1",1.53793083370242e-26,0.688554387952408,0.292,0.104,2.1091183453395e-22,"2","SCPEP1"
"ANXA5",1.82002114664906e-26,0.597753097984521,0.507,0.265,2.49597700051452e-22,"2","ANXA5"
"RP11-290F20.3",2.40061956569642e-26,0.462128298458796,0.262,0.085,3.29220967239607e-22,"2","RP11-290F20.3"
"TPI1",5.94502395585929e-26,0.490572452312679,0.697,0.467,8.15300585306544e-22,"2","TPI1"
"GPX4",7.94576128394334e-26,0.566413099055601,0.708,0.507,1.08968170247999e-21,"2","GPX4"
"LY6E",1.04028261543093e-25,0.428302993314233,0.812,0.635,1.42664357880198e-21,"2","LY6E"
"HLA-DPA1",1.26649699351512e-25,0.375413730699284,0.733,0.444,1.73687397690663e-21,"2","HLA-DPA1"
"EFHD2",3.64403492728716e-25,0.571836641881254,0.369,0.159,4.9974294992816e-21,"2","EFHD2"
"CD63",3.90457188143494e-25,0.515858395978863,0.543,0.305,5.35472987819988e-21,"2","CD63"
"SERP1",1.09177055346301e-24,0.420352806525066,0.733,0.515,1.49725413701917e-20,"2","SERP1"
"SLC25A5",2.60672347666187e-24,0.596317120801607,0.681,0.469,3.57486057589409e-20,"2","SLC25A5"
"COMT",6.84559450604751e-24,0.53704145300038,0.31,0.125,9.38804830559356e-20,"2","COMT"
"SOD2",7.17598451574975e-24,0.647668848998502,0.369,0.168,9.8411451648992e-20,"2","SOD2"
"NOP10",3.37413227060926e-23,0.611327980048582,0.477,0.259,4.62728499591353e-19,"2","NOP10"
"LAMTOR2",1.21976028439181e-22,0.527575415025707,0.389,0.19,1.67277925401493e-18,"2","LAMTOR2"
"WDR83OS",3.808414347311e-22,0.502807319473345,0.525,0.31,5.22285943590231e-18,"2","WDR83OS"
"C20orf27",6.51500682969979e-22,0.684953485337104,0.265,0.102,8.93468036625029e-18,"2","C20orf27"
"CLIC1",2.80093199220833e-21,0.341710537576437,0.79,0.612,3.8411981341145e-17,"2","CLIC1"
"H3F3A",5.52555758696904e-21,0.473845477549693,0.561,0.347,7.57774967476933e-17,"2","H3F3A"
"TIMM13",7.88443566306647e-21,0.501472763562776,0.367,0.177,1.08127150683294e-16,"2","TIMM13"
"PKM",2.38237943755746e-20,0.459018554524113,0.597,0.387,3.2671951606663e-16,"2","PKM"
"ARRB2",2.46845775716048e-20,0.756598509127645,0.421,0.223,3.38524296816988e-16,"2","ARRB2"
"NAGK",3.080985854941e-20,0.514150075905876,0.251,0.099,4.22526400146609e-16,"2","NAGK"
"SUPT4H1",3.68808202643323e-20,0.520696093595789,0.457,0.255,5.05783569105054e-16,"2","SUPT4H1"
"ATP6V0D1",5.71322555663771e-20,0.492080830530655,0.319,0.146,7.83511752837296e-16,"2","ATP6V0D1"
"COX6B1",5.88195254106125e-20,0.42106279770535,0.722,0.54,8.06650971481139e-16,"2","COX6B1"
"SAMHD1",1.16601263783932e-19,0.608528512936827,0.398,0.211,1.59906973153284e-15,"2","SAMHD1"
"NDUFS7",2.01446420747928e-19,0.559629928136522,0.457,0.257,2.76263621413709e-15,"2","NDUFS7"
"POLE4",4.14285560500784e-19,0.527246364711041,0.335,0.163,5.68151217670775e-15,"2","POLE4"
"NDUFA11",4.94500089181689e-19,0.474055584879757,0.575,0.376,6.78157422303768e-15,"2","NDUFA11"
"BST2",5.50234525967699e-19,0.494798758313755,0.62,0.412,7.54591628912103e-15,"2","BST2"
"GLIPR1",1.85405668925523e-18,0.459398004490093,0.355,0.175,2.54265334364462e-14,"2","GLIPR1"
"ZYX",6.60055341622205e-18,0.399484157862063,0.281,0.124,9.05199895500692e-14,"2","ZYX"
"ATP5D",1.2663764808493e-17,0.376782625992012,0.681,0.513,1.73670870583673e-13,"2","ATP5D"
"ITGB2",1.43711658516166e-17,0.361801425169586,0.64,0.434,1.9708616848907e-13,"2","ITGB2"
"HSBP1",2.24755732552213e-17,0.430203030812324,0.296,0.134,3.08230011622105e-13,"2","HSBP1"
"ARPC2",2.26192790620687e-17,0.252655128732194,0.88,0.78,3.1020079305721e-13,"2","ARPC2"
"BRK1",2.9675207523823e-17,0.345995218006805,0.701,0.517,4.06965795981709e-13,"2","BRK1"
"NINJ1",5.06412051820403e-17,0.466415080926762,0.285,0.128,6.944934878665e-13,"2","NINJ1"
"RILPL2",9.54183754421719e-17,0.612522046411873,0.324,0.162,1.30856760081395e-12,"2","RILPL2"
"TMEM219",9.92357023419995e-17,0.832317428849312,0.421,0.244,1.36091842191818e-12,"2","TMEM219"
"COX8A",1.02575229635896e-16,0.439498132404558,0.541,0.354,1.40671669922667e-12,"2","COX8A"
"TNFSF10",1.86432381543163e-16,0.524071234015017,0.36,0.185,2.55673368048294e-12,"2","TNFSF10"
"CASP1",1.94276694935713e-16,0.47069325185825,0.425,0.24,2.66431059434837e-12,"2","CASP1"
"MT2A",2.21207982107051e-16,0.447601649175783,0.468,0.285,3.0336462666161e-12,"2","MT2A"
"SDCBP",2.25830137347277e-16,0.455954024975535,0.394,0.215,3.09703450358055e-12,"2","SDCBP"
"CSTB",2.93894494606544e-16,0.440941447392762,0.527,0.335,4.03046909903414e-12,"2","CSTB"
"H3F3B",3.41631430447954e-16,0.331638883918229,0.991,0.953,4.68513343716325e-12,"2","H3F3B"
"POLR2L",4.74687028561484e-16,0.440609040579422,0.511,0.328,6.50985790969219e-12,"2","POLR2L"
"NDUFB1",5.02996750395984e-16,0.452122264891917,0.31,0.153,6.89809743493053e-12,"2","NDUFB1"
"RHOA",1.55598078173953e-15,0.362203100175453,0.681,0.538,2.13387204407759e-11,"2","RHOA"
"UQCRFS1",1.88432229584563e-15,0.411022523267622,0.434,0.256,2.5841595965227e-11,"2","UQCRFS1"
"HIGD2A",2.86797075657019e-15,0.398489230683332,0.624,0.465,3.93313509556035e-11,"2","HIGD2A"
"SLC25A6",3.28555605270702e-15,0.288257642281815,0.878,0.818,4.50581157068241e-11,"2","SLC25A6"
"GRB2",1.53300077838998e-14,0.364468926452857,0.31,0.159,2.10235726748402e-10,"2","GRB2"
"COX4I1",1.5692815730638e-14,0.290252259348732,0.93,0.893,2.1521127492997e-10,"2","COX4I1"
"STX10",2.40444960326515e-14,0.481759876328853,0.26,0.124,3.29746218591782e-10,"2","STX10"
"NDUFS6",4.22362361372212e-14,0.400663998486959,0.362,0.203,5.79227742385852e-10,"2","NDUFS6"
"SERPINB6",5.29909172820538e-14,0.41914889748117,0.317,0.167,7.26717439606086e-10,"2","SERPINB6"
"HLA-DMB",5.55720438754469e-14,0.293998613445504,0.308,0.153,7.62115009707879e-10,"2","HLA-DMB"
"OAZ2",1.77039281254104e-13,0.44727391006742,0.283,0.139,2.42791670311879e-09,"2","OAZ2"
"UQCR11.1",1.86701229708396e-13,0.395507544667719,0.681,0.542,2.56042066422095e-09,"2","UQCR11.1"
"HMGB2",2.14772428313647e-13,0.347041442600572,0.464,0.292,2.94538908189336e-09,"2","HMGB2"
"ATP5E",3.0409789507021e-13,0.271545477051949,0.844,0.73,4.17039853299286e-09,"2","ATP5E"
"REEP5",4.54259330035506e-13,0.360927980073422,0.398,0.234,6.22971245210693e-09,"2","REEP5"
"SPG21",5.7446964739884e-13,0.430591565613332,0.292,0.152,7.87827674442769e-09,"2","SPG21"
"EIF4E2",8.18820558150195e-13,0.409450805353016,0.262,0.135,1.12293051344718e-08,"2","EIF4E2"
"UQCRC1",9.13837563157131e-13,0.501963900887352,0.303,0.162,1.25323683411369e-08,"2","UQCRC1"
"SEC11A",9.53156782961933e-13,0.483417116582517,0.464,0.301,1.30715921215399e-08,"2","SEC11A"
"PSMB3",2.25572237984877e-12,0.369188325585364,0.509,0.355,3.09349767172461e-08,"2","PSMB3"
"EPSTI1",3.74457918633455e-12,0.391339688920343,0.29,0.158,5.1353158961392e-08,"2","EPSTI1"
"EMP3",3.96165418636447e-12,0.27070810853404,0.808,0.717,5.43301255118023e-08,"2","EMP3"
"MCL1",4.37604906613035e-12,0.433799671664484,0.532,0.382,6.00131368929116e-08,"2","MCL1"
"LAP3",4.45580887579599e-12,0.392819751054155,0.258,0.134,6.11069629226662e-08,"2","LAP3"
"POU2F2",5.30223655182983e-12,0.42501708767171,0.262,0.137,7.27148720717943e-08,"2","POU2F2"
"PRDX5",6.12753106080154e-12,0.380516188510198,0.484,0.328,8.40329609678323e-08,"2","PRDX5"
"C11orf31",6.91877259358679e-12,0.391800017687082,0.572,0.419,9.48840473484492e-08,"2","C11orf31"
"PPT1",7.20294073185163e-12,0.544175255480043,0.308,0.168,9.87811291966132e-08,"2","PPT1"
"UBE2L6",7.62334995731886e-12,0.461118496443575,0.473,0.318,1.04546621314671e-07,"2","UBE2L6"
"IFI27L2",8.44089878953303e-12,0.386378406767225,0.274,0.142,1.15758485999656e-07,"2","IFI27L2"
"HSD17B11",1.1304584271395e-11,0.467102524032675,0.389,0.244,1.55031068697911e-07,"2","HSD17B11"
"RNF7",1.30114972764537e-11,0.340172220422793,0.373,0.225,1.78439673649286e-07,"2","RNF7"
"MYADM",1.62582756867207e-11,0.567068217400689,0.296,0.17,2.22965992767688e-07,"2","MYADM"
"ATG3",2.05850117872091e-11,0.356261598039847,0.324,0.19,2.82302851649786e-07,"2","ATG3"
"RNH1",2.35801674034865e-11,0.349248418090615,0.432,0.28,3.23378415771414e-07,"2","RNH1"
"CHMP4B",2.60925935067578e-11,0.321878747276744,0.285,0.153,3.57833827351676e-07,"2","CHMP4B"
"GNB2",2.8894783488541e-11,0.330269610741,0.385,0.241,3.96263060761852e-07,"2","GNB2"
"CASP4",4.11465626661635e-11,0.54675561505914,0.437,0.291,5.64283960403767e-07,"2","CASP4"
"TGFB1",4.44683324478788e-11,0.483514469483028,0.31,0.178,6.09838711190209e-07,"2","TGFB1"
"ZNHIT1",4.73614640388562e-11,0.395213467832592,0.394,0.251,6.49515117828874e-07,"2","ZNHIT1"
