GeneSymbol	SPOT	Profile	VM	HN	P1	P2	YFB-S	YFB-C	YFB-G	FB-S	FB-C
JGI|COPCI_AMUTBMUT1|497828|	ID_3506	36	0.00	-0.83	-0.71	-0.67	-1.93	-3.55	-0.17	-4.94	-2.09
JGI|COPCI_AMUTBMUT1|497838|	ID_3507	8	0.00	-1.06	-1.87	-1.37	-2.03	1.70	-4.25	-3.07	-4.02
JGI|COPCI_AMUTBMUT1|497865|	ID_3508	24	0.00	0.50	0.49	0.52	0.78	1.90	-0.39	5.19	4.12
JGI|COPCI_AMUTBMUT1|497883|	ID_3509	29	0.00	0.17	2.04	1.39	2.61	1.81	1.86	-0.50	-1.20
JGI|COPCI_AMUTBMUT1|497885|	ID_3510	48	0.00	3.06	1.83	2.07	4.22	5.25	2.57	4.33	4.05
JGI|COPCI_AMUTBMUT1|497896|	ID_3511	37	0.00	0.32	0.15	0.42	2.64	2.85	4.07	-0.59	-0.93
JGI|COPCI_AMUTBMUT1|497900|	ID_3512	24	0.00	-0.47	1.13	1.37	3.58	-2.08	-3.60	6.61	5.63
JGI|COPCI_AMUTBMUT1|497948|	ID_3513	10	0.00	-0.82	-0.48	-0.30	-1.09	-1.59	-0.59	-1.13	-2.39
JGI|COPCI_AMUTBMUT1|497949|	ID_3514	40	0.00	0.55	-2.01	-1.49	-2.73	-2.69	-1.07	-2.26	-2.75
JGI|COPCI_AMUTBMUT1|497997|	ID_3515	35	0.00	1.45	1.09	0.84	1.82	1.79	2.10	-0.89	1.37
JGI|COPCI_AMUTBMUT1|498045|	ID_3516	21	0.00	0.26	-1.12	-0.64	-0.96	-2.98	-3.25	0.45	-0.33
JGI|COPCI_AMUTBMUT1|498083|	ID_3517	34	0.00	1.05	1.61	1.43	1.50	1.84	1.19	2.55	1.13
JGI|COPCI_AMUTBMUT1|498174|	ID_3519	38	0.00	1.97	2.56	2.52	1.85	3.89	1.57	1.12	3.48
JGI|COPCI_AMUTBMUT1|498202|	ID_3521	8	0.00	-0.29	-0.43	-0.65	0.18	1.68	-0.36	-1.05	-2.76
JGI|COPCI_AMUTBMUT1|498220|	ID_3522	27	0.00	0.19	-0.20	-0.31	0.92	-0.95	0.27	-1.28	0.39
JGI|COPCI_AMUTBMUT1|498234|	ID_3523	36	0.00	-0.88	-0.76	-0.59	-2.42	-4.54	-0.21	-4.22	-1.90
JGI|COPCI_AMUTBMUT1|498256|	ID_3524	11	0.00	-0.95	-1.03	-0.94	-3.46	-3.72	-1.59	-1.95	-1.18
JGI|COPCI_AMUTBMUT1|498257|	ID_3525	11	0.00	-0.17	-1.14	-0.67	-1.21	-1.66	-0.48	0.27	2.65
JGI|COPCI_AMUTBMUT1|498269|	ID_3526	10	0.00	-1.55	-2.23	-2.25	-3.98	-1.61	-1.63	-7.69	-4.23
JGI|COPCI_AMUTBMUT1|498294|	ID_3527	10	0.00	0.46	0.59	0.73	-0.35	-0.97	0.68	-3.08	-3.19
JGI|COPCI_AMUTBMUT1|498338|	ID_3528	24	0.00	1.44	0.80	0.82	-0.66	4.08	-0.30	3.46	4.62
JGI|COPCI_AMUTBMUT1|498342|	ID_3529	36	0.00	-0.51	-0.65	-0.42	-0.42	-2.51	-0.55	-1.30	-1.86
JGI|COPCI_AMUTBMUT1|498344|	ID_3530	40	0.00	-0.19	-0.38	-0.25	-2.40	-3.27	-0.04	-1.01	-0.63
JGI|COPCI_AMUTBMUT1|498367|	ID_3531	35	0.00	0.06	1.18	1.24	0.21	1.72	1.06	-0.86	0.60
JGI|COPCI_AMUTBMUT1|498409|	ID_3532	10	0.00	-1.58	-1.41	-1.16	-1.91	-2.62	-1.09	-3.66	-3.68
JGI|COPCI_AMUTBMUT1|498424|	ID_3533	29	0.00	0.13	1.07	0.62	2.21	2.47	1.36	-1.33	-1.74
JGI|COPCI_AMUTBMUT1|498473|	ID_3534	35	0.00	1.63	1.51	1.07	-0.01	1.97	2.50	-0.65	-0.21
JGI|COPCI_AMUTBMUT1|498484|	ID_3536	22	0.00	-0.40	-0.24	-0.56	1.75	-1.36	-0.01	1.16	-0.59
JGI|COPCI_AMUTBMUT1|498500|	ID_3537	10	0.00	-0.21	-0.53	-0.53	-0.63	-1.84	-0.21	-0.87	-2.03
JGI|COPCI_AMUTBMUT1|498511|	ID_3538	25	0.00	-0.40	-0.25	-0.14	-0.73	-0.93	-0.79	-2.24	0.18
JGI|COPCI_AMUTBMUT1|498515|	ID_3539	21	0.00	-0.83	-0.68	-1.00	-4.02	-4.13	-4.81	-2.74	-3.23
JGI|COPCI_AMUTBMUT1|498528|	ID_3540	24	0.00	-0.26	-2.61	-0.74	-2.04	-0.05	-3.09	0.86	5.34
JGI|COPCI_AMUTBMUT1|498538|	ID_3541	39	0.00	0.60	0.37	0.23	0.56	-0.25	1.10	2.45	2.62
JGI|COPCI_AMUTBMUT1|498545|	ID_3542	24	0.00	1.31	-0.13	1.11	3.13	0.13	-0.39	4.14	5.33
JGI|COPCI_AMUTBMUT1|498577|	ID_3543	33	0.00	0.10	0.16	0.52	3.81	2.30	0.22	1.59	2.70
JGI|COPCI_AMUTBMUT1|498606|	ID_3544	29	0.00	0.64	2.22	1.79	1.82	1.70	1.37	-1.32	0.11
JGI|COPCI_AMUTBMUT1|498623|	ID_3545	24	0.00	-1.33	-1.73	-1.21	-0.76	-0.33	-2.03	-0.42	0.17
JGI|COPCI_AMUTBMUT1|498665|	ID_3546	22	0.00	-0.37	-0.25	-0.57	1.58	-1.53	-0.62	0.66	-0.95
JGI|COPCI_AMUTBMUT1|498674|	ID_3547	24	0.00	1.88	1.09	1.25	0.22	1.44	1.01	3.32	3.32
JGI|COPCI_AMUTBMUT1|498712|	ID_3548	10	0.00	0.18	0.41	0.37	0.58	-0.30	0.35	-1.62	-2.03
JGI|COPCI_AMUTBMUT1|498778|	ID_3549	28	0.00	1.85	2.26	2.12	2.37	3.96	-0.43	0.89	0.71
JGI|COPCI_AMUTBMUT1|498816|	ID_3550	39	0.00	0.20	0.16	0.27	1.79	0.78	0.78	4.49	3.47
JGI|COPCI_AMUTBMUT1|498825|	ID_3551	0	0.00	-1.35	-2.11	-1.40	-0.39	-0.76	0.62	0.16	-1.51
JGI|COPCI_AMUTBMUT1|498857|	ID_3552	12	0.00	-0.59	-0.57	-0.72	-0.61	-2.19	1.75	-2.40	-3.94
JGI|COPCI_AMUTBMUT1|498858|	ID_3553	29	0.00	-0.41	0.17	0.18	0.54	-0.11	-0.35	-1.46	-3.73
JGI|COPCI_AMUTBMUT1|498899|	ID_3554	10	0.00	-0.01	0.22	-0.06	0.03	-0.74	0.26	-2.85	-2.59
JGI|COPCI_AMUTBMUT1|498940|	ID_3555	32	0.00	-0.12	-0.18	-0.11	-1.18	-0.42	1.12	-0.32	-0.79
JGI|COPCI_AMUTBMUT1|498945|	ID_3556	24	0.00	0.27	-0.19	-0.12	-0.55	0.02	-0.13	2.52	1.18
JGI|COPCI_AMUTBMUT1|498967|	ID_3557	9	0.00	-1.64	-1.09	-0.84	-1.79	-1.13	1.13	-2.11	-2.38
JGI|COPCI_AMUTBMUT1|498987|	ID_3558	28	0.00	-0.56	-0.18	-0.35	0.53	0.40	-0.67	-2.74	0.29
JGI|COPCI_AMUTBMUT1|498995|	ID_3559	31	0.00	0.04	0.31	0.07	1.50	-0.58	0.40	0.75	2.87
JGI|COPCI_AMUTBMUT1|499045|	ID_3560	11	0.00	-0.50	-0.58	-0.37	-1.06	-1.96	-0.25	-1.05	1.04
JGI|COPCI_AMUTBMUT1|499062|	ID_3561	14	0.00	3.99	5.28	4.56	6.88	7.88	3.08	10.26	6.55
JGI|COPCI_AMUTBMUT1|499122|	ID_3563	8	0.00	0.10	0.15	0.28	0.14	1.89	-0.55	-1.18	-0.66
JGI|COPCI_AMUTBMUT1|499123|	ID_3564	24	0.00	0.06	-0.28	-0.51	-0.62	1.25	-1.39	1.76	1.48
JGI|COPCI_AMUTBMUT1|499148|	ID_3565	36	0.00	-0.84	-0.18	0.31	-4.58	-4.86	-1.10	-5.33	-1.79
JGI|COPCI_AMUTBMUT1|499183|	ID_3566	27	0.00	0.08	-0.07	0.12	0.89	-0.20	1.00	-2.19	3.15
JGI|COPCI_AMUTBMUT1|499227|	ID_3567	40	0.00	1.75	0.87	0.62	-1.27	-1.88	0.08	-0.59	0.84
JGI|COPCI_AMUTBMUT1|499242|	ID_3568	8	0.00	0.09	-0.18	-0.07	-0.46	1.22	0.25	-0.72	-2.15
JGI|COPCI_AMUTBMUT1|499251|	ID_3569	10	0.00	-0.46	-1.02	-0.85	-2.43	-2.34	-3.34	-4.00	-3.28
JGI|COPCI_AMUTBMUT1|499293|	ID_3570	5	0.00	1.43	1.82	1.49	2.11	3.53	0.86	1.44	5.43
JGI|COPCI_AMUTBMUT1|499322|	ID_3571	48	0.00	4.06	7.12	6.67	6.55	8.81	5.43	3.16	6.75
JGI|COPCI_AMUTBMUT1|499369|	ID_3572	35	0.00	3.35	5.85	6.13	5.56	7.52	7.07	1.97	7.42
JGI|COPCI_AMUTBMUT1|499420|	ID_3573	11	0.00	-0.84	-2.22	-2.09	-2.43	-2.15	-1.13	-1.97	-0.29
JGI|COPCI_AMUTBMUT1|499492|	ID_3575	11	0.00	-2.22	-3.66	-2.79	-5.97	-4.21	-4.63	-2.80	-0.68
JGI|COPCI_AMUTBMUT1|499539|	ID_3577	24	0.00	4.29	0.17	0.73	4.64	4.36	-1.92	7.34	5.86
JGI|COPCI_AMUTBMUT1|499575|	ID_3578	14	0.00	-0.99	-0.98	-1.18	1.35	1.30	-1.74	0.96	-0.94
JGI|COPCI_AMUTBMUT1|499762|	ID_3581	21	0.00	1.09	-0.44	-0.23	-1.33	-1.89	-1.74	-1.88	0.36
JGI|COPCI_AMUTBMUT1|499774|	ID_3582	31	0.00	-0.10	-0.25	-0.30	0.13	-0.37	1.39	0.69	6.08
JGI|COPCI_AMUTBMUT1|499780|	ID_3583	11	0.00	-0.66	-3.34	-3.20	-6.07	-5.88	-6.48	-2.34	0.65
JGI|COPCI_AMUTBMUT1|499811|	ID_3584	34	0.00	0.07	-0.14	-0.34	-1.06	0.44	-0.74	2.14	0.42
JGI|COPCI_AMUTBMUT1|499827|	ID_3585	34	0.00	1.21	1.14	1.05	1.47	1.31	0.37	2.75	1.14
JGI|COPCI_AMUTBMUT1|499828|	ID_3586	5	0.00	-0.19	0.29	0.97	0.60	4.34	-0.97	0.94	4.89
JGI|COPCI_AMUTBMUT1|499849|	ID_3587	48	0.00	1.23	1.75	1.66	3.05	1.82	1.46	3.02	0.71
JGI|COPCI_AMUTBMUT1|499901|	ID_3588	10	0.00	-1.08	-0.25	-0.46	-0.58	-1.03	-0.14	-1.25	-3.35
JGI|COPCI_AMUTBMUT1|499927|	ID_3589	17	0.00	-0.17	-0.53	-0.50	-0.74	-1.46	0.38	0.73	-2.62
JGI|COPCI_AMUTBMUT1|499940|	ID_3590	43	0.00	0.76	-0.15	-1.00	-0.81	0.42	-0.71	-0.11	2.05
JGI|COPCI_AMUTBMUT1|499952|	ID_3591	11	0.00	-1.31	-1.28	-1.28	-1.95	-1.56	-0.85	0.54	0.58
JGI|COPCI_AMUTBMUT1|499955|	ID_3592	36	0.00	-1.28	-1.22	-1.21	-2.81	-5.30	-0.70	-7.79	-2.55
JGI|COPCI_AMUTBMUT1|499997|	ID_3593	46	0.00	3.78	5.44	5.68	8.67	0.62	3.26	3.88	1.01
JGI|COPCI_AMUTBMUT1|500000|	ID_3594	41	0.00	-0.14	-0.28	-0.42	2.07	0.12	-0.11	0.90	-0.28
JGI|COPCI_AMUTBMUT1|500008|	ID_3595	10	0.00	-2.06	-2.85	-1.74	-3.36	-4.15	-2.22	-3.68	-3.62
JGI|COPCI_AMUTBMUT1|500032|	ID_3596	10	0.00	0.49	0.75	0.79	-0.21	-0.94	-1.07	-1.84	-1.77
JGI|COPCI_AMUTBMUT1|500077|	ID_3597	10	0.00	-0.42	-1.26	-0.78	-2.32	-2.56	-2.68	-1.11	-2.77
JGI|COPCI_AMUTBMUT1|500124|	ID_3598	10	0.00	-3.87	-5.01	-4.02	-5.84	-4.91	-5.10	-5.49	-6.02
JGI|COPCI_AMUTBMUT1|500130|	ID_3599	25	0.00	-1.25	-1.39	-1.10	-3.25	-2.55	-0.05	-2.36	2.27
JGI|COPCI_AMUTBMUT1|500150|	ID_3600	20	0.00	-0.38	-0.87	-0.72	-2.43	-2.54	-0.01	-1.62	-2.11
JGI|COPCI_AMUTBMUT1|500174|	ID_3601	40	0.00	1.63	0.17	-0.16	-1.08	-0.95	-0.83	-0.52	-0.02
JGI|COPCI_AMUTBMUT1|500179|	ID_3602	24	0.00	0.09	-0.37	-0.17	0.47	-0.62	-1.20	2.51	0.76
JGI|COPCI_AMUTBMUT1|500185|	ID_3603	46	0.00	2.35	2.73	2.21	1.84	2.35	-0.24	1.24	-0.73
JGI|COPCI_AMUTBMUT1|500214|	ID_3604	9	0.00	0.19	0.66	1.27	-0.22	1.18	1.56	-1.09	-0.14
JGI|COPCI_AMUTBMUT1|500249|	ID_3605	22	0.00	-1.23	-2.05	-1.08	-0.50	-2.40	-2.59	-0.67	-1.03
JGI|COPCI_AMUTBMUT1|500289|	ID_3606	40	0.00	-0.60	-0.77	-0.51	-2.34	-3.43	-0.82	-1.60	-0.78
JGI|COPCI_AMUTBMUT1|500319|	ID_3607	8	0.00	-0.28	-0.78	-1.12	-1.41	0.79	-2.60	-2.00	-4.12
JGI|COPCI_AMUTBMUT1|500388|	ID_3608	31	0.00	-0.32	0.01	-0.54	-0.18	-0.56	1.12	-0.15	2.61
JGI|COPCI_AMUTBMUT1|500404|	ID_3609	38	0.00	0.33	0.73	0.85	0.93	2.28	0.13	0.25	0.58
JGI|COPCI_AMUTBMUT1|500408|	ID_3610	33	0.00	0.32	0.94	0.84	4.94	3.59	0.92	2.04	2.22
JGI|COPCI_AMUTBMUT1|500413|	ID_3611	22	0.00	1.46	0.58	0.69	-0.67	-1.93	-0.64	1.49	-0.10
JGI|COPCI_AMUTBMUT1|500476|	ID_3612	25	0.00	-0.56	-0.91	-0.22	-2.69	-0.01	-0.49	-0.52	1.65
JGI|COPCI_AMUTBMUT1|500506|	ID_3613	24	0.00	-0.36	0.39	0.11	-0.57	-0.76	0.43	2.00	6.20
JGI|COPCI_AMUTBMUT1|500516|	ID_3614	3	0.00	-0.26	-0.43	-0.09	1.29	-0.53	-0.73	-0.80	-1.67
JGI|COPCI_AMUTBMUT1|500550|	ID_3615	10	0.00	-0.67	-0.49	-0.42	-1.88	-1.91	-1.39	-3.54	-2.46
JGI|COPCI_AMUTBMUT1|500560|	ID_3616	46	0.00	2.39	3.75	2.96	4.45	1.29	0.72	0.50	-0.86
JGI|COPCI_AMUTBMUT1|500564|	ID_3617	39	0.00	0.40	0.06	0.12	1.75	1.06	0.96	1.68	3.09
JGI|COPCI_AMUTBMUT1|500579|	ID_3618	39	0.00	0.72	0.72	0.66	1.36	1.86	0.97	3.80	3.92
JGI|COPCI_AMUTBMUT1|500660|	ID_3619	43	0.00	1.98	-0.20	0.05	-0.63	0.80	0.45	1.27	0.91
JGI|COPCI_AMUTBMUT1|500665|	ID_3620	29	0.00	1.30	1.36	1.22	2.59	2.25	1.70	0.62	-0.34
JGI|COPCI_AMUTBMUT1|500668|	ID_3621	47	0.00	3.47	2.62	1.85	-4.01	2.16	-4.81	-2.25	-0.89
JGI|COPCI_AMUTBMUT1|500672|	ID_3622	48	0.00	3.15	3.25	3.13	4.37	4.78	4.21	5.08	2.89
JGI|COPCI_AMUTBMUT1|500678|	ID_3623	29	0.00	-0.27	1.38	1.35	3.54	1.86	-0.50	1.12	0.20
JGI|COPCI_AMUTBMUT1|500727|	ID_3624	29	0.00	0.85	1.51	1.02	2.08	1.11	0.08	0.29	-0.40
JGI|COPCI_AMUTBMUT1|500731|	ID_3625	24	0.00	-0.70	-0.90	-0.59	-1.15	-0.91	-3.66	0.23	-1.08
JGI|COPCI_AMUTBMUT1|500770|	ID_3626	38	0.00	1.54	1.91	1.82	2.70	5.65	0.50	2.63	2.53
JGI|COPCI_AMUTBMUT1|500779|	ID_3627	39	0.00	-0.53	0.98	0.34	0.86	1.18	0.33	0.76	1.89
JGI|COPCI_AMUTBMUT1|500792|	ID_3628	39	0.00	0.16	-0.48	-0.38	0.44	2.16	4.22	-0.02	4.46
JGI|COPCI_AMUTBMUT1|500844|	ID_3629	24	0.00	0.27	0.45	0.39	0.22	0.22	-0.08	2.45	4.79
JGI|COPCI_AMUTBMUT1|500883|	ID_3630	34	0.00	2.46	1.72	1.54	2.18	3.28	-0.01	3.06	2.04
JGI|COPCI_AMUTBMUT1|500899|	ID_3631	21	0.00	-0.73	-1.32	-1.89	-1.74	-2.90	-2.22	-1.99	-1.21
JGI|COPCI_AMUTBMUT1|500902|	ID_3632	2	0.00	-1.02	-2.21	-1.67	-2.01	0.02	-1.07	0.93	-2.24
JGI|COPCI_AMUTBMUT1|500926|	ID_3634	6	0.00	-0.29	0.04	0.04	-1.80	2.38	-4.11	-0.95	0.64
JGI|COPCI_AMUTBMUT1|500935|	ID_3635	47	0.00	4.00	0.68	0.87	-1.69	-2.24	-1.09	0.95	-1.51
JGI|COPCI_AMUTBMUT1|500960|	ID_3636	37	0.00	0.03	-0.46	-0.52	1.79	1.20	2.44	1.76	-0.72
JGI|COPCI_AMUTBMUT1|500962|	ID_3637	24	0.00	-0.82	-1.02	-1.31	0.41	0.39	-2.02	0.68	0.38
JGI|COPCI_AMUTBMUT1|500987|	ID_3638	10	0.00	-0.25	-0.77	-1.04	-0.20	-1.28	-1.85	-0.26	-2.88
JGI|COPCI_AMUTBMUT1|501021|	ID_3639	29	0.00	1.08	3.62	4.30	5.65	3.69	6.31	0.31	-1.33
JGI|COPCI_AMUTBMUT1|501027|	ID_3640	30	0.00	-1.16	-1.42	-1.97	-0.31	-1.50	-2.98	-1.49	-0.49
JGI|COPCI_AMUTBMUT1|501066|	ID_3641	10	0.00	0.39	-0.17	-0.14	-2.28	-1.97	-2.66	-1.83	-1.98
JGI|COPCI_AMUTBMUT1|501112|	ID_3642	29	0.00	0.09	1.03	0.45	0.95	0.63	1.82	-1.03	-0.89
JGI|COPCI_AMUTBMUT1|501162|	ID_3643	31	0.00	-0.91	-0.89	-1.10	-0.27	-1.30	1.28	0.44	2.57
JGI|COPCI_AMUTBMUT1|501207|	ID_3644	29	0.00	-0.32	0.11	0.31	1.66	-0.90	0.88	-1.69	-3.21
JGI|COPCI_AMUTBMUT1|501229|	ID_3645	29	0.00	0.16	-0.05	0.36	0.89	1.20	1.21	-2.16	-2.54
JGI|COPCI_AMUTBMUT1|501259|	ID_3646	22	0.00	-0.37	-0.76	-0.72	-0.70	-0.71	-0.93	0.83	-1.61
JGI|COPCI_AMUTBMUT1|501271|	ID_3647	40	0.00	0.13	-0.39	-0.61	-1.77	-1.18	-0.67	-1.89	-1.09
JGI|COPCI_AMUTBMUT1|501273|	ID_3648	35	0.00	-0.16	0.42	0.34	-0.23	1.07	-0.02	-1.71	1.35
JGI|COPCI_AMUTBMUT1|501278|	ID_3649	12	0.00	-0.96	-1.11	-1.00	0.10	-1.45	0.63	-0.70	-0.18
JGI|COPCI_AMUTBMUT1|501305|	ID_3650	23	0.00	1.74	1.64	0.88	-2.23	-1.34	-4.26	1.57	-5.96
JGI|COPCI_AMUTBMUT1|501347|	ID_3651	29	0.00	0.30	2.02	1.26	3.06	3.39	3.18	-0.26	-0.34
JGI|COPCI_AMUTBMUT1|501423|	ID_3652	39	0.00	-0.10	0.81	1.06	1.53	4.83	2.76	2.46	3.97
JGI|COPCI_AMUTBMUT1|501463|	ID_3653	28	0.00	2.09	2.20	1.88	0.77	1.95	-0.61	1.00	2.95
JGI|COPCI_AMUTBMUT1|501481|	ID_3654	10	0.00	-0.82	-1.31	-1.19	-4.34	-1.33	-3.41	-5.26	-5.41
JGI|COPCI_AMUTBMUT1|501524|	ID_3655	18	0.00	0.48	1.05	1.48	1.91	-0.35	-0.30	2.93	1.75
JGI|COPCI_AMUTBMUT1|501557|	ID_3656	24	0.00	-0.46	-2.54	-1.81	-0.15	-1.61	-2.38	1.48	0.44
JGI|COPCI_AMUTBMUT1|501622|	ID_3658	3	0.00	-2.07	-0.11	0.65	1.26	1.14	-2.86	0.27	-2.64
JGI|COPCI_AMUTBMUT1|501697|	ID_3659	48	0.00	3.50	5.66	5.61	9.38	6.86	4.16	6.37	5.30
JGI|COPCI_AMUTBMUT1|501708|	ID_3660	10	0.00	-0.10	-1.03	-1.69	-2.47	-2.49	-2.08	-3.74	-5.16
JGI|COPCI_AMUTBMUT1|501709|	ID_3661	9	0.00	-0.29	0.68	0.14	-0.51	-0.56	1.13	-1.51	-0.98
JGI|COPCI_AMUTBMUT1|501719|	ID_3662	11	0.00	-0.52	-1.37	-1.08	-2.37	-1.20	-1.07	-0.10	2.78
JGI|COPCI_AMUTBMUT1|501811|	ID_3664	12	0.00	0.22	0.56	0.65	2.52	0.60	1.46	0.72	0.65
JGI|COPCI_AMUTBMUT1|501867|	ID_3665	39	0.00	-2.29	-1.56	-0.30	2.50	2.78	-0.24	2.50	6.57
JGI|COPCI_AMUTBMUT1|501902|	ID_3666	12	0.00	-1.64	-2.08	-1.83	-1.37	-2.35	0.30	-0.82	-2.08
JGI|COPCI_AMUTBMUT1|501970|	ID_3667	10	0.00	-0.19	-1.51	-1.75	-2.96	-4.06	-1.81	-2.31	-3.37
JGI|COPCI_AMUTBMUT1|501973|	ID_3668	40	0.00	2.75	3.26	-2.09	-1.65	-0.42	0.91	-1.51	1.50
JGI|COPCI_AMUTBMUT1|501975|	ID_3669	39	0.00	1.05	1.93	1.61	2.41	2.53	2.46	4.25	2.68
JGI|COPCI_AMUTBMUT1|502010|	ID_3670	25	0.00	0.73	-0.28	-0.50	-2.20	0.20	-1.04	-1.46	0.78
JGI|COPCI_AMUTBMUT1|502062|	ID_3672	24	0.00	1.60	0.15	0.16	1.04	0.54	-0.05	5.29	4.89
JGI|COPCI_AMUTBMUT1|502106|	ID_3673	29	0.00	0.19	1.83	1.44	1.41	1.96	1.29	-0.96	-1.84
JGI|COPCI_AMUTBMUT1|502127|	ID_3674	10	0.00	0.01	-0.55	-0.56	-0.60	-0.46	-0.13	-2.44	-2.55
JGI|COPCI_AMUTBMUT1|502128|	ID_3675	27	0.00	-0.28	0.88	0.73	2.90	1.55	1.94	0.26	0.67
JGI|COPCI_AMUTBMUT1|502166|	ID_3676	10	0.00	-2.30	-4.02	-2.23	-6.87	-6.87	-6.43	-5.88	-6.93
JGI|COPCI_AMUTBMUT1|502174|	ID_3677	10	0.00	-0.14	0.75	0.28	-1.91	-0.76	-1.13	-2.38	-2.53
JGI|COPCI_AMUTBMUT1|502203|	ID_3678	11	0.00	-1.88	-3.03	-1.49	-4.21	-2.98	-0.22	-1.69	0.89
JGI|COPCI_AMUTBMUT1|502229|	ID_3679	28	0.00	-1.57	-1.02	-0.82	-0.19	-0.80	-1.80	-3.40	-1.36
JGI|COPCI_AMUTBMUT1|502261|	ID_3680	39	0.00	0.48	-0.02	0.19	0.09	1.59	2.27	0.52	3.04
JGI|COPCI_AMUTBMUT1|502283|	ID_3681	22	0.00	1.50	-0.85	-1.02	-1.14	-1.55	-2.09	1.16	-0.41
JGI|COPCI_AMUTBMUT1|502309|	ID_3682	3	0.00	-5.80	-0.94	1.57	1.83	-2.81	-4.64	-0.09	-4.85
JGI|COPCI_AMUTBMUT1|502335|	ID_3683	10	0.00	0.48	0.21	-0.06	-2.28	-2.59	-2.19	-2.95	-3.49
JGI|COPCI_AMUTBMUT1|502341|	ID_3684	37	0.00	2.84	3.42	3.46	2.11	3.18	3.95	1.72	2.67
JGI|COPCI_AMUTBMUT1|502379|	ID_3685	10	0.00	-0.35	-1.00	-1.24	-2.52	-2.52	-2.57	-3.17	-2.85
JGI|COPCI_AMUTBMUT1|502395|	ID_3686	11	0.00	-0.60	-1.50	-0.86	-2.91	-2.77	-0.96	-1.49	-0.97
JGI|COPCI_AMUTBMUT1|502429|	ID_3688	10	0.00	-0.63	-0.01	-0.03	-0.40	-0.39	-0.06	-1.26	-2.11
JGI|COPCI_AMUTBMUT1|502433|	ID_3689	10	0.00	-0.91	-0.97	-0.85	0.51	-1.42	-1.61	-2.13	-2.80
JGI|COPCI_AMUTBMUT1|502584|	ID_3692	41	0.00	1.13	0.77	0.72	1.78	2.16	-2.08	1.58	-0.38
JGI|COPCI_AMUTBMUT1|502758|	ID_3693	39	0.00	0.54	0.80	0.52	2.42	2.77	1.13	5.05	3.25
JGI|COPCI_AMUTBMUT1|502826|	ID_3695	24	0.00	-0.80	0.54	0.35	1.48	2.31	-2.39	5.22	3.24
JGI|COPCI_AMUTBMUT1|502840|	ID_3696	7	0.00	-1.37	-1.96	-1.72	-2.25	-1.71	0.10	-2.44	-1.13
JGI|COPCI_AMUTBMUT1|502842|	ID_3697	23	0.00	0.76	-0.39	-0.53	-1.04	0.11	-1.05	-0.33	-2.00
JGI|COPCI_AMUTBMUT1|502849|	ID_3698	12	0.00	-0.00	-0.39	-0.29	1.85	-1.04	0.64	-0.68	-2.27
JGI|COPCI_AMUTBMUT1|502854|	ID_3699	24	0.00	-0.20	-1.02	-1.12	1.80	2.28	-3.76	3.22	4.15
JGI|COPCI_AMUTBMUT1|502865|	ID_3700	24	0.00	-0.53	-0.73	-0.63	0.71	0.21	-3.05	3.04	1.93
JGI|COPCI_AMUTBMUT1|502920|	ID_3701	24	0.00	-0.43	0.13	0.22	2.10	-0.12	-0.37	2.86	1.99
JGI|COPCI_AMUTBMUT1|502945|	ID_3702	24	0.00	0.82	-0.34	-0.22	1.05	1.51	-1.56	4.93	2.96
JGI|COPCI_AMUTBMUT1|503021|	ID_3703	22	0.00	-1.37	-1.12	-1.25	0.27	-1.51	-1.16	0.63	-2.44
JGI|COPCI_AMUTBMUT1|503101|	ID_3704	36	0.00	-0.43	-0.11	-0.08	-1.07	-2.03	1.06	-1.43	-1.46
JGI|COPCI_AMUTBMUT1|503173|	ID_3706	34	0.00	1.29	0.80	0.68	-1.74	0.69	-0.25	1.58	0.98
JGI|COPCI_AMUTBMUT1|503207|	ID_3707	11	0.00	-1.82	-2.11	-2.89	-3.77	-2.77	0.03	-1.03	3.04
JGI|COPCI_AMUTBMUT1|503211|	ID_3708	24	0.00	-0.72	-0.58	-0.61	-0.12	1.97	-1.27	3.06	2.11
JGI|COPCI_AMUTBMUT1|503212|	ID_3709	24	0.00	-0.61	-0.03	-0.65	-0.34	1.98	-1.32	2.93	2.47
JGI|COPCI_AMUTBMUT1|503236|	ID_3710	47	0.00	2.69	3.80	2.60	1.30	0.81	1.29	1.69	0.20
JGI|COPCI_AMUTBMUT1|503254|	ID_3711	35	0.00	2.88	3.02	3.16	2.05	5.18	1.36	0.49	5.08
JGI|COPCI_AMUTBMUT1|503257|	ID_3712	14	0.00	0.42	0.71	0.35	1.81	2.69	0.30	2.35	1.39
JGI|COPCI_AMUTBMUT1|503267|	ID_3713	39	0.00	0.53	-0.17	-0.27	2.02	1.77	3.09	0.73	2.75
JGI|COPCI_AMUTBMUT1|503270|	ID_3714	22	0.00	-2.12	-5.02	-2.54	-4.48	-4.56	-4.64	-2.33	-3.97
JGI|COPCI_AMUTBMUT1|503275|	ID_3715	11	0.00	-1.32	-2.99	-1.83	-3.00	-4.42	-0.84	-2.96	2.58
JGI|COPCI_AMUTBMUT1|503338|	ID_3717	18	0.00	0.67	1.73	1.38	3.17	1.04	0.98	2.04	0.14
JGI|COPCI_AMUTBMUT1|503362|	ID_3718	24	0.00	0.74	-0.87	-0.74	-1.01	-1.70	-1.65	3.68	2.23
