GeneSymbol	SPOT	Profile	VM	HN	P1	P2	YFB-S	YFB-C	YFB-G	FB-S	FB-C
JGI|COPCI_AMUTBMUT1|188685|	ID_211	47	0.00	1.34	1.84	1.71	0.73	1.65	-0.20	0.57	-0.13
JGI|COPCI_AMUTBMUT1|188852|	ID_212	34	0.00	2.10	2.65	2.15	0.79	4.30	2.13	6.87	3.88
JGI|COPCI_AMUTBMUT1|190126|	ID_213	10	0.00	-0.79	-1.26	-0.68	-0.13	-2.27	-2.58	-1.53	-2.57
JGI|COPCI_AMUTBMUT1|191403|	ID_214	31	0.00	0.45	-0.58	-0.19	-0.73	-1.38	1.28	1.28	2.95
JGI|COPCI_AMUTBMUT1|192101|	ID_215	24	0.00	1.09	-0.23	-0.55	0.81	1.06	0.28	1.69	2.74
JGI|COPCI_AMUTBMUT1|197171|	ID_217	5	0.00	-0.44	-0.96	-0.35	-2.25	3.55	-1.32	2.59	3.12
JGI|COPCI_AMUTBMUT1|197212|	ID_218	29	0.00	-0.16	0.39	0.15	3.30	0.59	-0.42	-1.12	-1.63
JGI|COPCI_AMUTBMUT1|197775|	ID_220	22	0.00	0.47	-0.49	-0.58	0.11	-0.71	-1.95	1.22	-1.92
JGI|COPCI_AMUTBMUT1|198290|	ID_221	10	0.00	0.66	-0.64	0.08	-2.87	-3.47	-5.22	-3.82	-5.44
JGI|COPCI_AMUTBMUT1|198441|	ID_222	39	0.00	1.54	2.36	2.16	4.21	3.36	4.02	2.97	3.75
JGI|COPCI_AMUTBMUT1|198491|	ID_223	39	0.00	1.73	0.32	1.09	3.42	3.29	2.09	6.05	6.25
JGI|COPCI_AMUTBMUT1|198566|	ID_224	39	0.00	0.27	-0.19	-0.06	0.20	0.55	0.76	3.00	2.27
JGI|COPCI_AMUTBMUT1|198938|	ID_225	10	0.00	-0.81	-1.29	-1.41	-2.25	-1.30	-2.75	-1.30	-2.11
JGI|COPCI_AMUTBMUT1|199071|	ID_226	43	0.00	1.33	-0.44	-0.62	-0.06	0.44	0.29	1.92	2.34
JGI|COPCI_AMUTBMUT1|199151|	ID_227	24	0.00	-0.14	-0.33	-0.61	0.18	-0.40	0.35	6.34	3.05
JGI|COPCI_AMUTBMUT1|19926|	ID_228	11	0.00	-1.31	-1.72	-1.28	-2.40	-1.53	-0.96	-1.25	-0.93
JGI|COPCI_AMUTBMUT1|200116|	ID_229	8	0.00	-0.30	-0.31	-0.44	-0.24	0.13	0.71	-1.51	-3.10
JGI|COPCI_AMUTBMUT1|200399|	ID_230	32	0.00	0.11	-0.34	-0.13	-1.66	0.41	2.24	1.30	0.57
JGI|COPCI_AMUTBMUT1|20091|	ID_231	39	0.00	1.66	0.62	0.54	1.44	1.81	1.07	3.66	2.31
JGI|COPCI_AMUTBMUT1|201535|	ID_232	35	0.00	0.46	0.63	0.31	-1.00	5.07	0.60	-0.39	1.17
JGI|COPCI_AMUTBMUT1|201613|	ID_233	39	0.00	0.07	0.09	-0.10	2.87	2.60	1.70	2.01	2.15
JGI|COPCI_AMUTBMUT1|201864|	ID_234	11	0.00	-0.49	-0.59	-0.55	-1.61	-1.30	-0.17	0.84	0.39
JGI|COPCI_AMUTBMUT1|202402|	ID_236	41	0.00	-0.34	0.11	0.14	3.28	1.50	-0.28	0.84	-0.35
JGI|COPCI_AMUTBMUT1|20256|	ID_237	27	0.00	-0.89	-1.57	-1.24	2.55	0.31	1.69	-1.98	-0.51
JGI|COPCI_AMUTBMUT1|204318|	ID_238	2	0.00	-0.22	-0.46	-0.50	-0.67	-0.24	-0.23	3.10	1.12
JGI|COPCI_AMUTBMUT1|204545|	ID_239	22	0.00	-1.28	-1.40	-0.93	-2.10	-3.15	-1.69	-1.24	-2.75
JGI|COPCI_AMUTBMUT1|205172|	ID_240	24	0.00	4.16	4.54	4.22	3.89	6.30	0.28	6.58	8.25
JGI|COPCI_AMUTBMUT1|205436|	ID_241	11	0.00	-0.96	-2.02	-1.69	-3.73	-1.21	-2.98	-0.78	3.35
JGI|COPCI_AMUTBMUT1|205780|	ID_242	2	0.00	-0.35	-1.85	-1.31	-0.85	-0.80	-1.39	1.34	-0.31
JGI|COPCI_AMUTBMUT1|205790|	ID_243	5	0.00	-1.46	-1.01	-0.66	0.26	2.86	0.52	-0.60	-0.06
JGI|COPCI_AMUTBMUT1|206064|	ID_244	12	0.00	-0.30	-0.12	-0.03	0.87	0.32	1.68	0.47	-0.98
JGI|COPCI_AMUTBMUT1|206817|	ID_245	11	0.00	-0.50	-2.84	-2.98	-2.55	-3.84	-2.52	-3.33	0.89
JGI|COPCI_AMUTBMUT1|207316|	ID_246	27	0.00	0.55	1.46	1.26	0.75	0.53	2.84	-0.60	1.50
JGI|COPCI_AMUTBMUT1|207334|	ID_247	11	0.00	-1.00	-2.03	-1.51	-4.52	-3.09	-2.25	-1.58	-1.12
JGI|COPCI_AMUTBMUT1|207410|	ID_248	22	0.00	-0.41	-0.34	-0.38	-0.30	-1.54	0.34	1.23	-0.52
JGI|COPCI_AMUTBMUT1|20778|	ID_249	37	0.00	0.14	0.64	0.43	0.72	0.21	3.59	-1.93	-1.13
JGI|COPCI_AMUTBMUT1|207935|	ID_250	4	0.00	-2.14	-2.01	-1.46	-1.46	-1.84	-2.94	-2.57	0.28
JGI|COPCI_AMUTBMUT1|207999|	ID_251	39	0.00	0.40	0.26	0.39	0.69	0.84	2.01	1.28	1.79
JGI|COPCI_AMUTBMUT1|208495|	ID_252	36	0.00	-0.21	-0.28	0.35	-0.73	-2.12	0.17	-1.87	0.18
JGI|COPCI_AMUTBMUT1|20934|	ID_253	37	0.00	0.37	0.46	0.36	0.54	0.66	4.24	1.02	-0.43
JGI|COPCI_AMUTBMUT1|20944|	ID_254	47	0.00	1.33	1.63	1.47	-0.29	0.46	2.11	0.29	-0.35
JGI|COPCI_AMUTBMUT1|210234|	ID_255	34	0.00	0.70	0.20	0.16	-0.74	2.25	-0.23	2.48	1.16
JGI|COPCI_AMUTBMUT1|210556|	ID_256	12	0.00	-0.92	-0.88	-0.52	2.69	0.93	2.27	-0.58	0.31
JGI|COPCI_AMUTBMUT1|211264|	ID_258	10	0.00	-1.02	-1.38	-1.03	-2.41	-1.34	-1.49	-3.11	-2.29
JGI|COPCI_AMUTBMUT1|212170|	ID_259	20	0.00	-0.17	-0.63	-0.56	-2.99	-2.39	-0.94	-0.47	-2.60
JGI|COPCI_AMUTBMUT1|212211|	ID_260	11	0.00	0.08	-1.37	-1.11	-4.09	0.29	-1.54	-1.68	0.57
JGI|COPCI_AMUTBMUT1|212259|	ID_261	39	0.00	0.15	-0.73	-0.44	0.38	0.90	0.42	4.20	3.03
JGI|COPCI_AMUTBMUT1|2122|	ID_262	17	0.00	-0.37	-0.04	0.01	-1.33	-0.79	0.79	0.44	-0.27
JGI|COPCI_AMUTBMUT1|21260|	ID_263	31	0.00	-0.09	-0.61	0.25	-0.14	-0.79	2.14	-0.80	2.68
JGI|COPCI_AMUTBMUT1|213037|	ID_264	24	0.00	-1.80	0.07	-2.10	-3.24	-3.74	-5.08	3.20	0.30
JGI|COPCI_AMUTBMUT1|213764|	ID_265	34	0.00	0.37	0.38	0.41	-0.94	0.70	-0.20	1.49	0.38
JGI|COPCI_AMUTBMUT1|214791|	ID_266	11	0.00	0.24	-2.02	-2.45	-4.30	-2.59	-2.15	-0.31	2.12
JGI|COPCI_AMUTBMUT1|218289|	ID_268	10	0.00	-1.02	-1.06	-0.89	-1.85	-2.84	-2.09	-2.01	-3.00
JGI|COPCI_AMUTBMUT1|218650|	ID_269	24	0.00	-0.78	-1.38	-0.95	-0.51	-1.39	-1.56	1.39	0.66
JGI|COPCI_AMUTBMUT1|218943|	ID_270	24	0.00	-0.15	0.21	-0.02	0.81	0.63	-1.78	0.69	1.66
JGI|COPCI_AMUTBMUT1|219081|	ID_271	33	0.00	-0.19	0.03	0.00	1.35	2.67	0.16	-0.05	0.45
JGI|COPCI_AMUTBMUT1|220472|	ID_273	39	0.00	1.93	1.32	1.11	3.07	1.70	1.23	3.91	7.28
JGI|COPCI_AMUTBMUT1|220955|	ID_274	24	0.00	-0.05	-0.47	-1.06	1.10	-0.34	-1.11	1.61	0.44
JGI|COPCI_AMUTBMUT1|22099|	ID_275	36	0.00	-0.02	0.39	0.45	-0.36	-0.61	1.05	-1.79	-0.58
JGI|COPCI_AMUTBMUT1|221368|	ID_276	48	0.00	2.43	3.29	2.95	4.58	6.59	4.59	3.87	3.68
JGI|COPCI_AMUTBMUT1|222077|	ID_277	24	0.00	-3.03	-3.53	-2.80	-2.55	-3.67	-4.93	-0.44	-0.96
JGI|COPCI_AMUTBMUT1|22263|	ID_278	24	0.00	1.64	1.22	0.43	-0.93	-0.11	-0.85	3.77	6.39
JGI|COPCI_AMUTBMUT1|222684|	ID_279	24	0.00	-0.68	-0.75	-0.66	0.11	1.00	-0.49	1.78	4.26
JGI|COPCI_AMUTBMUT1|22268|	ID_280	24	0.00	1.77	1.65	0.64	-1.11	0.15	-1.07	3.82	6.37
JGI|COPCI_AMUTBMUT1|22296|	ID_281	32	0.00	0.74	1.47	1.44	0.16	0.27	2.79	0.63	1.26
JGI|COPCI_AMUTBMUT1|223001|	ID_282	21	0.00	-0.01	-0.33	-0.41	-1.00	-1.96	-2.21	-1.87	2.02
JGI|COPCI_AMUTBMUT1|22307|	ID_283	45	0.00	1.45	1.49	1.32	0.98	0.88	2.76	1.12	1.55
JGI|COPCI_AMUTBMUT1|22317|	ID_284	39	0.00	-1.76	-1.27	-0.71	2.74	3.87	0.60	4.35	9.40
JGI|COPCI_AMUTBMUT1|223186|	ID_285	36	0.00	-0.38	-0.41	-0.01	-0.68	-4.31	-2.23	-2.01	-1.93
JGI|COPCI_AMUTBMUT1|223449|	ID_286	34	0.00	1.45	1.83	1.36	-3.56	2.64	-2.12	3.46	-0.67
JGI|COPCI_AMUTBMUT1|223479|	ID_287	39	0.00	0.62	0.39	0.16	1.87	1.75	1.72	2.82	1.60
JGI|COPCI_AMUTBMUT1|22359|	ID_288	39	0.00	-0.80	-0.13	0.25	2.40	4.59	2.37	3.68	7.65
JGI|COPCI_AMUTBMUT1|224786|	ID_290	2	0.00	-1.23	-1.94	-1.34	-0.99	-1.11	-1.19	1.63	0.80
JGI|COPCI_AMUTBMUT1|225110|	ID_291	10	0.00	-0.11	-0.28	-0.37	-1.48	-1.94	0.94	-3.22	-3.69
JGI|COPCI_AMUTBMUT1|225592|	ID_292	48	0.00	2.17	4.19	4.18	7.63	5.60	5.99	3.47	5.35
JGI|COPCI_AMUTBMUT1|225804|	ID_293	39	0.00	0.73	0.60	0.46	1.11	1.64	0.36	2.08	1.78
JGI|COPCI_AMUTBMUT1|226047|	ID_294	10	0.00	-2.02	-2.04	-1.96	-3.15	-4.90	-4.72	-5.61	-5.89
JGI|COPCI_AMUTBMUT1|226355|	ID_295	21	0.00	0.13	-2.16	-1.74	-3.54	-3.58	-4.08	-1.29	-2.77
JGI|COPCI_AMUTBMUT1|226788|	ID_296	31	0.00	0.03	-1.11	-0.76	-0.66	-0.77	0.61	-1.70	2.45
JGI|COPCI_AMUTBMUT1|226835|	ID_297	21	0.00	-1.88	-5.09	-2.35	-3.87	-4.35	-5.71	-4.49	-0.14
JGI|COPCI_AMUTBMUT1|227985|	ID_299	10	0.00	0.31	0.47	0.27	-0.32	-0.27	0.29	-1.94	-2.04
JGI|COPCI_AMUTBMUT1|228081|	ID_300	12	0.00	-0.09	0.32	0.21	0.60	-0.64	1.59	0.67	0.14
JGI|COPCI_AMUTBMUT1|228089|	ID_301	10	0.00	-0.46	-1.69	-1.78	-3.21	-2.87	-2.50	-2.60	-2.88
JGI|COPCI_AMUTBMUT1|229431|	ID_302	18	0.00	-0.32	0.08	0.08	2.55	0.17	-0.14	1.78	0.45
JGI|COPCI_AMUTBMUT1|22954|	ID_303	26	0.00	0.21	1.19	0.82	1.73	0.47	0.60	3.10	2.12
JGI|COPCI_AMUTBMUT1|229567|	ID_304	46	0.00	0.33	1.76	1.33	2.56	0.51	-0.18	1.13	0.16
JGI|COPCI_AMUTBMUT1|230003|	ID_305	10	0.00	-0.69	-1.00	-0.45	-1.17	-3.08	-0.82	-1.88	-3.27
JGI|COPCI_AMUTBMUT1|230561|	ID_306	24	0.00	0.07	-0.31	-0.43	0.48	0.78	-0.96	3.31	4.56
JGI|COPCI_AMUTBMUT1|231219|	ID_307	33	0.00	1.08	1.90	1.61	3.55	5.00	2.34	1.57	3.47
JGI|COPCI_AMUTBMUT1|231461|	ID_308	34	0.00	2.76	0.72	0.26	0.50	0.33	1.04	2.99	0.49
JGI|COPCI_AMUTBMUT1|231490|	ID_309	39	0.00	0.19	0.05	0.22	1.96	1.15	1.22	2.78	1.66
JGI|COPCI_AMUTBMUT1|231511|	ID_310	24	0.00	2.94	1.39	1.26	1.90	1.83	0.12	4.76	3.80
JGI|COPCI_AMUTBMUT1|231744|	ID_311	32	0.00	-0.81	-0.89	-0.29	-2.64	-1.32	0.52	-0.40	-1.27
JGI|COPCI_AMUTBMUT1|23212|	ID_313	29	0.00	-0.18	0.30	0.13	0.77	0.13	0.31	-0.30	-1.80
JGI|COPCI_AMUTBMUT1|232376|	ID_314	10	0.00	0.03	-0.22	-0.25	-1.87	-0.13	-0.55	-2.48	-2.04
JGI|COPCI_AMUTBMUT1|23259|	ID_315	11	0.00	-1.46	-3.04	-2.42	-4.55	-4.62	-3.61	-1.53	-2.47
JGI|COPCI_AMUTBMUT1|23281|	ID_316	39	0.00	0.34	-0.30	-0.34	1.49	0.98	3.84	3.15	5.26
JGI|COPCI_AMUTBMUT1|233592|	ID_317	29	0.00	0.03	-0.36	-0.21	1.12	0.47	-1.08	-1.91	-2.19
JGI|COPCI_AMUTBMUT1|233702|	ID_318	10	0.00	-1.22	-1.46	-1.50	-1.59	-0.94	-2.07	-1.57	-1.87
JGI|COPCI_AMUTBMUT1|233729|	ID_319	10	0.00	-0.05	-0.97	-0.38	-2.51	-3.58	-3.60	-2.86	-3.94
JGI|COPCI_AMUTBMUT1|233859|	ID_320	39	0.00	0.62	0.40	1.92	3.42	7.33	0.28	6.59	7.19
JGI|COPCI_AMUTBMUT1|23587|	ID_321	39	0.00	-0.09	0.55	0.33	1.24	1.39	0.76	2.23	4.78
JGI|COPCI_AMUTBMUT1|23650|	ID_322	14	0.00	0.04	0.05	0.03	0.96	0.46	0.07	3.56	0.80
JGI|COPCI_AMUTBMUT1|236951|	ID_323	28	0.00	-0.50	0.49	0.34	1.08	0.38	-0.30	-2.44	-0.40
JGI|COPCI_AMUTBMUT1|237486|	ID_324	22	0.00	0.13	-0.34	-0.36	-0.75	-2.13	-1.00	1.48	0.30
JGI|COPCI_AMUTBMUT1|237846|	ID_325	39	0.00	0.99	0.92	0.95	1.64	2.09	1.79	2.52	1.92
JGI|COPCI_AMUTBMUT1|237955|	ID_326	40	0.00	-0.97	-1.20	-1.00	-2.39	-2.49	-0.29	-3.60	-1.50
JGI|COPCI_AMUTBMUT1|238096|	ID_327	11	0.00	-1.05	-2.34	-1.87	-4.14	-3.05	-3.78	1.10	-1.30
JGI|COPCI_AMUTBMUT1|23818|	ID_328	10	0.00	-1.21	-2.02	-1.42	-3.35	-2.77	-1.98	-2.87	-2.92
JGI|COPCI_AMUTBMUT1|238323|	ID_329	31	0.00	-0.60	-0.98	-0.60	0.47	-0.98	0.65	-1.50	2.07
JGI|COPCI_AMUTBMUT1|238888|	ID_331	34	0.00	1.56	1.20	0.97	1.35	3.01	-1.28	2.70	1.22
JGI|COPCI_AMUTBMUT1|238924|	ID_332	29	0.00	-0.05	1.03	0.75	1.46	0.62	1.42	-0.60	-1.29
JGI|COPCI_AMUTBMUT1|239312|	ID_333	11	0.00	1.24	-1.48	-1.43	-1.65	-1.49	-2.34	0.71	1.90
JGI|COPCI_AMUTBMUT1|240521|	ID_334	0	0.00	-1.52	-2.07	-1.35	-1.32	-0.80	-0.08	-1.04	-1.80
JGI|COPCI_AMUTBMUT1|240546|	ID_335	10	0.00	0.33	1.39	1.14	-2.32	1.19	-3.59	-3.18	-3.88
JGI|COPCI_AMUTBMUT1|240711|	ID_336	37	0.00	-0.01	-0.38	-0.81	-0.58	0.23	2.22	-0.86	-2.18
JGI|COPCI_AMUTBMUT1|240781|	ID_337	38	0.00	2.08	2.14	1.92	2.01	3.97	1.79	1.80	3.11
JGI|COPCI_AMUTBMUT1|241289|	ID_338	27	0.00	0.02	0.46	0.45	1.52	0.28	2.97	-0.25	2.24
JGI|COPCI_AMUTBMUT1|242066|	ID_340	30	0.00	1.10	-0.11	-0.16	-0.67	1.87	-3.87	-0.93	-0.70
JGI|COPCI_AMUTBMUT1|243106|	ID_341	24	0.00	-0.12	-1.96	-0.70	-0.06	0.89	-4.11	1.81	2.91
JGI|COPCI_AMUTBMUT1|243130|	ID_342	11	0.00	-0.30	-0.84	-0.56	-1.29	-1.97	-0.79	-0.55	0.27
JGI|COPCI_AMUTBMUT1|243399|	ID_343	24	0.00	0.46	0.05	-0.01	0.52	0.05	0.19	2.10	3.44
JGI|COPCI_AMUTBMUT1|243593|	ID_344	24	0.00	-0.38	-0.72	-0.21	-1.85	0.44	-3.73	-0.50	0.34
JGI|COPCI_AMUTBMUT1|244428|	ID_345	19	0.00	-0.41	-2.13	-1.60	-2.76	-0.71	-4.67	-3.50	-2.27
JGI|COPCI_AMUTBMUT1|244846|	ID_346	41	0.00	3.51	3.91	3.40	3.97	5.29	0.57	3.85	1.20
JGI|COPCI_AMUTBMUT1|244943|	ID_347	48	0.00	3.14	2.22	1.83	2.19	2.70	1.88	3.07	1.96
JGI|COPCI_AMUTBMUT1|245495|	ID_348	46	0.00	0.64	1.46	1.18	0.64	-0.15	-0.69	0.24	-1.17
JGI|COPCI_AMUTBMUT1|245534|	ID_349	24	0.00	0.41	0.26	-0.11	1.45	1.24	-0.47	1.86	1.26
JGI|COPCI_AMUTBMUT1|245629|	ID_350	24	0.00	1.92	-0.30	-0.28	0.50	1.83	-0.37	3.71	4.63
JGI|COPCI_AMUTBMUT1|246000|	ID_351	40	0.00	-1.07	-1.79	-1.79	-3.60	-2.84	0.24	-5.03	-1.88
JGI|COPCI_AMUTBMUT1|246309|	ID_352	39	0.00	0.36	0.44	0.37	1.97	0.83	0.98	1.55	2.65
JGI|COPCI_AMUTBMUT1|246622|	ID_353	0	0.00	-2.63	-2.19	-1.83	0.93	1.28	0.35	-0.52	-0.93
JGI|COPCI_AMUTBMUT1|24691|	ID_354	14	0.00	-1.03	-1.49	-1.30	-0.89	1.26	-1.75	0.38	-1.56
JGI|COPCI_AMUTBMUT1|247749|	ID_356	29	0.00	-0.21	0.69	0.26	0.80	-0.03	0.35	-0.83	-1.67
JGI|COPCI_AMUTBMUT1|247921|	ID_357	20	0.00	-0.20	-1.28	-1.06	-2.78	0.24	0.94	1.24	-2.09
JGI|COPCI_AMUTBMUT1|247942|	ID_358	41	0.00	0.79	-0.50	-0.33	1.83	0.63	-1.58	1.85	-0.07
JGI|COPCI_AMUTBMUT1|247968|	ID_359	48	0.00	1.96	1.60	1.94	2.65	2.75	1.34	2.04	1.60
JGI|COPCI_AMUTBMUT1|248672|	ID_360	24	0.00	-0.90	-0.91	-0.46	0.14	-1.10	0.02	2.84	2.09
JGI|COPCI_AMUTBMUT1|248698|	ID_361	1	0.00	-1.18	-3.36	-3.23	-1.93	-3.28	-2.75	-2.57	-1.35
JGI|COPCI_AMUTBMUT1|249633|	ID_362	27	0.00	0.79	1.48	1.45	1.95	1.30	1.71	-2.34	0.09
JGI|COPCI_AMUTBMUT1|249803|	ID_363	29	0.00	1.12	2.87	2.76	5.18	3.98	3.08	1.97	1.21
JGI|COPCI_AMUTBMUT1|249918|	ID_364	5	0.00	-0.61	-0.66	-0.49	0.09	1.23	1.51	-0.94	1.29
JGI|COPCI_AMUTBMUT1|249965|	ID_365	24	0.00	-0.21	-0.18	-0.26	-1.01	-0.66	-0.48	1.32	1.51
JGI|COPCI_AMUTBMUT1|250111|	ID_366	22	0.00	-0.83	-0.90	-0.81	0.05	-0.92	-0.76	1.58	-0.69
JGI|COPCI_AMUTBMUT1|250983|	ID_367	31	0.00	2.84	2.08	1.62	1.34	1.14	5.36	1.67	8.42
JGI|COPCI_AMUTBMUT1|25198|	ID_368	39	0.00	1.16	2.14	1.56	3.04	3.87	1.28	3.18	4.17
JGI|COPCI_AMUTBMUT1|252290|	ID_369	39	0.00	-0.34	0.01	-0.11	-0.03	-0.06	0.40	0.26	1.82
JGI|COPCI_AMUTBMUT1|252396|	ID_370	10	0.00	-0.77	-0.41	1.01	-0.05	-2.77	-2.42	-3.45	-5.43
JGI|COPCI_AMUTBMUT1|25266|	ID_371	39	0.00	-0.30	-0.77	-0.79	0.04	0.76	0.69	0.60	2.27
JGI|COPCI_AMUTBMUT1|252930|	ID_372	10	0.00	-0.14	0.18	-0.01	-0.38	-1.05	-0.55	-3.00	-3.65
JGI|COPCI_AMUTBMUT1|253662|	ID_374	8	0.00	-1.03	-1.15	-1.20	-0.58	0.19	-1.94	-0.94	-2.52
JGI|COPCI_AMUTBMUT1|253755|	ID_375	24	0.00	-0.14	-0.44	-0.21	-0.32	0.37	-1.00	1.69	4.73
JGI|COPCI_AMUTBMUT1|253893|	ID_376	11	0.00	0.05	0.42	-0.06	-1.52	-0.23	0.39	0.81	1.82
JGI|COPCI_AMUTBMUT1|254124|	ID_378	11	0.00	-1.59	-2.48	-1.57	-1.99	-2.59	-1.89	0.15	-0.11
JGI|COPCI_AMUTBMUT1|254430|	ID_379	5	0.00	-1.82	-1.14	-0.38	-0.46	1.03	-2.35	-1.12	1.71
JGI|COPCI_AMUTBMUT1|254773|	ID_380	21	0.00	0.15	-0.43	-0.94	-4.37	-3.77	-3.37	-1.48	-1.37
JGI|COPCI_AMUTBMUT1|254809|	ID_381	10	0.00	-0.42	-0.77	-0.82	-1.39	-1.56	-1.19	-2.72	-2.42
JGI|COPCI_AMUTBMUT1|255148|	ID_382	8	0.00	0.39	0.57	0.45	0.23	1.20	0.98	-1.21	-1.86
JGI|COPCI_AMUTBMUT1|255209|	ID_383	14	0.00	-0.83	-0.07	0.97	0.50	1.36	0.66	4.15	-1.07
JGI|COPCI_AMUTBMUT1|256807|	ID_384	10	0.00	-1.92	-3.41	-2.95	-4.99	-4.45	-3.61	-4.99	-4.77
JGI|COPCI_AMUTBMUT1|257084|	ID_385	22	0.00	-0.44	-0.30	-0.46	-0.49	-2.34	-1.50	-0.23	-1.25
JGI|COPCI_AMUTBMUT1|257151|	ID_386	48	0.00	1.77	2.35	2.03	1.75	2.44	2.12	0.84	1.99
JGI|COPCI_AMUTBMUT1|257419|	ID_387	36	0.00	-0.33	0.12	0.17	-0.50	-1.45	0.08	-2.18	-0.31
JGI|COPCI_AMUTBMUT1|257570|	ID_388	33	0.00	-0.03	-1.13	-0.63	1.58	-0.23	-0.17	0.02	-0.11
JGI|COPCI_AMUTBMUT1|258515|	ID_389	25	0.00	-1.53	-2.09	-0.27	-2.56	-2.30	-2.11	-3.08	-0.62
JGI|COPCI_AMUTBMUT1|258524|	ID_390	32	0.00	-2.08	-2.52	-1.29	-2.54	-2.26	1.83	-2.76	-2.65
JGI|COPCI_AMUTBMUT1|258981|	ID_391	22	0.00	-0.11	-0.93	-0.55	-1.25	-1.53	-1.46	0.07	-2.23
JGI|COPCI_AMUTBMUT1|260862|	ID_392	40	0.00	-0.61	-1.93	-1.69	-4.15	-2.20	-1.30	-3.34	-2.15
JGI|COPCI_AMUTBMUT1|260905|	ID_393	10	0.00	0.22	0.25	0.27	0.00	0.26	-0.08	-0.91	-3.20
JGI|COPCI_AMUTBMUT1|260927|	ID_394	10	0.00	-0.06	0.48	0.29	0.19	0.02	-0.09	-1.43	-2.49
JGI|COPCI_AMUTBMUT1|261491|	ID_395	7	0.00	-0.78	-1.23	-1.13	-0.79	-0.46	4.22	-1.50	0.91
JGI|COPCI_AMUTBMUT1|262056|	ID_397	28	0.00	-0.24	0.13	-0.10	-0.36	-0.82	-1.38	-2.13	1.88
JGI|COPCI_AMUTBMUT1|262187|	ID_398	10	0.00	-0.54	-0.52	-0.55	-2.25	-2.58	-1.39	-2.21	-3.36
JGI|COPCI_AMUTBMUT1|26285|	ID_399	1	0.00	-3.29	-3.52	-3.26	-2.05	-3.13	-1.16	-4.05	-4.17
JGI|COPCI_AMUTBMUT1|263273|	ID_400	10	0.00	-0.45	-0.83	-0.88	-1.14	-4.04	-3.45	-1.96	-3.97
JGI|COPCI_AMUTBMUT1|263621|	ID_401	24	0.00	0.11	-0.65	-0.19	-0.27	-0.82	-2.40	1.04	1.66
JGI|COPCI_AMUTBMUT1|264038|	ID_402	2	0.00	0.01	-0.93	-1.12	-2.30	-1.13	-0.37	4.20	0.52
JGI|COPCI_AMUTBMUT1|264355|	ID_403	14	0.00	1.56	0.35	0.37	3.74	2.14	0.45	3.88	1.50
JGI|COPCI_AMUTBMUT1|265183|	ID_405	10	0.00	-0.05	0.28	-0.32	0.67	0.05	-0.54	-2.22	-1.72
JGI|COPCI_AMUTBMUT1|265211|	ID_406	10	0.00	-0.20	-0.17	-0.26	0.34	-0.22	-0.40	-0.44	-1.88
JGI|COPCI_AMUTBMUT1|26524|	ID_407	39	0.00	-0.01	-0.10	-0.28	-0.38	1.16	0.32	2.43	1.69
JGI|COPCI_AMUTBMUT1|265319|	ID_408	10	0.00	-1.65	-1.41	-1.16	-2.63	-2.05	-0.78	-6.88	-5.78
JGI|COPCI_AMUTBMUT1|265750|	ID_409	27	0.00	-0.59	-0.06	-0.19	1.29	1.53	2.14	-2.44	1.01
JGI|COPCI_AMUTBMUT1|266451|	ID_410	29	0.00	-0.80	0.42	0.38	1.18	0.22	0.41	-2.26	-3.61
JGI|COPCI_AMUTBMUT1|266707|	ID_411	10	0.00	-0.30	-0.67	-0.07	-1.21	-1.10	-0.84	-1.65	-2.59
JGI|COPCI_AMUTBMUT1|266934|	ID_412	12	0.00	-1.11	-1.00	-0.71	0.02	-1.69	1.22	-2.05	-0.95
JGI|COPCI_AMUTBMUT1|2672|	ID_413	25	0.00	-0.31	-0.30	-0.40	-1.20	-1.22	-0.01	-2.72	0.92
JGI|COPCI_AMUTBMUT1|267723|	ID_414	39	0.00	0.61	-0.18	0.96	2.58	3.32	0.38	5.66	4.78
JGI|COPCI_AMUTBMUT1|268040|	ID_415	36	0.00	-0.82	-0.88	-0.32	0.22	-3.15	-0.89	-1.94	-2.46
JGI|COPCI_AMUTBMUT1|269229|	ID_416	6	0.00	-0.67	-1.68	-1.51	-2.54	-0.51	-2.13	-1.26	-1.48
JGI|COPCI_AMUTBMUT1|269715|	ID_417	2	0.00	-0.32	-0.32	-0.36	-0.18	0.09	0.61	2.04	0.48
JGI|COPCI_AMUTBMUT1|27089|	ID_418	32	0.00	-0.78	-1.01	-0.71	-1.48	-1.95	0.41	-1.44	-0.50
JGI|COPCI_AMUTBMUT1|271539|	ID_419	2	0.00	-0.27	-2.00	-0.39	-2.43	-1.41	-0.45	1.70	0.89
JGI|COPCI_AMUTBMUT1|271756|	ID_420	31	0.00	-0.39	-0.87	-0.80	-0.83	-0.74	0.85	0.44	3.30
JGI|COPCI_AMUTBMUT1|27229|	ID_421	40	0.00	-0.11	-1.76	-1.47	-1.80	-3.04	0.08	-4.25	0.77
JGI|COPCI_AMUTBMUT1|272782|	ID_422	39	0.00	0.54	0.30	0.16	2.00	2.12	2.23	4.49	5.41
JGI|COPCI_AMUTBMUT1|272872|	ID_423	32	0.00	-0.74	-1.63	-1.25	-2.17	-2.57	1.35	-1.83	-1.05
JGI|COPCI_AMUTBMUT1|273327|	ID_425	0	0.00	-0.90	-1.90	-1.70	-1.63	-0.70	0.50	-0.34	-0.62
