sampleID,fpi,tissue,p,p.lab,TCGA
TCGA-55-A492-01,0.683347537366105,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-78-7145-01,-0.507382699655448,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-86-8278-01,-0.974071051601282,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-69-8453-01,0.373480509006434,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-MN-A4N5-01,0.132510425620089,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-64-5778-01,-0.126847339763575,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-J2-8194-01,1.83496986266346,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-A57B-01,0.963587453338779,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-38-4627-01,2.09083436809136,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-86-7711-01,1.00044255919862,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-05-5423-01,-0.913998189118975,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-91-8496-01,-1.80636873715209,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-86-8280-01,0.882963598469047,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-44-6146-01,-1.5594384434191,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-78-7146-01,-0.725387616754345,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-35-4122-01,0.268822428468732,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-78-8648-01,0.184649683783095,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-86-7953-01,0.0266893454527038,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-44-5643-01,-0.206127495228818,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-73-7498-01,0.637160231695647,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-75-6214-01,1.5215989854882,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-93-7348-01,0.663731478735503,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-97-8174-01,0.598254363232739,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-8620-01,-2.41217496364568,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-62-8399-01,-0.1067219712547,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-80-5607-01,0.505976606526156,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-49-AAR2-01,-0.332128186014983,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-6543-01,-0.307682273749756,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-49-4501-01,-0.412134715303749,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-78-7156-01,-0.213287646768645,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-62-A46S-01,-2.01301032869156,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-49-AARQ-01,-2.97419308146503,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-93-A4JN-01,-0.514705040376362,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-91-6847-01,-0.826911549470867,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-6642-01,0.650380384199747,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-8203-01,-1.21784530479928,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-44-7670-01,1.37072072286978,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-MP-A4TJ-01,0.122914949808335,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-38-6178-01,0.902374351018644,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-86-8074-01,1.68371777876252,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-8616-01,1.41002128022826,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-97-A4M0-01,-0.256911198654613,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-49-6767-01,0.146355558571198,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-1595-01,-0.628465335996733,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-49-AARR-01,0.202598793279925,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-MP-A4T9-01,1.37383362188263,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-44-6147-01,0.712605361304866,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-86-8073-01,2.17673081681692,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-MN-A4N4-01,1.61507599885509,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-97-A4M3-01,0.140069832720878,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-86-7714-01,0.698995016568438,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-49-4487-01,-0.332292755502575,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-78-7542-01,0.720116784585438,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-95-A4VK-01,0.0422622491848256,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-7994-01,0.225381882599314,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-49-6742-01,0.738571350889461,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-MP-A4T6-01,-1.02757756043046,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-8506-01,-0.403010304714502,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-MP-A4TA-01,0.234908434458852,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-8091-01,0.752952588726713,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-91-6828-01,-0.725887649301413,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-35-5375-01,-0.284641563917916,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-97-A4M7-01,1.02162522131154,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-78-7539-01,-1.85061932846619,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-J2-8192-01,1.21824314278039,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-86-7713-01,0.198693283677562,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-67-6216-01,0.667573486752796,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-44-A47G-01,1.34458145582092,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-7816-01,2.71394432591694,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-78-7147-01,0.208949429420455,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-44-3398-01,1.44899473573316,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-78-7633-01,-1.19237205998714,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-86-A4P8-01,0.554721262892225,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-78-7535-01,-1.09873636154453,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-86-8671-01,0.377386459466112,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-91-6835-01,0.766413775542403,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-35-3615-01,0.293909300776415,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-6980-01,1.28387373303962,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-50-5936-01,0.187900548976993,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-73-4675-01,0.211162717283785,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-50-5932-01,-0.395265957996308,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-93-A4JO-01,-0.80088969037419,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-49-AAR3-01,1.06867592840793,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-78-7154-01,0.434604455225938,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-7910-01,0.612657603232196,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-4B-A93V-01,1.49820443234527,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-91-6849-01,0.648138532101703,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-MP-A4SY-01,-0.157435791823228,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-MP-A4SV-01,0.0479487581973663,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-8513-01,0.724935719042942,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-MP-A4T4-01,0.5891939005753,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-71-8520-01,-0.198342960584381,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-44-7672-01,0.456734404835156,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-50-6593-01,1.76041244816017,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-69-7973-01,-0.0875856669886528,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-67-3771-01,0.511652763179047,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-99-8033-01,-0.0500410342532549,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-91-6848-01,-0.903063953100278,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-93-A4JP-01,0.564000707207157,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-38-A44F-01,1.077515274079,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-44-7660-01,1.42565697794974,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-69-7760-01,-0.25428135740847,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-69-7764-01,-0.114293967553015,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-44-2665-01,0.820190243647472,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-8505-01,0.265122608109107,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-95-7944-01,0.63570565757089,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-L9-A7SV-01,-0.0218498580376807,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-8089-01,1.16338296686,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-7283-01,-0.337182538609553,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-44-8117-01,-1.70890843928875,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-53-7626-01,0.089940188738358,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-86-8673-01,0.358856163731403,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-95-8494-01,0.639923715117601,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-97-8171-01,-1.72164454201197,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-50-7109-01,0.0898849231854068,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-44-6145-01,2.00926628390843,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-8085-01,-0.133834405768033,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-NJ-A4YF-01,-0.419110960663601,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-NJ-A7XG-01,-0.72038695688122,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-05-4403-01,0.104414481332814,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-8097-01,-1.70291350834111,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-NJ-A4YQ-01,-1.57324020756914,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-97-7547-01,0.447792811324323,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-5899-01,-1.92997055834051,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-05-4397-01,-1.48532380837245,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-44-6777-01,1.02653481272742,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-7815-01,-0.642447376456438,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-91-6830-01,0.931107261872752,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-44-A4SS-01,1.25675936098653,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-44-7659-01,-0.108957413874793,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-53-7813-01,-2.19101646190352,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-05-4382-01,-0.372422526163818,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-93-A4JQ-01,0.975167452058779,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-05-5428-01,-0.0649803322537377,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-6986-01,0.972101279608878,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-91-A4BD-01,-0.376385219920515,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-50-5066-01,0.767300256212783,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-49-AAR9-01,-2.27360133453552,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-7907-01,-0.364139107727692,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-95-7039-01,0.44048534559752,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-64-1680-01,-0.835030996752294,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-J2-A4AE-01,0.123253434632353,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-86-8359-01,0.279876195718902,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-8614-01,0.773198389164086,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-7574-01,-0.254142629524526,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-44-5644-01,-0.660842772740117,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-MP-A4TI-01,0.73937773735337,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-95-7948-01,0.0747022069655289,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-73-4677-01,0.825820234952936,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-50-5942-01,1.16307508513144,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-78-7167-01,0.879149152645346,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-78-8662-01,0.0789715286921641,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-86-8585-01,-0.095817743707313,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-50-6591-01,-1.58825273636616,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-MP-A4TK-01,1.17373939222759,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-7570-01,-0.788409043579008,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-78-7163-01,-0.172551592263855,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-05-4417-01,0.893646412462162,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-78-8655-01,0.551992267196732,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-97-7554-01,-1.06626066360893,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-49-4505-01,1.31187605805117,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-86-8669-01,-1.33300643787664,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-8208-01,0.884898895868389,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-75-6206-01,-0.147659333755165,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-6971-01,-0.702290624899542,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-05-4410-01,0.931986840492785,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-8207-01,1.52516474375086,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-38-4625-01,-0.283663711396069,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-6968-01,-0.83191701380323,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-L4-A4E5-01,-0.143620024873032,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-93-7347-01,0.233618702027679,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-62-A471-01,-0.534371758300338,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-97-8177-01,-1.14184566352826,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-78-7160-01,1.74262593530763,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-97-7938-01,-0.286766340824064,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-64-1677-01,-0.539912708478412,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-69-8253-01,-0.0368446822489831,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-78-7159-01,1.36906094326204,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-97-7937-01,-1.13612356773036,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-44-2656-01,-0.575682596547126,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-J2-A4AD-01,0.382542188700945,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-97-A4LX-01,-0.305619092440739,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-62-A46P-01,-0.582705219684982,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-64-1678-01,-0.403769166007313,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-7728-01,-1.73368757082715,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-49-4510-01,-0.391934566372047,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-A493-01,0.366350370784897,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-MP-A4TE-01,1.06549407826057,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-44-2659-01,-0.255813528913653,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-75-7030-01,1.1278950123092,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-7227-01,0.953267836988229,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-38-4630-01,-1.67332361096103,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-1592-01,-0.632715880348966,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-75-5146-01,0.207125643015439,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-64-5779-01,-1.18004271718283,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-67-4679-01,0.195477967199823,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-44-7662-01,-0.121015492955387,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-38-4626-01,-1.52546968271777,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-86-8054-01,-1.30584057457554,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-1596-01,-0.298690174672723,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-86-6851-01,1.31493544250287,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-64-5775-01,-0.334543322466762,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-64-1676-01,1.08223717132491,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-44-7667-01,-0.650897935498329,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-38-4629-01,1.10540497239258,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-8619-01,-0.0499895436934621,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-86-8281-01,-0.260284387639548,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-44-6148-01,0.368102383969447,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-97-8179-01,1.42583629636624,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-78-7153-01,-0.393770278869407,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-44-7669-01,-2.19254146484172,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-86-8055-01,1.86243884798627,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-95-A4VN-01,0.203989678455232,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-49-4494-01,0.49049900644012,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-49-6745-01,1.42192365890996,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-73-7499-01,-0.342105291834152,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-78-7158-01,-0.516104486117163,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-71-6725-01,-1.87027318346543,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-50-6590-01,0.775649085744965,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-A4DF-01,-0.443499799255623,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-86-7954-01,0.376602812946783,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-L9-A743-01,0.593035626036824,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-8206-01,0.178125644427011,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-86-A4P7-01,1.12989956312978,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-95-8039-01,0.849588401230096,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-75-6212-01,0.769014079772807,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-50-5055-01,0.645999384540373,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-78-7150-01,0.626036719426809,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-6978-01,0.226845772998509,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-78-7536-01,0.81466579083298,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-64-1681-01,1.03874129319998,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-97-8552-01,0.217089195636152,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-49-AAR0-01,-1.37260553925259,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-86-8668-01,0.601867144003709,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-53-7624-01,-1.43855541155004,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-44-2661-01,0.173978505536758,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-49-4490-01,2.06106332284,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-50-5946-01,-1.51217739350183,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-MP-A4TH-01,-2.08764080351507,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-91-6829-01,0.904287022305211,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-78-7540-01,0.249637770512058,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-99-8025-01,0.407849372988347,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-44-8120-01,0.139799913556443,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-49-4486-01,-0.628252591269109,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-8094-01,-1.69068192792161,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-49-6743-01,0.258744860347881,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-99-AA5R-01,-1.02805182879917,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-MP-A4T7-01,-0.291453859682309,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-8090-01,1.24284346162252,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-97-A4M6-01,0.443399714324303,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-05-4427-01,-0.356009099742401,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-8514-01,-2.02262886350529,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-62-8402-01,-1.16563987624739,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-05-4424-01,0.111794979885365,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-38-4632-01,-0.521535116231272,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-49-6761-01,0.0743271477347617,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-05-4432-01,-0.902146910302598,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-49-AAQV-01,0.966582978832636,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-50-5072-01,0.48029981839513,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-50-5045-01,0.996556469381641,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-86-8674-01,1.22124464943291,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-50-8457-01,-0.510778154774473,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-95-7947-01,-0.585396700948329,Tumor,5.42562179345057e-08,5.4e-08,LUAD
TCGA-44-2657-11,-0.345840899636283,Normal,5.42562179345057e-08,5.4e-08,LUAD
TCGA-44-6146-11,-0.993863667122746,Normal,5.42562179345057e-08,5.4e-08,LUAD
TCGA-38-4627-11,-0.149917905011976,Normal,5.42562179345057e-08,5.4e-08,LUAD
TCGA-91-6847-11,-0.167936876768126,Normal,5.42562179345057e-08,5.4e-08,LUAD
TCGA-44-6147-11,-1.38559523806473,Normal,5.42562179345057e-08,5.4e-08,LUAD
TCGA-49-6742-11,-0.513366831511626,Normal,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-6980-11,-0.622406598676119,Normal,5.42562179345057e-08,5.4e-08,LUAD
TCGA-49-6744-11,-0.624395885860351,Normal,5.42562179345057e-08,5.4e-08,LUAD
TCGA-49-4512-11,0.0475904003190409,Normal,5.42562179345057e-08,5.4e-08,LUAD
TCGA-91-6835-11,-0.0488183871874937,Normal,5.42562179345057e-08,5.4e-08,LUAD
TCGA-38-4625-11,-0.470969151696805,Normal,5.42562179345057e-08,5.4e-08,LUAD
TCGA-50-5936-11,-0.946916000221856,Normal,5.42562179345057e-08,5.4e-08,LUAD
TCGA-50-5932-11,-0.185352264383899,Normal,5.42562179345057e-08,5.4e-08,LUAD
TCGA-44-2665-11,0.270859082967627,Normal,5.42562179345057e-08,5.4e-08,LUAD
TCGA-91-6828-11,-0.791909812121465,Normal,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-6986-11,-0.0107783225757519,Normal,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-6975-11,-1.22423617365447,Normal,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-6971-11,-1.67009389801017,Normal,5.42562179345057e-08,5.4e-08,LUAD
TCGA-55-6979-11,-2.00042621765314,Normal,5.42562179345057e-08,5.4e-08,LUAD
TCGA-91-6829-11,-2.14013268946625,Normal,5.42562179345057e-08,5.4e-08,LUAD
TCGA-38-4626-11,-1.83097025565164,Normal,5.42562179345057e-08,5.4e-08,LUAD
TCGA-44-6144-11,-1.21378847948295,Normal,5.42562179345057e-08,5.4e-08,LUAD
