REGISTRY,YEAR,SEX,CANCER,TOTAL,N0_4,N5_9,N10_14,N15_19,N20_24,N25_29,N30_34,N35_39,N40_44,N45_49,N50_54,N55_59,N60_64,N65_69,N70_74,N75_79,N80_84,N85+,N_UNK
 3600200,2007,2, 4,232,0,0,0,0,1,2,3,5,11,13,9,21,18,23,28,21,38,39,0
 3600200,2007,2, 5,1575,0,0,1,0,3,3,6,11,36,48,70,119,160,216,206,253,223,220,0
 3600200,2007,2, 6,730,0,0,0,0,2,2,4,15,24,43,56,90,82,115,75,83,72,67,0
 3600200,2007,2, 7,115,2,0,0,1,0,0,0,1,3,4,5,7,15,10,14,9,22,22,0
 3600200,2007,2, 8,106,0,0,0,0,0,0,0,0,1,3,6,5,13,8,14,16,19,21,0
 3600200,2007,2, 9,443,0,0,0,1,0,1,2,2,8,5,14,28,33,41,67,68,71,102,0
 3600200,2007,2,10,23,0,0,0,0,0,0,0,0,0,1,2,2,1,3,6,4,3,1,0
 3600200,2007,2,11,1309,2,0,0,0,0,1,2,13,22,53,68,116,154,167,189,214,171,137,0
 3600200,2007,2,12,20,0,1,1,2,2,2,1,1,1,2,1,1,0,2,1,0,2,0,0
 3600200,2007,2,13,1471,0,1,1,6,17,38,48,93,103,136,124,152,153,124,121,129,123,102,0
 3600200,2007,2,14,94,5,0,3,3,2,5,3,9,3,7,6,4,6,6,10,9,8,5,0
 3600200,2007,2,15,4408,0,0,0,0,1,23,60,164,296,522,526,629,609,500,325,281,255,217,0
 3600200,2007,2,16,288,0,0,0,0,0,17,24,38,23,43,32,25,22,16,14,12,11,11,0
 3600200,2007,2,17,580,0,0,0,0,0,0,5,5,16,24,57,99,98,79,64,60,40,33,0
 3600200,2007,2,18,453,0,0,3,8,2,10,8,12,21,28,52,54,45,38,46,41,38,47,0
 3600200,2007,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,2007,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,2007,2,21,336,4,0,1,0,1,1,4,5,13,23,28,26,32,41,47,39,47,24,0
 3600200,2007,2,22,185,0,0,0,0,0,0,1,0,1,5,2,11,10,18,20,38,39,40,0
 3600200,2007,2,23,33,0,0,0,0,0,0,1,0,2,1,2,2,4,4,5,3,6,3,0
 3600200,2007,2,24,232,8,1,0,6,3,9,9,8,12,13,14,23,24,19,25,26,19,13,0
 3600200,2007,2,25,495,0,0,1,3,10,24,36,48,58,67,59,51,45,30,23,17,15,8,0
 3600200,2007,2,26,74,0,0,2,11,7,8,6,2,3,2,3,7,5,4,3,7,1,3,0
 3600200,2007,2,27,663,1,3,3,3,3,3,9,15,19,31,45,61,64,69,71,85,83,95,0
 3600200,2007,2,28,216,0,0,0,0,0,0,0,2,5,11,11,16,17,32,31,27,32,32,0
 3600200,2007,2,29,363,16,9,4,6,4,3,10,14,11,17,21,26,20,26,33,42,46,55,0
 3600200,2008,1, 1,21770,50,21,29,73,97,144,187,281,433,805,1324,2221,3015,3272,3039,2990,2276,1513,0
 3600200,2008,1, 2,703,1,0,0,4,3,7,10,18,35,66,66,97,83,68,83,55,59,48,0
 3600200,2008,1, 3,310,0,0,0,0,0,0,0,2,6,10,16,31,51,49,41,39,42,23,0
 3600200,2008,1, 4,427,1,0,0,0,1,0,4,2,7,12,20,49,51,61,60,65,55,39,0
 3600200,2008,1, 5,1657,0,0,0,4,5,7,3,15,20,42,79,148,199,250,270,260,206,149,0
 3600200,2008,1, 6,1066,0,0,0,0,1,2,10,14,24,42,89,132,173,157,144,135,95,48,0
 3600200,2008,1, 7,370,1,0,0,0,1,0,2,5,8,26,36,47,39,47,41,60,37,20,0
 3600200,2008,1, 8,85,0,0,0,0,0,0,0,1,3,4,6,3,14,14,10,12,8,10,0
 3600200,2008,1, 9,472,0,0,0,0,0,1,1,3,7,16,21,42,46,63,76,76,78,42,0
 3600200,2008,1,10,164,0,0,0,0,1,0,0,4,3,7,8,16,25,30,28,21,10,11,0
 3600200,2008,1,11,2044,0,0,0,0,0,3,4,6,23,43,86,164,236,283,361,402,263,170,0
 3600200,2008,1,12,41,0,3,4,9,2,1,2,1,2,1,1,4,3,1,3,1,2,1,0
 3600200,2008,1,13,2228,0,0,0,3,17,19,37,73,95,139,182,215,272,272,231,261,257,155,0
 3600200,2008,1,14,95,1,1,4,2,0,3,1,3,10,7,10,5,9,10,7,11,6,5,0
 3600200,2008,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,2008,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,2008,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,2008,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,2008,1,19,7260,0,0,0,0,0,0,0,4,21,145,396,858,1277,1456,1135,971,615,382,0
 3600200,2008,1,20,227,0,0,1,8,27,42,41,37,21,21,10,8,4,5,0,1,0,1,0
 3600200,2008,1,21,630,3,0,1,1,2,6,4,15,24,42,57,76,86,78,73,81,54,27,0
 3600200,2008,1,22,584,0,0,0,0,0,0,0,0,9,7,19,24,54,68,86,108,121,88,0
 3600200,2008,1,23,61,2,0,0,1,0,0,2,1,3,5,7,9,7,4,8,7,2,3,0
 3600200,2008,1,24,325,10,3,2,7,3,3,11,16,17,19,20,37,39,40,33,42,19,4,0
 3600200,2008,1,25,213,0,0,1,0,1,13,13,7,24,26,27,14,32,21,16,10,6,2,0
 3600200,2008,1,26,101,0,1,3,14,14,11,1,6,5,7,7,10,6,5,6,1,3,1,0
 3600200,2008,1,27,810,2,1,2,3,6,10,24,14,27,47,56,78,109,97,95,99,89,51,0
 3600200,2008,1,28,268,0,0,0,0,0,1,2,1,2,4,15,32,40,31,29,46,37,28,0
 3600200,2008,1,29,612,19,10,10,14,11,7,8,13,18,33,27,47,63,60,70,76,66,60,0
 3600200,2008,2, 1,16398,53,18,20,36,75,175,254,475,707,1119,1383,1658,1816,1819,1733,1744,1650,1663,0
 3600200,2008,2, 2,289,0,1,1,0,1,2,4,13,14,18,25,29,27,28,35,29,27,35,0
 3600200,2008,2, 3,140,0,0,0,0,0,0,0,0,0,3,3,4,12,18,22,20,24,34,0
 3600200,2008,2, 4,262,0,0,0,0,0,1,1,2,4,16,16,22,19,24,29,38,46,44,0
 3600200,2008,2, 5,1568,0,0,2,0,1,8,9,9,23,43,69,113,145,210,223,249,234,230,0
 3600200,2008,2, 6,689,0,0,0,0,2,3,3,8,14,33,57,77,72,80,80,83,85,92,0
 3600200,2008,2, 7,150,1,0,0,0,2,1,0,3,4,5,10,14,13,20,17,17,18,25,0
 3600200,2008,2, 8,105,0,0,0,0,0,0,0,0,1,5,4,6,10,12,12,19,18,18,0
 3600200,2008,2, 9,424,0,0,0,0,0,0,3,3,3,7,17,25,23,46,47,77,74,99,0
 3600200,2008,2,10,32,0,0,0,0,0,0,0,0,2,1,1,3,4,5,3,8,2,3,0
 3600200,2008,2,11,1441,0,1,0,0,1,1,2,8,22,45,85,140,158,203,217,222,204,132,0
 3600200,2008,2,12,20,1,0,1,2,0,1,2,2,0,2,2,2,2,0,1,1,0,1,0
 3600200,2008,2,13,1546,0,1,1,4,18,33,43,88,87,127,142,173,171,152,142,136,119,109,0
 3600200,2008,2,14,87,1,0,1,1,2,4,3,9,4,8,7,4,8,9,7,5,9,5,0
 3600200,2008,2,15,4628,0,0,0,0,1,22,69,173,325,498,575,602,652,530,348,344,254,235,0
 3600200,2008,2,16,261,0,0,0,1,0,18,19,30,30,20,23,27,18,18,15,16,9,17,0
 3600200,2008,2,17,611,0,0,0,0,1,3,6,5,13,37,74,90,95,86,69,43,58,31,0
 3600200,2008,2,18,442,0,1,0,2,5,6,2,14,13,37,48,41,51,41,56,44,41,40,0
 3600200,2008,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,2008,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,2008,2,21,376,3,0,0,1,2,0,4,4,19,24,26,40,38,40,51,47,48,29,0
 3600200,2008,2,22,182,0,0,0,0,0,1,0,1,0,1,5,9,19,14,20,33,36,43,0
 3600200,2008,2,23,38,3,0,0,0,0,0,0,1,1,1,2,4,3,5,4,10,1,3,0
 3600200,2008,2,24,231,7,3,4,5,3,10,8,6,6,10,13,18,21,28,25,26,16,22,0
 3600200,2008,2,25,601,0,1,0,10,12,27,48,53,71,81,59,55,57,37,41,22,17,10,0
 3600200,2008,2,26,66,0,0,2,6,15,10,6,2,4,4,2,5,3,2,3,1,0,1,0
 3600200,2008,2,27,675,2,0,2,1,4,5,9,17,20,27,51,59,66,70,87,89,93,73,0
 3600200,2008,2,28,195,0,0,0,0,0,0,0,1,2,10,8,11,26,29,23,27,17,41,0
 3600200,2008,2,29,439,29,10,5,3,5,10,5,10,8,13,16,29,35,39,40,39,74,69,0
 3600200,2009,1, 1,22557,49,29,26,85,101,153,180,312,395,824,1354,2295,3260,3431,3269,2932,2223,1639,0
 3600200,2009,1, 2,736,1,0,0,2,3,2,13,19,29,58,88,105,116,91,76,58,43,32,0
 3600200,2009,1, 3,286,0,0,0,0,1,0,1,4,6,8,17,34,40,40,46,35,30,24,0
 3600200,2009,1, 4,454,0,0,1,0,1,3,3,3,12,19,25,32,61,63,65,57,66,43,0
 3600200,2009,1, 5,1628,0,0,2,6,8,9,8,13,23,45,80,116,181,219,282,257,233,146,0
 3600200,2009,1, 6,1127,0,0,0,0,2,2,7,15,28,46,87,124,173,163,148,164,93,75,0
 3600200,2009,1, 7,410,4,0,0,0,1,2,0,2,4,26,54,45,43,55,52,68,35,19,0
 3600200,2009,1, 8,111,0,0,0,0,0,1,0,0,1,0,4,11,16,12,18,19,13,16,0
 3600200,2009,1, 9,479,0,0,0,0,0,0,2,1,2,14,30,41,61,58,73,67,75,55,0
 3600200,2009,1,10,192,0,0,0,0,0,0,1,0,2,4,9,24,26,30,40,29,21,6,0
 3600200,2009,1,11,2130,0,0,0,1,0,1,3,9,18,60,101,164,265,327,358,347,287,189,0
 3600200,2009,1,12,48,0,1,2,10,1,1,1,2,4,3,2,3,4,3,3,4,2,2,0
 3600200,2009,1,13,2265,0,0,1,10,6,28,45,79,80,125,179,247,300,258,266,268,212,161,0
 3600200,2009,1,14,111,3,1,1,3,2,8,2,9,2,7,7,7,8,10,10,12,9,10,0
 3600200,2009,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,2009,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,2009,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,2009,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,2009,1,19,7662,0,0,0,0,0,0,0,4,34,171,375,932,1428,1544,1256,954,571,393,0
 3600200,2009,1,20,235,0,0,0,10,34,38,32,52,26,24,4,7,3,3,0,1,0,1,0
 3600200,2009,1,21,652,2,1,0,0,3,2,6,16,23,36,53,67,96,101,71,83,48,44,0
 3600200,2009,1,22,569,1,1,0,0,0,0,1,2,2,5,24,30,60,62,86,104,98,93,0
 3600200,2009,1,23,47,1,0,0,0,0,0,1,1,1,2,3,5,4,9,6,7,5,2,0
 3600200,2009,1,24,339,5,5,3,4,1,6,8,12,14,26,32,39,47,33,41,25,28,10,0
 3600200,2009,1,25,203,0,1,0,1,5,8,12,13,24,29,23,25,23,11,11,7,9,1,0
 3600200,2009,1,26,110,0,2,2,17,11,17,5,4,8,9,5,9,4,4,3,5,4,1,0
 3600200,2009,1,27,797,2,4,2,12,8,15,13,29,22,35,58,69,86,112,90,96,80,64,0
 3600200,2009,1,28,317,0,0,0,0,0,0,1,1,4,11,22,36,44,35,50,39,42,32,0
 3600200,2009,1,29,645,21,11,12,7,10,8,11,10,15,30,26,46,59,73,78,76,78,74,0
 3600200,2009,2, 1,17041,52,18,28,45,106,198,242,474,749,1168,1465,1596,2051,1923,1763,1762,1671,1730,0
 3600200,2009,2, 2,308,1,0,1,2,0,5,5,13,9,21,33,36,36,28,36,27,21,34,0
 3600200,2009,2, 3,129,0,0,0,0,0,0,0,0,2,1,3,3,16,13,26,14,15,36,0
 3600200,2009,2, 4,238,0,0,0,1,0,0,1,5,13,10,13,29,15,17,26,31,38,39,0
 3600200,2009,2, 5,1564,1,1,1,6,5,4,7,10,28,46,62,94,141,191,235,241,243,248,0
 3600200,2009,2, 6,736,0,0,0,0,0,2,5,12,27,50,70,77,90,89,81,90,74,69,0
 3600200,2009,2, 7,160,2,0,0,0,3,0,0,0,4,8,12,13,16,13,15,24,25,25,0
 3600200,2009,2, 8,135,0,0,0,0,0,0,0,1,4,1,5,7,13,16,18,20,28,22,0
 3600200,2009,2, 9,451,0,1,0,0,0,1,2,4,3,10,19,20,46,47,63,75,72,88,0
 3600200,2009,2,10,21,0,0,0,0,0,0,0,0,0,0,1,4,3,6,2,3,2,0,0
 3600200,2009,2,11,1500,1,0,0,0,1,2,2,9,9,47,96,124,204,215,209,220,209,152,0
 3600200,2009,2,12,43,1,1,2,3,2,3,0,2,1,5,3,2,4,2,6,3,3,0,0
 3600200,2009,2,13,1572,0,0,0,7,22,40,45,78,94,124,158,137,173,152,138,141,128,135,0
 3600200,2009,2,14,83,4,0,0,3,0,2,8,3,3,6,6,2,4,8,6,11,8,9,0
 3600200,2009,2,15,4902,0,0,0,0,4,31,56,151,314,555,579,607,718,611,380,351,287,258,0
 3600200,2009,2,16,270,0,0,0,0,4,17,26,36,33,23,28,15,25,14,14,14,10,11,0
 3600200,2009,2,17,691,0,0,0,0,0,2,3,10,15,38,85,107,112,91,80,57,43,48,0
 3600200,2009,2,18,428,0,0,1,1,5,7,9,11,17,33,36,38,54,51,39,48,34,44,0
 3600200,2009,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,2009,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,2009,2,21,408,4,2,0,1,3,4,4,3,16,22,14,39,52,46,53,55,51,39,0
 3600200,2009,2,22,219,0,0,0,0,0,0,0,2,2,2,3,13,17,19,26,32,42,61,0
 3600200,2009,2,23,45,3,0,0,0,0,3,0,0,5,2,1,7,2,4,11,1,2,4,0
 3600200,2009,2,24,240,10,4,6,2,6,3,5,10,12,23,18,18,20,27,25,22,17,12,0
 3600200,2009,2,25,611,0,1,3,2,22,38,37,65,75,54,87,59,68,31,33,16,15,5,0
 3600200,2009,2,26,79,0,0,7,8,9,10,6,3,5,4,8,2,4,1,7,2,1,2,0
 3600200,2009,2,27,672,0,0,1,5,10,9,11,17,19,30,53,62,71,72,62,91,83,76,0
 3600200,2009,2,28,210,0,0,0,1,0,0,0,0,5,4,10,15,23,27,37,23,35,30,0
 3600200,2009,2,29,425,20,8,5,3,8,10,3,12,14,13,15,27,39,48,44,43,53,60,0
 3600200,2010,1, 1,22772,66,32,26,66,80,165,217,286,444,819,1377,2270,3271,3505,3168,2893,2356,1731,0
 3600200,2010,1, 2,834,0,0,0,1,1,7,23,25,30,77,90,116,127,107,89,61,49,31,0
 3600200,2010,1, 3,323,0,0,0,0,0,1,1,4,2,9,21,34,47,46,49,42,38,29,0
 3600200,2010,1, 4,466,0,0,0,0,0,1,2,6,8,19,29,31,50,67,71,87,55,40,0
 3600200,2010,1, 5,1732,0,0,0,4,2,14,6,12,18,54,83,125,189,260,259,273,245,188,0
 3600200,2010,1, 6,1217,0,0,0,0,2,6,11,12,31,48,88,129,185,172,176,159,107,91,0
 3600200,2010,1, 7,445,3,0,0,0,1,0,2,1,8,22,54,66,63,59,47,54,44,21,0
 3600200,2010,1, 8,117,0,0,0,0,0,1,2,0,1,3,3,10,15,19,18,17,16,12,0
 3600200,2010,1, 9,505,0,0,0,0,0,3,2,1,11,18,34,36,52,78,70,70,68,62,0
 3600200,2010,1,10,185,0,0,0,0,0,0,0,0,0,3,8,21,38,24,26,27,27,11,0
 3600200,2010,1,11,2195,0,0,0,0,0,1,2,10,16,47,95,160,237,355,390,372,295,215,0
 3600200,2010,1,12,38,0,1,1,7,1,2,1,2,1,2,2,3,2,6,5,0,2,0,0
 3600200,2010,1,13,2421,0,0,0,9,5,29,43,73,106,118,176,223,310,289,286,308,258,188,0
 3600200,2010,1,14,143,4,1,2,4,0,4,3,4,6,8,8,5,22,24,16,15,12,5,0
 3600200,2010,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,2010,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,2010,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,2010,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,2010,1,19,7069,0,0,0,0,0,0,0,1,35,145,399,870,1379,1406,1101,814,561,358,0
 3600200,2010,1,20,239,1,0,1,8,29,37,46,43,20,20,12,12,4,2,2,1,1,0,0
 3600200,2010,1,21,624,5,2,1,0,0,2,8,13,19,39,51,80,104,84,78,61,49,28,0
 3600200,2010,1,22,667,0,0,0,0,0,1,2,3,3,12,21,35,72,84,77,121,131,105,0
 3600200,2010,1,23,61,3,1,0,0,0,0,2,1,5,3,6,4,7,8,7,5,4,5,0
 3600200,2010,1,24,301,7,8,3,6,8,7,12,6,14,20,25,28,32,37,27,31,18,12,0
 3600200,2010,1,25,208,0,0,1,3,1,12,12,13,22,25,18,23,21,19,11,12,11,4,0
 3600200,2010,1,26,102,0,2,3,5,11,11,5,6,9,8,5,9,6,6,4,7,2,3,0
 3600200,2010,1,27,877,4,3,3,7,6,10,15,29,34,49,51,97,95,110,110,100,91,63,0
 3600200,2010,1,28,342,0,0,0,0,0,0,1,1,7,19,21,28,35,54,50,42,47,37,0
 3600200,2010,1,29,655,30,12,7,9,10,8,11,13,18,24,33,52,62,76,68,71,70,81,0
 3600200,2010,2, 1,17521,50,21,23,54,101,168,270,502,730,1181,1394,1709,2105,2063,1870,1763,1693,1824,0
 3600200,2010,2, 2,364,0,0,1,1,1,3,10,13,14,25,25,28,40,31,50,36,38,48,0
 3600200,2010,2, 3,142,0,0,0,0,0,0,0,2,0,2,4,6,13,18,18,23,24,32,0
 3600200,2010,2, 4,251,0,0,0,0,0,1,1,4,2,10,16,14,18,30,36,33,36,50,0
 3600200,2010,2, 5,1688,0,0,2,8,3,8,10,23,30,43,74,109,168,212,239,254,257,248,0
 3600200,2010,2, 6,702,0,0,0,0,3,4,5,10,23,41,41,83,87,84,89,88,72,72,0
 3600200,2010,2, 7,153,0,0,0,0,1,1,0,2,3,6,9,10,12,13,26,17,30,23,0
 3600200,2010,2, 8,143,0,0,0,0,0,1,0,2,1,5,6,9,6,13,20,25,26,29,0
 3600200,2010,2, 9,476,0,0,0,1,0,0,1,2,4,6,17,26,38,44,79,60,94,104,0
 3600200,2010,2,10,31,0,0,0,0,0,0,0,0,0,1,1,3,5,7,3,5,3,3,0
 3600200,2010,2,11,1479,0,0,0,0,1,0,6,7,20,40,73,124,175,254,218,219,189,153,0
 3600200,2010,2,12,27,0,1,3,0,3,3,1,2,2,1,2,3,2,1,1,1,1,0,0
 3600200,2010,2,13,1603,1,1,0,3,21,31,48,74,100,109,141,159,180,191,139,138,133,134,0
 3600200,2010,2,14,84,1,0,1,3,3,2,2,5,7,2,6,5,10,7,13,4,7,6,0
 3600200,2010,2,15,4973,0,0,0,1,3,24,64,170,296,546,599,622,749,579,402,334,283,301,0
 3600200,2010,2,16,269,0,0,1,0,7,18,22,31,27,30,26,23,20,14,20,8,13,9,0
 3600200,2010,2,17,752,0,0,0,0,4,0,4,14,13,44,72,126,147,110,85,64,43,26,0
 3600200,2010,2,18,446,1,0,3,1,3,6,4,10,18,36,50,52,51,44,41,37,43,46,0
 3600200,2010,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,2010,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,2010,2,21,388,5,3,0,0,1,0,3,9,16,21,23,27,41,41,50,57,43,48,0
 3600200,2010,2,22,194,0,0,0,0,0,1,1,0,2,4,4,7,15,18,27,33,28,54,0
 3600200,2010,2,23,31,2,0,0,0,0,0,0,1,0,1,2,5,4,4,3,3,4,2,0
 3600200,2010,2,24,259,14,6,2,3,4,4,8,8,10,18,7,29,36,29,27,19,18,17,0
 3600200,2010,2,25,700,0,0,1,6,20,26,48,64,74,102,74,80,59,59,34,27,11,15,0
 3600200,2010,2,26,96,0,1,1,15,11,11,7,7,5,5,4,4,4,8,4,5,2,2,0
 3600200,2010,2,27,710,1,2,1,3,8,8,11,17,22,32,44,62,94,94,82,84,70,75,0
 3600200,2010,2,28,194,0,0,0,0,0,0,0,2,2,8,12,11,28,26,22,30,25,28,0
 3600200,2010,2,29,401,17,6,7,8,3,5,5,9,14,14,22,25,31,40,38,48,52,57,0
 3600200,2011,1, 1,23681,61,21,32,71,109,157,216,294,473,870,1467,2382,3362,3731,3478,2826,2328,1803,0
 3600200,2011,1, 2,803,0,0,1,1,3,4,12,18,30,54,82,114,125,141,93,51,48,26,0
 3600200,2011,1, 3,346,0,0,0,0,0,0,1,2,6,15,20,39,50,46,52,47,35,33,0
 3600200,2011,1, 4,468,0,0,0,1,1,0,0,4,6,13,24,39,60,62,83,63,70,42,0
 3600200,2011,1, 5,1766,0,0,3,5,6,8,13,17,33,50,70,113,207,255,321,281,211,173,0
 3600200,2011,1, 6,1159,0,0,0,1,2,4,8,14,29,62,97,109,178,156,188,130,103,78,0
 3600200,2011,1, 7,469,3,0,1,0,1,0,2,5,10,36,56,59,64,59,63,52,33,25,0
 3600200,2011,1, 8,128,0,0,0,0,0,0,1,0,0,5,7,10,12,13,18,24,24,14,0
 3600200,2011,1, 9,542,0,0,0,0,0,1,2,4,4,14,32,41,64,81,80,77,86,56,0
 3600200,2011,1,10,197,0,0,0,0,1,0,0,0,0,11,13,27,30,33,25,24,19,14,0
 3600200,2011,1,11,2223,0,0,0,0,0,3,0,3,19,59,80,154,294,340,361,344,342,224,0
 3600200,2011,1,12,49,0,0,6,10,1,3,3,5,2,2,4,3,1,3,3,2,0,1,0
 3600200,2011,1,13,2485,0,0,1,4,17,23,35,66,91,129,166,268,336,320,323,246,241,219,0
 3600200,2011,1,14,135,5,1,1,2,5,5,5,3,6,6,9,9,18,14,14,9,10,13,0
 3600200,2011,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,2011,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,2011,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,2011,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,2011,1,19,7530,0,0,0,0,1,0,0,8,57,182,439,948,1336,1570,1222,846,532,389,0
 3600200,2011,1,20,261,0,0,3,12,33,54,54,33,21,24,19,3,1,0,2,0,1,1,0
 3600200,2011,1,21,689,6,0,0,0,1,4,3,18,20,43,63,85,100,107,80,67,39,53,0
 3600200,2011,1,22,648,0,0,0,0,1,0,0,1,4,6,26,42,38,103,93,97,133,104,0
 3600200,2011,1,23,57,5,0,1,0,0,0,2,3,2,2,3,3,12,6,7,4,4,3,0
 3600200,2011,1,24,329,12,4,0,7,6,6,17,14,16,24,27,24,42,36,37,27,18,12,0
 3600200,2011,1,25,267,0,1,0,2,5,12,16,15,19,24,35,29,35,19,22,16,15,2,0
 3600200,2011,1,26,102,0,1,4,9,11,8,7,9,6,10,5,5,7,10,4,2,2,2,0
 3600200,2011,1,27,948,3,5,5,6,3,10,14,19,34,37,74,94,134,122,101,121,100,66,0
 3600200,2011,1,28,322,0,0,0,0,0,0,2,1,8,9,20,28,39,43,49,51,35,37,0
 3600200,2011,1,29,686,23,8,6,6,5,7,11,19,22,20,52,46,72,73,80,86,78,72,0
 3600200,2011,2, 1,18155,42,30,24,59,111,185,290,490,797,1198,1506,1708,2137,2150,2010,1844,1688,1886,0
 3600200,2011,2, 2,387,0,1,0,1,2,6,6,11,20,25,29,32,40,39,52,39,36,48,0
 3600200,2011,2, 3,154,0,0,0,0,0,0,0,1,0,1,7,8,15,18,23,21,23,37,0
 3600200,2011,2, 4,243,0,0,0,0,3,1,1,7,5,13,12,16,22,25,34,34,33,37,0
 3600200,2011,2, 5,1688,0,0,0,3,7,18,9,16,18,48,64,117,143,194,247,283,260,261,0
 3600200,2011,2, 6,735,0,0,0,0,0,3,4,16,25,54,61,76,92,82,93,83,60,86,0
 3600200,2011,2, 7,160,0,0,0,0,0,0,0,2,1,8,13,14,14,16,23,22,21,26,0
 3600200,2011,2, 8,141,0,0,0,0,0,0,0,1,1,3,7,5,19,11,19,24,25,26,0
 3600200,2011,2, 9,531,0,0,0,0,0,2,0,2,10,12,14,30,62,57,52,82,77,131,0
 3600200,2011,2,10,28,0,1,0,0,0,0,0,0,0,1,0,6,2,3,5,8,1,1,0
 3600200,2011,2,11,1530,0,0,0,1,0,0,4,8,12,45,90,109,173,237,267,208,203,173,0
 3600200,2011,2,12,24,0,3,2,2,1,0,0,2,0,5,1,0,1,1,0,3,2,1,0
 3600200,2011,2,13,1680,0,1,2,6,18,37,37,73,92,115,150,162,207,191,194,142,136,117,0
 3600200,2011,2,14,94,3,0,0,3,3,1,1,3,4,4,11,11,6,6,8,14,6,10,0
 3600200,2011,2,15,5016,0,0,0,1,2,19,74,170,352,514,630,577,711,662,393,359,246,306,0
 3600200,2011,2,16,282,0,0,0,0,3,14,29,33,38,34,21,25,19,17,14,17,9,9,0
 3600200,2011,2,17,788,0,0,0,0,2,2,4,9,19,37,65,122,145,122,101,60,57,43,0
 3600200,2011,2,18,533,0,0,2,6,11,3,13,8,30,30,47,64,60,55,64,35,52,53,0
 3600200,2011,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,2011,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,2011,2,21,413,3,1,0,0,2,0,3,7,15,19,31,33,54,51,46,50,53,45,0
 3600200,2011,2,22,217,0,0,0,0,0,0,0,0,1,3,4,7,15,27,35,32,42,51,0
 3600200,2011,2,23,36,2,0,0,0,0,0,0,1,3,1,1,3,3,7,5,3,5,2,0
 3600200,2011,2,24,237,3,6,6,4,3,12,12,12,6,14,14,16,26,22,26,24,19,12,0
 3600200,2011,2,25,759,0,0,4,6,21,40,63,64,75,105,97,81,65,37,41,29,20,11,0
 3600200,2011,2,26,93,1,0,1,13,19,6,9,9,8,2,4,4,2,6,2,2,3,2,0
 3600200,2011,2,27,710,0,2,2,3,5,9,8,15,23,40,38,69,89,98,80,77,73,79,0
 3600200,2011,2,28,245,0,0,0,0,0,1,0,2,3,10,9,27,25,35,36,28,34,35,0
 3600200,2011,2,29,487,24,14,5,9,7,7,9,7,14,22,34,39,40,39,51,51,58,57,0
 3600200,2012,1, 1,24138,68,38,32,72,105,157,199,305,450,797,1529,2371,3387,4023,3468,2978,2254,1905,0
 3600200,2012,1, 2,856,1,1,1,1,3,6,9,22,30,46,111,126,139,129,78,63,56,34,0
 3600200,2012,1, 3,305,0,0,0,0,0,0,0,1,4,10,17,33,41,51,50,46,26,26,0
 3600200,2012,1, 4,468,0,0,0,0,2,2,3,3,9,13,30,42,64,63,72,49,58,58,0
