REGISTRY,YEAR,SEX,CANCER,TOTAL,N0_4,N5_9,N10_14,N15_19,N20_24,N25_29,N30_34,N35_39,N40_44,N45_49,N50_54,N55_59,N60_64,N65_69,N70_74,N75_79,N80_84,N85+,N_UNK
 3600200,1987,2, 1,9314,44,16,22,44,74,161,262,403,529,612,680,801,1107,1148,1188,990,672,557,4
 3600200,1987,2, 2,198,0,0,0,1,0,4,4,4,11,9,15,20,20,24,34,21,14,16,1
 3600200,1987,2, 3,113,0,0,0,0,0,0,1,1,0,4,4,7,15,19,24,12,13,13,0
 3600200,1987,2, 4,233,0,0,0,0,0,1,2,2,6,6,7,8,28,22,33,45,35,38,0
 3600200,1987,2, 5,931,0,0,0,1,1,1,2,15,25,39,69,73,109,131,126,140,97,101,1
 3600200,1987,2, 6,416,0,0,0,0,0,3,2,10,15,20,31,41,49,65,66,44,35,35,0
 3600200,1987,2, 7,29,1,0,0,0,0,0,2,1,0,1,3,3,4,2,7,1,2,2,0
 3600200,1987,2, 8,93,0,0,0,0,1,0,1,1,1,2,5,5,8,15,14,19,11,10,0
 3600200,1987,2, 9,241,0,0,0,0,0,0,1,3,1,6,13,13,25,32,43,40,35,29,0
 3600200,1987,2,10,28,0,1,0,0,0,0,0,2,0,2,2,3,4,7,5,0,1,1,0
 3600200,1987,2,11,598,0,0,0,0,0,2,0,8,15,25,27,61,90,118,117,65,45,25,0
 3600200,1987,2,12,27,1,3,2,0,2,4,1,2,0,2,1,1,3,0,4,0,1,0,0
 3600200,1987,2,13,966,0,1,2,14,29,64,81,93,88,77,81,84,93,70,79,55,30,24,1
 3600200,1987,2,14,43,2,0,1,2,0,0,1,3,3,2,5,5,5,2,4,3,3,2,0
 3600200,1987,2,15,2314,2,0,0,0,1,20,65,140,215,265,218,226,278,259,217,197,121,90,0
 3600200,1987,2,16,376,0,0,0,0,4,25,41,49,40,41,18,17,40,33,32,18,8,10,0
 3600200,1987,2,17,330,0,0,0,0,0,0,2,5,18,15,36,41,57,53,46,28,17,12,0
 3600200,1987,2,18,326,0,1,1,3,2,4,9,6,25,14,27,43,43,43,43,44,9,9,0
 3600200,1987,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,1987,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,1987,2,21,193,4,1,0,0,0,0,2,1,2,5,13,24,25,30,43,23,12,8,0
 3600200,1987,2,22,191,0,0,0,0,0,0,0,3,5,5,10,19,24,23,37,30,18,17,0
 3600200,1987,2,23,30,4,0,0,1,0,0,1,2,1,2,4,2,3,4,4,1,0,1,0
 3600200,1987,2,24,163,8,3,6,2,5,6,5,6,5,8,8,12,24,23,20,10,10,2,0
 3600200,1987,2,25,148,0,0,1,6,14,12,18,18,19,15,12,12,5,1,4,6,1,4,0
 3600200,1987,2,26,53,0,0,0,4,8,6,8,5,1,2,2,0,7,4,3,2,1,0,0
 3600200,1987,2,27,339,1,1,2,2,3,4,4,7,8,17,24,24,40,51,46,50,27,28,0
 3600200,1987,2,28,99,0,0,0,0,0,0,0,1,1,1,3,8,16,13,19,16,14,7,0
 3600200,1987,2,29,225,15,4,7,4,3,1,6,6,8,7,5,12,14,26,34,28,29,16,0
 3600200,1988,1, 1,11232,45,25,22,75,84,186,163,220,334,437,689,1057,1495,1796,1798,1521,853,428,4
 3600200,1988,1, 2,509,1,1,1,1,2,7,5,12,28,39,50,68,97,75,52,39,15,16,0
 3600200,1988,1, 3,155,0,0,0,0,0,0,1,0,2,5,10,19,24,31,22,21,18,2,0
 3600200,1988,1, 4,417,0,0,0,0,0,0,5,4,9,11,19,39,54,73,76,74,31,22,0
 3600200,1988,1, 5,986,0,0,0,2,0,4,8,10,16,46,72,102,152,157,139,151,89,38,0
 3600200,1988,1, 6,614,0,0,0,1,0,1,3,4,17,45,50,73,114,95,87,69,35,20,0
 3600200,1988,1, 7,67,0,0,0,0,0,0,1,1,3,1,5,6,17,13,7,9,2,2,0
 3600200,1988,1, 8,79,0,0,0,0,0,0,0,1,1,2,4,6,8,18,17,15,4,3,0
 3600200,1988,1, 9,258,0,0,0,0,0,1,1,2,6,10,16,19,33,35,50,44,26,15,0
 3600200,1988,1,10,183,0,0,0,0,0,0,0,2,4,10,26,34,29,37,17,14,6,4,0
 3600200,1988,1,11,1756,0,0,0,1,1,1,1,6,25,44,88,201,295,348,323,271,107,44,0
 3600200,1988,1,12,36,0,1,3,7,2,1,2,1,2,2,5,0,4,3,2,0,0,1,0
 3600200,1988,1,13,1260,0,0,1,16,34,64,69,78,112,73,118,132,130,150,138,79,40,24,2
 3600200,1988,1,14,100,5,2,1,3,1,6,4,8,2,4,12,6,6,9,16,9,4,2,0
 3600200,1988,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,1988,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,1988,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,1988,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,1988,1,19,1708,0,0,0,0,0,0,0,1,3,4,12,79,168,314,388,371,243,125,0
 3600200,1988,1,20,142,1,0,0,9,12,39,21,19,18,10,5,3,2,1,0,0,1,1,0
 3600200,1988,1,21,288,6,1,0,0,0,1,0,6,13,11,32,32,39,36,46,38,21,6,0
 3600200,1988,1,22,543,0,0,0,0,1,2,1,3,5,17,31,53,78,97,103,72,51,29,0
 3600200,1988,1,23,31,0,0,0,0,0,1,1,3,1,4,1,6,4,2,5,1,1,1,0
 3600200,1988,1,24,234,8,6,7,9,10,11,9,16,11,13,19,23,27,28,22,11,4,0,0
 3600200,1988,1,25,42,0,0,0,2,0,4,2,5,2,1,5,3,5,7,4,1,1,0,0
 3600200,1988,1,26,76,3,0,2,11,4,13,2,6,4,5,2,5,6,2,4,3,4,0,0
 3600200,1988,1,27,432,0,6,4,3,6,15,14,11,13,31,32,38,54,52,63,48,27,15,0
 3600200,1988,1,28,134,0,0,0,0,0,0,1,2,4,4,9,15,18,21,25,21,8,6,0
 3600200,1988,1,29,405,17,7,3,8,6,7,6,8,12,14,25,26,39,60,57,49,42,19,0
 3600200,1988,2, 1,9829,50,24,25,52,78,162,270,413,565,641,632,851,1167,1263,1253,1090,728,564,1
 3600200,1988,2, 2,183,0,0,0,2,1,3,5,4,6,7,7,20,29,30,22,13,23,11,0
 3600200,1988,2, 3,123,0,0,0,0,0,0,0,0,2,2,0,5,12,20,25,19,14,24,0
 3600200,1988,2, 4,223,0,0,0,0,0,1,1,4,5,11,9,9,20,23,45,25,39,31,0
 3600200,1988,2, 5,932,0,1,0,1,3,3,7,9,18,45,50,79,115,142,133,155,82,89,0
 3600200,1988,2, 6,405,0,0,0,0,1,1,4,11,1,19,26,35,58,54,67,57,40,31,0
 3600200,1988,2, 7,24,0,0,0,0,1,2,0,2,0,1,1,1,3,4,3,3,2,1,0
 3600200,1988,2, 8,99,0,0,0,1,0,1,2,1,0,4,7,6,10,17,17,20,7,6,0
 3600200,1988,2, 9,252,0,0,1,0,0,0,0,1,3,3,7,18,32,41,48,42,35,21,0
 3600200,1988,2,10,24,0,0,0,0,0,0,0,0,0,3,1,2,6,6,2,3,0,1,0
 3600200,1988,2,11,611,0,0,0,0,0,0,3,8,22,25,24,63,106,88,117,80,51,24,0
 3600200,1988,2,12,16,0,0,4,3,1,0,0,1,2,0,1,0,1,1,0,0,2,0,0
 3600200,1988,2,13,1084,0,0,2,18,32,67,79,105,106,89,68,91,95,108,83,67,41,32,1
 3600200,1988,2,14,70,5,1,1,1,1,2,2,2,4,6,3,5,2,4,7,9,7,8,0
 3600200,1988,2,15,2503,0,0,0,0,2,18,60,133,245,262,247,244,313,286,250,205,137,101,0
 3600200,1988,2,16,364,1,0,0,1,3,16,47,39,48,39,20,22,38,39,19,18,8,6,0
 3600200,1988,2,17,344,0,0,0,0,0,0,1,4,4,17,33,61,64,63,43,35,11,8,0
 3600200,1988,2,18,298,0,0,1,3,4,3,4,13,13,29,31,25,30,41,46,33,9,13,0
 3600200,1988,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,1988,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,1988,2,21,217,3,1,1,1,0,1,1,4,5,11,13,14,27,47,29,25,23,11,0
 3600200,1988,2,22,223,0,0,0,0,1,0,1,2,4,5,9,12,20,35,41,44,27,22,0
 3600200,1988,2,23,33,4,0,0,0,0,0,2,1,3,0,3,2,5,6,4,3,0,0,0
 3600200,1988,2,24,174,8,5,6,7,5,4,3,8,8,10,7,19,16,22,12,17,11,6,0
 3600200,1988,2,25,135,0,0,0,3,8,20,23,27,14,7,5,4,5,3,6,5,4,1,0
 3600200,1988,2,26,55,0,1,1,2,7,5,6,6,0,1,3,4,3,5,3,4,4,0,0
 3600200,1988,2,27,365,2,5,1,4,2,3,5,7,12,16,17,40,47,54,67,43,25,15,0
 3600200,1988,2,28,118,0,0,0,0,0,0,0,3,3,2,3,11,13,18,19,23,13,10,0
 3600200,1988,2,29,277,20,7,7,4,1,3,7,6,11,8,16,17,23,26,41,40,21,19,0
 3600200,1989,1, 1,11744,53,19,30,50,78,149,174,253,351,459,625,1001,1677,1980,1906,1569,900,466,4
 3600200,1989,1, 2,552,1,0,1,0,3,12,13,17,21,41,46,78,98,84,71,33,21,12,0
 3600200,1989,1, 3,176,0,0,0,0,0,0,0,2,4,6,17,15,34,42,27,14,10,5,0
 3600200,1989,1, 4,374,0,0,0,0,0,0,2,2,7,22,22,32,48,63,54,62,42,18,0
 3600200,1989,1, 5,1126,0,0,0,0,1,2,5,10,29,45,67,112,188,192,185,153,93,44,0
 3600200,1989,1, 6,679,0,0,0,0,0,1,2,5,12,32,48,74,113,115,118,92,41,26,0
 3600200,1989,1, 7,76,1,0,0,0,0,1,2,2,1,3,2,11,9,20,15,8,1,0,0
 3600200,1989,1, 8,73,0,0,0,0,0,0,0,0,1,1,3,5,16,8,13,15,7,4,0
 3600200,1989,1, 9,270,0,0,1,0,0,0,0,3,5,4,16,23,35,47,54,41,23,18,0
 3600200,1989,1,10,203,0,0,0,0,0,0,0,2,3,11,22,30,53,34,26,15,7,0,0
 3600200,1989,1,11,1783,0,0,0,0,1,0,2,5,26,48,91,156,301,384,332,250,139,48,0
 3600200,1989,1,12,35,0,0,2,4,0,0,3,2,1,5,1,3,4,4,1,4,0,1,0
 3600200,1989,1,13,1236,1,0,4,10,25,40,69,74,101,92,89,116,176,145,135,83,49,24,3
 3600200,1989,1,14,73,3,1,1,0,4,4,4,6,5,3,7,3,11,8,5,4,3,1,0
 3600200,1989,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,1989,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,1989,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,1989,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,1989,1,19,1911,0,0,0,0,0,0,0,1,4,5,28,60,187,369,423,425,254,155,0
 3600200,1989,1,20,150,2,0,1,7,11,35,29,21,22,5,3,3,6,0,3,2,0,0,0
 3600200,1989,1,21,298,6,0,0,1,1,0,5,9,13,15,18,28,43,49,52,38,15,5,0
 3600200,1989,1,22,536,0,0,0,0,1,2,5,2,10,17,21,45,68,119,100,77,44,25,0
 3600200,1989,1,23,42,5,0,0,1,1,5,0,1,2,3,2,3,7,3,3,3,3,0,0
 3600200,1989,1,24,225,9,3,4,6,6,9,7,18,18,13,14,25,30,29,17,12,4,1,0
 3600200,1989,1,25,51,0,0,1,1,0,3,2,3,6,6,6,4,6,5,3,2,0,3,0
 3600200,1989,1,26,70,1,0,3,4,9,8,5,5,7,5,5,3,4,1,4,1,5,0,0
 3600200,1989,1,27,464,4,6,2,3,4,10,10,34,23,28,25,46,59,63,57,52,22,15,1
 3600200,1989,1,28,145,0,0,0,0,0,1,0,1,3,9,11,13,23,20,23,19,16,6,0
 3600200,1989,1,29,379,18,8,7,12,8,9,5,9,8,13,15,36,37,40,53,45,41,15,0
 3600200,1989,2, 1,9798,47,21,21,42,77,156,238,410,524,628,693,842,1155,1250,1246,1119,742,585,2
 3600200,1989,2, 2,199,0,0,1,1,0,4,3,9,4,6,14,14,27,30,29,25,13,19,0
 3600200,1989,2, 3,90,0,0,0,0,0,1,0,1,1,2,1,8,7,12,11,15,17,14,0
 3600200,1989,2, 4,209,0,0,0,0,0,1,2,6,5,6,11,10,16,29,34,42,22,25,0
 3600200,1989,2, 5,978,0,0,0,0,0,3,1,14,26,27,54,78,122,137,160,141,118,97,0
 3600200,1989,2, 6,443,0,0,0,0,1,0,4,4,11,23,25,39,56,66,67,68,34,45,0
 3600200,1989,2, 7,21,0,0,1,0,1,0,0,1,1,2,0,3,4,2,2,1,1,2,0
 3600200,1989,2, 8,93,0,0,0,0,0,1,1,0,1,5,3,6,3,13,16,20,17,7,0
 3600200,1989,2, 9,222,0,0,0,0,0,1,0,1,1,4,9,15,17,32,48,42,29,23,0
 3600200,1989,2,10,32,0,0,0,0,0,0,0,1,0,0,1,6,6,6,7,1,3,1,0
 3600200,1989,2,11,681,0,1,0,0,0,0,5,11,12,39,36,59,89,108,135,91,66,29,0
 3600200,1989,2,12,20,1,2,1,4,0,1,1,1,2,0,1,2,1,0,1,0,1,1,0
 3600200,1989,2,13,919,0,0,1,16,38,63,54,91,78,82,63,72,92,85,73,61,31,17,2
 3600200,1989,2,14,75,7,2,2,2,1,3,6,3,1,4,3,6,10,4,10,5,4,2,0
 3600200,1989,2,15,2525,0,0,0,0,1,10,54,150,239,276,259,251,307,288,248,218,139,85,0
 3600200,1989,2,16,365,0,0,0,1,5,25,35,47,34,27,32,29,35,40,24,17,8,6,0
 3600200,1989,2,17,317,0,0,0,0,0,4,2,5,10,15,33,54,61,51,41,24,7,10,0
 3600200,1989,2,18,382,0,1,1,5,3,6,4,14,17,17,37,33,59,61,44,35,23,22,0
 3600200,1989,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,1989,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,1989,2,21,212,4,1,0,1,0,1,1,0,8,10,11,19,46,30,24,35,14,7,0
 3600200,1989,2,22,199,0,0,0,0,0,0,1,0,0,7,13,12,26,37,23,32,24,24,0
 3600200,1989,2,23,29,3,0,1,0,0,0,1,2,0,0,3,3,2,6,4,3,1,0,0
 3600200,1989,2,24,168,5,5,6,1,2,6,10,12,9,12,6,10,23,22,14,17,5,3,0
 3600200,1989,2,25,135,0,0,2,2,12,9,26,13,11,15,9,7,5,5,7,4,5,3,0
 3600200,1989,2,26,47,1,0,0,6,8,7,6,0,4,0,0,3,2,3,1,3,0,3,0
 3600200,1989,2,27,370,2,1,0,1,1,1,11,12,19,17,22,31,39,47,58,48,33,27,0
 3600200,1989,2,28,118,0,0,0,0,0,0,1,0,1,2,2,10,17,19,19,22,15,10,0
 3600200,1989,2,29,248,20,8,5,2,2,3,4,4,6,6,9,13,21,28,29,38,24,26,0
 3600200,1990,1, 1,12109,52,36,25,67,78,135,186,212,324,453,690,1026,1627,2123,1835,1733,963,543,1
 3600200,1990,1, 2,543,0,0,0,1,5,8,15,16,23,38,63,74,88,70,65,45,25,7,0
 3600200,1990,1, 3,176,0,0,0,0,0,0,0,1,0,6,9,19,31,38,36,25,6,5,0
 3600200,1990,1, 4,411,0,0,0,0,0,1,1,4,10,12,22,48,58,59,63,73,35,25,0
 3600200,1990,1, 5,1031,0,0,0,0,1,5,3,6,17,43,69,101,169,178,172,140,77,50,0
 3600200,1990,1, 6,718,0,0,0,0,0,0,1,1,15,25,66,72,121,122,110,100,47,38,0
 3600200,1990,1, 7,86,0,0,0,0,0,0,3,0,1,5,8,5,17,14,16,10,6,1,0
 3600200,1990,1, 8,80,0,0,0,0,0,0,1,4,0,3,8,3,7,15,20,5,8,6,0
 3600200,1990,1, 9,268,0,0,0,0,0,1,0,4,4,9,21,18,46,48,37,36,24,20,0
 3600200,1990,1,10,218,0,0,0,1,0,0,1,2,3,15,14,25,47,55,26,17,9,3,0
 3600200,1990,1,11,1858,0,0,0,0,1,0,2,2,20,59,100,170,310,416,305,275,149,49,0
 3600200,1990,1,12,32,1,2,1,7,0,1,4,4,0,2,1,1,2,2,1,1,2,0,0
 3600200,1990,1,13,1183,0,0,1,11,17,48,57,82,96,80,95,105,133,138,133,102,51,33,1
 3600200,1990,1,14,81,3,1,0,3,3,1,4,4,3,4,5,7,10,6,11,9,6,1,0
 3600200,1990,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,1990,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,1990,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,1990,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,1990,1,19,2166,0,0,0,1,0,0,0,1,3,9,18,92,210,469,418,488,284,173,0
 3600200,1990,1,20,149,1,0,0,9,20,34,29,21,10,13,5,2,3,2,0,0,0,0,0
 3600200,1990,1,21,327,1,2,0,1,2,0,2,5,13,21,19,41,54,69,31,38,23,5,0
 3600200,1990,1,22,552,0,0,0,0,2,2,0,4,6,12,21,38,71,110,105,100,46,35,0
 3600200,1990,1,23,35,3,0,0,0,2,0,2,1,2,1,1,5,7,6,0,3,0,2,0
 3600200,1990,1,24,207,8,4,6,5,1,1,10,8,9,13,17,17,25,29,20,25,6,3,0
 3600200,1990,1,25,50,0,0,0,1,2,6,3,1,5,4,2,5,6,5,5,3,2,0,0
 3600200,1990,1,26,82,2,3,4,8,7,7,6,5,6,8,2,5,5,7,2,2,2,1,0
 3600200,1990,1,27,478,3,8,3,7,6,5,25,18,36,29,44,46,43,45,64,52,30,14,0
 3600200,1990,1,28,159,0,0,0,0,0,0,0,2,2,7,14,13,17,29,30,19,17,9,0
 3600200,1990,1,29,367,24,14,8,10,5,8,6,10,16,9,20,25,31,48,42,44,26,21,0
 3600200,1990,2, 1,10098,47,19,19,38,84,149,272,389,587,644,743,831,1094,1323,1296,1130,815,618,0
 3600200,1990,2, 2,217,0,0,1,0,2,2,3,3,14,10,11,20,26,27,34,26,24,14,0
 3600200,1990,2, 3,101,0,0,0,0,0,0,1,0,0,0,2,3,16,13,23,11,21,11,0
 3600200,1990,2, 4,225,0,0,0,0,0,1,1,5,6,4,8,12,14,33,36,40,28,37,0
 3600200,1990,2, 5,981,0,0,0,1,0,0,6,14,18,50,77,82,98,148,156,130,110,91,0
 3600200,1990,2, 6,434,0,0,0,1,1,2,8,4,18,20,32,27,39,70,71,49,60,32,0
 3600200,1990,2, 7,21,0,0,0,0,0,1,0,0,1,0,2,2,4,3,2,4,0,2,0
 3600200,1990,2, 8,102,0,0,0,0,0,0,0,0,4,2,3,4,12,17,16,18,16,10,0
 3600200,1990,2, 9,237,0,0,0,0,2,1,1,1,2,3,5,18,24,29,39,45,37,30,0
 3600200,1990,2,10,22,0,0,0,0,0,0,0,0,0,1,0,2,4,6,3,5,1,0,0
 3600200,1990,2,11,679,0,0,0,0,1,0,4,4,18,23,40,61,96,125,121,104,58,24,0
 3600200,1990,2,12,26,2,1,0,3,1,1,4,2,1,0,0,0,0,3,0,0,5,3,0
 3600200,1990,2,13,961,0,1,1,13,36,56,65,91,96,75,55,81,84,85,90,71,26,35,0
 3600200,1990,2,14,56,1,1,0,1,3,0,1,4,2,0,3,0,5,6,12,6,5,6,0
 3600200,1990,2,15,2628,0,0,0,0,2,17,72,131,245,294,273,243,298,326,283,215,136,93,0
 3600200,1990,2,16,390,0,0,0,1,2,16,41,58,48,42,23,34,30,27,24,21,14,9,0
 3600200,1990,2,17,374,0,0,0,0,1,0,3,5,14,17,33,51,69,52,56,41,21,11,0
 3600200,1990,2,18,328,0,0,1,1,2,3,7,10,14,26,26,27,43,48,49,34,23,14,0
 3600200,1990,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,1990,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,1990,2,21,246,7,0,0,0,2,0,0,3,6,13,23,28,30,32,37,36,17,12,0
 3600200,1990,2,22,188,0,0,0,0,0,1,3,1,4,2,8,19,18,38,24,29,28,13,0
 3600200,1990,2,23,35,6,0,0,0,0,2,0,0,1,3,2,1,3,3,2,4,5,3,0
 3600200,1990,2,24,183,8,6,5,3,7,4,6,6,15,6,16,13,27,20,13,15,10,3,0
 3600200,1990,2,25,146,0,0,1,3,10,17,16,10,16,9,9,13,12,9,7,6,6,2,0
 3600200,1990,2,26,43,0,0,1,4,5,7,3,2,1,3,4,0,3,2,5,3,0,0,0
 3600200,1990,2,27,338,3,3,0,1,1,7,8,9,11,12,29,28,37,42,42,46,31,28,0
 3600200,1990,2,28,147,0,0,0,0,0,1,1,2,3,3,9,11,13,29,20,22,23,10,0
 3600200,1990,2,29,257,15,7,7,6,4,5,6,9,7,7,10,7,23,32,29,34,26,23,0
 3600200,1991,1, 1,12634,59,26,25,58,78,151,196,233,340,433,663,1029,1671,2141,2167,1758,1074,532,0
 3600200,1991,1, 2,600,0,0,0,1,6,8,6,24,35,41,50,64,106,98,67,52,32,10,0
 3600200,1991,1, 3,170,0,0,0,0,0,0,0,1,1,5,5,19,28,29,40,25,13,4,0
 3600200,1991,1, 4,377,0,0,0,0,0,0,0,7,14,13,18,30,43,71,67,56,41,17,0
 3600200,1991,1, 5,1150,0,0,1,0,2,1,12,2,13,37,84,98,180,209,196,179,89,47,0
 3600200,1991,1, 6,737,0,0,0,0,0,2,2,4,13,24,60,98,103,138,122,86,57,28,0
 3600200,1991,1, 7,119,0,0,0,2,0,0,4,4,6,6,5,7,18,30,21,10,2,4,0
 3600200,1991,1, 8,72,0,0,0,0,0,1,0,0,2,4,2,6,11,10,15,10,7,4,0
 3600200,1991,1, 9,265,0,0,0,0,0,0,2,0,3,7,12,30,38,37,49,37,28,22,0
 3600200,1991,1,10,194,0,0,0,0,0,0,1,0,4,3,9,23,44,44,29,21,12,4,0
 3600200,1991,1,11,1834,0,0,0,0,1,1,0,7,21,51,96,190,317,386,324,253,128,59,0
 3600200,1991,1,12,36,1,1,5,6,1,1,1,3,2,0,3,0,1,2,3,4,1,1,0
 3600200,1991,1,13,1169,1,1,2,16,10,40,60,64,87,85,92,113,132,137,150,103,50,26,0
 3600200,1991,1,14,91,2,0,0,1,1,2,4,7,6,5,6,7,6,15,12,11,5,1,0
 3600200,1991,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,1991,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,1991,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,1991,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,1991,1,19,2438,0,0,0,0,0,0,0,0,2,3,33,92,241,442,587,511,358,169,0
 3600200,1991,1,20,171,1,0,0,11,20,36,35,23,14,12,6,3,4,4,0,1,0,1,0
 3600200,1991,1,21,354,3,0,0,0,1,3,3,8,10,22,20,42,49,60,59,41,16,17,0
 3600200,1991,1,22,467,0,0,0,0,1,0,2,5,7,11,21,35,59,80,86,82,53,25,0
 3600200,1991,1,23,32,7,0,0,0,1,2,1,1,2,1,1,10,1,2,1,2,0,0,0
 3600200,1991,1,24,224,7,8,3,3,5,10,4,10,18,11,13,23,28,29,19,20,9,4,0
 3600200,1991,1,25,75,0,0,1,1,1,5,8,6,9,7,6,5,9,5,6,4,2,0,0
 3600200,1991,1,26,58,1,1,2,2,11,7,5,5,4,4,4,1,2,3,2,1,2,1,0
 3600200,1991,1,27,507,6,3,4,6,7,14,28,26,31,22,38,38,54,61,68,49,31,21,0
 3600200,1991,1,28,146,0,0,0,0,0,0,0,1,4,10,12,9,21,19,34,18,15,3,0
 3600200,1991,1,29,368,23,10,7,8,8,6,8,12,12,21,16,9,46,49,46,35,35,17,0
 3600200,1991,2, 1,10729,41,20,22,50,82,144,274,363,600,705,811,888,1177,1425,1362,1255,884,626,0
 3600200,1991,2, 2,246,0,0,0,0,0,1,0,7,10,16,17,27,27,43,39,31,14,14,0
 3600200,1991,2, 3,118,0,0,0,0,0,0,0,0,0,2,3,5,17,22,15,15,23,16,0
 3600200,1991,2, 4,236,0,0,0,0,2,1,3,7,4,7,15,9,20,22,42,41,31,32,0
 3600200,1991,2, 5,1068,0,0,0,0,0,3,7,11,19,44,70,79,117,148,164,170,136,100,0
 3600200,1991,2, 6,460,0,0,0,0,0,1,1,7,14,15,31,35,58,81,76,66,47,28,0
 3600200,1991,2, 7,26,0,0,0,0,0,1,0,1,0,0,1,1,4,4,4,1,4,5,0
 3600200,1991,2, 8,112,0,0,0,0,0,0,0,1,3,4,5,11,6,17,19,18,19,9,0
 3600200,1991,2, 9,261,0,0,0,1,0,0,2,2,5,8,10,15,31,42,37,43,39,26,0
 3600200,1991,2,10,26,0,0,0,0,0,0,0,0,0,1,4,3,5,6,3,4,0,0,0
 3600200,1991,2,11,667,0,0,0,0,2,0,1,2,19,31,45,54,100,114,122,109,51,17,0
 3600200,1991,2,12,19,0,0,0,0,3,2,0,1,3,1,0,1,0,2,2,1,2,1,0
 3600200,1991,2,13,966,0,0,4,20,30,49,86,66,81,86,69,84,87,90,72,71,38,33,0
 3600200,1991,2,14,57,2,1,3,1,2,1,5,2,1,4,3,1,7,4,4,6,4,6,0
 3600200,1991,2,15,2947,0,0,0,0,5,20,59,139,271,320,302,313,343,367,304,238,154,112,0
 3600200,1991,2,16,387,0,0,0,1,2,17,43,36,58,31,35,23,26,39,26,27,13,10,0
 3600200,1991,2,17,355,0,0,0,0,0,0,2,8,12,13,27,47,54,63,60,38,26,5,0
 3600200,1991,2,18,340,0,0,1,2,3,3,8,6,20,24,42,35,37,53,36,34,21,15,0
 3600200,1991,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,1991,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 3600200,1991,2,21,260,7,2,0,0,1,1,3,4,7,7,14,25,38,41,39,38,26,7,0
 3600200,1991,2,22,175,0,0,0,0,0,1,1,0,5,4,6,13,17,22,35,22,23,26,0
 3600200,1991,2,23,42,2,0,0,0,0,1,1,5,1,2,4,5,3,4,6,4,1,3,0
 3600200,1991,2,24,192,2,7,9,8,2,9,9,7,11,12,9,16,21,17,27,15,10,1,0
 3600200,1991,2,25,157,0,0,0,5,12,15,19,14,16,15,18,9,9,9,6,7,1,2,0
 3600200,1991,2,26,56,0,0,1,6,9,6,7,5,2,0,3,0,5,0,3,2,5,2,0
 3600200,1991,2,27,409,2,0,1,1,5,7,8,15,16,16,14,27,39,67,61,67,43,20,0
 3600200,1991,2,28,115,0,0,0,0,1,0,0,1,3,8,5,4,14,15,15,25,14,10,0
 3600200,1991,2,29,249,18,8,2,3,2,2,5,3,5,12,9,5,17,35,37,29,33,24,0
 3600200,1992,1, 1,13230,50,35,27,56,87,131,189,244,335,484,673,1013,1746,2209,2171,1965,1161,654,0
 3600200,1992,1, 2,635,0,0,1,1,4,9,19,14,30,52,54,67,111,103,76,48,37,9,0
