,TCGA.02.0001,TCGA.02.0003,TCGA.02.0006,TCGA.02.0007,TCGA.02.0009,TCGA.02.0010,TCGA.02.0011,TCGA.02.0014,TCGA.02.0021,TCGA.02.0024,TCGA.02.0027,TCGA.02.0028,TCGA.02.0033,TCGA.02.0034,TCGA.02.0037,TCGA.02.0038,TCGA.02.0043,TCGA.02.0046,TCGA.02.0047,TCGA.02.0052,TCGA.02.0054,TCGA.02.0055,TCGA.02.0057,TCGA.02.0058,TCGA.02.0060,TCGA.02.0064,TCGA.02.0069,TCGA.02.0071,TCGA.02.0074,TCGA.02.0075,TCGA.02.0080,TCGA.02.0083,TCGA.02.0085,TCGA.02.0086,TCGA.02.0089,TCGA.02.0099,TCGA.02.0102,TCGA.02.0107,TCGA.02.0113,TCGA.02.0114,TCGA.02.0115,TCGA.06.0122,TCGA.06.0124,TCGA.06.0125,TCGA.06.0126,TCGA.06.0128,TCGA.06.0129,TCGA.06.0130,TCGA.06.0132,TCGA.06.0133,TCGA.06.0137,TCGA.06.0138,TCGA.06.0139,TCGA.06.0143,TCGA.06.0145,TCGA.06.0147,TCGA.06.0148,TCGA.06.0154,TCGA.06.0156,TCGA.06.0157,TCGA.06.0158,TCGA.06.0166,TCGA.06.0168,TCGA.06.0171,TCGA.06.0173,TCGA.06.0174,TCGA.06.0176,TCGA.06.0178,TCGA.06.0184,TCGA.06.0185,TCGA.06.0187,TCGA.06.0188,TCGA.06.0189,TCGA.06.0190,TCGA.06.0195,TCGA.06.0197,TCGA.06.0208,TCGA.06.0210,TCGA.06.0211,TCGA.06.0214,TCGA.06.0219,TCGA.06.0221,TCGA.06.0237,TCGA.06.0241
GABRB1,0.63751,1.4095,0.22816,0.42892,2.5,-0.67587,1.86409,-1.29549,2.5,0.9653,1.55199,-0.12029,-2.5,-0.72257,-1.62576,-2.24097,0.80116,2.42484,-0.80058,-1.60456,1.15261,-1.30346,1.18555,2.5,1.64565,0.22427,-2.5,-0.1351,-1.0719,0.60561,0.46399,-0.65617,0.40719,-0.58028,0.29647,-1.1927,1.97869,0.59065,2.37752,-2.5,2.38369,-0.29728,1.21277,-0.71868,2.27103,-2.5,-1.51082,-2.5,1.93048,0.6147,-0.0783,1.02543,-1.66484,-1.56139,-0.26724,-0.98731,-1.76772,1.26735,1.47955,1.32852,0.08051,1.03032,2.48233,-0.62912,-0.32241,-1.22536,-2.5,-1.31011,2.31024,-0.95127,-2.5,1.95457,1.40613,0.40659,2.5,0.34447,0.21288,-1.24992,1.01274,2.27131,1.18893,-0.49622,2.11417,0.01649
CHI3L2,1.36954,0.05067,1.98746,1.31175,-1.41862,-1.02813,-2.5,-2.5,-1.22519,-0.14047,-2.33757,-1.9747,0.84637,1.07953,2.5,1.3103,-0.92621,-0.02291,0.85559,0.00827,0.84144,0.0846,0.9853,-1.65747,-1.34629,2.5,-2.5,1.85492,0.18962,-0.69555,-2.5,-0.05228,1.32694,0.76344,2.27026,2.29339,2.5,2.5,-1.49259,-1.95173,0.63205,1.16813,0.83326,0.7926,-0.36895,-0.94225,-1.52401,-1.58001,2.29353,0.40222,-0.56135,1.56246,2.09124,2.28775,-0.77837,0.28518,-1.014,2.38942,2.27191,2.5,0.91117,-0.97837,2.5,0.77026,0.68119,-1.3053,-1.9286,-0.3923,-0.42274,0.35542,2.04342,-0.14001,0.30446,0.74499,-1.54015,1.03455,0.38358,1.13284,-0.12967,1.10441,-0.20934,-0.62882,1.24419,-0.10121
IGFBP2,0.64879,1.35376,1.11438,-0.50406,0.68316,0.16951,-2.5,0.29803,1.49343,1.61924,1.13162,1.33867,0.78165,0.4826,1.51561,0.70346,2.18582,2.03761,0.13841,-0.07099,0.94756,0.67289,0.65223,-2.5,-2.06573,-0.66517,-0.28063,1.04333,-0.72173,0.8702,-2.5,1.53727,-0.43481,0.89654,-0.24731,0.7012,0.66138,-0.17343,0.0782,0.9933,0.70493,1.20807,1.41792,0.62545,0.54216,-2.5,-2.5,-0.67857,-2.15324,-1.64018,1.41243,-0.14119,-1.41353,1.07171,1.75291,0.35844,1.3154,0.31586,-0.948,0.70368,0.02064,1.2828,-1.12875,0.00785,0.55986,1.57638,0.95827,-2.5,0.77981,-0.09192,0.38596,-0.07525,0.11136,1.45271,-1.53345,-0.69898,0.46841,2.17367,0.84683,0.57964,-0.24524,-2.5,-0.83597,0.16238
CXCL10,0.47082,-0.49587,0.21657,-1.46984,0.02822,-2.17114,-2.5,-2.31149,2.03653,-1.91209,-1.97031,-2.5,-0.07064,-0.08672,0.23671,0.38143,2.5,0.41262,0.306,0.80091,0.8739,0.73631,-0.23257,1.21518,-0.4866,1.79648,-2.17456,0.45095,-1.47716,-0.21278,-2.5,2.17529,1.51045,-1.49647,1.62353,0.26695,1.37842,0.50433,0.06525,0.58527,2.5,2.38869,-1.00645,-0.16982,0.01254,0.18583,1.08246,2.5,0.93981,2.5,-1.40892,0.94483,2.47708,2.01752,2.5,2.5,-2.5,2.26013,0.39591,-0.35129,0.47944,-0.39966,1.69535,1.90151,-0.31088,-1.17481,0.22861,0.48654,-0.65651,1.26848,1.8184,-2.05045,-0.66979,-0.60116,1.48758,1.98261,0.54517,-1.29606,-0.40611,0.86895,2.5,0.39637,2.36243,0.20109
COL3A1,-0.44379,-1.32745,0.12839,-1.11637,-1.47189,-0.76469,-0.99411,-1.17163,-0.21747,-0.0889,0.45463,-0.36948,0.80059,2.5,0.42573,0.33821,0.08693,-1.22651,0.14249,0.00578,-0.04019,2.5,0.25244,-2.5,-0.76366,2.5,2.5,1.18193,1.10558,2.44747,-0.34962,-1.28533,2.5,1.11353,0.31188,2.5,1.20875,2.5,-0.74743,-0.94997,0.70803,0.41639,1.14641,0.41757,-0.84524,0.51303,-2.5,2.5,1.16767,-2.5,0.52056,-0.01763,2.5,0.80312,-0.40628,2.5,1.95972,1.76264,0.21836,-0.04232,-0.63006,-0.25176,0.3998,0.53349,1.31252,-0.45946,2.27952,-0.84082,0.16424,-1.22161,0.18796,0.14967,2.5,2.4716,-2.5,-0.36623,-0.79462,-0.61381,-0.25797,-0.43574,-1.48907,-2.5,-1.34955,-0.66304
CP,0.19709,-1.05893,1.66676,2.5,-1.63308,-1.33347,-2.5,-1.81023,-2.14638,-0.40945,-0.40863,-1.70841,2.5,1.13408,2.5,0.45676,-1.03786,0.04387,0.89759,0.9039,-0.15835,1.54193,1.44922,2.04821,-2.44328,1.32312,-2.5,0.15031,-0.01306,-0.62468,-2.5,0.21399,0.22423,0.52498,2.239,2.5,-1.14925,2.5,-2.5,-1.69565,0.16344,1.87252,2.23716,-0.22603,-1.25903,-2.27506,-2.28249,-1.20603,1.65325,0.20996,-2.39961,-1.21606,2.36915,0.74014,-1.14472,-0.14142,1.46575,1.39556,2.40059,-0.2948,1.00709,0.32029,1.45408,-0.51671,-0.17468,-1.23885,1.50047,-0.25073,-0.19671,0.62569,1.63957,0.74278,0.05456,-0.08534,-1.59131,-0.30962,-1.83005,0.93989,0.65103,0.47863,-0.33582,1.15219,-0.47101,-1.26012
LOX,-2.17006,-1.39443,0.5791,0.48123,-2.5,-2.18466,-1.65381,-2.5,-0.64328,-0.86871,-1.62385,-1.50856,2.29087,2.5,2.13499,0.79083,0.2299,-0.38824,-0.75806,-0.49967,-0.35106,2.5,0.28013,-1.97435,-1.14668,1.17326,-1.65601,1.49042,-0.93283,2.5,-2.31535,0.94316,-0.2591,0.2735,0.32102,0.39664,0.36528,1.97977,-1.07737,-1.56128,0.11664,1.27864,2.11789,0.80078,-0.94911,-2.39314,-2.26626,1.52971,0.42053,-2.5,-0.46945,0.87434,2.35382,1.03397,-1.63638,2.17513,1.28015,1.93832,1.75642,-0.15902,-0.42293,1.22855,1.46559,-0.49993,0.90532,0.34613,2.5,-1.71629,-0.066,-0.80172,0.78494,-0.26676,2.3522,2.35627,-1.09209,2.5,-1.35253,1.7333,-1.67764,0.13472,-0.73129,-1.59577,-0.23249,0.3819
PDGFRA,-2.05852,1.02505,-1.07161,-1.03489,0.06196,2.20984,1.9192,2.5,-2.21513,2.5,-0.25045,1.70974,-0.75655,0.5071,1.82241,-0.76678,1.49383,0.54637,1.06217,-0.2242,0.06494,0.8278,0.85065,-1.39836,1.05165,-1.32926,2.5,0.49743,2.5,-0.16314,0.24775,0.05613,-0.40274,-1.92829,-1.53902,0.78708,-1.26262,-1.53938,-2.5,1.28049,-2.5,-0.37319,-0.03243,0.30307,-0.42009,0.23724,1.24262,0.69672,-0.73021,-1.11368,-1.10123,-1.26485,-0.06329,0.83443,-1.16387,-0.99969,-1.20099,-0.51155,2.32313,-1.02087,0.27419,2.5,-0.29048,0.53923,0.4036,2.5,-0.06218,-0.03586,-0.96466,-1.2549,-2.5,1.44165,-0.7422,0.0547,1.07366,-1.38716,-0.39507,0.27833,1.7664,2.5,-0.69587,1.75722,-0.2046,2.5
ASPN,-0.37712,-0.9767,-0.23599,-0.34719,-1.3381,-1.09116,-0.15506,-0.94624,-0.16451,-0.75512,1.63064,-0.7137,0.61043,2.5,0.23555,1.06896,-0.64919,-0.2481,-1.6742,0.7228,0.37974,2.5,0.81247,-1.34975,-0.40864,2.5,1.66184,0.26463,-0.26988,2.40757,-0.8085,-1.52162,1.52434,2.5,-0.86338,1.59123,0.46968,2.5,-1.47004,-1.27592,0.31486,-0.2798,1.56071,0.23284,-0.67999,0.46721,-1.17896,2.5,0.43875,0.02011,1.34847,1.04965,2.5,0.09951,0.54954,2.5,1.59668,2.5,-0.61965,0.28708,-0.74336,-1.21543,-0.06084,0.59769,0.11005,-0.28618,0.32531,-0.0789,1.542,-0.12281,0.65489,-0.43557,2.5,2.5,-1.05758,-0.14613,0.95801,-1.17144,-0.67504,-0.45854,-0.61288,-1.23092,-0.38713,-0.96244
VEGFA,-1.60929,-0.65826,1.22956,0.64506,-1.9443,-0.53063,-0.4864,-2.44829,-0.10161,-0.78852,-0.94196,1.17272,1.37632,0.49397,2.33287,0.78631,2.5,2.16888,0.16134,-1.47326,-1.57089,0.33391,1.50451,-2.5,0.84561,0.74929,0.0847,1.91174,0.63781,2.5,-1.73509,1.71786,-2.41786,1.05495,0.20333,-0.0022,2.5,0.62245,0.26325,0.3155,0.89172,2.03513,2.21494,2.17944,-0.57218,-1.83722,-2.5,-2.06296,-1.27489,-2.5,0.88193,0.38993,-0.56157,2.13063,-0.51744,-0.16528,1.87795,2.42091,0.81669,-0.40542,0.77752,-0.83108,-0.32851,-1.43781,0.74895,1.47334,1.21642,-2.5,-1.09061,-0.27709,1.05255,1.37159,-0.27224,1.10427,-2.5,-0.03146,-1.34771,2.5,-1.54996,0.30376,0.46476,-2.5,-1.38301,-0.14479
CH25H,1.34609,-1.09373,0.29692,-1.36833,0.43986,0.64695,-2.12133,-2.5,-1.21181,-2.14684,0.27706,1.65634,0.36796,0.96867,-0.99569,1.80817,-1.7567,1.58548,1.48971,1.42209,0.43085,1.9085,1.29688,1.65794,-1.84125,2.07645,-2.5,1.10007,-0.31691,0.41991,1.03425,0.70186,1.74135,2.5,2.5,1.06512,0.12827,2.5,-2.5,-2.41241,1.00193,2.29533,2.5,0.57224,-2.40931,1.56815,0.96165,1.76919,1.48901,0.59117,-1.7434,1.58268,2.3353,1.21709,-0.708,2.17134,1.05236,-0.53796,1.15383,-1.50692,2.14843,0.14616,1.82481,-0.60256,-1.17291,-0.95868,2.44584,-1.14943,-0.20222,0.7651,0.56079,-1.12468,-0.75822,2.5,1.06982,0.61888,0.04049,0.37038,-1.49147,1.73186,-0.53515,-0.18192,-1.41364,-0.61866
MEOX2,0.95202,1.36806,0.72525,-0.53413,2.5,-2.33354,-2.22409,-2.34343,2.2717,-2.01055,-0.09578,-2.26578,0.22595,-1.13516,0.54366,1.91956,0.86729,1.19061,-2.14608,-1.89492,-1.45733,-0.66192,1.13189,-2.10018,-0.32268,-0.88205,-0.9372,1.30317,-1.02062,0.78069,-2.00365,1.72388,0.89526,1.63634,0.99687,0.69509,1.63705,-0.40958,-1.89849,-2.15886,2.26513,0.95782,0.89233,2.42099,1.54949,-2.33099,-2.43865,2.48216,-0.30105,0.55673,1.63708,0.18555,-1.80825,-0.07542,2.5,-0.36616,1.34173,-0.5455,-1.62401,1.92515,1.03572,-0.41006,0.16602,1.1542,0.98098,1.57969,-1.24584,-1.95716,2.43401,1.46414,1.53887,0.35883,0.87054,1.66755,-1.53962,-0.52284,1.58767,1.21666,2.30371,2.06441,1.1558,-1.9934,1.03688,1.12874
CCL2,1.06897,-1.09762,2.04628,-0.42842,-2.18195,-1.92372,-2.5,-2.5,-2.27329,-1.88965,0.11139,-2.5,2.2589,2.16908,1.04796,0.17488,-0.15364,-0.45373,0.56856,1.57305,-0.4231,1.83942,0.46309,1.18149,-0.48162,1.49714,-1.92248,1.24752,-0.39593,0.14718,-2.5,1.30478,1.39284,1.61318,2.30346,1.19545,1.8885,2.5,0.43478,-2.5,0.66444,1.50566,1.1692,0.31242,-0.42975,0.23195,-1.97837,2.5,1.15564,1.46126,-0.50878,1.3782,2.5,2.5,-1.0133,2.07412,0.22473,1.52355,0.4868,0.56117,0.23911,0.53168,2.04914,0.62812,-0.12089,-0.30041,-1.233,-0.23804,-0.67819,-0.9663,1.32785,-1.51869,0.25462,1.8733,-1.45792,1.15025,-0.0922,1.6894,-1.37109,-0.3716,1.23089,-0.59181,0.08148,0.17292
COL1A1,-0.23593,-1.10412,0.08506,-0.8838,-1.77126,-0.9202,-1.27066,-1.31601,-1.07751,-0.0045,0.08469,-0.76354,1.22089,2.5,0.21661,-0.07758,-0.05848,-1.15443,0.27429,-0.11013,0.07864,2.5,0.3855,-2.29356,-0.78169,2.5,2.5,0.88696,1.09398,2.39724,-0.47314,-1.19455,2.5,0.6369,0.22746,2.5,1.0756,2.5,-0.66357,-1.32468,0.60838,0.53893,1.29872,-0.03837,-0.99468,0.20499,-2.11966,2.5,0.66421,-1.68731,0.23901,-0.33078,2.5,0.43728,-0.5262,2.5,1.94766,1.86884,-0.06299,-0.79089,-0.95807,-7e-04,0.39314,0.13755,1.09201,-0.7136,2.5,-0.95226,-0.47232,-1.45133,-0.27578,-0.47831,2.5,2.30977,-2.28946,-0.4347,-1.58221,-0.29932,-0.62379,-0.36893,-1.63382,-1.9223,-1.3742,-0.76209
RARRES2,0.76588,1.84316,0.94867,1.97364,-0.5123,-2.5,0.23129,-2.5,-1.32907,-1.53679,0.16517,-2.5,0.61095,2.5,1.62147,0.74913,-1.67946,0.21306,-2.12878,0.10203,1.15711,2.5,0.15508,-2.00849,2.5,1.1479,0.65454,0.18401,0.40069,1.21043,-2.5,0.94561,0.49537,-0.66316,0.21499,0.63571,1.16596,2.29158,1.22886,-2.5,-0.54689,0.39971,0.88656,-1.00457,-0.96172,-2.5,-2.5,-0.06859,0.42695,1.60878,-2.06937,0.80088,2.28746,0.38985,0.65054,0.0629,1.24236,-0.86065,1.1012,1.00408,-0.9269,-0.23775,1.93935,-0.11398,1.45416,0.82536,0.61849,-2.18125,-0.3451,-0.06144,1.56926,1.23309,0.54075,1.2384,2.5,1.27988,-1.82087,0.88697,-0.66521,-0.86916,-0.6446,-2.03537,1.78808,1.05213
CCL20,-1.04349,-1.32938,1.48627,-0.65354,-1.22051,-1.13708,-1.234,-1.32582,-1.20095,-0.96015,0.52302,-0.99059,2.5,2.5,2.27212,-0.7655,-0.49105,-0.51593,-0.28803,-0.12136,-0.70606,2.5,-0.21917,0.29672,-0.75025,0.25739,-1.56898,0.40599,-0.14527,0.07793,-1.36327,0.26211,-0.77655,2.22476,1.13109,1.74044,0.32413,1.84434,-1.12552,-1.6314,-0.79702,1.75673,1.95733,-0.87003,0.22885,-0.75141,-1.22849,-0.38891,1.37632,-1.1709,-0.92016,1.32492,2.5,2.5,-0.90324,2.24083,-0.93839,2.07791,2.5,-0.47885,-0.74157,2.5,0.43403,-0.16024,0.49239,-0.74193,0.40361,-1.02513,-0.60725,-0.1404,2.06132,-0.74878,0.6576,2.5,-1.00521,1.52889,-0.2401,1.92989,-0.9856,0.49856,-0.00659,-0.63617,-1.0541,0.56087
FMOD,1.90676,0.96996,0.35007,2.5,0.23128,-2.5,-2.5,-1.91048,2.5,-1.107,-0.13367,-2.27947,0.97539,1.85582,1.20237,0.18923,-0.43746,-0.80364,-1.95815,-1.15452,0.81758,1.3342,0.40092,-2.07606,-2.37892,0.47356,1.37155,0.38895,-0.01409,-0.39503,-1.89553,1.17143,1.14481,-1.43354,0.75551,1.26093,2.08537,0.9735,-1.99878,-2.5,0.34865,1.93809,1.93961,0.88447,1.12443,-0.57191,-2.33432,1.14006,0.7894,1.21256,0.1734,-0.33128,0.4665,2.5,-0.08118,0.99109,0.39521,1.68316,0.93323,1.11341,-0.3199,-1.31799,-1.4955,-0.53816,-0.5162,-0.23374,-2.42738,-1.28052,-0.67947,-0.22232,1.11851,-0.05574,0.75503,2.08436,-1.22473,0.1166,0.20216,2.5,-0.50342,0.53639,-0.19006,-1.77006,0.49197,-0.5164
NDN,-0.55366,1.7507,1.6444,2.34832,-2.5,1.52789,2.38761,2.00644,-1.84742,2.29142,0.8512,1.68953,0.89649,-0.39427,-2.31046,1.03564,-2.5,0.55462,1.47777,-0.96402,-1.81388,1.12758,0.80193,1.52545,1.83835,1.26551,2.23165,0.09183,0.04386,-2.47217,0.76538,-1.42661,1.82304,0.99551,-0.32898,1.88371,-1.34319,0.7695,-2.5,1.63775,-0.11111,-1.54939,-1.99661,-2.39779,-1.84678,0.81786,1.4877,1.65487,0.97973,0.81914,-0.6933,1.22036,0.77601,1.16565,-2.22515,-0.05656,0.58447,-1.46511,1.04445,-1.86001,-0.902,-1.1387,0.24874,1.68201,-0.47031,-1.3807,-2.4873,1.9866,-1.20272,-1.38738,-0.10006,-1.63716,0.73057,1.6182,0.32309,1.6596,1.10356,-1.80738,-1.05362,-0.05528,1.63093,1.53135,-0.15262,1.53063
TDO2,2.5,-1.28103,1.98015,0.14829,-1.74445,-0.59799,-1.67857,-1.50041,-0.94865,-1.66524,-1.18739,-1.0982,1.64672,2.5,0.64247,0.74055,-0.00731,-1.42871,2.5,1.0698,2.5,1.88056,-0.31206,-1.41574,0.31116,2.5,-1.39562,0.66752,-1.44905,1.82893,-1.44813,0.87881,0.0276,-0.0048,1.07401,0.82883,1.75653,1.40302,0.85437,-0.73964,-0.33797,2.26756,2.5,0.3045,-1.03141,-0.03727,-1.78251,1.08827,2.05557,-0.48431,-1.14869,-0.3275,2.5,1.35809,-0.23721,2.08655,-1.43434,0.68869,1.37689,0.55057,-0.75454,-0.30574,1.27992,-0.80786,0.25362,-0.8038,2.5,-0.82806,0.54821,-1.325,0.61737,0.01156,1.35191,0.80295,-1.42658,0.30925,0.81727,-0.0524,-0.87589,2.09238,0.80318,-0.6658,-0.5598,-0.51552
C21orf62,1.02413,1.2824,2.41034,0.09218,1.02653,-2.5,-2.5,-2.5,-0.36064,-1.55502,-0.17137,-0.70632,0.71138,0.84662,0.35389,1.177,0.24441,0.56715,0.03478,-0.86952,1.1161,-2.5,0.31614,-0.28704,0.80721,1.30312,-2.5,2.01234,-0.65799,1.84008,-2.07312,-0.4724,0.70342,0.84935,1.49357,1.54462,2.24558,2.30659,0.63522,-2.5,1.43003,-0.65759,1.72509,0.82768,1.55056,-1.76842,-2.47992,-2.5,-0.48472,0.32806,0.86347,0.97684,-0.81644,1.24368,1.06123,0.5561,-0.89847,-0.11263,0.01151,-0.17599,2.12643,0.61331,2.5,1.01989,-0.48339,-0.225,-0.18191,-1.74567,0.64131,0.04214,1.26022,1.23901,1.34815,1.9906,-1.97445,1.84186,0.37028,1.43689,0.54268,0.68006,-0.59296,-2.5,-0.18535,-1.67981
PDPN,0.42325,0.92758,1.84215,0.28926,0.29239,-2.5,-2.5,-2.5,0.66195,-2.5,-0.53329,-2.5,1.78058,1.7533,1.36511,1.01048,1.03549,-0.04444,0.39826,0.47597,0.4903,0.96001,-0.43397,-2.5,-0.40916,1.89246,-2.5,1.17496,0.17327,1.06962,-2.5,1.76813,-0.21514,1.76263,0.58695,0.93803,1.51056,1.47659,0.30487,-0.22979,-0.70773,1.37013,1.32462,0.69835,-0.13157,-1.3027,-2.03416,-0.11391,0.24587,0.02824,1.20327,1.13304,1.22736,1.27374,1.01822,0.86456,0.46547,1.8265,-0.20949,0.60381,0.51761,-0.56343,-0.0295,-1.14461,0.9678,0.77032,0.64945,-1.63127,0.65066,0.07276,1.77845,-0.25883,0.77399,1.28358,0.48843,2.03815,0.47701,1.48449,0.43349,0.2103,0.86961,-2.19783,-0.19227,-1.74127
CYP1B1,1.73457,-1.36615,0.03379,-0.88397,-0.60219,-1.76187,-2.0095,-1.51084,-1.41806,0.2755,2.18921,-1.88306,2.08384,2.35552,-1.2714,0.18883,-0.88756,-1.20973,-0.67077,-0.22869,-0.05169,2.5,-0.84956,-0.81295,-1.15566,1.99275,2.5,0.31261,-0.1721,-0.47623,-1.21474,-1.52772,0.29404,0.74594,-0.23548,2.5,1.49333,2.5,-0.00062,-2.03302,0.51392,-0.31886,2.08159,-0.13552,-1.51746,-0.06288,-1.77591,2.01066,1.56429,-0.08139,0.08541,-0.6478,2.5,2.02413,-0.58341,2.5,1.58475,2.17195,0.86132,-0.98295,-1.70371,0.50894,0.1322,0.56774,1.01662,-1.70623,2.5,-0.36263,-1.39564,-1.15118,0.08286,-0.67562,2.5,2.08665,-0.8698,-0.79195,-1.06688,-0.35739,-1.79617,-0.56233,-1.08223,-1.40315,-1.30906,-0.92194
PROM1,-1.48464,1.02585,2.18127,2.5,0.30647,-1.36096,2.15866,1.12246,-1.35481,2.37851,-1.43356,-2.5,-1.24711,0.89031,0.10422,1.1778,1.25502,2.28598,1.97624,1.07905,0.4787,-1.51136,0.1032,-0.99997,0.28448,-1.93802,2.10071,0.56924,1.54032,-1.73758,-1.04694,2.22368,0.83025,-2.26917,0.67874,2.5,2.5,-1.36884,-0.9234,1.65969,-1.9953,-1.28539,-1.8977,0.33223,0.19752,-0.47629,0.35718,-1.93908,-1.45937,-0.10091,0.53121,1.46851,-1.56153,1.15995,-0.01802,-2.05269,-2.15817,-2.04182,0.68818,0.54962,2.10635,1.49343,-0.77014,0.32989,1.07731,2.5,-0.03933,-0.4275,-0.71974,-0.37031,-1.21445,2.5,-1.87689,-0.26849,-1.28388,-0.9338,-0.56078,2.13541,0.46754,1.21934,0.47171,-2.06451,-0.21905,0.53388
RBP1,0.57021,1.05135,1.94607,2.23618,0.56202,-2.5,2.21765,-2.5,1.04148,0.77883,1.06578,-2.5,0.72516,0.17064,-0.55537,1.38446,-1.06451,0.53345,1.38924,1.36852,0.15451,1.02439,0.16613,-2.5,1.65137,-0.10909,0.63313,0.03954,0.15134,0.22318,-2.5,1.20122,0.71637,1.02218,-0.32794,2.162,-0.56594,0.93256,0.83194,-2.5,0.59431,-1.06517,0.6193,-0.11028,-0.52852,-1.99611,-2.5,0.89631,0.06544,-0.27414,1.06952,-0.26337,0.59367,0.30135,2.01289,0.03907,-0.87409,0.59952,0.58969,0.26624,0.66883,1.87992,0.6562,1.38583,1.02327,0.51359,0.68556,-2.05877,0.79157,0.93496,-0.56751,1.19598,-0.05063,0.76998,-2.13582,0.22054,0.60288,-0.54624,0.18149,-1.58222,-0.24379,-2.5,1.12326,1.29767
ABCC3,1.52099,-0.45713,0.37946,-1.26904,0.44015,-1.53564,-2.5,-2.5,-1.64974,-2.06511,0.40539,-0.55802,2.5,2.04894,1.38389,-0.5368,0.11518,0.09589,0.54699,-0.84948,-1.61386,0.81512,0.40929,-1.78372,-1.04795,2.24116,-2.5,0.84274,-0.82104,2.5,-2.5,-0.94135,0.86237,0.88725,-0.37963,-0.41745,0.53758,1.84766,-0.10206,-2.5,-0.42614,1.70088,2.5,0.7726,-0.13915,-0.54266,-2.5,-0.39229,-0.29976,-0.42543,1.60915,0.19835,1.72506,2.5,0.43867,0.54794,2.5,0.54321,0.69059,-1.06044,-0.57687,-0.00168,0.08934,-1.06781,-0.43878,-0.76598,1.67675,-1.54207,1.53859,-1.27088,0.03271,-0.10413,1.08808,1.86464,-2.5,1.76673,0.23707,1.77675,-1.56513,-2.02535,-1.26336,-0.78855,-2.02465,-1.46162
S100A8,-0.71419,-2.26751,1.21815,-2.0869,-2.5,-2.42762,-1.20388,-1.6849,-0.58517,-0.99225,-0.17152,-1.60509,1.487,0.86046,0.80765,0.14243,-0.82476,-0.61516,-0.41064,0.14816,-1.12944,2.14659,0.11581,-1.49182,-1.63606,2.5,-2.10896,1.28931,-1.04606,-0.22448,-2.5,-0.27888,-0.21372,1.6536,1.0925,0.03435,-0.46607,0.61613,-2.03308,-2.26254,0.27887,1.20117,1.66058,-0.76913,0.12497,2.25793,-1.4894,0.58645,2.5,-0.61904,-1.44949,2.21829,2.5,1.75683,0.37688,2.5,-0.26592,1.7916,1.00431,-0.04717,-0.42289,-0.12271,2.34047,0.98935,-0.36172,-0.11091,0.59575,0.1973,0.78328,-0.74073,0.6364,-0.06426,2.33641,1.60882,-2.06093,1.63115,-0.12161,2.5,-0.64455,0.42477,0.79071,1.03015,-1.87345,0.04189
TAGLN3,1.12586,2.11006,0.78576,0.43243,-1.33119,1.97217,0.9894,2.22007,-1.08914,2.23992,1.09072,1.75289,-2.5,-0.22873,-2.30349,0.8974,-0.70332,1.08265,1.80892,2.01708,-1.73066,-0.63034,-1.77504,1.25001,1.23271,-2.5,0.13718,0.02104,1.42196,-2.42974,0.23559,0.71326,1.5169,-1.19691,0.68061,0.56171,-0.43063,-0.66091,-2.5,0.18351,0.84418,-1.1338,-1.49627,-0.01791,0.11443,0.72788,0.87497,-2.5,1.92819,0.92091,0.26352,1.08034,-2.37312,-0.0287,-0.87693,-2.34022,-2.5,-2.29888,0.8023,0.48952,0.24074,0.56652,0.89805,0.12881,0.37196,1.76559,-2.39672,2.11771,-1.77826,0.9733,-2.22362,0.27232,-2.18999,-1.07997,2.04725,-2.40203,-0.08225,-1.38037,0.50619,-0.34723,1.03269,2.07963,0.85415,1.05459
CDH10,-0.6115,2.5,0.87175,0.56801,1.72273,1.06038,1.33105,-1.01134,0.84073,1.65125,1.34934,1.9704,-2.5,-1.45004,-2.5,1.63936,-0.55956,2.19343,1.44616,-1.11429,-2.44019,-2.5,0.24239,0.91239,1.80056,-1.10881,-0.72612,1.19231,0.06144,-2.5,1.62082,1.55449,0.74369,1.15906,0.17961,-1.36878,1.34089,-0.22427,1.71227,0.61263,0.66364,-0.7339,-0.01873,0.85888,1.0593,0.0916,0.501,-2.5,0.20755,0.11209,-2.31854,0.43356,-1.60656,-0.1595,1.46099,-2.5,-2.26055,-0.29293,-0.37378,1.25992,0.00608,0.88765,0.30018,1.46769,0.38453,1.83379,-2.5,-0.17685,0.2996,0.81289,0.19692,0.5437,-1.3219,-0.18597,-0.07295,-2.5,1.59222,0.65862,1.66427,1.77535,-0.20104,0.46501,0.12222,-0.02963
SLPI,-0.13701,-1.48958,1.01662,0.53995,-1.41618,-0.51469,1.08096,-2.17989,-1.26022,-1.0171,-2.28402,-2.46782,2.5,2.5,1.58824,1.30372,0.03279,-1.40322,-0.2365,0.34293,-1.50979,1.40009,-0.52725,-0.0455,-2.31029,0.88828,1.72019,0.07078,-0.92331,-0.27831,-1.41795,0.83284,-0.95605,1.49998,1.86249,1.67605,2.31291,2.5,-2.5,-1.36955,-1.38598,-0.01705,1.9599,1.54913,-1.05139,-1.2853,-1.68625,-0.41899,0.86426,-1.20921,-0.81151,2.23101,2.5,1.32159,-1.58201,1.89283,0.55071,2.5,2.18839,-1.27538,0.20239,0.50874,2.5,0.56628,-0.15868,0.20419,0.70346,0.37417,-1.25097,1.40788,-0.05875,-0.66097,1.3593,0.57758,-1.95419,2.31278,-0.86621,1.56469,-0.91835,-0.97381,-1.20437,-0.995,-1.24619,-0.78654
