,TCGA.02.0001,TCGA.02.0003,TCGA.02.0006,TCGA.02.0007,TCGA.02.0009,TCGA.02.0010,TCGA.02.0011,TCGA.02.0014,TCGA.02.0021,TCGA.02.0024,TCGA.02.0027,TCGA.02.0028,TCGA.02.0033,TCGA.02.0034,TCGA.02.0037,TCGA.02.0038,TCGA.02.0043,TCGA.02.0046,TCGA.02.0047,TCGA.02.0052,TCGA.02.0054,TCGA.02.0055,TCGA.02.0057,TCGA.02.0058,TCGA.02.0060,TCGA.02.0064,TCGA.02.0069,TCGA.02.0071,TCGA.02.0074,TCGA.02.0075,TCGA.02.0080,TCGA.02.0083,TCGA.02.0085,TCGA.02.0086,TCGA.02.0089,TCGA.02.0099,TCGA.02.0102,TCGA.02.0107,TCGA.02.0113,TCGA.02.0114,TCGA.02.0115,TCGA.06.0122,TCGA.06.0124,TCGA.06.0125,TCGA.06.0126,TCGA.06.0128,TCGA.06.0129,TCGA.06.0130,TCGA.06.0132,TCGA.06.0133,TCGA.06.0137,TCGA.06.0138,TCGA.06.0139,TCGA.06.0143,TCGA.06.0145,TCGA.06.0147,TCGA.06.0148,TCGA.06.0154,TCGA.06.0156,TCGA.06.0157,TCGA.06.0158,TCGA.06.0166,TCGA.06.0168,TCGA.06.0171,TCGA.06.0173,TCGA.06.0174,TCGA.06.0176,TCGA.06.0178,TCGA.06.0184,TCGA.06.0185,TCGA.06.0187,TCGA.06.0188,TCGA.06.0189,TCGA.06.0190,TCGA.06.0195,TCGA.06.0197,TCGA.06.0208,TCGA.06.0210,TCGA.06.0211,TCGA.06.0214,TCGA.06.0219,TCGA.06.0221,TCGA.06.0237,TCGA.06.0241
CYBA,0.17113,-0.0185,0.70816,-0.18506,-0.92885,-0.98313,-0.46071,-1.16058,0.76737,-0.90235,-0.0218,-1.08406,1.0241,0.3218,-0.01608,0.65845,-0.90195,-0.452,0.58023,1.21922,0.06629,0.81542,0.56277,0.04363,0.01794,1.0349,-0.96996,0.24474,-0.00136,0.50713,-1.13669,0.04641,1.0637,1.1519,1.03798,0.36836,-0.40092,1.22271,-0.31091,-0.80622,0.29482,0.23748,0.73619,-1.08513,-0.69076,0.58181,0.35682,1.31088,1.12059,0.97691,-0.77379,0.33676,2.02565,-0.19193,0.59876,1.71046,-0.05865,0.08502,-0.01578,0.74547,-0.03798,-0.11767,0.68124,0.3591,0.00243,-0.2767,-0.34896,0.64947,0.62443,0.08374,0.14418,-0.51392,0.70497,0.26887,0.05464,1.10126,0.06596,-0.04504,0.29457,0.42581,0.32306,0.38487,0.44687,-0.00286
FXYD5,0.08963,-0.37323,0.89141,0.43973,-0.79433,-1.02086,-0.74605,-1.05792,-0.30911,-0.01709,-0.13075,-1.06809,1.03406,0.82064,0.15519,-0.17438,0.56376,-0.54098,0.31928,0.61235,1.33237,1.90841,0.66077,0.02853,0.10579,0.52087,0.15338,0.20146,-0.32333,0.17073,-0.78737,-0.38732,0.53315,0.36329,0.50551,0.03392,-0.24651,1.51453,0.03928,-0.79493,0.0636,0.07905,0.12806,-0.82988,-0.48852,-0.43505,-0.46189,1.18657,0.40425,0.23779,-0.4649,-0.03325,1.06448,-0.26211,-0.0466,1.20495,-0.8133,2.33013,-0.07137,-0.1962,0.0113,0.09387,0.54994,-0.12544,0.33869,-0.57267,1.5743,-0.52948,0.62786,-0.62244,-0.20238,-0.53534,0.52194,0.58984,-0.18099,0.63253,-0.45426,0.07634,-0.26479,-0.04763,-0.11901,-1.06172,0.01113,-0.46562
MCM2,-1.09242,0.48731,-0.13724,1.41139,0.24057,0.0572,0.15905,1.46848,-0.28983,0.87535,-0.19019,0.8455,0.50409,0.1224,-0.06755,-0.17946,0.59426,0.34548,-0.17079,0.84124,-0.87599,-1.13745,-0.90015,-1.64138,-1.07523,-1.01009,0.97914,0.16279,0.91101,-0.02705,-0.70779,0.21836,-0.24256,0.15475,-0.33121,0.75121,0.53119,-0.79967,0.25546,1.24129,-0.65468,-0.44528,-0.51016,0.1046,0.08973,-0.36709,0.91603,0.4866,-0.96994,-0.88232,-1.45251,-0.13893,-1.28545,-0.56598,-0.22273,-0.33366,-0.31032,-0.29991,0.44252,0.81177,0.01578,0.83881,1.11644,0.27366,0.57588,0.60757,0.72081,-0.49203,0.00793,-0.1362,0.12389,0.53415,0.19715,0.18679,0.72733,-0.47941,-0.63772,-0.47966,0.87494,-0.02741,0.34359,-0.34926,0.02068,0.77899
BDKRB2,0.8306,-0.5172,0.11022,0.74083,-0.46522,-0.82133,-0.20248,-0.82666,-0.74218,-0.86803,-0.263,-0.56959,1.73865,0.67885,0.35476,0.20253,0.1733,-0.45135,0.81248,1.03057,-0.3257,1.94452,-0.32065,-0.71525,-0.11832,1.1367,-0.53761,0.27966,-0.35145,0.2725,-1.01583,-0.61712,-0.26253,0.78881,0.16327,0.42295,-0.0396,0.20997,0.25563,-0.51642,-0.27946,0.31314,0.67176,-0.42741,-0.73964,-0.33937,-0.71259,0.28106,-0.26065,-0.5382,-0.73327,-0.06647,0.89943,1.11677,-0.27738,1.83791,-0.02271,0.00012,-0.06355,-0.38439,0.05821,0.27382,1.53524,-0.49482,-0.25935,-0.37641,0.37179,-0.65361,0.73081,-0.4665,0.19256,-0.7171,0.88249,0.85281,-0.9181,0.39251,-0.62483,0.56447,-0.80276,-0.62129,-0.44065,-0.82141,-0.40419,-0.03203
HSPA4L,0.30986,0.3438,0.45236,0.29223,0.14071,0.01529,0.20817,-0.72171,-0.65566,-0.61614,0.27429,0.33956,0.03084,-0.52218,-0.40983,-0.11102,-0.09085,1.06034,-0.55942,0.12217,0.55324,-0.76363,0.13931,-0.60669,0.13517,-0.84232,0.80507,0.63638,-0.00062,0.88224,-0.70189,0.44417,-0.40887,0.85675,0.21169,0.50054,-0.44911,0.65358,2.5,0.43848,1.24049,-1.05981,-0.29416,-0.47993,-0.47723,-0.11308,0.00541,0.08803,-0.33487,0.40238,-0.55496,-0.89789,-1.04275,-0.21244,0.36106,-1.13967,-0.57708,-0.46901,-0.10179,0.76478,0.22206,-0.00754,0.30034,-0.09921,0.44707,0.07139,0.01955,-1.14565,0.2786,-0.19949,0.06133,0.99834,-0.16538,0.01633,1.47769,0.03926,0.77355,-0.20229,-0.75181,0.20601,-0.57499,-1.07745,0.01122,-0.93543
MT1X,0.42437,0.71311,0.57872,-0.46448,-0.44506,0.05197,0.59021,-1.19214,0.1706,-0.59285,-0.24869,0.23321,0.79927,0.81252,0.56977,0.18467,-0.55612,0.85222,0.15475,-0.42377,0.25637,0.89439,0.72431,0.61464,0.45065,0.15272,-1.51389,0.4842,-0.55966,1.13924,0.48042,0.60711,-0.19981,1.045,0.64751,0.1557,0.36449,0.84792,0.78227,-0.19321,1.32749,-0.13125,0.57908,-0.41051,-0.24128,0.36176,-0.99592,-0.96575,-1.01501,0.55475,0.64337,-0.07911,0.21645,0.16801,-0.63917,0.19073,1.11387,0.56749,-0.03706,-0.69677,-1.17356,-0.18913,0.20079,-0.56265,-0.26155,-0.36872,-0.48694,-1.1428,0.49047,0.1876,0.62835,-0.65583,-0.10394,-0.05307,-1.99059,0.92425,0.25014,0.11943,-1.20372,-1.0079,-0.54419,-0.1494,-0.51802,-0.53586
RFX3,0.04117,0.33628,-0.22829,1.26203,0.3283,0.90426,0.94278,0.57623,0.35471,0.49706,-0.46383,1.03163,-0.48445,-0.44534,0.45592,0.51442,1.33605,0.35182,0.51257,0.21215,-1.00526,-0.98038,0.07713,-0.09714,-0.33199,0.14156,1.35427,0.99698,0.72015,0.19752,-0.15138,-0.72687,-0.45011,-1.61842,-0.68793,-0.41045,0.53496,-0.91514,0.50743,0.09948,-0.03206,0.03794,-0.0175,1.3557,0.10156,0.74428,1.4943,-0.70256,-0.36914,0.21532,1.06372,-0.04725,-0.86316,1.20275,0.00158,-0.18407,0.02947,-0.4322,-0.43132,-0.16551,0.58865,-0.36449,0.69223,-0.65431,-0.67032,0.855,-0.81694,-0.98177,0.82297,0.14601,-0.49462,0.32936,-0.34621,0.16175,0.30151,-0.43293,-0.74086,-0.95279,-0.57104,-0.34301,-0.81508,-0.89525,-0.48052,-0.29855
APOL6,0.85536,-0.3383,0.10418,-0.66141,0.64369,-1.0227,-0.37158,-1.384,0.23722,-0.93566,-0.57096,-0.96246,0.7166,0.63841,0.18341,0.50525,0.16044,0.18853,0.40466,-0.22664,0.75281,-0.17311,0.39344,-0.05533,-0.35182,1.42365,-0.66991,0.45386,-0.32673,0.1955,-0.94847,0.15761,0.37038,-0.26822,0.69794,-0.09929,0.76481,0.454,-0.50939,-0.54382,0.89849,2.13826,0.19873,0.14108,0.71467,0.32572,0.74129,1.19436,0.53501,1.06704,-0.29841,-0.50098,0.59283,0.77904,0.57448,1.6943,-0.32222,0.63344,-0.40753,-0.38808,-0.15443,-0.57968,0.41148,-0.19921,-0.69456,-0.76713,0.20612,-0.7587,0.48689,-0.26747,1.461,-0.61432,-0.75609,0.04414,-0.09962,0.20977,-0.27887,-0.30963,-0.5025,0.2092,-0.72139,-0.52602,-0.4522,-1.01993
PSRC1,0.30339,-0.19378,0.17099,0.35525,0.40867,-1.0451,-0.24477,-1.048,0.72457,-0.49969,-0.20541,-0.50369,-0.29235,-0.40241,0.43957,0.62961,1.03869,0.24047,-0.7077,-0.00859,-0.50016,-1.03373,0.13696,-0.9417,0.11548,0.87518,-0.37091,1.22667,0.51701,0.16822,-2.45598,-0.03681,0.38283,0.60641,0.82479,0.30321,1.36451,-0.6094,0.32295,0.14047,0.09039,0.44032,0.1874,0.10636,0.33082,-1.46268,-0.54371,-0.62012,-0.28721,0.31647,-1.27948,0.72703,-0.9759,0.27519,0.84559,-0.47343,0.11113,0.75929,-0.50368,0.20016,0.11555,0.12427,1.68218,0.41485,0.47072,0.59759,0.19971,-0.12328,0.88457,1.13732,0.14719,0.70122,0.17396,0.25524,0.73192,0.28544,0.49428,-0.34303,1.04774,0.79256,0.71787,0.24682,-0.08547,0.08223
PLVAP,-0.55915,0.67044,-0.01739,-0.0045,-1.08819,-0.25611,-1.28344,-0.56039,0.57142,-0.19057,-0.07914,-0.00866,0.00325,0.80567,0.69244,1.38096,0.06384,-0.37408,1.04922,0.48744,0.1698,-0.41784,0.4632,-0.89672,0.64014,1.52387,0.98436,0.59474,0.58237,0.49902,-0.12018,0.05452,-0.52048,0.43482,0.55387,0.94086,0.14616,1.04482,0.57853,0.02012,0.20192,0.08475,0.98946,0.36634,-0.00507,-0.13432,0.4922,0.23292,-0.01452,-1.1758,-0.83608,0.51492,0.85632,-0.15466,-0.74361,1.92734,0.5744,-0.28752,-0.10945,-0.11462,0.69397,0.38752,0.33988,0.06186,1.2854,0.39705,0.46575,-0.60327,-0.32751,-0.64439,-0.20353,0.37349,2.07498,0.56556,-1.14225,-0.40724,-0.79457,-0.29803,-0.60886,0.66345,-0.3178,-0.73889,-0.42511,0.58115
CROT,1.01859,-0.14674,0.66837,-0.62801,0.20796,-0.6599,-0.75249,-1.3368,-0.08066,-0.95536,0.62755,-1.26226,-0.4255,-0.41314,0.4161,0.50774,-0.30484,-0.35933,-0.23889,-0.38768,0.6775,-0.4925,0.00778,-0.6661,-0.93397,-0.01038,-1.22561,0.92786,-0.42429,0.65416,0.59204,0.51758,-0.23627,0.75458,0.51639,0.69086,0.54673,0.58179,1.09552,-1.04866,1.54816,-0.39565,0.55093,0.14283,0.05033,0.17095,-0.57744,0.73937,0.22349,0.92442,-0.20905,0.02311,0.00186,-0.31092,0.51624,-0.44544,-0.44365,-0.18155,0.7918,0.38697,1.00396,0.28527,0.49133,0.0493,0.35598,-0.46164,-0.00607,-0.29517,2.18574,0.55118,0.39195,0.37525,0.08773,1.24963,0.28638,0.76389,1.42031,1.0502,0.03278,-0.02213,-0.07047,-0.7501,0.77858,-0.64477
AASS,0.52194,0.39267,0.19966,-0.50207,1.18251,0.41494,-0.61208,-1.80212,1.18333,-1.52098,0.4028,-0.12624,-0.61698,-0.22987,0.57815,0.36953,1.22531,0.69079,-0.35942,-0.64694,0.4547,-0.97874,0.56857,-0.23667,-0.71197,0.48311,0.26754,1.53599,0.68348,0.22269,0.88581,-0.00345,0.0567,-0.03129,0.21374,0.547,0.60044,-0.40262,0.1975,1.17427,0.45459,-0.49785,0.4703,0.89165,0.92666,-0.06894,0.58386,-1.56236,-0.74571,-0.3086,0.38743,-0.59,-1.084,0.31952,1.30607,-0.75958,0.73024,-0.46133,0.17687,-0.11678,0.15738,-0.7311,-0.38067,-0.60489,0.15767,-0.25693,-0.47044,-0.93462,0.39151,-0.16656,0.16092,0.25454,0.04056,-0.00329,0.43618,-0.55256,0.57487,0.40452,0.12699,0.28984,-0.86541,-0.92416,0.11046,-0.68316
COMMD10,-0.40934,0.79007,-0.23759,-0.03177,0.12861,-0.30192,-2.11824,0.29527,0.33219,-0.93918,-0.11405,0.26997,-0.05009,-1.58943,0.024,0.95223,0.01466,0.47006,-0.03032,0.67173,0.74716,0.41849,-0.5224,0.13635,-0.80618,-0.18764,-1.16136,0.03579,-0.46971,-0.4975,-1.08399,1.58211,-0.4994,0.57944,0.39004,-0.03153,-0.37378,-0.13288,0.52634,-0.583,0.94546,-0.31449,-0.04759,0.09043,-0.14058,0.30897,-0.56735,-0.20791,0.38515,0.89379,-0.00562,-0.06823,0.63893,-0.83492,0.08431,-0.37761,-0.86884,0.37753,0.18206,0.34803,0.02809,0.05375,-0.50744,0.78029,0.36699,0.44476,-0.03744,1.37642,0.266,0.80809,-0.03125,-0.46494,0.40661,0.35757,0.71693,0.94855,1.60533,0.07254,0.91917,0.55307,1.35217,1.29241,1.15283,0.66428
CKAP2,-0.67087,1.36505,-0.23495,0.04663,-0.60631,1.32047,-0.11844,1.86571,0.5163,0.37025,-0.00959,0.56699,-0.05919,-0.68144,-0.11662,0.49054,0.79314,1.0652,0.49748,0.78735,0.16488,-0.56174,-0.50841,-0.97832,0.01574,-0.94846,0.90457,0.51039,1.18325,-0.28274,-0.54572,1.18214,-0.06961,0.59321,0.00539,-0.11311,0.30768,-0.48812,0.16217,0.76755,-0.1215,-0.77369,-0.80118,0.37324,0.48482,-0.17827,1.63524,-0.33086,-0.21031,-0.0114,-0.30701,0.27419,-0.68835,-0.83206,-0.05209,-0.7949,-0.38675,-0.06204,0.58706,0.78179,-0.42003,0.11992,-0.12969,0.58365,0.51544,1.52205,1.05565,1.44486,-0.45288,-0.11019,0.44812,0.35805,-0.59168,-0.4272,0.78152,-0.629,1.09986,-0.51139,0.7129,-0.03059,0.1153,-0.26416,0.26189,1.33074
CGRRF1,-0.01314,0.65919,0.38274,-0.98442,0.15688,-0.93542,-0.5921,0.16722,0.30763,-0.97781,0.37374,-0.0346,-0.44176,-1.39857,0.03511,0.59893,0.0743,0.3422,0.34349,1.16044,0.33622,0.22452,-0.11809,0.94881,-0.4143,-0.39979,-0.50418,-0.13243,-1.07023,0.26677,-0.77135,1.24818,-0.3569,0.06923,0.49234,-0.97891,0.10344,-0.27328,0.1031,1.05931,1.59639,0.12319,0.2276,-0.33497,-0.26258,0.56571,-0.54463,-0.86337,0.64511,1.42732,0.27405,-0.11068,0.56357,-1.54467,0.65619,-0.74468,-0.45668,0.05285,-0.22316,0.00193,0.24108,-0.33615,0.01658,0.23843,0.63933,0.40579,-0.17203,1.29975,0.14994,0.4511,0.1665,-0.56994,0.19526,0.00942,0.78445,0.94419,1.93266,0.73554,0.38909,0.63094,1.2729,1.25129,0.41001,0.13932
UCHL1,0.49349,1.07031,-0.01633,0.01703,0.06124,0.66492,1.69486,0.11681,-0.9465,1.157,0.16265,0.25552,-0.49237,0.62763,-1.02112,0.12808,0.02427,-0.23024,0.4828,0.57254,-0.09947,-0.23312,-0.80908,0.7514,0.81965,0.40526,-1.11572,-0.97417,0.6158,-1.28468,-1.34882,1.04318,0.5129,-0.22942,0.5891,1.13585,-0.47632,0.25767,-0.97118,0.75933,0.64203,-0.29184,-1.04833,-0.0273,-0.03949,1.05715,0.25979,-0.01303,0.92072,0.07723,-0.57277,0.53259,-0.94612,0.6989,0.3786,-0.54199,-0.63415,-0.48659,0.74494,0.02762,-0.67636,0.06998,0.02196,0.04877,0.42134,0.4831,-0.66802,0.48501,-1.58207,-0.7901,-0.19846,0.5766,-0.31507,-0.54192,0.69544,-0.20774,0.63195,0.13275,-0.06905,-0.69598,0.38755,0.76824,-0.26095,0.76012
RFC3,0.083,1.65591,-0.42069,-0.06252,0.30654,1.38046,-0.45624,1.98463,0.88611,1.28823,0.03617,1.33904,-0.23349,-0.61215,0.36966,0.59986,1.0861,1.08774,0.15535,0.90984,0.13213,-0.29695,-0.58481,-0.37053,-0.35637,-0.55615,0.85147,0.60497,0.79615,-0.35346,-0.78937,1.21571,-0.44143,-0.09673,-0.13888,0.00775,0.29197,-0.62141,-0.02516,1.20235,-0.38132,-0.7472,-0.04341,0.58811,0.43775,-0.34705,1.2969,-0.46217,-0.89462,-0.0427,-0.10041,0.33196,-0.6712,-0.35245,0.06387,-1.02241,-0.52161,-0.25806,0.06262,0.28498,-0.09195,0.25757,0.13102,0.90517,0.78116,1.39347,0.77607,0.67339,-0.92657,0.04877,0.38309,0.68875,-0.19698,0.05893,0.36811,-0.78966,0.64534,-0.44948,1.06198,0.06867,0.26958,-0.15736,0.09454,1.15262
ABCB1,0.78249,-0.35297,-0.64306,-1.38122,0.91918,-0.47396,0.96609,-0.30105,0.82238,-0.56178,1.0532,-0.82395,-0.67286,-0.13289,-0.93005,0.14166,-0.64977,-0.0203,-0.73897,0.45322,0.61753,-0.30224,0.60866,-0.28218,0.67166,0.10438,0.40116,0.98213,-0.97186,-0.20705,0.8373,1.17996,0.48205,-0.06806,-0.95779,-1.07901,-0.58877,-0.05075,-1.33487,-0.88583,0.33089,-0.85805,-0.49643,-0.31864,1.12038,0.674,0.46774,-0.10973,0.12132,0.40253,0.31159,0.08823,0.20608,-0.2306,1.89731,0.27363,-0.75543,-0.16546,-0.2475,0.99283,0.74874,-0.15781,0.81176,-0.00429,-0.09815,-0.1079,-0.6723,-0.61836,0.97976,0.09301,0.76349,0.89194,0.38821,0.02363,-0.39847,-0.29383,0.9713,-0.57484,0.65676,-0.08516,-0.59973,-0.53594,-0.11036,-0.59441
TPP1,1.33484,-0.56156,0.37606,-0.20524,0.12906,-1.14009,-0.06945,-1.47635,0.22407,-0.40248,0.59867,0.66769,0.63974,0.30351,0.22408,-0.31812,-0.20657,-0.21553,-0.17835,-0.56034,1.84159,0.33942,0.60565,-0.06653,-0.34422,1.03796,-1.20858,0.32893,0.06794,0.82524,-0.4118,0.08887,0.48127,0.39733,0.49687,-0.0975,-0.26184,0.9813,-0.64318,-1.2822,0.88078,0.87641,0.71025,-0.69149,-0.10171,-1.13516,-0.22912,0.6728,0.70785,-0.58762,-0.01861,-0.40024,0.97768,0.48708,0.00678,1.08511,-0.03811,0.63526,0.28073,-0.20308,0.2726,0.11446,0.35732,-0.21946,0.45843,-0.82877,0.84659,-1.03058,0.53554,-0.44227,0.62874,0.27243,0.2168,0.37838,-0.51271,0.69537,-1.05533,0.73249,-0.21638,0.57875,-0.86191,-1.51684,-0.51618,-0.591
KIAA0888,-0.19682,0.50875,-0.26216,0.25249,0.46885,0.11394,-0.43221,0.11737,-0.63546,0.25967,0.56136,0.66553,-1.27983,-0.51087,-0.42774,-0.29115,-0.32632,0.23118,0.76175,-0.65265,-0.00659,-1.63827,0.23726,1.37642,0.65754,-0.85641,-0.71842,-0.06838,-0.04128,-0.09767,0.33671,0.12206,-0.12138,0.9656,-0.14875,-0.0536,-0.50706,-0.33616,0.29842,-0.80588,0.9605,0.01692,-0.81619,-0.1034,-0.00921,0.34434,0.56981,-2.5,0.80103,0.5664,0.36368,0.43174,-1.2543,-0.0886,-0.20488,-0.9044,0.06497,-0.13765,0.99171,-0.31828,0.80251,0.91379,-0.22538,0.56936,0.57526,0.14656,-1.07271,0.08955,0.69877,-0.09439,0.43988,1.3287,-0.59147,-0.34626,1.11539,-1.41286,0.69476,-0.12263,-0.19494,-0.20054,0.4669,0.31107,0.0407,0.0542
KIAA0020,0.36645,0.57193,0.13968,-0.41037,-0.52547,0.32949,-0.32082,0.01241,0.46629,0.57636,-0.42964,0.8386,1.22199,0.31496,-0.23917,0.07325,1.01169,0.6246,-0.4776,-0.00533,-0.79356,1.13898,-0.2234,-0.86653,-0.35674,0.59964,1.53381,1.09743,1.04544,1.03928,-0.24443,-0.36468,0.33608,-0.74121,-0.66865,-0.09817,0.84104,-0.08418,-0.34869,-0.20747,-0.3982,0.05949,0.28892,0.87002,-0.49772,-0.33295,0.60476,1.98172,-0.88212,-0.402,-0.4074,-0.37867,-0.07622,0.45275,-0.40488,0.60831,-0.6089,0.13777,-0.64203,-0.12652,-0.28887,-0.40463,-0.5416,-0.96407,-0.52273,0.4693,1.18372,-1.07503,0.01713,-0.78182,-0.31059,-0.50223,0.12249,0.86811,-0.18634,0.5484,-0.86071,-0.66809,-0.75726,-0.42684,-1.14739,-1.06171,-1.09616,-0.00782
MYO16,-0.2113,1.25706,-0.00845,1.23886,0.43832,0.54597,0.67571,0.54563,-0.23658,0.71721,0.02902,-0.85985,-1.07151,-0.72424,1.27509,1.40773,0.06755,0.98204,0.39997,0.0742,0.0022,-1.11632,-0.03407,-0.00032,0.37941,-0.28965,-1.28183,0.09757,1.28809,-0.62721,0.79749,-0.50988,-0.20028,-0.62166,-0.0951,-0.25231,1.51813,-0.52263,0.00567,-0.88319,-0.49805,-0.54139,0.13667,0.92878,0.38168,0.06073,0.59351,-1.28376,0.48205,0.58907,0.19792,0.3823,-1.04186,0.88154,1.10129,-0.49299,-0.41703,0.63411,-0.30496,1.03371,0.00893,-0.70227,-0.12002,-0.09834,0.13878,1.41764,-0.69774,0.19667,-0.95331,0.43735,0.36569,-0.07829,-0.30399,-0.18658,-0.57191,-0.82315,-0.37641,0.02909,0.29244,-0.13205,-0.63964,0.44433,0.17728,-0.26044
FOXM1,0.02531,0.47068,-0.30921,0.02107,0.44697,0.90916,0.13887,2.37051,0.50945,1.65969,-0.2766,1.16291,0.20931,0.60075,0.05877,-0.1801,1.06089,0.59943,-0.10395,0.15344,0.68938,-0.74636,-0.80254,-1.1552,-0.59293,-0.73876,0.95704,0.1957,0.72665,-0.55653,-0.9457,0.35283,-0.18675,0.19952,-0.79183,0.05438,-0.28589,-1.1977,-0.61606,0.88568,-1.15859,-0.60081,-0.3992,0.19505,0.49032,-0.53228,0.43395,0.41265,-0.97542,-0.92555,-0.71574,-0.19641,-1.03368,-0.31939,-0.40763,-0.43883,-0.13407,-0.15069,0.63609,-0.01745,-0.20556,0.19715,0.69592,0.06159,0.21587,0.44871,0.76619,-0.12495,-0.50454,-0.67212,0.60841,0.64582,-0.6578,-0.35409,-0.69529,-0.92484,-0.01412,-0.57949,0.31516,0.10377,-0.30296,-0.76289,-0.51511,0.92146
ALK,1.51572,-0.11886,-0.11054,0.38113,0.76405,-0.31804,-0.14109,-0.99147,1.77526,-0.64261,1.8032,-0.95524,-0.39141,-0.55539,0.52809,0.24077,0.21248,-0.44589,-0.44684,-0.33601,1.31203,-0.65117,0.25906,-0.11422,0.38479,-0.03506,-0.95268,0.34423,-0.12394,-0.10003,-0.74527,-0.59539,-0.35497,-0.45972,0.03249,-0.58051,0.7666,0.54932,0.76191,-1.0293,1.20346,0.63091,0.55897,1.17769,0.69603,-0.52994,-1.04141,-0.21388,-0.00099,-0.59316,0.7882,-0.63675,-0.40869,-0.83257,1.44108,0.14555,-0.54943,-0.13937,-0.46214,-0.23459,1.03859,0.64011,-0.16743,-0.21788,-0.30632,-0.25589,-0.58466,-0.48518,0.10667,-0.19431,0.78285,-0.77084,-0.3898,0.42767,-0.52394,-0.18752,0.49309,-0.60228,0.23442,0.31851,0.0921,-0.8649,-0.50876,-0.6878
PLCL1,-0.42429,0.9119,0.67562,-0.21327,-0.90104,0.56869,1.49642,1.62188,-0.19678,-0.01665,-0.40273,-0.47036,-0.56297,0.34498,-0.5664,0.40062,-1.20099,0.10917,0.74661,0.70868,0.61056,-0.64984,1.3355,0.30403,1.30506,0.45934,1.41032,0.37691,0.80791,-0.6865,0.29767,-0.58721,0.95004,0.54175,-0.11924,0.27242,-0.58257,0.12129,0.28677,0.52273,0.55341,-0.09682,-0.77331,-0.93968,-0.35179,0.01078,0.9835,-0.82633,1.51308,-0.62638,-0.67569,-0.04312,0.12404,-0.15306,-0.76303,0.61836,-0.55533,-0.73646,-0.00751,-0.77095,0.53409,0.89477,0.37301,0.27765,1.06287,0.51338,-0.1738,-0.22781,0.76234,-0.44924,-0.81927,0.87259,-0.28202,0.06386,0.04258,-0.7279,-0.08698,-0.27905,-0.44815,1.00184,0.38457,0.33756,-0.5276,0.70094
ADAM28,-0.14791,-0.51202,0.77529,-1.09378,-0.34593,-0.56972,-0.6451,-1.1714,-0.34885,-0.75386,0.36236,-0.76385,1.01155,0.1693,-0.1592,0.1348,-0.33044,-0.24163,0.40696,0.20622,0.23934,0.70392,1.06105,0.06176,0.08291,0.41008,-0.58375,0.95178,0.12062,1.13783,-0.69411,-0.55629,0.19726,0.36153,0.38947,-0.13563,-1.02195,0.78664,-1.12309,-1.20331,-0.3771,0.7143,0.72837,-0.69605,0.36343,0.41356,1.2595,1.25369,0.91078,0.68404,-0.63238,0.17512,2.08362,1.1072,-0.08539,1.64467,-1.03219,-0.06278,0.30844,-0.00902,0.39837,0.09231,0.05845,0.37645,-0.3003,-0.48664,-0.37069,-0.13082,0.88721,-0.09039,-0.51945,0.25736,-0.14852,0.48091,0.26749,0.67297,0.24666,0.8741,-0.53586,0.6829,-0.54266,0.11924,-0.00456,-0.49481
MAP4K5,-0.26533,0.55174,0.02217,-0.33933,0.2576,0.69422,0.13958,1.42693,-0.19481,0.54174,0.5388,0.74121,0.24518,-0.56733,0.45563,-0.01358,1.12021,1.04395,0.03959,0.35786,0.23532,-0.58388,0.27394,0.14117,0.06907,1.62229,1.99071,1.16291,1.25558,0.96061,1.08156,-0.46416,0.1095,-0.95334,-0.11635,-0.39046,0.73849,-0.25337,-0.95059,1.55627,-0.25725,1.07401,0.72279,1.04228,0.64506,0.7234,1.48426,-0.01554,-0.40565,-0.24735,0.04861,-1.31215,-0.2576,0.04507,0.09416,0.24893,0.56323,9e-05,-0.24197,-0.26557,0.53244,-0.0788,-0.76761,-0.37695,-0.18062,0.65064,0.42211,-0.12518,-0.56054,-0.53858,0.15615,0.04767,-0.54539,0.25382,-0.35235,0.0143,-0.80933,-0.37199,-0.42722,0.16932,-1.36813,-0.574,-0.30043,-0.33033
CLDN1,0.0557,0.53131,1.60272,-0.50729,2.05689,-1.05234,-0.62254,-0.83955,-0.27458,0.68792,-0.12183,-1.19059,1.19627,0.48713,0.90615,0.18054,0.19584,1.39633,-0.32792,-0.15709,0.67422,0.98227,-0.26979,-0.32611,0.59246,-0.27583,0.05606,0.25929,-0.77554,-0.4904,-0.85665,-0.17542,-0.35888,0.36274,-0.20129,1.22999,1.06505,-0.2934,-0.12981,-1.12585,0.24242,0.08507,-0.02445,-0.45788,-0.74643,-1.07821,-1.5748,0.10284,0.48734,0.15173,-0.69088,0.43259,-0.02956,1.18763,-0.13869,0.24427,-0.1188,1.1905,-0.01143,0.26298,-0.04305,-0.02623,0.71806,0.24536,-0.63378,-0.22408,0.17097,-0.53015,0.27756,-0.5202,-0.46187,-0.87533,-0.19451,0.67028,0.2355,0.13457,0.22771,0.39437,0.68442,0.96469,0.47749,-0.25587,-0.1798,-0.04275
