,MMRd_C110_T,MMRd_C111_T,MMRd_C114_T,MMRd_C116_T,MMRd_C118_T,MMRd_C122_T,MMRd_C123_T,MMRd_C130_TA,MMRd_C130_TB,MMRd_C132_T,MMRd_C137_T,MMRd_C138_T,MMRd_C139_T,MMRd_C142_T,MMRd_C143_T,MMRd_C144_T,MMRd_C146_T,MMRd_C147_T,MMRd_C154_T,MMRd_C156_T,MMRd_C158_T,MMRd_C163_T,MMRd_C164_T,MMRd_C165_T,MMRd_C167_T,MMRd_C168_T,MMRd_C169_T,MMRd_C170_T,MMRd_C173_T,MMRp_C103_T,MMRp_C105_T,MMRp_C107_T,MMRp_C112_T,MMRp_C113_T,MMRp_C124_T,MMRp_C125_T,MMRp_C126_T,MMRp_C129_T,MMRp_C133_T,MMRp_C134_T,MMRp_C135_T,MMRp_C136_T,MMRp_C140_T,MMRp_C149_T,MMRp_C153_T,MMRp_C155_T,MMRp_C157_T,MMRp_C159_T,MMRp_C160_T,MMRp_C161_T,MMRp_C162_T,MMRp_C171_TA,MMRp_C171_TB,MMRp_C172_T,Normal_C110_N,Normal_C111_N,Normal_C112_N,Normal_C114_N,Normal_C123_N,Normal_C124_N,Normal_C125_N,Normal_C126_N,Normal_C129_N,Normal_C130_N,Normal_C134_N,Normal_C137_N,Normal_C139_N,Normal_C162_N,Normal_C165_N,Normal_C170_N
cB1,-11.1542076,-9.313110985,-8.528050582,-6.637063869,-11.99672792,-8.707436638,-15.67581688,-8.061903746,-12.52609125,-16.54750223,-11.72677594,-3.492947384,-3.943812402,-6.948705742,-10.70090495,-14.09432846,-2.415952115,-8.756290059,-8.258609176,-9.62529879,-9.744114976,-6.116616797,-12.55555012,-10.13760006,-9.105176862,-11.13015281,-9.684756983,-10.48383685,-9.906972086,-9.161581278,-9.507221415,-13.0723643,-11.89505192,-5.419139957,-14.95536979,-7.151767489,-9.185029693,19.42536511,-8.10141234,-9.769233318,-14.09563279,-11.61156554,-4.041152373,11.55770222,-4.666744659,-8.031358843,-10.04297248,-7.909640473,-7.700930512,-7.113575511,-7.903034822,-23.6458954,-13.5848232,-8.680892723,26.31713611,-1.414612812,-4.055138136,-8.627821439,0.38552355,-11.26538036,10.65806401,-18.514882,-4.254022249,-5.033677187,-15.01541506,-6.622351477,8.265088237,9.672382921,3.705814177,6.117454798
cB2,-11.9038124,-9.251094111,-3.621654752,-6.486344221,-10.81500451,-1.24888889,-14.45172471,-3.966882926,-12.80980641,-17.46281924,-10.88608554,2.488775886,-8.840998719,-10.31660238,-2.158733504,-4.111213941,-1.951394681,-11.32080619,-9.566316012,-4.764916723,-11.38482533,-11.37277705,-13.7507354,-12.14417618,-10.502671,-13.04510438,-10.17757902,-22.54138984,-11.25710472,-9.746927581,-4.326764689,-13.6517683,-10.67639929,-3.876838265,15.97429115,-7.144902594,-8.872598319,4.28935852,-6.839177298,-11.33320789,-14.59142581,-9.930412141,-0.397007305,5.291869688,-8.359186603,9.335780821,-11.19122256,-5.737776993,-2.137779518,-4.864461299,3.490738646,-21.46231636,-11.51053552,-9.048258807,-1.183375327,6.67866773,-6.250868696,-4.371744966,-1.597002329,-7.025364334,0.301609853,-21.72903461,2.72389445,9.83721423,-16.06966075,-0.66849015,-3.675401733,4.254285228,1.594274577,-8.184196491
cB3,-9.683682382,-7.500071396,-4.085545092,-10.68370089,-10.424025,-6.644600207,-13.60722826,-6.726732017,-11.02190393,-14.30422323,-10.25787355,-6.085894518,-2.63067977,-7.476517505,-8.908083058,-11.53164334,-7.577510177,-9.082139488,-7.684639789,37.02614878,-8.954320586,-11.2214935,-10.86752734,-9.646271653,-7.554504077,-9.609440562,-9.132175263,-6.215289253,-8.694901343,-7.622646545,28.12181184,-12.46840781,-9.715866972,-8.210329827,-13.26210609,-13.0850531,-7.935253068,-6.369471704,-4.780521553,-8.355774128,-13.40519648,-9.634992444,-8.0876325,-9.378709004,-5.240023113,-10.01634235,-8.647767509,-8.611872264,-7.664261287,-4.928550261,-16.93237942,-21.13150825,-12.02378008,-7.866226735,16.24748105,15.77279736,0.70469759,-1.956131322,3.563125609,-9.486083534,2.169029298,-16.60162545,-6.719281092,-7.527110273,-13.01629762,2.28579291,22.5483235,-9.884001241,11.4208038,87.89588525
cP1,-22.62527102,-19.99261838,-16.75733778,-23.25113902,-23.79340297,-8.873942613,-36.78126431,-19.929875,-25.48321227,-34.53425871,-23.84825432,-20.00614851,-24.23524276,-19.67652334,-24.39622626,-28.01540948,-27.96462576,-21.45993939,-17.9902881,-30.20435381,-20.85762234,-22.72057419,-24.96278285,-22.33633523,-18.63750461,-22.25743655,-21.2369511,-39.83689893,-20.25667953,-19.74190824,-22.42141212,-29.46789313,-24.87060731,-9.056402215,-34.89834004,-29.71194137,-21.85677415,-15.29356195,-24.05047884,-20.00124173,-30.59334035,-23.19871594,-22.92147878,-22.04963238,-24.1625714,-17.79938022,-8.322285443,-20.48728925,-19.14581212,-13.69731398,-28.50256458,-44.26447918,-21.3376655,-18.2718583,-21.23534721,-19.7269226,5.527593647,5.392567232,17.11115133,5.679503582,-9.731709899,56.59652872,28.09233543,11.9806073,-8.447593888,3.487124544,0.710292268,6.478048631,-9.036978455,-23.80744693
cP2,-6.294957252,9.703886594,54.20484149,47.25967487,33.95345223,12.59083173,8.410078459,-1.307798771,-0.291240671,-10.00161206,-5.385111337,-4.154348663,14.12247057,49.0105744,-1.460215401,-4.194063222,-1.230570412,5.201175403,17.63438879,4.027589992,-5.8304962,15.68818903,-7.096265267,-6.194903771,-4.888203822,-5.597901084,-1.935006901,-11.52155443,-3.92605978,1.201625519,36.02013175,-7.351071751,-1.93828743,4.590142929,16.16567406,47.28129316,-5.320644206,7.850848075,6.924414553,-0.031043065,49.48479892,25.69633047,3.304024944,29.23641834,-3.43311099,10.9793816,-2.943767183,-3.42983441,0.372650771,19.08601739,18.78258387,367.4788203,44.41529006,4.46082856,-6.289370875,1.88425622,0.573738632,28.67764262,-3.894421921,-1.385522661,-4.366204847,30.92866687,-2.132870208,-3.951457568,144.8861686,9.80377172,13.29741535,-3.157184533,4.893850784,-5.747299791
cP3,-1.882665615,-0.996428179,4.691780663,7.065376445,1.682748852,0.132328339,-0.831932185,-0.32557431,-0.879131304,-2.960143822,-1.854126667,-0.666344573,4.305297445,8.70378167,-1.429600106,-2.448656253,-2.002650647,-0.77756212,5.595437245,2.965135908,-1.501629334,-0.824409018,-2.361016108,-1.821647394,-0.633002172,-1.503132909,-1.585034574,-5.042034969,-1.37842313,1.915236844,6.577526114,-2.786642028,-0.832127749,-1.320609259,-2.750471571,-0.306509537,-1.11588596,-0.816730848,1.678716909,-0.652367015,5.38621984,2.005941872,-1.726638668,4.955567699,1.581165009,1.189996946,-1.024100171,-0.789157562,1.55618055,2.261885076,-0.470107304,52.50838462,0.186159237,1.10584111,-1.755840984,-1.673789826,-1.329999736,-0.649788614,-1.842931741,-1.514817595,-2.334968357,-4.332114759,-2.523888109,-1.956634534,-0.337889207,-1.826578441,4.429996493,-4.803143362,0.681067139,-0.859851723
cMA01,-4.660267122,-0.437917128,3.212593085,-6.242211765,-4.648248715,-1.590288197,-4.603492328,-2.849736208,-5.397261546,-1.165922692,-3.930453175,3.868995572,9.996292848,8.677248057,-2.883076979,-5.073011468,-4.314120853,2.032464532,-1.750150148,-4.876199993,-1.678410808,-1.828567622,-6.467032998,-2.375888537,-4.453517334,-4.37042106,-4.15084098,-5.667344619,-2.946039767,-0.222667341,-5.08603556,-0.43729767,2.104715599,-1.480691667,23.32834232,3.991160366,-2.492166701,1.691924424,1.387704997,-4.049435782,-4.151275237,2.54719255,-1.000101183,4.499394482,7.904837709,0.76140754,3.450176175,1.490807182,0.583811636,-2.384457972,8.335539,-12.35477808,-0.659114672,8.20807295,-5.978578646,7.498842701,1.634254304,-2.993718316,-2.739112377,4.283897042,-0.955212366,2.43418847,-7.066576766,28.08873332,4.72131831,-3.126941598,-5.453819539,-2.141981432,-3.43528766,-5.370694178
cM01,90.13668491,65.2840624,7.604006868,9.52025142,9.363429217,27.41146276,28.74107098,35.73568226,12.89830393,6.675716948,84.50926014,55.51993671,20.00103413,13.65759973,37.16354877,21.99719888,30.36396681,34.14709975,10.86549452,3.082221702,78.53761259,1.9753607,12.07367101,129.644093,13.75475341,40.12641593,50.53853532,85.13003428,28.07288032,4.926808591,4.366094828,32.11397785,42.93495006,8.031841592,80.83131804,31.9775562,58.99253967,14.45158092,6.425458976,100.8709062,72.48654907,3.875562226,23.98513937,8.049128295,27.69500466,9.041037195,13.03431634,19.29040111,30.3368969,24.09196547,62.46499171,-7.632658184,7.050685427,21.29207621,-4.008535448,18.89681197,-1.318379573,1.035783835,-4.885637629,7.23855421,-3.094126119,-4.492641194,-5.999419343,-3.189046866,6.082233146,0.193591108,-3.095725534,-5.34604295,6.328140902,-2.801046094
cM02,54.85179712,53.24932078,10.26569898,26.55617152,48.66829265,11.41218181,53.77373,19.43362954,24.06657583,17.85874481,13.49952771,2.323744916,18.30867372,6.625128698,14.024661,10.93836062,18.05984395,68.63285438,6.923487711,10.85590893,72.78474159,3.193129854,7.297839481,94.36284125,21.96867261,55.23598947,15.42568421,74.14825406,25.46262045,25.42612446,4.593855222,27.9498316,98.88308732,9.244205462,80.59708996,61.83163474,82.98617399,12.19483562,47.29752764,24.96451272,18.34186882,27.34058608,39.73654808,11.18671689,54.04865037,14.46147022,95.83052394,32.67070605,46.23000476,25.72219392,111.5893005,-4.670664871,12.35519546,44.90307789,-1.235887791,-2.261737778,8.778443337,2.159298072,3.076298634,0.442347799,3.356744817,-4.404696552,-6.148668732,0.526224386,6.286596128,-2.220231343,-4.124626041,-0.460574609,1.306591337,-5.126162214
cM03,-0.571231472,-0.808870405,-1.125209788,-2.533342634,-0.722831911,-0.374449934,-2.870871758,-0.805365032,-1.319420535,-4.111523309,-0.351620641,-0.488005319,-0.941013592,-1.369081481,0.017760264,-2.84401102,-0.774227149,-0.63395973,0.348453311,-2.513393024,-0.69238293,-1.015425642,-1.450762908,-1.954319332,-0.419042334,-1.350126515,-1.407867093,-3.741522766,-1.185620167,-1.190462605,-0.780303208,-2.951149106,-1.015170214,-1.459789224,-4.179545587,-2.571024655,-1.264119646,-2.428326119,-0.725862193,-0.79834152,-1.678310527,-1.322539812,-1.588078663,-1.943047165,-1.601385673,-1.789069918,-0.515708356,-0.935687748,-0.25065428,-0.052630992,-3.548707201,-6.077340078,-2.390105998,-0.116584549,-1.619134102,-0.209703096,-1.133448838,-0.7851108,-2.485357305,-1.665829124,-2.210041204,-4.536014733,-4.073946735,-2.111572413,-2.553702776,-1.980271173,-2.924437527,-1.902353959,0.516266741,-2.332034112
cM04,-1.495405864,-0.346872682,-2.252052469,-2.707095596,-3.617152228,-1.252592164,-4.335091341,-2.258044369,-4.136661683,-5.8594535,-1.703015619,0.365605952,-2.491254038,-2.475191462,1.064237432,-4.167275702,-0.803948492,-2.749940275,-0.972123286,-1.568821014,-0.409340827,-2.675519796,-4.007237159,-1.611898826,-1.564385023,-2.235069716,-2.822584692,-2.96957048,-1.377583461,0.035827736,-3.199160623,-1.523812843,0.299852674,-0.863533597,-3.958705427,1.244263292,0.735337416,-4.400719959,-2.623190687,-2.010186506,-1.288509162,-2.766516768,2.851604541,1.55955322,0.647454933,-2.708669066,0.561120988,-1.471540283,-0.232417163,1.554665935,-2.702254776,-7.487447132,-1.460671288,-0.849343903,-2.580474961,-0.462649523,-0.825662921,-1.328767459,-3.489939698,-1.413565735,-2.029732792,-6.216654407,-5.668968677,-0.382224546,0.18789206,-0.339447093,-1.679773096,-0.846654801,2.161603441,-3.547759241
cM05,0.594341803,-0.780506827,0.98897109,-1.995738695,0.291757487,-0.606691298,4.962447314,-0.776544615,-0.370584037,7.568272942,-2.307577926,-1.662230944,0.227355619,-0.885100152,-0.755079173,-3.479625621,-1.793178018,-0.719342793,-1.545045996,2.190779667,3.231486583,-1.744068466,-2.569343929,-1.413003794,0.605493997,-2.186233597,-1.941839707,-4.029597283,-0.843252136,5.519568299,-0.433783531,-2.59149877,8.327519428,0.475162344,-3.910965561,7.881134908,1.396211771,4.806443227,-0.199768534,-1.355319325,1.438880977,-0.664834012,2.905608564,2.206149055,2.365041851,-1.324754723,3.262320396,0.219939938,1.434777894,5.682048666,-0.511539972,-1.808191068,-0.710971094,-0.076786873,-1.947089219,-2.900023303,-0.487726488,-0.673874929,-1.679207086,-1.747478234,-0.160406933,-3.840842841,-4.408300282,-0.400971541,-2.843199034,-1.155741791,-1.74629084,-3.849147772,0.224659485,-1.974647847
cM06,-2.372890214,-0.590463603,-0.277948468,-1.778713496,-2.713559932,-0.755749765,-1.522812974,-0.586515475,-2.264615111,-4.049073292,-1.616180269,-1.50023425,-2.969602588,-1.219698924,-2.513744906,-2.230360869,-3.074539852,-1.6266329,-0.081564756,-2.00891054,1.518798557,-2.216692316,-2.873891999,-2.036868631,-1.125770224,-1.745136901,-2.063139765,-4.504751228,-1.251025361,3.224820528,-0.458360368,-3.186498629,-0.293997236,-1.546746488,-3.78396457,1.752059812,-1.379746609,2.787774047,0.555256193,-1.48680936,-1.863175095,-1.481414367,0.367456485,-0.820527626,-0.533754282,-2.011298736,-0.924298971,0.44711018,-0.979458381,0.193759739,-4.18530007,-5.941068749,-1.30894756,-0.522554798,-1.759763236,4.037297719,-1.799023676,0.153032927,-3.149620509,-2.584043552,-1.864645327,-5.24134928,-4.363000809,-2.525474475,1.07542008,-1.902448229,-1.963994269,-4.520941026,2.114624231,-2.247064458
cM07,1.083148676,0.237581148,-0.447302565,0.215978615,0.006592174,-0.023828564,6.33090505,1.282575605,1.028327586,-2.069830512,1.573078615,10.97722372,1.015780202,1.178552774,3.948357662,-2.452253839,1.487508304,-1.197131488,7.163721005,-2.526627899,1.021006037,1.31190994,-1.325280786,0.240612987,1.797289855,0.263643385,0.569205611,0.33425447,-0.167852542,0.512488276,-1.554821267,23.76954966,2.193139753,-0.473990114,-2.596259183,-0.79991201,4.193106901,2.238569266,3.180452071,-0.793035015,3.51557852,-1.240184523,0.87746531,-0.752412567,2.498173081,-2.439983479,2.27364774,2.127778998,-0.878092841,6.310094023,5.709519858,-5.81724634,-0.736096583,1.738196068,-1.853568887,0.267779519,-1.149592861,-0.829981784,-2.821368421,-1.59819436,-2.140573344,-4.579309135,-3.865330272,-2.012404198,-2.362771985,-2.170416083,-2.059929183,-3.453963539,0.916371267,-2.25314086
cM08,-1.224794023,-0.286617168,-0.636566197,-1.729337011,-1.860416432,-0.631794032,-3.019435882,-0.641427278,-1.541458126,-3.712669031,-0.882210896,-0.290083064,-2.851436315,-1.484024788,-0.13316362,-2.765747468,-1.81720949,-1.367578207,-0.617835489,-2.330051263,0.209633481,-2.25825503,-2.008575084,-0.838442785,-0.669771826,-1.14377298,-0.574483153,-4.030458925,-1.050259263,-1.054672626,-1.699905385,-1.880111519,-1.502762426,-1.300091543,-4.204951225,-2.521517987,-0.735466059,-3.595281708,-1.564426279,0.082557985,-0.218213382,-1.685930171,-0.742525161,-2.134787592,-1.621088337,-2.004465091,-0.672008376,-0.412018337,-1.072251465,-0.269633423,-4.31983142,-5.870924473,-2.573831818,-0.325114564,-1.391464336,-1.879064057,-1.002708905,-0.685139355,-2.653932478,-1.740287692,-1.983320047,-4.55044741,-3.678518992,-2.126814299,-2.897553355,-2.012764188,-2.413315915,-4.16125481,-0.492121393,-2.094359945
cM09,3.780976426,1.31079709,1.029305433,1.194306596,2.0520628,0.699906253,5.850648709,0.432639826,-1.260291679,-3.723138224,8.420398181,5.128842325,0.884755278,0.476033867,17.01560712,-1.807989475,4.179067906,-1.500848006,2.963505536,-1.247169483,5.838312875,-0.350141511,-1.111813394,-0.585239179,1.27468264,2.633764493,1.988059596,2.009586737,0.353070083,3.255957894,1.126055678,2.679590431,8.649579016,2.170905208,-3.092909634,13.2584734,14.42460828,-0.569797193,-0.403547593,1.916498285,13.96325672,2.932264357,8.315342822,3.363851198,13.57125757,0.516582694,-0.490064729,1.119450571,-0.551085527,7.014544202,1.915034242,-5.20747919,1.034682388,-0.044128496,-0.395084174,1.768538541,-1.63216312,0.617776649,-3.31270964,-2.218024413,-1.313296715,-4.994857716,-4.718539559,-2.680596089,-3.405474851,-0.880385203,-2.804660064,-2.404995568,-0.730729233,-3.109232327
cM10,14.07508745,13.31912583,0.439333158,-2.003450134,-0.36878912,4.029905133,-3.989596039,0.075133566,-0.123603495,-1.612945153,0.328544699,0.783352261,-2.606196226,-1.161233786,-0.13316362,8.450584954,-2.590527027,-0.043983064,-0.617835489,-2.330051263,44.04787834,-1.432743043,-2.008575084,24.33925532,10.88694928,-1.467685836,5.869384627,195.6726804,10.9977963,0.715399076,7.861767111,-0.166060216,0.210662548,-0.292935617,-1.578575967,-3.185982732,0.909856546,-3.595281708,-1.564426279,6.181323541,-2.28568173,-0.448554953,-1.052703494,-1.599934731,-1.326160239,8.683896981,1.108344564,5.532518317,0.691064214,-0.656030139,-3.423027783,-5.870924473,-2.056617364,7.315953733,-1.699905385,-1.284704064,-1.002708905,-0.685139355,-2.653932478,-1.740287692,-1.983320047,-4.55044741,-3.678518992,-2.126814299,-2.897553355,-2.012764188,-2.413315915,-4.350129873,-0.492121393,-2.094359945
