	V1	V2
AC011997.1-RAB11B-AS1	AC011997.1	RAB11B-AS1
AC011997.1-RAMP2-AS1	AC011997.1	RAMP2-AS1
AC011997.1-RAPGEF4-AS1	AC011997.1	RAPGEF4-AS1
AC011997.1-RARA-AS1	AC011997.1	RARA-AS1
AC011997.1-RASSF1-AS1	AC011997.1	RASSF1-AS1
AC011997.1-RASSF8-AS1	AC011997.1	RASSF8-AS1
AC011997.1-RBAKDN	AC011997.1	RBAKDN
AC011997.1-RBFADN	AC011997.1	RBFADN
AC011997.1-RBMS3-AS3	AC011997.1	RBMS3-AS3
AC011997.1-RBPMS-AS1	AC011997.1	RBPMS-AS1
AC011997.1-RFPL1S	AC011997.1	RFPL1S
AC011997.1-RPL34-AS1	AC011997.1	RPL34-AS1
AC011997.1-SCOC-AS1	AC011997.1	SCOC-AS1
AC011997.1-SDCBP2-AS1	AC011997.1	SDCBP2-AS1
AC011997.1-SENCR	AC011997.1	SENCR
AC011997.1-SFTA1P	AC011997.1	SFTA1P
AC011997.1-SH3PXD2A-AS1	AC011997.1	SH3PXD2A-AS1
AC011997.1-SH3RF3-AS1	AC011997.1	SH3RF3-AS1
AC011997.1-SLC16A1-AS1	AC011997.1	SLC16A1-AS1
AC011997.1-SLC2A1-AS1	AC011997.1	SLC2A1-AS1
AC011997.1-SLIT2-IT1	AC011997.1	SLIT2-IT1
AC011997.1-SMAD5-AS1	AC011997.1	SMAD5-AS1
AC011997.1-SMC5-AS1	AC011997.1	SMC5-AS1
AC011997.1-SMCR5	AC011997.1	SMCR5
AC011997.1-SNAI3-AS1	AC011997.1	SNAI3-AS1
AC011997.1-SNHG7	AC011997.1	SNHG7
AC011997.1-SNHG8	AC011997.1	SNHG8
AC011997.1-SNRK-AS1	AC011997.1	SNRK-AS1
AC011997.1-SORCS3-AS1	AC011997.1	SORCS3-AS1
AC011997.1-SOS1-IT1	AC011997.1	SOS1-IT1
AC011997.1-SOX21-AS1	AC011997.1	SOX21-AS1
AC011997.1-SPANXA2-OT1	AC011997.1	SPANXA2-OT1
AC011997.1-SPATA13	AC011997.1	SPATA13
AC011997.1-SPATA3-AS1	AC011997.1	SPATA3-AS1
AC011997.1-SSBP3-AS1	AC011997.1	SSBP3-AS1
AC011997.1-ST7-AS1	AC011997.1	ST7-AS1
AC011997.1-ST8SIA6-AS1	AC011997.1	ST8SIA6-AS1
AC011997.1-STK4-AS1	AC011997.1	STK4-AS1
AC011997.1-STX18-AS1	AC011997.1	STX18-AS1
AC011997.1-STXBP5-AS1	AC011997.1	STXBP5-AS1
AC011997.1-TBX5-AS1	AC011997.1	TBX5-AS1
AC011997.1-TEX26-AS1	AC011997.1	TEX26-AS1
AC011997.1-TFAP2A-AS1	AC011997.1	TFAP2A-AS1
AC011997.1-THRB-IT1	AC011997.1	THRB-IT1
AC011997.1-TIPARP-AS1	AC011997.1	TIPARP-AS1
AC011997.1-TMEM108-AS1	AC011997.1	TMEM108-AS1
AC011997.1-TMEM72-AS1	AC011997.1	TMEM72-AS1
AC011997.1-TRAF3IP2-AS1	AC011997.1	TRAF3IP2-AS1
AC011997.1-TRPM2-AS	AC011997.1	TRPM2-AS
AC011997.1-TSC22D1-AS1	AC011997.1	TSC22D1-AS1
AC011997.1-TTLL7-IT1	AC011997.1	TTLL7-IT1
AC011997.1-TTTY1	AC011997.1	TTTY1
AC011997.1-TTTY12	AC011997.1	TTTY12
AC011997.1-TTTY7	AC011997.1	TTTY7
AC011997.1-TTTY8	AC011997.1	TTTY8
AC011997.1-TUSC8	AC011997.1	TUSC8
AC011997.1-UBE2E2-AS1	AC011997.1	UBE2E2-AS1
AC011997.1-USP2-AS1	AC011997.1	USP2-AS1
AC011997.1-USP27X-AS1	AC011997.1	USP27X-AS1
AC011997.1-VPS13A-AS1	AC011997.1	VPS13A-AS1
AC011997.1-VPS9D1-AS1	AC011997.1	VPS9D1-AS1
AC011997.1-WDR11-AS1	AC011997.1	WDR11-AS1
AC011997.1-XIST	AC011997.1	XIST
AC011997.1-ZMIZ1-AS1	AC011997.1	ZMIZ1-AS1
AC011997.1-ZNF252P-AS1	AC011997.1	ZNF252P-AS1
AC011997.1-ZNF295-AS1	AC011997.1	ZNF295-AS1
AC011997.1-ZNF503-AS1	AC011997.1	ZNF503-AS1
AC011997.1-ZNF503-AS2	AC011997.1	ZNF503-AS2
AC011997.1-ZNF571-AS1	AC011997.1	ZNF571-AS1
AC011997.1-ZNF582-AS1	AC011997.1	ZNF582-AS1
AC011997.1-ZSCAN16-AS1	AC011997.1	ZSCAN16-AS1
AC012499.1-FENDRR	AC012499.1	FENDRR
AC012499.1-LINC00472	AC012499.1	LINC00472
AC012499.1-LINC00968	AC012499.1	LINC00968
AC012499.1-PAN3-AS1	AC012499.1	PAN3-AS1
AC012499.1-PCAT19	AC012499.1	PCAT19
AC017002.2-FENDRR	AC017002.2	FENDRR
AC017002.2-LINC00702	AC017002.2	LINC00702
AC017002.2-LINC00968	AC017002.2	LINC00968
AC017002.2-PCAT19	AC017002.2	PCAT19
AC067956.1-ADAMTS9-AS2	AC067956.1	ADAMTS9-AS2
AC067956.1-ADORA2A-AS1	AC067956.1	ADORA2A-AS1
AC067956.1-ALMS1-IT1	AC067956.1	ALMS1-IT1
AC067956.1-ASAP1-IT2	AC067956.1	ASAP1-IT2
AC067956.1-BANCR	AC067956.1	BANCR
AC067956.1-CADM3-AS1	AC067956.1	CADM3-AS1
AC067956.1-CAHM	AC067956.1	CAHM
AC067956.1-CASC16	AC067956.1	CASC16
AC067956.1-DBET	AC067956.1	DBET
AC067956.1-EPB41L4A-AS1	AC067956.1	EPB41L4A-AS1
AC067956.1-EPB41L4A-AS2	AC067956.1	EPB41L4A-AS2
AC067956.1-FAM181A-AS1	AC067956.1	FAM181A-AS1
AC067956.1-FAM223A	AC067956.1	FAM223A
AC067956.1-FAM223B	AC067956.1	FAM223B
AC067956.1-FAM87A	AC067956.1	FAM87A
AC067956.1-FENDRR	AC067956.1	FENDRR
AC067956.1-FLJ21408	AC067956.1	FLJ21408
AC067956.1-GATA6-AS1	AC067956.1	GATA6-AS1
AC067956.1-GLIDR	AC067956.1	GLIDR
AC067956.1-HCG22	AC067956.1	HCG22
AC067956.1-HOTAIRM1	AC067956.1	HOTAIRM1
AC067956.1-HOXB-AS1	AC067956.1	HOXB-AS1
AC067956.1-IQCH-AS1	AC067956.1	IQCH-AS1
AC067956.1-KCNIP2-AS1	AC067956.1	KCNIP2-AS1
AC067956.1-LINC00028	AC067956.1	LINC00028
AC067956.1-LINC00158	AC067956.1	LINC00158
AC067956.1-LINC00310	AC067956.1	LINC00310
AC067956.1-LINC00463	AC067956.1	LINC00463
AC067956.1-LINC00472	AC067956.1	LINC00472
AC067956.1-LINC00475	AC067956.1	LINC00475
AC067956.1-LINC00544	AC067956.1	LINC00544
AC067956.1-LINC00551	AC067956.1	LINC00551
AC067956.1-LINC00598	AC067956.1	LINC00598
AC067956.1-LINC00628	AC067956.1	LINC00628
AC067956.1-LINC00663	AC067956.1	LINC00663
AC067956.1-LINC00702	AC067956.1	LINC00702
AC067956.1-LINC00844	AC067956.1	LINC00844
AC067956.1-LINC00867	AC067956.1	LINC00867
AC067956.1-LINC00893	AC067956.1	LINC00893
AC067956.1-LINC00921	AC067956.1	LINC00921
AC067956.1-LINC00964	AC067956.1	LINC00964
AC067956.1-LINC00968	AC067956.1	LINC00968
AC067956.1-LINC01007	AC067956.1	LINC01007
AC067956.1-LINC01120	AC067956.1	LINC01120
AC067956.1-LINC01141	AC067956.1	LINC01141
AC067956.1-LINC01149	AC067956.1	LINC01149
AC067956.1-LINC01169	AC067956.1	LINC01169
AC067956.1-LINC01186	AC067956.1	LINC01186
AC067956.1-LINC01208	AC067956.1	LINC01208
AC067956.1-LINC01209	AC067956.1	LINC01209
AC067956.1-LINC01268	AC067956.1	LINC01268
AC067956.1-LINC01271	AC067956.1	LINC01271
AC067956.1-LINC01354	AC067956.1	LINC01354
AC067956.1-LINC01365	AC067956.1	LINC01365
AC067956.1-LINC01442	AC067956.1	LINC01442
AC067956.1-MAN1B1-AS1	AC067956.1	MAN1B1-AS1
AC067956.1-MEF2C-AS1	AC067956.1	MEF2C-AS1
AC067956.1-MEG3	AC067956.1	MEG3
AC067956.1-NAV2-AS5	AC067956.1	NAV2-AS5
AC067956.1-PAN3-AS1	AC067956.1	PAN3-AS1
AC067956.1-PAXBP1-AS1	AC067956.1	PAXBP1-AS1
AC067956.1-PCAT19	AC067956.1	PCAT19
AC067956.1-PGM5-AS1	AC067956.1	PGM5-AS1
AC067956.1-PLCG1-AS1	AC067956.1	PLCG1-AS1
AC067956.1-PRKG1-AS1	AC067956.1	PRKG1-AS1
AC067956.1-RAMP2-AS1	AC067956.1	RAMP2-AS1
AC067956.1-RBMS3-AS3	AC067956.1	RBMS3-AS3
AC067956.1-SDCBP2-AS1	AC067956.1	SDCBP2-AS1
AC067956.1-SFTA1P	AC067956.1	SFTA1P
AC067956.1-SH3RF3-AS1	AC067956.1	SH3RF3-AS1
AC067956.1-SNRK-AS1	AC067956.1	SNRK-AS1
AC067956.1-SSBP3-AS1	AC067956.1	SSBP3-AS1
AC067956.1-TBX5-AS1	AC067956.1	TBX5-AS1
AC067956.1-TNK2-AS1	AC067956.1	TNK2-AS1
AC067956.1-TSC22D1-AS1	AC067956.1	TSC22D1-AS1
AC067956.1-TTTY7	AC067956.1	TTTY7
AC067956.1-TUSC8	AC067956.1	TUSC8
AC067956.1-VPS13A-AS1	AC067956.1	VPS13A-AS1
AC067956.1-XIST	AC067956.1	XIST
AC068831.3-EPB41L4A-AS2	AC068831.3	EPB41L4A-AS2
AC068831.3-FENDRR	AC068831.3	FENDRR
AC068831.3-LINC00702	AC068831.3	LINC00702
AC068831.3-LINC00968	AC068831.3	LINC00968
AC068831.3-PCAT19	AC068831.3	PCAT19
AC078883.3-FENDRR	AC078883.3	FENDRR
AC078883.3-LINC00702	AC078883.3	LINC00702
AC078883.3-LINC00968	AC078883.3	LINC00968
AC078883.3-PCAT19	AC078883.3	PCAT19
AC083843.1-FENDRR	AC083843.1	FENDRR
AC083843.1-LINC00968	AC083843.1	LINC00968
AC083843.1-PCAT19	AC083843.1	PCAT19
AC083949.1-EPB41L4A-AS2	AC083949.1	EPB41L4A-AS2
AC083949.1-FENDRR	AC083949.1	FENDRR
AC083949.1-LINC00702	AC083949.1	LINC00702
AC083949.1-LINC00968	AC083949.1	LINC00968
AC083949.1-PAN3-AS1	AC083949.1	PAN3-AS1
AC083949.1-PCAT19	AC083949.1	PCAT19
AC087501.1-AC091133.1	AC087501.1	AC091133.1
AC087501.1-AC092620.2	AC087501.1	AC092620.2
AC087501.1-AC092660.1	AC087501.1	AC092660.1
AC087501.1-AC099684.1	AC087501.1	AC099684.1
AC087501.1-AC106801.1	AC087501.1	AC106801.1
AC087501.1-AC139100.2	AC087501.1	AC139100.2
AC087501.1-AC141928.1	AC087501.1	AC141928.1
AC087501.1-AC144652.1	AC087501.1	AC144652.1
AC087501.1-ACTA2-AS1	AC087501.1	ACTA2-AS1
AC087501.1-ACVR2B-AS1	AC087501.1	ACVR2B-AS1
AC087501.1-ADAMTS9-AS2	AC087501.1	ADAMTS9-AS2
AC087501.1-ADORA2A-AS1	AC087501.1	ADORA2A-AS1
AC087501.1-AF067845.1	AC087501.1	AF067845.1
AC087501.1-AF131215.3	AC087501.1	AF131215.3
AC087501.1-AF131215.4	AC087501.1	AF131215.4
AC087501.1-AF186192.1	AC087501.1	AF186192.1
AC087501.1-ALDH1L1-AS2	AC087501.1	ALDH1L1-AS2
AC087501.1-ALKBH3-AS1	AC087501.1	ALKBH3-AS1
AC087501.1-ALMS1-IT1	AC087501.1	ALMS1-IT1
AC087501.1-ANKRD44-IT1	AC087501.1	ANKRD44-IT1
AC087501.1-AP000265.1	AC087501.1	AP000265.1
AC087501.1-AP000462.1	AC087501.1	AP000462.1
AC087501.1-AP001063.1	AC087501.1	AP001063.1
AC087501.1-AP001171.1	AC087501.1	AP001171.1
AC087501.1-AP001189.4	AC087501.1	AP001189.4
AC087501.1-AQP4-AS1	AC087501.1	AQP4-AS1
AC087501.1-ARHGAP22-IT1	AC087501.1	ARHGAP22-IT1
AC087501.1-ARHGAP26-AS1	AC087501.1	ARHGAP26-AS1
AC087501.1-ARHGAP5-AS1	AC087501.1	ARHGAP5-AS1
AC087501.1-ARHGEF7-IT1	AC087501.1	ARHGEF7-IT1
AC087501.1-ARRDC3-AS1	AC087501.1	ARRDC3-AS1
AC087501.1-ASAP1-IT2	AC087501.1	ASAP1-IT2
AC087501.1-ASMTL-AS1	AC087501.1	ASMTL-AS1
AC087501.1-ATP11A-AS1	AC087501.1	ATP11A-AS1
AC087501.1-ATP6V0E2-AS1	AC087501.1	ATP6V0E2-AS1
AC087501.1-ATXN8OS	AC087501.1	ATXN8OS
AC087501.1-BANCR	AC087501.1	BANCR
AC087501.1-BARX1-AS1	AC087501.1	BARX1-AS1
AC087501.1-BCAR4	AC087501.1	BCAR4
AC087501.1-BCDIN3D-AS1	AC087501.1	BCDIN3D-AS1
AC087501.1-BFSP2-AS1	AC087501.1	BFSP2-AS1
AC087501.1-BGLT3	AC087501.1	BGLT3
AC087501.1-BOLA3-AS1	AC087501.1	BOLA3-AS1
AC087501.1-BSN-AS2	AC087501.1	BSN-AS2
AC087501.1-BVES-AS1	AC087501.1	BVES-AS1
AC087501.1-C1QTNF1-AS1	AC087501.1	C1QTNF1-AS1
AC087501.1-C1RL-AS1	AC087501.1	C1RL-AS1
AC087501.1-CACNA1G-AS1	AC087501.1	CACNA1G-AS1
AC087501.1-CADM3-AS1	AC087501.1	CADM3-AS1
AC087501.1-CAHM	AC087501.1	CAHM
AC087501.1-CARS-AS1	AC087501.1	CARS-AS1
AC087501.1-CASC11	AC087501.1	CASC11
AC087501.1-CASC15	AC087501.1	CASC15
AC087501.1-CASC16	AC087501.1	CASC16
AC087501.1-CASC17	AC087501.1	CASC17
AC087501.1-CASC18	AC087501.1	CASC18
AC087501.1-CASC2	AC087501.1	CASC2
AC087501.1-CASC6	AC087501.1	CASC6
AC087501.1-CCDC13-AS1	AC087501.1	CCDC13-AS1
AC087501.1-CCDC148-AS1	AC087501.1	CCDC148-AS1
AC087501.1-CCDC37-AS1	AC087501.1	CCDC37-AS1
AC087501.1-CD81-AS1	AC087501.1	CD81-AS1
AC087501.1-CEBPA-AS1	AC087501.1	CEBPA-AS1
AC087501.1-CECR3	AC087501.1	CECR3
AC087501.1-CELF2-AS1	AC087501.1	CELF2-AS1
AC087501.1-CELSR3-AS1	AC087501.1	CELSR3-AS1
AC087501.1-CEP83-AS1	AC087501.1	CEP83-AS1
AC087501.1-CFLAR-AS1	AC087501.1	CFLAR-AS1
AC087501.1-CHKB-AS1	AC087501.1	CHKB-AS1
AC087501.1-CHL1-AS1	AC087501.1	CHL1-AS1
AC087501.1-CHRM3-AS2	AC087501.1	CHRM3-AS2
AC087501.1-CIRBP-AS1	AC087501.1	CIRBP-AS1
AC087501.1-CLDN10-AS1	AC087501.1	CLDN10-AS1
AC087501.1-CLIP1-AS1	AC087501.1	CLIP1-AS1
AC087501.1-CLRN1-AS1	AC087501.1	CLRN1-AS1
AC087501.1-CLSTN2-AS1	AC087501.1	CLSTN2-AS1
AC087501.1-CLYBL-AS2	AC087501.1	CLYBL-AS2
AC087501.1-CNTFR-AS1	AC087501.1	CNTFR-AS1
AC087501.1-COL18A1-AS1	AC087501.1	COL18A1-AS1
AC087501.1-COLCA1	AC087501.1	COLCA1
AC087501.1-CPEB2-AS1	AC087501.1	CPEB2-AS1
AC087501.1-CPS1-IT1	AC087501.1	CPS1-IT1
AC087501.1-CSMD2-AS1	AC087501.1	CSMD2-AS1
AC087501.1-CTBP1-AS	AC087501.1	CTBP1-AS
AC087501.1-CTD-2350J17.1	AC087501.1	CTD-2350J17.1
AC087501.1-CTD-3080P12.3	AC087501.1	CTD-3080P12.3
AC087501.1-CYB561D2	AC087501.1	CYB561D2
AC087501.1-CYP1B1-AS1	AC087501.1	CYP1B1-AS1
AC087501.1-CYP51A1-AS1	AC087501.1	CYP51A1-AS1
AC087501.1-D21S2088E	AC087501.1	D21S2088E
AC087501.1-DAB1-AS1	AC087501.1	DAB1-AS1
AC087501.1-DACT3-AS1	AC087501.1	DACT3-AS1
AC087501.1-DBET	AC087501.1	DBET
AC087501.1-DBH-AS1	AC087501.1	DBH-AS1
AC087501.1-DDC-AS1	AC087501.1	DDC-AS1
AC087501.1-DDR1-AS1	AC087501.1	DDR1-AS1
AC087501.1-DGCR10	AC087501.1	DGCR10
AC087501.1-DGCR11	AC087501.1	DGCR11
AC087501.1-DGCR9	AC087501.1	DGCR9
AC087501.1-DIAPH2-AS1	AC087501.1	DIAPH2-AS1
AC087501.1-DIAPH3-AS1	AC087501.1	DIAPH3-AS1
AC087501.1-DICER1-AS1	AC087501.1	DICER1-AS1
AC087501.1-DIO2-AS1	AC087501.1	DIO2-AS1
AC087501.1-DIO3OS	AC087501.1	DIO3OS
AC087501.1-DKFZP434A062	AC087501.1	DKFZP434A062
AC087501.1-DKFZP434H168	AC087501.1	DKFZP434H168
AC087501.1-DKFZP434K028	AC087501.1	DKFZP434K028
AC087501.1-DLG1-AS1	AC087501.1	DLG1-AS1
AC087501.1-DLG3-AS1	AC087501.1	DLG3-AS1
AC087501.1-DLGAP1-AS1	AC087501.1	DLGAP1-AS1
AC087501.1-DLGAP1-AS2	AC087501.1	DLGAP1-AS2
AC087501.1-DLGAP1-AS3	AC087501.1	DLGAP1-AS3
AC087501.1-DLGAP2-AS1	AC087501.1	DLGAP2-AS1
AC087501.1-DLX6-AS1	AC087501.1	DLX6-AS1
AC087501.1-DNAJB8-AS1	AC087501.1	DNAJB8-AS1
AC087501.1-DNAJC27-AS1	AC087501.1	DNAJC27-AS1
AC087501.1-DNAJC3-AS1	AC087501.1	DNAJC3-AS1
AC087501.1-DNAJC9-AS1	AC087501.1	DNAJC9-AS1
AC087501.1-DNM1P35	AC087501.1	DNM1P35
AC087501.1-DNM3OS	AC087501.1	DNM3OS
AC087501.1-DOCK4-AS1	AC087501.1	DOCK4-AS1
AC087501.1-DOCK9-AS2	AC087501.1	DOCK9-AS2
AC087501.1-DPP10-AS3	AC087501.1	DPP10-AS3
AC087501.1-DSCAM-AS1	AC087501.1	DSCAM-AS1
AC087501.1-DSCR10	AC087501.1	DSCR10
AC087501.1-DSCR9	AC087501.1	DSCR9
AC087501.1-EGFLAM-AS2	AC087501.1	EGFLAM-AS2
AC087501.1-EGFLAM-AS4	AC087501.1	EGFLAM-AS4
AC087501.1-EGOT	AC087501.1	EGOT
AC087501.1-ELFN1-AS1	AC087501.1	ELFN1-AS1
AC087501.1-ELFN2	AC087501.1	ELFN2
AC087501.1-ELOVL2-AS1	AC087501.1	ELOVL2-AS1
AC087501.1-EMX2OS	AC087501.1	EMX2OS
AC087501.1-ENO1-AS1	AC087501.1	ENO1-AS1
AC087501.1-ENTPD1-AS1	AC087501.1	ENTPD1-AS1
AC087501.1-ENTPD3-AS1	AC087501.1	ENTPD3-AS1
AC087501.1-EP300-AS1	AC087501.1	EP300-AS1
AC087501.1-EPB41L4A-AS1	AC087501.1	EPB41L4A-AS1
AC087501.1-EPB41L4A-AS2	AC087501.1	EPB41L4A-AS2
AC087501.1-EPHA1-AS1	AC087501.1	EPHA1-AS1
AC087501.1-EPHA5-AS1	AC087501.1	EPHA5-AS1
AC087501.1-EPN2-AS1	AC087501.1	EPN2-AS1
AC087501.1-ERC2-IT1	AC087501.1	ERC2-IT1
AC087501.1-ERICH3-AS1	AC087501.1	ERICH3-AS1
AC087501.1-ERVH-1	AC087501.1	ERVH-1
AC087501.1-ERVH48-1	AC087501.1	ERVH48-1
AC087501.1-ESRG	AC087501.1	ESRG
AC087501.1-EXTL3-AS1	AC087501.1	EXTL3-AS1
AC087501.1-F11-AS1	AC087501.1	F11-AS1
AC087501.1-FAM138A	AC087501.1	FAM138A
AC087501.1-FAM13A-AS1	AC087501.1	FAM13A-AS1
AC087501.1-FAM170B-AS1	AC087501.1	FAM170B-AS1
AC087501.1-FAM181A-AS1	AC087501.1	FAM181A-AS1
AC087501.1-FAM201A	AC087501.1	FAM201A
AC087501.1-FAM212B-AS1	AC087501.1	FAM212B-AS1
AC087501.1-FAM215A	AC087501.1	FAM215A
AC087501.1-FAM222A-AS1	AC087501.1	FAM222A-AS1
AC087501.1-FAM223A	AC087501.1	FAM223A
AC087501.1-FAM223B	AC087501.1	FAM223B
AC087501.1-FAM224A	AC087501.1	FAM224A
AC087501.1-FAM225A	AC087501.1	FAM225A
AC087501.1-FAM53B-AS1	AC087501.1	FAM53B-AS1
AC087501.1-FAM66B	AC087501.1	FAM66B
AC087501.1-FAM66C	AC087501.1	FAM66C
AC087501.1-FAM66D	AC087501.1	FAM66D
AC087501.1-FAM83C-AS1	AC087501.1	FAM83C-AS1
AC087501.1-FAM87A	AC087501.1	FAM87A
AC087501.1-FAM95B1	AC087501.1	FAM95B1
AC087501.1-FAM99B	AC087501.1	FAM99B
AC087501.1-FBXL19-AS1	AC087501.1	FBXL19-AS1
AC087501.1-FENDRR	AC087501.1	FENDRR
AC087501.1-FER1L6-AS1	AC087501.1	FER1L6-AS1
AC087501.1-FGD5-AS1	AC087501.1	FGD5-AS1
AC087501.1-FGF10-AS1	AC087501.1	FGF10-AS1
AC087501.1-FGF13-AS1	AC087501.1	FGF13-AS1
AC087501.1-FGF14-AS2	AC087501.1	FGF14-AS2
AC087501.1-FGF14-IT1	AC087501.1	FGF14-IT1
AC087501.1-FIRRE	AC087501.1	FIRRE
AC087501.1-FLG-AS1	AC087501.1	FLG-AS1
AC087501.1-FLJ12825	AC087501.1	FLJ12825
AC087501.1-FLJ13224	AC087501.1	FLJ13224
AC087501.1-FLJ16779	AC087501.1	FLJ16779
AC087501.1-FLJ20021	AC087501.1	FLJ20021
AC087501.1-FLJ21408	AC087501.1	FLJ21408
AC087501.1-FLJ27354	AC087501.1	FLJ27354
AC087501.1-FLJ31104	AC087501.1	FLJ31104
AC087501.1-FLJ31356	AC087501.1	FLJ31356
AC087501.1-FLJ37035	AC087501.1	FLJ37035
AC087501.1-FLJ37453	AC087501.1	FLJ37453
AC087501.1-FLJ40288	AC087501.1	FLJ40288
AC087501.1-FOXD2-AS1	AC087501.1	FOXD2-AS1
AC087501.1-FOXD3-AS1	AC087501.1	FOXD3-AS1
AC087501.1-FOXN3-AS1	AC087501.1	FOXN3-AS1
AC087501.1-FOXN3-AS2	AC087501.1	FOXN3-AS2
AC087501.1-FOXP1-IT1	AC087501.1	FOXP1-IT1
AC087501.1-FRMD6-AS1	AC087501.1	FRMD6-AS1
AC087501.1-GABPB1-AS1	AC087501.1	GABPB1-AS1
AC087501.1-GAS6-AS1	AC087501.1	GAS6-AS1
AC087501.1-GATA3-AS1	AC087501.1	GATA3-AS1
AC087501.1-GATA6-AS1	AC087501.1	GATA6-AS1
AC087501.1-GHET1	AC087501.1	GHET1
AC087501.1-GHRLOS	AC087501.1	GHRLOS
AC087501.1-GLIDR	AC087501.1	GLIDR
AC087501.1-GLIS3-AS1	AC087501.1	GLIS3-AS1
AC087501.1-GNA14-AS1	AC087501.1	GNA14-AS1
AC087501.1-GNAS-AS1	AC087501.1	GNAS-AS1
AC087501.1-GRID1-AS1	AC087501.1	GRID1-AS1
AC087501.1-GRIK1-AS1	AC087501.1	GRIK1-AS1
AC087501.1-GRTP1-AS1	AC087501.1	GRTP1-AS1
AC087501.1-GS1-600G8.3	AC087501.1	GS1-600G8.3
AC087501.1-GSN-AS1	AC087501.1	GSN-AS1
AC087501.1-GTF3C2-AS1	AC087501.1	GTF3C2-AS1
AC087501.1-GTSE1-AS1	AC087501.1	GTSE1-AS1
AC087501.1-H1FX-AS1	AC087501.1	H1FX-AS1
AC087501.1-HAGLROS	AC087501.1	HAGLROS
AC087501.1-HAND2-AS1	AC087501.1	HAND2-AS1
AC087501.1-HAR1A	AC087501.1	HAR1A
AC087501.1-HCCAT5	AC087501.1	HCCAT5
AC087501.1-HCG18	AC087501.1	HCG18
AC087501.1-HCG22	AC087501.1	HCG22
AC087501.1-HCG9	AC087501.1	HCG9
AC087501.1-HCP5B	AC087501.1	HCP5B
AC087501.1-HEXA-AS1	AC087501.1	HEXA-AS1
AC087501.1-HMGN3-AS1	AC087501.1	HMGN3-AS1
AC087501.1-HMMR-AS1	AC087501.1	HMMR-AS1
AC087501.1-HOTAIRM1	AC087501.1	HOTAIRM1
AC087501.1-HOTTIP	AC087501.1	HOTTIP
AC087501.1-HOXA-AS2	AC087501.1	HOXA-AS2
AC087501.1-HOXA-AS3	AC087501.1	HOXA-AS3
AC087501.1-HOXA10-AS	AC087501.1	HOXA10-AS
AC087501.1-HOXA11-AS	AC087501.1	HOXA11-AS
AC087501.1-HOXB-AS1	AC087501.1	HOXB-AS1
AC087501.1-HOXB-AS3	AC087501.1	HOXB-AS3
AC087501.1-HPYR1	AC087501.1	HPYR1
AC087501.1-IBA57-AS1	AC087501.1	IBA57-AS1
AC087501.1-IDH1-AS1	AC087501.1	IDH1-AS1
AC087501.1-IDI2-AS1	AC087501.1	IDI2-AS1
AC087501.1-IGF2-AS	AC087501.1	IGF2-AS
AC087501.1-IL10RB-AS1	AC087501.1	IL10RB-AS1
AC087501.1-IL12A-AS1	AC087501.1	IL12A-AS1
AC087501.1-IL21R-AS1	AC087501.1	IL21R-AS1
AC087501.1-INE1	AC087501.1	INE1
AC087501.1-INTS6-AS1	AC087501.1	INTS6-AS1
AC087501.1-IPO9-AS1	AC087501.1	IPO9-AS1
AC087501.1-IQCF5-AS1	AC087501.1	IQCF5-AS1
AC087501.1-IQCH-AS1	AC087501.1	IQCH-AS1
AC087501.1-IQCJ-SCHIP1-AS1	AC087501.1	IQCJ-SCHIP1-AS1
AC087501.1-ISM1-AS1	AC087501.1	ISM1-AS1
AC087501.1-ISPD-AS1	AC087501.1	ISPD-AS1
AC087501.1-ITPK1-AS1	AC087501.1	ITPK1-AS1
AC087501.1-ITPKB-IT1	AC087501.1	ITPKB-IT1
AC087501.1-JAKMIP2-AS1	AC087501.1	JAKMIP2-AS1
AC087501.1-JARID2-AS1	AC087501.1	JARID2-AS1
AC087501.1-JAZF1-AS1	AC087501.1	JAZF1-AS1
AC087501.1-JHDM1D-AS1	AC087501.1	JHDM1D-AS1
AC087501.1-JMJD1C-AS1	AC087501.1	JMJD1C-AS1
AC087501.1-KCNIP2-AS1	AC087501.1	KCNIP2-AS1
AC087501.1-KCNQ1-AS1	AC087501.1	KCNQ1-AS1
AC087501.1-KCNQ1DN	AC087501.1	KCNQ1DN
AC087501.1-KCNQ1OT1	AC087501.1	KCNQ1OT1
AC087501.1-KIAA1614-AS1	AC087501.1	KIAA1614-AS1
AC087501.1-KIF25-AS1	AC087501.1	KIF25-AS1
AC087501.1-KIF9-AS1	AC087501.1	KIF9-AS1
AC087501.1-KIRREL3-AS3	AC087501.1	KIRREL3-AS3
AC087501.1-KMT2E-AS1	AC087501.1	KMT2E-AS1
AC087501.1-KRBOX1-AS1	AC087501.1	KRBOX1-AS1
AC087501.1-KRTAP5-AS1	AC087501.1	KRTAP5-AS1
AC087501.1-LAMA5-AS1	AC087501.1	LAMA5-AS1
AC087501.1-LDLRAD4-AS1	AC087501.1	LDLRAD4-AS1
AC087501.1-LGALS8-AS1	AC087501.1	LGALS8-AS1
AC087501.1-LIMD1-AS1	AC087501.1	LIMD1-AS1
AC087501.1-LINC-PINT	AC087501.1	LINC-PINT
AC087501.1-LINC00028	AC087501.1	LINC00028
AC087501.1-LINC00029	AC087501.1	LINC00029
AC087501.1-LINC00051	AC087501.1	LINC00051
