	V1	V2	avg1	avg2	dirct	altb.N	agtb.N	altb.T	agtb.T	p	FDR
TOLLIP-AS1-LINC00472	TOLLIP-AS1	LINC00472	-49.52	-894.16	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
TRAF3IP2-AS1-LINC00472	TRAF3IP2-AS1	LINC00472	-362.44	-894.16	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
TTN-AS1-LINC00472	TTN-AS1	LINC00472	-30.24	-894.16	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
TTTY12-LINC00472	TTTY12	LINC00472	-78.16	-894.16	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
TTTY7-LINC00472	TTTY7	LINC00472	-86.8399999999999	-894.16	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
TUSC8-LINC00472	TUSC8	LINC00472	-65.4400000000001	-894.16	same	25	0	3	22	5.18310938032434e-11	5.18451116785113e-10
UBE2E2-AS1-LINC00472	UBE2E2-AS1	LINC00472	-4.63999999999999	-894.16	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
USP2-AS1-LINC00472	USP2-AS1	LINC00472	-74.52	-894.16	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
VPS9D1-AS1-LINC00472	VPS9D1-AS1	LINC00472	-15.6	-894.16	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
VWA8-AS1-LINC00472	VWA8-AS1	LINC00472	-18.12	-894.16	same	25	0	4	21	3.75775430073515e-10	3.06504298415304e-09
LINC00511-LINC00474	LINC00511	LINC00474	802.52	42.36	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
POT1-AS1-LINC00474	POT1-AS1	LINC00474	223.54	42.36	same	25	0	19	6	0.022289766970618	0.083827089307486
RNF157-AS1-LINC00475	RNF157-AS1	LINC00475	847.76	123.44	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
WASIR1-LINC00475	WASIR1	LINC00475	792.64	123.44	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
RNF157-AS1-LINC00479	RNF157-AS1	LINC00479	847.76	128.72	same	25	0	3	22	5.18310938032434e-11	5.18451116785113e-10
LINC01139-LINC00482	LINC01139	LINC00482	234	77.1199999999999	same	25	0	18	7	0.00962512664640325	0.0390361520408168
RNF157-AS1-LINC00482	RNF157-AS1	LINC00482	847.76	77.1199999999999	same	24	1	4	21	7.17860649174925e-09	4.82509334116031e-08
SOX2-OT-LINC00518	SOX2-OT	LINC00518	165.46	27.64	same	24	1	16	9	0.010580541940289	0.0414919913756488
WASIR1-LINC00520	WASIR1	LINC00520	792.64	146.68	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
SOX2-OT-LINC00526	SOX2-OT	LINC00526	165.46	9.44000000000005	same	24	1	17	8	0.0232154217451454	0.0838549592376684
MCHR2-AS1-LINC00551	MCHR2-AS1	LINC00551	-25.32	-546.6	same	24	1	15	10	0.00461407092132902	0.0193249529931748
LINC01426-LINC00556	LINC01426	LINC00556	572.88	47.28	same	24	1	9	16	1.0592858856819e-05	5.6830735785233e-05
RNF157-AS1-LINC00556	RNF157-AS1	LINC00556	847.76	47.28	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
POT1-AS1-LINC00560	POT1-AS1	LINC00560	223.54	53.6	same	25	0	18	7	0.00962512664640325	0.0390361520408168
RNF157-AS1-LINC00560	RNF157-AS1	LINC00560	847.76	53.6	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
RNF157-AS1-LINC00563	RNF157-AS1	LINC00563	847.76	83.0799999999999	same	24	1	4	21	7.17860649174925e-09	4.82509334116031e-08
LINC01139-LINC00565	LINC01139	LINC00565	234	89.3199999999999	same	24	1	16	9	0.010580541940289	0.0414919913756488
RNF157-AS1-LINC00565	RNF157-AS1	LINC00565	847.76	89.3199999999999	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
VAC14-AS1-LINC00574	VAC14-AS1	LINC00574	88.22	56.04	same	25	0	19	6	0.022289766970618	0.083827089307486
POT1-AS1-LINC00588	POT1-AS1	LINC00588	223.54	1.07999999999998	same	24	1	16	9	0.010580541940289	0.0414919913756488
SOX2-OT-LINC00588	SOX2-OT	LINC00588	165.46	1.07999999999998	same	24	1	17	8	0.0232154217451454	0.0838549592376684
RNF157-AS1-LINC00589	RNF157-AS1	LINC00589	847.76	69.5599999999999	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
LINC01139-LINC00592	LINC01139	LINC00592	234	15.52	same	25	0	16	9	0.00163083541184905	0.00738606431437161
LINC01360-LINC00592	LINC01360	LINC00592	95.5	15.52	same	25	0	19	6	0.022289766970618	0.083827089307486
POT1-AS1-LINC00592	POT1-AS1	LINC00592	223.54	15.52	same	25	0	17	8	0.00402912278221531	0.0173806217932915
LINC01102-LINC00598	LINC01102	LINC00598	123.5	24.96	same	25	0	19	6	0.022289766970618	0.083827089307486
LINC01139-LINC00598	LINC01139	LINC00598	234	24.96	same	25	0	18	7	0.00962512664640325	0.0390361520408168
LINC01426-LINC00598	LINC01426	LINC00598	572.88	24.96	same	24	1	10	15	3.40240673880314e-05	0.000176320887271578
POT1-AS1-LINC00598	POT1-AS1	LINC00598	223.54	24.96	same	25	0	19	6	0.022289766970618	0.083827089307486
WASIR1-LINC00598	WASIR1	LINC00598	792.64	24.96	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
WASIR1-LINC00599	WASIR1	LINC00599	792.64	149.76	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
POT1-AS1-LINC00608	POT1-AS1	LINC00608	223.54	149.72	same	25	0	19	6	0.022289766970618	0.083827089307486
LINC01139-LINC00621	LINC01139	LINC00621	234	56.4399999999999	same	24	1	13	12	0.000762033491544358	0.00352573056259804
LINC00624-LINC00622	LINC00624	LINC00622	-13.94	-845.6	same	24	1	4	21	7.17860649174925e-09	4.82509334116031e-08
LINC00632-LINC00622	LINC00632	LINC00622	-62.92	-845.6	same	24	1	8	17	3.04871974639072e-06	1.69066666397167e-05
LINC00703-LINC00622	LINC00703	LINC00622	-19	-845.6	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
LINC00922-LINC00622	LINC00922	LINC00622	-29.8000000000001	-845.6	same	24	1	4	21	7.17860649174925e-09	4.82509334116031e-08
LINC01087-LINC00622	LINC01087	LINC00622	-10.64	-845.6	same	24	1	9	16	1.0592858856819e-05	5.6830735785233e-05
LOH12CR2-LINC00622	LOH12CR2	LINC00622	-473.36	-845.6	same	24	1	6	19	1.90142367617198e-07	1.15380073278459e-06
LZTS1-AS1-LINC00622	LZTS1-AS1	LINC00622	-93.0400000000001	-845.6	same	24	1	5	20	3.98321955877924e-08	2.53425438781121e-07
PWAR6-LINC00622	PWAR6	LINC00622	-531.68	-845.6	same	24	1	15	10	0.00461407092132902	0.0193249529931748
SNHG19-LINC00622	SNHG19	LINC00622	-46.12	-845.6	same	24	1	9	16	1.0592858856819e-05	5.6830735785233e-05
ZEB1-AS1-LINC00622	ZEB1-AS1	LINC00622	-176.6	-845.6	same	24	1	7	18	8.02119496594062e-07	4.66544361415866e-06
LINC01139-LINC00626	LINC01139	LINC00626	234	53.88	same	24	1	17	8	0.0232154217451454	0.0838549592376684
RNF157-AS1-LINC00626	RNF157-AS1	LINC00626	847.76	53.88	same	25	0	3	22	5.18310938032434e-11	5.18451116785113e-10
POT1-AS1-LINC00635	POT1-AS1	LINC00635	223.54	65.52	same	25	0	17	8	0.00402912278221531	0.0173806217932915
LINC01426-LINC00648	LINC01426	LINC00648	572.88	2.19999999999993	same	24	1	9	16	1.0592858856819e-05	5.6830735785233e-05
RNF157-AS1-LINC00662	RNF157-AS1	LINC00662	847.76	143.32	same	24	1	4	21	7.17860649174925e-09	4.82509334116031e-08
SOX2-OT-LINC00690	SOX2-OT	LINC00690	165.46	107.4	same	24	1	16	9	0.010580541940289	0.0414919913756488
LINC00973-LINC00698	LINC00973	LINC00698	168	36.5599999999999	same	25	0	18	7	0.00962512664640325	0.0390361520408168
LINC01305-LINC00698	LINC01305	LINC00698	176.78	36.5599999999999	same	24	1	17	8	0.0232154217451454	0.0838549592376684
RNF157-AS1-LINC00698	RNF157-AS1	LINC00698	847.76	36.5599999999999	same	25	0	3	22	5.18310938032434e-11	5.18451116785113e-10
WASIR1-LINC00698	WASIR1	LINC00698	792.64	36.5599999999999	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
LINC00703-LINC00702	LINC00703	LINC00702	-19	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
LINC00838-LINC00702	LINC00838	LINC00702	-105.4	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
LINC00845-LINC00702	LINC00845	LINC00702	-9.60000000000002	-952.36	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
LINC00870-LINC00702	LINC00870	LINC00702	-49.4000000000001	-952.36	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
LINC00887-LINC00702	LINC00887	LINC00702	-92.1999999999999	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
LINC00895-LINC00702	LINC00895	LINC00702	-20.3	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
LINC00907-LINC00702	LINC00907	LINC00702	-31.4	-952.36	same	25	0	2	23	5.55333147891892e-12	7.67812952328286e-11
LINC00921-LINC00702	LINC00921	LINC00702	-59.36	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
LINC00928-LINC00702	LINC00928	LINC00702	-101.52	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
LINC00942-LINC00702	LINC00942	LINC00702	-103.2	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
LINC01003-LINC00702	LINC01003	LINC00702	-81.4400000000001	-952.36	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
LINC01029-LINC00702	LINC01029	LINC00702	-45.8200000000001	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
LINC01069-LINC00702	LINC01069	LINC00702	-182.8	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
LINC01087-LINC00702	LINC01087	LINC00702	-10.64	-952.36	same	25	0	3	22	5.18310938032434e-11	5.18451116785113e-10
LINC01103-LINC00702	LINC01103	LINC00702	-19.24	-952.36	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
LINC01104-LINC00702	LINC01104	LINC00702	-88.5999999999999	-952.36	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
LINC01107-LINC00702	LINC01107	LINC00702	-8	-952.36	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
LINC01111-LINC00702	LINC01111	LINC00702	-30.5599999999999	-952.36	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
LINC01120-LINC00702	LINC01120	LINC00702	-1.48000000000002	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
LINC01149-LINC00702	LINC01149	LINC00702	-103.82	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
LINC01189-LINC00702	LINC01189	LINC00702	-196	-952.36	same	25	0	3	22	5.18310938032434e-11	5.18451116785113e-10
LINC01192-LINC00702	LINC01192	LINC00702	-46.4400000000001	-952.36	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
LINC01197-LINC00702	LINC01197	LINC00702	-201	-952.36	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
LINC01209-LINC00702	LINC01209	LINC00702	-41.12	-952.36	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
LINC01215-LINC00702	LINC01215	LINC00702	-31.76	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
LINC01220-LINC00702	LINC01220	LINC00702	-45.12	-952.36	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
LINC01231-LINC00702	LINC01231	LINC00702	-57.52	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
LINC01241-LINC00702	LINC01241	LINC00702	-172.04	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
LINC01243-LINC00702	LINC01243	LINC00702	-52.8	-952.36	same	25	0	2	23	5.55333147891892e-12	7.67812952328286e-11
LINC01252-LINC00702	LINC01252	LINC00702	-123	-952.36	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
LINC01257-LINC00702	LINC01257	LINC00702	-124.58	-952.36	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
LINC01282-LINC00702	LINC01282	LINC00702	-8.56000000000006	-952.36	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
LINC01300-LINC00702	LINC01300	LINC00702	-52	-952.36	same	25	0	2	23	5.55333147891892e-12	7.67812952328286e-11
LINC01312-LINC00702	LINC01312	LINC00702	-34.96	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
LINC01351-LINC00702	LINC01351	LINC00702	-33.4	-952.36	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
LINC01352-LINC00702	LINC01352	LINC00702	-31.16	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
LINC01362-LINC00702	LINC01362	LINC00702	-22.12	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
LINC01425-LINC00702	LINC01425	LINC00702	-68.52	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
LINC01428-LINC00702	LINC01428	LINC00702	-105.68	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
LINC01432-LINC00702	LINC01432	LINC00702	-56.6800000000001	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
LPP-AS2-LINC00702	LPP-AS2	LINC00702	-28	-952.36	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
LRRC2-AS1-LINC00702	LRRC2-AS1	LINC00702	-129.56	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
LY86-AS1-LINC00702	LY86-AS1	LINC00702	-85.62	-952.36	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
MAGI1-IT1-LINC00702	MAGI1-IT1	LINC00702	-116.72	-952.36	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
MAMDC2-AS1-LINC00702	MAMDC2-AS1	LINC00702	-12.08	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
MCHR2-AS1-LINC00702	MCHR2-AS1	LINC00702	-25.32	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
MEG8-LINC00702	MEG8	LINC00702	-44.78	-952.36	same	25	0	2	23	5.55333147891892e-12	7.67812952328286e-11
MGC15885-LINC00702	MGC15885	LINC00702	-83.7199999999999	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
MIR124-2HG-LINC00702	MIR124-2HG	LINC00702	-136.56	-952.36	same	25	0	2	23	5.55333147891892e-12	7.67812952328286e-11
MIR4500HG-LINC00702	MIR4500HG	LINC00702	-18.28	-952.36	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
MIRLET7DHG-LINC00702	MIRLET7DHG	LINC00702	-142.4	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
MPRIP-AS1-LINC00702	MPRIP-AS1	LINC00702	-46.24	-952.36	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
N4BP2L2-IT2-LINC00702	N4BP2L2-IT2	LINC00702	-55.64	-952.36	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
NAPA-AS1-LINC00702	NAPA-AS1	LINC00702	-167.76	-952.36	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
NFIA-AS2-LINC00702	NFIA-AS2	LINC00702	-22.32	-952.36	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
OVOL1-AS1-LINC00702	OVOL1-AS1	LINC00702	-77.2	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
PARD3-AS1-LINC00702	PARD3-AS1	LINC00702	-107.36	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
PARD6G-AS1-LINC00702	PARD6G-AS1	LINC00702	-16.48	-952.36	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
PCA3-LINC00702	PCA3	LINC00702	-82.72	-952.36	same	25	0	2	23	5.55333147891892e-12	7.67812952328286e-11
PCAT4-LINC00702	PCAT4	LINC00702	-61.9599999999999	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
PCGEM1-LINC00702	PCGEM1	LINC00702	-189.84	-952.36	same	25	0	2	23	5.55333147891892e-12	7.67812952328286e-11
PINK1-AS-LINC00702	PINK1-AS	LINC00702	-118.84	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
PRKG1-AS1-LINC00702	PRKG1-AS1	LINC00702	-42.92	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
RAB11B-AS1-LINC00702	RAB11B-AS1	LINC00702	-100.8	-952.36	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
RGPD4-AS1-LINC00702	RGPD4-AS1	LINC00702	-70.92	-952.36	same	25	0	2	23	5.55333147891892e-12	7.67812952328286e-11
SACS-AS1-LINC00702	SACS-AS1	LINC00702	-11.16	-952.36	same	25	0	2	23	5.55333147891892e-12	7.67812952328286e-11
SDCBP2-AS1-LINC00702	SDCBP2-AS1	LINC00702	-21.04	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
SLC16A1-AS1-LINC00702	SLC16A1-AS1	LINC00702	-78.04	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
SLIT2-IT1-LINC00702	SLIT2-IT1	LINC00702	-131.54	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
SMAD5-AS1-LINC00702	SMAD5-AS1	LINC00702	-107.56	-952.36	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
SMC5-AS1-LINC00702	SMC5-AS1	LINC00702	-166.68	-952.36	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
SNHG10-LINC00702	SNHG10	LINC00702	-53.66	-952.36	same	25	0	2	23	5.55333147891892e-12	7.67812952328286e-11
SORCS3-AS1-LINC00702	SORCS3-AS1	LINC00702	-69.84	-952.36	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
SPATA41-LINC00702	SPATA41	LINC00702	-82.28	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
ST7-AS1-LINC00702	ST7-AS1	LINC00702	-235.56	-952.36	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
TEX36-AS1-LINC00702	TEX36-AS1	LINC00702	-230.42	-952.36	same	25	0	3	22	5.18310938032434e-11	5.18451116785113e-10
TNK2-AS1-LINC00702	TNK2-AS1	LINC00702	-41.4399999999999	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
TOLLIP-AS1-LINC00702	TOLLIP-AS1	LINC00702	-49.52	-952.36	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
TRAF3IP2-AS1-LINC00702	TRAF3IP2-AS1	LINC00702	-362.44	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
TRPM2-AS-LINC00702	TRPM2-AS	LINC00702	-113.04	-952.36	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
TTLL11-IT1-LINC00702	TTLL11-IT1	LINC00702	-49.64	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
TTN-AS1-LINC00702	TTN-AS1	LINC00702	-30.24	-952.36	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
TTTY12-LINC00702	TTTY12	LINC00702	-78.16	-952.36	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
TTTY7-LINC00702	TTTY7	LINC00702	-86.8399999999999	-952.36	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
USP2-AS1-LINC00702	USP2-AS1	LINC00702	-74.52	-952.36	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
VWA8-AS1-LINC00702	VWA8-AS1	LINC00702	-18.12	-952.36	same	25	0	2	23	5.55333147891892e-12	7.67812952328286e-11
XIST-LINC00702	XIST	LINC00702	-204.16	-952.36	same	24	1	4	21	7.17860649174925e-09	4.82509334116031e-08
ZEB1-AS1-LINC00702	ZEB1-AS1	LINC00702	-176.6	-952.36	same	24	1	1	24	9.90423221026572e-12	1.07975837375587e-10
LINC00895-LINC00839	LINC00895	LINC00839	-20.3	-362.96	same	24	1	17	8	0.0232154217451454	0.0838549592376684
LINC00895-LINC00844	LINC00895	LINC00844	-20.3	-643.48	same	25	0	9	16	8.29855302147108e-07	4.76448213445787e-06
LINC00907-LINC00844	LINC00907	LINC00844	-31.4	-643.48	same	24	1	5	20	3.98321955877924e-08	2.53425438781121e-07
LINC01087-LINC00844	LINC01087	LINC00844	-10.64	-643.48	same	25	0	18	7	0.00962512664640325	0.0390361520408168
LINC01300-LINC00844	LINC01300	LINC00844	-52	-643.48	same	24	1	11	14	0.000101921319381886	0.000509227963166369
MAMDC2-AS1-LINC00844	MAMDC2-AS1	LINC00844	-12.08	-643.48	same	24	1	7	18	8.02119496594062e-07	4.66544361415866e-06
MCHR2-AS1-LINC00844	MCHR2-AS1	LINC00844	-25.32	-643.48	same	25	0	8	17	2.19667579980118e-07	1.31489467053444e-06
MEG8-LINC00844	MEG8	LINC00844	-44.78	-643.48	same	24	1	7	18	8.02119496594062e-07	4.66544361415866e-06
OSER1-AS1-LINC00844	OSER1-AS1	LINC00844	-97.8	-643.48	same	24	1	5	20	3.98321955877924e-08	2.53425438781121e-07
RGPD4-AS1-LINC00844	RGPD4-AS1	LINC00844	-70.92	-643.48	same	25	0	12	13	2.93089804440138e-05	0.00015486991934592
SACS-AS1-LINC00844	SACS-AS1	LINC00844	-11.16	-643.48	same	25	0	9	16	8.29855302147108e-07	4.76448213445787e-06
VWA8-AS1-LINC00844	VWA8-AS1	LINC00844	-18.12	-643.48	same	25	0	14	11	0.000238658840758398	0.00117397136830581
LINC01352-LINC00852	LINC01352	LINC00852	-31.16	-563.08	same	24	1	8	17	3.04871974639072e-06	1.69066666397167e-05
SACS-AS1-LINC00852	SACS-AS1	LINC00852	-11.16	-563.08	same	24	1	14	11	0.00192150964097788	0.00848434968769638
RNF157-AS1-LINC00853	RNF157-AS1	LINC00853	847.76	228.12	same	24	1	4	21	7.17860649174925e-09	4.82509334116031e-08
WASIR1-LINC00869	WASIR1	LINC00869	792.64	85.5599999999999	same	24	1	2	23	1.23818724085526e-10	1.04033747216883e-09
LINC01426-LINC00881	LINC01426	LINC00881	572.88	153.58	same	24	1	11	14	0.000101921319381886	0.000509227963166369
WASIR1-LINC00881	WASIR1	LINC00881	792.64	153.58	same	24	1	5	20	3.98321955877924e-08	2.53425438781121e-07
LINC01139-LINC00884	LINC01139	LINC00884	234	159.52	same	24	1	16	9	0.010580541940289	0.0414919913756488
WASIR1-LINC00900	WASIR1	LINC00900	792.64	233.68	same	24	1	4	21	7.17860649174925e-09	4.82509334116031e-08
RNF157-AS1-LINC00910	RNF157-AS1	LINC00910	847.76	260.36	same	24	1	3	22	1.06994186493838e-09	7.77155760397614e-09
LINC01426-LINC00919	LINC01426	LINC00919	572.88	149.2	same	24	1	7	18	8.02119496594062e-07	4.66544361415866e-06
POT1-AS1-LINC00919	POT1-AS1	LINC00919	223.54	149.2	same	25	0	19	6	0.022289766970618	0.083827089307486
LINC01305-LINC00923	LINC01305	LINC00923	176.78	47.76	same	24	1	17	8	0.0232154217451454	0.0838549592376684
RNF157-AS1-LINC00926	RNF157-AS1	LINC00926	847.76	249.64	same	24	1	6	19	1.90142367617198e-07	1.15380073278459e-06
RNF157-AS1-LINC00937	RNF157-AS1	LINC00937	847.76	96.6	same	24	1	4	21	7.17860649174925e-09	4.82509334116031e-08
WASIR1-LINC00937	WASIR1	LINC00937	792.64	96.6	same	24	1	4	21	7.17860649174925e-09	4.82509334116031e-08
LINC01426-LINC00943	LINC01426	LINC00943	572.88	22.9200000000001	same	24	1	8	17	3.04871974639072e-06	1.69066666397167e-05
LINC00969-LINC00968	LINC00969	LINC00968	-16.5600000000001	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
LINC00970-LINC00968	LINC00970	LINC00968	-78.12	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC00982-LINC00968	LINC00982	LINC00968	-97.52	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC00996-LINC00968	LINC00996	LINC00968	-220.4	-1068.28	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
LINC01003-LINC00968	LINC01003	LINC00968	-81.4400000000001	-1068.28	same	25	0	1	24	4.11357887327329e-13	6.72816869554506e-12
LINC01007-LINC00968	LINC01007	LINC00968	-271.64	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
LINC01013-LINC00968	LINC01013	LINC00968	-31.6800000000001	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
LINC01019-LINC00968	LINC01019	LINC00968	-45.2800000000001	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC01029-LINC00968	LINC01029	LINC00968	-45.8200000000001	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC01056-LINC00968	LINC01056	LINC00968	-246.92	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC01069-LINC00968	LINC01069	LINC00968	-182.8	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC01082-LINC00968	LINC01082	LINC00968	-618.16	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
LINC01087-LINC00968	LINC01087	LINC00968	-10.64	-1068.28	same	25	0	2	23	5.55333147891892e-12	7.67812952328286e-11
LINC01088-LINC00968	LINC01088	LINC00968	-244.48	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC01089-LINC00968	LINC01089	LINC00968	-103.62	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC01103-LINC00968	LINC01103	LINC00968	-19.24	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC01104-LINC00968	LINC01104	LINC00968	-88.5999999999999	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC01107-LINC00968	LINC01107	LINC00968	-8	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC01111-LINC00968	LINC01111	LINC00968	-30.5599999999999	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC01114-LINC00968	LINC01114	LINC00968	-111.8	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC01119-LINC00968	LINC01119	LINC00968	-226.24	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC01120-LINC00968	LINC01120	LINC00968	-1.48000000000002	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC01126-LINC00968	LINC01126	LINC00968	-3.48000000000002	-1068.28	same	25	0	0	25	1.58214572048972e-14	5.8735919169197e-13
LINC01140-LINC00968	LINC01140	LINC00968	-510.44	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
LINC01149-LINC00968	LINC01149	LINC00968	-103.82	-1068.28	same	24	1	0	25	4.11357887327329e-13	6.72816869554506e-12
