SYMBOL,GSM431121,GSM431122,GSM431123,GSM431124,GSM431125,GSM431126
UQCRB,5938.411732,5598.772333,6892.178484,7641.789841,7467.37224,6287.107226
SRP14,6100.299393,6865.072764,6805.201272,6711.780596,6749.361173,6590.98346
HNRPH1,6643.156763,6712.884308,6592.472311,6433.094544,7089.094571,6350.16549
SRP9,7441.676652,7659.057363,6229.553822,6348.36337,6148.665608,5857.172371
HSP90B1,6590.706602,10856.42222,5389.805671,5621.175696,5615.288185,5593.565499
PDIA6,7171.805671,10097.55844,5651.808957,5375.423331,5556.850159,5798.543627
HMGN1,5781.616761,6158.833274,6642.418432,6927.435311,6976.574573,6710.094571
C6orf49,7060.417091,6301.594544,6404.627829,6404.627829,6245.604446,6770.846122
TUBA3,9598.788884,10390.58196,4485.198073,4652.439043,4715.429177,5342.261184
TAX1BP3,4919.172343,6674.188877,6889.050083,6859.932364,6725.922329,6967.250116
LOC392501,7015.746361,6333.052397,6572.283928,6439.316766,6709.81025,5885.045515
SUB1,6808.436493,7219.260305,6117.604275,6055.444086,6549.811243,6101.921683
COPS8,12091.79167,11648.51977,3532.918551,3536.392483,3778.67116,4036.92785
GABARAPL2,5283.014834,5521.524158,7075.372349,7127.645491,6774.114893,6719.669768
COX5A,6403.153491,5520.196652,6497.719845,6838.205295,6745.387711,6490.42785
CRYAB,1001.848084,1262.835033,9363.795822,8887.445725,8796.3435,9100.738664
ATP5L,6675.672316,6898.725708,6114.744655,6348.056099,6293.766847,5831.315815
EIF3S8 ,6980.466258,6461.563086,6227.689708,6210.947038,6057.420225,6203.842198
PLP2,8258.671147,8332.275722,5278.607765,5564.646944,5175.422231,5484.805617
HLA-C,4074.011303,4272.784865,7366.121963,7518.69616,7598.816739,7231.58154
HNRPA2B1,6693.940124,6395.053299,6178.994582,6202.535877,6648.930133,5935.531075
CYCS,7288.080567,6274.742468,6084.296379,6327.813752,5988.139005,6026.061151
TRAM1,6003.361227,5712.606232,6860.370699,6460.894539,6439.216506,6437.927904
SEPT9,6951.01397,7117.640844,6048.084239,5770.881836,6057.671399,5939.120945
ARL6IP5,6802.380386,6357.042651,6269.341175,6019.716493,6096.800987,6191.838956
SERBP1,7453.224405,6876.579243,5756.978012,5780.994528,5679.50308,6041.794549
SERP1,5661.930665,5289.751251,6509.672316,6736.284693,6557.732562,6786.172262
EIF5,5898.583476,5057.197458,6691.928949,6796.743969,6502.85761,6485.830173
COPB1,6432.716777,6309.70874,6152.183357,6221.276235,6068.315042,6221.276235
PHLDA2,4553.693679,5689.057888,7099.518012,6708.329507,7248.972211,6016.716777
UQCRQ,5700.828782,6178.994582,6422.060009,6412.654983,6178.994582,6348.861281
UBE2L3,5393.383027,5148.106392,6752.482787,6828.022375,6553.234563,6314.54114
RPN2,6118.999386,6754.51327,6052.529857,6052.529857,5925.297239,6004.738994
PRDX4,7879.774399,7956.417215,5201.987338,5315.081491,4928.187858,5534.124955
ATP5G3,6526.010368,6422.827942,6042.905661,5787.48346,6110.161167,5807.133136
DSG3,236.8397965,419.4851192,9156.821256,9186.872295,8685.251734,8911.131073
KARS,7066.816047,6090.969411,6072.216688,5931.568817,5555.426015,5813.916837
NCOA4,5511.472391,5292.340473,6430.907018,6488.130493,6661.076562,6085.327915
SOD1,7070.166397,8154.271137,5243.042194,5263.772333,5220.024405,5468.853406
GTPBP9,6087.517514,5322.196443,6248.738967,6338.331809,6296.919721,6087.517514
NAP1L1,11052.15897,9219.718441,4023.616734,4026.135001,3846.945399,4147.961943
TFG,5187.061232,5267.355814,6473.689521,6616.64062,6581.678522,6108.409981
CDKN1A,3524.468142,6006.105693,6902.278286,6718.790377,7020.005704,6006.105693
DDOST,5594.317716,6458.794312,5985.050056,6198.536365,5732.266386,6041.238674
MDH1,7207.70952,7414.782328,5362.908592,5434.877542,5201.532696,5272.094517
SHC1,9577.694669,11007.85478,3652.527894,3680.194615,3753.288808,4141.936322
NDUFB2,6432.771619,7518.116598,5225.480162,5625.110333,5436.350105,5553.617698
VAPA,5556.083476,5234.396747,6132.889669,6398.870481,6387.733156,6048.172371
PSMA7,6073.880343,5958.816793,6023.386889,5925.427877,5925.427877,5773.377903
MRPL3,7536.81117,6477.978388,5373.140902,5583.356663,5181.041212,5448.619569
C14orf2,6079.064601,5964.531154,5842.267905,6040.553287,5953.158009,5690.73001
PSMD14,5188.3766,4307.065867,6566.220616,6448.926972,6475.513663,6401.127937
COL3A1,15900.48362,19215.63019,31.2930762,32.43504889,46.18248841,68.38215271
PSMB2,4860.783346,5181.523748,6291.796799,6577.401755,6077.843173,6296.10621
LAPTM4A,6920.605585,6575.684116,5602.237619,5318.751494,5658.881815,5193.731136
MORF4L1,7205.747442,7262.225832,5269.597322,5001.990729,5137.822832,5203.860406
UCRC,6276.453846,5822.492863,6006.672704,5822.492863,5822.492863,5313.121493
C3orf28,6817.751089,5813.183601,5605.832536,5690.975591,5415.583395,5647.780373
ATP6V1G1,3511.807376,3436.193819,7282.683384,7205.476015,7090.443082,6423.356154
TMEM4,6088.915717,5927.774759,5921.118178,5845.541555,5665.769746,5437.418669
TBCA,5980.661167,5948.23434,5703.802274,5794.877075,5737.616702,5661.50251
NONO,6821.939026,6498.21239,5418.481104,5461.25013,5390.369385,5095.81682
TNFRSF21,2913.583635,2954.613167,7492.042534,7330.313105,7169.415057,6820.072327
ZNF207,5385.680737,3903.527867,6560.735494,6415.444635,6166.389183,6234.939123
HNRPAB,6671.970802,5602.989328,5778.372349,5721.739134,5576.311404,5216.429073
NDUFC1,4903.172262,5179.139005,6189.712,6185.595267,5839.917491,6194.021821
NDRG1,2531.470487,2466.792901,7176.767806,7276.544167,7828.320833,7176.767806
STK24,4670.094544,5054.269708,6403.833278,5962.592812,6375.330706,5962.641349
PTP4A2,4513.772278,4200.907435,6595.473576,6475.06252,6371.209641,6271.340477
NARS,6182.727872,5274.021098,5769.187476,5953.819905,5566.446156,5549.86319
DNAJA1,6018.295431,5681.740425,5677.811864,5733.205628,5365.126906,5772.244115
ATP1B3,6683.753709,6382.04595,5324.125886,5074.124906,5235.926908,5499.905606
PSMB1 ,5831.343031,5445.285327,5751.941574,5712.883471,5587.03167,5821.516663
SEC61B,5645.837491,5373.750062,5640.261211,5986.379071,5640.261211,5790.960833
SNRPB,5775.356508,4326.678086,6099.186738,6094.939026,5799.239411,5880.727067
SLC25A6,7608.927959,6761.904603,4829.239086,4910.296643,4764.204681,5077.949682
CD44,6355.239739,6780.10815,5088.000775,5061.957529,5194.280947,5458.88339
ATP5G2,7624.75379,7599.989934,4690.642502,4731.481835,4570.761211,4714.115691
GABARAP,5810.414245,5778.32444,5618.658557,5581.794522,5581.794522,5381.017813
ANP32B,6247.65948,6062.454048,5443.961189,5523.598692,5329.583395,5099.492907
MTCH1,4572.025804,4246.083421,6077.327834,6450.871305,6145.970539,6169.275017
TUBB3,5124.850105,4972.60804,5764.264907,5751.971284,5920.826281,6049.372902
GLUL,11146.10441,10801.21895,2745.669873,2734.674043,2603.160434,3349.059832
ATP6V0C,3109.091441,3524.966382,6645.652608,6821.617439,6640.784614,6567.886985
CAST,2495.730409,2393.305671,6843.163062,7234.150235,7883.945472,6439.389215
NDUFB8,5022.333221,5004.148199,5765.814919,6118.49104,5769.218742,5577.960418
NHP2L1,5664.73464,4914.859363,5667.283373,5941.312723,5639.124895,5377.551464
ERP29,4386.06597,4644.280756,5976.929579,6329.085416,5972.557084,5714.289421
BZW1 ,5747.331801,5451.561287,5575.501539,5410.007722,5457.35082,5363.500274
SYPL1,3370.720281,3446.496897,6571.272197,6567.435486,6729.903793,6306.923041
ATP1B1,1161.220143,978.1956625,7803.853742,7716.886672,8011.094571,7311.361332
TCEB1,4567.028143,4585.679743,6019.709892,6274.35733,5506.237608,5991.606578
SSBP1,5606.905726,5005.728186,5611.140944,5809.427796,5517.618399,5391.557259
AP3S1,6016.716777,6234.689161,5237.788358,5037.25299,5010.010969,5354.719893
C14orf166,6054.21418,5731.335653,5194.552747,5199.827861,5376.371713,5180.417514
CSDA,5493.405633,6327.88849,5031.474479,5237.919288,5304.53893,5340.598332
NDUFA13,5147.194587,5026.115202,5835.610889,5798.191565,5424.761041,5441.497414
LOC390183 ,10171.39443,8821.050246,3194.048811,3320.088654,3440.616866,3661.341254
AKR1B1,6874.047078,10716.54981,3672.937494,3727.953316,3895.576912,3708.761238
C7orf28A,5431.78066,4788.596112,5824.658617,5554.272251,5431.78066,5522.58081
TMED9,5762.920874,6401.284428,5150.616734,5151.367192,5085.50565,4941.162676
CDK2AP1,5063.145312,5155.734581,5562.083625,5536.865647,5643.412874,5522.679128
DYNLRB1,5031.480977,5550.538961,5402.194425,5416.445945,5620.504166,5400.762504
SH3BGRL3,5448.891105,7133.403593,5053.127856,5142.808183,4744.983541,4879.0632
RAD23B,4224.104089,4205.572588,6284.292481,5949.807653,6162.405633,5487.129799
STRAP,5675.951461,5309.637042,5186.908474,5372.327807,5384.704519,5377.915015
RHOC,4132.127801,4961.103346,5860.039803,5754.213559,6055.786575,5504.243915
GPIAP1,5136.927823,5239.005731,5473.516406,5717.730596,4886.740548,5519.794577
GLTSCR2,7952.276062,5854.934704,4442.952374,4590.850051,4496.243999,4604.380612
SSR4,5702.352119,6223.729659,4979.229585,5015.181633,4789.207303,5231.1497
DDX5,6081.66053,5169.148269,5211.520281,5215.1501,5207.589363,4973.746828
RAB13,9904.170068,8133.82827,3488.333839,3545.427932,3424.406678,3292.629052
TNPO1,6767.864797,7189.868183,4391.42785,4449.974287,4279.196895,4705.084053
SDCBP,7866.742417,7189.863425,4009.535939,3998.377063,4130.80559,4539.201004
PSMC1,4778.649274,4301.394748,5645.79229,5604.339037,5527.891453,5856.317555
PSMA3,5211.416783,4402.437027,5712.369718,5548.286943,5379.991633,5379.991633
IDH1,2539.536829,2395.012549,6799.607115,6506.783455,6882.265036,6458.324417
ARPC3,4918.289461,5013.46518,5541.705601,5429.10235,5402.877486,5223.536059
ATP6V1F,3866.934035,3410.189116,5943.04959,6346.261238,6041.557422,5902.361146
C11orf10,6191.343851,5694.561204,4942.314616,4838.303269,4534.383471,5179.573701
TMEM66,5688.573681,6241.36797,4761.110284,4668.999464,4919.935066,5073.950094
POLR2L,5896.777565,8101.737491,4279.3044,4129.139005,4405.083503,4491.950094
ATP5I,5126.45732,5192.426365,5192.426365,5386.17655,5275.972338,5124.850105
TPM1,5160.79988,3959.613809,5674.831202,5409.09449,5499.933175,5566.88925
JTB,4660.496513,4291.711806,5669.663141,5457.91022,5218.905855,5971.237257
NDUFS5,5734.851131,6105.487908,4925.816739,4778.894566,4925.816739,4759.703265
ERH,6297.31126,5589.894484,4574.283427,5011.129963,4910.216723,4827.212939
SPCS2,6221.141073,6322.061151,4599.315996,4516.809253,4571.228305,4958.182734
PSMD6,4682.571622,3864.648877,5758.527921,5623.468677,5640.394158,5473.944372
VAMP3,4853.716777,5143.745071,5283.784106,5287.12933,5164.561178,5278.694798
SSR1,7341.427453,6332.482854,4533.501242,4512.23974,4018.570186,4205.923992
HLA-C ,3557.879396,3407.959828,6124.750143,5987.3709,6064.069371,5777.271406
NME1,6819.603159,6413.786104,4418.61906,4404.205682,4431.077358,4409.55275
TFRC,2655.652308,2650.015046,6367.02933,6097.079939,6206.950111,6914.391817
SEC61G,5706.221821,5334.172316,4890.050138,4967.466809,5017.077682,4929.351538
SLC20A1,9330.462942,11957.71245,2320.169468,2354.082531,2219.384986,2659.288716
PSAP,5405.897371,5246.036012,5043.629933,4911.481623,5122.028013,5044.144257
NEDD8,5052.494501,5541.460395,5052.494501,4951.825354,5052.494501,5052.494501
ALCAM,5161.452897,7925.827861,4195.686733,4384.072381,4016.131285,4984.940985
MRP63,6416.621664,5515.241038,4636.807926,4852.033556,4594.39462,4496.450094
SRPX,12330.89335,10963.45786,1622.132437,1812.171218,1569.809813,2121.362158
NOL7,4986.950528,4573.322411,5090.799261,5414.76011,5202.672316,5134.127829
SQLE,3902.788244,5045.372109,5567.828971,5147.875118,5264.559192,5402.919028
CNBP,5928.513404,5144.827915,4727.248408,5060.842885,4783.445848,4635.472338
COX6B1,5308.507157,5480.658099,4800.598079,4937.140488,4834.824075,4917.750143
CCT5,5511.530221,5003.163054,4860.711212,4933.045508,4876.683493,5067.772705
HIST2H2AA3 ,3605.803687,5298.640425,5421.936212,5425.806225,5171.956371,5239.394593
MDH2,5849.97768,4966.031774,4966.031774,4941.929075,4484.945979,4925.243629
WDR1,5311.494226,4575.240086,5192.339037,4891.08987,4980.150072,5153.161835
DHX15,4941.693812,4505.732006,5257.39699,5052.494501,5109.705149,5185.650072
TSPAN1,238.2470159,333.2035246,7783.990694,7231.326519,7162.802103,7269.834991
SFRS5,4099.282282,2430.414548,5688.248004,6080.241772,5772.261292,5887.566543
OAT,4435.939643,3787.274584,5541.705601,5361.770667,5438.307305,5325.687186
ARPC5,4591.305644,4995.493403,5152.848217,4902.82565,5158.64092,5083.348337
DDIT4,6246.714033,4720.744207,4954.8612,4557.743451,4471.187497,4909.315703
PDIA3,5020.105639,7341.492098,4520.963693,4167.81512,4281.19599,4503.407821
HIF1A,4996.380269,5203.550366,4950.438918,4944.412773,4432.517801,5287.185952
DSG2,3316.746764,3064.336046,6152.524771,5829.101592,6041.794549,5391.143054
PFN1,5175.491982,5728.83434,4789.147559,4961.750089,4425.922088,4662.017691
NFKBIA,5011.141983,2844.478953,5395.304575,5283.416728,5285.997118,5916.312887
TAGLN2,6792.438718,7760.858809,3770.426755,3807.962957,3710.594517,3827.589263
PSMB1,5030.416755,4959.234596,4918.239021,4987.959396,4918.239021,4819.797371
TUSC3,5706.561151,6111.453037,4484.114508,4632.940349,4575.0723,4039.970539
CCT2,5433.264262,4689.264425,4857.027948,4756.0723,4937.463924,4875.219372
REXO2,5071.113466,5834.062781,4572.605011,4957.249671,4639.294252,4449.159942
LOC645745,9778.767223,11653.6809,1422.376841,1384.183459,1884.337132,3342.81682
COX7A2,5016.937066,5426.706037,4874.12791,4648.41763,4874.12791,4609.375772
C20orf42,638.7730052,507.7055021,6953.516826,7071.681904,7440.305617,6827.274086
UQCR ,4704.936658,5417.616788,4678.896714,4698.625561,4799.850483,5000.922176
NGRN,4389.910602,3605.072327,5367.716894,5518.030324,5328.283373,5008.838859
SNRPE,5685.338983,5259.912303,4573.010389,4511.152635,4677.163552,4452.939315
NOLA2,5592.815252,4988.246734,4677.794553,4591.415906,4655.201185,4614.237933
TCP1,5106.344157,4203.587368,4879.172371,4879.172371,5046.557228,4899.608052
CYB5R3,5534.938999,6696.089675,4298.649094,4216.175353,4102.128049,4165.490462
PSMA2 ,4812.461216,4812.461216,5093.661167,4904.011057,4771.698373,4604.690628
CTSC,2159.217325,1883.361899,6317.898511,6162.243593,6426.47668,6030.550288
FAM120A,4987.999388,5457.346119,4814.627883,4584.330386,4391.244671,4707.427932
CD164,6768.131658,5628.152778,4218.683384,4369.252732,3871.395517,4079.272992
TUBA1,2045.17664,1419.434184,6441.035349,6271.427796,6457.46896,6253.420963
NNMT,13162.12794,11097.5835,453.0056429,459.5036519,524.293922,3160.372322
NDUFC2,4724.21468,4842.735836,4802.92785,4793.495832,4599.517932,5040.952699
UBL5,4206.045761,4667.087371,4938.254626,5002.510719,4998.139655,4980.680134
EIF3S7,5339.458868,4406.213816,4875.516074,4813.064911,4623.647449,4686.872295
TXNL1,4585.42385,4718.830891,4796.961064,4913.493847,5054.659138,4658.808899
CMTM6,3273.265288,3239.523413,5466.010458,5629.808294,5914.507007,5164.561178
TIMM8B,5832.751731,5641.016244,4324.415407,4338.037536,4105.123871,4426.308447
CSNK2B,4778.225602,4729.205709,4776.217842,4981.437924,4656.491582,4651.427877
PSMC2,4712.764994,4234.14131,5194.244473,4849.376891,4730.273251,4742.486341
CANX,5029.485827,5901.33901,4431.3377,4386.239845,4438.10755,4264.473717
NDUFB1,4530.000856,5051.405606,4822.702172,4797.116181,4453.150154,4721.027812
CEBPB,4743.103821,4463.044852,4933.994607,4527.685861,4547.159784,5068.94721
ATP5I ,4942.708838,4765.239648,4587.227872,4640.181911,4663.835326,4621.15294
VDAC3,5310.383011,4838.828255,4377.926686,4560.360923,4699.436835,4324.034698
NPC2,3689.05011,6614.903826,4466.042347,4504.419341,4354.261265,4448.497738
TKT,6291.840548,7319.323481,3494.501313,3492.316712,3829.846414,3619.798024
FABP5 ,2565.058011,1417.057002,6190.838902,5851.737278,6020.972311,5824.749774
NDUFA4,5062.937866,5638.90213,4337.655937,4169.58739,4325.299626,4312.350078
AREG ,7770.658318,6744.530678,3057.850132,3111.027921,3224.305644,3933.006033
ZFP36L2,5621.145274,6373.753757,4004.252954,4034.706758,3784.68989,4017.568381
SEPT7,5716.5357,5756.525378,4100.587814,3970.540937,4201.716777,4081.98522
SEC13,4682.650045,4297.618073,4682.650045,4720.721059,4803.476477,4640.595711
ATP6V1E1,3388.64857,3158.191425,5380.251617,5292.264924,5549.250089,5010.027846
HIST1H2BK,3315.451944,4104.832937,5252.894566,5278.902849,5336.086852,4461.951069
MGST3,4131.164346,5685.850424,4509.799972,4489.037559,4525.333375,4406.174524
ANXA5,7362.422002,8910.642061,2985.696672,2576.478825,2693.761211,3187.653311
CORO1C,3074.644235,3112.827661,5506.916728,5309.961728,5119.527894,5502.85453
GHITM,3901.977053,4069.258707,5128.735821,4798.694533,4738.361146,4984.656963
XRCC5,4969.476535,4482.939026,4538.183357,4435.599727,4934.102113,4205.072871
HNRPC,4382.914028,6279.778483,4228.727872,4317.49453,4228.727872,4028.734275
CCT3,5121.998742,4482.248016,4429.502779,4601.70264,4322.169008,4497.083449
IGFBP2,9018.951024,11356.92441,1742.483433,1795.612704,1721.611104,1811.265512
HDGF,4112.461253,4831.57297,4521.383444,4398.634575,4994.083928,4521.383444
ATP6V1D,3256.172677,4128.656125,5150.612309,5048.23954,4793.508537,4971.570514
ACTN1,4350.494555,4629.774337,4747.039016,4166.966696,4550.537161,4844.222589
DAZAP2,3477.827915,3161.028169,5170.348746,4968.661222,5123.026815,5383.660953
PDCD6IP,2652.932144,3015.916783,5572.126874,5200.239495,5450.378766,5385.141318
REEP5,3617.917766,3694.436986,5084.639005,5057.185211,4842.939021,4970.072107
MRPL18,4943.179003,4367.348203,4513.661167,4513.661167,4397.794949,4530.3907
IGFBP3,7473.23894,7965.008004,3082.647346,3207.057806,3143.501332,2374.410429
CST6,42.82249769,65.6843125,7504.661303,7199.44075,7223.055105,5207.803968
UFD1L,4175.672032,3798.694773,4763.27473,4649.832858,4897.905606,4936.191534
PHB2,6672.258026,5809.573623,3700.184181,3723.72193,3332.516772,3911.650018
SERPINB7,48.68175866,66.37298986,6992.83524,6551.327834,6551.327834,6874.785722
PSMA5,5065.061647,4313.354812,4461.5737,4394.294784,4433.424782,4405.140554
FKBP1A,4386.128172,5544.20849,4373.737625,4365.239021,4443.920128,3920.435471
COX8A,4253.55011,4782.250143,4461.683411,4623.755201,4441.166367,4461.683411
ST13,4956.776142,4300.627401,4352.772387,4407.205764,4407.205764,4401.126742
ATP6AP2,4585.880421,5087.549769,4354.932095,4349.705574,4203.616734,4232.97651
HSBP1,3872.494501,3941.0119,4629.635594,4890.244945,4713.704368,4751.029757
GPM6B,13518.93047,11512.00424,375.6795041,351.722904,484.6037473,550.9823437
ANXA8 ,210.9432475,542.4747016,6427.430024,6479.552598,6680.783373,6429.816685
EEF1D,5711.062902,5372.509571,3910.718479,3822.976588,3867.897897,4065.861227
BCAP31,3114.83672,3371.721048,4931.868319,5339.818437,4959.914809,4982.813478
UQCRFS1,4503.586814,4185.254666,4423.878317,4577.752541,4491.205628,4443.60216
S100A7,29.59602856,23.61845703,5740.717474,5781.362737,5842.850105,9202.183333
ANXA4,4036.122268,5190.937428,4257.214043,4282.542069,4371.922184,4462.31682
RASA1,2163.9376,3140.303721,5668.761564,5338.105666,5086.616072,5201.383417
CTNNA1,3642.081673,3830.483607,4615.80519,4816.761265,4687.2834,5002.760328
UBE2I,4041.294549,3523.161521,4849.964884,4812.83345,4690.747419,4530.495335
TMED10,5161.955074,4829.927904,3971.940322,4017.047299,4027.872295,4411.106043
CAPNS1,3733.731983,4772.488023,4391.42785,4582.187208,4444.242939,4487.497035
VAMP8,1855.595111,2789.001252,5326.278691,5724.365849,5221.105639,5492.427483
XRCC6,4600.901756,4100.194609,4443.816991,4415.670758,4472.415586,4374.189621
LAPTM4B,3613.731626,2837.683438,5284.238913,5009.4109,5213.87038,4399.99535
CAV2,3961.185681,4972.017855,4222.961189,4427.972443,4195.995941,4501.698304
