aging,cluster_short,gene,expression
Y,OO,AMH,0
Y,OO,AMH,0
Y,OO,AMH,0
Y,OO,AMH,0
Y,OO,AMH,0
Y,OO,AMH,0
Y,OO,AMH,0
Y,OO,AMH,0
Y,OO,AMH,0
Y,OO,AMH,0
Y,OO,AMH,0
Y,OO,AMH,0
Y,OO,AMH,0
Y,OO,AMH,0
Y,OO,AMH,0
O,NKT,AMH,0
O,SMC,AMH,0
O,EC,AMH,0
O,SMC,AMH,0
O,EC,AMH,0
O,NKT,AMH,0
O,SMC,AMH,0
O,SMC,AMH,0
O,NKT,AMH,0
O,EC,AMH,0
O,NKT,AMH,0
O,NKT,AMH,0
O,SMC,AMH,0
O,NKT,AMH,0
O,SC,AMH,5.33521449562513
O,SMC,AMH,0
O,NKT,AMH,0
O,SMC,AMH,0
O,SMC,AMH,0
O,SMC,AMH,1.11913571640078
O,EC,AMH,0
O,NKT,AMH,0
O,SMC,AMH,0
O,SC,AMH,0
O,SMC,AMH,0
O,SMC,AMH,0
O,SMC,AMH,0
O,SMC,AMH,0
O,SMC,AMH,0
O,SMC,AMH,0
O,NKT,AMH,0
O,SMC,AMH,0
O,SMC,AMH,0
O,SMC,AMH,0
O,NKT,AMH,0
O,SC,AMH,0
O,SMC,AMH,0
O,SMC,AMH,0
O,NKT,AMH,0
O,NKT,AMH,0
O,SMC,AMH,0
O,EC,AMH,0
O,NKT,AMH,0
O,SMC,AMH,0
O,SMC,AMH,0
O,SMC,AMH,0
O,NKT,AMH,0
O,NKT,AMH,0
O,NKT,AMH,0
O,NKT,AMH,0
O,NKT,AMH,0
O,SMC,AMH,0
O,NKT,AMH,0
O,SMC,AMH,0
O,SMC,AMH,0
O,NKT,AMH,0
O,SMC,AMH,0
O,SMC,AMH,0
O,SMC,AMH,0
O,NKT,AMH,0
O,NKT,AMH,0
O,SMC,AMH,0
O,SMC,AMH,0
O,SC,AMH,0
O,GC,AMH,4.41035271338373
O,SC,AMH,0
O,NKT,AMH,0
O,SC,AMH,0
O,NKT,AMH,0
O,SMC,AMH,0
O,EC,AMH,0
O,EC,AMH,0
O,EC,AMH,0
O,SMC,AMH,0
O,NKT,AMH,0
O,NKT,AMH,0
O,SMC,AMH,0
O,SMC,AMH,0
O,SMC,AMH,0
O,SMC,AMH,0
O,SMC,AMH,0
O,SMC,AMH,0
O,NKT,AMH,0
O,NKT,AMH,0
O,SMC,AMH,0
O,NKT,AMH,0
O,SC,AMH,0
O,EC,AMH,0
O,SMC,AMH,0
O,M,AMH,0
O,SMC,AMH,0
O,EC,AMH,0
O,SMC,AMH,0
O,EC,AMH,0
O,SMC,AMH,0
O,SMC,AMH,0
O,EC,AMH,0
O,SMC,AMH,0
O,EC,AMH,0
O,EC,AMH,0
O,SMC,AMH,0
O,SC,AMH,0
O,SMC,AMH,0
O,SMC,AMH,0
O,SMC,AMH,0
O,SMC,AMH,0
O,SMC,AMH,0
O,SC,AMH,0
O,SC,AMH,0
O,NKT,AMH,0
O,SC,AMH,0
O,SMC,AMH,0
O,NKT,AMH,0
O,NKT,AMH,0
O,SC,AMH,0
O,EC,AMH,0
O,EC,AMH,0
O,SMC,AMH,0
O,SMC,AMH,0
O,SMC,AMH,0
O,NKT,AMH,0
O,NKT,AMH,0
O,SMC,AMH,0
O,SMC,AMH,0
O,SMC,AMH,0
O,SMC,AMH,0
O,SMC,AMH,0
O,NKT,AMH,0
O,SMC,AMH,0
O,SMC,AMH,0
O,SC,AMH,0
O,SMC,AMH,0
O,GC,AMH,1.69084700849475
O,GC,AMH,0
O,SC,AMH,2.61098567941307
O,NKT,AMH,0.982027000426548
O,SMC,AMH,0
O,SC,AMH,0
O,GC,AMH,3.89052260988565
O,M,AMH,0
O,SMC,AMH,1.30252273979506
O,GC,AMH,6.11506310017023
O,GC,AMH,5.43744516494251
O,SC,AMH,0.987293965567556
O,EC,AMH,0
O,SC,AMH,2.89666663905008
O,GC,AMH,6.4864948267662
O,SC,AMH,0
O,GC,AMH,0
O,GC,AMH,0
O,SC,AMH,2.69754442213087
O,SC,AMH,0
O,SC,AMH,5.74429246585286
O,GC,AMH,5.6942742217345
O,SC,AMH,2.12714314481526
O,SC,AMH,2.90678822912224
O,GC,AMH,5.38341622880589
O,GC,AMH,3.7762037230592
O,GC,AMH,0
O,GC,AMH,6.52904209063981
O,GC,AMH,6.15657469911437
O,SC,AMH,0
O,SC,AMH,0
O,GC,AMH,0
O,SC,AMH,2.67111752289219
O,SMC,AMH,1.17587783156908
O,SC,AMH,1.38929078190081
O,SMC,AMH,0
O,SC,AMH,0
O,SC,AMH,0
O,SC,AMH,5.74288343675634
O,GC,AMH,5.83233996757235
O,GC,AMH,1.23446574160761
O,SC,AMH,1.23973074338014
O,M,AMH,0
O,GC,AMH,2.75419668980255
O,SMC,AMH,0
O,GC,AMH,5.43647849677999
O,SC,AMH,2.92418299987562
O,GC,AMH,4.36804070420097
O,SC,AMH,0
O,GC,AMH,4.36059866739121
O,SC,AMH,1.82034056365208
O,SC,AMH,0
O,SC,AMH,0
O,SC,AMH,1.94922886807155
O,SC,AMH,0
O,GC,AMH,0
O,GC,AMH,4.68618765126175
O,SC,AMH,1.28432954458112
O,GC,AMH,5.72418928340249
O,SC,AMH,1.52647891112919
O,SC,AMH,0
O,SMC,AMH,0
O,SMC,AMH,0
O,SC,AMH,1.35530864955174
O,GC,AMH,3.008349915595
O,SMC,AMH,1.47770058345568
O,SC,AMH,2.08865513302185
O,GC,AMH,5.24614066051814
O,GC,AMH,0
O,GC,AMH,5.49211562210155
O,SC,AMH,0
O,SC,AMH,0.666342072399446
O,SC,AMH,1.37702891719183
O,SC,AMH,0
O,GC,AMH,0
O,SC,AMH,2.33569117890096
O,SC,AMH,0.884504980462632
O,GC,AMH,0
O,SC,AMH,2.15904931321414
O,SC,AMH,5.2372327831976
O,GC,AMH,0
O,SC,AMH,1.08250202442946
O,SC,AMH,0.697614545451362
O,SMC,AMH,0
O,GC,AMH,1.55858055986875
O,GC,AMH,5.73020210750429
O,SC,AMH,0
O,SC,AMH,0
O,SC,AMH,2.04953229360826
O,SC,AMH,6.96148477469368
O,SC,AMH,0
O,SC,AMH,0
O,SC,AMH,1.00777354807172
O,SC,AMH,0
O,SMC,AMH,0
O,SC,AMH,2.73367400245815
O,SC,AMH,0
O,SC,AMH,1.44256453337153
O,SC,AMH,0
O,SC,AMH,0
O,M,AMH,2.90783500314634
O,GC,AMH,4.85803671415783
O,GC,AMH,2.04788481366796
O,SC,AMH,0
O,GC,AMH,3.86657276677879
O,GC,AMH,4.57693623967722
O,SC,AMH,0
O,GC,AMH,7.10611064296707
O,GC,AMH,3.80963104043265
O,SC,AMH,0
O,GC,AMH,0
O,GC,AMH,5.30197239172834
O,SC,AMH,1.39685346532353
O,SC,AMH,0
O,SC,AMH,6.64824778470751
O,GC,AMH,4.42299262722511
O,SMC,AMH,0
O,SC,AMH,1.63700473387132
O,SC,AMH,1.63656077758338
O,GC,AMH,5.16895228044169
O,GC,AMH,1.39028102347322
O,SC,AMH,0
O,GC,AMH,1.82552376860161
O,SC,AMH,0
O,SC,AMH,0
O,SC,AMH,3.01232488929404
O,SC,AMH,0
O,SC,AMH,1.56298825437832
O,SC,AMH,2.94986340941831
O,SC,AMH,0
O,GC,AMH,4.35700490654044
O,SMC,AMH,1.58837531685147
O,SC,AMH,5.41397490177176
O,GC,AMH,0
O,GC,AMH,5.25084735454441
O,GC,AMH,4.00959066234517
O,SC,AMH,1.51747284746534
O,SC,AMH,0
O,SC,AMH,0
O,GC,AMH,1.16736612343751
O,GC,AMH,5.55666807055787
O,GC,AMH,5.29239539533233
O,SC,AMH,0
O,SC,AMH,1.8087473007694
O,GC,AMH,4.28609005965098
O,SC,AMH,0
O,SC,AMH,1.43839454380157
O,SC,AMH,0
O,GC,AMH,4.73472516031854
O,SC,AMH,0
O,GC,AMH,0
O,SC,AMH,1.11766851835158
O,SC,AMH,1.63830716319867
O,GC,AMH,5.42249341776604
O,SC,AMH,0.756757277568457
O,SC,AMH,0
O,GC,AMH,2.16135309284217
O,SC,AMH,3.72052203416407
O,GC,AMH,5.99806637920368
O,SC,AMH,0
O,GC,AMH,0.808480285561066
O,SC,AMH,6.55058078582434
O,GC,AMH,6.12158430304948
O,SC,AMH,0.850193073620763
O,SC,AMH,0
O,GC,AMH,2.09239687659609
O,SC,AMH,0.873323069298103
O,SMC,AMH,1.77430059831228
O,SC,AMH,1.70261016994466
O,GC,AMH,4.10001610360434
O,SC,AMH,2.68067277715034
O,SC,AMH,2.01572276554593
O,GC,AMH,2.89588854037292
O,SC,AMH,0
O,SC,AMH,0
O,SC,AMH,0
O,SC,AMH,0
O,GC,AMH,0
O,SC,AMH,0
O,GC,AMH,4.00321146742475
O,SC,AMH,0
O,NKT,AMH,0
O,SC,AMH,0
O,SMC,AMH,0
O,NKT,AMH,0
O,NKT,AMH,0
O,NKT,AMH,0
O,SC,AMH,0
O,SC,AMH,0
O,SC,AMH,0
O,SC,AMH,1.18830859086537
O,SC,AMH,0
O,SMC,AMH,0
O,SC,AMH,0
O,SC,AMH,0
O,SC,AMH,0
O,NKT,AMH,0
O,SMC,AMH,0
O,SC,AMH,2.41711837373135
O,SC,AMH,0
O,NKT,AMH,0
O,SC,AMH,0
O,SC,AMH,0
O,SMC,AMH,0
O,SC,AMH,0
O,NKT,AMH,0
O,SC,AMH,0
O,GC,AMH,4.21412074080087
O,SC,AMH,0
O,NKT,AMH,0
O,SC,AMH,0
O,NKT,AMH,0
O,NKT,AMH,0
O,SC,AMH,0
O,SC,AMH,0
O,SC,AMH,0
O,SC,AMH,0
O,SC,AMH,0
O,SC,AMH,0
O,NKT,AMH,0
O,NKT,AMH,0
O,SC,AMH,0
O,SC,AMH,0
O,SC,AMH,0
O,SMC,AMH,0
O,GC,AMH,0
O,SC,AMH,0
O,GC,AMH,4.93262879434972
O,EC,AMH,0
O,NKT,AMH,0
O,SC,AMH,0
O,SC,AMH,0
O,GC,AMH,3.13470710370906
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0.962941316850294
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0.424403106891189
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
O,OO,AMH,0
Y,SMC,COL1A2,0
Y,SMC,COL1A2,0
Y,SMC,COL1A2,0
Y,SC,COL1A2,3.1910455643907
Y,SMC,COL1A2,3.3832767467852
Y,SMC,COL1A2,0
Y,SMC,COL1A2,0
Y,SMC,COL1A2,0
Y,SC,COL1A2,0
Y,SMC,COL1A2,0
Y,SC,COL1A2,5.50231929063893
Y,SC,COL1A2,0
Y,SC,COL1A2,3.30517460678953
Y,SMC,COL1A2,0
Y,SC,COL1A2,3.1850013469963
Y,SMC,COL1A2,0
Y,SC,COL1A2,0
Y,M,COL1A2,0
Y,EC,COL1A2,0
Y,SC,COL1A2,8.56696419406434
Y,SMC,COL1A2,2.92438940320925
Y,SMC,COL1A2,4.07229096593245
Y,SC,COL1A2,0
Y,SC,COL1A2,4.77766591435082
Y,EC,COL1A2,0
Y,SC,COL1A2,0
Y,SMC,COL1A2,4.01688273626664
Y,EC,COL1A2,0
Y,SC,COL1A2,0
Y,SC,COL1A2,0
Y,SMC,COL1A2,0
Y,GC,COL1A2,0.994869870115611
Y,SC,COL1A2,7.06445961754273
Y,SC,COL1A2,1.94780742366058
Y,EC,COL1A2,2.21114397571821
Y,SC,COL1A2,6.70781555720265
Y,SMC,COL1A2,0
Y,SMC,COL1A2,4.59362725076855
Y,SC,COL1A2,0
Y,EC,COL1A2,0
Y,SMC,COL1A2,0
Y,SC,COL1A2,6.14620213005871
Y,SC,COL1A2,0
Y,SC,COL1A2,1.67610069193396
Y,SC,COL1A2,4.89255930662893
Y,SC,COL1A2,0
Y,SC,COL1A2,0
Y,SMC,COL1A2,0
Y,SMC,COL1A2,0
Y,SC,COL1A2,2.20655607068906
Y,SC,COL1A2,6.37145458413094
Y,SMC,COL1A2,0
Y,SC,COL1A2,3.37414351640599
Y,SC,COL1A2,0
Y,SC,COL1A2,6.34144677835116
Y,SC,COL1A2,7.38354481290771
Y,SC,COL1A2,7.65428939707271
Y,SMC,COL1A2,5.62720263200324
Y,SC,COL1A2,0
Y,SC,COL1A2,0
Y,SMC,COL1A2,0
Y,SC,COL1A2,0
Y,SC,COL1A2,1.57690935651323
Y,EC,COL1A2,2.00453469957957
Y,SC,COL1A2,0
Y,SC,COL1A2,0
Y,EC,COL1A2,2.27005328640868
Y,SMC,COL1A2,6.98582013615579
Y,SC,COL1A2,6.8479806980356
Y,SMC,COL1A2,4.88475054869975
Y,EC,COL1A2,0
Y,SC,COL1A2,6.30359750872219
Y,SC,COL1A2,6.14243210531586
Y,SC,COL1A2,0
Y,SC,COL1A2,1.66561843516492
Y,SC,COL1A2,6.25651017933463
Y,EC,COL1A2,0
Y,SC,COL1A2,8.45223360515195
Y,SMC,COL1A2,0
Y,SMC,COL1A2,5.76047248628806
Y,SMC,COL1A2,4.52319401546821
Y,GC,COL1A2,1.40514896956921
Y,GC,COL1A2,1.58725521510795
Y,SMC,COL1A2,3.20148856579005
Y,GC,COL1A2,3.54225870919638
Y,GC,COL1A2,1.31191667310309
Y,SC,COL1A2,4.69686976783563
Y,SC,COL1A2,2.19200124183852
Y,SC,COL1A2,0
Y,GC,COL1A2,0
Y,GC,COL1A2,1.7793086943961
Y,SC,COL1A2,4.70565189790255
Y,GC,COL1A2,0
Y,GC,COL1A2,1.02076683109076
Y,SC,COL1A2,8.7924799240897
Y,GC,COL1A2,0
Y,SC,COL1A2,3.7418927931428
Y,SC,COL1A2,5.79121005399311
Y,SC,COL1A2,4.19873935414904
Y,GC,COL1A2,0
Y,SC,COL1A2,8.84578170729134
Y,GC,COL1A2,1.53073765059481
Y,GC,COL1A2,1.25678843570598
Y,SC,COL1A2,5.54731404032285
Y,GC,COL1A2,0
Y,GC,COL1A2,0
Y,SC,COL1A2,5.33632278400313
Y,GC,COL1A2,1.80374345617843
Y,SC,COL1A2,2.12208596748007
Y,GC,COL1A2,1.11587873417965
Y,GC,COL1A2,0
Y,GC,COL1A2,0.650873838491603
Y,SC,COL1A2,8.93384692913257
Y,GC,COL1A2,0
Y,SMC,COL1A2,0
Y,SMC,COL1A2,1.45268329101875
Y,SC,COL1A2,8.66106084261432
Y,SC,COL1A2,8.58233286154258
Y,GC,COL1A2,1.5902137249526
Y,SMC,COL1A2,4.13965035731469
Y,SMC,COL1A2,4.54680248025169
Y,GC,COL1A2,1.5617208070408
Y,GC,COL1A2,1.09161139512683
Y,GC,COL1A2,1.72160528139738
Y,GC,COL1A2,1.53881645789915
Y,SC,COL1A2,4.02606427137649
Y,EC,COL1A2,0.662099786881426
Y,SMC,COL1A2,1.76333000619563
Y,SC,COL1A2,0
Y,GC,COL1A2,1.50857611826221
Y,SC,COL1A2,5.37999452072128
Y,GC,COL1A2,2.26535731115289
Y,SC,COL1A2,7.64991238807979
Y,GC,COL1A2,0
Y,SMC,COL1A2,0
Y,SC,COL1A2,1.59704693899668
Y,SC,COL1A2,2.26085772373144
Y,SC,COL1A2,2.41930959027966
Y,SC,COL1A2,7.22848154550561
Y,NKT,COL1A2,1.30488615392636
Y,SC,COL1A2,2.09773065349736
Y,SC,COL1A2,0
Y,SC,COL1A2,7.97115764907452
Y,GC,COL1A2,1.75836156741447
Y,SMC,COL1A2,0
Y,SC,COL1A2,6.8538557562046
Y,GC,COL1A2,0.967246294368974
Y,EC,COL1A2,0
Y,SMC,COL1A2,0
Y,EC,COL1A2,0
Y,SC,COL1A2,2.34803924120743
Y,GC,COL1A2,0
Y,SC,COL1A2,5.03979982638309
Y,SC,COL1A2,6.22073659131185
Y,SC,COL1A2,2.17858336225949
Y,GC,COL1A2,1.26544365351741
Y,SC,COL1A2,2.51418727389983
Y,EC,COL1A2,0
Y,SC,COL1A2,0
Y,SC,COL1A2,0
Y,GC,COL1A2,1.24042198318777
Y,SC,COL1A2,5.00230527688678
Y,SC,COL1A2,0
Y,SC,COL1A2,5.07222640473733
Y,SC,COL1A2,3.61812628279318
Y,SC,COL1A2,3.50379105939527
Y,SMC,COL1A2,0
Y,SC,COL1A2,0
Y,SC,COL1A2,5.81899767489044
Y,SC,COL1A2,0
Y,SC,COL1A2,1.01435689565677
Y,SC,COL1A2,0
Y,SC,COL1A2,4.28028191802704
Y,GC,COL1A2,0
Y,SC,COL1A2,0
Y,SMC,COL1A2,4.1658438246305
Y,SC,COL1A2,5.00614008088746
Y,SC,COL1A2,4.72543362859871
Y,EC,COL1A2,0
Y,SC,COL1A2,0.681391787893708
Y,SC,COL1A2,1.04675004206173
Y,SC,COL1A2,2.89120475637955
Y,SC,COL1A2,0
Y,SMC,COL1A2,0
Y,GC,COL1A2,0
Y,SC,COL1A2,5.88336280656235
Y,GC,COL1A2,0
Y,SMC,COL1A2,2.87306069935196
Y,GC,COL1A2,2.26740439225459
Y,GC,COL1A2,0
Y,SC,COL1A2,2.27946410741762
Y,SC,COL1A2,4.21592630812416
Y,SC,COL1A2,0
Y,SC,COL1A2,0
Y,SMC,COL1A2,1.6524280849052
Y,SC,COL1A2,5.28776114278788
Y,GC,COL1A2,0
Y,SC,COL1A2,0.999034364749944
Y,EC,COL1A2,2.40840182872631
Y,SC,COL1A2,4.10965042209702
Y,SMC,COL1A2,5.28802871250998
Y,SC,COL1A2,5.44868606427078
Y,SMC,COL1A2,1.97859468396507
Y,SC,COL1A2,3.86752023378306
Y,SC,COL1A2,3.44578198135285
Y,SMC,COL1A2,0
Y,SC,COL1A2,5.12387539272035
Y,SC,COL1A2,5.53507688663675
Y,SC,COL1A2,0
Y,SC,COL1A2,3.65361046898415
Y,SC,COL1A2,0
Y,SC,COL1A2,5.97766878302401
Y,SMC,COL1A2,2.41691478651951
Y,EC,COL1A2,3.24586722720646
Y,EC,COL1A2,0
Y,EC,COL1A2,0
Y,SC,COL1A2,5.69442571648867
Y,SMC,COL1A2,0
Y,SC,COL1A2,6.34028849702487
Y,SC,COL1A2,4.62479734834952
Y,SC,COL1A2,0
Y,SC,COL1A2,0
Y,SC,COL1A2,4.53579891079038
Y,SC,COL1A2,2.95515034390195
Y,SC,COL1A2,0
Y,SC,COL1A2,5.64551137173713
Y,SC,COL1A2,4.6026412424588
Y,SMC,COL1A2,0
Y,SC,COL1A2,1.20247274839899
Y,OO,COL1A2,0.0725333208743297
Y,OO,COL1A2,1.34774237193171
Y,OO,COL1A2,1.26967003894214
Y,OO,COL1A2,0
Y,OO,COL1A2,0
Y,OO,COL1A2,0
Y,OO,COL1A2,0
Y,OO,COL1A2,0.890266949955926
Y,OO,COL1A2,0
Y,OO,COL1A2,0
Y,OO,COL1A2,0.448354727186983
Y,OO,COL1A2,0
Y,OO,COL1A2,0
Y,OO,COL1A2,0
Y,OO,COL1A2,1.17426330394726
Y,OO,COL1A2,0
Y,OO,COL1A2,0
Y,OO,COL1A2,0
Y,OO,COL1A2,0.428505690744015
Y,OO,COL1A2,0
Y,OO,COL1A2,0
Y,OO,COL1A2,0
Y,OO,COL1A2,0
Y,OO,COL1A2,1.4469539294384
Y,OO,COL1A2,0.491798660712864
Y,OO,COL1A2,1.24568395138528
Y,OO,COL1A2,0.434326904967096
Y,OO,COL1A2,0
Y,OO,COL1A2,0
Y,OO,COL1A2,0
Y,OO,COL1A2,0
Y,OO,COL1A2,0
Y,OO,COL1A2,0
Y,OO,COL1A2,0
Y,OO,COL1A2,0.663643405365155
Y,OO,COL1A2,0
Y,OO,COL1A2,0
Y,OO,COL1A2,0
Y,OO,COL1A2,0
Y,OO,COL1A2,0
Y,OO,COL1A2,0
Y,OO,COL1A2,0
Y,OO,COL1A2,0.137728427093344
Y,OO,COL1A2,0.619175960654163
Y,OO,COL1A2,0
Y,M,COL1A2,0
Y,EC,COL1A2,1.05866367948073
Y,M,COL1A2,0
Y,M,COL1A2,0
Y,M,COL1A2,0
Y,M,COL1A2,0
Y,GC,COL1A2,0
Y,M,COL1A2,0
Y,M,COL1A2,0
Y,M,COL1A2,0
Y,M,COL1A2,0
Y,M,COL1A2,0
Y,M,COL1A2,0
Y,M,COL1A2,0
Y,M,COL1A2,0.735625420395046
Y,SC,COL1A2,0
Y,M,COL1A2,0
Y,SC,COL1A2,0
Y,GC,COL1A2,0
Y,M,COL1A2,0
Y,SC,COL1A2,0
Y,SC,COL1A2,0
Y,GC,COL1A2,0
Y,M,COL1A2,0
Y,GC,COL1A2,0
Y,SC,COL1A2,6.51495071222005
Y,NKT,COL1A2,0
Y,M,COL1A2,0
Y,SC,COL1A2,0
Y,SC,COL1A2,0
Y,M,COL1A2,0
Y,GC,COL1A2,0
Y,SC,COL1A2,0
Y,EC,COL1A2,0
Y,SC,COL1A2,0
Y,NKT,COL1A2,0
Y,SC,COL1A2,0.915328578066838
Y,NKT,COL1A2,0
Y,GC,COL1A2,0.479222699662747
Y,EC,COL1A2,0
Y,SMC,COL1A2,0
Y,EC,COL1A2,0
Y,GC,COL1A2,0
Y,EC,COL1A2,0
Y,SC,COL1A2,0
Y,SC,COL1A2,1.66763867541856
Y,M,COL1A2,0
Y,EC,COL1A2,0
Y,SC,COL1A2,0
Y,GC,COL1A2,0
Y,NKT,COL1A2,0
Y,EC,COL1A2,0
Y,SC,COL1A2,1.16325280755754
Y,EC,COL1A2,0
Y,NKT,COL1A2,0
Y,EC,COL1A2,0
Y,SC,COL1A2,0
Y,SC,COL1A2,0
Y,M,COL1A2,0
Y,SC,COL1A2,7.39542035027841
Y,EC,COL1A2,0
Y,SC,COL1A2,0
Y,SC,COL1A2,5.47537188386498
Y,GC,COL1A2,0
Y,SMC,COL1A2,0
Y,NKT,COL1A2,0
Y,NKT,COL1A2,0
Y,EC,COL1A2,0.981055465304918
Y,GC,COL1A2,0
Y,GC,COL1A2,0
Y,SC,COL1A2,1.79625142717694
Y,SC,COL1A2,0
Y,GC,COL1A2,0.662653779784971
Y,EC,COL1A2,0
Y,SC,COL1A2,3.11106431139706
Y,SC,COL1A2,0
Y,SC,COL1A2,0
Y,SMC,COL1A2,0
Y,SC,COL1A2,0
Y,NKT,COL1A2,0
Y,SC,COL1A2,0
Y,SC,COL1A2,0
Y,M,COL1A2,0
Y,EC,COL1A2,1.14973052749372
Y,SC,COL1A2,1.5898747194183
Y,EC,COL1A2,1.46232748679626
Y,SMC,COL1A2,0
Y,NKT,COL1A2,0
Y,SC,COL1A2,7.59468792076006
Y,NKT,COL1A2,0
Y,GC,COL1A2,0
Y,GC,COL1A2,0
Y,SMC,COL1A2,0
Y,SC,COL1A2,0
Y,GC,COL1A2,0
Y,NKT,COL1A2,0.841361755498328
Y,SC,COL1A2,1.47218800300725
Y,SC,COL1A2,0
Y,SC,COL1A2,0
Y,SC,COL1A2,0
Y,EC,COL1A2,0
Y,GC,COL1A2,0
Y,EC,COL1A2,0
Y,SC,COL1A2,0
Y,SC,COL1A2,0
Y,SC,COL1A2,0
Y,GC,COL1A2,0
Y,SC,COL1A2,0
Y,SC,COL1A2,0
Y,SC,COL1A2,2.8850923843764
Y,SMC,COL1A2,5.76729474887392
Y,SMC,COL1A2,3.33667904291812
Y,SMC,COL1A2,2.2677241947369
Y,SC,COL1A2,1.908656636501
Y,SMC,COL1A2,4.26952320854841
Y,SC,COL1A2,0
Y,SC,COL1A2,0
Y,SMC,COL1A2,0
Y,SC,COL1A2,0
Y,EC,COL1A2,3.25466244459679
Y,SMC,COL1A2,5.77066413879682
Y,SC,COL1A2,6.45294263911691
Y,SMC,COL1A2,3.35458240998726
Y,SMC,COL1A2,4.28158569415543
Y,SMC,COL1A2,0
Y,SC,COL1A2,0
Y,SC,COL1A2,3.26002694806274
Y,SMC,COL1A2,4.3247623555217
Y,SMC,COL1A2,9.21032504262732
Y,SC,COL1A2,7.28640780114028
Y,SC,COL1A2,0
Y,SMC,COL1A2,1.12547902407835
Y,SC,COL1A2,2.13227898000256
Y,SC,COL1A2,0
Y,SC,COL1A2,7.1034760985008
Y,SC,COL1A2,0
Y,SMC,COL1A2,0
Y,SC,COL1A2,7.19508486430087
Y,NKT,COL1A2,0
Y,SC,COL1A2,6.8424867412906
Y,SC,COL1A2,0
Y,SC,COL1A2,1.6472792761814
Y,SC,COL1A2,0
Y,EC,COL1A2,0
Y,M,COL1A2,0
Y,EC,COL1A2,1.69285800776907
Y,GC,COL1A2,0.525369021081628
Y,OO,COL1A2,0
Y,OO,COL1A2,0.185989813064906
Y,OO,COL1A2,0
Y,OO,COL1A2,0
Y,GC,COL1A2,0
Y,SC,COL1A2,0
Y,SC,COL1A2,0
Y,SC,COL1A2,0
Y,SC,COL1A2,0
Y,GC,COL1A2,0
Y,SC,COL1A2,0
Y,GC,COL1A2,0
Y,GC,COL1A2,0
Y,SC,COL1A2,5.86308384636981
Y,SC,COL1A2,0
Y,GC,COL1A2,0.673425886302744
Y,GC,COL1A2,0
Y,SC,COL1A2,8.18816933294747
Y,GC,COL1A2,0
Y,GC,COL1A2,0
Y,GC,COL1A2,0
Y,GC,COL1A2,0
Y,GC,COL1A2,0
Y,GC,COL1A2,0
Y,SC,COL1A2,0
Y,GC,COL1A2,0
Y,GC,COL1A2,0
Y,GC,COL1A2,0.950232218491628
Y,GC,COL1A2,0
Y,GC,COL1A2,1.25632810370529
Y,GC,COL1A2,0
Y,GC,COL1A2,0
Y,GC,COL1A2,0
Y,GC,COL1A2,0
Y,GC,COL1A2,0
Y,SC,COL1A2,3.32151267182717
Y,GC,COL1A2,0
Y,GC,COL1A2,0
Y,GC,COL1A2,0
Y,SC,COL1A2,0
Y,GC,COL1A2,0
Y,SC,COL1A2,0
Y,GC,COL1A2,0
Y,GC,COL1A2,0
Y,GC,COL1A2,0
Y,GC,COL1A2,0
Y,SC,COL1A2,0
Y,SC,COL1A2,0
Y,SC,COL1A2,0
Y,SC,COL1A2,0
Y,SC,COL1A2,0
Y,GC,COL1A2,0
