"","myAUC","avg_diff","power","avg_log2FC","pct.1","pct.2","cluster","gene"
"EDRF1",0.969,2.71141754281534,0.938,4.06279115878876,0.986,0.086,"OO","EDRF1"
"ECT2",0.969,1.26826244577753,0.938,1.90354736139022,0.955,0.04,"OO","ECT2"
"CENPF",0.969,1.59481306637745,0.938,2.3338482149687,0.99,0.131,"OO","CENPF"
"ALAS1",0.969,2.70719368413103,0.938,3.94021276773858,0.998,0.283,"OO","ALAS1"
"WDR76",0.968,2.40652438516061,0.936,3.82293540792176,0.95,0.027,"OO","WDR76"
"SPC25",0.968,2.95307154731013,0.936,5.5279213324328,0.945,0.019,"OO","SPC25"
"PBK",0.968,1.68472548708401,0.936,2.68594453287606,0.95,0.037,"OO","PBK"
"MTFR2",0.968,2.76701329090084,0.936,4.41170637557507,0.957,0.057,"OO","MTFR2"
"LPIN2",0.968,2.41294822331593,0.936,3.62648665945541,0.978,0.095,"OO","LPIN2"
"KIT",0.968,3.24420556393415,0.936,6.19264137146772,0.945,0.018,"OO","KIT"
"HMMR",0.968,2.22411387835495,0.936,3.43039642640398,0.947,0.029,"OO","HMMR"
"CCNB3",0.968,3.13092340831039,0.936,5.39185165287479,0.945,0.014,"OO","CCNB3"
"WDCP",0.967,2.93851818878509,0.934,5.07620343863819,0.95,0.022,"OO","WDCP"
"VRK1",0.967,1.25143735307579,0.934,1.84635504686161,0.986,0.144,"OO","VRK1"
"VAMP8",0.967,2.15640165468317,0.934,3.17990491254435,0.981,0.169,"OO","VAMP8"
"TDP1",0.967,2.30558742196449,0.934,3.53670012110397,0.974,0.09,"OO","TDP1"
"TCOF1",0.967,2.25943330071777,0.934,3.36515412535041,0.974,0.092,"OO","TCOF1"
"SVIP",0.967,2.47010829959684,0.934,3.65390230919124,0.962,0.087,"OO","SVIP"
"STK24",0.967,2.04707826470301,0.934,3.03317086236301,0.995,0.217,"OO","STK24"
"SAXO1",0.967,3.09912939068383,0.934,5.66373758091334,0.94,0.01,"OO","SAXO1"
"PRDM15",0.967,3.08357868003949,0.934,4.97121828269755,0.947,0.046,"OO","PRDM15"
"NDC80",0.967,2.08103465569797,0.934,3.27626218175081,0.957,0.039,"OO","NDC80"
"NASP",0.967,2.22134523013895,0.934,3.22315070658446,0.998,0.485,"OO","NASP"
"MGAT4A",0.967,2.88575581414773,0.934,4.67342511336944,0.957,0.041,"OO","MGAT4A"
"KCNK16",0.967,3.41257890486159,0.934,9.53535389342431,0.935,0.005,"OO","KCNK16"
"GDPD4",0.967,3.41160038723753,0.934,7.86829164209949,0.938,0.007,"OO","GDPD4"
"EXOSC9",0.967,2.07359174657357,0.934,3.11782822753041,0.976,0.094,"OO","EXOSC9"
"EIF5B",0.967,2.2497099048735,0.934,3.25318599347704,1,0.523,"OO","EIF5B"
"CMC4",0.967,2.41282741857549,0.934,3.59541289291845,0.978,0.163,"OO","CMC4"
"CEP152",0.967,1.8184937395395,0.934,2.78343029991928,0.957,0.038,"OO","CEP152"
"CDCA2",0.967,2.08815818106237,0.934,3.37887998420587,0.943,0.017,"OO","CDCA2"
"C3orf14",0.967,2.2869498700862,0.934,3.52759068440126,0.971,0.108,"OO","C3orf14"
"ENSMFAG00000040381",0.966,3.31674383809952,0.932,5.93708928840872,0.938,0.015,"OO","ENSMFAG00000040381"
"ENSMFAG00000030799",0.966,2.30040905707995,0.932,3.62244509706123,0.964,0.065,"OO","ENSMFAG00000030799"
"ENSMFAG00000008982",0.966,1.81354251157674,0.932,2.67884643436309,0.986,0.177,"OO","ENSMFAG00000008982"
"ULK4",0.966,2.29945468118159,0.932,3.52848837385006,0.967,0.089,"OO","ULK4"
"TRDN",0.966,2.63309962559867,0.932,4.56515987876349,0.943,0.016,"OO","TRDN"
"TRAPPC8",0.966,2.31076870922693,0.932,3.38083376295829,0.978,0.116,"OO","TRAPPC8"
"TEX26",0.966,2.8014826897478,0.932,5.11357323000616,0.938,0.015,"OO","TEX26"
"TERB1",0.966,2.40168434178434,0.932,3.82327154074278,0.964,0.057,"OO","TERB1"
"PCCB",0.966,2.72092632402821,0.932,4.11075428230924,0.969,0.136,"OO","PCCB"
"NCAM2",0.966,2.83165953580078,0.932,4.50417839077436,0.959,0.054,"OO","NCAM2"
"LDHC",0.966,3.33230077652047,0.932,6.64780246953503,0.94,0.017,"OO","LDHC"
"HCCS",0.966,2.27875165809604,0.932,3.41869532715377,0.983,0.123,"OO","HCCS"
"GDAP1",0.966,2.33449837013953,0.932,3.63458793344794,0.957,0.037,"OO","GDAP1"
"FBXO25",0.966,2.2160748190116,0.932,3.37976611654792,0.976,0.075,"OO","FBXO25"
"BRCA1",0.966,2.23387267642433,0.932,3.40945570208979,0.974,0.081,"OO","BRCA1"
"BARD1",0.966,1.55943442189343,0.932,2.33877468653303,0.962,0.055,"OO","BARD1"
"ENSMFAG00000037702",0.965,3.01834412824873,0.93,4.81069597492897,0.947,0.029,"OO","ENSMFAG00000037702"
"SMC4",0.965,2.33090988569138,0.93,3.38733719398515,1,0.27,"OO","SMC4"
"SHTN1",0.965,1.6374594675111,0.93,2.41821174321663,0.981,0.119,"OO","SHTN1"
"SHC4",0.965,3.46553184482897,0.93,6.31358189830966,0.94,0.016,"OO","SHC4"
"PRKD2",0.965,2.86849805785001,0.93,4.42864040111636,0.957,0.054,"OO","PRKD2"
"PMM2",0.965,2.71543245284399,0.93,4.11360372143084,0.964,0.115,"OO","PMM2"
"PLA2G12A",0.965,1.99116000298378,0.93,2.93437097084198,0.988,0.188,"OO","PLA2G12A"
"PFDN2",0.965,1.72575237593912,0.93,2.49899551415871,1,0.458,"OO","PFDN2"
"NUP85",0.965,1.92942270693784,0.93,2.83966288904414,0.983,0.178,"OO","NUP85"
"MTMR3",0.965,2.65703227042308,0.93,3.94906216978575,0.988,0.139,"OO","MTMR3"
"LGALS4",0.965,3.52247326249272,0.93,7.30526342298131,0.935,0.015,"OO","LGALS4"
"KIAA1143",0.965,2.1748271411147,0.93,3.17791155816761,0.99,0.243,"OO","KIAA1143"
"HOOK1",0.965,2.07292502704304,0.93,3.2728199457383,0.959,0.037,"OO","HOOK1"
"GTF3A",0.965,2.19847998757283,0.93,3.21207943845818,0.993,0.209,"OO","GTF3A"
"CNTNAP2",0.965,0.575084041254068,0.93,0.851870190241373,0.95,0.031,"OO","CNTNAP2"
"CNOT11",0.965,1.83764414134279,0.93,2.85133751859841,0.964,0.07,"OO","CNOT11"
"CENPJ",0.965,2.16780140063619,0.93,3.19058613522735,0.986,0.115,"OO","CENPJ"
"CCNB1",0.965,2.89248454985776,0.93,5.03085513508217,0.945,0.044,"OO","CCNB1"
"C12orf45",0.965,1.22100018010109,0.93,1.76572296561609,0.995,0.37,"OO","C12orf45"
"ABHD10",0.965,1.67261422503521,0.93,2.55769630410686,0.964,0.06,"OO","ABHD10"
"ENSMFAG00000038788",0.964,2.06358191572965,0.928,3.08681924263172,0.978,0.135,"OO","ENSMFAG00000038788"
"ENSMFAG00000035644",0.964,1.18208204897013,0.928,1.77740170911764,0.967,0.087,"OO","ENSMFAG00000035644"
"SPOCK1",0.964,2.72334657910215,0.928,5.38656640390852,0.938,0.015,"OO","SPOCK1"
"RIPOR3",0.964,3.35165519734202,0.928,6.42646113819751,0.938,0.022,"OO","RIPOR3"
"POP5",0.964,1.82343063454048,0.928,2.65806991194164,0.99,0.284,"OO","POP5"
"GFRA3",0.964,3.12381110892708,0.928,6.12441732447711,0.933,0.016,"OO","GFRA3"
"FXR1",0.964,2.00257171918056,0.928,2.91867226584584,0.995,0.376,"OO","FXR1"
"FOXR1",0.964,3.9623495182295,0.928,6.60852346959534,0.931,0.013,"OO","FOXR1"
"ETFA",0.964,2.41053083523726,0.928,3.52570746840361,0.993,0.299,"OO","ETFA"
"DDX10",0.964,1.20889434590203,0.928,1.76400733176065,0.988,0.139,"OO","DDX10"
"IGF2",0.963,3.70354653826846,0.926,6.69298730456633,0.935,0.037,"OO","IGF2"
"ENSMFAG00000044484",0.963,2.87240436325007,0.926,4.88644166246406,0.933,0.015,"OO","ENSMFAG00000044484"
"ZNF560",0.963,3.38853694798095,0.926,7.85033074420428,0.928,0.006,"OO","ZNF560"
"TESC",0.963,2.23585798340443,0.926,3.27166023543218,0.976,0.215,"OO","TESC"
"RBBP5",0.963,1.80090867632005,0.926,2.68419413881527,0.974,0.127,"OO","RBBP5"
"MSL3",0.963,1.93849199337331,0.926,2.85163987333703,0.99,0.177,"OO","MSL3"
"MND1",0.963,2.55072391392983,0.926,4.22500368992655,0.943,0.045,"OO","MND1"
"IWS1",0.963,1.86035253397313,0.926,2.72164758378634,0.986,0.167,"OO","IWS1"
"GPATCH11",0.963,1.60854527950756,0.926,2.37373259201173,0.99,0.172,"OO","GPATCH11"
"DCDC2C",0.963,3.43307978351266,0.926,9.6074459523355,0.928,0.003,"OO","DCDC2C"
"CLGN",0.963,1.4138705372522,0.926,2.19948480599261,0.94,0.031,"OO","CLGN"
"CHRNE",0.963,2.79123345724718,0.926,4.7682771286407,0.943,0.023,"OO","CHRNE"
"CENPQ",0.963,3.10902254084605,0.926,5.87101164330206,0.935,0.013,"OO","CENPQ"
"ARHGDIG",0.963,3.58424582024814,0.926,7.45841087262143,0.931,0.012,"OO","ARHGDIG"
"ENSMFAG00000001234",0.962,1.8370765415314,0.924,2.69785951087599,0.983,0.201,"OO","ENSMFAG00000001234"
"ENSMFAG00000041885",0.962,2.01328961149291,0.924,3.08920550116783,0.962,0.05,"OO","ENSMFAG00000041885"
"ZCWPW1",0.962,1.49923722141343,0.924,2.19228503901724,0.983,0.143,"OO","ZCWPW1"
"UBE3D",0.962,2.33319519881181,0.924,3.72310341746356,0.955,0.045,"OO","UBE3D"
"UBAP2",0.962,1.6055588535202,0.924,2.35741305311616,0.981,0.138,"OO","UBAP2"
"SCFD1",0.962,2.27467142036596,0.924,3.34596115422911,0.99,0.253,"OO","SCFD1"
"RBBP7",0.962,1.87018665928375,0.924,2.70622305349703,1,0.672,"OO","RBBP7"
"PLCE1",0.962,2.20854111835675,0.924,3.30770587005038,0.957,0.045,"OO","PLCE1"
"PIK3R3",0.962,1.61703379426918,0.924,2.46423039515063,0.957,0.048,"OO","PIK3R3"
"NSUN6",0.962,2.00494119359237,0.924,3.08690178085975,0.964,0.08,"OO","NSUN6"
"GSKIP",0.962,1.46301987640157,0.924,2.19755369970511,0.978,0.136,"OO","GSKIP"
"GMNN",0.962,1.46362853804516,0.924,2.13764277893528,0.993,0.275,"OO","GMNN"
"CDK7",0.962,1.81327619395006,0.924,2.66094884569074,0.995,0.402,"OO","CDK7"
"CCDC121",0.962,2.79596776420561,0.924,5.26315663289573,0.931,0.007,"OO","CCDC121"
"APOO",0.962,2.42148174853595,0.924,3.62461739523566,0.969,0.129,"OO","APOO"
"AKIP1",0.962,2.18947818866297,0.924,3.32182329847072,0.971,0.105,"OO","AKIP1"
"ADAD2",0.962,3.40172529935476,0.924,6.99061557936053,0.928,0.008,"OO","ADAD2"
"ABCF2",0.962,3.54120879914931,0.924,5.53819770387866,0.964,0.063,"OO","ABCF2"
"ENSMFAG00000038812",0.961,3.42899000289405,0.922,7.80717517549903,0.926,0.004,"OO","ENSMFAG00000038812"
"TPX2",0.961,1.85799121112092,0.922,2.84336861925377,0.947,0.067,"OO","TPX2"
"SYTL3",0.961,1.94226634652061,0.922,2.91734196419526,0.967,0.054,"OO","SYTL3"
"SYCE1",0.961,3.21844831595556,0.922,7.31640589061336,0.923,0.005,"OO","SYCE1"
"STRBP",0.961,1.50285863587392,0.922,2.29827426885326,0.955,0.075,"OO","STRBP"
"RIMKLA",0.961,3.22309941703123,0.922,8.98418293656023,0.923,0.004,"OO","RIMKLA"
"RAD51C",0.961,1.69654991979449,0.922,2.51095772765173,0.978,0.128,"OO","RAD51C"
"OSBP2",0.961,3.60576492881248,0.922,10.5361675279472,0.923,0.004,"OO","OSBP2"
"MIS18A",0.961,2.05526779790767,0.922,3.02495639039223,0.981,0.189,"OO","MIS18A"
"IQUB",0.961,1.30686500003602,0.922,2.03858555538123,0.94,0.037,"OO","IQUB"
"HIRIP3",0.961,2.02665632693814,0.922,3.02721810510712,0.971,0.106,"OO","HIRIP3"
"CSMD1",0.961,2.84650719908436,0.922,5.37441867207762,0.931,0.01,"OO","CSMD1"
"CDKN3",0.961,1.88552647219817,0.922,2.98517313177669,0.945,0.052,"OO","CDKN3"
"CCDC77",0.961,2.64157685829913,0.922,4.30676012839621,0.943,0.038,"OO","CCDC77"
"CATSPERG",0.961,1.01370533893828,0.922,1.54543690918286,0.935,0.029,"OO","CATSPERG"
"ANKRD6",0.961,2.81264297600172,0.922,5.00940429592735,0.94,0.025,"OO","ANKRD6"
"WDR41",0.96,2.08600655952339,0.92,3.17275184287457,0.974,0.107,"OO","WDR41"
"TNFRSF19",0.96,2.18260953720798,0.92,3.54064577793007,0.947,0.048,"OO","TNFRSF19"
"RMDN1",0.96,1.35290916404464,0.92,1.98511092465744,0.99,0.22,"OO","RMDN1"
"PSMA7",0.96,2.12456997629603,0.92,3.07043613483222,1,0.708,"OO","PSMA7"
"POLR3G",0.96,1.87308440229993,0.92,2.827693662398,0.974,0.123,"OO","POLR3G"
"PLXNC1",0.96,2.03691057273818,0.92,3.01211036928076,0.978,0.204,"OO","PLXNC1"
"PIR",0.96,3.15823232349172,0.92,5.25399121941211,0.943,0.055,"OO","PIR"
"KIF13B",0.96,1.8605311847683,0.92,2.76798109952078,0.983,0.146,"OO","KIF13B"
"HIPK4",0.96,3.7689217299824,0.92,8.34431276691981,0.923,0.008,"OO","HIPK4"
"GNPDA2",0.96,2.46230477499975,0.92,3.72810348249573,0.978,0.14,"OO","GNPDA2"
"GIPC2",0.96,2.09374041879028,0.92,3.72943598606052,0.935,0.024,"OO","GIPC2"
"FAM171B",0.96,1.57819609600158,0.92,2.41584539149197,0.976,0.082,"OO","FAM171B"
"EGFL6",0.96,2.76044249764541,0.92,4.81832181130126,0.931,0.02,"OO","EGFL6"
"DTX2",0.96,2.97549276979918,0.92,4.53048901015979,0.952,0.077,"OO","DTX2"
"CCDC112",0.96,2.22187825229553,0.92,3.37586996610095,0.969,0.089,"OO","CCDC112"
"ATP2C2",0.96,3.6868316085896,0.92,7.09435383203833,0.926,0.017,"OO","ATP2C2"
"APBA2",0.96,2.05415986066829,0.92,3.35633691443249,0.935,0.023,"OO","APBA2"
"ADCY3",0.96,2.63756001883158,0.92,4.36342239919325,0.943,0.061,"OO","ADCY3"
"ENSMFAG00000028787",0.959,2.91020584802461,0.918,5.8368628645941,0.923,0.008,"OO","ENSMFAG00000028787"
"ZCCHC2",0.959,2.08951454837377,0.918,3.20221067712996,0.957,0.055,"OO","ZCCHC2"
"USP3",0.959,1.80201438075098,0.918,2.64230395518448,0.983,0.178,"OO","USP3"
"UBFD1",0.959,2.0255665820122,0.918,3.1187423497576,0.976,0.116,"OO","UBFD1"
"TAMM41",0.959,1.67003940455554,0.918,2.58496739367983,0.945,0.058,"OO","TAMM41"
"RTN4IP1",0.959,2.25188733498337,0.918,3.97450304478827,0.938,0.023,"OO","RTN4IP1"
"RNF219",0.959,1.31577229744723,0.918,1.99804237611971,0.955,0.078,"OO","RNF219"
"MTFR1",0.959,2.51228473998645,0.918,4.40738016088921,0.945,0.039,"OO","MTFR1"
"KRR1",0.959,1.8909136085366,0.918,2.74380275377124,0.995,0.279,"OO","KRR1"
"JAZF1",0.959,1.71711646428545,0.918,2.67109310311396,0.969,0.097,"OO","JAZF1"
"HSD17B3",0.959,3.47868999310023,0.918,10.67118319727,0.919,0.002,"OO","HSD17B3"
"GPM6B",0.959,1.27376821185514,0.918,2.03390688930769,0.933,0.022,"OO","GPM6B"
"GLIPR1",0.959,1.74159799634797,0.918,2.55639390589701,0.978,0.169,"OO","GLIPR1"
"DCP2",0.959,1.75150277551065,0.918,2.58026195289164,0.95,0.06,"OO","DCP2"
"CPA6",0.959,3.30558535154098,0.918,9.10286385019277,0.921,0.004,"OO","CPA6"
"C7orf25",0.959,2.26077618560513,0.918,3.63868875933965,0.945,0.047,"OO","C7orf25"
"BMP5",0.959,2.66708503620722,0.918,4.63856860221396,0.933,0.018,"OO","BMP5"
"ANLN",0.959,2.90531045135244,0.918,4.94432748413153,0.933,0.036,"OO","ANLN"
"ENSMFAG00000030310",0.958,1.83437682739777,0.916,2.68118217916856,0.998,0.226,"OO","ENSMFAG00000030310"
"ENSMFAG00000032093",0.958,3.71753239388587,0.916,7.72278433343591,0.921,0.011,"OO","ENSMFAG00000032093"
"TDRD5",0.958,3.21621966013014,0.916,6.61361071939742,0.923,0.011,"OO","TDRD5"
"RBPMS2",0.958,2.1781892407585,0.916,3.30755178287133,0.971,0.145,"OO","RBPMS2"
"PIWIL1",0.958,1.81082746085185,0.916,2.98595406839994,0.935,0.04,"OO","PIWIL1"
"MRPL35",0.958,1.42746405706258,0.916,2.08548063665548,0.99,0.21,"OO","MRPL35"
"LANCL1",0.958,1.52990182711735,0.916,2.30906117725955,0.964,0.115,"OO","LANCL1"
"KNL1",0.958,2.50961157997464,0.916,4.20872150736336,0.931,0.023,"OO","KNL1"
"DZIP1",0.958,1.77129058304076,0.916,2.66398522614497,0.971,0.092,"OO","DZIP1"
"DAAM1",0.958,1.76926744502592,0.916,2.58436022479767,0.998,0.216,"OO","DAAM1"
"CSTF1",0.958,1.99966539775051,0.916,3.03905435978669,0.962,0.112,"OO","CSTF1"
"CLIP1",0.958,1.83943353519942,0.916,2.69605156493204,0.993,0.217,"OO","CLIP1"
"CLEC10A",0.958,3.7662792294495,0.916,5.88648859779489,0.928,0.023,"OO","CLEC10A"
"ALG13",0.958,1.80526981259712,0.916,2.64744354967931,0.993,0.265,"OO","ALG13"
"ENSMFAG00000039745",0.957,2.56484320171734,0.914,4.09711597899669,0.926,0.031,"OO","ENSMFAG00000039745"
"ENSMFAG00000044047",0.957,4.7296491720065,0.914,10.655624935401,0.916,0.004,"OO","ENSMFAG00000044047"
"ENSMFAG00000035592",0.957,1.94303926985906,0.914,3.01323952725334,0.955,0.064,"OO","ENSMFAG00000035592"
"VAV3",0.957,2.42607199148147,0.914,4.28571179307501,0.935,0.032,"OO","VAV3"
"UBE2L3",0.957,1.80935583576904,0.914,2.62412269001695,0.995,0.435,"OO","UBE2L3"
"SMYD2",0.957,1.71962658870431,0.914,2.72200623031132,0.947,0.048,"OO","SMYD2"
"SLC27A2",0.957,3.06289846544878,0.914,6.15498545753105,0.921,0.008,"OO","SLC27A2"
"RPF1",0.957,1.13099723578419,0.914,1.65982406533588,0.988,0.215,"OO","RPF1"
"RNF114",0.957,0.879813168358154,0.914,1.30140025418784,0.964,0.137,"OO","RNF114"
"RMDN2",0.957,1.65153854395161,0.914,2.53846297077014,0.957,0.124,"OO","RMDN2"
"RBM44",0.957,2.30973573610561,0.914,4.44404850501805,0.926,0.02,"OO","RBM44"
"RAD1",0.957,1.80325072672388,0.914,2.82179119752419,0.955,0.118,"OO","RAD1"
"NCBP1",0.957,1.73433027877749,0.914,2.6308539969012,0.978,0.162,"OO","NCBP1"
"MRPS31",0.957,1.26938365834227,0.914,1.84753488235585,0.993,0.278,"OO","MRPS31"
"MED7",0.957,1.20522643832854,0.914,1.84539899766053,0.957,0.067,"OO","MED7"
"IL1RAPL2",0.957,2.99838927391305,0.914,6.80486363258961,0.916,0.005,"OO","IL1RAPL2"
"HSPA4",0.957,1.30922215423105,0.914,1.90526197331116,1,0.348,"OO","HSPA4"
"GP9",0.957,4.44839447700786,0.914,9.36459468236716,0.916,0.009,"OO","GP9"
"DPP6",0.957,3.13565999821848,0.914,8.13802800581381,0.916,0.01,"OO","DPP6"
"DBH",0.957,4.12696364702932,0.914,9.18318822749092,0.916,0.006,"OO","DBH"
"C18orf8",0.957,2.44506066792373,0.914,3.86751712313245,0.952,0.063,"OO","C18orf8"
"ENSMFAG00000031629",0.956,1.45122302354277,0.912,2.2298095972559,0.945,0.053,"OO","ENSMFAG00000031629"
"ENSMFAG00000034144",0.956,0.883872507645349,0.912,1.29595753801892,0.981,0.175,"OO","ENSMFAG00000034144"
"TDRKH",0.956,1.86718640407266,0.912,2.94972667966424,0.926,0.036,"OO","TDRKH"
"SUV39H2",0.956,2.51166100577246,0.912,4.19859100404635,0.931,0.057,"OO","SUV39H2"
"SNAP29",0.956,1.85657987475053,0.912,2.76650457427835,0.967,0.171,"OO","SNAP29"
"SLC35F4",0.956,3.03207539229227,0.912,8.02240533536753,0.914,0.003,"OO","SLC35F4"
"RFC3",0.956,0.77044560184102,0.912,1.14514585552806,0.967,0.122,"OO","RFC3"
"PGPEP1",0.956,2.88603897164467,0.912,5.07022437207156,0.931,0.03,"OO","PGPEP1"
"PAIP1",0.956,1.97111129700773,0.912,2.86766294319329,1,0.447,"OO","PAIP1"
"NCOA3",0.956,2.20963782166486,0.912,3.29644578769181,0.995,0.235,"OO","NCOA3"
"LCMT1",0.956,1.05682965872355,0.912,1.54890973163012,0.983,0.185,"OO","LCMT1"
"GABPA",0.956,0.982225757757957,0.912,1.45411734423999,0.981,0.169,"OO","GABPA"
"FANK1",0.956,2.42990505307992,0.912,3.90150850277272,0.938,0.039,"OO","FANK1"
"DMXL2",0.956,1.9380742858078,0.912,2.98697391804752,0.955,0.117,"OO","DMXL2"
"COPS3",0.956,2.13059131425305,0.912,3.13376918697715,0.986,0.257,"OO","COPS3"
"CERKL",0.956,2.44760640605948,0.912,4.21117450638804,0.928,0.018,"OO","CERKL"
"CCDC150",0.956,2.0562120104977,0.912,3.4959247024574,0.931,0.025,"OO","CCDC150"
"ARHGEF7",0.956,1.95649998984731,0.912,2.87199809476533,0.998,0.263,"OO","ARHGEF7"
"RNF111",0.955,2.00464315967621,0.91,3.04597873364442,0.957,0.083,"OO","RNF111"
"MVP",0.955,2.50983160668612,0.91,3.69433170365148,0.993,0.3,"OO","MVP"
"MTSS1",0.955,1.66428605321464,0.91,2.52019729751765,0.964,0.102,"OO","MTSS1"
"LIMA1",0.955,1.22081530116536,0.91,1.77069584106667,1,0.307,"OO","LIMA1"
"IMMT",0.955,1.62025174629586,0.91,2.38691284988595,0.988,0.235,"OO","IMMT"
"HRASLS",0.955,2.10854323059319,0.91,3.57203701600333,0.919,0.013,"OO","HRASLS"
"GRTP1",0.955,1.66680132804511,0.91,2.55424071720866,0.945,0.083,"OO","GRTP1"
"GRPEL1",0.955,1.61998941130639,0.91,2.37948872828034,0.988,0.251,"OO","GRPEL1"
"FDFT1",0.955,2.02495522697839,0.91,2.99081840658284,0.986,0.185,"OO","FDFT1"
"DNAH7",0.955,3.20654314454243,0.91,6.0243972562345,0.919,0.01,"OO","DNAH7"
"CRYM",0.955,1.53804311537813,0.91,2.40407904790504,0.935,0.047,"OO","CRYM"
"CCDC18",0.955,1.97467691010651,0.91,3.27969347569096,0.935,0.032,"OO","CCDC18"
"C17orf80",0.955,1.72460659148844,0.91,2.60185907344704,0.947,0.07,"OO","C17orf80"
"BRIX1",0.955,1.50270938221961,0.91,2.18052333757571,0.998,0.457,"OO","BRIX1"
"ARL14EP",0.955,1.68907544431418,0.91,2.46046844094439,0.99,0.261,"OO","ARL14EP"
"ZNF77",0.954,2.61733748532558,0.908,4.98895884475142,0.923,0.028,"OO","ZNF77"
"TMEM70",0.954,1.39996250533744,0.908,2.0463876524474,0.99,0.257,"OO","TMEM70"
"THAP4",0.954,2.38034332106946,0.908,3.82845039977459,0.945,0.065,"OO","THAP4"
"SLC8A1",0.954,2.19365656135438,0.908,3.36540431867215,0.94,0.042,"OO","SLC8A1"
"PWP1",0.954,2.10765059581764,0.908,3.09313902900502,0.995,0.277,"OO","PWP1"
"PTPN3",0.954,1.60064219220116,0.908,2.56216621796592,0.923,0.032,"OO","PTPN3"
"PRR5",0.954,3.04067133194517,0.908,5.2629140526497,0.928,0.048,"OO","PRR5"
"PDE9A",0.954,1.96984647890184,0.908,3.03830400605994,0.945,0.092,"OO","PDE9A"
"NOBOX",0.954,3.14160804971354,0.908,10.1050204978491,0.909,0.002,"OO","NOBOX"
"HMCN1",0.954,1.90402393984183,0.908,2.85669471124629,0.945,0.06,"OO","HMCN1"
"GOLM1",0.954,2.09010277520218,0.908,3.23125756430942,0.955,0.088,"OO","GOLM1"
"EPB41L3",0.954,1.62577009173757,0.908,2.56472775113782,0.935,0.053,"OO","EPB41L3"
"DDX59",0.954,1.65196929384443,0.908,2.55095643597697,0.947,0.062,"OO","DDX59"
"DDX58",0.954,1.36971007536309,0.908,2.0237138814264,0.986,0.147,"OO","DDX58"
"DCT",0.954,2.75951702903838,0.908,6.53913564550533,0.911,0.005,"OO","DCT"
"COX20",0.954,0.96713422338089,0.908,1.39941229057909,0.995,0.467,"OO","COX20"
"COPS8",0.954,1.52017911862163,0.908,2.20207595714531,0.995,0.572,"OO","COPS8"
"CENPK",0.954,2.18705230441992,0.908,3.48643725483679,0.938,0.061,"OO","CENPK"
"CAMSAP1",0.954,2.21352530839487,0.908,3.52640553494668,0.955,0.108,"OO","CAMSAP1"
"ARMC1",0.954,2.01282556249188,0.908,2.987358219336,0.981,0.127,"OO","ARMC1"
"ANKRD49",0.954,1.16730505042941,0.908,1.79521953324179,0.95,0.05,"OO","ANKRD49"
"ZWILCH",0.953,2.49280733954634,0.906,4.07931539490757,0.935,0.045,"OO","ZWILCH"
"TDRP",0.953,0.510773965551283,0.906,0.762443786984909,0.938,0.07,"OO","TDRP"
"SYCP2L",0.953,3.01162783264289,0.906,8.77294579560509,0.907,0.002,"OO","SYCP2L"
"SNW1",0.953,1.71418213227579,0.906,2.48706476143987,1,0.389,"OO","SNW1"
"MYOF",0.953,1.90444713556188,0.906,2.79089262527721,0.981,0.204,"OO","MYOF"
"MYH3",0.953,2.81412403363509,0.906,9.32326478829448,0.907,0.002,"OO","MYH3"
"KIF11",0.953,1.45482572629857,0.906,2.27723157584924,0.931,0.049,"OO","KIF11"
"ITGA6",0.953,1.70213509099254,0.906,2.51259092646958,0.99,0.17,"OO","ITGA6"
"GTF3C3",0.953,1.35504186223296,0.906,2.1095086756039,0.945,0.054,"OO","GTF3C3"
"EYA2",0.953,2.97627910452029,0.906,6.70340379328421,0.909,0.005,"OO","EYA2"
"DRG1",0.953,1.81171058089824,0.906,2.65013825508231,0.986,0.249,"OO","DRG1"
"DNAJC13",0.953,2.00939333275781,0.906,3.02331320241657,0.964,0.12,"OO","DNAJC13"
"DAAM2",0.953,2.20002326314893,0.906,3.45794328589125,0.945,0.077,"OO","DAAM2"
"ENSMFAG00000026367",0.952,1.18659804981368,0.904,1.74891835716766,0.978,0.192,"OO","ENSMFAG00000026367"
"UNG",0.952,1.99093583917209,0.904,3.10856683706323,0.969,0.095,"OO","UNG"
"STAB2",0.952,1.98084907122143,0.904,3.29801898841718,0.926,0.055,"OO","STAB2"
"SGO2",0.952,2.38482544699787,0.904,4.39605489395308,0.914,0.012,"OO","SGO2"
"PREPL",0.952,1.62310781605725,0.904,2.37203751397621,0.986,0.251,"OO","PREPL"
"PLK1",0.952,3.15168565023119,0.904,6.16744368604013,0.914,0.012,"OO","PLK1"
"PCSK5",0.952,1.47990432561352,0.904,2.21457848075681,0.967,0.124,"OO","PCSK5"
"NTPCR",0.952,1.74034008632821,0.904,2.56523320175002,0.986,0.264,"OO","NTPCR"
"NEFL",0.952,2.03755972152358,0.904,3.37313278944494,0.911,0.012,"OO","NEFL"
"MEST",0.952,2.46858982443999,0.904,3.9887747208446,0.935,0.056,"OO","MEST"
"LEO1",0.952,0.793054192374596,0.904,1.16500153939826,0.99,0.182,"OO","LEO1"
"KIF14",0.952,2.8328804829619,0.904,6.39468502256349,0.909,0.006,"OO","KIF14"
"KATNAL1",0.952,1.19519722998536,0.904,1.81453033692836,0.943,0.084,"OO","KATNAL1"
