Protein	Count	Glycan
P29533	6	HexNAc(2)Hex(5);HexNAc(3)Hex(4)Fuc(2);HexNAc(3)Hex(3)Fuc(1);HexNAc(2)Hex(3)Fuc(1);HexNAc(4)Hex(4)Fuc(2);HexNAc(3)Hex(4)Fuc(1)NeuAc(1)
P29416	1	HexNAc(2)Hex(9)
P28828	1	HexNAc(2)Hex(5)
P28654	1	HexNAc(2)Hex(5)
P27090	1	HexNAc(2)Hex(8)
P26049	8	HexNAc(2)Hex(9);HexNAc(2)Hex(8);HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(4);HexNAc(2)Hex(3);HexNAc(6)Hex(9)
P26048	5	HexNAc(2)Hex(6);HexNAc(2)Hex(9);HexNAc(2)Hex(8);HexNAc(2)Hex(5);HexNAc(2)Hex(4)
P24668	12	HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(8);HexNAc(3)Hex(6);HexNAc(3)Hex(5);HexNAc(2)Hex(4);HexNAc(2)Hex(1);HexNAc(2)Hex(9);HexNAc(2)Hex(5)Fuc(1);HexNAc(3)Hex(5)Fuc(1);HexNAc(3)Hex(6)NeuAc(1)
P24638	10	HexNAc(2)Hex(8);HexNAc(2)Hex(9);HexNAc(2)Hex(7);HexNAc(2)Hex(5)Fuc(1);HexNAc(2)Hex(5);HexNAc(2)Hex(3)Fuc(1);HexNAc(4)Hex(6)Fuc(2);HexNAc(3)Hex(5)Fuc(1);HexNAc(2)Hex(2)Fuc(1);HexNAc(2)Hex(4)Fuc(1)
P23819	9	HexNAc(2)Hex(7);HexNAc(2)Hex(5);HexNAc(2)Hex(8);HexNAc(2)Hex(6);HexNAc(8)Hex(8);HexNAc(6)Hex(5)Fuc(1)NeuAc(2);HexNAc(6)Hex(3);HexNAc(6)Hex(7)Fuc(3)NeuAc(1);HexNAc(6)Hex(6)Fuc(2)NeuAc(1)
P23818	4	HexNAc(6)Hex(5)Fuc(1)NeuAc(2);HexNAc(2)Hex(5);HexNAc(2)Hex(8);HexNAc(2)Hex(7)
P22723	8	HexNAc(2)Hex(8);HexNAc(3)Hex(3)Fuc(1);HexNAc(2)Hex(5);HexNAc(2)Hex(3)Fuc(1);HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(4);HexNAc(2)Hex(9)
P22005	1	HexNAc(2)Hex(7)
P21995	13	HexNAc(2)Hex(5);HexNAc(2)Hex(3)Fuc(1);HexNAc(2)Hex(8);HexNAc(2)Hex(6);HexNAc(2)Hex(4);HexNAc(2)Hex(9);HexNAc(3)Hex(6)Fuc(1);HexNAc(2)Hex(7);HexNAc(3)Hex(5);HexNAc(2)Hex(3);HexNAc(1);HexNAc(2)Hex(1);HexNAc(2)
P21956	2	HexNAc(6)Hex(4);HexNAc(2)Hex(9)
P21836	2	HexNAc(4)Hex(5)Fuc(1);HexNAc(2)Hex(5)
P21661	7	HexNAc(2)Hex(6);HexNAc(2)Hex(7);HexNAc(2)Hex(8);HexNAc(2)Hex(5);HexNAc(2)Hex(9);HexNAc(2)Hex(2);HexNAc(8)Hex(5)
P21460	8	HexNAc(2)Hex(6)Phospho(1);HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(3)Fuc(1);HexNAc(2)Hex(9);HexNAc(2)Hex(8);HexNAc(6)Hex(4)
P20934	2	HexNAc(2)Hex(8);HexNAc(2)Hex(7)
P20917-2	3	HexNAc(4)Hex(5);HexNAc(2)Hex(6);HexNAc(2)Hex(5)
P20917	13	HexNAc(2)Hex(5);HexNAc(3)Hex(6)NeuAc(1);HexNAc(4)Hex(6);HexNAc(4)Hex(5);HexNAc(2)Hex(7);HexNAc(3)Hex(5);HexNAc(2)Hex(4)Fuc(1);HexNAc(2)Hex(4);HexNAc(2)Hex(3);HexNAc(2)Hex(2);HexNAc(2)Hex(6);HexNAc(4)Hex(6)NeuAc(1);HexNAc(4)Hex(5)Fuc(1)
P20060	2	HexNAc(2)Hex(3)Fuc(1);HexNAc(6)Hex(3)
P19324	4	HexNAc(2)Hex(9);HexNAc(2)Hex(7);HexNAc(2)Hex(8);HexNAc(2)Hex(5)
P19137	1	HexNAc(2)Hex(8)
P18572	7	HexNAc(3)Hex(6)Fuc(1)NeuAc(1);HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(8);HexNAc(2)Hex(9);HexNAc(6)Hex(6)NeuAc(1)
P18242	4	HexNAc(2)Hex(6)Phospho(1);HexNAc(3)Hex(4)Fuc(1)NeuAc(1);HexNAc(2)Hex(6);HexNAc(2)Hex(5)Fuc(1)
P18052	1	HexNAc(2)Hex(8)
P17439	3	HexNAc(2)Hex(3)Fuc(1);HexNAc(2)Hex(6);HexNAc(2)Hex(5)
P17047	10	HexNAc(3)Hex(5);HexNAc(2)Hex(3);HexNAc(2)Hex(4)Fuc(1);HexNAc(2)Hex(3)Fuc(1);HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(3)Hex(6)NeuAc(1);HexNAc(4)Hex(5);HexNAc(2)Hex(2)Fuc(1);HexNAc(2)Hex(4)
P16675	5	HexNAc(2)Hex(3);HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(6)Hex(4);HexNAc(2)Hex(9)
P16546	2	HexNAc(2)Hex(6);HexNAc(2)Hex(5)
P16305-3	4	HexNAc(2)Hex(5);HexNAc(2)Hex(6);HexNAc(2)Hex(8);HexNAc(2)Hex(7)
P16301	5	HexNAc(2)Hex(9);HexNAc(2)Hex(7);HexNAc(2)Hex(10);HexNAc(2)Hex(8);HexNAc(2)Hex(6)
P16092	5	HexNAc(3)Hex(6)Fuc(1)NeuAc(1);HexNAc(3)Hex(5)Fuc(1);HexNAc(3)Hex(5);HexNAc(4)Hex(6)Fuc(2);HexNAc(2)Hex(5)
P15209	26	HexNAc(2)Hex(4);HexNAc(2)Hex(5);HexNAc(4)Hex(5)Fuc(1);HexNAc(3)Hex(6)Fuc(1);HexNAc(4)Hex(5);HexNAc(3)Hex(5);HexNAc(2)Hex(6);HexNAc(2)Hex(5)Fuc(1);HexNAc(2)Hex(3);HexNAc(2)Hex(2);HexNAc(1);HexNAc(2)Hex(9);HexNAc(2)Hex(8);HexNAc(3)Hex(5)Fuc(1);HexNAc(2)Hex(3)Fuc(1);HexNAc(2)Hex(1);HexNAc(2);HexNAc(4)Hex(4)Fuc(1)NeuAc(1);HexNAc(2)Hex(7);HexNAc(4)Hex(5)Fuc(1)NeuAc(2);HexNAc(5)Hex(8);HexNAc(3)Hex(6);HexNAc(9)Hex(3);HexNAc(3)Hex(6)Fuc(1)NeuAc(1);HexNAc(3)Hex(3)Fuc(1);HexNAc(6)Hex(4)
P15208	7	HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(8);HexNAc(2)Hex(5);HexNAc(2)Hex(4);HexNAc(2)Hex(9);HexNAc(2)Hex(3)
P15116	7	HexNAc(2)Hex(5);HexNAc(2)Hex(4);HexNAc(2)Hex(8);HexNAc(2)Hex(9);HexNAc(2)Hex(6);HexNAc(2)Hex(3);HexNAc(2)Hex(7)
P14426	1	HexNAc(4)Hex(7)NeuAc(1)
P14231	33	HexNAc(2)Hex(5);HexNAc(2)Hex(2);HexNAc(2)Hex(3);HexNAc(2)Hex(4);HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(1);HexNAc(8)Hex(5);HexNAc(2)Hex(3)Fuc(1);HexNAc(2)Hex(9);HexNAc(2)Hex(8);HexNAc(3)Hex(6);HexNAc(3)Hex(6)NeuAc(1);HexNAc(4)Hex(5);HexNAc(3)Hex(6)Fuc(1);HexNAc(3)Hex(5);HexNAc(2)Hex(5)Fuc(1);HexNAc(4)Hex(4);HexNAc(3)Hex(4);HexNAc(4)Hex(6)Fuc(1);HexNAc(3)Hex(3);HexNAc(4)Hex(6);HexNAc(2)Hex(1);HexNAc(2);HexNAc(6)Hex(7)Fuc(3);HexNAc(6)Hex(3)Fuc(1)NeuAc(2);HexNAc(3)Hex(3)Fuc(1);HexNAc(4)Hex(6)NeuAc(1);HexNAc(7)Hex(3);HexNAc(3)Hex(4)NeuAc(1);HexNAc(2)Hex(6)Phospho(1);HexNAc(8)Hex(4);HexNAc(5)Hex(6)Fuc(4)
P14211	1	HexNAc(2)Hex(5)
P14094	14	HexNAc(2)Hex(8);HexNAc(6)Hex(5)Fuc(2)NeuAc(1);HexNAc(6)Hex(4)Fuc(2);HexNAc(2)Hex(9);HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(5)Fuc(1);HexNAc(2)Hex(5);HexNAc(6)Hex(4);HexNAc(6)Hex(3);HexNAc(4)Hex(5)Fuc(3)NeuAc(1);HexNAc(5)Hex(3)Fuc(1);HexNAc(4)Hex(3)Fuc(1);HexNAc(2)
P13595	6	HexNAc(2)Hex(3)Fuc(1);HexNAc(2)Hex(5);HexNAc(2)Hex(7);HexNAc(4)Hex(4)Fuc(1)NeuAc(1);HexNAc(3)Hex(3)Fuc(1);HexNAc(2)Hex(8)
P12960	19	HexNAc(3)Hex(3);HexNAc(2)Hex(3);HexNAc(2)Hex(4);HexNAc(2)Hex(3)Fuc(1);HexNAc(2)Hex(2);HexNAc(2)Hex(5);HexNAc(3)Hex(3)Fuc(1);HexNAc(3)Hex(5);HexNAc(6)Hex(4);HexNAc(6)Hex(3);HexNAc(2)Hex(8);HexNAc(2)Hex(6);HexNAc(2)Hex(7);HexNAc(4)Hex(4)Fuc(1)NeuAc(1);HexNAc(2)Hex(9);HexNAc(4)Hex(6)Fuc(1);HexNAc(2)Hex(2)Fuc(1);HexNAc(5)Hex(3)Fuc(1)NeuAc(1);HexNAc(4)Hex(5)
P11881-3	14	HexNAc(3)Hex(5);HexNAc(2)Hex(8);HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(5)Fuc(1);HexNAc(3)Hex(3)Fuc(1);HexNAc(2)Hex(5);HexNAc(2)Hex(4)Fuc(1);HexNAc(2)Hex(4);HexNAc(2)Hex(3)Fuc(1);HexNAc(2)Hex(3);HexNAc(2)Hex(2);HexNAc(6)Hex(3);HexNAc(2)Hex(1)
P11835	5	HexNAc(2)Hex(9);HexNAc(2)Hex(8);HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(4)Hex(6)Fuc(1)
P11688	1	HexNAc(2)Hex(8)
P11627	10	HexNAc(3)Hex(3)Fuc(1);HexNAc(2)Hex(5);HexNAc(3)Hex(3);HexNAc(2)Hex(4);HexNAc(2)Hex(3)Fuc(1);HexNAc(2)Hex(3);HexNAc(2)Hex(2);HexNAc(2);HexNAc(4)Hex(7)Fuc(1);HexNAc(4)Hex(5)Fuc(1)
P11609	1	HexNAc(2)Hex(5)
P11438	22	HexNAc(4)Hex(5)Fuc(1);HexNAc(3)Hex(5)Fuc(1);HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(3)Fuc(1);HexNAc(2)Hex(4);HexNAc(6)Hex(4);HexNAc(2)Hex(8);HexNAc(2)Hex(7);HexNAc(2)Hex(3);HexNAc(8)Hex(5);HexNAc(9)Hex(9)Fuc(1);HexNAc(6)Hex(9)Fuc(1)NeuAc(2);HexNAc(9)Hex(6)Fuc(1);HexNAc(6)Hex(7);HexNAc(3)Hex(5);HexNAc(2)Hex(5)Fuc(1);HexNAc(4)Hex(7)Fuc(1);HexNAc(9)Hex(10);HexNAc(9)Hex(6);HexNAc(3)Hex(6)Fuc(1)NeuAc(1);HexNAc(8)Hex(4)
P11247	2	HexNAc(2)Hex(3)Fuc(1);HexNAc(2)Hex(5)
P11087	1	HexNAc(2)Hex(8)
P10852	7	HexNAc(3)Hex(3)Fuc(1);HexNAc(2)Hex(3)Fuc(1);HexNAc(3)Hex(6)Fuc(1)NeuAc(1);HexNAc(3)Hex(6)NeuAc(1);HexNAc(3)Hex(6)Fuc(1);HexNAc(2)Hex(5);HexNAc(2)Hex(4)
P10605	3	HexNAc(6)Hex(3);HexNAc(6)Hex(4);HexNAc(2)Hex(8)
P09470	9	HexNAc(2)Hex(6);HexNAc(2)Hex(7);HexNAc(2)Hex(5);HexNAc(3)Hex(6);HexNAc(2)Hex(3)Fuc(1);HexNAc(3)Hex(5)Fuc(1);HexNAc(2)Hex(8);HexNAc(4)Hex(5)Fuc(1);HexNAc(2)Hex(5)Fuc(1)
P09242	2	HexNAc(2)Hex(3)Fuc(1);HexNAc(2)Hex(5)
P09055	8	HexNAc(2)Hex(9);HexNAc(4)Hex(4)Fuc(1)NeuAc(1);HexNAc(4)Hex(4)Fuc(2);HexNAc(2)Hex(8);HexNAc(2)Hex(7);HexNAc(2)Hex(5);HexNAc(4)Hex(5)Fuc(2)NeuAc(1);HexNAc(2)Hex(6)
P08113	14	HexNAc(6)Hex(3);HexNAc(2)Hex(7);HexNAc(2)Hex(8);HexNAc(4)Hex(3)Fuc(1);HexNAc(2)Hex(5);HexNAc(2)Hex(6);HexNAc(2)Hex(4);HexNAc(2)Hex(3)Fuc(1);HexNAc(2)Hex(9);HexNAc(6)Hex(4);HexNAc(2)Hex(5)Fuc(1);HexNAc(7)Hex(7)Fuc(1);HexNAc(4)Hex(4)Fuc(1)NeuAc(1);HexNAc(3)Hex(3)Fuc(1)
P07901	1	HexNAc(2)Hex(6)
P07214	9	HexNAc(2)Hex(5);HexNAc(4)Hex(5)Fuc(1);HexNAc(4)Hex(3)Fuc(1);HexNAc(2)Hex(9);HexNAc(2)Hex(7);HexNAc(2)Hex(8);HexNAc(3)Hex(5);HexNAc(3)Hex(6)Fuc(1);HexNAc(4)Hex(6)Fuc(1)
P06802-2	1	HexNAc(2)Hex(5)
P06800	1	HexNAc(4)Hex(3)
P06797	7	HexNAc(2)Hex(6)Phospho(1);HexNAc(2)Hex(5);HexNAc(2)Hex(4);HexNAc(2)Hex(3)Fuc(1);HexNAc(2)Hex(3);HexNAc(2)Hex(7);HexNAc(2)Hex(6)
P04925	3	HexNAc(2)Hex(8);HexNAc(2)Hex(7);HexNAc(2)Hex(3)Fuc(1)
P02469	2	HexNAc(2)Hex(5);HexNAc(2)Hex(6)
P02468	10	HexNAc(4)Hex(4)Fuc(1);HexNAc(4)Hex(3)Fuc(1);HexNAc(3)Hex(3)Fuc(1);HexNAc(2)Hex(5);HexNAc(2)Hex(8);HexNAc(4)Hex(4)Fuc(1)NeuAc(1);HexNAc(4)Hex(5)Fuc(1);HexNAc(3)Hex(4)Fuc(1);HexNAc(2)Hex(3)Fuc(1);HexNAc(2)Hex(5)Fuc(1)
P01872	8	HexNAc(4)Hex(3);HexNAc(3)Hex(3)Fuc(1);HexNAc(2)Hex(3);HexNAc(4)Hex(3)Fuc(1);HexNAc(3)Hex(4)Fuc(1);HexNAc(4)Hex(4)Fuc(1);HexNAc(3)Hex(5)Fuc(1);HexNAc(2)Hex(6)
P01831	44	HexNAc(2)Hex(4);HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(3);HexNAc(4)Hex(6)Fuc(2);HexNAc(3)Hex(6)Fuc(1);HexNAc(4)Hex(5);HexNAc(3)Hex(5)Fuc(1);HexNAc(3)Hex(4)Fuc(1);HexNAc(3)Hex(3)Fuc(1);HexNAc(4)Hex(6)NeuAc(1);HexNAc(3)Hex(6)NeuAc(1);HexNAc(4)Hex(4)Fuc(2);HexNAc(4)Hex(6)Fuc(1);HexNAc(4)Hex(5)Fuc(2);HexNAc(4)Hex(5)NeuAc(1);HexNAc(2)Hex(9);HexNAc(4)Hex(6);HexNAc(4)Hex(4)NeuAc(1);HexNAc(4)Hex(4)Fuc(1);HexNAc(3)Hex(6);HexNAc(3)Hex(5);HexNAc(2)Hex(2);HexNAc(2)Hex(1);HexNAc(1);HexNAc(5)Hex(4)NeuAc(1);HexNAc(4)Hex(7);HexNAc(5)Hex(3)Fuc(1)NeuAc(1);HexNAc(3)Hex(4)Fuc(2)NeuAc(1);HexNAc(4)Hex(3);HexNAc(2)Hex(4)Fuc(1);HexNAc(4)Hex(6)Fuc(1)NeuAc(1);HexNAc(4)Hex(5)Fuc(1);HexNAc(2)Hex(8);HexNAc(5)Hex(3)Fuc(1);HexNAc(3)Hex(6)Fuc(1)NeuAc(1);HexNAc(4)Hex(3)Fuc(1);HexNAc(5)Hex(4)Fuc(2);HexNAc(5)Hex(3)Fuc(2);HexNAc(5)Hex(4)NeuAc(2);HexNAc(2)Hex(6)Phospho(1);HexNAc(2)Hex(5)Fuc(1);HexNAc(2)
P01193	2	HexNAc(2)Hex(8);HexNAc(6)Hex(3)
O89051	2	HexNAc(2)Hex(6);HexNAc(2)Hex(5)
O89026	1	HexNAc(2)Hex(5)
O89023	9	HexNAc(2)Hex(3);HexNAc(2)Hex(5);HexNAc(2)Hex(6)Phospho(1);HexNAc(2)Hex(6);HexNAc(2)Hex(4);HexNAc(2)Hex(3)Fuc(1);HexNAc(2)Hex(9);HexNAc(2)Hex(8);HexNAc(2)Hex(7)
O89017	1	HexNAc(2)Hex(6)
O89001	7	HexNAc(4)Hex(5)Fuc(1);HexNAc(2)Hex(5);HexNAc(4)Hex(6)Fuc(1);HexNAc(3)Hex(6)Fuc(1);HexNAc(2)Hex(4);HexNAc(2)Hex(6);HexNAc(4)Hex(5)
O88998	12	HexNAc(2)Hex(8);HexNAc(4)Hex(4)Fuc(2);HexNAc(3)Hex(6)Fuc(1);HexNAc(5)Hex(3)Fuc(1);HexNAc(3)Hex(5)Fuc(1);HexNAc(2)Hex(5);HexNAc(2)Hex(9);HexNAc(2)Hex(6)Phospho(1);HexNAc(4)Hex(5);HexNAc(2)Hex(6);HexNAc(4)Hex(3)Fuc(1);HexNAc(3)Hex(5)
O88829	4	HexNAc(2)Hex(8);HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(5)
O88819	1	HexNAc(2)Hex(5)
O88668	5	HexNAc(2)Hex(8);HexNAc(2)Hex(6)Phospho(1);HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(4)
O88531	5	HexNAc(2)Hex(6)Phospho(1);HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(3)Fuc(1)
O88507	5	HexNAc(2)Hex(5);HexNAc(4)Hex(5)Fuc(1);HexNAc(3)Hex(5)Fuc(1);HexNAc(3)Hex(4)Fuc(1);HexNAc(5)Hex(4)Fuc(2)
O88325	6	HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(3);HexNAc(2)Hex(3)Fuc(1);HexNAc(2)Hex(6)Phospho(1);HexNAc(2)Hex(5)Fuc(1)
O88307	14	HexNAc(2)Hex(5);HexNAc(2)Hex(4);HexNAc(2)Hex(3)Fuc(1);HexNAc(6)Hex(4);HexNAc(2)Hex(8);HexNAc(2)Hex(9);HexNAc(2)Hex(6);HexNAc(2)Hex(7);HexNAc(2)Hex(3);HexNAc(6)Hex(3);HexNAc(4)Hex(4)Fuc(2);HexNAc(3)Hex(5)Fuc(1);HexNAc(2)Hex(10);HexNAc(3)Hex(3)Fuc(1)
O88196	1	HexNAc(2)Hex(8)
O70472	4	HexNAc(2)Hex(9);HexNAc(2)Hex(8);HexNAc(2)Hex(7);HexNAc(2)Hex(6)
O70362	1	HexNAc(2)Hex(5)
O70354	4	HexNAc(2)Hex(5);HexNAc(2)Hex(6);HexNAc(4)Hex(5)NeuAc(1);HexNAc(2)Hex(9)
O70340	2	HexNAc(2)Hex(8);HexNAc(2)Hex(5)
O70258	1	HexNAc(2)Hex(5)
O55026	13	HexNAc(2)Hex(5);HexNAc(2)Hex(4);HexNAc(4)Hex(6)Fuc(2);HexNAc(3)Hex(6)Fuc(1);HexNAc(2)Hex(8);HexNAc(2)Hex(6);HexNAc(3)Hex(5);HexNAc(2)Hex(5)Fuc(1);HexNAc(2)Hex(1);HexNAc(3)Hex(6)Fuc(1)NeuAc(1);HexNAc(2)Hex(7);HexNAc(4)Hex(5)Fuc(1);HexNAc(4)Hex(5)
O54991	11	HexNAc(2)Hex(8);HexNAc(2)Hex(5);HexNAc(2)Hex(9);HexNAc(6)Hex(3);HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(6)Hex(4);HexNAc(2)Hex(4);HexNAc(2)Hex(10);HexNAc(1);HexNAc(2)Hex(3)
O54890	2	HexNAc(2)Hex(5);HexNAc(2)Hex(8)
O35887	1	HexNAc(2)Hex(5)
O35841	1	HexNAc(2)Hex(2)
O35684	3	HexNAc(2)Hex(8);HexNAc(6)Hex(3);HexNAc(2)Hex(6)
O35657	1	HexNAc(2)Hex(5)
O35632	1	HexNAc(2)Hex(6)
O35607	1	HexNAc(2)Hex(9)
O35604	2	HexNAc(2)Hex(9);HexNAc(8)Hex(5)Fuc(1)
O35600	3	HexNAc(2)Hex(8);HexNAc(2)Hex(7);HexNAc(2)Hex(6)
O35598	6	HexNAc(2)Hex(5);HexNAc(2)Hex(7);HexNAc(2)Hex(9);HexNAc(2)Hex(8);HexNAc(6)Hex(4);HexNAc(2)Hex(6)
O35448	6	HexNAc(2)Hex(6)Phospho(1);HexNAc(2)Hex(4);HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(8);HexNAc(2)Hex(5)
O35409	7	HexNAc(2)Hex(5);HexNAc(2)Hex(3)Fuc(1);HexNAc(2)Hex(3);HexNAc(2)Hex(8);HexNAc(2)Hex(9);HexNAc(2)Hex(7);HexNAc(6)Hex(3)
O35405	16	HexNAc(2)Hex(3)Fuc(1);HexNAc(2)Hex(3);HexNAc(2)Hex(2);HexNAc(2)Hex(8);HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(6)Hex(4);HexNAc(6)Hex(3);HexNAc(2)Hex(9);HexNAc(5)Hex(3)Fuc(1);HexNAc(3)Hex(3)Fuc(1);HexNAc(2)Hex(5);HexNAc(2)Hex(4);HexNAc(2)Hex(2)Fuc(1);HexNAc(2)Hex(1)Fuc(1);HexNAc(4)Hex(4)Fuc(2)
O35136	11	HexNAc(3)Hex(3)Fuc(1);HexNAc(2)Hex(3)Fuc(1);HexNAc(2)Hex(5);HexNAc(2)Hex(4);HexNAc(2)Hex(3);HexNAc(5)Hex(3)Fuc(1)NeuAc(1);HexNAc(4)Hex(4)Fuc(1)NeuAc(1);HexNAc(5)Hex(3)Fuc(1);HexNAc(3)Hex(4)Fuc(2);HexNAc(2)Hex(2)Fuc(1);HexNAc(3)Hex(5)
O35114	9	HexNAc(2)Hex(9);HexNAc(3)Hex(6)NeuAc(1);HexNAc(2)Hex(8);HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(4);HexNAc(2)Hex(10);HexNAc(6)Hex(4)
O09159	3	HexNAc(2)Hex(5)Fuc(1);HexNAc(2)Hex(5);HexNAc(2)Hex(3)Fuc(1)
O09126	7	HexNAc(2)Hex(8);HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(4);HexNAc(2)Hex(5);HexNAc(2)Hex(9);HexNAc(2)Hex(3)Fuc(1)
O09118	1	HexNAc(2)Hex(5)
O09117	9	HexNAc(4)Hex(5)Fuc(3)NeuAc(1);HexNAc(3)Hex(6)Fuc(1)NeuAc(1);HexNAc(4)Hex(4)Fuc(1)NeuAc(1);HexNAc(5)Hex(6)NeuAc(2);HexNAc(2)Hex(5);HexNAc(3)Hex(6)Fuc(1);HexNAc(3)Hex(6)NeuAc(1);HexNAc(3)Hex(5)Fuc(1);HexNAc(3)Hex(3)Fuc(1)
O09114	11	HexNAc(2)Hex(9);HexNAc(2)Hex(8);HexNAc(3)Hex(5)Fuc(1);HexNAc(2)Hex(5);HexNAc(2)Hex(4);HexNAc(4)Hex(5)Fuc(1)NeuAc(1);HexNAc(4)Hex(3)Fuc(1);HexNAc(2)Hex(6);HexNAc(2)Hex(3)Fuc(1);HexNAc(4)Hex(5);HexNAc(2)Hex(7)
O08795	2	HexNAc(2)Hex(5);HexNAc(2)Hex(4)
O08677	1	HexNAc(4)Hex(7)NeuAc(1)
O08545	5	HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(7);HexNAc(2)Hex(4);HexNAc(2)Hex(8)
O08543	1	HexNAc(2)Hex(6)
O08542	1	HexNAc(3)Hex(6)
O08532-4	20	HexNAc(2)Hex(5);HexNAc(2)Hex(3);HexNAc(2)Hex(7);HexNAc(2)Hex(8);HexNAc(2)Hex(9);HexNAc(2)Hex(4);HexNAc(3)Hex(5)Fuc(1);HexNAc(2)Hex(6);HexNAc(3)Hex(3)Fuc(1);HexNAc(6)Hex(4);HexNAc(3)Hex(5);HexNAc(3)Hex(4)Fuc(1);HexNAc(2)Hex(1);HexNAc(2);HexNAc(3)Hex(4);HexNAc(2)Hex(2);HexNAc(1);HexNAc(6)Hex(3);HexNAc(4)Hex(5);HexNAc(3)Hex(3)
M0QWP1	1	HexNAc(2)Hex(5)
M0QWJ9	2	HexNAc(2)Hex(8);HexNAc(2)Hex(7)
M0QWH2	2	HexNAc(2)Hex(8);HexNAc(2)Hex(6)
J3QJX3	5	HexNAc(2)Hex(6);HexNAc(2)Hex(8);HexNAc(2)Hex(5);HexNAc(2)Hex(9);HexNAc(2)Hex(7)
G5E8Q8	2	HexNAc(2)Hex(8);HexNAc(2)Hex(9)
G5E8G3	10	HexNAc(2)Hex(8);HexNAc(2)Hex(7);HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(4);HexNAc(2)Hex(3);HexNAc(2)Hex(2);HexNAc(2)Hex(1);HexNAc(1);HexNAc(2)Hex(3)Fuc(1)
G5E897	1	HexNAc(2)Hex(8)
G5E863	2	HexNAc(2)Hex(6);HexNAc(2)Hex(5)
G3X9Q1	4	HexNAc(2)Hex(5);HexNAc(2)Hex(6);HexNAc(2)Hex(4);HexNAc(2)Hex(7)
G3UWC2	1	HexNAc(2)Hex(5)
F8WJ50	2	HexNAc(2)Hex(6);HexNAc(2)Hex(5)
F8WIR1	10	HexNAc(3)Hex(6)Fuc(1);HexNAc(2)Hex(6)Phospho(1);HexNAc(2)Hex(6);HexNAc(2)Hex(5)Fuc(1);HexNAc(2)Hex(7);HexNAc(2)Hex(5);HexNAc(2)Hex(4)Fuc(1);HexNAc(2)Hex(4);HexNAc(2)Hex(3)Fuc(1);HexNAc(3)Hex(4)Fuc(1)NeuAc(1)
F8VQJ3	21	HexNAc(3)Hex(3);HexNAc(4)Hex(4);HexNAc(2)Hex(5);HexNAc(2)Hex(4);HexNAc(2)Hex(3);HexNAc(2)Hex(6);HexNAc(2)Hex(7);HexNAc(3)Hex(3)Fuc(1);HexNAc(2)Hex(8);HexNAc(4)Hex(5)Fuc(1);HexNAc(4)Hex(4)Fuc(1);HexNAc(3)Hex(6);HexNAc(4)Hex(3)Fuc(1);HexNAc(3)Hex(5);HexNAc(3)Hex(4)Fuc(1);HexNAc(4)Hex(3);HexNAc(3)Hex(4);HexNAc(2)Hex(3)Fuc(1);HexNAc(4)Hex(5);HexNAc(4)Hex(4)Fuc(1)NeuAc(1);HexNAc(4)Hex(4)NeuAc(1)
F8VQD7	1	HexNAc(3)Hex(3)Fuc(1)
F8VQ40	4	HexNAc(2)Hex(5);HexNAc(2)Hex(8);HexNAc(2)Hex(9);HexNAc(2)Hex(3)
F7BX42	3	HexNAc(2)Hex(6);HexNAc(2)Hex(5);HexNAc(2)Hex(8)
F7BJK1	2	HexNAc(2)Hex(3)Fuc(1);HexNAc(3)Hex(3)Fuc(1)
