x	y
gene844	-0.370737175	-0.113054889
gene845	0.667576329	-0.027109571
gene846	-0.002137326	0.078188378
gene847	-0.179747596	0.047102031
gene848	0.661725797	0.040589409
gene849	0.220403737	0.097511145
gene850	-0.127964082	-0.062270274
gene851	0.167031456	0.135045362
gene852	0.106189575	0.057292304
gene853	-0.161977661	-0.01627395
gene854	-0.280852152	-0.01627395
gene855	0.141821786	-0.108601299
gene856	0.557763027	-0.133707101
gene857	0.407267764	0.235812937
gene858	0.691651701	0.151164073
gene859	-0.114887423	-0.129739253
gene860	0.184043874	0.026540564
gene861	0.478597489	0.024720056
gene862	-0.143102421	0.065776656
gene863	-0.00953258	0.136077231
gene864	0.12811136	-0.029035093
gene865	-0.107498212	-0.010250964
gene866	0.349616608	0.022389066
gene867	0.32015683	-0.059742881
gene868	0.144389909	-0.052388027
gene869	-0.150772731	-0.024748395
gene870	-0.234980717	0.061456203
gene871	-0.150766421	-0.125732672
gene872	-0.046794211	0.030026395
gene873	-0.100928909	0.083147819
gene874	0.133758453	-0.022856863
gene875	0.192517415	-0.070197684
gene876	-0.19697657	-0.025862063
gene877	-0.141930393	0.115510374
gene878	0.073214395	0.066144544
gene879	-0.237367358	-0.070262336
gene880	0.103564643	0.158688119
gene881	0.049986108	0.042152234
gene882	-0.179120112	-0.1094444
gene883	0.014854359	-0.022606453
gene884	-0.097765998	0.038461326
gene885	-0.090143207	0.029519087
gene886	0.216811389	0.051123468
gene887	0.09479298	0.016438025
gene888	0.350853912	0.070367456
gene889	0.052583332	0.137972134
gene890	0.140807234	-0.06009187
gene891	-0.069990021	0.032016738
gene892	-0.213623267	-0.006371534
gene893	0.280554278	0.009056496
gene894	-0.013122774	0.069102574
gene895	-0.186388714	0.069102574
gene896	0.839203788	0.038700369
gene897	0.311770436	0.003971634
gene898	0.494359952	0.003971634
gene899	-0.921679819	-0.091616068
gene900	0.13965199	0.016704839
gene901	-0.000509816	0.043112108
gene902	0.406079139	0.02726515
gene903	0.840640085	0.03026744
gene904	-0.258990191	0.10949978
gene905	-0.035353585	0.078514605
gene906	0.014950341	0.112933529
gene907	0.108174747	0.10336665
gene908	0.176907737	0.034945073
gene909	0.384362395	-0.027604893
gene910	-0.33598	-0.003613838
gene911	0.897654249	-0.146745032
gene912	-0.284614936	-0.064084384
gene913	0.527076145	-0.147109597
gene914	0.089107065	0.009529064
gene915	0.251008023	-0.079635125
gene916	-0.067390985	-0.051031571
gene917	0	0.062134141
gene918	0.122118215	-0.011136818
gene919	0.493663761	-0.174938716
gene920	0.067776438	0.130833831
gene921	-0.031897031	-0.023428495
gene922	0.315804881	0.014538535
gene923	0.00786569	0.051016712
gene924	-0.176773617	0.131811281
gene925	0.099565423	0.005028569
gene926	-0.108776346	-0.022108635
gene927	0	-0.050065317
gene928	0.364602045	-0.001213879
gene929	0.451417935	-0.001629244
gene930	-0.212015647	0.098553543
gene931	0.234548693	0.195071815
gene932	0.131942512	0.027120088
gene933	0.232866064	-0.098041339
gene934	-0.189710557	0.017854137
gene935	-0.108821094	-0.119042347
gene936	0.049753035	0.050326154
gene937	0.019299857	-0.001755104
gene938	-0.036311356	-0.039797619
gene939	0.198178789	-0.041739508
gene940	-0.059752162	0.059906422
gene941	0.295251127	-0.022324547
gene942	0.025685206	0.159723689
gene943	-0.166727704	-0.069307036
gene944	0.31426027	0.078106809
gene945	-0.18606636	-0.132159342
gene946	0.026155228	0.025271966
gene947	-0.584962501	0.165969273
gene948	-0.069889111	0.040202266
gene949	0.182218519	0.025535092
gene950	0.087606429	0.035218064
gene951	0.164840052	0.001046949
gene952	-0.012539514	-0.015485247
gene953	0.063490654	0.011450021
gene954	-0.906996868	0.055836856
gene955	-0.199603886	0.172364047
gene956	-0.085416103	0.022609171
gene957	-0.13317263	0.070947754
gene958	-0.033308676	0.117438141
gene959	-0.095698465	0.01540581
gene960	-0.117491472	0
gene961	-0.828665428	0.025976104
gene962	0.112719245	0.143231458
gene963	0.524291142	0.103537604
gene964	-0.112890515	0.143231458
gene965	-0.179559408	0.077233104
gene966	-0.131101524	-0.065379144
gene967	0.237702008	-0.009519782
gene968	-0.299410118	0.023918627
gene969	-0.261013715	-0.03319513
gene970	-0.168816404	0.019298901
gene971	-0.171196159	0.10433666
gene972	-0.142638586	-0.089848508
gene973	-0.126293829	0.006534379
gene974	0.035771131	0.153703758
gene975	-0.106422059	-0.07551896
gene976	0.207565112	0.116240266
gene977	-0.060897251	0.121949087
gene978	-0.117169901	-0.020856092
gene979	-0.084652747	-0.128902115
gene980	0.646962189	-0.003662827
gene981	0.00625899	-0.023676583
gene982	0.192310334	0.212712821
gene983	0.055684133	-0.039404967
gene984	-0.126692005	0.004069664
gene985	0.132019915	-0.047852294
gene986	0.113929596	0.013129272
gene987	0.274344501	-0.109245264
gene988	0.039512325	0.20601292
gene989	0.076719945	0.236614993
gene990	0	0.088234597
gene991	0.482079152	0.016775713
gene992	0.49319824	-0.138694568
gene993	-0.146711158	0.06534559
gene994	-0.050692532	-0.062931256
gene995	-0.01795875	0.110684302
gene996	-0.145682404	-0.009918715
gene997	0.407455133	0.239331376
gene998	0.175708032	0.075901274
gene999	0.044202827	0.075901274
gene1000	-0.174244626	0.205962573
gene1001	0.294836834	0.020536931
gene1002	-0.025976233	-0.051440862
gene1003	0.015217957	-0.055728998
gene1004	0.298182644	-0.043147269
gene1005	-0.085386752	-0.102322634
gene1006	0.131475691	-0.137420565
gene1007	0.776706739	0.139474419
gene1008	-0.097210547	0.017248481
gene1009	0.044054611	-0.057113055
gene1010	0.039865041	-0.120667912
gene1011	0	0.121928454
gene1012	0.170151076	-0.018134674
gene1013	-0.207707332	0.027591385
gene1014	0.135699548	0.131340032
gene1015	-0.144830225	-0.045772435
gene1016	-0.033000379	-0.032632449
gene1017	-0.042084153	0.04384001
gene1018	0.388565288	0.091658654
gene1019	-0.05123849	-0.069648233
gene1020	0.151874522	-0.056952626
gene1021	0.271345585	-0.043374271
gene1022	0	0.146055714
gene1023	-0.337921617	0.146055714
gene1024	-0.114966688	0.054683153
gene1025	0.033708467	0.100240349
gene1026	-0.173434019	0.037211079
gene1027	0.089519716	0.092822672
gene1028	-0.174237236	0.052429281
gene1029	0.101049002	0.100486526
gene1030	-0.191599268	-0.003088182
gene1031	-0.080293602	0.07977361
gene1032	-0.120541532	0.197770838
gene1033	0.130163683	0.004039279
gene1034	-0.121972561	-0.053333415
gene1035	-0.191974386	0.107838977
gene1036	-0.562594688	-0.0738013
gene1037	-0.06022656	-0.07371564
gene1038	0.115124121	-0.038033706
gene1039	-0.137987126	0.030722739
gene1040	0.228880682	0.073149921
gene1041	-0.008159139	-0.024290979
gene1042	0.293416362	-0.078675744
gene1043	-0.61667136	0.11877912
gene1044	-0.160910543	0.159711189
gene1045	-0.015620809	0.02019806
gene1046	0.051920244	0.035754713
gene1047	-0.154136828	0.013526991
gene1048	0.419819114	0.101381142
gene1049	0.179734603	0.011781175
gene1050	0.191659294	0.023900615
gene1051	0.73440308	0.023168568
gene1052	-0.1206034	-0.100679535
gene1053	0.840933514	-0.100679535
gene1054	-0.209797049	0.107438773
gene1055	0.031249865	0.022316281
gene1056	-0.359764916	-0.036027219
gene1057	0.033684369	-0.075322616
gene1058	0.451229127	0.028686376
gene1059	0.012281596	-0.072323236
gene1060	0.199285118	-0.072323236
gene1061	0.061953489	-0.012109313
gene1062	-0.039200885	0.242078981
gene1063	0	-0.024341302
gene1064	-0.113628045	0.021018799
gene1065	-0.253343294	0.005701493
gene1066	0.052016495	0.108059746
gene1067	0.766327654	-0.006032948
gene1068	0.56372308	0.09496644
gene1069	-0.066345116	0.017015223
gene1070	-0.55449722	0.011352413
gene1071	0.316044381	-0.057230713
gene1072	0.194524485	0.055398239
gene1073	0	0.049656235
gene1074	0.144693262	0.049656235
gene1075	-0.323974548	-0.028837384
gene1076	-0.034365778	-0.050397363
gene1077	0.22132045	-0.002714385
gene1078	-0.332719771	0.053735742
gene1079	-0.053813046	-0.028421522
gene1080	-0.100713504	0.095260443
gene1081	0.066078339	-0.001631701
gene1082	-0.076739334	-0.052986282
gene1083	-0.158691853	-0.059452182
gene1084	-0.025131777	0.147933429
gene1085	-0.437958966	-0.205919987
gene1086	-0.103411464	0.110726818
gene1087	0.377282577	0.123090722
gene1088	0.161490774	-0.00405394
gene1089	0.077817527	0.100820842
gene1090	0.177445691	-0.047144673
gene1091	-0.053513867	-0.153362203
gene1092	-0.16069588	0.099101388
gene1093	0.029706715	-0.129486725
gene1094	-0.110697439	0.003657024
gene1095	-0.487351704	-0.084497913
gene1096	-0.034912483	-0.131726959
gene1097	0.021605721	-0.127589857
gene1098	-0.300720782	0.027098048
gene1099	0.160999451	0.002473333
gene1100	-0.806764935	-0.042504729
gene1101	0.122508581	0.090562314
gene1102	-0.182641331	0.017671885
gene1103	0.238968876	0.170549815
gene1104	-0.29490268	-0.058973284
gene1105	-0.049945122	0.089413748
gene1106	0.229758251	-0.034885518
gene1107	-0.018296266	0.092229444
gene1108	-0.042734853	-0.090010166
gene1109	-0.12181574	-0.121146909
gene1110	-0.196982549	-0.068880161
gene1111	-0.136439537	-0.002548482
gene1112	0.126465252	-0.010103959
gene1113	-0.051550762	0.103364667
gene1114	0.335846396	0.112670963
gene1115	-0.278031284	0.205641827
gene1116	0.03774519	0.099993236
gene1117	0.017863478	-0.091553938
gene1118	-0.018331823	0.152264617
gene1119	0.914832617	0.007340009
gene1120	-0.366043023	0.135129275
gene1121	-0.035894426	0.195935421
gene1122	-0.422315976	-0.060744191
gene1123	-0.107744772	0.045669148
gene1124	0.809668788	-0.030171528
gene1125	0.243265331	0.031110533
gene1126	0	-0.052373118
gene1127	-0.061400545	0.108784044
gene1128	-0.398950515	0.074077101
gene1129	-0.242159033	-0.056317618
gene1130	0.142647419	0.112359412
gene1131	0.07603226	-0.042473513
gene1132	-0.138967644	0.109963726
gene1133	0	-0.020341473
gene1134	-0.306013606	0.086995723
gene1135	-0.310817747	0.086995723
gene1136	0.074783274	-0.018291823
gene1137	0	-0.169386783
gene1138	0	0.087950485
gene1139	-0.01827272	-0.017582148
gene1140	-0.199912483	-0.049921663
gene1141	0.225394581	-0.004311704
gene1142	0.01515422	0.014177645
gene1143	-0.389230007	-0.095013115
gene1144	-0.03526533	-0.031197299
gene1145	0.069070846	0.219674969
gene1146	0.163058282	0.003225961
gene1147	0.303158544	-0.007440424
gene1148	-0.139218036	-0.018779244
gene1149	-0.291706127	0.088062566
gene1150	0.170639607	-0.139616571
gene1151	-0.230952141	0.046348189
gene1152	-0.022899244	-0.092629705
gene1153	-0.083405406	0.047506232
gene1154	0.050077302	0.135533187
gene1155	-0.489319269	-0.154574109
gene1156	-0.459552493	-0.029439009
gene1157	-0.015900997	0.017824221
gene1158	0	0.006103641
gene1159	0.002730367	-0.019899557
gene1160	-0.021039914	-0.001439097
gene1161	0.327654182	-0.003687401
gene1162	-0.049814605	-0.119921498
gene1163	0.223110359	-0.119921498
gene1164	-0.032434445	0.128094235
gene1165	-0.244883882	-0.07206623
gene1166	0.116923114	-0.155849816
gene1167	0.088167204	-0.07763514
gene1168	-0.30040768	0.095900383
gene1169	0.096865447	0.119564818
gene1170	-0.019869827	0.031990114
gene1171	-0.024972681	0.047276185
gene1172	0.584962501	0.078315349
gene1173	-0.040784898	0.059031976
gene1174	-0.001953548	0.044394119
gene1175	-0.146663883	-0.102144207
gene1176	0.188207181	-0.03883839
gene1177	0.151500675	-0.075387634
gene1178	0.127485157	0.095480309
gene1179	-0.007804277	0.04837285
gene1180	0.774755838	0.105275442
gene1181	-0.042636699	-0.089542485
gene1182	-0.145868569	-0.05023067
gene1183	-0.033805092	-0.006768689
gene1184	0.149110143	-0.056295498
gene1185	-0.094956968	-0.029795342
gene1186	-0.026894072	-0.040070394
gene1187	0.116889782	0.043647885
gene1188	0.113014697	0.010593936
gene1189	0.40753233	0.075440756
gene1190	0.558239783	0.047741494
gene1191	-0.050331676	0.115405572
gene1192	0.012093072	0.171179129
gene1193	0.059360432	0.017309086
gene1194	0.121327153	0.114750748
gene1195	0.321119636	-0.255687554
gene1196	0.238634432	-0.002038425
gene1197	0.027113552	0.010400291
gene1198	-0.302254095	0.008461579
gene1199	-0.150479311	-0.004172992
gene1200	0.181611518	0.000910792
gene1201	-0.222419514	0.017983343
gene1202	0.069733201	0.048152666
gene1203	0.433985276	-0.107686779
gene1204	0.087597043	0.130909361
gene1205	0.1258951	0.11402047
gene1206	0.077586973	-0.072764445
gene1207	0.193728133	-0.109331453
gene1208	0.00711835	-0.016077397
gene1209	-0.121327879	0.069028066
gene1210	-0.740945445	0.088577167
gene1211	-0.047346268	-0.002023416
gene1212	-0.012260244	0.02184183
gene1213	0.128944139	-0.001150016
gene1214	-0.407231325	-0.047430861
gene1215	-0.096887891	-0.134440531
gene1216	-0.141176063	0.010001392
gene1217	0.130620125	-0.029036971
gene1218	0.431746345	-0.088762149
gene1219	-0.023335545	-0.035810076
gene1220	0.093666383	0.020764917
gene1221	-0.083998151	0.081351053
gene1222	-0.009903094	0.057646304
gene1223	-0.034351505	-0.031905215
gene1224	-0.279634865	0.059934575
gene1225	-0.1603435	0.087700537
gene1226	-0.185016286	0.222961121
gene1227	-0.153643226	-0.089539006
gene1228	0.007039112	0.002726844
gene1229	-0.044652932	0.035658668
gene1230	0.243557031	-0.014814534
gene1231	-0.016848059	-0.100660144
gene1232	0.165792247	-0.068533716
gene1233	0.780055795	-0.185555653
gene1234	0	-0.080312271
gene1235	0.059815009	-0.046247633
gene1236	-0.347720974	-0.122822472
gene1237	-0.004721429	-0.028249477
gene1238	-0.086983302	-0.008127881
gene1239	0	-0.036628922
gene1240	-0.088334271	-0.044251605
gene1241	-0.06698984	-0.049349019
gene1242	-0.238372727	-0.103669125
gene1243	0.060624104	0.028778116
gene1244	-0.063004266	0.083275044
gene1245	-0.025840005	0.078939631
gene1246	0.194679048	-0.161824503
gene1247	-0.050536836	-0.092013252
gene1248	-0.108489172	-0.010433737
gene1249	0	0.066377876
gene1250	-0.387365081	0.002663274
gene1251	-0.01862729	0.035927123
gene1252	0.948161068	0.10190085
gene1253	-0.26381353	-0.143968861
gene1254	-0.497779625	-0.143968861
gene1255	-0.377367081	-0.068099015
gene1256	0.073962635	0.02038524
gene1257	-0.111309583	0.025543465
gene1258	-0.120081077	0.025543465
gene1259	-0.13083194	-0.082882759
gene1260	0.044344794	0.029584097
gene1261	0.032902707	-0.092064027
gene1262	-0.538879679	-0.094742662
gene1263	0.02650063	-0.066508276
gene1264	-0.145815946	-0.087489107
gene1265	-0.061644603	0.059905107
gene1266	-0.075912181	-0.080356455
gene1267	0.031757333	0.109289577
gene1268	0.041395547	-0.120063719
gene1269	-0.318177911	-0.031881173
gene1270	0.285022895	-0.022438975
gene1271	0.245992704	-0.029784192
gene1272	-0.01305161	-0.015871393
gene1273	0.26607486	-0.005154329
gene1274	0.173111191	0.036242656
gene1275	-0.059474346	-0.007543521
gene1276	-0.126145506	-0.022630974
gene1277	-0.090060909	-0.25276607
gene1278	-0.100136818	0.040829238
gene1279	0.252315244	0.042112109
gene1280	-0.871587007	-0.040322882
gene1281	-0.050331676	-0.03642951
gene1282	0.018134949	0.077442474
gene1283	0.004991271	-0.188838158
gene1284	-0.053381496	0.044283994
gene1285	-0.735477513	-0.051231707
gene1286	0	-0.056564725
gene1287	0.087664911	-0.170881506
gene1288	0.007182247	-0.009182673
gene1289	0.068645389	-0.071812182
gene1290	0.01608789	0.029502048
gene1291	0.217048201	-0.03701794
gene1292	0.023146386	-0.066601013
gene1293	0.172244942	0.095123489
gene1294	0.012966311	0.029110701
gene1295	-0.001522232	0.006709021
gene1296	0.112386463	-0.072077678
gene1297	-0.855126371	-0.052743944
gene1298	-0.53228707	-0.034328798
gene1299	-0.052358599	-0.074307614
gene1300	0.904429806	-0.048545001
gene1301	0.28757659	-0.091623162
gene1302	0.472582027	0.149785338
gene1303	0.058412475	0.055524508
gene1304	0.028897677	0.040827504
gene1305	-0.021754889	-0.019779008
gene1306	-0.458539138	-0.091483533
gene1307	-0.154333306	-0.06434067
gene1308	-0.589535231	0.140696226
gene1309	-0.05231255	0.066750071
gene1310	0.105252587	0.030313815
gene1311	-0.632741905	0.031110533
gene1312	0.080098765	0.112284073
gene1313	0	0.016391777
gene1314	0	0.016391777
gene1315	0.555031316	-0.018061382
gene1316	-0.444750326	-0.095486851
gene1317	-0.5360529	-0.027722399
gene1318	-0.188372189	0.105771569
gene1319	-0.187409676	-0.011350924
gene1320	0.070642132	-0.018309186
gene1321	-0.038600204	0.058911638
gene1322	0.638460049	0.013851364
gene1323	-0.660388771	0.052196211
gene1324	0.183678655	-0.188810718
gene1325	-0.170530047	-0.017587357
gene1326	-0.181910617	0.070801193
gene1327	0.893912742	0.065151261
gene1328	-0.075597619	-0.071993214
gene1329	0.020574434	-0.02799563
gene1330	0.077661054	0.039031812
gene1331	-0.130947389	0.015271807
gene1332	0.081995506	-0.099993432
gene1333	-0.517035301	-0.039646159
gene1334	-0.106726159	0.046199111
gene1335	0	-0.098986363
gene1336	0.226416474	-0.038230832
gene1337	0.031417082	-0.002799538
gene1338	0.158913746	0.114711659
gene1339	0.180935645	0.071720604
gene1340	0.110378827	0.034488376
gene1341	0.634612791	-0.108446727
gene1342	-0.275357684	0.185716329
gene1343	0.046477727	-0.024761653
gene1344	0	-0.024761653
gene1345	0.065634079	-0.048608343
gene1346	-0.187588653	-0.082149041
gene1347	-0.039560246	0.067217757
gene1348	-0.355480655	-0.015738647
gene1349	-0.27649369	0.091665988
gene1350	-0.177809537	-0.008093014
gene1351	-0.26168328	-0.031909248
gene1352	0.080584704	-0.032784535
gene1353	-0.215506036	-0.010562513
gene1354	-0.103908285	-0.064570378
gene1355	0.040066234	-0.088440689
gene1356	0	-0.003776691
gene1357	0.24320982	0.007057058
gene1358	0	-0.043680007
gene1359	0.03389361	0.086757982
gene1360	0.070165601	-0.145254758
gene1361	0.510375107	0.064410694
gene1362	0.083339422	0.166239955
gene1363	-0.359600663	0.07677689
gene1364	-0.036418498	0.223685352
gene1365	0.783216225	0.055105546
gene1366	-0.514573173	-0.017376263
gene1367	-0.095755134	0.037390766
gene1368	0.134552869	0.054580085
gene1369	0.227831738	0.024982357
gene1370	0.454565863	0.006672536
gene1371	-0.139967276	-0.019197822
gene1372	-0.152691238	-0.008208199
gene1373	-0.187989717	0.13607429
gene1374	-0.060968017	0.051303321
gene1375	0.13086025	-0.049442267
gene1376	0.807354922	0.072032801
gene1377	-0.389316933	-0.038076188
gene1378	0.025749607	0.088013089
gene1379	0.12092587	0.159772591
gene1380	0.080361785	0.23939397
gene1381	0.001817454	-0.104480649
gene1382	0.24233468	0.063548656
gene1383	0.129480652	0.137950401
gene1384	-0.019511506	-0.061106512
gene1385	-0.458165483	-0.077162668
gene1386	0.738338936	-0.139593925
gene1387	0.943864059	0.11744893
gene1388	0.236493203	0.079527837
gene1389	0	0.051153109
gene1390	-0.052192092	-0.070901922
gene1391	0.49513109	0.125216021
gene1392	0.132292545	-0.094859186
gene1393	0.109834278	-0.12631645
gene1394	0.276732809	-0.044039169
gene1395	-0.123960306	-0.089246765
gene1396	-0.315911286	-0.141498246
gene1397	-0.664651389	-0.001399543
gene1398	-0.338348741	0.199367254
gene1399	0.213516344	0.156865805
gene1400	0.11221978	-0.020719673
gene1401	0	0.023335429
gene1402	0.111031312	-0.016585773
gene1403	0.09280981	0.001895166
gene1404	-0.138914951	-0.014718916
gene1405	-0.506587955	0.031787744
gene1406	0	0.081772371
gene1407	0.351299031	0.055473036
gene1408	0.242329697	0.135011104
gene1409	0.214152124	-0.016724778
gene1410	-0.261723461	-0.049267545
gene1411	0.205407367	0.094220722
gene1412	0	-0.085332054
gene1413	0.068010913	-0.052003479
gene1414	0.1740294	-0.011603508
gene1415	0.415703012	0.094809693
gene1416	0.197978352	-0.030775194
gene1417	0.436106731	-0.169017429
gene1418	-0.07586386	0.071770558
gene1419	0.144728313	0.24081236
gene1420	-0.071894185	0.059442845
gene1421	0	0.117442551
gene1422	0.244126446	0.00158756
gene1423	0.987876441	0.002726844
gene1424	0.332392015	-0.000522054
gene1425	0.380065523	-0.032159791
gene1426	-0.028681302	-0.115098408
gene1427	0.050586496	0.013829432
gene1428	0.030696797	-0.133779969
gene1429	0.063944929	-0.133779969
gene1430	-0.120629705	-0.018391546
gene1431	-0.202223639	0.055191786
gene1432	-0.171987202	0.033691585
gene1433	-0.20688037	0.142332709
gene1434	-0.010664017	-0.085777348
gene1435	0.253728758	0.010585398
gene1436	0	-0.147770621
gene1437	-0.19995958	0.026567802
gene1438	-0.056282214	-0.0646203
gene1439	0.090921105	0.004654693
gene1440	0.143248152	-0.028342829
gene1441	0.590340027	-0.010933325
gene1442	-0.242693958	-0.036743351
gene1443	0.010471721	0.004733256
gene1444	-0.17013755	-0.053738843
gene1445	-0.150422974	0.047562989
gene1446	-0.279245802	-0.017465713
gene1447	0.183276652	0.232003365
gene1448	-0.329516981	0.019163214
gene1449	-0.017816058	-0.115204713
gene1450	-0.107457567	-0.028827835
gene1451	-0.223963129	-0.125580133
gene1452	-0.160679535	-0.060242484
gene1453	-0.055700692	0.06859083
gene1454	0.064229539	-0.000894417
gene1455	0.176573836	-0.226906725
gene1456	-0.094364964	-0.001423947
gene1457	-0.101071188	-0.095956655
gene1458	0.143410483	0.047714508
gene1459	0.029314339	-0.020893849
gene1460	-0.035836745	-0.003509599
gene1461	-0.917327764	-0.027079534
gene1462	0	-0.021499734
gene1463	0.075914977	0.168105222
gene1464	-0.343806682	0.127975406
gene1465	-0.619418949	-0.103835811
gene1466	-0.268145727	-0.051768609
gene1467	-0.0658601	-0.055598609
gene1468	0.805320902	0.023726554
gene1469	0.903844084	0.109818083
gene1470	-0.527307708	-0.153552032
gene1471	-0.23762117	0.190228728
gene1472	-0.275029628	-0.153552032
gene1473	0.135514971	0.07382952
gene1474	0	0.037781407
gene1475	0.069459765	0.050303548
gene1476	-0.334564921	-0.08443861
gene1477	0	-0.064734972
gene1478	-0.068698948	-0.092881688
gene1479	0.233247618	-0.05119343
gene1480	0.050868389	-0.005143303
gene1481	-0.569695744	0.053852013
gene1482	0.099708219	0.06236946
gene1483	0	0.037841856
gene1484	0.25398579	-0.094623606
gene1485	-0.165395343	-0.024988257
gene1486	-0.025438998	0.010952189
gene1487	0	0.056831223
gene1488	0.32069625	-0.093240983
gene1489	-0.070440128	-0.082003152
gene1490	0.064822001	-0.002424291
gene1491	-0.007248525	-0.021434137
gene1492	0.226852277	-0.002781547
gene1493	-0.275998377	-0.13015839
gene1494	-0.192741549	0.011341258
gene1495	0.500052062	0.015605735
gene1496	0.268555935	-0.063505929
gene1497	-0.06209254	0.028106884
gene1498	0.044931851	-0.028808932
gene1499	-0.05484508	-0.076701175
gene1500	0.55359833	0.079450321
gene1501	0	0.122312309
gene1502	0.268229188	0.086179223
gene1503	-0.166931679	-0.182697887
gene1504	-0.189190053	-0.032816961
gene1505	0.631693551	0.016986582
gene1506	-0.275304871	0.152003093
gene1507	-0.083041295	-0.186306861
gene1508	-0.19787224	0.028688275
gene1509	-0.211019862	-0.022779869
gene1510	-0.075041112	-0.022026306
gene1511	-0.363728973	-0.106256207
gene1512	0	-0.054951212
gene1513	-0.313196105	-0.171800824
gene1514	0	-0.033048146
gene1515	0.120814353	-0.105937351
gene1516	-0.01070753	-0.130884117
gene1517	-0.380994036	0.109947687
gene1518	-0.149552594	-0.190503649
gene1519	0.405176919	0.167995126
gene1520	-0.10648457	-0.01774981
gene1521	0.059462342	0.11783649
gene1522	-0.271005478	-0.080397805
gene1523	0.020155429	0.010358821
gene1524	0.041645208	0.071632758
gene1525	-0.714320861	0.026104965
gene1526	-0.032377378	0.037265399
gene1527	-0.192748806	-0.093314119
gene1528	0.694503219	-0.135600232
gene1529	-0.005929704	-0.062373367
gene1530	0.109593565	-0.150172505
gene1531	-0.31828002	0.141562942
gene1532	-0.188105238	0.001850796
gene1533	-0.492368437	0.034952599
gene1534	-0.211932923	0.059609489
gene1535	0.124931963	-0.108584711
gene1536	-0.075839942	-0.108584711
gene1537	-0.11251508	-0.079131453
gene1538	-0.065614513	0.210416292
gene1539	0	-0.230288056
gene1540	-0.211029118	-0.128937144
gene1541	-0.036919464	0.017180825
gene1542	-0.091712456	0.016667406
gene1543	-0.033175656	-0.000489464
gene1544	0.83824893	0.011762395
gene1545	-0.013032564	-0.090197809
gene1546	0.080597713	0.002920436
gene1547	-0.258495526	-0.087782829
gene1548	-0.174081527	0.096942539
gene1549	0	0.004739648
gene1550	-0.157371448	0.042593604
gene1551	-0.049965769	-0.016218511
gene1552	0.217861355	-0.095947284
gene1553	0.146015024	0.002622606
gene1554	0.000590035	-0.113480295
gene1555	-0.186856753	0.074064266
gene1556	0.227079911	0.064451096
gene1557	-0.638853582	-0.07070521
gene1558	-0.235656146	-0.045889399
gene1559	-0.016216301	-0.042472012
gene1560	-0.151895945	0.008141371
gene1561	-0.166912047	-0.101194496
gene1562	-0.492674911	0.021763254
gene1563	0.309359421	-0.02050288
gene1564	-0.588656006	-0.087056734
gene1565	-0.015543719	0.09732803
gene1566	-0.082451527	0.153868246
gene1567	-0.094077686	0.074507186
gene1568	0.124328135	0.127407518
gene1569	-0.06891308	-0.107773695
gene1570	-0.13399086	-0.075229767
gene1571	0.276772785	-0.147812329
gene1572	0.193846307	-0.006470463
gene1573	0.193548739	0.072004888
gene1574	0.289417515	-0.095529193
gene1575	0.055116472	0.108417698
gene1576	0.137184379	-0.039743475
gene1577	0.245420207	-0.065901414
gene1578	0.114902095	-0.156150524
gene1579	-0.231700862	0.073350816
gene1580	-0.148878878	-0.04508789
gene1581	0.033232642	0.00938705
gene1582	0.348842559	-0.012007134
gene1583	0.377616629	0.131022005
gene1584	0.064852333	-0.005212054
gene1585	0.106286309	0.053080895
gene1586	0.295629781	-0.014060994
gene1587	0.238850798	0.085285188
gene1588	-0.121287799	0.013574857
gene1589	0.222805111	-0.171687958
gene1590	-0.296325868	-0.090434786
gene1591	-0.310600089	0.144681551
gene1592	-0.02871725	-0.110931991
gene1593	-0.112596429	0.018758426
gene1594	-0.111394032	0.125283909
gene1595	-0.119494224	0.125283909
gene1596	0.249978253	-0.161621096
gene1597	-0.301589234	-0.069965847
gene1598	-0.263810711	0.227600712
gene1599	0.022807446	-0.194769965
gene1600	0	-0.16534383
gene1601	0.12620541	-0.057327195
gene1602	0.2410081	0.068796476
gene1603	-0.143924861	-0.026809825
gene1604	-0.126307858	0.030995152
gene1605	0.275623556	0.08699505
gene1606	0.160198523	-0.112745702
gene1607	-0.085253045	0.217445885
gene1608	0.095811925	-0.096347396
gene1609	0.003359012	-0.068077298
gene1610	-0.053416669	0.011909388
gene1611	-0.005019418	-0.006768689
gene1612	-0.339319052	0.097491011
gene1613	0	-0.058723784
gene1614	-0.076413116	-0.036987528
gene1615	-0.156186187	-0.063186445
gene1616	0.065891913	-0.013266255
gene1617	-0.044246416	-0.083487542
gene1618	0.114546249	-0.106657741
gene1619	-0.092712569	-0.037901749
gene1620	-0.236952624	0.085897278
gene1621	0.369145791	-0.005076342
gene1622	0.164923125	0.10733723
gene1623	-0.286512001	-0.020141765
gene1624	-0.287836241	-0.185445587
gene1625	-0.268598918	0.008933125
gene1626	-0.241627947	-0.179409251
gene1627	0.926673208	0.057815206
gene1628	0.155384786	-0.021558189
gene1629	-0.001268675	0.140068021
gene1630	-0.285212934	-0.083350644
gene1631	0	-0.011903919
gene1632	-0.308177125	0.051738431
gene1633	0.254134347	0.041053214
gene1634	-0.081243153	-0.139724764
gene1635	0.084462183	0.114820402
gene1636	-0.098736325	-0.084116983
gene1637	0.098592583	0.0018828
gene1638	-0.218496642	-0.006685788
