x	y
gene3218	-0.032874297	-0.018039857
gene3219	0.014413186	-0.077690237
gene3220	-0.06079569	0.027078577
gene3221	0.004798325	-0.035958196
gene3222	-0.225781166	0.116239603
gene3223	-0.014698175	0.119985272
gene3224	-0.126953604	-0.024352048
gene3225	-0.428681219	0.010195767
gene3226	-0.073657042	0.139157644
gene3227	0.116425423	-0.061015028
gene3228	0.041683744	-0.021936992
gene3229	0.105473006	0.002923395
gene3230	-0.129884457	0.016280787
gene3231	0.045895148	-0.007930761
gene3232	0.362570079	0.061248305
gene3233	0.167857245	-0.019189086
gene3234	-0.03164334	-0.106660108
gene3235	-0.387140254	-0.018520088
gene3236	-0.018742968	0.148176314
gene3237	-0.336837549	0.023854628
gene3238	-0.116607905	-0.119915275
gene3239	-0.515886505	-0.045818688
gene3240	-0.024633505	-1.60171e-16
gene3241	-0.044767927	0.065468158
gene3242	0.103360683	0.036404595
gene3243	0.180291951	-0.118144039
gene3244	0.535209466	0.014259178
gene3245	-0.045169274	0.139921974
gene3246	-0.158974702	0.138934929
gene3247	0.273056926	0.175113438
gene3248	-0.533783777	0.061792285
gene3249	-0.21988073	-0.076310201
gene3250	0.142903125	0.044539936
gene3251	-0.929506427	0.050152767
gene3252	0.056218599	0.040590589
gene3253	0.10760558	-0.114866656
gene3254	-0.06562813	0.020004676
gene3255	0.091440545	0.05997987
gene3256	0.099955204	0.064545943
gene3257	-0.140093718	0.090901405
gene3258	0	-0.024445645
gene3259	0.233595607	-0.039183263
gene3260	0.121839411	0.055001389
gene3261	0	0.007817012
gene3262	0.091378197	0.072814248
gene3263	0.129592907	0.050060304
gene3264	-0.185742718	-0.092330589
gene3265	0.021906853	0.041177407
gene3266	0.054625709	0.110469593
gene3267	0.840703975	-0.002293998
gene3268	0	0.243302341
gene3269	-0.678071905	0.071624731
gene3270	0	-0.043333029
gene3271	0	0.035635488
gene3272	0	0.056728257
gene3273	0.077668395	0.009918877
gene3274	0.309724295	0.03281187
gene3275	0.056746241	0.080705771
gene3276	0.508554848	0.105563333
gene3277	0.118995618	-0.026770457
gene3278	-0.253631483	0.039466215
gene3279	-0.073161908	-0.006196948
gene3280	0.129559634	-0.189056349
gene3281	0.216604094	-0.011164069
gene3282	-0.213566769	-0.083355746
gene3283	0	0.019397873
gene3284	0.149446002	0.019397873
gene3285	0	-0.113087295
gene3286	-0.063079868	0.094457088
gene3287	-0.44693129	-0.024765543
gene3288	0.770518154	0.052633085
gene3289	-0.010351519	-0.09132017
gene3290	-0.254975447	-0.16346237
gene3291	-0.205356895	0.010384018
gene3292	-0.430787009	0.023623605
gene3293	-0.092589167	0.019778307
gene3294	-0.399645242	-0.04580369
gene3295	0.694774116	-0.144074221
gene3296	-0.132755209	-0.144074221
gene3297	-0.172282689	-0.084450322
gene3298	-0.055551856	0.026976745
gene3299	-0.221178542	0.085463777
gene3300	0.290450834	-0.116218849
gene3301	0.147063886	-0.208767354
gene3302	0	0.098347009
gene3303	0.268380239	0.099931692
gene3304	-0.073428116	0.05208506
gene3305	-0.074422875	-0.05292739
gene3306	0.176003032	0.051225323
gene3307	0.196859105	0.230133309
gene3308	0.19759996	0.216050894
gene3309	0.108349722	0.045867706
gene3310	-0.602642061	-0.079006166
gene3311	0.987700735	0.094464684
gene3312	-0.056971808	0.042885813
gene3313	-0.169104661	-0.194087052
gene3314	0.118667745	-0.087462841
gene3315	0.02502668	-0.023930419
gene3316	-0.311718734	-0.049827754
gene3317	0.069993309	-0.104082003
gene3318	-0.002668865	-0.037670418
gene3319	-0.06529146	-0.192794541
gene3320	-0.093295966	0.115316606
gene3321	-0.509608819	-0.062887706
gene3322	0.02291032	-0.085022145
gene3323	0.043291563	-0.001528549
gene3324	-0.137189473	0.090642123
gene3325	0.649449945	-0.017000858
gene3326	0.981493488	0.16741553
gene3327	0.565597176	0.187246957
gene3328	0.326946712	0.187246957
gene3329	-0.032120697	-0.059070696
gene3330	0.274344791	0.027680741
gene3331	-0.591915261	-0.035872374
gene3332	0.249586305	0.01772177
gene3333	-0.665999073	-0.132065261
gene3334	0.014327094	-0.115765653
gene3335	-0.034849401	0.033125134
gene3336	-0.157362968	0.044164868
gene3337	-0.308291074	0.077087387
gene3338	0.104289204	-0.05635871
gene3339	0.05161157	0.011818977
gene3340	-0.570212357	0.027575286
gene3341	-0.088498066	0.107901512
gene3342	0.033609014	-0.037000706
gene3343	-0.049020033	0.062704045
gene3344	-0.08620733	0.027940807
gene3345	0	-0.013984229
gene3346	-0.663817921	0.386546278
gene3347	0.322388211	0.33448205
gene3348	-0.138455327	0.495096598
gene3349	-0.036556729	0.277715056
gene3350	0.24602007	0.385174271
gene3351	0.48481524	0.332575339
gene3352	-0.212551653	0.28314855
gene3353	0.064992996	0.283212288
gene3354	0.130149392	0.265657406
gene3355	0.658377444	0.518591025
gene3356	0.098226998	0.597413518
gene3357	0.178066643	0.31457891
gene3358	-0.317644753	0.604483721
gene3359	-0.405249614	0.336589972
gene3360	-0.171464148	0.419641499
gene3361	-0.045012278	0.2926635
gene3362	0.470741091	0.496778028
gene3363	0.428547786	0.333606799
gene3364	0.695145418	0.369184035
gene3365	0.042165626	0.278426456
gene3366	-0.004322685	0.614361596
gene3367	-0.069710365	0.528742342
gene3368	0.228268988	0.463853415
gene3369	0.440107314	0.286094214
gene3370	0.554098097	0.451168913
gene3371	-0.076413116	0.284972442
gene3372	-0.006389437	0.333398109
gene3373	0.688372826	0.298360445
gene3374	0.344728524	0.316071048
gene3375	0.364389482	0.352223241
gene3376	0.796664811	0.519725436
gene3377	0.570759721	0.299278318
gene3378	0.799153109	0.425763906
gene3379	0.196691911	0.29654665
gene3380	-0.957771765	0.55216054
gene3381	-0.043796497	0.267571186
gene3382	0	0.58313283
gene3383	0.489638596	0.418339618
gene3384	0.069812784	0.512740015
gene3385	0.042868745	0.361734219
gene3386	0.686141335	0.362749424
gene3387	0.204366948	0.426397361
gene3388	0.029029049	0.483133054
gene3389	0.03131554	0.608161132
gene3390	0.081557004	0.483133054
gene3391	-0.222552552	0.435319163
gene3392	0.085994552	0.647680992
gene3393	0.096470033	0.432199641
gene3394	0.847996907	0.623512007
gene3395	0.184424571	0.302417271
gene3396	0.446324169	0.334849322
gene3397	0.775430427	0.473379844
gene3398	0.373047166	0.747924558
gene3399	-0.108224324	0.339382334
gene3400	0	2.93668227
gene3401	0.426814667	0.726449201
gene3402	0.96765824	0.408883787
gene3403	-0.067382737	0.305223604
gene3404	-0.477991048	0.276095871
gene3405	0.780433623	0.297180774
gene3406	-0.073048664	0.268845874
gene3407	0.056157179	0.354218017
gene3408	0.228704171	0.362703656
gene3409	0.755690263	0.431004863
gene3410	0.084605042	0.382171672
gene3411	-0.018905365	0.314131129
gene3412	0.086164258	0.580817627
gene3413	-0.065392447	0.342651574
gene3414	0.161311871	0.273215539
gene3415	0	0.348681619
gene3416	-0.13892256	0.267652921
gene3417	0.477820333	0.26487676
gene3418	0.847770353	0.443083625
gene3419	-0.325177194	0.505260424
gene3420	-0.294183104	0.489995936
gene3421	0.499498208	0.636851077
gene3422	-0.137906275	0.437664517
gene3423	-0.131218375	0.575140392
gene3424	-0.321928095	0.349467118
gene3425	-0.13962719	0.30865495
gene3426	-0.048300653	0.533890075
gene3427	-0.168080942	0.277114841
gene3428	-0.554588852	0.355429585
gene3429	-0.535945911	0.604794474
gene3430	-0.268470121	0.292466632
gene3431	-0.312262531	0.269218707
gene3432	0.937726662	0.503402049
gene3433	0.072040114	0.286516479
gene3434	-0.176836952	0.297385911
gene3435	0.434355676	0.87564947
gene3436	0.347334702	0.87564947
gene3437	0.750972452	0.761442994
gene3438	0	0.761861443
gene3439	-0.06096495	0.328701323
gene3440	0.302149788	0.325200215
gene3441	0	0.325617758
gene3442	0.060021721	0.530749023
gene3443	-0.009287067	0.274439169
gene3444	-1.379226621	-0.393498202
gene3445	-4.906890596	-0.320654192
gene3446	-5.832890014	-0.845841742
gene3447	-5.437405312	0.069810406
gene3448	-4.058893689	0.012939056
gene3449	-7.736965594	0.035097701
gene3450	-7.781359714	0.094606442
gene3451	-2.314314911	0.10261749
gene3452	-1.471973664	0.059570455
gene3453	-3.283453947	0
gene3454	-1.46760555	-0.198739964
gene3455	-9.74819285	-0.0489096
gene3456	-4.739539538	0.085073894
gene3457	-10.91935995	0.180458596
gene3458	-1.635682258	0.205051222
gene3459	-8.14635653	0.026400062
gene3460	-1.257797757	0.147478762
gene3461	-4.920565533	0.080643502
gene3462	-1.415037499	-0.11313099
gene3463	-9.576169382	0.009385825
gene3464	-1.042644337	-0.040366293
gene3465	-6.594946589	0.035611696
gene3466	-1.100603941	0.098292507
gene3467	-1.282035368	-0.095811214
gene3468	-5.612030744	-0.055222968
gene3469	-11.09671515	0.053361905
gene3470	-1.169925001	0.121750965
gene3471	-7.518325308	0.076389809
gene3472	-1.269033146	0.070821337
gene3473	-9.819114636	0.038051306
gene3474	-8.058893689	0.030313815
gene3475	-1.15083916	-0.025735521
gene3476	-1.422691072	-0.026564659
gene3477	-10.53786549	-0.05622839
gene3478	-7.736965594	-0.019658526
gene3479	-7.26052755	0.02500734
gene3480	-1.490325627	0.064090205
gene3481	-7.866248611	0.022082498
gene3482	-1.584962501	-0.076666838
gene3483	-9.154818109	-0.05733872
gene3484	-1.30605035	-0.030977545
gene3485	-7.196397213	-0.073696999
gene3486	-8.736965594	0.012462969
gene3487	-9.498516827	-0.01379602
gene3488	-1.022026306	-0.092655798
gene3489	-6.64385619	0.021716843
gene3490	-2.193246076	-0.049267545
gene3491	-4.454739923	0.029540471
gene3492	-1.554770471	-0.054951212
gene3493	-7.667702932	0.063129508
gene3494	-1.843554913	-0.019376162
gene3495	-5.321928095	-0.073169561
gene3496	-1.054226512	-0.035544117
gene3497	-8.26052755	-0.00625899
gene3498	-10.50183718	-0.025884964
gene3499	-2.815111366	-0.123091247
gene3500	-6.058893689	0.178970141
gene3501	-2.550197083	0.183970107
gene3502	-1.113758291	0.037026725
gene3503	-6.691161905	0.171507338
gene3504	-1.12853337	0.031782393
gene3505	-3.630974898	-0.034462398
gene3506	-9.708509148	0.058442273
gene3507	-6.736965594	0.010095878
gene3508	-1.079588265	-0.035166854
gene3509	-6.491853096	0.076774122
gene3510	-11.107653	-0.03211528
gene3511	-1.55307844	0.044800471
gene3512	-7.845490051	-0.038037547
gene3513	-7.691161905	0.017437102
gene3514	-4.058893689	0.068923821
gene3515	-6.437405312	0.000942014
gene3516	-3.609151966	0.050107771
gene3517	-1.428533342	0.04745114
gene3518	-5.736965594	0.012317155
gene3519	-6.437405312	0.104236104
gene3520	-2.408582477	-0.024106974
gene3521	-1.298545167	-0.008530372
gene3522	-5.736965594	-0.128484993
gene3523	-1.961110987	-0.043741878
gene3524	-6.736965594	0.141630004
gene3525	-4.720535997	-0.059613571
gene3526	-8.74819285	-0.06539242
gene3527	-3.736965594	-0.109434549
gene3528	-1.925999419	-0.099428446
gene3529	-2.178337241	-0.011296854
gene3530	-10.93172245	0
gene3531	-6.491853096	-0.175554507
gene3532	-2.115477217	-0.124143008
gene3533	-10.65880653	0.239496243
gene3534	-1.327361981	0.013030883
gene3535	-6.129283017	0.074371543
gene3536	-9.380821784	0.000502594
gene3537	-1.440572591	0.091816886
gene3538	-2.989352756	0.068404505
gene3539	-2.989658056	-0.143778069
gene3540	-7.437405312	-0.029448263
gene3541	-1.595267509	0.031522718
gene3542	-2.736965594	0.02833866
gene3543	-6.781359714	0.04367625
gene3544	-6.594946589	0.12582583
gene3545	-1.099055895	-0.147047296
gene3546	-5.437405312	0.290044635
gene3547	-7.803054785	0.306929593
gene3548	-6.437405312	0.369184035
gene3549	-1.027480736	0.28214854
gene3550	-7.518325308	0.362405604
gene3551	-1.23878686	0.701439161
gene3552	-1.411024437	0.316893406
