TCGA-2V-A95S-01A-11R-A37K-07	TCGA-2Y-A9GS-01A-12R-A38B-07	TCGA-2Y-A9GT-01A-11R-A38B-07	TCGA-2Y-A9GU-01A-11R-A38B-07
ENSG00000258136.2	2	3	4	6
ENSG00000258137.5	0	1	1	2
ENSG00000258140.2	0	0	0	0
ENSG00000258142.2	0	0	0	0
ENSG00000258144.2	0	0	1	0
ENSG00000258148.2	0	0	0	0
ENSG00000258150.6	0	0	0	0
ENSG00000258153.1	7	0	2	0
ENSG00000258154.2	0	0	0	0
ENSG00000258159.1	0	0	0	0
ENSG00000258162.4	1	0	1	0
ENSG00000258167.1	0	0	0	0
ENSG00000258168.6	5	204	11	8
ENSG00000258169.1	5	3	0	2
ENSG00000258170.1	1	0	0	1
ENSG00000258171.2	1	0	0	0
ENSG00000258172.1	3	10	0	0
ENSG00000258173.1	0	0	0	0
ENSG00000258175.1	0	0	0	0
ENSG00000258177.1	1	0	0	0
ENSG00000258178.1	0	0	0	0
ENSG00000258179.1	0	17	0	0
ENSG00000258181.1	8	4	12	1
ENSG00000258183.6	0	0	0	0
ENSG00000258184.1	0	0	0	0
ENSG00000258185.2	0	0	0	0
ENSG00000258186.2	0	0	0	0
ENSG00000258193.1	0	0	0	0
ENSG00000258196.1	0	0	0	0
ENSG00000258197.1	0	0	0	0
ENSG00000258199.1	2	3	1	1
ENSG00000258202.1	0	0	0	2
ENSG00000258203.5	0	0	0	2
ENSG00000258204.1	0	0	0	0
ENSG00000258205.1	0	0	0	0
ENSG00000258206.1	0	0	0	0
ENSG00000258210.1	0	1	2	2
ENSG00000258212.1	0	0	0	0
ENSG00000258214.1	0	0	0	0
ENSG00000258215.1	0	1	0	0
ENSG00000258216.7	1	0	0	3
ENSG00000258220.1	0	0	0	0
ENSG00000258223.6	8	0	0	0
ENSG00000258224.1	0	0	0	0
ENSG00000258225.1	0	0	0	1
ENSG00000258227.7	8	43	3	0
ENSG00000258230.2	1	0	1	1
ENSG00000258231.5	0	0	0	0
ENSG00000258232.2	0	0	0	0
ENSG00000258233.1	0	0	0	0
ENSG00000258234.1	0	0	0	0
ENSG00000258235.1	0	0	0	0
ENSG00000258239.1	0	0	0	0
ENSG00000258240.6	0	3	0	1
ENSG00000258244.1	0	0	0	0
ENSG00000258245.1	1	3	0	0
ENSG00000258249.1	0	0	0	0
ENSG00000258251.1	0	0	0	0
ENSG00000258253.1	0	0	0	0
ENSG00000258254.1	0	0	0	0
ENSG00000258256.1	2	0	0	0
ENSG00000258260.1	1	1	0	4
ENSG00000258262.1	1	0	0	0
ENSG00000258265.1	0	0	0	0
ENSG00000258271.1	0	0	0	0
ENSG00000258272.1	0	0	1	0
ENSG00000258273.1	0	0	0	0
ENSG00000258274.1	2	1	5	1
ENSG00000258275.1	0	0	0	0
ENSG00000258278.2	0	1	0	0
ENSG00000258279.4	0	1	0	1
ENSG00000258282.2	3	1	2	0
ENSG00000258283.1	0	0	0	0
ENSG00000258284.1	0	1	1	0
ENSG00000258285.1	1	0	4	0
ENSG00000258288.1	0	0	0	0
ENSG00000258289.8	735	1625	968	522
ENSG00000258290.1	0	0	0	0
ENSG00000258292.1	0	0	0	0
ENSG00000258294.5	1	0	0	0
ENSG00000258300.2	0	0	0	0
ENSG00000258301.3	9	4	4	7
ENSG00000258302.2	15	5	7	11
ENSG00000258303.1	8	1	4	2
ENSG00000258304.1	0	0	0	0
ENSG00000258308.6	1	0	0	0
ENSG00000258311.5	138	63	40	41
ENSG00000258312.1	0	0	0	1
ENSG00000258313.1	1	0	0	0
ENSG00000258314.3	2	2	0	1
ENSG00000258315.5	29	14	8	8
ENSG00000258316.1	0	0	0	0
ENSG00000258317.1	4	3	4	5
ENSG00000258320.1	0	2	1	0
ENSG00000258323.1	0	0	0	0
ENSG00000258324.2	0	0	0	0
ENSG00000258325.2	1	2	0	0
ENSG00000258331.1	0	0	0	0
ENSG00000258332.3	0	1	1	0
ENSG00000258334.1	1	0	0	0
ENSG00000258336.2	0	0	0	0
ENSG00000258337.1	1	0	0	0
ENSG00000258338.1	0	0	0	0
ENSG00000258342.2	0	0	0	0
ENSG00000258343.2	4	0	6	0
ENSG00000258344.1	0	7	1	1
ENSG00000258345.1	0	0	0	0
ENSG00000258346.1	0	0	1	1
ENSG00000258350.1	0	0	0	0
ENSG00000258352.1	19	3	10	0
ENSG00000258354.1	0	5	0	4
ENSG00000258355.1	1	0	0	0
ENSG00000258357.1	1	1	2	0
ENSG00000258358.2	0	0	0	0
ENSG00000258359.1	9	7	3	2
ENSG00000258360.1	0	0	0	0
ENSG00000258364.1	0	0	0	0
ENSG00000258365.1	13	11	7	0
ENSG00000258366.9	12	21	21	17
ENSG00000258367.2	0	0	0	0
ENSG00000258368.2	0	0	0	0
ENSG00000258369.1	0	0	0	0
ENSG00000258373.1	1	1	0	0
ENSG00000258375.2	0	0	0	0
ENSG00000258376.2	2	77	2	0
ENSG00000258377.1	0	0	0	0
ENSG00000258378.1	15	5	5	3
ENSG00000258379.1	1	0	0	0
ENSG00000258380.1	0	0	0	0
ENSG00000258381.1	0	0	0	0
ENSG00000258383.1	0	0	0	0
ENSG00000258384.1	11	9	3	10
ENSG00000258385.1	0	0	0	0
ENSG00000258386.1	0	1	0	0
ENSG00000258387.1	0	0	0	0
ENSG00000258388.7	8	12	9	8
ENSG00000258390.2	0	2	0	1
ENSG00000258392.1	0	0	0	0
ENSG00000258393.1	0	1	0	0
ENSG00000258394.1	0	0	0	0
ENSG00000258397.1	0	0	0	0
ENSG00000258399.7	0	0	0	0
ENSG00000258400.1	1	0	1	0
ENSG00000258401.1	0	0	0	0
ENSG00000258402.1	0	0	0	0
ENSG00000258404.1	1	1	0	0
ENSG00000258405.11	4	109	9	4
ENSG00000258406.1	0	0	0	0
ENSG00000258407.1	0	0	0	0
ENSG00000258408.1	0	2	0	0
ENSG00000258410.1	0	0	0	0
ENSG00000258411.2	0	0	0	0
ENSG00000258412.1	0	0	1	0
ENSG00000258413.2	2	0	2	1
ENSG00000258414.1	5	2	7	0
ENSG00000258415.2	0	0	0	0
ENSG00000258416.1	6	0	0	6
ENSG00000258417.3	0	0	0	0
ENSG00000258419.1	0	0	0	0
ENSG00000258420.1	0	0	0	0
ENSG00000258421.2	0	0	0	0
ENSG00000258422.5	0	0	0	0
ENSG00000258423.1	0	0	1	0
ENSG00000258424.1	8	12	8	4
ENSG00000258425.1	0	1	0	0
ENSG00000258426.1	0	0	0	0
ENSG00000258427.3	12	4	1	0
ENSG00000258428.5	1	0	1	0
ENSG00000258429.2	26	47	28	26
ENSG00000258430.1	0	0	0	0
ENSG00000258431.1	0	0	0	0
ENSG00000258433.2	0	0	0	0
ENSG00000258435.1	2	0	0	0
ENSG00000258436.1	0	0	0	0
ENSG00000258437.1	0	0	0	0
ENSG00000258438.3	0	0	0	0
ENSG00000258439.1	2	2	1	0
ENSG00000258440.1	0	1	0	0
ENSG00000258441.1	123	135	77	377
ENSG00000258443.1	0	2	1	0
ENSG00000258444.1	0	0	0	0
ENSG00000258445.3	1	0	0	0
ENSG00000258446.1	0	2	0	0
ENSG00000258448.1	0	0	0	0
ENSG00000258449.1	0	1	0	0
ENSG00000258450.1	1	3	2	4
ENSG00000258451.1	2	19	11	11
ENSG00000258452.1	0	0	0	0
ENSG00000258453.3	0	0	0	0
ENSG00000258454.1	6	1	1	3
ENSG00000258455.1	0	0	0	0
ENSG00000258456.2	0	0	0	0
ENSG00000258457.5	24	130	17	31
ENSG00000258458.8	23	15	3	5
ENSG00000258459.1	0	0	0	0
ENSG00000258460.2	10	1	1	62
ENSG00000258461.5	2	5	5	4
ENSG00000258462.2	0	0	0	0
ENSG00000258463.1	0	0	0	0
ENSG00000258464.2	0	0	0	2
ENSG00000258465.8	1	1	1	1
ENSG00000258466.5	1	0	0	0
ENSG00000258467.1	0	0	0	0
ENSG00000258468.1	0	0	0	0
ENSG00000258469.1	33	8	3	1
ENSG00000258471.2	2	3	4	2
ENSG00000258472.9	13	4	6	1
ENSG00000258473.2	0	0	0	0
ENSG00000258474.1	37	15	0	0
ENSG00000258476.6	8	1	1	0
ENSG00000258477.1	4	5	1	4
ENSG00000258478.1	0	0	0	0
ENSG00000258479.6	3	8	3	2
ENSG00000258481.1	0	0	0	0
ENSG00000258482.1	0	0	0	0
ENSG00000258483.4	0	0	0	0
ENSG00000258484.4	6	13	8	2
ENSG00000258485.2	0	0	0	0
ENSG00000258487.2	1	0	0	0
ENSG00000258488.2	1	0	0	0
ENSG00000258489.4	0	0	0	0
ENSG00000258490.1	0	0	0	0
ENSG00000258491.2	0	0	0	0
ENSG00000258493.2	0	0	0	0
ENSG00000258494.1	0	0	0	0
ENSG00000258496.1	0	0	0	0
ENSG00000258497.1	0	0	0	0
ENSG00000258498.8	18	16	4	453
ENSG00000258499.1	2	0	0	0
ENSG00000258500.2	0	1	1	0
ENSG00000258501.1	0	0	2	0
ENSG00000258502.6	0	0	0	0
ENSG00000258503.1	0	0	0	0
ENSG00000258504.2	0	0	0	0
ENSG00000258505.1	0	0	0	0
ENSG00000258506.2	0	0	0	0
ENSG00000258507.1	0	0	0	0
ENSG00000258509.1	0	0	0	0
ENSG00000258510.2	0	0	2	0
ENSG00000258511.1	0	0	0	0
ENSG00000258512.1	37	7	7	1
ENSG00000258513.1	0	0	0	0
ENSG00000258515.1	7	6	4	14
ENSG00000258516.2	0	0	0	0
ENSG00000258517.1	0	0	0	0
ENSG00000258519.1	0	0	0	0
ENSG00000258520.1	0	2	2	0
ENSG00000258521.1	20	1	7	0
ENSG00000258524.1	4	3	3	5
ENSG00000258525.2	0	6	5	0
ENSG00000258526.7	21	7	8	9
ENSG00000258527.1	1	110	2	3
ENSG00000258529.5	0	0	0	0
ENSG00000258531.2	2	1	0	0
ENSG00000258532.2	0	0	0	0
ENSG00000258534.1	5	1	0	3
ENSG00000258535.1	0	1	1	0
ENSG00000258536.1	0	0	0	0
ENSG00000258537.5	0	0	0	0
ENSG00000258538.5	4	3	3	8
ENSG00000258539.1	2	6	13	1
ENSG00000258540.1	0	0	0	0
ENSG00000258541.1	0	0	0	0
ENSG00000258542.1	0	0	0	0
ENSG00000258544.1	0	0	0	0
ENSG00000258545.6	23	3	11	25
ENSG00000258546.1	0	0	0	0
ENSG00000258548.6	0	3	1	0
ENSG00000258549.1	0	0	0	0
ENSG00000258550.1	0	0	0	0
ENSG00000258551.6	2	22	8	0
ENSG00000258552.1	0	0	0	0
ENSG00000258553.5	2	0	2	3
ENSG00000258554.1	0	0	0	0
ENSG00000258555.6	0	0	0	0
ENSG00000258556.1	4	0	1	6
ENSG00000258557.1	0	0	0	0
ENSG00000258558.1	2	3	0	0
ENSG00000258559.2	7	13	18	17
ENSG00000258560.1	0	0	1	0
ENSG00000258561.2	13	26	25	3
ENSG00000258562.2	0	0	0	0
ENSG00000258563.2	0	0	0	0
ENSG00000258564.2	0	0	0	0
ENSG00000258565.1	0	0	0	0
ENSG00000258566.2	0	0	0	0
ENSG00000258567.1	0	0	0	0
ENSG00000258568.1	2	13	8	7
ENSG00000258569.1	0	2	2	0
ENSG00000258570.1	0	0	0	0
ENSG00000258571.1	0	0	0	2
ENSG00000258572.1	10	17	22	1
ENSG00000258573.6	0	0	2	0
ENSG00000258576.1	0	0	0	0
ENSG00000258577.1	0	0	0	0
ENSG00000258578.2	0	0	0	0
ENSG00000258580.1	0	0	0	0
ENSG00000258581.2	33	2	2	1
ENSG00000258583.7	2	0	1	1
ENSG00000258584.2	0	0	0	0
ENSG00000258585.2	0	0	0	0
ENSG00000258586.1	0	0	1	0
ENSG00000258587.1	0	0	0	0
ENSG00000258588.3	0	0	0	0
ENSG00000258590.5	2	3	1	2
ENSG00000258591.2	7	5	3	2
ENSG00000258592.1	0	2	0	0
ENSG00000258593.2	11	9	4	4
ENSG00000258594.1	0	0	0	0
ENSG00000258595.2	0	0	0	0
ENSG00000258597.3	6	7	0	0
ENSG00000258598.1	0	0	0	0
ENSG00000258599.2	0	0	0	0
ENSG00000258600.1	0	0	0	0
ENSG00000258601.1	0	0	0	0
ENSG00000258602.1	1	1	0	0
ENSG00000258603.4	1	14	5	6
ENSG00000258604.1	1	58	48	12
ENSG00000258605.1	0	0	0	0
ENSG00000258608.1	2	1	1	1
ENSG00000258609.3	2	1	0	2
ENSG00000258610.1	0	0	0	0
ENSG00000258611.2	0	0	0	0
ENSG00000258613.1	2	0	0	1
ENSG00000258615.1	0	1	0	0
ENSG00000258616.5	0	0	0	0
ENSG00000258618.2	1	0	0	0
ENSG00000258619.2	0	1	0	0
ENSG00000258620.2	0	0	0	0
ENSG00000258622.2	0	0	0	0
ENSG00000258623.1	2	0	1	0
ENSG00000258624.1	0	0	0	0
ENSG00000258625.2	0	0	0	0
ENSG00000258626.2	0	0	0	1
ENSG00000258627.1	0	0	0	0
ENSG00000258628.1	0	42	2	2
ENSG00000258629.1	0	0	0	0
ENSG00000258630.3	2	41	17	11
ENSG00000258631.3	0	0	0	0
ENSG00000258632.2	0	0	0	0
ENSG00000258633.1	0	0	0	0
ENSG00000258634.3	113	238	145	99
ENSG00000258636.2	0	14	0	0
ENSG00000258637.1	0	0	0	0
ENSG00000258638.2	0	0	0	0
ENSG00000258639.1	0	0	0	0
ENSG00000258640.3	1	1	1	1
ENSG00000258641.1	0	0	0	0
ENSG00000258642.1	0	0	0	0
ENSG00000258643.6	5	2	6	3
ENSG00000258644.6	2	0	1	1
ENSG00000258645.2	5	6	6	5
ENSG00000258646.1	2	1	2	3
ENSG00000258647.6	0	0	4	71
ENSG00000258648.1	0	0	0	0
ENSG00000258649.1	0	0	0	0
ENSG00000258650.1	0	0	0	0
ENSG00000258651.1	2	1	0	1
ENSG00000258653.3	0	0	1	0
ENSG00000258654.1	1	8	15	50
ENSG00000258655.2	37	49	15	11
ENSG00000258656.1	0	0	0	0
ENSG00000258657.5	1	1	0	0
ENSG00000258658.1	0	1	3	3
ENSG00000258659.7	0	5	3	1
ENSG00000258660.1	0	0	0	0
ENSG00000258661.1	1	0	0	0
ENSG00000258662.1	0	0	0	0
ENSG00000258663.1	0	0	0	0
ENSG00000258665.1	0	0	0	0
ENSG00000258666.1	0	0	0	0
ENSG00000258667.2	3	2	2	0
ENSG00000258668.1	0	0	0	0
ENSG00000258670.1	0	0	0	0
ENSG00000258671.2	0	0	0	0
ENSG00000258672.1	0	0	0	0
ENSG00000258673.1	0	0	0	0
ENSG00000258674.5	8	23	5	4
ENSG00000258675.2	0	0	1	0
ENSG00000258676.5	0	0	0	13
ENSG00000258677.2	0	0	0	0
ENSG00000258678.2	0	0	0	0
ENSG00000258679.1	1	4	25	18
ENSG00000258680.2	0	0	0	0
ENSG00000258681.1	0	0	0	0
ENSG00000258682.1	21	29	30	36
ENSG00000258683.1	0	0	0	0
ENSG00000258684.2	0	0	1	1
ENSG00000258685.2	0	0	0	0
ENSG00000258687.1	0	0	0	0
ENSG00000258689.1	11	17	1	0
ENSG00000258690.1	0	0	0	0
ENSG00000258691.1	0	0	0	0
ENSG00000258692.2	0	0	0	0
ENSG00000258693.1	0	0	0	0
ENSG00000258694.1	0	3	0	0
ENSG00000258695.2	0	1	0	6
ENSG00000258696.1	1	0	0	1
ENSG00000258698.1	1	0	0	1
ENSG00000258699.1	0	1	0	0
ENSG00000258700.6	0	4	0	6
ENSG00000258701.1	20	83	22	17
ENSG00000258702.3	8	2	0	0
ENSG00000258703.1	0	0	0	0
ENSG00000258704.6	29	45	18	15
ENSG00000258705.2	0	0	0	0
ENSG00000258706.1	0	0	0	0
ENSG00000258707.2	0	0	0	0
ENSG00000258708.1	20	24	1	10
ENSG00000258710.8	0	30	0	0
ENSG00000258711.2	0	5	0	1
ENSG00000258712.2	0	0	0	0
ENSG00000258713.3	0	0	0	0
ENSG00000258716.1	0	0	0	0
ENSG00000258717.1	1	0	0	0
ENSG00000258718.3	0	0	0	0
ENSG00000258719.1	0	0	0	0
ENSG00000258721.3	0	0	0	0
ENSG00000258722.2	0	0	0	0
ENSG00000258723.1	0	0	0	0
ENSG00000258724.1	0	0	0	0
ENSG00000258725.2	5	10	3	4
ENSG00000258726.1	0	1	0	0
ENSG00000258727.1	12	9	4	8
ENSG00000258728.1	0	0	0	0
ENSG00000258729.2	0	0	0	1
ENSG00000258730.1	0	1	0	0
ENSG00000258731.1	0	0	0	0
ENSG00000258732.1	9	58	37	83
ENSG00000258733.6	85	15	81	6
ENSG00000258734.2	5	5	0	0
ENSG00000258735.1	1	17	1	5
ENSG00000258736.1	0	0	0	4
ENSG00000258737.2	0	0	0	0
ENSG00000258738.1	85	49	34	32
ENSG00000258739.1	0	0	0	0
ENSG00000258740.1	0	0	1	0
ENSG00000258741.4	13	17	2	1
ENSG00000258742.6	0	0	0	0
ENSG00000258743.6	0	0	0	1
ENSG00000258744.2	65	83	54	64
ENSG00000258745.1	0	2	0	4
ENSG00000258746.2	0	0	0	0
ENSG00000258747.2	0	0	0	0
ENSG00000258748.1	0	0	0	1
ENSG00000258749.1	0	0	0	0
ENSG00000258750.2	0	0	0	0
ENSG00000258751.2	0	0	0	0
ENSG00000258752.2	0	4	0	2
ENSG00000258753.1	0	0	0	0
ENSG00000258754.8	0	2	0	0
ENSG00000258757.1	0	0	0	0
ENSG00000258758.1	0	0	0	2
ENSG00000258759.1	0	0	0	0
ENSG00000258760.1	2	0	2	0
ENSG00000258761.1	0	0	0	0
ENSG00000258762.1	0	0	0	0
ENSG00000258763.5	0	0	0	0
ENSG00000258764.1	0	0	0	0
ENSG00000258765.1	0	0	0	0
ENSG00000258766.1	0	0	0	0
ENSG00000258767.1	0	0	0	0
ENSG00000258768.2	3	7	12	4
ENSG00000258769.1	0	0	1	0
ENSG00000258770.1	0	1	0	1
ENSG00000258771.1	0	0	0	0
ENSG00000258772.1	0	0	0	0
ENSG00000258773.2	0	1	0	0
ENSG00000258774.1	0	0	0	0
ENSG00000258776.1	0	0	0	0
ENSG00000258777.1	2	0	0	1
ENSG00000258778.2	0	0	0	0
ENSG00000258779.8	0	0	0	1
ENSG00000258780.1	1	3	0	0
ENSG00000258781.3	0	0	0	0
ENSG00000258782.3	0	0	0	0
ENSG00000258783.1	1	0	0	1
ENSG00000258784.1	1	0	0	0
ENSG00000258785.6	0	0	0	0
ENSG00000258787.1	0	0	0	0
ENSG00000258788.3	1	2	5	3
ENSG00000258789.1	4	12	5	4
ENSG00000258790.1	2	1	1	0
ENSG00000258791.9	0	1	1	0
ENSG00000258792.4	32	15	6	13
ENSG00000258793.1	3	97	53	140
ENSG00000258794.3	1	10	4	2
ENSG00000258795.1	0	0	0	0
ENSG00000258796.1	0	0	1	0
ENSG00000258797.2	0	0	0	0
ENSG00000258798.1	1	0	0	1
ENSG00000258799.1	0	0	0	0
ENSG00000258800.1	0	0	0	0
ENSG00000258802.1	0	0	0	0
ENSG00000258803.1	0	0	0	0
ENSG00000258804.1	0	0	0	0
ENSG00000258805.2	1	0	1	5
ENSG00000258806.2	1	0	0	0
ENSG00000258807.5	0	2	0	0
ENSG00000258808.1	0	0	0	0
ENSG00000258810.1	12	9	5	1
ENSG00000258811.1	5	1	7	0
ENSG00000258812.1	1	1	0	0
ENSG00000258813.2	6	4	2	1
ENSG00000258814.2	0	0	0	0
ENSG00000258815.1	17	4	0	0
ENSG00000258816.1	0	0	0	0
ENSG00000258817.1	0	0	0	0
ENSG00000258818.4	106	253	129	155
ENSG00000258819.2	8	1	160	24
ENSG00000258820.5	0	0	0	0
ENSG00000258822.2	0	0	0	0
ENSG00000258823.1	1	1	0	0
ENSG00000258824.2	6	7	3	2
ENSG00000258826.6	1	2	1	4
ENSG00000258827.2	0	0	0	0
ENSG00000258828.2	0	0	0	0
ENSG00000258829.1	0	0	0	0
ENSG00000258830.1	0	0	0	1
ENSG00000258831.1	2	0	0	0
ENSG00000258834.4	0	0	0	0
ENSG00000258835.1	0	0	0	0
ENSG00000258836.2	0	0	0	0
ENSG00000258837.1	224	2	1	0
ENSG00000258839.4	30	55	26	20
ENSG00000258841.1	0	2	0	0
ENSG00000258842.1	0	0	0	0
ENSG00000258843.1	0	0	0	0
ENSG00000258844.2	0	0	0	0
ENSG00000258845.1	0	0	2	0
ENSG00000258846.1	0	2	0	2
ENSG00000258847.1	0	0	0	1
ENSG00000258848.1	0	0	0	0
ENSG00000258849.1	0	0	0	0
ENSG00000258850.1	0	0	0	0
ENSG00000258851.1	1	0	1	0
ENSG00000258853.1	0	0	0	0
ENSG00000258854.1	0	0	0	0
ENSG00000258855.1	0	0	0	0
ENSG00000258856.2	0	0	0	0
ENSG00000258857.1	1	2	1	0
ENSG00000258858.1	2	0	0	2
ENSG00000258859.1	0	0	0	0
ENSG00000258860.1	0	0	0	0
ENSG00000258861.1	0	0	0	0
ENSG00000258863.1	0	0	0	0
ENSG00000258864.1	0	0	0	1
ENSG00000258866.2	0	0	0	0
ENSG00000258867.6	1075	2417	3105	1408
ENSG00000258868.1	1	1	0	2
ENSG00000258869.1	0	0	0	0
ENSG00000258870.1	0	0	0	0
ENSG00000258871.1	1	0	0	1
ENSG00000258872.2	0	0	1	1
ENSG00000258873.3	0	0	0	0
ENSG00000258874.1	0	0	0	0
ENSG00000258875.6	72	9	31	2
ENSG00000258876.1	1	0	0	0
ENSG00000258877.2	0	0	0	0
ENSG00000258878.1	0	0	0	0
ENSG00000258881.6	2	0	2	2
ENSG00000258883.1	0	0	0	0
ENSG00000258884.2	25	102	37	25
ENSG00000258885.1	0	0	0	0
ENSG00000258886.2	0	0	0	0
ENSG00000258887.3	0	0	0	0
ENSG00000258888.1	0	0	0	0
ENSG00000258890.7	845	926	414	662
ENSG00000258891.1	1	1	1	2
ENSG00000258892.1	0	0	0	0
ENSG00000258893.1	0	0	0	0
ENSG00000258894.1	0	0	0	0
ENSG00000258895.1	0	0	0	1
ENSG00000258896.1	1	0	1	1
ENSG00000258897.1	0	2	0	0
ENSG00000258899.1	0	0	0	0
ENSG00000258900.1	0	0	0	0
ENSG00000258901.2	0	0	0	0
ENSG00000258902.1	0	0	0	0
ENSG00000258903.2	0	0	0	0
ENSG00000258904.1	2	7	3	6
ENSG00000258905.1	0	0	0	0
ENSG00000258906.2	0	0	0	0
ENSG00000258907.2	0	2	0	0
ENSG00000258908.1	0	0	0	0
ENSG00000258909.1	0	0	0	0
ENSG00000258910.3	0	0	0	63
ENSG00000258912.2	1	0	4	0
ENSG00000258913.2	0	1	7	69
ENSG00000258915.1	1	0	0	0
ENSG00000258916.2	0	0	0	0
ENSG00000258917.1	0	0	0	0
ENSG00000258918.1	0	0	0	0
ENSG00000258919.1	2	0	0	1
ENSG00000258920.1	84	100	23	116
ENSG00000258921.1	1	0	0	0
ENSG00000258922.1	0	2	1	0
ENSG00000258923.2	0	0	0	0
ENSG00000258924.4	0	0	0	0
ENSG00000258925.2	0	0	0	1
ENSG00000258926.2	3	1	25	1
ENSG00000258927.2	0	85	2	0
ENSG00000258928.1	0	0	0	0
ENSG00000258930.1	0	0	0	0
ENSG00000258931.1	0	0	0	0
ENSG00000258932.5	0	10	1	0
ENSG00000258933.1	0	0	0	0
ENSG00000258934.1	0	0	0	0
ENSG00000258935.1	2	0	0	1
ENSG00000258938.1	3	3	6	4
ENSG00000258940.2	5	26	4	16
ENSG00000258942.1	0	0	1	1
ENSG00000258943.1	0	1	0	1
ENSG00000258944.1	15	3	4	1
ENSG00000258945.1	0	0	0	0
ENSG00000258947.7	1	2	1	0
ENSG00000258948.2	0	0	0	0
ENSG00000258949.1	1	1	7	4
ENSG00000258951.1	1	0	4	0
ENSG00000258952.2	2	0	0	1
ENSG00000258954.1	0	0	0	0
ENSG00000258955.2	5	12	1	1
ENSG00000258956.2	0	0	0	0
ENSG00000258957.2	0	1	2	1
ENSG00000258958.1	0	0	0	0
ENSG00000258959.2	0	0	0	0
ENSG00000258960.1	0	3	0	0
ENSG00000258962.2	0	0	0	1
ENSG00000258963.1	0	0	0	0
ENSG00000258964.1	0	0	0	0
ENSG00000258965.2	0	0	0	0
ENSG00000258966.1	0	0	1	0
ENSG00000258967.1	0	0	0	0
ENSG00000258968.2	0	1	0	0
ENSG00000258969.2	0	3	24	0
ENSG00000258970.1	0	0	0	0
ENSG00000258971.1	0	0	0	0
ENSG00000258972.1	0	0	0	0
ENSG00000258973.1	0	0	0	0
ENSG00000258975.1	0	0	5	1
ENSG00000258976.1	1	0	0	6
ENSG00000258977.2	0	0	0	0
ENSG00000258978.1	0	0	0	0
ENSG00000258979.3	0	0	0	0
ENSG00000258980.1	0	0	0	0
ENSG00000258981.1	0	1	0	2
ENSG00000258982.1	8	1	4	2
ENSG00000258983.2	2	1	0	0
ENSG00000258984.5	1	4	0	1
ENSG00000258985.1	0	0	0	0
ENSG00000258986.7	2	2	0	16
ENSG00000258987.2	6	0	15	0
ENSG00000258988.1	0	1	0	0
ENSG00000258989.1	0	0	0	0
ENSG00000258990.2	0	0	0	0
ENSG00000258991.1	0	0	0	0
ENSG00000258992.7	0	86	0	0
ENSG00000258993.1	0	0	0	0
ENSG00000258994.1	0	0	0	0
ENSG00000258995.1	0	0	0	0
ENSG00000258996.2	0	0	0	0
ENSG00000258997.2	0	0	0	0
ENSG00000258998.2	1	0	0	0
ENSG00000259000.1	0	0	0	0
ENSG00000259001.3	0	0	0	0
ENSG00000259002.2	1	3	2	1
ENSG00000259003.1	0	1	0	0
ENSG00000259004.2	4	3	1	0
ENSG00000259005.1	3	3	1	0
ENSG00000259006.1	0	0	0	0
ENSG00000259007.1	0	0	0	0
ENSG00000259008.1	0	0	0	0
ENSG00000259009.4	0	3	0	1
ENSG00000259010.1	0	0	1	0
ENSG00000259011.1	0	0	0	0
ENSG00000259012.2	0	0	0	0
ENSG00000259013.2	0	0	0	0
ENSG00000259015.1	4	25	5	1
ENSG00000259016.1	0	0	0	0
ENSG00000259017.1	0	0	0	0
ENSG00000259018.1	0	0	0	0
ENSG00000259019.1	0	0	0	0
ENSG00000259020.3	10	6	5	30
ENSG00000259021.2	0	0	0	0
ENSG00000259022.2	1	0	0	0
ENSG00000259023.3	0	1	0	0
ENSG00000259024.6	0	0	0	0
ENSG00000259025.1	0	0	0	0
ENSG00000259026.1	0	0	0	0
ENSG00000259028.1	0	0	0	0
ENSG00000259029.1	0	6	0	0
ENSG00000259030.7	6	13	14	13
ENSG00000259031.1	1	0	0	0
ENSG00000259032.2	6	1	1	2
ENSG00000259033.2	11	19	2	3
ENSG00000259035.2	0	0	0	0
ENSG00000259036.1	0	1	0	1
ENSG00000259037.1	0	0	0	0
ENSG00000259038.1	6	10	24	36
ENSG00000259039.3	0	3	0	3
ENSG00000259040.5	0	0	0	0
ENSG00000259041.1	0	0	0	0
ENSG00000259042.3	0	0	0	0
ENSG00000259043.1	0	0	0	0
ENSG00000259044.1	0	0	0	0
ENSG00000259045.1	7	3	3	6
ENSG00000259046.1	0	0	0	0
ENSG00000259047.1	0	0	0	0
ENSG00000259048.1	0	0	1	1
ENSG00000259049.1	0	0	0	0
ENSG00000259050.2	1	1	0	0
ENSG00000259051.1	2	3	1	2
ENSG00000259052.1	0	0	0	0
ENSG00000259053.1	0	0	0	0
ENSG00000259054.1	0	1	0	0
ENSG00000259055.1	0	0	0	0
ENSG00000259056.1	0	12	0	1
ENSG00000259057.1	1	0	0	0
ENSG00000259058.1	0	0	0	0
ENSG00000259059.1	0	0	0	0
ENSG00000259060.7	0	0	0	0
ENSG00000259061.1	0	0	0	0
ENSG00000259062.2	1	10	0	1
ENSG00000259064.2	0	2	1	1
ENSG00000259065.2	32	91	120	154
ENSG00000259066.5	2	3	0	2
ENSG00000259067.1	0	0	0	0
ENSG00000259068.1	0	0	0	0
ENSG00000259069.1	0	0	0	0
ENSG00000259070.7	17	12	24	12
ENSG00000259071.1	0	0	0	0
