"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","subtype"
"PHF12",0.000165815841012542,0.528842356512469,0.943,0.59,1,"O","PHF12","C4"
"LIPA2",0.000166954238774328,0.597967920441478,1,0.846,1,"O","LIPA","C4"
"LINS1",0.00016822448734236,0.693813590485886,1,0.897,1,"O","LINS1","C4"
"POLE3",0.000168578911843518,0.78088654078508,1,0.923,1,"O","POLE3","C4"
"FAM227B",0.000168991832702526,0.561309065472176,0.8,0.359,1,"O","FAM227B","C4"
"ALKBH5",0.00016905631464656,0.764272356732427,1,0.974,1,"O","ALKBH5","C4"
"ENSMFAG000000039471",0.000169725428992434,0.814341475755911,0.914,0.641,1,"O","ENSMFAG00000003947","C4"
"GNG7",0.000170055585706943,0.788981981315376,0.914,0.487,1,"O","GNG7","C4"
"EEF1G",0.000170274998584915,0.706203661382495,1,0.923,1,"O","EEF1G","C4"
"CISD1",0.000170593347541574,0.790145157147431,1,0.923,1,"O","CISD1","C4"
"AHCYL11",0.000172021486289413,0.667884457353185,0.943,0.744,1,"O","AHCYL1","C4"
"ENSMFAG000000451911",0.000172391800035912,0.656154743017483,1,0.897,1,"O","ENSMFAG00000045191","C4"
"LIG12",0.000172501734805845,0.983869133440589,0.971,0.821,1,"O","LIG1","C4"
"HSPA4L",0.000173773304355116,0.615622798823013,1,0.974,1,"O","HSPA4L","C4"
"CSPP12",0.00017420564651994,0.637794996041853,1,0.897,1,"O","CSPP1","C4"
"SHROOM21",0.000176265981478919,0.725624999758449,1,0.872,1,"O","SHROOM2","C4"
"CDKL3",0.000176467362773106,0.832325849111835,1,0.769,1,"O","CDKL3","C4"
"SNRPN",0.000177030016278226,0.788256766454519,1,0.846,1,"O","SNRPN","C4"
"CD55",0.000177177414451736,0.903022832791003,1,0.821,1,"O","CD55","C4"
"ECHDC3",0.000177591940330885,0.67948806026197,0.914,0.385,1,"O","ECHDC3","C4"
"ERCC11",0.000179679798577899,0.732009316932291,0.914,0.564,1,"O","ERCC1","C4"
"UGGT1",0.000180160333300414,0.63501331089066,0.943,0.615,1,"O","UGGT1","C4"
"MAP2K3",0.000180912295549277,0.511420860054457,0.8,0.333,1,"O","MAP2K3","C4"
"PLK1",0.000181344868136241,0.897492592466447,1,0.923,1,"O","PLK1","C4"
"UHMK1",0.000181740582858205,0.562565381866845,0.829,0.385,1,"O","UHMK1","C4"
"GLIPR1",0.000183312398752431,0.656643126779817,1,0.949,1,"O","GLIPR1","C4"
"TTC171",0.000183569103619085,0.514035782163443,1,0.821,1,"O","TTC17","C4"
"SS18L2",0.000183718898307652,0.608902283785255,1,0.897,1,"O","SS18L2","C4"
"HECTD12",0.000184227113039839,0.630903226691121,1,0.949,1,"O","HECTD1","C4"
"SELENON",0.000185125032366234,0.51710016539532,0.943,0.538,1,"O","SELENON","C4"
"PLB1",0.000185195180910031,0.551861204714332,0.971,0.564,1,"O","PLB1","C4"
"CYB5RL",0.000187290568752675,0.694509335956474,0.914,0.615,1,"O","CYB5RL","C4"
"SNF8",0.000189678374277291,0.617216884964197,0.971,0.769,1,"O","SNF8","C4"
"PHF7",0.000190116938564958,0.748973177401405,0.971,0.769,1,"O","PHF7","C4"
"SERINC3",0.000190250979210567,0.561090706284078,1,0.923,1,"O","SERINC3","C4"
"UBAP1",0.000190891483951393,0.625647557474769,0.971,0.718,1,"O","UBAP1","C4"
"HM13",0.00019117537694184,0.739080153232868,1,0.744,1,"O","HM13","C4"
"GPR161",0.000193859166751244,0.634718957593962,1,0.615,1,"O","GPR161","C4"
"BCL10",0.000194576204786918,0.737458927974664,1,0.974,1,"O","BCL10","C4"
"CHRNE1",0.000194622635460286,1.11396540265855,1,0.846,1,"O","CHRNE","C4"
"KANSL11",0.000195593212249091,0.643042448582546,1,0.821,1,"O","KANSL1","C4"
"LMNTD1",0.000196643209063169,0.574792209761458,0.971,0.59,1,"O","LMNTD1","C4"
"CPXM2",0.000197284034022464,0.664197951292613,0.914,0.667,1,"O","CPXM2","C4"
"SMC1B1",0.000197733791981061,0.585963333855322,1,0.846,1,"O","SMC1B","C4"
"MOCS1",0.000198682031284566,0.736676197718782,0.886,0.59,1,"O","MOCS1","C4"
"NCBP31",0.000199496215988369,0.903452960830278,1,0.897,1,"O","NCBP3","C4"
"CDC42EP3",0.00019966068597228,0.761053331028861,0.857,0.513,1,"O","CDC42EP3","C4"
"NIPSNAP3A",0.00020070926714176,0.539773292401234,1,0.846,1,"O","NIPSNAP3A","C4"
"NECAB3",0.00020212118901666,0.678805969078494,0.943,0.59,1,"O","NECAB3","C4"
"SLC35F3",0.000204761469095307,0.555868771938579,0.914,0.538,1,"O","SLC35F3","C4"
"SYS1",0.000205396354147805,0.587131081248906,0.886,0.487,1,"O","SYS1","C4"
"WDR83OS",0.000206476039547407,0.616357766276362,1,0.821,1,"O","WDR83OS","C4"
"OPTN",0.000206521677180343,0.733190737238883,1,0.821,1,"O","OPTN","C4"
"CCDC93",0.000206869382592504,0.676154276689575,1,0.949,1,"O","CCDC93","C4"
"ZNF100",0.000207426164259319,0.70353313524968,0.914,0.487,1,"O","ZNF100","C4"
"PLOD1",0.000207792706206078,0.697540113255503,0.829,0.41,1,"O","PLOD1","C4"
"LRRC27",0.000208579953580881,0.59024945119344,0.943,0.692,1,"O","LRRC27","C4"
"PAK1IP11",0.000209058643630958,0.723833174845946,1,0.949,1,"O","PAK1IP1","C4"
"FAM9B",0.00020930063981158,0.553582010106897,1,0.846,1,"O","FAM9B","C4"
"USP141",0.00020971270379932,0.611118318692784,1,0.949,1,"O","USP14","C4"
"MAP1LC3A",0.000210950232540583,0.923506166010013,1,0.846,1,"O","MAP1LC3A","C4"
"PLEKHF2",0.000211723534480826,1.38706311185262,0.914,0.615,1,"O","PLEKHF2","C4"
"EEFSEC1",0.000212984658544878,0.564354942946693,1,0.59,1,"O","EEFSEC","C4"
"FILIP1L",0.000213947202372434,0.555615049442418,1,0.744,1,"O","FILIP1L","C4"
"ENSMFAG00000031009",0.000214966318044137,0.715199468907368,0.886,0.41,1,"O","ENSMFAG00000031009","C4"
"ATP6V0C",0.000216982756772946,0.754598357857656,0.971,0.744,1,"O","ATP6V0C","C4"
"PDSS2",0.000218240778781556,0.635270306327972,0.914,0.513,1,"O","PDSS2","C4"
"MDK1",0.000218588964442289,1.02926829217349,0.971,0.564,1,"O","MDK","C4"
"CDH71",0.000218741385942876,1.02421557243342,0.857,0.462,1,"O","CDH7","C4"
"CSMD2",0.000219551892628481,0.598097043106645,1,0.667,1,"O","CSMD2","C4"
"DPY19L3",0.000220399303808663,0.565962532351079,0.943,0.641,1,"O","DPY19L3","C4"
"MTG2",0.000220966912578243,0.637235283555361,0.943,0.59,1,"O","MTG2","C4"
"GPR17",0.000221284746268938,0.726809579481514,0.857,0.59,1,"O","GPR17","C4"
"CLGN",0.000222017522743597,0.561394860075269,1,0.821,1,"O","CLGN","C4"
"DOPEY12",0.000222324294489938,1.14580823142431,1,0.897,1,"O","DOPEY1","C4"
"UVSSA",0.000222616129077542,0.583605974944355,0.857,0.513,1,"O","UVSSA","C4"
"NAPA",0.000222854256912347,0.805305780051568,0.943,0.641,1,"O","NAPA","C4"
"NAXE",0.000223135452088737,0.695407880349721,1,0.795,1,"O","NAXE","C4"
"RILPL1",0.000224047810609639,0.617441040530544,0.914,0.564,1,"O","RILPL1","C4"
"SSR2",0.0002245615951788,0.725421733939237,1,0.744,1,"O","SSR2","C4"
"THAP7",0.00022471958268925,0.80800898127286,0.971,0.692,1,"O","THAP7","C4"
"OSBPL6",0.000225958036864458,0.514504640082299,0.971,0.692,1,"O","OSBPL6","C4"
"ECE1",0.000226141661296689,0.548937856688654,1,0.641,1,"O","ECE1","C4"
"SELENOM",0.000226282909859328,0.552381675944764,1,0.744,1,"O","SELENOM","C4"
"FGGY",0.000226330848455344,0.598838839228369,0.971,0.769,1,"O","FGGY","C4"
"WDSUB1",0.00022642811858231,0.704978329830293,0.971,0.795,1,"O","WDSUB1","C4"
"GPR137",0.000226603713196446,0.58427972122171,0.914,0.564,1,"O","GPR137","C4"
"VWF",0.000226863732758792,0.799988744108816,1,0.821,1,"O","VWF","C4"
"TUBD1",0.000228828103908546,0.591156459144908,0.971,0.744,1,"O","TUBD1","C4"
"CIT",0.000228927113433066,0.65534000764699,1,0.769,1,"O","CIT","C4"
"DOPEY2",0.000229604693356831,0.615353671468175,0.971,0.667,1,"O","DOPEY2","C4"
"DNAL4",0.000230078268811697,0.755757230031159,1,0.641,1,"O","DNAL4","C4"
"DHX34",0.000233720674032659,0.565754173431194,0.971,0.59,1,"O","DHX34","C4"
"PARVB1",0.00023447161435883,0.764039514978953,0.943,0.744,1,"O","PARVB","C4"
"SLC25A39",0.000234608078887127,0.827954404392695,0.971,0.795,1,"O","SLC25A39","C4"
"PSMD8",0.000235058439236938,0.882458114509556,1,0.769,1,"O","PSMD8","C4"
"STX17",0.000235125817480361,0.980374578664432,0.971,0.795,1,"O","STX17","C4"
"ARSE",0.000235995644640621,0.5437072702176,0.771,0.308,1,"O","ARSE","C4"
"WDTC12",0.000236872460962334,0.627569714307743,0.943,0.744,1,"O","WDTC1","C4"
"PDE7B",0.000236992340544764,0.568760502597423,1,0.667,1,"O","PDE7B","C4"
"RAB32",0.000237738267457253,0.611194835361782,0.943,0.641,1,"O","RAB32","C4"
"DDIT31",0.000237777923840779,0.651735919580532,1,0.795,1,"O","DDIT3","C4"
"MAPK8IP3",0.00023805137148919,0.583865838607103,0.886,0.513,1,"O","MAPK8IP3","C4"
"TMEM1471",0.000238321840932971,0.75944273889928,1,0.872,1,"O","TMEM147","C4"
"PJA2",0.000238407037682156,0.639178450804925,1,0.949,1,"O","PJA2","C4"
"SF3B4",0.000239800811301995,0.799553045196505,0.971,0.744,1,"O","SF3B4","C4"
"CCDC1722",0.00024068309552137,0.833211378023168,1,0.897,1,"O","CCDC172","C4"
"EIF3B",0.000241155155974213,0.62384147954915,0.971,0.692,1,"O","EIF3B","C4"
"GLS21",0.000242449798361137,1.71953635787995,0.943,0.692,1,"O","GLS2","C4"
"MITD12",0.000242996438460419,0.67277822163849,1,0.923,1,"O","MITD1","C4"
"NDUFAF62",0.000244235468200212,0.576270520588752,0.971,0.769,1,"O","NDUFAF6","C4"
"ENSMFAG00000032093",0.000245092421535718,1.12151109209864,1,0.949,1,"O","ENSMFAG00000032093","C4"
"EYA2",0.000245804173089286,0.675474273625506,1,0.846,1,"O","EYA2","C4"
"ENSMFAG00000040360",0.00024700695851298,0.628267090935717,1,0.667,1,"O","ENSMFAG00000040360","C4"
"ENSMFAG00000003875-YPEL1",0.000247411376188149,0.891670996521722,1,0.795,1,"O","ENSMFAG00000003875-YPEL","C4"
"EIF2AK2",0.000248403735331086,0.811748789544039,1,0.821,1,"O","EIF2AK2","C4"
"DCT",0.000248444492487928,0.625014824778035,1,0.949,1,"O","DCT","C4"
"RRP8",0.000248523847025165,0.732777327446148,0.971,0.744,1,"O","RRP8","C4"
"SPTAN1",0.000248600090074272,0.699835616835526,1,0.872,1,"O","SPTAN1","C4"
"PRSS53",0.000248654916124542,0.676590199114923,0.971,0.615,1,"O","PRSS53","C4"
"XRN11",0.000249455745751739,0.638429334556389,1,0.923,1,"O","XRN1","C4"
"CDC42",0.000250525449326057,0.91036750084779,1,0.872,1,"O","CDC42","C4"
"ZNF16",0.000251617301722882,0.703382674812722,1,0.846,1,"O","ZNF16","C4"
"C2orf742",0.000252558258313497,0.842689365148233,1,0.923,1,"O","C2orf74","C4"
"EPN21",0.000253603806128154,0.595371341920186,1,0.923,1,"O","EPN2","C4"
"GOLPH3L",0.000254655185554112,0.751186924442544,0.914,0.641,1,"O","GOLPH3L","C4"
"DDX171",0.000255025478217865,0.644713087509706,1,0.821,1,"O","DDX17","C4"
"ENSMFAG000000000451",0.000256133354346738,0.529585263706771,0.857,0.513,1,"O","ENSMFAG00000000045","C4"
"RAB3D1",0.000256254329143542,0.66525137313796,0.857,0.538,1,"O","RAB3D","C4"
"TRAF52",0.000256448400780419,0.770920140906892,0.943,0.718,1,"O","TRAF5","C4"
"TBC1D22A",0.000257053012426989,0.87128609250977,1,0.923,1,"O","TBC1D22A","C4"
"PRPF3",0.000257079044227466,0.576316062409338,1,0.923,1,"O","PRPF3","C4"
"CDADC1",0.00025801643217337,0.588995478284061,1,0.923,1,"O","CDADC1","C4"
"N6AMT1",0.000258323156742108,0.593205792733535,0.971,0.718,1,"O","N6AMT1","C4"
"KATNB1",0.000258338808356825,0.757201531681509,1,0.718,1,"O","KATNB1","C4"
"GPR11",0.000259025707491481,0.952627088843413,0.943,0.667,1,"O","GPR1","C4"
"PFN11",0.000259219949659609,0.834465569345374,1,0.872,1,"O","PFN1","C4"
"TBK1",0.000259824128465418,0.620300007962438,1,0.923,1,"O","TBK1","C4"
"DUSP23",0.000260535573395735,0.753874759396165,1,0.949,1,"O","DUSP23","C4"
"NUPR11",0.000260952436689426,0.519848797616404,0.857,0.462,1,"O","NUPR1","C4"
"CXXC4",0.000261557444042061,0.735634444074639,0.943,0.821,1,"O","CXXC4","C4"
"LHFPL1",0.000262202974025277,0.808367313532193,0.886,0.538,1,"O","LHFPL1","C4"
"CALB2",0.0002625517483584,0.539211306034055,0.714,0.231,1,"O","CALB2","C4"
"STAB2",0.000262847621746648,0.865963788824803,1,0.795,1,"O","STAB2","C4"
"TMC51",0.000263532047889959,0.66462181415883,1,0.872,1,"O","TMC5","C4"
"GORAB",0.000264039288838541,0.981659911674211,0.914,0.615,1,"O","GORAB","C4"
"TOM1",0.000264116649163782,0.585167046552573,0.971,0.59,1,"O","TOM1","C4"
"BAIAP2",0.000264709519567204,0.716663820746308,1,0.872,1,"O","BAIAP2","C4"
"PLLP1",0.000264956435628422,0.519075869700149,0.971,0.641,1,"O","PLLP","C4"
"REEP4",0.000265387255341959,0.747387620604107,1,0.744,1,"O","REEP4","C4"
"WNK2",0.000267200550780502,0.636607119103405,0.886,0.41,1,"O","WNK2","C4"
"ENSMFAG00000042982",0.000268220817680644,0.57405088197611,1,0.795,1,"O","ENSMFAG00000042982","C4"
"BCL2L1",0.00027003521011526,0.864902931646406,0.943,0.692,1,"O","BCL2L1","C4"
"MCM81",0.000270193127450806,0.588580811856625,1,0.846,1,"O","MCM8","C4"
"GNL31",0.000271779949585061,0.662161354219453,1,0.974,1,"O","GNL3","C4"
"RGS5",0.000272678943622272,0.822193605286407,0.714,0.385,1,"O","RGS5","C4"
"TMEM14B",0.000274588383014688,0.767393572080347,1,0.974,1,"O","TMEM14B","C4"
"C12orf75",0.000275429477388666,0.798128860181016,0.943,0.641,1,"O","C12orf75","C4"
"SIL1",0.000275679674605107,0.685471121338251,1,0.949,1,"O","SIL1","C4"
"UTP23",0.000275705968759447,0.608493520617936,1,0.769,1,"O","UTP23","C4"
"NAV1",0.000275731462651651,0.715745741453046,0.886,0.487,1,"O","NAV1","C4"
"BRD31",0.00027587095018149,0.504045549005878,1,0.744,1,"O","BRD3","C4"
"EDA",0.000276081890184144,0.655905675168568,0.857,0.538,1,"O","EDA","C4"
"ENSMFAG000000354522",0.000276195764868256,0.901109968642866,0.914,0.59,1,"O","ENSMFAG00000035452","C4"
"ENSMFAG00000035846",0.000276627449097243,0.911839672131847,0.914,0.487,1,"O","ENSMFAG00000035846","C4"
"TEX291",0.000277412137035515,1.56745389124936,0.714,0.205,1,"O","TEX29","C4"
"TRIM63",0.000278566612890129,0.85006128973417,0.971,0.692,1,"O","TRIM63","C4"
"ENSMFAG000000304211",0.000279076031744792,0.764004406576555,0.971,0.615,1,"O","ENSMFAG00000030421","C4"
"ERCC31",0.000279182811608228,0.891842173347295,0.971,0.846,1,"O","ERCC3","C4"
"SYCP3",0.000280053224744727,0.907275765866701,1,0.897,1,"O","SYCP3","C4"
"RBBP41",0.000280237530668759,1.11614743152292,1,0.821,1,"O","RBBP4","C4"
"ENSMFAG00000033890",0.000281863997424179,0.823428430933779,1,1,1,"O","ENSMFAG00000033890","C4"
"ENSMFAG000000332942",0.000281882117528136,0.50725905332899,1,0.897,1,"O","ENSMFAG00000033294","C4"
"FAM89B",0.000283651902382443,0.533224116895598,0.943,0.641,1,"O","FAM89B","C4"
"ENSMFAG00000030799",0.000285974419675095,0.608830019744914,1,0.923,1,"O","ENSMFAG00000030799","C4"
"NUFIP22",0.000286868988954902,0.852706673548608,1,0.846,1,"O","NUFIP2","C4"
"CCDC12",0.000288004190591057,0.829561765642862,1,0.897,1,"O","CCDC12","C4"
"RAB3B",0.000288215496753611,0.665627304975413,1,0.897,1,"O","RAB3B","C4"
"SLU7",0.000288631707129953,0.585363906013416,1,0.974,1,"O","SLU7","C4"
"PMM22",0.000289278957922581,0.675128702621671,1,0.897,1,"O","PMM2","C4"
"WRAP53",0.000289654972222823,0.852635965164141,0.886,0.615,1,"O","WRAP53","C4"
"ENSMFAG00000044195",0.000289981933208322,0.593852841646874,0.943,0.564,1,"O","ENSMFAG00000044195","C4"
"ARIH2OS",0.000290336491507565,0.517115757667674,0.8,0.436,1,"O","ARIH2OS","C4"
"FKBP151",0.000290989948698528,0.576269307576492,1,0.692,1,"O","FKBP15","C4"
"PYM11",0.000291080350883583,0.577642112097745,1,0.795,1,"O","PYM1","C4"
"TADA2A",0.000291168780359379,0.630785411736866,1,0.897,1,"O","TADA2A","C4"
"SMPD1",0.000292201502092222,0.574064805093972,0.971,0.692,1,"O","SMPD1","C4"
"UBE3D1",0.000292705577920844,0.663133893873262,1,0.872,1,"O","UBE3D","C4"
"PKN22",0.000295426844209502,0.646663721218796,1,0.897,1,"O","PKN2","C4"
"ADAMTS3",0.000295443648317161,0.746089064480824,1,0.872,1,"O","ADAMTS3","C4"
"SNAP29",0.000295706149932049,0.603115195611278,1,0.949,1,"O","SNAP29","C4"
"KIF21B",0.00029596479216277,0.668735765471428,0.971,0.692,1,"O","KIF21B","C4"
"ENSMFAG00000032581",0.00029635213724105,1.19557610334143,0.971,0.641,1,"O","ENSMFAG00000032581","C4"
"BMP6",0.000296578976510283,0.565018726013595,0.943,0.538,1,"O","BMP6","C4"
"LAPTM4B1",0.000296623265709246,0.543689847091936,1,0.974,1,"O","LAPTM4B","C4"
"NAXD",0.000297086004344368,0.862298604978449,0.943,0.718,1,"O","NAXD","C4"
"TRAFD1",0.00029782551868855,0.635530571448184,1,0.872,1,"O","TRAFD1","C4"
"SIGLEC6",0.000298032449666413,0.978710659071624,0.971,0.744,1,"O","SIGLEC6","C4"
"FCHO21",0.000298539585097582,0.651217906781225,1,0.744,1,"O","FCHO2","C4"
"ZDHHC16",0.000300460660665624,0.622359985668941,0.943,0.564,1,"O","ZDHHC16","C4"
"PPP1R7",0.000302382568805686,0.512039382348516,1,0.846,1,"O","PPP1R7","C4"
"MTSS12",0.000305323995405949,0.600416392351963,1,0.974,1,"O","MTSS1","C4"
"RNF1691",0.000305808708702824,0.749644258948186,0.971,0.718,1,"O","RNF169","C4"
"ENSMFAG00000002489",0.000306609739569118,0.524763022365641,0.943,0.59,1,"O","ENSMFAG00000002489","C4"
"ARHGEF39",0.000307502184209496,0.514021717645844,0.971,0.667,1,"O","ARHGEF39","C4"
"ENSMFAG000000121141",0.000308367867032846,0.944745580613546,0.971,0.692,1,"O","ENSMFAG00000012114","C4"
"CNTNAP2",0.00030861457366597,0.748218032180334,1,0.923,1,"O","CNTNAP2","C4"
"CAMLG1",0.00030867805586801,0.657473503970158,1,0.974,1,"O","CAMLG","C4"
"RSG1",0.00030954984142855,0.857023330785082,0.914,0.667,1,"O","RSG1","C4"
"GPANK1",0.00030971558819126,0.679731201607405,1,0.872,1,"O","GPANK1","C4"
"ASAP3",0.000311272256760804,0.535220942787177,1,0.59,1,"O","ASAP3","C4"
"VPS8",0.000311321188313561,0.504083562964328,1,0.769,1,"O","VPS8","C4"
"GEMIN8",0.000311364556505825,0.750714774554604,1,0.795,1,"O","GEMIN8","C4"
"ATXN21",0.000311795888072306,0.52570946205595,1,0.897,1,"O","ATXN2","C4"
"TTC9B",0.000313307153846972,0.661949990703641,0.971,0.821,1,"O","TTC9B","C4"
"ENSMFAG00000043325",0.000315149126304448,0.535810841259066,0.8,0.333,1,"O","ENSMFAG00000043325","C4"
"STX10",0.000316857344434243,0.803097485129647,0.943,0.641,1,"O","STX10","C4"
"UTP61",0.000317928423186433,0.651647299706259,1,0.821,1,"O","UTP6","C4"
"C2orf402",0.00032053354593974,0.680777246419543,1,0.872,1,"O","C2orf40","C4"
"PRDM6",0.000321296292273593,1.04798300055649,0.886,0.359,1,"O","PRDM6","C4"
"PDCD2L1",0.000321654013152326,0.828967917375508,1,0.897,1,"O","PDCD2L","C4"
"CTBS1",0.000321796726073931,0.558601690110011,0.914,0.615,1,"O","CTBS","C4"
"POLA11",0.000322348801800993,0.549590443816586,1,0.897,1,"O","POLA1","C4"
"ZNF212",0.000322859266823224,0.567800775024887,0.971,0.667,1,"O","ZNF212","C4"
"POLR3G1",0.000324638777358443,0.559888726180691,1,0.974,1,"O","POLR3G","C4"
"INO80D2",0.000325840030695855,0.738923479115549,0.943,0.667,1,"O","INO80D","C4"
"KDM4D",0.000327288806535153,0.52015428690271,0.771,0.436,1,"O","KDM4D","C4"
"SIRT6",0.000329253263615019,0.858245885088151,0.943,0.487,1,"O","SIRT6","C4"
"FLOT11",0.000329777310809771,0.838537310920585,1,0.923,1,"O","FLOT1","C4"
"ENSMFAG000000317341",0.00033014495308369,0.598442494547822,0.971,0.846,1,"O","ENSMFAG00000031734","C4"
"NCOA5",0.00033031713914126,0.51099058455079,1,0.692,1,"O","NCOA5","C4"
"SSNA1",0.000330834514911938,0.861780317315941,1,0.872,1,"O","SSNA1","C4"
"ABLIM2",0.000331658826444681,0.612442774175313,0.943,0.615,1,"O","ABLIM2","C4"
"ENSMFAG00000003557-RHOA",0.000332751895771052,0.858317015843448,0.971,0.795,1,"O","ENSMFAG00000003557-RHOA","C4"
"SLC13A3",0.000334205198788134,0.555809703331422,1,0.795,1,"O","SLC13A3","C4"
"HHLA2",0.000334814604397869,0.663562394458315,1,0.923,1,"O","HHLA2","C4"
"LAGE31",0.000335250270524359,1.03113178502214,1,0.872,1,"O","LAGE3","C4"
"RNASEH2A",0.000338238477145421,0.639358920452196,1,0.795,1,"O","RNASEH2A","C4"
"HERC2",0.000338543011566124,0.610410126362276,1,0.846,1,"O","HERC2","C4"
"FAF12",0.000338677208395621,0.688662560757492,0.943,0.718,1,"O","FAF1","C4"
"ENSMFAG00000036681",0.000338938029445489,1.04485395323451,0.971,0.795,1,"O","ENSMFAG00000036681","C4"
"ENSMFAG00000008577",0.000338973458995586,0.623185746109814,0.971,0.769,1,"O","ENSMFAG00000008577","C4"
"OGFOD1",0.000339120551896898,0.680236807615548,1,0.923,1,"O","OGFOD1","C4"
"F101",0.000339943329140258,0.884915074865775,1,0.744,1,"O","F10","C4"
"TBCD",0.000340165789272303,0.601851557216746,0.914,0.538,1,"O","TBCD","C4"
"ALKBH1",0.000340261104889327,0.58805462375122,1,0.821,1,"O","ALKBH1","C4"
"ENSMFAG000000074221",0.000340751410871348,0.55232665216266,0.971,0.692,1,"O","ENSMFAG00000007422","C4"
"ENSMFAG00000012820",0.000341114777178013,0.555953364279369,0.771,0.436,1,"O","ENSMFAG00000012820","C4"
"N4BP2",0.000343110218788093,0.527865450360954,1,0.846,1,"O","N4BP2","C4"
"RAB8A",0.000343642326447203,0.630135329630657,1,0.872,1,"O","RAB8A","C4"
"EXOC41",0.000348232678887175,0.520974314773999,0.971,0.667,1,"O","EXOC4","C4"
"PKNOX1",0.00035034665484269,0.627099347285601,1,0.897,1,"O","PKNOX1","C4"
"MRPS35",0.000350519757663813,0.723684241420329,1,0.949,1,"O","MRPS35","C4"
"MRPS12",0.00035087676562808,0.817886930247496,1,0.795,1,"O","MRPS12","C4"
"GSDMC",0.000352701623464536,0.588892002823841,0.857,0.462,1,"O","GSDMC","C4"
"ENSMFAG000000373651",0.000352966407216988,0.614857457730664,1,0.897,1,"O","ENSMFAG00000037365","C4"
"PIEZO2",0.000354611277301065,0.566432724730483,0.971,0.692,1,"O","PIEZO2","C4"
"SLC30A9",0.000356170267971327,0.686874311598314,0.971,0.692,1,"O","SLC30A9","C4"
"PPM1N",0.000357358417870853,0.642446583888221,0.857,0.564,1,"O","PPM1N","C4"
"FAM122A",0.000357364522640302,0.547042895734071,1,0.718,1,"O","FAM122A","C4"
"RNF219",0.000358992769842513,0.631464022884282,1,0.974,1,"O","RNF219","C4"
"SP110",0.00035931582679567,0.618700726727153,0.943,0.487,1,"O","SP110","C4"
"VDAC1",0.000359702801282378,0.617842822126248,1,0.846,1,"O","VDAC1","C4"
"ENSMFAG00000031744",0.000359709603104622,0.569553864141806,0.829,0.436,1,"O","ENSMFAG00000031744","C4"
"ADAMTSL11",0.000363790192822349,0.533977256253238,1,0.872,1,"O","ADAMTSL1","C4"
"CFL1",0.000364823593297469,0.864852623393271,1,0.949,1,"O","CFL1","C4"
"DGKI",0.000372013158349366,0.606013969678603,0.943,0.615,1,"O","DGKI","C4"
"AMN1",0.0003734489159674,0.537590790539832,1,0.846,1,"O","AMN1","C4"
"ZBTB10",0.000375688001514499,0.66134336472418,1,0.718,1,"O","ZBTB10","C4"
"CNGB3",0.000378288921707405,0.576820950846686,0.914,0.564,1,"O","CNGB3","C4"
"ENSMFAG000000012971",0.000378778500549904,0.548489942022817,1,0.821,1,"O","ENSMFAG00000001297","C4"
"FOXP41",0.000379062774591511,0.624207455251297,0.943,0.615,1,"O","FOXP4","C4"
"HNRNPF1",0.000382388325493236,0.618285909206731,1,0.821,1,"O","HNRNPF","C4"
"PAPOLG",0.000382734428451499,0.652083739019877,1,0.846,1,"O","PAPOLG","C4"
"RASIP11",0.000383489578365301,0.575418708313935,1,0.795,1,"O","RASIP1","C4"
"OXT1",0.000384571807050494,0.917620816903371,1,0.923,1,"O","OXT","C4"
"ENSMFAG00000040941",0.000384794071177947,0.589957379900539,1,0.949,1,"O","ENSMFAG00000040941","C4"
"TMEM433",0.000385565019504255,0.583963558316794,1,0.769,1,"O","TMEM43","C4"
"DCTD1",0.000386866160361491,0.645935619736034,0.971,0.769,1,"O","DCTD","C4"
"RSPRY11",0.000387408639237461,0.661839636620742,1,0.846,1,"O","RSPRY1","C4"
"EZH2",0.000387599979840092,0.524430260033502,1,0.923,1,"O","EZH2","C4"
