"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","subtype"
"H2AFY2",5.24128040698599e-05,0.754711572071618,1,0.974,1,"O","H2AFY2","C4"
"TMEM86B",5.3314909213292e-05,0.904252668300163,1,0.769,1,"O","TMEM86B","C4"
"ANXA5",5.37696625620475e-05,0.727471626976469,1,0.974,1,"O","ANXA5","C4"
"ENSMFAG00000034672",5.38821498396173e-05,0.970806960007498,0.971,0.667,1,"O","ENSMFAG00000034672","C4"
"PLEKHG5",5.40353493660401e-05,0.757895744700447,1,0.769,1,"O","PLEKHG5","C4"
"ZSCAN221",5.41827538684255e-05,0.627040520289146,0.914,0.615,1,"O","ZSCAN22","C4"
"HGS",5.45197989641357e-05,0.645093542845811,1,0.769,1,"O","HGS","C4"
"DTX2",5.48715601328246e-05,0.819360570804642,1,0.923,1,"O","DTX2","C4"
"SPIDR",5.54212677204274e-05,0.775327690083127,1,0.641,1,"O","SPIDR","C4"
"CSF3R",5.57270062965686e-05,1.25742454835779,0.8,0.513,1,"O","CSF3R","C4"
"SRSF52",5.60568000489923e-05,0.823650394086637,1,0.897,1,"O","SRSF5","C4"
"ENSMFAG000000138551",5.66858122773808e-05,0.913721040814979,0.943,0.718,1,"O","ENSMFAG00000013855","C4"
"IRAK1BP11",5.69335970100577e-05,0.911550322280774,0.971,0.846,1,"O","IRAK1BP1","C4"
"PTPRB1",5.72606881874214e-05,1.42210804531894,1,0.872,1,"O","PTPRB","C4"
"EZR",5.72884088619636e-05,0.56597989072011,1,1,1,"O","EZR","C4"
"GPR107",5.78722238400977e-05,0.555197527880016,0.857,0.385,1,"O","GPR107","C4"
"ZNF506",5.81036023088915e-05,1.13092776886631,0.971,0.692,1,"O","ZNF506","C4"
"SUPV3L11",5.82608519887488e-05,0.625296708243741,1,0.744,1,"O","SUPV3L1","C4"
"DBI",5.85335459610328e-05,0.828125060778509,1,0.923,1,"O","DBI","C4"
"RGS19",5.85997872233981e-05,0.933636384643703,0.971,0.692,1,"O","RGS19","C4"
"TMEM165",5.90291188951252e-05,0.503545296513708,1,0.718,1,"O","TMEM165","C4"
"ENSMFAG00000003325",5.94135019492521e-05,0.7407206907051,0.971,0.769,1,"O","ENSMFAG00000003325","C4"
"CDH1",5.95196556587068e-05,1.41001861964335,0.943,0.59,1,"O","CDH1","C4"
"GRIK21",6.02741632723058e-05,0.962178211457724,0.971,0.615,1,"O","GRIK2","C4"
"IGF1R",6.05979304947505e-05,0.623678001982921,1,0.718,1,"O","IGF1R","C4"
"GEM",6.11421135756096e-05,0.646635135313863,0.971,0.667,1,"O","GEM","C4"
"RELB",6.12668426044192e-05,0.777991225226439,0.914,0.615,1,"O","RELB","C4"
"CCL27",6.12841158582293e-05,0.527707332473439,0.914,0.487,1,"O","CCL27","C4"
"KDELR11",6.22242989076614e-05,0.874944248355122,0.943,0.667,1,"O","KDELR1","C4"
"ATG16L1",6.23566050226028e-05,0.70383330001177,1,0.795,1,"O","ATG16L1","C4"
"MTMR12",6.26257159748294e-05,0.939804496502108,0.857,0.385,1,"O","MTMR12","C4"
"TTC12",6.28231088464519e-05,0.530540931246819,1,0.692,1,"O","TTC12","C4"
"CDR1",6.3091899940528e-05,0.738356161519174,0.771,0.385,1,"O","CDR1","C4"
"BCAP31",6.32747468556791e-05,0.991951904663039,1,0.897,1,"O","BCAP31","C4"
"BCAS31",6.33636923144397e-05,0.69809333091074,0.971,0.744,1,"O","BCAS3","C4"
"MTUS2",6.38078385517999e-05,0.748144099366772,1,0.821,1,"O","MTUS2","C4"
"ZFR",6.42332747092001e-05,0.785733580047371,1,0.897,1,"O","ZFR","C4"
"CCNB1IP11",6.5206161154322e-05,1.05641904845366,0.943,0.641,1,"O","CCNB1IP1","C4"
"ZNF608",6.52202021741667e-05,0.526102218241304,0.8,0.308,1,"O","ZNF608","C4"
"ENSMFAG00000033659",6.53118527122027e-05,0.959626167652233,0.971,0.641,1,"O","ENSMFAG00000033659","C4"
"CADM21",6.54279803761022e-05,1.31792392825642,0.886,0.538,1,"O","CADM2","C4"
"ENSMFAG00000020521",6.5449060940716e-05,0.694985206467647,0.943,0.538,1,"O","ENSMFAG00000020521","C4"
"H1FOO",6.54601506425068e-05,0.610957895739711,1,1,1,"O","H1FOO","C4"
"CDK51",6.57907604608439e-05,1.19507525366636,1,0.846,1,"O","CDK5","C4"
"ENSMFAG00000029971",6.58426004237635e-05,0.640813460402786,1,0.923,1,"O","ENSMFAG00000029971","C4"
"RNF1112",6.59957702842669e-05,0.825971357565514,1,0.974,1,"O","RNF111","C4"
"STAT3",6.6474753321797e-05,0.744818325690545,0.971,0.744,1,"O","STAT3","C4"
"GRB7",6.65460550867629e-05,0.761599313903051,1,0.872,1,"O","GRB7","C4"
"ENSMFAG00000034364",6.66065743090849e-05,1.71185903123528,1,0.897,1,"O","ENSMFAG00000034364","C4"
"ENSMFAG00000039007",6.67285875528215e-05,0.872297567830248,1,0.897,1,"O","ENSMFAG00000039007","C4"
"PIEZO11",6.70033323723404e-05,0.592735805112209,0.971,0.615,1,"O","PIEZO1","C4"
"PLPP4",6.71275071355822e-05,1.0413257673613,1,0.872,1,"O","PLPP4","C4"
"MIGA1",6.79374724475135e-05,0.620114737055892,1,0.769,1,"O","MIGA1","C4"
"JAM3",6.8005514034947e-05,0.636897828065386,1,0.692,1,"O","JAM3","C4"
"MTMR61",6.80566522169485e-05,0.787022353714071,1,0.949,1,"O","MTMR6","C4"
"ENSMFAG00000046282",6.82861698649559e-05,1.06675925548223,0.971,0.692,1,"O","ENSMFAG00000046282","C4"
"UVRAG",6.8970238117127e-05,0.700813068069221,0.914,0.564,1,"O","UVRAG","C4"
"GPR160",6.90183968901269e-05,0.689405864666261,1,0.821,1,"O","GPR160","C4"
"CSRP1",6.95734110111595e-05,0.968307241196596,0.971,0.692,1,"O","CSRP1","C4"
"FAM212A",7.04237578450749e-05,0.831938556174837,0.914,0.462,1,"O","FAM212A","C4"
"DBF4B",7.08604235974614e-05,0.917941905014098,0.886,0.487,1,"O","DBF4B","C4"
"CDH3",7.12384348660157e-05,0.935657198907303,1,0.897,1,"O","CDH3","C4"
"SETD1A",7.15301061245272e-05,0.6473725677533,0.943,0.564,1,"O","SETD1A","C4"
"ENSMFAG00000003347",7.18690477449549e-05,0.89557906751645,1,0.872,1,"O","ENSMFAG00000003347","C4"
"MCM4",7.18709726355058e-05,0.792605790234298,1,0.795,1,"O","MCM4","C4"
"ZNF385D1",7.19848002149429e-05,1.54983827700138,1,0.821,1,"O","ZNF385D","C4"
"AGTRAP1",7.20222037914091e-05,1.18918810523915,0.943,0.821,1,"O","AGTRAP","C4"
"SSSCA1",7.23676512209812e-05,0.863945768788538,1,0.846,1,"O","SSSCA1","C4"
"TSPAN2",7.27651622820991e-05,0.848550425369599,1,0.846,1,"O","TSPAN2","C4"
"FAM229B",7.30452324316411e-05,0.610611146253458,0.943,0.564,1,"O","FAM229B","C4"
"SLC30A3",7.31411798110818e-05,0.985838066975571,0.971,0.641,1,"O","SLC30A3","C4"
"KCNC4",7.36830192507237e-05,0.861974679150714,0.914,0.59,1,"O","KCNC4","C4"
"ERMARD",7.42097396673884e-05,0.629158775351436,0.971,0.692,1,"O","ERMARD","C4"
"TESK1",7.46472798149661e-05,0.910126513672469,0.971,0.692,1,"O","TESK1","C4"
"HEATR5B",7.48948069381356e-05,0.678832405360625,1,0.821,1,"O","HEATR5B","C4"
"TRPC7",7.50143291660079e-05,1.0061253224632,1,0.821,1,"O","TRPC7","C4"
"ALDH1A2",7.54624121813239e-05,0.611354069351542,1,0.846,1,"O","ALDH1A2","C4"
"ENSMFAG00000042298",7.54866167610248e-05,0.614919357399912,1,0.641,1,"O","ENSMFAG00000042298","C4"
"CRELD2",7.58284827025908e-05,0.85512426398476,1,0.846,1,"O","CRELD2","C4"
"FCHSD2",7.68660091012626e-05,0.570034765354496,1,0.667,1,"O","FCHSD2","C4"
"PSMB9",7.71285483506034e-05,0.638772263645011,0.886,0.538,1,"O","PSMB9","C4"
"NDUFAF4",7.71423298588724e-05,0.765810272419606,1,0.974,1,"O","NDUFAF4","C4"
"ENSMFAG000000017402",7.7958592534688e-05,1.02865678776738,1,0.974,1,"O","ENSMFAG00000001740","C4"
"RB11",7.80046686147586e-05,0.630044477032126,0.971,0.641,1,"O","RB1","C4"
"RAVER1",7.86345073336848e-05,0.797783919873746,0.914,0.718,1,"O","RAVER1","C4"
"APH1A",7.93711827617063e-05,0.565032453578773,0.857,0.513,1,"O","APH1A","C4"
"PRKAG1",7.96929735581114e-05,0.814238703453655,0.971,0.667,1,"O","PRKAG1","C4"
"MCPH11",8.00890689751295e-05,0.904297754274357,1,0.872,1,"O","MCPH1","C4"
"NRBP1",8.05124886758847e-05,0.962637552795336,0.943,0.846,1,"O","NRBP1","C4"
"ENSMFAG000000025351",8.07774685979411e-05,0.731183269736309,1,0.795,1,"O","ENSMFAG00000002535","C4"
"DDC",8.13663408269676e-05,0.934096748622938,0.8,0.487,1,"O","DDC","C4"
"ANKLE2",8.17724343463502e-05,0.779960963218496,1,0.897,1,"O","ANKLE2","C4"
"ENSMFAG00000035400",8.19107040562852e-05,0.754034830768731,1,0.769,1,"O","ENSMFAG00000035400","C4"
"SGMS2",8.20111824690803e-05,0.636634908013916,1,0.821,1,"O","SGMS2","C4"
"PRKAA2",8.2199730503905e-05,0.839152245541001,0.886,0.564,1,"O","PRKAA2","C4"
"PTCD31",8.31722047124204e-05,0.659509335455637,1,0.846,1,"O","PTCD3","C4"
"RAD52",8.31940025121633e-05,0.717005930216217,0.971,0.538,1,"O","RAD52","C4"
"ENSMFAG000000326801",8.37963835859457e-05,0.919222677273151,1,0.821,1,"O","ENSMFAG00000032680","C4"
"LBH1",8.45051686154809e-05,1.67431212783856,0.914,0.59,1,"O","LBH","C4"
"CNTD2",8.45558176738331e-05,0.807479288356573,0.971,0.769,1,"O","CNTD2","C4"
"MYO18B",8.54530339992919e-05,0.532349790550826,0.914,0.513,1,"O","MYO18B","C4"
"AGO1",8.55627185298473e-05,0.674623501585778,0.943,0.615,1,"O","AGO1","C4"
"CDON1",8.55831596716441e-05,0.692089659698892,1,0.744,1,"O","CDON","C4"
"SMPD33",8.56647902304717e-05,0.734699378078504,1,0.923,1,"O","SMPD3","C4"
"GNA11",8.58809734815297e-05,0.585723499451048,1,0.872,1,"O","GNA11","C4"
"MYOM22",8.6214390220724e-05,0.816881926109956,0.943,0.436,1,"O","MYOM2","C4"
"TMX2",8.65160922252439e-05,0.707009967335419,1,0.769,1,"O","TMX2","C4"
"TUBG2",8.66930095573561e-05,0.576591371056173,0.829,0.462,1,"O","TUBG2","C4"
"CASP9",8.72694018127878e-05,0.857067247374212,1,0.821,1,"O","CASP9","C4"
"STK32B",8.75269195257132e-05,0.790634317844556,0.914,0.641,1,"O","STK32B","C4"
"DIAPH23",8.78533193659502e-05,0.629278995828879,1,0.974,1,"O","DIAPH2","C4"
"SPATA6",8.84585816525668e-05,0.718137735977197,1,0.795,1,"O","SPATA6","C4"
"SLC35B1",8.87199993612654e-05,0.879543144653539,1,0.846,1,"O","SLC35B1","C4"
"ZNF931",8.92214368306554e-05,0.856759920143658,1,0.923,1,"O","ZNF93","C4"
"PITPNM3",9.02688134590902e-05,0.80561050641346,1,0.667,1,"O","PITPNM3","C4"
"ENSMFAG00000041681",9.09292412585285e-05,0.723549379087356,1,0.769,1,"O","ENSMFAG00000041681","C4"
"IGFBP51",9.09431491722158e-05,0.895127420545248,1,0.795,1,"O","IGFBP5","C4"
"PITX11",9.16482770669533e-05,0.855073157990705,0.943,0.641,1,"O","PITX1","C4"
"ENSMFAG00000039595",9.18738615455886e-05,0.679000251075917,1,0.949,1,"O","ENSMFAG00000039595","C4"
"DNAH72",9.18879752177858e-05,0.913619344759374,1,0.821,1,"O","DNAH7","C4"
"HRH2",9.20652968146726e-05,0.720352562095578,1,0.846,1,"O","HRH2","C4"
"SMG71",9.24051187515314e-05,0.503071836185062,1,0.744,1,"O","SMG7","C4"
"KIAA0556",9.28208388179563e-05,0.636557358741816,0.857,0.538,1,"O","KIAA0556","C4"
"AGK3",9.3081590037652e-05,0.584670238659006,1,1,1,"O","AGK","C4"
"HIST2H2BF2",9.34318149598017e-05,0.549449464517393,0.943,0.513,1,"O","HIST2H2BF","C4"
"ZNF720",9.34954033644185e-05,0.771176706754099,0.943,0.538,1,"O","ZNF720","C4"
"DHCR73",9.36510487962445e-05,0.631081463535004,1,0.846,1,"O","DHCR7","C4"
"THOC11",9.38232460503768e-05,0.6355284902956,1,0.974,1,"O","THOC1","C4"
"ARHGAP103",9.42625724504008e-05,0.746032766726223,1,0.949,1,"O","ARHGAP10","C4"
"PPP2R2D1",9.46664303118193e-05,0.6859346417435,1,0.821,1,"O","PPP2R2D","C4"
"ZNF407",9.54080955091024e-05,0.956957935058089,0.971,0.769,1,"O","ZNF407","C4"
"WDR20",9.55095768035266e-05,0.65701220160999,1,0.821,1,"O","WDR20","C4"
"ENSMFAG00000045879",9.6137639178371e-05,0.863610640956425,1,0.769,1,"O","ENSMFAG00000045879","C4"
"RPS6KA3",9.6147277041978e-05,0.72089474328069,0.971,0.615,1,"O","RPS6KA3","C4"
"ENSMFAG00000001966",9.66756608599917e-05,0.63988140355297,1,0.872,1,"O","ENSMFAG00000001966","C4"
"TNR",9.68390485569779e-05,1.09988310432477,0.8,0.436,1,"O","TNR","C4"
"SH3GLB1",9.71272321378588e-05,0.789123389614499,1,0.949,1,"O","SH3GLB1","C4"
"CCBE11",9.7350015149537e-05,0.824542450780664,1,0.821,1,"O","CCBE1","C4"
"OAS1",9.73539037650849e-05,0.698938497167987,0.714,0.256,1,"O","OAS1","C4"
"PPM1D",9.74043944164978e-05,0.766278794273956,0.943,0.641,1,"O","PPM1D","C4"
"ENSMFAG00000043854",9.76480226604129e-05,0.668446294080577,1,0.667,1,"O","ENSMFAG00000043854","C4"
"EXD1",9.79163363879799e-05,0.596772972383439,0.943,0.59,1,"O","EXD1","C4"
"ZBTB33",9.84059681333291e-05,0.941275807533183,0.971,0.667,1,"O","ZBTB33","C4"
"CPED1",9.85886719042676e-05,1.05677019483477,0.971,0.615,1,"O","CPED1","C4"
"STXBP11",9.87636986873227e-05,0.810927905761847,0.971,0.846,1,"O","STXBP1","C4"
"PHLDB1",9.89851720866031e-05,0.567696902336992,0.971,0.564,1,"O","PHLDB1","C4"
"UBQLN1",9.94228279816178e-05,0.572277955002829,1,0.692,1,"O","UBQLN1","C4"
"EIF3C2",9.9532192189507e-05,1.02974870493839,1,0.897,1,"O","EIF3C","C4"
"HMGCL1",9.95510189653229e-05,0.778094861581169,0.914,0.744,1,"O","HMGCL","C4"
"ITIH51",9.99190325670268e-05,0.688090095113004,1,0.769,1,"O","ITIH5","C4"
"F9",0.000100815636147599,0.52104720613281,0.743,0.333,1,"O","F9","C4"
"PHTF2",0.000100941835709825,0.687884181630237,1,0.897,1,"O","PHTF2","C4"
"TMEM2081",0.000101025863429814,0.732237275249688,1,0.744,1,"O","TMEM208","C4"
"SIPA1L1",0.000101060474419704,0.924938917077485,1,0.949,1,"O","SIPA1L1","C4"
"EIF2B2",0.000101198714245121,0.73527201082602,0.971,0.718,1,"O","EIF2B2","C4"
"ENSMFAG00000036934",0.000101454190538886,0.891622206744227,0.914,0.692,1,"O","ENSMFAG00000036934","C4"
"MAPRE3",0.000101674582030418,0.816104197893592,0.943,0.718,1,"O","MAPRE3","C4"
"KLHDC1",0.000101682815965375,0.553927085451249,1,0.692,1,"O","KLHDC1","C4"
"DPM2",0.000102776512090059,0.960061911159986,0.971,0.769,1,"O","DPM2","C4"
"DEUP1",0.000103084023437484,0.781321404282368,0.971,0.744,1,"O","DEUP1","C4"
"ENSMFAG00000001028",0.000103287825569432,0.966789238615159,0.943,0.564,1,"O","ENSMFAG00000001028","C4"
"ZG16",0.000103573526969271,1.13391240243032,0.914,0.667,1,"O","ZG16","C4"
"ZNRD11",0.000103654452031175,0.900262823401338,1,0.872,1,"O","ZNRD1","C4"
"DSCC1",0.000103944072449472,0.601500204626499,1,0.974,1,"O","DSCC1","C4"
"CEBPG1",0.000104339529985948,1.12536274270475,0.943,0.667,1,"O","CEBPG","C4"
"FOXP11",0.000104822582869098,0.611200078471779,1,0.821,1,"O","FOXP1","C4"
"TMEM234",0.000104925028888368,0.619542797205775,0.914,0.513,1,"O","TMEM234","C4"
"JAM2",0.000105877885854573,0.769782764686655,1,0.897,1,"O","JAM2","C4"
"CPA1",0.000105893620962732,0.787031526382485,0.971,0.795,1,"O","CPA1","C4"
"MICU2",0.000106385837711289,0.675331442256872,1,0.923,1,"O","MICU2","C4"
"FTL1",0.00010662827110251,0.761437863573352,1,1,1,"O","FTL","C4"
"AP2M1",0.000107264816267163,0.960593552902009,1,0.897,1,"O","AP2M1","C4"
"ITGA3",0.000107701980750444,0.552646656899023,0.829,0.41,1,"O","ITGA3","C4"
"CCDC78",0.000108191439437626,1.27461111319628,0.886,0.487,1,"O","CCDC78","C4"
"CCDC50",0.00010824424300351,0.542433729727717,1,1,1,"O","CCDC50","C4"
"CYFIP11",0.000108384870530904,0.696434087853525,1,0.923,1,"O","CYFIP1","C4"
"VAMP5",0.00010852192265744,0.601448504233693,0.943,0.564,1,"O","VAMP5","C4"
"ADAR1",0.000109049347776806,0.597281932141493,1,0.923,1,"O","ADAR","C4"
"PAK1",0.000109083931597583,0.627032203229475,1,0.872,1,"O","PAK1","C4"
"ENTPD41",0.00010914941957922,0.596388561889767,1,0.821,1,"O","ENTPD4","C4"
"MEA1",0.000110078036356322,0.62046609207002,1,0.718,1,"O","MEA1","C4"
"ZDHHC3",0.000110347043547009,0.745086706858539,1,0.846,1,"O","ZDHHC3","C4"
"AURKA1",0.000110709371543306,0.701333467211191,1,1,1,"O","AURKA","C4"
"CCDC631",0.000110813360057933,0.810937318245266,0.914,0.487,1,"O","CCDC63","C4"
"EPCAM",0.000111757281728451,1.03136557066049,1,0.923,1,"O","EPCAM","C4"
"KDM4A",0.000112173756569379,0.638472710658346,1,0.795,1,"O","KDM4A","C4"
"FBXL161",0.000112742718524384,0.547382045337077,0.886,0.282,1,"O","FBXL16","C4"
"SNX29",0.000113583682151442,0.763424787023109,0.971,0.821,1,"O","SNX29","C4"
"STX3",0.000113777773928711,0.649434035174656,1,0.744,1,"O","STX3","C4"
"PSMC1",0.00011416365629221,0.723924476962217,1,0.949,1,"O","PSMC1","C4"
"ALAS1",0.000114319935861943,0.865201511280086,1,1,1,"O","ALAS1","C4"
"DDAH1",0.000114753836188981,0.613496508933025,0.886,0.538,1,"O","DDAH1","C4"
"PSMB3",0.00011486214957342,0.953166210306836,1,0.872,1,"O","PSMB3","C4"
"ENSMFAG000000400971",0.000115187071662977,0.689020548340875,1,0.923,1,"O","ENSMFAG00000040097","C4"
"KDM5C",0.000116803318616985,0.645068477703374,0.914,0.487,1,"O","KDM5C","C4"
"CTRB21",0.000117481851501596,0.835389792796531,1,0.872,1,"O","CTRB2","C4"
"SGK3",0.000118318978194228,0.715141085178408,0.857,0.513,1,"O","SGK3","C4"
"MYNN",0.000119245935300933,0.808788465681058,1,0.897,1,"O","MYNN","C4"
"TNNT1",0.000119504266955958,0.9263309951116,1,0.872,1,"O","TNNT1","C4"
"PIGC",0.000119849609393947,0.588881945137704,1,0.718,1,"O","PIGC","C4"
"CCDC106",0.000120737916234586,0.829959533555904,0.943,0.615,1,"O","CCDC106","C4"
"SLC39A3",0.000120856866972554,1.05453103078251,0.971,0.667,1,"O","SLC39A3","C4"
"ENSMFAG00000041704",0.000121076110911,0.862219146229349,1,0.795,1,"O","ENSMFAG00000041704","C4"
"OVCH1",0.000121821142926637,0.68852401025194,1,0.769,1,"O","OVCH1","C4"
"XRCC5",0.000121956609977648,0.842626297089563,1,0.923,1,"O","XRCC5","C4"
"TMEM54",0.00012199658458449,0.998692045813035,0.943,0.692,1,"O","TMEM54","C4"
"SLC19A1",0.000122213999100104,0.591561265750796,0.886,0.513,1,"O","SLC19A1","C4"
"CDH18",0.000122373947656991,0.581104798302882,0.886,0.615,1,"O","CDH18","C4"
"LUZP22",0.000122625259588387,0.823602206144991,1,0.846,1,"O","LUZP2","C4"
"TERF2IP",0.000122748012573088,0.736813893451468,1,0.923,1,"O","TERF2IP","C4"
"IL10",0.000122967917803259,1.21715316167513,0.914,0.641,1,"O","IL10","C4"
"PARP16",0.000123274622350108,1.03354765673344,0.914,0.462,1,"O","PARP16","C4"
"ERICH2",0.000123687117455896,0.748775541594753,1,0.923,1,"O","ERICH2","C4"
"USP46",0.000124003322705207,0.863955988862248,0.914,0.564,1,"O","USP46","C4"
"KLF112",0.000124140052578183,0.56625494439135,1,0.872,1,"O","KLF11","C4"
"EFHC21",0.00012415849188288,0.585478322647377,1,0.795,1,"O","EFHC2","C4"
"SLC6A201",0.000124350528168952,0.752125963483552,1,0.692,1,"O","SLC6A20","C4"
"PINK1",0.000124659491728296,0.650652411665122,1,0.744,1,"O","PINK1","C4"
"PRMT71",0.000125082767258027,0.753279141492393,1,0.949,1,"O","PRMT7","C4"
"TRIM29",0.000125666903845429,0.917046759125819,0.971,0.718,1,"O","TRIM29","C4"
"HYOU11",0.0001258429192006,0.750234532395695,0.971,0.795,1,"O","HYOU1","C4"
"PIK3CD",0.000126721196880607,0.786679154579837,1,0.744,1,"O","PIK3CD","C4"
"DIRAS2",0.000126749831286881,0.732560919328682,0.943,0.59,1,"O","DIRAS2","C4"
"DUXB",0.000126825724198176,1.03623399262661,0.857,0.436,1,"O","DUXB","C4"
"CHCHD61",0.000127983086068503,0.887612944653833,1,0.821,1,"O","CHCHD6","C4"
"L3MBTL4",0.000128382982520665,0.810117084821303,0.886,0.487,1,"O","L3MBTL4","C4"
"CENPJ",0.000128457229173896,0.729235975069729,1,0.974,1,"O","CENPJ","C4"
"RALGPS2",0.000128676973728729,0.753735414833982,1,0.872,1,"O","RALGPS2","C4"
"HMCES1",0.000129249959997638,0.67990873577382,1,0.897,1,"O","HMCES","C4"
"GEMIN4",0.000129524040322776,0.548245158985675,0.943,0.564,1,"O","GEMIN4","C4"
"FZD6",0.000129915173705506,0.502286235968518,1,0.872,1,"O","FZD6","C4"
"NIT21",0.000130605037514246,0.899368963941922,0.943,0.667,1,"O","NIT2","C4"
"ATP5G2",0.000130711156616356,0.874408201229523,1,0.846,1,"O","ATP5G2","C4"
"TNRC6A",0.000131352975268551,0.764636901072511,0.914,0.564,1,"O","TNRC6A","C4"
"NEK10",0.000131740947190196,0.622201786965277,0.8,0.436,1,"O","NEK10","C4"
"ENSMFAG000000418181",0.000132179035425547,1.47452407230138,0.829,0.487,1,"O","ENSMFAG00000041818","C4"
"ENSMFAG000000439651",0.000132240761851454,0.522968668423449,0.886,0.487,1,"O","ENSMFAG00000043965","C4"
"CYSTM1",0.000132396384047395,0.801611733189925,1,0.897,1,"O","CYSTM1","C4"
"HMG20B",0.000132760562165266,0.59547511263726,0.914,0.615,1,"O","HMG20B","C4"
"MPV17L2",0.000132905824325863,0.734654432921064,1,0.718,1,"O","MPV17L2","C4"
"NUPL2",0.000133224462123276,0.754836096215791,1,0.846,1,"O","NUPL2","C4"
"RRP36",0.000136180292981378,0.809640517821829,0.971,0.641,1,"O","RRP36","C4"
"MID1",0.000138109444365619,0.571592711798263,0.971,0.744,1,"O","MID1","C4"
"SKA3",0.000139718665311038,0.530425618710319,1,0.846,1,"O","SKA3","C4"
"ATP8B1",0.000140156349123635,1.06190100867731,0.914,0.615,1,"O","ATP8B1","C4"
"NFKBIB",0.000140283046661288,0.670674132177933,0.857,0.513,1,"O","NFKBIB","C4"
"UBR4",0.000142479714286578,0.757930281883167,0.971,0.795,1,"O","UBR4","C4"
"FCHO1",0.000142734111693241,0.761731117789048,1,0.718,1,"O","FCHO1","C4"
"ELAC2",0.000143281393993191,0.646421851152621,1,0.744,1,"O","ELAC2","C4"
"DOCK11",0.000143498462440603,0.749260875796791,1,0.872,1,"O","DOCK1","C4"
"CDC123",0.000143539003686518,0.646494229415154,1,0.974,1,"O","CDC123","C4"
"ZNF4901",0.000144696945029176,1.08787542042599,0.8,0.564,1,"O","ZNF490","C4"
"KAT2A",0.000144932176129072,0.871996536189906,1,0.846,1,"O","KAT2A","C4"
"AGPAT1",0.000146689127255122,0.729027238322968,0.971,0.692,1,"O","AGPAT1","C4"
"EBPL",0.000146782251470204,0.63626356314463,1,0.821,1,"O","EBPL","C4"
"SCNN1A1",0.000146850428059115,0.847370156657833,0.971,0.718,1,"O","SCNN1A","C4"
"OSGEPL11",0.000146983128701334,0.869801186015128,0.943,0.718,1,"O","OSGEPL1","C4"
"GEMIN5",0.000147893857751537,0.946759210394981,1,0.795,1,"O","GEMIN5","C4"
"NARF",0.000148192358644338,0.793198685227331,1,0.897,1,"O","NARF","C4"
"GOLGA3",0.000148559765492485,0.985284339063269,0.943,0.538,1,"O","GOLGA3","C4"
"TRIML22",0.000149094720495314,0.771915203768267,0.971,0.846,1,"O","TRIML2","C4"
"PPA2",0.000149730836988052,0.559207749007043,1,0.769,1,"O","PPA2","C4"
"BNIP1",0.000149769862973999,1.01046676204563,0.971,0.769,1,"O","BNIP1","C4"
"INO80E",0.000150325686680802,0.557089820446736,0.943,0.564,1,"O","INO80E","C4"
"INCA11",0.000150810650123578,0.856519447836702,1,0.949,1,"O","INCA1","C4"
"LMBRD11",0.00015097193961116,0.59389069716707,1,0.897,1,"O","LMBRD1","C4"
"SF3A12",0.000151486122853692,0.633659982886719,1,0.897,1,"O","SF3A1","C4"
"CAMSAP1",0.000151879250927105,0.568350902597358,1,0.974,1,"O","CAMSAP1","C4"
"ATN1",0.000152080977178695,0.615711493459246,0.943,0.538,1,"O","ATN1","C4"
"CORO2A",0.000152481172351797,0.797977697856596,0.971,0.692,1,"O","CORO2A","C4"
"SMOC1",0.000152600417774438,0.621639134400003,0.886,0.487,1,"O","SMOC1","C4"
"PIAS2",0.000152926924265469,0.56999538211126,1,0.821,1,"O","PIAS2","C4"
"CTTNBP2NL1",0.000154634222583265,0.791415162662235,0.971,0.821,1,"O","CTTNBP2NL","C4"
"TOB1",0.000155715658133534,0.897499496174322,1,0.872,1,"O","TOB1","C4"
"COL17A1",0.000156070813239534,0.993486966550715,0.886,0.513,1,"O","COL17A1","C4"
"CAMK2G",0.000156075480003014,0.560970397893936,1,0.821,1,"O","CAMK2G","C4"
"MYO7B",0.000156104258798162,0.619226701682083,0.914,0.59,1,"O","MYO7B","C4"
"HERC51",0.000157054833856062,0.798639187302338,1,0.949,1,"O","HERC5","C4"
"SUSD3",0.000158208298917414,0.669546246509189,1,0.718,1,"O","SUSD3","C4"
"BMP5",0.000159080021822246,0.739046755777014,1,0.872,1,"O","BMP5","C4"
"PSMG3",0.000160572551174128,0.797832210169138,1,0.795,1,"O","PSMG3","C4"
"CEP1123",0.000160999352739814,0.667174632798919,0.971,0.641,1,"O","CEP112","C4"
"CERKL2",0.000161218477648068,0.752829458758126,1,0.872,1,"O","CERKL","C4"
"ENSMFAG00000003104",0.00016131805965434,0.588891770617556,0.971,0.667,1,"O","ENSMFAG00000003104","C4"
"TGFBR31",0.00016235716925838,0.559728555325296,1,0.744,1,"O","TGFBR3","C4"
"WHAMM",0.000162772334103479,0.73800591759384,0.971,0.667,1,"O","WHAMM","C4"
"ZNF473",0.000163268144540875,0.586044474948239,0.971,0.692,1,"O","ZNF473","C4"
"QSER12",0.000163873642802843,0.590394055327786,0.971,0.795,1,"O","QSER1","C4"
"GRAMD2A",0.000164287505628311,0.960334394296919,1,0.846,1,"O","GRAMD2A","C4"
"GNAL2",0.000164601621075218,0.785381157523085,1,0.846,1,"O","GNAL","C4"
