,tissue,type2,tpm
9632,LIHC,tumor,2.9618
9633,LIHC,tumor,5.2103
9634,LIHC,tumor,4.6277
9635,LIHC,tumor,4.3198
9636,LIHC,tumor,3.2143
9637,LIHC,tumor,4.842
9638,LIHC,tumor,3.7083
9639,LIHC,tumor,3.6172
9640,LIHC,tumor,3.7741
9641,LIHC,tumor,3.3856
9642,LIHC,tumor,3.7825
9643,LIHC,tumor,4.5534
9644,LIHC,tumor,2.7636
9645,LIHC,tumor,3.6771
9646,LIHC,tumor,4.3855
9647,LIHC,tumor,3.4224
9648,LIHC,tumor,4.0575
9649,LIHC,normal,2.3677
9650,LIHC,normal,3.2811
9651,LIHC,normal,3.6509
9652,LIHC,normal,2.6371
9653,LIHC,normal,2.5036
9654,LIHC,normal,3.5559
9655,LIHC,normal,3.0515
9656,LIHC,normal,2.7636
9657,LIHC,normal,3.2929
9658,LIHC,normal,3.0217
9659,LIHC,normal,2.5585
9660,LIHC,normal,2.7657
9661,LIHC,normal,3.4556
9662,LIHC,normal,2.5731
9663,LIHC,normal,2.6579
9664,LIHC,normal,3.4237
9665,LIHC,normal,1.8282
9666,LIHC,normal,3.4437
9667,LIHC,normal,3.7006
9668,LIHC,normal,2.3816
9669,LIHC,normal,2.6918
9670,LIHC,normal,2.9966
9671,LIHC,normal,2.7051
9672,LIHC,normal,3.7259
9673,LIHC,normal,2.9375
9674,LIHC,normal,4.2609
9675,LIHC,normal,3.0199
9676,LIHC,normal,2.6255
9677,LIHC,normal,3.154
9678,LIHC,normal,2.9243
9679,LIHC,normal,2.3048
9680,LIHC,normal,2.8199
9681,LIHC,normal,2.6624
9682,LIHC,normal,3.2466
9683,LIHC,normal,2.7572
9684,LIHC,normal,3.1781
9685,LIHC,normal,2.2842
9686,LIHC,normal,3.0995
9687,LIHC,normal,3.1294
9688,LIHC,normal,2.9319
9689,LIHC,normal,2.5363
9690,LIHC,normal,3.5349
9691,LIHC,normal,2.1957
9692,LIHC,normal,3.5547
9693,LIHC,normal,2.6602
9694,LIHC,normal,2.971
9695,LIHC,normal,2.685
9696,LIHC,normal,2.5828
9697,LIHC,normal,2.982
9698,LIHC,normal,2.3677
9699,LIHC,normal,3.287
9700,LIHC,normal,2.0535
9701,LIHC,normal,2.8137
9702,LIHC,normal,2.7763
9703,LIHC,normal,3.325
9704,LIHC,normal,2.5487
9705,LIHC,normal,2.1541
9706,LIHC,normal,1.8957
9707,LIHC,normal,2.4035
9708,LIHC,normal,2.5338
9709,LIHC,normal,3.0944
9710,LIHC,normal,2.4306
9711,LIHC,normal,2.4198
9712,LIHC,normal,2.6579
9713,LIHC,normal,2.0912
9714,LIHC,normal,2.5707
9715,LIHC,normal,2.9581
9716,LIHC,normal,2.4117
9717,LIHC,normal,2.6348
9718,LIHC,normal,3.5424
9719,LIHC,normal,2.9186
9720,LIHC,normal,2.4908
9721,LIHC,normal,2.118
9722,LIHC,normal,3.8044
9723,LIHC,normal,2.9692
9724,LIHC,normal,2.9052
9725,LIHC,normal,2.3592
9726,LIHC,normal,3.2096
9727,LIHC,normal,2.4225
9728,LIHC,normal,1.6093
9729,LIHC,normal,2.6302
9730,LIHC,normal,2.2603
9731,LIHC,normal,2.9432
9732,LIHC,normal,3.5473
9733,LIHC,normal,1.9527
9734,LIHC,normal,2.3251
9735,LIHC,normal,2.8522
9736,LIHC,normal,2.8381
9737,LIHC,normal,2.2901
9738,LIHC,normal,1.7912
9739,LIHC,normal,2.4198
9740,LIHC,normal,3.5473
9741,LIHC,normal,3.506
9742,LIHC,normal,2.2842
9743,LIHC,normal,2.5188
9744,LIHC,normal,3.3003
9745,LIHC,normal,2.4008
9746,LIHC,normal,3.3017
9747,LIHC,normal,2.4465
9748,LIHC,normal,2.296
9749,LIHC,normal,2.7249
9750,LIHC,normal,3.1294
9751,LIHC,normal,2.8301
9752,LIHC,normal,3.1344
9753,LIHC,normal,3.8471
9754,LIHC,normal,1.2147
9755,LIHC,normal,2.6624
9756,LIHC,normal,2.9525
9757,LIHC,normal,2.2573
9758,LIHC,normal,2.828
9759,LIHC,normal,1.7828
9760,LIHC,normal,4.5553
9761,LIHC,normal,2.1509
9762,LIHC,normal,2.6067
9763,LIHC,normal,2.6019
9764,LIHC,normal,2.6043
9765,LIHC,normal,3.0637
9766,LIHC,normal,2.791
9767,LIHC,normal,1.8242
9768,LIHC,normal,3.7182
9769,LIHC,normal,2.5683
9770,LIHC,normal,2.2693
9771,LIHC,normal,2.6693
9772,LIHC,normal,1.9111
9773,LIHC,normal,3.7961
9774,LIHC,normal,1.9111
9775,LIHC,normal,2.2175
9776,LIHC,normal,2.1013
9777,LIHC,normal,2.4063
9778,LIHC,normal,2.2299
9779,LIHC,normal,2.8301
9780,LIHC,normal,3.2557
9781,LIHC,normal,0.2029
9782,LIHC,normal,2.6232
9783,LIHC,normal,3.5971
9784,LIHC,normal,2.9948
9785,LIHC,normal,2.9674
9786,LIHC,normal,1.5415
9787,LIHC,normal,2.982
9788,LIHC,normal,2.5213
9789,LIHC,normal,1.7446
9790,LIHC,normal,2.3251
9791,LIHC,normal,2.1147
9792,LIHC,normal,4.0824
9793,LIHC,normal,2.233
9794,LIHC,normal,2.971
9795,LIHC,normal,2.4306
9796,LIHC,normal,1.8484
9797,LIHC,normal,3.2915
9798,LIHC,normal,3.3535
9799,LIHC,normal,2.6487
9800,LIHC,normal,2.4225
9801,LIHC,normal,2.6579
9802,LIHC,normal,2.0183
9803,LIHC,normal,2.609
9804,LIHC,normal,3.2435
9805,LIHC,normal,2.982
9806,LIHC,normal,2.3732
9807,LIHC,normal,2.496
9808,LIHC,normal,2.5163
9809,LUAD,tumor,6.4174
9810,LUAD,tumor,3.3661
9811,LUAD,tumor,6.0199
9812,LUAD,tumor,4.9407
9813,LUAD,tumor,4.8689
9814,LUAD,tumor,4.6095
9815,LUAD,tumor,4.6809
9816,LUAD,tumor,5.2765
9817,LUAD,tumor,4.7893
9818,LUAD,tumor,3.8798
9819,LUAD,tumor,5.5295
9820,LUAD,tumor,4.5034
9821,LUAD,tumor,5.8827
9822,LUAD,tumor,5.7498
9823,LUAD,tumor,5.753
9824,LUAD,tumor,5.2858
9825,LUAD,tumor,4.4996
9826,LUAD,tumor,5.8851
9827,LUAD,tumor,4.3862
9828,LUAD,tumor,5.2732
9829,LUAD,tumor,2.7007
9830,LUAD,tumor,4.096
9831,LUAD,tumor,4.0523
9832,LUAD,tumor,5.218
9833,LUAD,tumor,4.5034
9834,LUAD,tumor,5.1098
9835,LUAD,tumor,5.7578
9836,LUAD,tumor,4.4887
9837,LUAD,tumor,5.3184
9838,LUAD,tumor,5.1643
9839,LUAD,tumor,5.7074
9840,LUAD,tumor,4.3126
9841,LUAD,tumor,3.0671
9842,LUAD,tumor,4.9919
9843,LUAD,tumor,5.1351
9844,LUAD,tumor,5.5323
9845,LUAD,tumor,5.5506
9846,LUAD,tumor,4.3278
9847,LUAD,tumor,5.0339
9848,LUAD,tumor,5.2976
9849,LUAD,tumor,5.62
9850,LUAD,tumor,4.225
9851,LUAD,tumor,4.6583
9852,LUAD,tumor,4.9346
9853,LUAD,tumor,5.1014
9854,LUAD,tumor,4.1078
9855,LUAD,tumor,4.851
9856,LUAD,tumor,4.867
9857,LUAD,tumor,5.3744
9858,LUAD,tumor,4.5742
9859,LUAD,tumor,5.2281
9860,LUAD,tumor,4.84
9861,LUAD,tumor,3.8531
9862,LUAD,tumor,4.6165
9863,LUAD,tumor,3.5694
9864,LUAD,tumor,4.7181
9865,LUAD,tumor,3.6195
9866,LUAD,tumor,5.2958
9867,LUAD,tumor,4.6691
9868,LUAD,tumor,5.4935
9869,LUAD,tumor,5.3688
9870,LUAD,tumor,4.9127
9871,LUAD,tumor,6.1707
9872,LUAD,tumor,5.0964
9873,LUAD,tumor,4.3855
9874,LUAD,tumor,3.869
9875,LUAD,tumor,5.7911
9876,LUAD,tumor,5.2928
9877,LUAD,tumor,2.9167
9878,LUAD,tumor,5.4851
9879,LUAD,tumor,5.3712
9880,LUAD,tumor,5.7743
9881,LUAD,tumor,6.3468
9882,LUAD,tumor,4.943
9883,LUAD,tumor,5.051
9884,LUAD,tumor,5.0282
9885,LUAD,tumor,4.8973
9886,LUAD,tumor,5.9807
9887,LUAD,tumor,5.0224
9888,LUAD,tumor,5.8692
9889,LUAD,tumor,3.8551
9890,LUAD,tumor,3.9204
9891,LUAD,tumor,3.29
9892,LUAD,tumor,4.6029
9893,LUAD,tumor,4.041
9894,LUAD,tumor,5.5264
9895,LUAD,tumor,4.9887
9896,LUAD,tumor,5.3413
9897,LUAD,tumor,3.9819
9898,LUAD,tumor,3.1523
9899,LUAD,tumor,4.0541
9900,LUAD,tumor,4.9379
9901,LUAD,tumor,5.407
9902,LUAD,tumor,4.9486
9903,LUAD,tumor,5.5059
9904,LUAD,tumor,3.5863
9905,LUAD,tumor,5.2638
9906,LUAD,tumor,4.796
9907,LUAD,tumor,5.935
9908,LUAD,tumor,2.9984
9909,LUAD,tumor,2.9984
9910,LUAD,tumor,4.3399
9911,LUAD,tumor,4.554
9912,LUAD,tumor,3.1426
9913,LUAD,tumor,6.5728
9914,LUAD,tumor,3.034
9915,LUAD,tumor,3.1145
9916,LUAD,tumor,5.0514
9917,LUAD,tumor,5.2238
9918,LUAD,tumor,6.0657
9919,LUAD,tumor,4.9222
9920,LUAD,tumor,5.2223
9921,LUAD,tumor,4.4874
9922,LUAD,tumor,4.7597
9923,LUAD,tumor,4.6439
9924,LUAD,tumor,5.7648
9925,LUAD,tumor,5.445
9926,LUAD,tumor,5.0427
9927,LUAD,tumor,3.6669
9928,LUAD,tumor,5.634
9929,LUAD,tumor,4.8334
9930,LUAD,tumor,3.83
9931,LUAD,tumor,4.8802
9932,LUAD,tumor,4.8827
9933,LUAD,tumor,4.6083
9934,LUAD,tumor,5.9146
9935,LUAD,tumor,5.684
9936,LUAD,tumor,5.3223
9937,LUAD,tumor,5.5233
9938,LUAD,tumor,4.6095
9939,LUAD,tumor,5.3016
9940,LUAD,tumor,3.6994
9941,LUAD,tumor,4.7735
9942,LUAD,tumor,4.664
9943,LUAD,tumor,4.6502
9944,LUAD,tumor,5.5002
9945,LUAD,tumor,5.4125
9946,LUAD,tumor,4.6972
9947,LUAD,tumor,6.3887
9948,LUAD,tumor,3.4331
9949,LUAD,tumor,5.3498
9950,LUAD,tumor,2.7763
9951,LUAD,tumor,4.8131
9952,LUAD,tumor,3.1604
9953,LUAD,tumor,5.6916
9954,LUAD,tumor,4.5687
9955,LUAD,tumor,5.1708
9956,LUAD,tumor,4.5638
9957,LUAD,tumor,3.9883
9958,LUAD,tumor,4.1962
9959,LUAD,tumor,4.0055
9960,LUAD,tumor,4.215
9961,LUAD,tumor,2.8219
9962,LUAD,tumor,6.1231
9963,LUAD,tumor,5.4323
9964,LUAD,tumor,5.8819
9965,LUAD,tumor,5.6068
9966,LUAD,tumor,4.6787
9967,LUAD,tumor,4.373
9968,LUAD,tumor,4.3611
9969,LUAD,tumor,5.383
9970,LUAD,tumor,5.4162
9971,LUAD,tumor,5.9021
9972,LUAD,tumor,5.1375
9973,LUAD,tumor,5.0449
9974,LUAD,tumor,4.9199
9975,LUAD,tumor,5.5617
9976,LUAD,tumor,5.0713
9977,LUAD,tumor,5.2987
9978,LUAD,tumor,5.4159
9979,LUAD,tumor,4.63
9980,LUAD,tumor,5.0566
9981,LUAD,tumor,4.8978
9982,LUAD,tumor,4.1954
9983,LUAD,tumor,4.3499
9984,LUAD,tumor,6.6584
9985,LUAD,tumor,3.5718
9986,LUAD,tumor,4.6282
9987,LUAD,tumor,5.2521
9988,LUAD,tumor,3.1669
9989,LUAD,tumor,5.2184
9990,LUAD,tumor,2.2633
9991,LUAD,tumor,3.4609
9992,LUAD,tumor,2.7292
9993,LUAD,tumor,3.9012
9994,LUAD,tumor,5.2529
9995,LUAD,tumor,4.2165
9996,LUAD,tumor,2.8034
9997,LUAD,tumor,5.5699
9998,LUAD,tumor,3.8905
9999,LUAD,tumor,4.7767
10000,LUAD,tumor,5.2529
10001,LUAD,tumor,3.7529
10002,LUAD,tumor,3.0808
10003,LUAD,tumor,4.8105
10004,LUAD,tumor,4.5318
10005,LUAD,tumor,4.6645
10006,LUAD,tumor,4.6159
10007,LUAD,tumor,5.4067
10008,LUAD,tumor,3.325
10009,LUAD,tumor,3.7335
10010,LUAD,tumor,5.5543
10011,LUAD,tumor,3.7898
10012,LUAD,tumor,4.664
10013,LUAD,tumor,4.9828
10014,LUAD,tumor,5.7269
10015,LUAD,tumor,5.2958
10016,LUAD,tumor,5.4986
10017,LUAD,tumor,4.1883
10018,LUAD,tumor,2.4008
10019,LUAD,tumor,5.6094
10020,LUAD,tumor,4.6165
10021,LUAD,tumor,5.3709
10022,LUAD,tumor,5.7132
10023,LUAD,tumor,4.8968
10024,LUAD,tumor,5.9458
10025,LUAD,tumor,4.8079
10026,LUAD,tumor,2.9581
10027,LUAD,tumor,4.9672
10028,LUAD,tumor,3.705
10029,LUAD,tumor,5.383
10030,LUAD,tumor,4.5066
10031,LUAD,tumor,4.8017
10032,LUAD,tumor,3.74
10033,LUAD,tumor,2.9507
10034,LUAD,tumor,5.288
10035,LUAD,tumor,5.6303
10036,LUAD,tumor,4.3299
10037,LUAD,tumor,5.0905
10038,LUAD,tumor,3.0217
10039,LUAD,tumor,4.849
10040,LUAD,tumor,5.3165
10041,LUAD,tumor,4.9598
10042,LUAD,tumor,4.8505
10043,LUAD,tumor,3.6277
10044,LUAD,tumor,5.7706
10045,LUAD,tumor,6.212
10046,LUAD,tumor,4.8812
10047,LUAD,tumor,5.3252
10048,LUAD,tumor,3.7699
10049,LUAD,tumor,5.4443
10050,LUAD,tumor,4.8665
10051,LUAD,tumor,5.3463
10052,LUAD,tumor,5.1119
10053,LUAD,tumor,2.9802
10054,LUAD,tumor,5.8066
10055,LUAD,tumor,5.3463
10056,LUAD,tumor,5.438
10057,LUAD,tumor,4.5268
10058,LUAD,tumor,2.982
10059,LUAD,tumor,6.0128
10060,LUAD,tumor,4.9496
10061,LUAD,tumor,4.6101
10062,LUAD,tumor,5.5979
10063,LUAD,tumor,4.5429
10064,LUAD,tumor,5.6297
10065,LUAD,tumor,4.5675
10066,LUAD,tumor,4.2593
10067,LUAD,tumor,4.3342
10068,LUAD,tumor,4.7005
10069,LUAD,tumor,4.8525
10070,LUAD,tumor,4.6089
10071,LUAD,tumor,5.5027
10072,LUAD,tumor,3.9847
10073,LUAD,tumor,5.3608
10074,LUAD,tumor,5.9521
10075,LUAD,tumor,4.9141
10076,LUAD,tumor,4.9137
10077,LUAD,tumor,6.7765
10078,LUAD,tumor,5.0888
10079,LUAD,tumor,5.3144
10080,LUAD,tumor,4.5994
10081,LUAD,tumor,4.6628
10082,LUAD,tumor,5.7858
10083,LUAD,tumor,5.1631
10084,LUAD,tumor,5.9878
10085,LUAD,tumor,4.3198
10086,LUAD,tumor,4.7624
10087,LUAD,tumor,4.9764
10088,LUAD,tumor,5.1268
10089,LUAD,tumor,5.0059
10090,LUAD,tumor,5.0862
10091,LUAD,tumor,5.442
10092,LUAD,tumor,5.0871
10093,LUAD,tumor,5.0661
10094,LUAD,tumor,6.5333
10095,LUAD,tumor,3.6359
10096,LUAD,tumor,5.1132
10097,LUAD,tumor,3.1129
10098,LUAD,tumor,5.6921
10099,LUAD,tumor,4.8304
10100,LUAD,tumor,6.0947
10101,LUAD,tumor,5.5454
10102,LUAD,tumor,4.0322
10103,LUAD,tumor,2.828
10104,LUAD,tumor,3.2466
10105,LUAD,tumor,4.4881
10106,LUAD,tumor,4.63
10107,LUAD,tumor,4.7877
10108,LUAD,tumor,5.8372
10109,LUAD,tumor,4.9346
10110,LUAD,tumor,3.8002
10111,LUAD,tumor,5.2273
10112,LUAD,tumor,5.2153
10113,LUAD,tumor,4.8284
10114,LUAD,tumor,5.3169
10115,LUAD,tumor,0.688
10116,LUAD,tumor,5.1065
10117,LUAD,tumor,5.3858
10118,LUAD,tumor,3.9487
10119,LUAD,tumor,3.1409
10120,LUAD,tumor,5.2548
10121,LUAD,tumor,3.9041
10122,LUAD,tumor,4.4784
10123,LUAD,tumor,5.0211
10124,LUAD,tumor,5.1859
10125,LUAD,tumor,4.2758
10126,LUAD,tumor,4.1772
10127,LUAD,tumor,5.2258
10128,LUAD,tumor,4.6451
10129,LUAD,tumor,3.8857
10130,LUAD,tumor,4.9672
10131,LUAD,tumor,5.5635
10132,LUAD,tumor,6.0856
10133,LUAD,tumor,4.8679
10134,LUAD,tumor,5.8931
10135,LUAD,tumor,5.2411
10136,LUAD,tumor,4.6462
10137,LUAD,tumor,4.0705
10138,LUAD,tumor,4.5167
10139,LUAD,tumor,2.8701
10140,LUAD,tumor,5.2623
10141,LUAD,tumor,1.8201
10142,LUAD,tumor,3.6612
10143,LUAD,tumor,4.1539
10144,LUAD,tumor,4.1915
10145,LUAD,tumor,5.0117
10146,LUAD,tumor,5.2258
10147,LUAD,tumor,4.2025
10148,LUAD,tumor,4.1384
10149,LUAD,tumor,4.352
10150,LUAD,tumor,3.5022
10151,LUAD,tumor,5.2616
10152,LUAD,tumor,2.3164
10153,LUAD,tumor,5.138
10154,LUAD,tumor,3.9251
10155,LUAD,tumor,5.7134
10156,LUAD,tumor,5.2694
10157,LUAD,tumor,3.4061
10158,LUAD,tumor,3.1112
10159,LUAD,tumor,5.7063
10160,LUAD,tumor,5.3765
10161,LUAD,tumor,5.9006
10162,LUAD,tumor,4.3385
10163,LUAD,tumor,4.4196
10164,LUAD,tumor,5.8647
10165,LUAD,tumor,4.3814
10166,LUAD,tumor,5.0488
10167,LUAD,tumor,5.4213
10168,LUAD,tumor,5.0492
10169,LUAD,tumor,3.8085
10170,LUAD,tumor,3.0944
10171,LUAD,tumor,5.0679
10172,LUAD,tumor,9.0276581596
10173,LUAD,tumor,5.2806
10174,LUAD,tumor,4.2781
10175,LUAD,tumor,5.4699
10176,LUAD,tumor,4.6312
10177,LUAD,tumor,5.0233
10178,LUAD,tumor,5.5537
10179,LUAD,tumor,5.428
10180,LUAD,tumor,5.778
10181,LUAD,tumor,4.4317
10182,LUAD,tumor,5.9496
10183,LUAD,tumor,3.4264
10184,LUAD,tumor,5.0726
10185,LUAD,tumor,5.964
10186,LUAD,tumor,5.9545
10187,LUAD,tumor,5.4057
10188,LUAD,tumor,4.9915
10189,LUAD,tumor,4.7991
10190,LUAD,tumor,4.5491
10191,LUAD,tumor,4.5982
10192,LUAD,tumor,5.251
10193,LUAD,tumor,5.605
10194,LUAD,tumor,3.3828
10195,LUAD,tumor,4.9275
10196,LUAD,tumor,5.3104
10197,LUAD,tumor,4.6634
10198,LUAD,tumor,4.4881
10199,LUAD,tumor,4.0679
10200,LUAD,tumor,6.4345
10201,LUAD,tumor,4.9127
10202,LUAD,tumor,4.1244
10203,LUAD,tumor,4.2773
10204,LUAD,tumor,5.846
10205,LUAD,tumor,6.5032
10206,LUAD,tumor,5.8922
10207,LUAD,tumor,4.8842
10208,LUAD,tumor,5.0501
10209,LUAD,tumor,4.7735
10210,LUAD,tumor,3.773
10211,LUAD,tumor,4.9668
10212,LUAD,tumor,5.5069
10213,LUAD,tumor,5.0721
10214,LUAD,tumor,4.9814
10215,LUAD,tumor,5.1768
10216,LUAD,tumor,5.0018
10217,LUAD,tumor,5.2457
10218,LUAD,tumor,5.1322
10219,LUAD,tumor,5.1367
10220,LUAD,tumor,5.425
10221,LUAD,tumor,4.5553
10222,LUAD,tumor,4.6404
10223,LUAD,tumor,3.5411
10224,LUAD,tumor,5.3191
10225,LUAD,tumor,3.8411
10226,LUAD,tumor,4.3944
10227,LUAD,tumor,5.1688
10228,LUAD,tumor,3.5009
10229,LUAD,tumor,5.1926
10230,LUAD,tumor,4.8161
10231,LUAD,tumor,6.1542
10232,LUAD,tumor,5.2146
10233,LUAD,tumor,6.5154
10234,LUAD,tumor,5.468
10235,LUAD,tumor,4.6514
10236,LUAD,tumor,5.899
10237,LUAD,tumor,5.0317
10238,LUAD,tumor,5.0215
10239,LUAD,tumor,5.0816
10240,LUAD,tumor,2.9375
10241,LUAD,tumor,5.4588
10242,LUAD,tumor,5.295
10243,LUAD,tumor,4.4061
10244,LUAD,tumor,5.4182
10245,LUAD,tumor,4.8871
10246,LUAD,tumor,3.2389
10247,LUAD,tumor,4.5429
10248,LUAD,tumor,3.6827
10249,LUAD,tumor,5.605
10250,LUAD,tumor,5.5696
10251,LUAD,tumor,5.1583
10252,LUAD,tumor,5.0571
10253,LUAD,tumor,4.2624
10254,LUAD,tumor,4.0419
10255,LUAD,tumor,3.8621
10256,LUAD,tumor,3.7039
10257,LUAD,tumor,4.0118
10258,LUAD,tumor,4.7613
10259,LUAD,tumor,2.6255
10260,LUAD,tumor,4.8778
10261,LUAD,tumor,2.9032
10262,LUAD,tumor,4.6691
10263,LUAD,tumor,5.2323
10264,LUAD,tumor,5.6008
10265,LUAD,tumor,4.162
10266,LUAD,tumor,4.9649
10267,LUAD,tumor,5.7991
10268,LUAD,tumor,2.8361
10269,LUAD,tumor,4.6697
10270,LUAD,tumor,5.7512
10271,LUAD,tumor,5.0781
10272,LUAD,tumor,6.5505
10273,LUAD,tumor,5.2001
10274,LUAD,tumor,4.1351
10275,LUAD,tumor,5.2902
10276,LUAD,tumor,4.834
10277,LUAD,tumor,5.1355
10278,LUAD,tumor,4.1053
10279,LUAD,tumor,5.3227
10280,LUAD,tumor,4.6537
10281,LUAD,tumor,5.61
10282,LUAD,tumor,4.5723
10283,LUAD,tumor,4.656
10284,LUAD,tumor,2.0111
10285,LUAD,tumor,5.7167
10286,LUAD,tumor,3.7061
10287,LUAD,tumor,5.4822
10288,LUAD,tumor,2.3451
10289,LUAD,tumor,4.5367
10290,LUAD,tumor,4.8915
10291,LUAD,tumor,4.835
10292,LUAD,tumor,3.5935
10293,LUAD,tumor,3.4856
10294,LUAD,tumor,4.9681
10295,LUAD,tumor,5.2005
10296,LUAD,tumor,6.2258
10297,LUAD,tumor,5.4989
10298,LUAD,tumor,4.0994
10299,LUAD,tumor,2.5924
10300,LUAD,tumor,4.9644
10301,LUAD,tumor,5.1571
10302,LUAD,tumor,3.9337
10303,LUAD,tumor,4.9444
10304,LUAD,tumor,4.3951
10305,LUAD,tumor,4.8944
10306,LUAD,tumor,2.8622
10307,LUAD,tumor,5.1752
10308,LUAD,tumor,5.4101
10309,LUAD,tumor,5.1547
10310,LUAD,tumor,5.2616
10311,LUAD,tumor,4.3177
10312,LUAD,normal,4.5148
10313,LUAD,normal,3.6838
10314,LUAD,normal,4.245
10315,LUAD,normal,4.4887
10316,LUAD,normal,4.2936
10317,LUAD,normal,4.5717
10318,LUAD,normal,4.3541
10319,LUAD,normal,4.518
10320,LUAD,normal,4.5705
10321,LUAD,normal,4.1506
10322,LUAD,normal,3.9983
10323,LUAD,normal,4.0216
10324,LUAD,normal,4.7751
10325,LUAD,normal,4.5748
10326,LUAD,normal,4.6787
10327,LUAD,normal,4.5454
10328,LUAD,normal,4.4726
10329,LUAD,normal,4.441
10330,LUAD,normal,4.8515
10331,LUAD,normal,4.6882
10332,LUAD,normal,4.8095
10333,LUAD,normal,4.3999
10334,LUAD,normal,4.2766
10335,LUAD,normal,3.83
10336,LUAD,normal,4.382
10337,LUAD,normal,4.7746
10338,LUAD,normal,4.6317
10339,LUAD,normal,4.4417
10340,LUAD,normal,4.9649
10341,LUAD,normal,4.8012
10342,LUAD,normal,4.6988
10343,LUAD,normal,4.2274
10344,LUAD,normal,4.2258
10345,LUAD,normal,5.0405
10346,LUAD,normal,4.5129
10347,LUAD,normal,4.5072
10348,LUAD,normal,4.6065
10349,LUAD,normal,4.38
10350,LUAD,normal,4.9677
10351,LUAD,normal,3.8788
10352,LUAD,normal,4.7022
10353,LUAD,normal,3.8729
10354,LUAD,normal,4.3702
10355,LUAD,normal,3.9865
10356,LUAD,normal,4.8973
10357,LUAD,normal,4.0867
10358,LUAD,normal,4.4027
10359,LUAD,normal,3.9561
10360,LUAD,normal,4.309
10361,LUAD,normal,4.641
10362,LUAD,normal,4.3827
10363,LUAD,normal,4.4263
10364,LUAD,normal,4.701
10365,LUAD,normal,4.5028
10366,LUAD,normal,3.7909
10367,LUAD,normal,4.6798
10368,LUAD,normal,4.7404
10369,LUAD,normal,4.3583
10370,LUAD,normal,3.5669
10371,LUAD,tumor,3.89927052639
10372,LUAD,tumor,4.2648498746
10373,LUAD,tumor,2.60274268418
10374,LUAD,tumor,2.16062137941
10375,LUAD,tumor,4.36812003269
10376,LUAD,tumor,4.14302882339
10377,LUAD,tumor,3.89732673971
10378,LUAD,tumor,4.51779685847
10379,LUAD,tumor,2.82459585627
10380,LUAD,tumor,4.53920951495
10381,LUAD,tumor,4.23096885184
10382,LUAD,tumor,1.90727680953
10383,LUAD,normal,3.4437
10384,LUAD,normal,4.3793
10385,LUAD,normal,3.8857
10386,LUAD,normal,3.9561
10387,LUAD,normal,4.6577
10388,LUAD,normal,3.9223
10389,LUAD,normal,2.1957
10390,LUAD,normal,3.9774
10391,LUAD,normal,4.0515
10392,LUAD,normal,4.6177
10393,LUAD,normal,4.1053
10394,LUAD,normal,4.1417
10395,LUAD,normal,3.9204
10396,LUAD,normal,3.4622
10397,LUAD,normal,2.9356
10398,LUAD,normal,4.5826
10399,LUAD,normal,2.7679
10400,LUAD,normal,3.2112
10401,LUAD,normal,2.3193
10402,LUAD,normal,3.8944
10403,LUAD,normal,-9.9658
10404,LUAD,normal,3.38
10405,LUAD,normal,4.4732
10406,LUAD,normal,3.4596
10407,LUAD,normal,4.1136
10408,LUAD,normal,5.1206
10409,LUAD,normal,4.3456
10410,LUAD,normal,3.2929
10411,LUAD,normal,3.6916
10412,LUAD,normal,3.5947
10413,LUAD,normal,4.6165
10414,LUAD,normal,2.6602
10415,LUAD,normal,4.235
10416,LUAD,normal,4.0392
10417,LUAD,normal,3.9022
10418,LUAD,normal,3.7105
10419,LUAD,normal,3.6066
10420,LUAD,normal,3.4569
10421,LUAD,normal,2.6738
10422,LUAD,normal,3.1145
10423,LUAD,normal,3.3842
10424,LUAD,normal,4.3793
10425,LUAD,normal,3.7017
10426,LUAD,normal,3.4251
10427,LUAD,normal,4.4823
10428,LUAD,normal,4.0782
10429,LUAD,normal,3.644
10430,LUAD,normal,4.2041
10431,LUAD,normal,3.0961
10432,LUAD,normal,3.7248
10433,LUAD,normal,4.4496
10434,LUAD,normal,2.4035
10435,LUAD,normal,3.9746
10436,LUAD,normal,2.9893
10437,LUAD,normal,3.8218
10438,LUAD,normal,4.0471
10439,LUAD,normal,3.4596
10440,LUAD,normal,3.5863
10441,LUAD,normal,3.4765
10442,LUAD,normal,3.8531
10443,LUAD,normal,3.6054
10444,LUAD,normal,3.9874
10445,LUAD,normal,3.867
10446,LUAD,normal,3.9204
10447,LUAD,normal,3.3549
10448,LUAD,normal,3.9012
10449,LUAD,normal,3.6566
10450,LUAD,normal,2.1247
10451,LUAD,normal,3.5498
10452,LUAD,normal,3.74
10453,LUAD,normal,3.6497
10454,LUAD,normal,4.1748
10455,LUAD,normal,4.404
10456,LUAD,normal,3.9589
10457,LUAD,normal,4.1547
10458,LUAD,normal,4.2204
10459,LUAD,normal,3.9561
10460,LUAD,normal,3.4371
10461,LUAD,normal,4.3772
10462,LUAD,normal,2.8542
10463,LUAD,normal,4.1891
10464,LUAD,normal,4.0171
10465,LUAD,normal,3.4504
10466,LUAD,normal,3.7291
10467,LUAD,normal,3.7475
10468,LUAD,normal,3.9127
10469,LUAD,normal,3.0358
10470,LUAD,normal,4.166
10471,LUAD,normal,4.7345
10472,LUAD,normal,4.3992
10473,LUAD,normal,4.5161
10474,LUAD,normal,4.5699
10475,LUAD,normal,4.5577
10476,LUAD,normal,3.1987
