,tissue,type2,tpm
4793,GBM,normal,-0.5125
4794,GBM,normal,1.1447
4795,GBM,normal,0.9038
4796,GBM,normal,1.7575
4797,GBM,normal,2.6464
4798,GBM,normal,1.0779
4799,GBM,normal,1.9564
4800,GBM,normal,0.2881
4801,GBM,normal,2.8936
4802,GBM,normal,4.0909
4803,GBM,normal,2.1013
4804,GBM,normal,1.7009
4805,GBM,normal,1.3735
4806,GBM,normal,2.5061
4807,GBM,normal,1.5366
4808,GBM,normal,2.4831
4809,GBM,normal,1.3679
4810,GBM,normal,2.0289
4811,GBM,normal,0.9493
4812,GBM,normal,1.8918
4813,GBM,normal,0.6145
4814,GBM,normal,1.4011
4815,GBM,normal,1.46
4816,GBM,normal,0.6699
4817,GBM,normal,1.766
4818,GBM,normal,1.105
4819,GBM,normal,1.5165
4820,GBM,normal,2.8858
4821,GBM,normal,1.1706
4822,GBM,normal,1.5316
4823,GBM,normal,0.4016
4824,GBM,normal,0.9568
4825,GBM,normal,1.9638
4826,GBM,normal,2.1702
4827,GBM,normal,1.3791
4828,GBM,normal,1.4911
4829,GBM,normal,1.8524
4830,GBM,normal,1.3454
4831,GBM,normal,1.9302
4832,GBM,normal,1.0779
4833,GBM,normal,0.8082
4834,GBM,normal,1.1706
4835,GBM,normal,1.5316
4836,GBM,normal,1.7995
4837,GBM,normal,2.3898
4838,GBM,normal,0.5859
4839,GBM,normal,1.177
4840,GBM,normal,0.5955
4841,GBM,normal,1.5661
4842,GBM,normal,2.0979
4843,GBM,normal,1.196
4844,GBM,normal,1.3956
4845,GBM,normal,1.7141
4846,GBM,normal,1.2815
4847,GBM,normal,1.4547
4848,GBM,normal,1.3225
4849,GBM,normal,1.7316
4850,GBM,normal,1.6374
4851,GBM,normal,2.2931
4852,GBM,normal,1.692
4853,GBM,normal,-0.1031
4854,GBM,normal,1.8722
4855,GBM,normal,1.1641
4856,GBM,normal,1.7273
4857,GBM,normal,2.4518
4858,GBM,normal,0.8805
4859,GBM,normal,-0.5543
4860,GBM,normal,2.1957
4861,GBM,normal,0.547
4862,GBM,normal,2.971
4863,GBM,normal,1.8762
4864,GBM,normal,1.8918
4865,GBM,normal,3.5742
4866,GBM,normal,3.0234
4867,GBM,normal,2.9281
4868,GBM,normal,3.4945
4869,GBM,normal,0.8568
4870,GBM,normal,1.2696
4871,GBM,normal,1.3623
4872,GBM,normal,1.9149
4873,GBM,normal,1.6187
4874,GBM,normal,0.5271
4875,GBM,normal,2.299
4876,GBM,normal,1.8078
4877,GBM,normal,1.6649
4878,GBM,normal,1.9264
4879,GBM,normal,1.8363
4880,GBM,normal,1.7053
4881,GBM,normal,1.1833
4882,GBM,normal,1.1117
4883,GBM,normal,1.3901
4884,GBM,normal,1.3511
4885,GBM,normal,2.0004
4886,GBM,normal,0.4865
4887,GBM,normal,2.685
4888,GBM,normal,-9.9658
4889,GBM,normal,0.6699
4890,GBM,normal,0.688
4891,GBM,normal,1.0293
4892,GBM,normal,1.7786
4893,GBM,normal,2.0912
4894,GBM,normal,3.9384
4895,GBM,normal,1.1382
4896,GBM,normal,1.674
4897,GBM,normal,1.0915
4898,GBM,normal,2.1411
4899,GBM,normal,1.7489
4900,GBM,normal,1.6327
4901,GBM,normal,0.8883
4902,GBM,normal,0.8647
4903,GBM,normal,2.3981
4904,GBM,normal,2.1313
4905,GBM,normal,0.7664
4906,GBM,normal,1.9149
4907,GBM,normal,1.3567
4908,GBM,normal,0.5568
4909,GBM,normal,1.6604
4910,GBM,normal,0.8805
4911,GBM,normal,2.0535
4912,GBM,normal,1.5115
4913,GBM,normal,3.1797
4914,GBM,normal,2.3732
4915,GBM,normal,2.6805
4916,GBM,normal,2.4883
4917,GBM,normal,1.0503
4918,GBM,normal,2.3048
4919,GBM,normal,2.3843
4920,GBM,normal,1.8404
4921,GBM,normal,1.5612
4922,GBM,normal,2.1345
4923,GBM,normal,3.4622
4924,GBM,normal,1.4962
4925,GBM,normal,0.7579
4926,GBM,normal,0.8883
4927,GBM,normal,1.0642
4928,GBM,normal,0.4865
4929,GBM,normal,1.7273
4930,GBM,normal,1.5902
4931,GBM,normal,1.5165
4932,GBM,normal,0.8961
4933,GBM,normal,2.3077
4934,GBM,normal,-1.685
4935,GBM,normal,0.6699
4936,GBM,normal,0.4233
4937,GBM,normal,0.6425
4938,GBM,normal,0.7058
4939,GBM,normal,1.5465
4940,GBM,normal,0.4447
4941,GBM,normal,2.1541
4942,GBM,normal,2.043
4943,GBM,normal,1.8722
4944,GBM,normal,1.7828
4945,GBM,normal,2.6828
4946,GBM,normal,1.1897
4947,GBM,normal,1.5806
4948,GBM,normal,0.537
4949,GBM,normal,1.8957
4950,GBM,normal,3.1939
4951,GBM,normal,1.2147
4952,GBM,normal,2.1047
4953,GBM,normal,1.2455
4954,GBM,normal,1.0915
4955,GBM,normal,2.1444
4956,GBM,normal,-0.2328
4957,GBM,normal,1.3679
4958,GBM,normal,2.1047
4959,GBM,normal,1.2271
4960,GBM,normal,1.8957
4961,GBM,normal,0.2998
4962,GBM,normal,0.6239
4963,GBM,normal,1.9895
4964,GBM,normal,1.2576
4965,GBM,normal,-0.013
4966,GBM,normal,1.0079
4967,GBM,normal,3.1045
4968,GBM,normal,2.3592
4969,GBM,normal,2.081
4970,GBM,normal,2.2175
4971,GBM,normal,2.5828
4972,GBM,normal,1.8242
4973,GBM,normal,2.0776
4974,GBM,normal,-0.0277
4975,GBM,normal,0.1388
4976,GBM,normal,1.3791
4977,GBM,normal,1.8762
4978,GBM,normal,1.674
4979,GBM,normal,2.3536
4980,GBM,normal,3.83
4981,GBM,normal,4.8983
4982,GBM,normal,0.9642
4983,GBM,normal,1.4704
4984,GBM,normal,1.6558
4985,GBM,normal,0.03
4986,GBM,normal,1.1184
4987,GBM,normal,-9.9658
4988,GBM,normal,1.3225
4989,GBM,normal,3.5349
4990,GBM,normal,1.0293
4991,GBM,normal,2.2175
4992,GBM,normal,0.1903
4993,GBM,normal,2.1509
4994,GBM,normal,1.8404
4995,GBM,normal,2.1378
4996,GBM,normal,0.9343
4997,GBM,normal,1.4065
4998,GBM,normal,0.9935
4999,GBM,normal,1.2147
5000,GBM,normal,1.3397
5001,GBM,normal,0.5666
5002,GBM,normal,0.2881
5003,GBM,normal,0.8408
5004,GBM,normal,1.884
5005,GBM,normal,2.0183
5006,GBM,normal,1.8282
5007,GBM,normal,1.7912
5008,GBM,normal,0.5069
5009,GBM,normal,0.7146
5010,GBM,normal,1.5266
5011,GBM,normal,1.8282
5012,GBM,normal,1.0222
5013,GBM,normal,-0.0877
5014,GBM,normal,-0.2159
5015,GBM,normal,1.6234
5016,GBM,normal,1.4911
5017,GBM,normal,2.4727
5018,GBM,normal,2.0535
5019,GBM,normal,1.0222
5020,GBM,normal,1.9111
5021,GBM,normal,1.7828
5022,GBM,normal,-0.5973
5023,GBM,normal,1.5266
5024,GBM,normal,1.3454
5025,GBM,normal,3.2692
5026,GBM,normal,1.4547
5027,GBM,normal,1.8643
5028,GBM,normal,1.5563
5029,GBM,normal,0.5568
5030,GBM,normal,0.688
5031,GBM,normal,2.496
5032,GBM,normal,0.6517
5033,GBM,normal,1.3567
5034,GBM,normal,0.7058
5035,GBM,normal,1.3109
5036,GBM,normal,1.3623
5037,GBM,normal,1.0779
5038,GBM,normal,2.004
5039,GBM,normal,2.7951
5040,GBM,normal,1.2696
5041,GBM,normal,2.1574
5042,GBM,normal,1.5366
5043,GBM,normal,1.7912
5044,GBM,normal,1.4652
5045,GBM,normal,1.787
5046,GBM,normal,2.5338
5047,GBM,normal,2.1766
5048,GBM,normal,3.1604
5049,GBM,normal,1.0433
5050,GBM,normal,1.7702
5051,GBM,normal,1.4652
5052,GBM,normal,0.6969
5053,GBM,normal,0.7493
5054,GBM,normal,0.9642
5055,GBM,normal,1.0503
5056,GBM,normal,1.3397
5057,GBM,normal,1.2516
5058,GBM,normal,1.3623
5059,GBM,normal,2.043
5060,GBM,normal,0.3231
5061,GBM,normal,0.1257
5062,GBM,normal,1.4388
5063,GBM,normal,1.6466
5064,GBM,normal,1.9675
5065,GBM,normal,1.6512
5066,GBM,normal,3.0602
5067,GBM,normal,1.0503
5068,GBM,normal,1.3397
5069,GBM,normal,2.0325
5070,GBM,normal,1.9822
5071,GBM,normal,2.1013
5072,GBM,normal,2.0183
5073,GBM,normal,1.0915
5074,GBM,normal,1.2875
5075,GBM,normal,1.4065
5076,GBM,normal,-0.1187
5077,GBM,normal,1.2756
5078,GBM,normal,0.9935
5079,GBM,normal,1.4441
5080,GBM,normal,0.5763
5081,GBM,normal,2.0111
5082,GBM,normal,1.674
5083,GBM,normal,1.0573
5084,GBM,normal,2.0844
5085,GBM,normal,2.0912
5086,GBM,normal,1.0779
5087,GBM,normal,0.9568
5088,GBM,normal,2.0844
5089,GBM,normal,2.2391
5090,GBM,normal,1.4228
5091,GBM,normal,1.6045
5092,GBM,normal,0.5763
5093,GBM,normal,1.4441
5094,GBM,normal,1.7229
5095,GBM,normal,1.8957
5096,GBM,normal,1.4174
5097,GBM,normal,1.4652
5098,GBM,normal,1.6187
5099,GBM,normal,1.4704
5100,GBM,normal,0.8327
5101,GBM,normal,-0.0574
5102,GBM,normal,1.0222
5103,GBM,normal,1.9452
5104,GBM,normal,2.043
5105,GBM,normal,1.5064
5106,GBM,normal,2.0183
5107,GBM,normal,1.4174
5108,GBM,normal,0.3573
5109,GBM,normal,1.5064
5110,GBM,normal,0.9568
5111,GBM,normal,1.674
5112,GBM,normal,1.7912
5113,GBM,normal,0.8726
5114,GBM,normal,-0.7108
5115,GBM,normal,-0.0725
5116,GBM,normal,1.3167
5117,GBM,normal,2.4934
5118,GBM,normal,2.8096
5119,GBM,normal,1.0573
5120,GBM,normal,1.7273
5121,GBM,normal,2.3019
5122,GBM,normal,1.1117
5123,GBM,normal,1.2516
5124,GBM,normal,1.9895
5125,GBM,normal,0.5271
5126,GBM,normal,0.517
5127,GBM,normal,2.2082
5128,GBM,normal,1.0151
5129,GBM,normal,1.7229
5130,GBM,normal,0.8408
5131,GBM,normal,0.8246
5132,GBM,normal,1.2085
5133,GBM,normal,2.9281
5134,GBM,normal,0.0854
5135,GBM,normal,1.0222
5136,GBM,normal,1.2023
5137,GBM,normal,1.6327
5138,GBM,normal,1.0007
5139,GBM,normal,1.6604
5140,GBM,normal,0.434
5141,GBM,normal,1.6234
5142,GBM,normal,1.3679
5143,GBM,normal,0.5763
5144,GBM,normal,1.9302
5145,GBM,normal,0.9862
5146,GBM,normal,2.5288
5147,GBM,normal,1.6234
5148,GBM,normal,1.2209
5149,GBM,normal,1.5316
5150,GBM,normal,2.0535
5151,GBM,normal,1.2394
5152,GBM,normal,0.2029
5153,GBM,normal,1.1117
5154,GBM,normal,1.0363
5155,GBM,normal,1.4808
5156,GBM,normal,3.0533
5157,GBM,normal,1.2333
5158,GBM,normal,0.7916
5159,GBM,normal,1.3167
5160,GBM,normal,2.1798
5161,GBM,normal,1.3167
5162,GBM,normal,0.547
5163,GBM,normal,1.5013
5164,GBM,normal,1.3397
5165,GBM,normal,2.4701
5166,GBM,normal,2.4279
5167,GBM,normal,0.8327
5168,GBM,normal,2.05
5169,GBM,normal,0.9789
5170,GBM,normal,0.4233
5171,GBM,normal,2.5536
5172,GBM,normal,1.3051
5173,GBM,normal,2.4117
5174,GBM,normal,2.9052
5175,GBM,normal,1.5266
5176,GBM,normal,0.8327
5177,GBM,normal,1.3679
5178,GBM,normal,2.3843
5179,GBM,normal,1.2271
5180,GBM,normal,1.8323
5181,GBM,normal,0.9268
5182,GBM,normal,1.0711
5183,GBM,normal,1.9264
5184,GBM,normal,0.6425
5185,GBM,normal,2.0569
5186,GBM,normal,1.4228
5187,GBM,normal,1.5165
5188,GBM,normal,0.5271
5189,GBM,normal,5.8159
5190,GBM,normal,1.0503
5191,GBM,normal,2.4439
5192,GBM,normal,1.1184
5193,GBM,normal,2.496
5194,GBM,normal,2.4225
5195,GBM,normal,0.8246
5196,GBM,normal,1.9895
5197,GBM,normal,0.9862
5198,GBM,normal,0.8961
5199,GBM,normal,2.2633
5200,GBM,normal,1.949
5201,GBM,normal,1.595
5202,GBM,normal,2.0147
5203,GBM,normal,0.8647
5204,GBM,normal,2.2813
5205,GBM,normal,0.5271
5206,GBM,normal,0.4552
5207,GBM,normal,1.0983
5208,GBM,normal,-0.1828
5209,GBM,normal,1.1512
5210,GBM,normal,1.0779
5211,GBM,normal,1.0222
5212,GBM,normal,1.5514
5213,GBM,normal,1.8242
5214,GBM,normal,1.7053
5215,GBM,normal,1.5316
5216,GBM,normal,1.1447
5217,GBM,normal,1.5415
5218,GBM,normal,2.1862
5219,GBM,normal,2.1702
5220,GBM,normal,1.1184
5221,GBM,normal,1.1117
5222,GBM,normal,1.614
5223,GBM,normal,1.2576
5224,GBM,normal,1.8363
5225,GBM,normal,2.2237
5226,GBM,normal,1.0642
5227,GBM,normal,0.6699
5228,GBM,normal,0.8805
5229,GBM,normal,1.8643
5230,GBM,normal,2.0076
5231,GBM,normal,1.6374
5232,GBM,normal,1.5415
5233,GBM,normal,1.9859
5234,GBM,normal,2.3135
5235,GBM,normal,2.2175
5236,GBM,normal,2.1378
5237,GBM,normal,1.7141
5238,GBM,normal,1.7575
5239,GBM,normal,1.7532
5240,GBM,normal,1.46
5241,GBM,normal,2.59
5242,GBM,normal,2.2513
5243,GBM,normal,-9.9658
5244,GBM,normal,1.9111
5245,GBM,normal,2.0776
5246,GBM,normal,1.4547
5247,GBM,normal,2.6019
5248,GBM,normal,3.4543
5249,GBM,normal,0.7407
5250,GBM,normal,0.8246
5251,GBM,normal,2.4571
5252,GBM,normal,2.5876
5253,GBM,normal,2.9109
5254,GBM,normal,1.5854
5255,GBM,normal,1.674
5256,GBM,normal,1.6649
5257,GBM,normal,1.5266
5258,GBM,normal,1.0079
5259,GBM,normal,1.4011
5260,GBM,normal,1.6695
5261,GBM,normal,1.8722
5262,GBM,normal,1.1382
5263,GBM,normal,0.4447
5264,GBM,normal,1.5563
5265,GBM,normal,2.2452
5266,GBM,normal,1.3791
5267,GBM,normal,1.0573
5268,GBM,normal,2.5188
5269,GBM,normal,1.1706
5270,GBM,normal,2.1957
5271,GBM,normal,2.0742
5272,GBM,normal,0.5271
5273,GBM,normal,2.676
5274,GBM,normal,0.6699
5275,GBM,normal,1.8404
5276,GBM,normal,1.2394
5277,GBM,normal,1.5514
5278,GBM,normal,1.949
5279,GBM,normal,1.8119
5280,GBM,normal,0.9419
5281,GBM,normal,1.766
5282,GBM,normal,2.5511
5283,GBM,normal,1.5064
5284,GBM,normal,0.8961
5285,GBM,normal,1.674
5286,GBM,normal,0.7233
5287,GBM,normal,4.7783
5288,GBM,normal,0.7916
5289,GBM,normal,3.0568
5290,GBM,normal,1.4652
5291,GBM,normal,1.2023
5292,GBM,normal,2.0604
5293,GBM,normal,1.7403
5294,GBM,normal,1.5661
5295,GBM,normal,0.605
5296,GBM,normal,0.9115
5297,GBM,normal,1.7828
5298,GBM,normal,2.1213
5299,GBM,normal,2.1925
5300,GBM,normal,1.8801
5301,GBM,normal,2.0844
5302,GBM,normal,1.1641
5303,GBM,normal,1.9415
5304,GBM,normal,1.7532
5305,GBM,normal,2.1313
5306,GBM,normal,1.674
5307,GBM,normal,1.6695
5308,GBM,normal,1.7185
5309,GBM,normal,0.7058
5310,GBM,normal,0.9493
5311,GBM,normal,1.2209
5312,GBM,normal,2.3451
5313,GBM,normal,0.9568
5314,GBM,normal,1.3397
5315,GBM,normal,1.8242
5316,GBM,normal,1.3397
5317,GBM,normal,1.9302
5318,GBM,normal,2.5288
5319,GBM,normal,1.614
5320,GBM,normal,1.3051
5321,GBM,normal,1.4547
5322,GBM,normal,2.05
5323,GBM,normal,0.9115
5324,GBM,normal,0.3573
5325,GBM,normal,1.5854
5326,GBM,normal,1.177
5327,GBM,normal,-0.6873
5328,GBM,normal,0.9568
5329,GBM,normal,1.8604
5330,GBM,normal,2.0569
5331,GBM,normal,1.3397
5332,GBM,normal,1.9601
5333,GBM,normal,1.6604
5334,GBM,normal,1.4174
5335,GBM,normal,2.8955
5336,GBM,normal,0.6517
5337,GBM,normal,1.0079
5338,GBM,normal,0.8805
5339,GBM,normal,2.6647
5340,GBM,normal,0.7916
5341,GBM,normal,2.3135
5342,GBM,normal,1.3167
5343,GBM,normal,0.1388
5344,GBM,normal,2.1798
5345,GBM,normal,2.9784
5346,GBM,normal,0.7999
5347,GBM,normal,1.5165
5348,GBM,normal,1.0642
5349,GBM,normal,0.7748
5350,GBM,normal,-0.1345
5351,GBM,normal,0.3346
5352,GBM,normal,0.346
5353,GBM,normal,1.766
5354,GBM,normal,1.9527
5355,GBM,normal,0.6425
5356,GBM,normal,0.679
5357,GBM,normal,2.0979
5358,GBM,normal,1.3567
5359,GBM,normal,2.0289
5360,GBM,normal,1.614
5361,GBM,normal,2.8819
5362,GBM,normal,1.3283
5363,GBM,normal,1.7053
5364,GBM,normal,1.5563
5365,GBM,normal,1.8524
5366,GBM,normal,0.9115
5367,GBM,normal,1.2696
5368,GBM,normal,0.9493
5369,GBM,normal,2.4171
5370,GBM,normal,0.7493
5371,GBM,normal,2.7993
5372,GBM,normal,1.196
5373,GBM,normal,1.5415
5374,GBM,normal,1.4281
5375,GBM,normal,1.0151
5376,GBM,normal,1.7141
5377,GBM,normal,2.7826
5378,GBM,normal,1.7532
5379,GBM,normal,1.2516
5380,GBM,normal,1.8996
5381,GBM,normal,2.3843
5382,GBM,normal,1.1641
5383,GBM,normal,1.6964
5384,GBM,normal,1.105
5385,GBM,normal,0.8961
5386,GBM,normal,2.1925
5387,GBM,normal,2.2206
5388,GBM,normal,2.2842
5389,GBM,normal,0.8961
5390,GBM,normal,1.334
5391,GBM,normal,1.6785
5392,GBM,normal,2.4649
5393,GBM,normal,1.5563
5394,GBM,normal,0.9568
5395,GBM,normal,1.7446
5396,GBM,normal,2.1047
5397,GBM,normal,1.8078
5398,GBM,normal,2.5263
5399,GBM,normal,-0.3201
5400,GBM,normal,1.7273
5401,GBM,normal,1.7954
5402,GBM,normal,2.8838
5403,GBM,normal,0.688
5404,GBM,normal,1.6466
5405,GBM,normal,1.2875
5406,GBM,normal,2.4008
5407,GBM,normal,2.6487
5408,GBM,normal,2.5683
5409,GBM,normal,2.2051
5410,GBM,normal,0.9191
5411,GBM,normal,1.9452
5412,GBM,normal,0.2522
5413,GBM,normal,0.2277
5414,GBM,normal,1.4281
5415,GBM,normal,1.6466
5416,GBM,normal,1.8957
5417,GBM,normal,1.4652
5418,GBM,normal,1.3225
5419,GBM,normal,2.2663
5420,GBM,normal,1.0363
5421,GBM,normal,1.6327
5422,GBM,normal,0.7407
5423,GBM,normal,1.7273
5424,GBM,normal,1.2934
5425,GBM,normal,1.4388
5426,GBM,normal,2.128
5427,GBM,normal,1.5998
5428,GBM,normal,0.7233
5429,GBM,normal,0.6425
5430,GBM,normal,1.1316
5431,GBM,normal,1.105
5432,GBM,normal,2.2513
5433,GBM,normal,3.1939
5434,GBM,normal,0.9493
5435,GBM,normal,1.6234
5436,GBM,normal,0.6699
5437,GBM,normal,1.1833
5438,GBM,normal,1.3225
5439,GBM,normal,1.2756
5440,GBM,normal,1.7532
5441,GBM,normal,1.4494
5442,GBM,normal,0.7407
5443,GBM,normal,2.5731
5444,GBM,normal,2.5036
5445,GBM,normal,3.3647
5446,GBM,normal,2.2421
5447,GBM,normal,1.6374
5448,GBM,normal,5.3747
5449,GBM,normal,2.3366
5450,GBM,normal,1.3109
5451,GBM,normal,-0.2159
5452,GBM,normal,1.5758
5453,GBM,normal,1.2394
5454,GBM,normal,1.692
5455,GBM,normal,1.1316
5456,GBM,normal,1.2815
5457,GBM,normal,0.5763
5458,GBM,normal,1.5612
5459,GBM,normal,1.8078
5460,GBM,normal,1.3109
5461,GBM,normal,3.4648
5462,GBM,normal,3.2049
5463,GBM,normal,1.196
5464,GBM,normal,0.9862
5465,GBM,normal,0.6517
5466,GBM,normal,2.1013
5467,GBM,normal,3.8935
5468,GBM,normal,1.46
5469,GBM,normal,2.2206
5470,GBM,normal,0.6332
5471,GBM,normal,1.0711
5472,GBM,normal,2.2051
5473,GBM,normal,0.9642
5474,GBM,normal,0.4233
5475,GBM,normal,0.7916
5476,GBM,normal,1.3567
5477,GBM,normal,-9.9658
5478,GBM,normal,2.2113
5479,GBM,normal,0.537
5480,GBM,normal,-0.013
5481,GBM,normal,1.3051
5482,GBM,normal,3.8739
5483,GBM,normal,0.4233
5484,GBM,normal,2.1114
5485,GBM,normal,1.4652
5486,GBM,normal,1.2516
5487,GBM,normal,1.2934
5488,GBM,normal,1.5415
5489,GBM,normal,1.8282
5490,GBM,normal,1.6374
5491,GBM,normal,1.6466
5492,GBM,normal,0.9115
5493,GBM,normal,1.2085
5494,GBM,normal,1.5806
5495,GBM,normal,1.1706
5496,GBM,normal,1.3511
5497,GBM,normal,2.167
5498,GBM,normal,2.0878
5499,GBM,normal,1.5612
5500,GBM,normal,1.8201
5501,GBM,normal,2.3564
5502,GBM,normal,1.2815
5503,GBM,normal,1.4065
5504,GBM,normal,2.4544
5505,GBM,normal,2.0183
5506,GBM,normal,0.8246
5507,GBM,normal,1.7702
5508,GBM,normal,1.7995
5509,GBM,normal,1.4652
5510,GBM,normal,2.5213
5511,GBM,normal,2.1638
5512,GBM,normal,2.3479
5513,GBM,normal,2.4518
5514,GBM,normal,1.2455
5515,GBM,normal,0.6699
5516,GBM,normal,1.1706
5517,GBM,normal,0.7493
5518,GBM,normal,1.6374
5519,GBM,normal,-0.2328
5520,GBM,normal,1.5854
5521,GBM,normal,2.609
5522,GBM,normal,1.2333
5523,GBM,normal,1.9564
5524,GBM,normal,2.4117
5525,GBM,normal,1.9859
5526,GBM,normal,1.7786
5527,GBM,normal,1.2333
5528,GBM,normal,1.3623
5529,GBM,normal,2.496
5530,GBM,normal,2.0844
5531,GBM,normal,1.0915
5532,GBM,normal,2.2299
5533,GBM,normal,2.4779
5534,GBM,normal,0.8408
5535,GBM,normal,1.8683
5536,GBM,normal,2.236
5537,GBM,normal,3.091
5538,GBM,normal,2.7227
5539,GBM,normal,3.4687
5540,GBM,normal,1.3109
5541,GBM,normal,1.334
5542,GBM,normal,1.7097
5543,GBM,normal,1.196
5544,GBM,normal,2.0673
5545,GBM,normal,2.3222
5546,GBM,normal,1.8524
5547,GBM,normal,1.4335
5548,GBM,normal,1.884
5549,GBM,normal,1.334
5550,GBM,normal,0.7832
5551,GBM,normal,2.7051
5552,GBM,normal,0.9642
5553,GBM,normal,2.2268
5554,GBM,normal,1.9226
5555,GBM,normal,2.1988
5556,GBM,normal,1.5316
5557,GBM,normal,1.3397
5558,GBM,normal,0.547
5559,GBM,normal,1.9859
5560,GBM,normal,2.3953
5561,GBM,normal,2.0742
5562,GBM,normal,1.7532
5563,GBM,normal,1.3791
5564,GBM,normal,2.1574
5565,GBM,normal,1.7954
5566,GBM,normal,2.5011
5567,GBM,normal,2.2144
5568,GBM,normal,3.0791
5569,GBM,normal,0.5069
5570,GBM,normal,1.5165
5571,GBM,normal,-0.3383
5572,GBM,normal,2.2082
5573,GBM,normal,2.1114
5574,GBM,normal,2.1047
5575,GBM,normal,1.6512
5576,GBM,normal,3.6136
5577,GBM,normal,0.2277
5578,GBM,normal,0.8327
5579,GBM,normal,-0.1993
5580,GBM,normal,0.517
5581,GBM,normal,1.4228
5582,GBM,normal,1.7912
5583,GBM,normal,1.4652
5584,GBM,normal,2.4225
5585,GBM,normal,1.2085
5586,GBM,normal,-9.9658
5587,GBM,normal,1.6964
5588,GBM,normal,1.9302
5589,GBM,normal,2.7784
5590,GBM,normal,1.5266
5591,GBM,normal,1.7617
5592,GBM,normal,1.5854
5593,GBM,normal,1.9786
5594,GBM,normal,0.8647
5595,GBM,normal,2.8482
5596,GBM,normal,2.1574
5597,GBM,normal,2.3308
5598,GBM,normal,1.4174
5599,GBM,normal,0.7493
5600,GBM,normal,1.5316
5601,GBM,normal,2.118
5602,GBM,normal,1.2696
5603,GBM,normal,2.043
5604,GBM,normal,1.5216
5605,GBM,normal,1.105
5606,GBM,normal,0.605
5607,GBM,normal,1.2333
5608,GBM,normal,0.1648
5609,GBM,normal,0.9343
5610,GBM,normal,1.8996
5611,GBM,normal,1.3283
5612,GBM,normal,1.6374
5613,GBM,normal,1.125
5614,GBM,normal,1.4808
5615,GBM,normal,0.9191
5616,GBM,normal,1.8879
5617,GBM,normal,2.4063
5618,GBM,normal,1.5165
5619,GBM,normal,2.0912
5620,GBM,normal,1.0151
5621,GBM,normal,1.0433
5622,GBM,normal,-0.1993
5623,GBM,normal,0.7664
5624,GBM,normal,1.2085
5625,GBM,normal,1.6604
5626,GBM,normal,0.7321
5627,GBM,normal,1.5514
5628,GBM,normal,1.5266
5629,GBM,normal,1.4756
5630,GBM,normal,1.7575
5631,GBM,normal,1.2209
5632,GBM,normal,0.4865
5633,GBM,normal,2.2513
5634,GBM,normal,1.0363
5635,GBM,normal,3.2752
5636,GBM,normal,2.0183
5637,GBM,normal,0.9642
5638,GBM,normal,1.4228
5639,GBM,normal,2.3788
5640,GBM,normal,1.0711
5641,GBM,normal,1.5563
5642,GBM,normal,1.8036
5643,GBM,normal,1.7273
5644,GBM,normal,1.5998
5645,GBM,normal,1.125
5646,GBM,normal,4.3126
5647,GBM,normal,0.7233
5648,GBM,normal,1.0983
5649,GBM,normal,1.2147
5650,GBM,normal,2.2175
5651,GBM,normal,1.412
5652,GBM,normal,1.5709
5653,GBM,normal,0.9038
5654,GBM,normal,1.4652
5655,GBM,normal,-0.2845
5656,GBM,normal,1.7229
5657,GBM,normal,2.4465
5658,GBM,normal,1.1897
5659,GBM,normal,-0.394
5660,GBM,normal,1.934
5661,GBM,normal,1.674
5662,GBM,normal,1.3109
5663,GBM,normal,1.0983
5664,GBM,normal,2.4985
5665,GBM,normal,2.5658
5666,GBM,normal,1.8918
5667,GBM,normal,2.96
5668,GBM,normal,1.7575
5669,GBM,normal,0.6608
5670,GBM,normal,-0.0425
5671,GBM,normal,0.5763
5672,GBM,normal,2.1925
5673,GBM,normal,1.3623
5674,GBM,normal,1.0573
5675,GBM,normal,2.043
5676,GBM,normal,0.7832
5677,GBM,normal,1.1706
5678,GBM,normal,1.3735
5679,GBM,normal,1.5165
5680,GBM,normal,0.7407
5681,GBM,normal,2.1213
5682,GBM,normal,1.6512
5683,GBM,normal,2.9802
5684,GBM,normal,1.7273
5685,GBM,normal,1.8683
5686,GBM,normal,1.6466
5687,GBM,normal,1.7575
5688,GBM,normal,1.125
5689,GBM,normal,2.6161
5690,GBM,normal,0.7579
5691,GBM,normal,0.4761
5692,GBM,normal,1.6558
5693,GBM,normal,2.3898
5694,GBM,normal,1.7229
5695,GBM,normal,2.4753
5696,GBM,normal,1.4441
5697,HNSC,tumor,4.0765
5698,HNSC,tumor,5.7301
5699,HNSC,tumor,3.3787
5700,HNSC,tumor,5.8222
5701,HNSC,tumor,5.2548
5702,HNSC,tumor,4.6877
5703,HNSC,tumor,3.0074
5704,HNSC,tumor,2.2573
5705,HNSC,tumor,4.5748
5706,HNSC,tumor,5.2862
5707,HNSC,tumor,5.954
5708,HNSC,tumor,3.4791
5709,HNSC,tumor,3.8827
5710,HNSC,tumor,3.7389
5711,HNSC,tumor,3.8915
5712,HNSC,tumor,4.3126
5713,HNSC,tumor,6.3441
5714,HNSC,tumor,1.5709
5715,HNSC,tumor,3.6916
5716,HNSC,tumor,5.3147
5717,HNSC,tumor,5.7323
5718,HNSC,tumor,2.8301
5719,HNSC,tumor,5.1514
5720,HNSC,tumor,6.9261
5721,HNSC,tumor,4.3392
5722,HNSC,tumor,6.5064
5723,HNSC,tumor,5.0614
5724,HNSC,tumor,2.0742
