SYMBOL,ENTREZID,gene_id,gene_type
CTSS,1520,ENSG00000163131,protein_coding
CTSV,1515,ENSG00000136943,protein_coding
CTSW,1521,ENSG00000172543,protein_coding
CTSZ,1522,ENSG00000101160,protein_coding
CTTN,2017,ENSG00000085733,protein_coding
CTTNBP2,83992,ENSG00000077063,protein_coding
CTTNBP2NL,55917,ENSG00000143079,protein_coding
CTU1,90353,ENSG00000142544,protein_coding
CTU2,348180,ENSG00000174177,protein_coding
CTXN1,404217,ENSG00000178531,protein_coding
CTXN2,399697,ENSG00000233932,protein_coding
CTXN3,613212,ENSG00000205279,protein_coding
CUBN,8029,ENSG00000107611,protein_coding
CUEDC1,404093,ENSG00000180891,protein_coding
CUEDC2,79004,ENSG00000107874,protein_coding
CUL1,8454,ENSG00000055130,protein_coding
CUL2,8453,ENSG00000108094,protein_coding
CUL3,8452,ENSG00000036257,protein_coding
CUL4A,8451,ENSG00000139842,protein_coding
CUL4B,8450,ENSG00000158290,protein_coding
CUL5,8065,ENSG00000166266,protein_coding
CUL7,9820,ENSG00000044090,protein_coding
CUL9,23113,ENSG00000112659,protein_coding
CUTA,51596,ENSG00000112514,protein_coding
CUTC,51076,ENSG00000119929,protein_coding
CUX1,1523,ENSG00000257923,protein_coding
CUX2,23316,ENSG00000111249,protein_coding
CUZD1,50624,ENSG00000138161,protein_coding
CWC15,51503,ENSG00000150316,protein_coding
CWC22,57703,ENSG00000163510,protein_coding
CWC25,54883,ENSG00000273559,protein_coding
CWC27,10283,ENSG00000153015,protein_coding
CWF19L1,55280,ENSG00000095485,protein_coding
CWF19L2,143884,ENSG00000152404,protein_coding
CWH43,80157,ENSG00000109182,protein_coding
CX3CL1,6376,ENSG00000006210,protein_coding
CX3CR1,1524,ENSG00000168329,protein_coding
CXADR,1525,ENSG00000154639,protein_coding
CXCL1,2919,ENSG00000163739,protein_coding
CXCL10,3627,ENSG00000169245,protein_coding
CXCL11,6373,ENSG00000169248,protein_coding
CXCL12,6387,ENSG00000107562,protein_coding
CXCL13,10563,ENSG00000156234,protein_coding
CXCL14,9547,ENSG00000145824,protein_coding
CXCL16,58191,ENSG00000161921,protein_coding
CXCL17,284340,ENSG00000189377,protein_coding
CXCL2,2920,ENSG00000081041,protein_coding
CXCL3,2921,ENSG00000163734,protein_coding
CXCL5,6374,ENSG00000163735,protein_coding
CXCL6,6372,ENSG00000124875,protein_coding
CXCL8,3576,ENSG00000169429,protein_coding
CXCL9,4283,ENSG00000138755,protein_coding
CXCR1,3577,ENSG00000163464,protein_coding
CXCR2,3579,ENSG00000180871,protein_coding
CXCR3,2833,ENSG00000186810,protein_coding
CXCR4,7852,ENSG00000121966,protein_coding
CXCR5,643,ENSG00000160683,protein_coding
CXCR6,10663,ENSG00000172215,protein_coding
CXorf21,80231,ENSG00000120280,protein_coding
CXorf38,159013,ENSG00000185753,protein_coding
CXorf40A,91966,ENSG00000197620,protein_coding
CXorf40B,541578,ENSG00000197021,protein_coding
CXorf49,100130361,ENSG00000215115,protein_coding
CXorf49B,100132994,ENSG00000215113,protein_coding
CXorf56,63932,ENSG00000018610,protein_coding
CXorf58,254158,ENSG00000165182,protein_coding
CXorf65,158830,ENSG00000204165,protein_coding
CXorf66,347487,ENSG00000203933,protein_coding
CXorf67,340602,ENSG00000187690,protein_coding
CXXC1,30827,ENSG00000154832,protein_coding
CXXC4,80319,ENSG00000168772,protein_coding
CXXC5,51523,ENSG00000171604,protein_coding
CYB561,1534,ENSG00000008283,protein_coding
CYB561A3,220002,ENSG00000162144,protein_coding
CYB561D1,284613,ENSG00000174151,protein_coding
CYB561D2,11068,ENSG00000114395,protein_coding
CYB5A,1528,ENSG00000166347,protein_coding
CYB5B,80777,ENSG00000103018,protein_coding
CYB5D1,124637,ENSG00000182224,protein_coding
CYB5D2,124936,ENSG00000167740,protein_coding
CYB5R1,51706,ENSG00000159348,protein_coding
CYB5R2,51700,ENSG00000166394,protein_coding
CYB5R3,1727,ENSG00000100243,protein_coding
CYB5R4,51167,ENSG00000065615,protein_coding
CYB5RL,606495,ENSG00000215883,protein_coding
CYBA,1535,ENSG00000051523,protein_coding
CYBB,1536,ENSG00000165168,protein_coding
CYBRD1,79901,ENSG00000071967,protein_coding
CYC1,1537,ENSG00000179091,protein_coding
CYCS,54205,ENSG00000172115,protein_coding
CYFIP1,23191,ENSG00000273749,protein_coding
CYFIP2,26999,ENSG00000055163,protein_coding
CYGB,114757,ENSG00000161544,protein_coding
CYHR1,50626,ENSG00000187954,protein_coding
CYLC1,1538,ENSG00000183035,protein_coding
CYLC2,1539,ENSG00000155833,protein_coding
CYLD,1540,ENSG00000083799,protein_coding
CYP11A1,1583,ENSG00000140459,protein_coding
CYP11B1,1584,ENSG00000160882,protein_coding
CYP11B2,1585,ENSG00000179142,protein_coding
CYP17A1,1586,ENSG00000148795,protein_coding
CYP19A1,1588,ENSG00000137869,protein_coding
CYP1A1,1543,ENSG00000140465,protein_coding
CYP1A2,1544,ENSG00000140505,protein_coding
CYP1B1,1545,ENSG00000138061,protein_coding
CYP20A1,57404,ENSG00000119004,protein_coding
CYP21A2,1589,ENSG00000231852,protein_coding
CYP24A1,1591,ENSG00000019186,protein_coding
CYP26A1,1592,ENSG00000095596,protein_coding
CYP26B1,56603,ENSG00000003137,protein_coding
CYP26C1,340665,ENSG00000187553,protein_coding
CYP27A1,1593,ENSG00000135929,protein_coding
CYP27B1,1594,ENSG00000111012,protein_coding
CYP27C1,339761,ENSG00000186684,protein_coding
CYP2A13,1553,ENSG00000197838,protein_coding
CYP2A6,1548,ENSG00000255974,protein_coding
CYP2A7,1549,ENSG00000198077,protein_coding
CYP2B6,1555,ENSG00000197408,protein_coding
CYP2C18,1562,ENSG00000108242,protein_coding
CYP2C19,1557,ENSG00000165841,protein_coding
CYP2C8,1558,ENSG00000138115,protein_coding
CYP2C9,1559,ENSG00000138109,protein_coding
CYP2D6,1565,ENSG00000100197,protein_coding
CYP2E1,1571,ENSG00000130649,protein_coding
CYP2F1,1572,ENSG00000197446,protein_coding
CYP2J2,1573,ENSG00000134716,protein_coding
CYP2R1,120227,ENSG00000186104,protein_coding
CYP2S1,29785,ENSG00000167600,protein_coding
CYP2U1,113612,ENSG00000155016,protein_coding
CYP2W1,54905,ENSG00000073067,protein_coding
CYP39A1,51302,ENSG00000146233,protein_coding
CYP3A4,1576,ENSG00000160868,protein_coding
CYP3A43,64816,ENSG00000021461,protein_coding
CYP3A5,1577,ENSG00000106258,protein_coding
CYP3A7,1551,ENSG00000160870,protein_coding
CYP46A1,10858,ENSG00000036530,protein_coding
CYP4A11,1579,ENSG00000187048,protein_coding
CYP4A22,284541,ENSG00000162365,protein_coding
CYP4B1,1580,ENSG00000142973,protein_coding
CYP4F11,57834,ENSG00000171903,protein_coding
CYP4F12,66002,ENSG00000186204,protein_coding
CYP4F2,8529,ENSG00000186115,protein_coding
CYP4F22,126410,ENSG00000171954,protein_coding
CYP4F3,4051,ENSG00000186529,protein_coding
CYP4F8,11283,ENSG00000186526,protein_coding
CYP4V2,285440,ENSG00000145476,protein_coding
CYP4X1,260293,ENSG00000186377,protein_coding
CYP4Z1,199974,ENSG00000186160,protein_coding
CYP51A1,1595,ENSG00000001630,protein_coding
CYP7A1,1581,ENSG00000167910,protein_coding
CYP7B1,9420,ENSG00000172817,protein_coding
CYP8B1,1582,ENSG00000180432,protein_coding
CYR61,3491,ENSG00000142871,protein_coding
CYS1,192668,ENSG00000205795,protein_coding
CYSLTR1,10800,ENSG00000173198,protein_coding
CYSLTR2,57105,ENSG00000152207,protein_coding
CYSRT1,375791,ENSG00000197191,protein_coding
CYSTM1,84418,ENSG00000120306,protein_coding
CYTH1,9267,ENSG00000108669,protein_coding
CYTH2,9266,ENSG00000105443,protein_coding
CYTH3,9265,ENSG00000008256,protein_coding
CYTH4,27128,ENSG00000100055,protein_coding
CYTIP,9595,ENSG00000115165,protein_coding
CYTL1,54360,ENSG00000170891,protein_coding
CYYR1,116159,ENSG00000166265,protein_coding
D2HGDH,728294,ENSG00000180902,protein_coding
DAAM1,23002,ENSG00000100592,protein_coding
DAAM2,23500,ENSG00000146122,protein_coding
DAB1,1600,ENSG00000173406,protein_coding
DAB2,1601,ENSG00000153071,protein_coding
DAB2IP,153090,ENSG00000136848,protein_coding
DACH1,1602,ENSG00000276644,protein_coding
DACH2,117154,ENSG00000126733,protein_coding
DACT1,51339,ENSG00000165617,protein_coding
DACT2,168002,ENSG00000164488,protein_coding
DACT3,147906,ENSG00000197380,protein_coding
DAD1,1603,ENSG00000129562,protein_coding
DAG1,1605,ENSG00000173402,protein_coding
DAGLA,747,ENSG00000134780,protein_coding
DAGLB,221955,ENSG00000164535,protein_coding
DALRD3,55152,ENSG00000178149,protein_coding
DAND5,199699,ENSG00000179284,protein_coding
DAO,1610,ENSG00000110887,protein_coding
DAOA,267012,ENSG00000182346,protein_coding
DAP,1611,ENSG00000112977,protein_coding
DAP3,7818,ENSG00000132676,protein_coding
DAPK1,1612,ENSG00000196730,protein_coding
DAPK2,23604,ENSG00000035664,protein_coding
DAPK3,1613,ENSG00000167657,protein_coding
DAPL1,92196,ENSG00000163331,protein_coding
DAPP1,27071,ENSG00000070190,protein_coding
DARS,1615,ENSG00000115866,protein_coding
DARS2,55157,ENSG00000117593,protein_coding
DAW1,164781,ENSG00000123977,protein_coding
DAXX,1616,ENSG00000204209,protein_coding
DAZ1,1617,ENSG00000188120,protein_coding
DAZ2,57055,ENSG00000205944,protein_coding
DAZ3,57054,ENSG00000187191,protein_coding
DAZ4,57135,ENSG00000205916,protein_coding
DAZAP1,26528,ENSG00000071626,protein_coding
DAZAP2,9802,ENSG00000183283,protein_coding
DAZL,1618,ENSG00000092345,protein_coding
DBF4,10926,ENSG00000006634,protein_coding
DBF4B,80174,ENSG00000161692,protein_coding
DBH,1621,ENSG00000123454,protein_coding
DBI,1622,ENSG00000155368,protein_coding
DBN1,1627,ENSG00000113758,protein_coding
DBNDD1,79007,ENSG00000003249,protein_coding
DBNDD2,55861,ENSG00000244274,protein_coding
DBNL,28988,ENSG00000136279,protein_coding
DBP,1628,ENSG00000105516,protein_coding
DBR1,51163,ENSG00000138231,protein_coding
DBT,1629,ENSG00000137992,protein_coding
DBX1,120237,ENSG00000109851,protein_coding
DBX2,440097,ENSG00000185610,protein_coding
DCAF10,79269,ENSG00000122741,protein_coding
DCAF11,80344,ENSG00000100897,protein_coding
DCAF12,25853,ENSG00000198876,protein_coding
DCAF12L1,139170,ENSG00000198889,protein_coding
DCAF12L2,340578,ENSG00000198354,protein_coding
DCAF13,25879,ENSG00000164934,protein_coding
DCAF15,90379,ENSG00000132017,protein_coding
DCAF16,54876,ENSG00000163257,protein_coding
DCAF17,80067,ENSG00000115827,protein_coding
DCAF4,26094,ENSG00000119599,protein_coding
DCAF4L1,285429,ENSG00000182308,protein_coding
DCAF4L2,138009,ENSG00000176566,protein_coding
DCAF5,8816,ENSG00000139990,protein_coding
DCAF6,55827,ENSG00000143164,protein_coding
DCAF7,10238,ENSG00000136485,protein_coding
DCAF8,50717,ENSG00000132716,protein_coding
DCAF8L1,139425,ENSG00000226372,protein_coding
DCAF8L2,347442,ENSG00000189186,protein_coding
DCAKD,79877,ENSG00000172992,protein_coding
DCANP1,140947,ENSG00000251380,protein_coding
DCBLD1,285761,ENSG00000164465,protein_coding
DCBLD2,131566,ENSG00000057019,protein_coding
DCC,1630,ENSG00000187323,protein_coding
DCD,117159,ENSG00000161634,protein_coding
DCDC1,341019,ENSG00000170959,protein_coding
DCDC2,51473,ENSG00000146038,protein_coding
DCDC2B,149069,ENSG00000222046,protein_coding
DCDC2C,728597,ENSG00000214866,protein_coding
DCHS1,8642,ENSG00000166341,protein_coding
DCHS2,54798,ENSG00000197410,protein_coding
DCK,1633,ENSG00000156136,protein_coding
DCLK1,9201,ENSG00000133083,protein_coding
DCLK2,166614,ENSG00000170390,protein_coding
DCLK3,85443,ENSG00000163673,protein_coding
DCLRE1A,9937,ENSG00000198924,protein_coding
DCLRE1B,64858,ENSG00000118655,protein_coding
DCLRE1C,64421,ENSG00000152457,protein_coding
DCN,1634,ENSG00000011465,protein_coding
DCP1A,55802,ENSG00000272886,protein_coding
DCP1B,196513,ENSG00000151065,protein_coding
DCP2,167227,ENSG00000172795,protein_coding
DCPS,28960,ENSG00000110063,protein_coding
DCST1,149095,ENSG00000163357,protein_coding
DCST2,127579,ENSG00000163354,protein_coding
DCSTAMP,81501,ENSG00000164935,protein_coding
DCT,1638,ENSG00000080166,protein_coding
DCTD,1635,ENSG00000129187,protein_coding
DCTN1,1639,ENSG00000204843,protein_coding
DCTN2,10540,ENSG00000175203,protein_coding
DCTN3,11258,ENSG00000137100,protein_coding
DCTN4,51164,ENSG00000132912,protein_coding
DCTN5,84516,ENSG00000166847,protein_coding
DCTN6,10671,ENSG00000104671,protein_coding
DCTPP1,79077,ENSG00000179958,protein_coding
DCUN1D1,54165,ENSG00000043093,protein_coding
DCUN1D2,55208,ENSG00000150401,protein_coding
DCUN1D3,123879,ENSG00000188215,protein_coding
DCUN1D4,23142,ENSG00000109184,protein_coding
DCUN1D5,84259,ENSG00000137692,protein_coding
DCX,1641,ENSG00000077279,protein_coding
DCXR,51181,ENSG00000169738,protein_coding
DDA1,79016,ENSG00000130311,protein_coding
DDAH1,23576,ENSG00000153904,protein_coding
DDAH2,23564,ENSG00000213722,protein_coding
DDB1,1642,ENSG00000167986,protein_coding
DDB2,1643,ENSG00000134574,protein_coding
DDC,1644,ENSG00000132437,protein_coding
DDHD1,80821,ENSG00000100523,protein_coding
DDHD2,23259,ENSG00000085788,protein_coding
DDI1,414301,ENSG00000170967,protein_coding
DDI2,84301,ENSG00000197312,protein_coding
DDIAS,220042,ENSG00000165490,protein_coding
DDIT3,1649,ENSG00000175197,protein_coding
DDIT4,54541,ENSG00000168209,protein_coding
DDIT4L,115265,ENSG00000145358,protein_coding
DDN,23109,ENSG00000181418,protein_coding
DDO,8528,ENSG00000203797,protein_coding
DDOST,1650,ENSG00000244038,protein_coding
DDR1,780,ENSG00000204580,protein_coding
DDR2,4921,ENSG00000162733,protein_coding
DDRGK1,65992,ENSG00000198171,protein_coding
DDT,1652,ENSG00000099977,protein_coding
DDTL,100037417,ENSG00000099974,protein_coding
DDX1,1653,ENSG00000079785,protein_coding
DDX10,1662,ENSG00000178105,protein_coding
DDX11,1663,ENSG00000013573,protein_coding
DDX17,10521,ENSG00000100201,protein_coding
DDX18,8886,ENSG00000088205,protein_coding
DDX19A,55308,ENSG00000168872,protein_coding
DDX19B,11269,ENSG00000157349,protein_coding
DDX20,11218,ENSG00000064703,protein_coding
DDX21,9188,ENSG00000165732,protein_coding
DDX23,9416,ENSG00000174243,protein_coding
DDX24,57062,ENSG00000089737,protein_coding
DDX25,29118,ENSG00000109832,protein_coding
DDX27,55661,ENSG00000124228,protein_coding
DDX28,55794,ENSG00000182810,protein_coding
DDX31,64794,ENSG00000125485,protein_coding
DDX39A,10212,ENSG00000123136,protein_coding
DDX39B,7919,ENSG00000198563,protein_coding
DDX3X,1654,ENSG00000215301,protein_coding
DDX3Y,8653,ENSG00000067048,protein_coding
DDX4,54514,ENSG00000152670,protein_coding
DDX41,51428,ENSG00000183258,protein_coding
DDX42,11325,ENSG00000198231,protein_coding
DDX43,55510,ENSG00000080007,protein_coding
DDX46,9879,ENSG00000145833,protein_coding
DDX47,51202,ENSG00000213782,protein_coding
DDX49,54555,ENSG00000105671,protein_coding
DDX5,1655,ENSG00000108654,protein_coding
DDX50,79009,ENSG00000107625,protein_coding
DDX51,317781,ENSG00000185163,protein_coding
DDX52,11056,ENSG00000278053,protein_coding
DDX53,168400,ENSG00000184735,protein_coding
DDX54,79039,ENSG00000123064,protein_coding
DDX55,57696,ENSG00000111364,protein_coding
DDX56,54606,ENSG00000136271,protein_coding
DDX58,23586,ENSG00000107201,protein_coding
DDX59,83479,ENSG00000118197,protein_coding
DDX6,1656,ENSG00000110367,protein_coding
DDX60,55601,ENSG00000137628,protein_coding
DDX60L,91351,ENSG00000181381,protein_coding
DEAF1,10522,ENSG00000177030,protein_coding
DEC1,50514,ENSG00000173077,protein_coding
DECR1,1666,ENSG00000104325,protein_coding
DECR2,26063,ENSG00000242612,protein_coding
DEDD,9191,ENSG00000158796,protein_coding
DEDD2,162989,ENSG00000160570,protein_coding
DEF6,50619,ENSG00000023892,protein_coding
DEF8,54849,ENSG00000140995,protein_coding
DEFA1,1667,ENSG00000206047,protein_coding
DEFA1B,728358,ENSG00000240247,protein_coding
DEFA3,1668,ENSG00000239839,protein_coding
DEFA4,1669,ENSG00000164821,protein_coding
DEFA5,1670,ENSG00000164816,protein_coding
DEFA6,1671,ENSG00000164822,protein_coding
DEFB1,1672,ENSG00000164825,protein_coding
DEFB103A,414325,ENSG00000176797,protein_coding
DEFB103B,55894,ENSG00000177243,protein_coding
DEFB104A,140596,ENSG00000176782,protein_coding
DEFB104B,503618,ENSG00000177023,protein_coding
DEFB105A,245908,ENSG00000186562,protein_coding
DEFB105B,504180,ENSG00000186599,protein_coding
DEFB106A,245909,ENSG00000186579,protein_coding
DEFB106B,503841,ENSG00000187082,protein_coding
DEFB107A,245910,ENSG00000186572,protein_coding
DEFB107B,503614,ENSG00000198129,protein_coding
DEFB108B,245911,ENSG00000184276,protein_coding
DEFB110,245913,ENSG00000203970,protein_coding
DEFB112,245915,ENSG00000180872,protein_coding
DEFB113,245927,ENSG00000214642,protein_coding
DEFB114,245928,ENSG00000177684,protein_coding
DEFB115,245929,ENSG00000215547,protein_coding
DEFB116,245930,ENSG00000215545,protein_coding
DEFB118,117285,ENSG00000131068,protein_coding
DEFB119,245932,ENSG00000180483,protein_coding
DEFB121,245934,ENSG00000204548,protein_coding
DEFB123,245936,ENSG00000180424,protein_coding
DEFB124,245937,ENSG00000180383,protein_coding
DEFB125,245938,ENSG00000178591,protein_coding
DEFB126,81623,ENSG00000125788,protein_coding
DEFB127,140850,ENSG00000088782,protein_coding
DEFB128,245939,ENSG00000185982,protein_coding
DEFB129,140881,ENSG00000125903,protein_coding
DEFB132,400830,ENSG00000186458,protein_coding
DEFB133,403339,ENSG00000214643,protein_coding
DEFB134,613211,ENSG00000205882,protein_coding
DEFB135,613209,ENSG00000205883,protein_coding
DEFB136,613210,ENSG00000205884,protein_coding
DEFB4A,1673,ENSG00000171711,protein_coding
DEFB4B,100289462,ENSG00000177257,protein_coding
DEGS1,8560,ENSG00000143753,protein_coding
DEGS2,123099,ENSG00000168350,protein_coding
DEK,7913,ENSG00000124795,protein_coding
DENND1A,57706,ENSG00000119522,protein_coding
DENND1B,163486,ENSG00000213047,protein_coding
DENND1C,79958,ENSG00000205744,protein_coding
DENND2A,27147,ENSG00000146966,protein_coding
DENND2C,163259,ENSG00000175984,protein_coding
DENND2D,79961,ENSG00000162777,protein_coding
DENND3,22898,ENSG00000105339,protein_coding
DENND4A,10260,ENSG00000174485,protein_coding
DENND4B,9909,ENSG00000198837,protein_coding
DENND4C,55667,ENSG00000137145,protein_coding
DENND5A,23258,ENSG00000184014,protein_coding
DENND5B,160518,ENSG00000170456,protein_coding
DENND6A,201627,ENSG00000174839,protein_coding
DENND6B,414918,ENSG00000205593,protein_coding
DENR,8562,ENSG00000139726,protein_coding
DEPDC1,55635,ENSG00000024526,protein_coding
DEPDC1B,55789,ENSG00000035499,protein_coding
DEPDC4,120863,ENSG00000166153,protein_coding
DEPDC5,9681,ENSG00000100150,protein_coding
DEPDC7,91614,ENSG00000121690,protein_coding
DEPTOR,64798,ENSG00000155792,protein_coding
DERA,51071,ENSG00000023697,protein_coding
DERL1,79139,ENSG00000136986,protein_coding
DERL2,51009,ENSG00000072849,protein_coding
DERL3,91319,ENSG00000099958,protein_coding
DES,1674,ENSG00000175084,protein_coding
DESI1,27351,ENSG00000100418,protein_coding
DESI2,51029,ENSG00000121644,protein_coding
DET1,55070,ENSG00000140543,protein_coding
DEXI,28955,ENSG00000182108,protein_coding
DFFA,1676,ENSG00000160049,protein_coding
DFFB,1677,ENSG00000169598,protein_coding
DGAT1,8694,ENSG00000185000,protein_coding
DGAT2,84649,ENSG00000062282,protein_coding
DGAT2L6,347516,ENSG00000184210,protein_coding
DGCR2,9993,ENSG00000070413,protein_coding
DGCR6,8214,ENSG00000183628,protein_coding
DGCR6L,85359,ENSG00000128185,protein_coding
DGCR8,54487,ENSG00000128191,protein_coding
DGKA,1606,ENSG00000065357,protein_coding
DGKB,1607,ENSG00000136267,protein_coding
DGKD,8527,ENSG00000077044,protein_coding
DGKE,8526,ENSG00000153933,protein_coding
DGKG,1608,ENSG00000058866,protein_coding
DGKH,160851,ENSG00000102780,protein_coding
DGKI,9162,ENSG00000157680,protein_coding
DGKK,139189,ENSG00000274588,protein_coding
DGKQ,1609,ENSG00000145214,protein_coding
DGKZ,8525,ENSG00000149091,protein_coding
DGUOK,1716,ENSG00000114956,protein_coding
DHCR24,1718,ENSG00000116133,protein_coding
DHCR7,1717,ENSG00000172893,protein_coding
DHDDS,79947,ENSG00000117682,protein_coding
DHDH,27294,ENSG00000104808,protein_coding
DHFR,1719,ENSG00000228716,protein_coding
DHH,50846,ENSG00000139549,protein_coding
DHODH,1723,ENSG00000102967,protein_coding
DHPS,1725,ENSG00000095059,protein_coding
DHRS1,115817,ENSG00000157379,protein_coding
DHRS11,79154,ENSG00000278535,protein_coding
DHRS12,79758,ENSG00000102796,protein_coding
DHRS13,147015,ENSG00000167536,protein_coding
DHRS2,10202,ENSG00000100867,protein_coding
DHRS3,9249,ENSG00000162496,protein_coding
DHRS4,10901,ENSG00000157326,protein_coding
DHRS4L2,317749,ENSG00000187630,protein_coding
