SYMBOL,ENTREZID,gene_id,gene_type
MX1,4599,ENSG00000157601,protein_coding
MX2,4600,ENSG00000183486,protein_coding
MXD1,4084,ENSG00000059728,protein_coding
MXD3,83463,ENSG00000213347,protein_coding
MXD4,10608,ENSG00000123933,protein_coding
MXI1,4601,ENSG00000119950,protein_coding
MXRA5,25878,ENSG00000101825,protein_coding
MXRA7,439921,ENSG00000182534,protein_coding
MXRA8,54587,ENSG00000162576,protein_coding
MYADM,91663,ENSG00000179820,protein_coding
MYADML2,255275,ENSG00000185105,protein_coding
MYB,4602,ENSG00000118513,protein_coding
MYBBP1A,10514,ENSG00000132382,protein_coding
MYBL1,4603,ENSG00000185697,protein_coding
MYBL2,4605,ENSG00000101057,protein_coding
MYBPC1,4604,ENSG00000196091,protein_coding
MYBPC2,4606,ENSG00000086967,protein_coding
MYBPC3,4607,ENSG00000134571,protein_coding
MYBPH,4608,ENSG00000133055,protein_coding
MYBPHL,343263,ENSG00000221986,protein_coding
MYC,4609,ENSG00000136997,protein_coding
MYCBP,26292,ENSG00000214114,protein_coding
MYCBP2,23077,ENSG00000005810,protein_coding
MYCBPAP,84073,ENSG00000136449,protein_coding
MYCL,4610,ENSG00000116990,protein_coding
MYCN,4613,ENSG00000134323,protein_coding
MYCT1,80177,ENSG00000120279,protein_coding
MYD88,4615,ENSG00000172936,protein_coding
MYDGF,56005,ENSG00000074842,protein_coding
MYEF2,50804,ENSG00000104177,protein_coding
MYEOV,26579,ENSG00000172927,protein_coding
MYF5,4617,ENSG00000111049,protein_coding
MYF6,4618,ENSG00000111046,protein_coding
MYH1,4619,ENSG00000109061,protein_coding
MYH10,4628,ENSG00000133026,protein_coding
MYH11,4629,ENSG00000133392,protein_coding
MYH13,8735,ENSG00000006788,protein_coding
MYH14,79784,ENSG00000105357,protein_coding
MYH15,22989,ENSG00000144821,protein_coding
MYH2,4620,ENSG00000125414,protein_coding
MYH3,4621,ENSG00000109063,protein_coding
MYH4,4622,ENSG00000264424,protein_coding
MYH6,4624,ENSG00000197616,protein_coding
MYH7,4625,ENSG00000092054,protein_coding
MYH7B,57644,ENSG00000078814,protein_coding
MYH8,4626,ENSG00000133020,protein_coding
MYH9,4627,ENSG00000100345,protein_coding
MYL1,4632,ENSG00000168530,protein_coding
MYL10,93408,ENSG00000106436,protein_coding
MYL12A,10627,ENSG00000101608,protein_coding
MYL12B,103910,ENSG00000118680,protein_coding
MYL2,4633,ENSG00000111245,protein_coding
MYL3,4634,ENSG00000160808,protein_coding
MYL4,4635,ENSG00000198336,protein_coding
MYL5,4636,ENSG00000215375,protein_coding
MYL6,4637,ENSG00000092841,protein_coding
MYL6B,140465,ENSG00000196465,protein_coding
MYL7,58498,ENSG00000106631,protein_coding
MYL9,10398,ENSG00000101335,protein_coding
MYLIP,29116,ENSG00000007944,protein_coding
MYLK,4638,ENSG00000065534,protein_coding
MYLK2,85366,ENSG00000101306,protein_coding
MYLK3,91807,ENSG00000140795,protein_coding
MYLK4,340156,ENSG00000145949,protein_coding
MYLPF,29895,ENSG00000180209,protein_coding
MYNN,55892,ENSG00000085274,protein_coding
MYO10,4651,ENSG00000145555,protein_coding
MYO15A,51168,ENSG00000091536,protein_coding
MYO16,23026,ENSG00000041515,protein_coding
MYO18A,399687,ENSG00000196535,protein_coding
MYO18B,84700,ENSG00000133454,protein_coding
MYO19,80179,ENSG00000278259,protein_coding
MYO1A,4640,ENSG00000166866,protein_coding
MYO1B,4430,ENSG00000128641,protein_coding
MYO1C,4641,ENSG00000197879,protein_coding
MYO1D,4642,ENSG00000176658,protein_coding
MYO1E,4643,ENSG00000157483,protein_coding
MYO1F,4542,ENSG00000142347,protein_coding
MYO1G,64005,ENSG00000136286,protein_coding
MYO1H,283446,ENSG00000174527,protein_coding
MYO3A,53904,ENSG00000095777,protein_coding
MYO3B,140469,ENSG00000071909,protein_coding
MYO5A,4644,ENSG00000197535,protein_coding
MYO5B,4645,ENSG00000167306,protein_coding
MYO5C,55930,ENSG00000128833,protein_coding
MYO6,4646,ENSG00000196586,protein_coding
MYO7A,4647,ENSG00000137474,protein_coding
MYO7B,4648,ENSG00000169994,protein_coding
MYO9A,4649,ENSG00000066933,protein_coding
MYO9B,4650,ENSG00000099331,protein_coding
MYOC,4653,ENSG00000034971,protein_coding
MYOCD,93649,ENSG00000141052,protein_coding
MYOD1,4654,ENSG00000129152,protein_coding
MYOF,26509,ENSG00000138119,protein_coding
MYOG,4656,ENSG00000122180,protein_coding
MYOM1,8736,ENSG00000101605,protein_coding
MYOM2,9172,ENSG00000036448,protein_coding
MYOM3,127294,ENSG00000142661,protein_coding
MYOT,9499,ENSG00000120729,protein_coding
MYOZ1,58529,ENSG00000177791,protein_coding
MYOZ2,51778,ENSG00000172399,protein_coding
MYOZ3,91977,ENSG00000164591,protein_coding
MYPN,84665,ENSG00000138347,protein_coding
MYPOP,339344,ENSG00000176182,protein_coding
MYRF,745,ENSG00000124920,protein_coding
MYRFL,196446,ENSG00000166268,protein_coding
MYRIP,25924,ENSG00000170011,protein_coding
MYSM1,114803,ENSG00000162601,protein_coding
MYT1,4661,ENSG00000196132,protein_coding
MYT1L,23040,ENSG00000186487,protein_coding
MYZAP,100820829,ENSG00000263155,protein_coding
MZB1,51237,ENSG00000170476,protein_coding
MZF1,7593,ENSG00000099326,protein_coding
MZT1,440145,ENSG00000204899,protein_coding
MZT2A,653784,ENSG00000173272,protein_coding
MZT2B,80097,ENSG00000152082,protein_coding
N4BP1,9683,ENSG00000102921,protein_coding
N4BP2,55728,ENSG00000078177,protein_coding
N4BP2L1,90634,ENSG00000139597,protein_coding
N4BP2L2,10443,ENSG00000244754,protein_coding
N4BP3,23138,ENSG00000145911,protein_coding
N6AMT1,29104,ENSG00000156239,protein_coding
NAA10,8260,ENSG00000102030,protein_coding
NAA11,84779,ENSG00000156269,protein_coding
NAA15,80155,ENSG00000164134,protein_coding
NAA16,79612,ENSG00000172766,protein_coding
NAA20,51126,ENSG00000173418,protein_coding
NAA25,80018,ENSG00000111300,protein_coding
NAA30,122830,ENSG00000139977,protein_coding
NAA35,60560,ENSG00000135040,protein_coding
NAA38,84316,ENSG00000183011,protein_coding
NAA40,79829,ENSG00000110583,protein_coding
NAA50,80218,ENSG00000121579,protein_coding
NAA60,79903,ENSG00000122390,protein_coding
NAAA,27163,ENSG00000138744,protein_coding
NAALAD2,10003,ENSG00000077616,protein_coding
NAALADL1,10004,ENSG00000168060,protein_coding
NAALADL2,254827,ENSG00000177694,protein_coding
NAB1,4664,ENSG00000138386,protein_coding
NAB2,4665,ENSG00000166886,protein_coding
NABP1,64859,ENSG00000173559,protein_coding
NABP2,79035,ENSG00000139579,protein_coding
NACA,4666,ENSG00000196531,protein_coding
NACA2,342538,ENSG00000253506,protein_coding
NACAD,23148,ENSG00000136274,protein_coding
NACC1,112939,ENSG00000160877,protein_coding
NACC2,138151,ENSG00000148411,protein_coding
NADK,65220,ENSG00000008130,protein_coding
NADK2,133686,ENSG00000152620,protein_coding
NADSYN1,55191,ENSG00000172890,protein_coding
NAE1,8883,ENSG00000159593,protein_coding
NAF1,92345,ENSG00000145414,protein_coding
NAGA,4668,ENSG00000198951,protein_coding
NAGK,55577,ENSG00000124357,protein_coding
NAGLU,4669,ENSG00000108784,protein_coding
NAGPA,51172,ENSG00000103174,protein_coding
NAGS,162417,ENSG00000161653,protein_coding
NAIF1,203245,ENSG00000171169,protein_coding
NAIP,4671,ENSG00000249437,protein_coding
NALCN,259232,ENSG00000102452,protein_coding
NAMPT,10135,ENSG00000105835,protein_coding
NANOG,79923,ENSG00000111704,protein_coding
NANOGNB,360030,ENSG00000205857,protein_coding
NANOGP8,388112,ENSG00000255192,protein_coding
NANOS1,340719,ENSG00000188613,protein_coding
NANOS2,339345,ENSG00000188425,protein_coding
NANOS3,342977,ENSG00000187556,protein_coding
NANP,140838,ENSG00000170191,protein_coding
NANS,54187,ENSG00000095380,protein_coding
NAP1L1,4673,ENSG00000187109,protein_coding
NAP1L2,4674,ENSG00000186462,protein_coding
NAP1L3,4675,ENSG00000186310,protein_coding
NAP1L4,4676,ENSG00000205531,protein_coding
NAP1L5,266812,ENSG00000177432,protein_coding
NAP1L6,645996,ENSG00000204118,protein_coding
NAPA,8775,ENSG00000105402,protein_coding
NAPB,63908,ENSG00000125814,protein_coding
NAPEPLD,222236,ENSG00000161048,protein_coding
NAPG,8774,ENSG00000134265,protein_coding
NAPRT,93100,ENSG00000147813,protein_coding
NAPSA,9476,ENSG00000131400,protein_coding
NARF,26502,ENSG00000141562,protein_coding
NARS,4677,ENSG00000134440,protein_coding
NARS2,79731,ENSG00000137513,protein_coding
NASP,4678,ENSG00000132780,protein_coding
NAT1,9,ENSG00000171428,protein_coding
NAT10,55226,ENSG00000135372,protein_coding
NAT14,57106,ENSG00000090971,protein_coding
NAT16,375607,ENSG00000167011,protein_coding
NAT2,10,ENSG00000156006,protein_coding
NAT8,9027,ENSG00000144035,protein_coding
NAT8L,339983,ENSG00000185818,protein_coding
NAT9,26151,ENSG00000109065,protein_coding
NATD1,256302,ENSG00000274180,protein_coding
NAV1,89796,ENSG00000134369,protein_coding
NAV2,89797,ENSG00000166833,protein_coding
NAV3,89795,ENSG00000067798,protein_coding
NBAS,51594,ENSG00000151779,protein_coding
NBEA,26960,ENSG00000172915,protein_coding
NBEAL1,65065,ENSG00000144426,protein_coding
NBEAL2,23218,ENSG00000160796,protein_coding
NBL1,4681,ENSG00000158747,protein_coding
NBN,4683,ENSG00000104320,protein_coding
NBPF1,55672,ENSG00000219481,protein_coding
NBPF10,100132406,ENSG00000271425,protein_coding
NBPF11,200030,ENSG00000263956,protein_coding
NBPF12,149013,ENSG00000268043,protein_coding
NBPF14,25832,ENSG00000270629,protein_coding
NBPF15,284565,ENSG00000266338,protein_coding
NBPF19,101060226,ENSG00000271383,protein_coding
NBPF26,101060684,ENSG00000273136,protein_coding
NBPF3,84224,ENSG00000142794,protein_coding
NBPF4,148545,ENSG00000196427,protein_coding
NBPF6,653149,ENSG00000186086,protein_coding
NBPF8,728841,ENSG00000162825,protein_coding
NBPF9,400818,ENSG00000269713,protein_coding
NBR1,4077,ENSG00000188554,protein_coding
NCALD,83988,ENSG00000104490,protein_coding
NCAM1,4684,ENSG00000149294,protein_coding
NCAM2,4685,ENSG00000154654,protein_coding
NCAN,1463,ENSG00000130287,protein_coding
NCAPD2,9918,ENSG00000010292,protein_coding
NCAPD3,23310,ENSG00000151503,protein_coding
NCAPG,64151,ENSG00000109805,protein_coding
NCAPG2,54892,ENSG00000146918,protein_coding
NCAPH,23397,ENSG00000121152,protein_coding
NCAPH2,29781,ENSG00000025770,protein_coding
NCBP1,4686,ENSG00000136937,protein_coding
NCBP2,22916,ENSG00000114503,protein_coding
NCBP2L,392517,ENSG00000170935,protein_coding
NCCRP1,342897,ENSG00000188505,protein_coding
NCDN,23154,ENSG00000020129,protein_coding
NCEH1,57552,ENSG00000144959,protein_coding
NCF1,653361,ENSG00000158517,protein_coding
NCF2,4688,ENSG00000116701,protein_coding
NCF4,4689,ENSG00000100365,protein_coding
NCK1,4690,ENSG00000158092,protein_coding
NCK2,8440,ENSG00000071051,protein_coding
NCKAP1,10787,ENSG00000061676,protein_coding
NCKAP1L,3071,ENSG00000123338,protein_coding
NCKAP5,344148,ENSG00000176771,protein_coding
NCKAP5L,57701,ENSG00000167566,protein_coding
NCKIPSD,51517,ENSG00000213672,protein_coding
NCL,4691,ENSG00000115053,protein_coding
NCLN,56926,ENSG00000125912,protein_coding
NCMAP,400746,ENSG00000184454,protein_coding
NCOA1,8648,ENSG00000084676,protein_coding
NCOA2,10499,ENSG00000140396,protein_coding
NCOA3,8202,ENSG00000124151,protein_coding
NCOA4,8031,ENSG00000266412,protein_coding
NCOA5,57727,ENSG00000124160,protein_coding
NCOA6,23054,ENSG00000198646,protein_coding
NCOA7,135112,ENSG00000111912,protein_coding
NCOR1,9611,ENSG00000141027,protein_coding
NCOR2,9612,ENSG00000196498,protein_coding
NCR1,9437,ENSG00000189430,protein_coding
NCR2,9436,ENSG00000096264,protein_coding
NCR3,259197,ENSG00000204475,protein_coding
NCR3LG1,374383,ENSG00000188211,protein_coding
NCS1,23413,ENSG00000107130,protein_coding
NCSTN,23385,ENSG00000162736,protein_coding
NDC1,55706,ENSG00000058804,protein_coding
NDC80,10403,ENSG00000080986,protein_coding
NDE1,54820,ENSG00000072864,protein_coding
NDEL1,81565,ENSG00000166579,protein_coding
NDFIP1,80762,ENSG00000131507,protein_coding
NDFIP2,54602,ENSG00000102471,protein_coding
NDN,4692,ENSG00000182636,protein_coding
NDNF,79625,ENSG00000173376,protein_coding
NDOR1,27158,ENSG00000188566,protein_coding
NDP,4693,ENSG00000124479,protein_coding
NDRG1,10397,ENSG00000104419,protein_coding
NDRG2,57447,ENSG00000165795,protein_coding
NDRG3,57446,ENSG00000101079,protein_coding
NDRG4,65009,ENSG00000103034,protein_coding
NDST1,3340,ENSG00000070614,protein_coding
NDST2,8509,ENSG00000166507,protein_coding
NDST3,9348,ENSG00000164100,protein_coding
NDST4,64579,ENSG00000138653,protein_coding
NDUFA1,4694,ENSG00000125356,protein_coding
NDUFA10,4705,ENSG00000130414,protein_coding
NDUFA11,126328,ENSG00000174886,protein_coding
NDUFA12,55967,ENSG00000184752,protein_coding
NDUFA13,51079,ENSG00000186010,protein_coding
NDUFA2,4695,ENSG00000131495,protein_coding
NDUFA3,4696,ENSG00000170906,protein_coding
NDUFA4,4697,ENSG00000189043,protein_coding
NDUFA4L2,56901,ENSG00000185633,protein_coding
NDUFA5,4698,ENSG00000128609,protein_coding
NDUFA6,4700,ENSG00000184983,protein_coding
NDUFA7,4701,ENSG00000267855,protein_coding
NDUFA7,4701,ENSG00000167774,protein_coding
NDUFA8,4702,ENSG00000119421,protein_coding
NDUFA9,4704,ENSG00000139180,protein_coding
NDUFAB1,4706,ENSG00000004779,protein_coding
NDUFAF1,51103,ENSG00000137806,protein_coding
NDUFAF2,91942,ENSG00000164182,protein_coding
NDUFAF3,25915,ENSG00000178057,protein_coding
NDUFAF4,29078,ENSG00000123545,protein_coding
NDUFAF5,79133,ENSG00000101247,protein_coding
NDUFAF6,137682,ENSG00000156170,protein_coding
NDUFAF7,55471,ENSG00000003509,protein_coding
NDUFB1,4707,ENSG00000183648,protein_coding
NDUFB10,4716,ENSG00000140990,protein_coding
NDUFB11,54539,ENSG00000147123,protein_coding
NDUFB2,4708,ENSG00000090266,protein_coding
NDUFB3,4709,ENSG00000119013,protein_coding
NDUFB4,4710,ENSG00000065518,protein_coding
NDUFB5,4711,ENSG00000136521,protein_coding
NDUFB6,4712,ENSG00000165264,protein_coding
NDUFB7,4713,ENSG00000099795,protein_coding
NDUFB8,4714,ENSG00000166136,protein_coding
NDUFB9,4715,ENSG00000147684,protein_coding
NDUFC1,4717,ENSG00000109390,protein_coding
NDUFC2,4718,ENSG00000151366,protein_coding
NDUFC2-KCTD14,100532726,ENSG00000259112,protein_coding
NDUFS1,4719,ENSG00000023228,protein_coding
NDUFS2,4720,ENSG00000158864,protein_coding
NDUFS3,4722,ENSG00000213619,protein_coding
NDUFS4,4724,ENSG00000164258,protein_coding
NDUFS5,4725,ENSG00000168653,protein_coding
NDUFS6,4726,ENSG00000145494,protein_coding
NDUFS7,374291,ENSG00000115286,protein_coding
NDUFS8,4728,ENSG00000110717,protein_coding
NDUFV1,4723,ENSG00000167792,protein_coding
NDUFV2,4729,ENSG00000178127,protein_coding
NDUFV3,4731,ENSG00000160194,protein_coding
NEB,4703,ENSG00000183091,protein_coding
NEBL,10529,ENSG00000078114,protein_coding
NECAB1,64168,ENSG00000123119,protein_coding
NECAB2,54550,ENSG00000103154,protein_coding
NECAB3,63941,ENSG00000125967,protein_coding
NECAP1,25977,ENSG00000089818,protein_coding
NECAP2,55707,ENSG00000157191,protein_coding
NEDD1,121441,ENSG00000139350,protein_coding
NEDD4,4734,ENSG00000069869,protein_coding
NEDD4L,23327,ENSG00000049759,protein_coding
NEDD8,4738,ENSG00000129559,protein_coding
NEDD8-MDP1,100528064,ENSG00000255526,protein_coding
NEDD9,4739,ENSG00000111859,protein_coding
NEFH,4744,ENSG00000100285,protein_coding
NEFL,4747,ENSG00000277586,protein_coding
NEFM,4741,ENSG00000104722,protein_coding
NEGR1,257194,ENSG00000172260,protein_coding
NEIL1,79661,ENSG00000140398,protein_coding
NEIL2,252969,ENSG00000154328,protein_coding
NEIL3,55247,ENSG00000109674,protein_coding
NEK1,4750,ENSG00000137601,protein_coding
NEK10,152110,ENSG00000163491,protein_coding
NEK11,79858,ENSG00000114670,protein_coding
NEK2,4751,ENSG00000117650,protein_coding
NEK3,4752,ENSG00000136098,protein_coding
NEK4,6787,ENSG00000114904,protein_coding
NEK5,341676,ENSG00000197168,protein_coding
NEK6,10783,ENSG00000119408,protein_coding
NEK7,140609,ENSG00000151414,protein_coding
NEK8,284086,ENSG00000160602,protein_coding
NEK9,91754,ENSG00000119638,protein_coding
NELFA,7469,ENSG00000185049,protein_coding
NELFB,25920,ENSG00000188986,protein_coding
NELFCD,51497,ENSG00000101158,protein_coding
NELFE,7936,ENSG00000204356,protein_coding
NELL1,4745,ENSG00000165973,protein_coding
NELL2,4753,ENSG00000184613,protein_coding
NEMF,9147,ENSG00000165525,protein_coding
NENF,29937,ENSG00000117691,protein_coding
NEO1,4756,ENSG00000067141,protein_coding
NES,10763,ENSG00000132688,protein_coding
NET1,10276,ENSG00000173848,protein_coding
NETO1,81832,ENSG00000166342,protein_coding
NETO2,81831,ENSG00000171208,protein_coding
NEU1,4758,ENSG00000204386,protein_coding
NEU2,4759,ENSG00000115488,protein_coding
NEU3,10825,ENSG00000162139,protein_coding
NEU4,129807,ENSG00000204099,protein_coding
NEURL1,9148,ENSG00000107954,protein_coding
NEURL1B,54492,ENSG00000214357,protein_coding
NEURL2,140825,ENSG00000124257,protein_coding
NEURL3,93082,ENSG00000163121,protein_coding
NEURL4,84461,ENSG00000215041,protein_coding
NEUROD1,4760,ENSG00000162992,protein_coding
NEUROD2,4761,ENSG00000171532,protein_coding
NEUROD4,58158,ENSG00000123307,protein_coding
NEUROD6,63974,ENSG00000164600,protein_coding
NEUROG1,4762,ENSG00000181965,protein_coding
NEUROG2,63973,ENSG00000178403,protein_coding
NEUROG3,50674,ENSG00000122859,protein_coding
NEXN,91624,ENSG00000162614,protein_coding
NF1,4763,ENSG00000196712,protein_coding
NF2,4771,ENSG00000186575,protein_coding
NFAM1,150372,ENSG00000235568,protein_coding
NFASC,23114,ENSG00000163531,protein_coding
NFAT5,10725,ENSG00000102908,protein_coding
NFATC1,4772,ENSG00000131196,protein_coding
NFATC2,4773,ENSG00000101096,protein_coding
NFATC2IP,84901,ENSG00000176953,protein_coding
NFATC3,4775,ENSG00000072736,protein_coding
NFATC4,4776,ENSG00000100968,protein_coding
NFE2,4778,ENSG00000123405,protein_coding
NFE2L1,4779,ENSG00000082641,protein_coding
NFE2L2,4780,ENSG00000116044,protein_coding
NFE2L3,9603,ENSG00000050344,protein_coding
NFIA,4774,ENSG00000162599,protein_coding
NFIB,4781,ENSG00000147862,protein_coding
NFIC,4782,ENSG00000141905,protein_coding
NFIL3,4783,ENSG00000165030,protein_coding
NFIX,4784,ENSG00000008441,protein_coding
NFKB1,4790,ENSG00000109320,protein_coding
NFKB2,4791,ENSG00000077150,protein_coding
NFKBIA,4792,ENSG00000100906,protein_coding
NFKBIB,4793,ENSG00000104825,protein_coding
NFKBID,84807,ENSG00000167604,protein_coding
NFKBIE,4794,ENSG00000146232,protein_coding
NFKBIL1,4795,ENSG00000204498,protein_coding
NFKBIZ,64332,ENSG00000144802,protein_coding
NFRKB,4798,ENSG00000170322,protein_coding
NFS1,9054,ENSG00000244005,protein_coding
NFU1,27247,ENSG00000169599,protein_coding
NFX1,4799,ENSG00000086102,protein_coding
NFXL1,152518,ENSG00000170448,protein_coding
NFYA,4800,ENSG00000001167,protein_coding
NFYB,4801,ENSG00000120837,protein_coding
NFYC,4802,ENSG00000066136,protein_coding
NGB,58157,ENSG00000165553,protein_coding
NGDN,25983,ENSG00000129460,protein_coding
NGEF,25791,ENSG00000066248,protein_coding
NGF,4803,ENSG00000134259,protein_coding
NGFR,4804,ENSG00000064300,protein_coding
NGLY1,55768,ENSG00000151092,protein_coding
NGRN,51335,ENSG00000182768,protein_coding
NHEJ1,79840,ENSG00000187736,protein_coding
NHLH1,4807,ENSG00000171786,protein_coding
NHLH2,4808,ENSG00000177551,protein_coding
NHLRC1,378884,ENSG00000187566,protein_coding
NHLRC2,374354,ENSG00000196865,protein_coding
NHLRC3,387921,ENSG00000188811,protein_coding
NHLRC4,283948,ENSG00000257108,protein_coding
NHP2,55651,ENSG00000145912,protein_coding
NHS,4810,ENSG00000188158,protein_coding
NHSL1,57224,ENSG00000135540,protein_coding
NHSL2,340527,ENSG00000204131,protein_coding
NICN1,84276,ENSG00000145029,protein_coding
NID1,4811,ENSG00000116962,protein_coding
NID2,22795,ENSG00000087303,protein_coding
NIF3L1,60491,ENSG00000196290,protein_coding
NIFK,84365,ENSG00000155438,protein_coding
NIM1K,167359,ENSG00000177453,protein_coding
NIN,51199,ENSG00000100503,protein_coding
NINJ1,4814,ENSG00000131669,protein_coding
NINJ2,4815,ENSG00000171840,protein_coding
NINL,22981,ENSG00000101004,protein_coding
NIP7,51388,ENSG00000132603,protein_coding
NIPA1,123606,ENSG00000170113,protein_coding
NIPA2,81614,ENSG00000140157,protein_coding
NIPAL1,152519,ENSG00000163293,protein_coding
NIPAL2,79815,ENSG00000104361,protein_coding
NIPAL3,57185,ENSG00000001461,protein_coding
NIPAL4,348938,ENSG00000172548,protein_coding
NIPBL,25836,ENSG00000164190,protein_coding
NIPSNAP1,8508,ENSG00000184117,protein_coding
NIPSNAP3A,25934,ENSG00000136783,protein_coding
NIPSNAP3B,55335,ENSG00000165028,protein_coding
NISCH,11188,ENSG00000010322,protein_coding
NIT1,4817,ENSG00000158793,protein_coding
NIT2,56954,ENSG00000114021,protein_coding
NKAIN1,79570,ENSG00000084628,protein_coding
NKAIN2,154215,ENSG00000188580,protein_coding
NKAIN3,286183,ENSG00000185942,protein_coding
NKAIN4,128414,ENSG00000101198,protein_coding
NKAP,79576,ENSG00000101882,protein_coding
NKAPL,222698,ENSG00000189134,protein_coding
NKD1,85407,ENSG00000140807,protein_coding
NKD2,85409,ENSG00000145506,protein_coding
NKG7,4818,ENSG00000105374,protein_coding
NKIRAS1,28512,ENSG00000197885,protein_coding
NKIRAS2,28511,ENSG00000168256,protein_coding
NKPD1,284353,ENSG00000179846,protein_coding
NKRF,55922,ENSG00000186416,protein_coding
NKTR,4820,ENSG00000114857,protein_coding
NKX1-1,54729,ENSG00000235608,protein_coding
NKX1-2,390010,ENSG00000229544,protein_coding
NKX2-1,7080,ENSG00000136352,protein_coding
NKX2-2,4821,ENSG00000125820,protein_coding
NKX2-3,159296,ENSG00000119919,protein_coding
NKX2-4,644524,ENSG00000125816,protein_coding
NKX2-5,1482,ENSG00000183072,protein_coding
NKX2-6,137814,ENSG00000180053,protein_coding
NKX2-8,26257,ENSG00000136327,protein_coding
NKX3-1,4824,ENSG00000167034,protein_coding
NKX3-2,579,ENSG00000109705,protein_coding
NKX6-1,4825,ENSG00000163623,protein_coding
NKX6-2,84504,ENSG00000148826,protein_coding
NKX6-3,157848,ENSG00000165066,protein_coding
NLE1,54475,ENSG00000073536,protein_coding
NLGN1,22871,ENSG00000169760,protein_coding
NLGN2,57555,ENSG00000169992,protein_coding
NLGN3,54413,ENSG00000196338,protein_coding
NLGN4X,57502,ENSG00000146938,protein_coding
NLGN4Y,22829,ENSG00000165246,protein_coding
NLK,51701,ENSG00000087095,protein_coding
NLN,57486,ENSG00000123213,protein_coding
NLRC3,197358,ENSG00000167984,protein_coding
NLRC4,58484,ENSG00000091106,protein_coding
NLRC5,84166,ENSG00000140853,protein_coding
NLRP1,22861,ENSG00000091592,protein_coding
NLRP10,338322,ENSG00000182261,protein_coding
NLRP11,204801,ENSG00000179873,protein_coding
NLRP12,91662,ENSG00000142405,protein_coding
NLRP13,126204,ENSG00000173572,protein_coding
NLRP14,338323,ENSG00000158077,protein_coding
NLRP2,55655,ENSG00000022556,protein_coding
NLRP3,114548,ENSG00000162711,protein_coding
NLRP4,147945,ENSG00000160505,protein_coding
NLRP5,126206,ENSG00000171487,protein_coding
NLRP6,171389,ENSG00000174885,protein_coding
NLRP7,199713,ENSG00000167634,protein_coding
NLRP8,126205,ENSG00000179709,protein_coding
NLRP9,338321,ENSG00000185792,protein_coding
NLRX1,79671,ENSG00000160703,protein_coding
NMB,4828,ENSG00000197696,protein_coding
NMBR,4829,ENSG00000135577,protein_coding
NMD3,51068,ENSG00000169251,protein_coding
NME1,4830,ENSG00000239672,protein_coding
NME1-NME2,654364,ENSG00000243678,protein_coding
NME1-NME2,654364,ENSG00000280803,protein_coding
NME2,4831,ENSG00000011052,protein_coding
NME3,4832,ENSG00000103024,protein_coding
NME4,4833,ENSG00000103202,protein_coding
NME5,8382,ENSG00000112981,protein_coding
NME6,10201,ENSG00000172113,protein_coding
NME7,29922,ENSG00000143156,protein_coding
NME8,51314,ENSG00000086288,protein_coding
NME9,347736,ENSG00000181322,protein_coding
NMI,9111,ENSG00000123609,protein_coding
NMNAT1,64802,ENSG00000173614,protein_coding
NMNAT2,23057,ENSG00000157064,protein_coding
NMNAT3,349565,ENSG00000163864,protein_coding
NMRAL1,57407,ENSG00000153406,protein_coding
NMRK1,54981,ENSG00000106733,protein_coding
NMRK2,27231,ENSG00000077009,protein_coding
NMS,129521,ENSG00000204640,protein_coding
NMT1,4836,ENSG00000136448,protein_coding
NMT2,9397,ENSG00000152465,protein_coding
NMU,10874,ENSG00000109255,protein_coding
NMUR1,10316,ENSG00000171596,protein_coding
NMUR2,56923,ENSG00000132911,protein_coding
NNAT,4826,ENSG00000053438,protein_coding
NNMT,4837,ENSG00000166741,protein_coding
NNT,23530,ENSG00000112992,protein_coding
NOA1,84273,ENSG00000084092,protein_coding
NOB1,28987,ENSG00000141101,protein_coding
NOBOX,135935,ENSG00000106410,protein_coding
NOC2L,26155,ENSG00000188976,protein_coding
NOC3L,64318,ENSG00000173145,protein_coding
NOC4L,79050,ENSG00000184967,protein_coding
NOD1,10392,ENSG00000106100,protein_coding
NOD2,64127,ENSG00000167207,protein_coding
NODAL,4838,ENSG00000156574,protein_coding
NOG,9241,ENSG00000183691,protein_coding
NOL10,79954,ENSG00000115761,protein_coding
NOL11,25926,ENSG00000130935,protein_coding
NOL12,79159,ENSG00000273899,protein_coding
NOL3,8996,ENSG00000140939,protein_coding
NOL4,8715,ENSG00000101746,protein_coding
NOL4L,140688,ENSG00000197183,protein_coding
NOL6,65083,ENSG00000165271,protein_coding
NOL7,51406,ENSG00000225921,protein_coding
NOL8,55035,ENSG00000198000,protein_coding
NOL9,79707,ENSG00000162408,protein_coding
NOLC1,9221,ENSG00000166197,protein_coding
NOM1,64434,ENSG00000146909,protein_coding
NOMO1,23420,ENSG00000103512,protein_coding
NOMO2,283820,ENSG00000185164,protein_coding
NOMO3,408050,ENSG00000103226,protein_coding
NONO,4841,ENSG00000147140,protein_coding
NOP10,55505,ENSG00000182117,protein_coding
NOP14,8602,ENSG00000087269,protein_coding
NOP16,51491,ENSG00000048162,protein_coding
NOP2,4839,ENSG00000111641,protein_coding
NOP56,10528,ENSG00000101361,protein_coding
NOP58,51602,ENSG00000055044,protein_coding
NOP9,161424,ENSG00000196943,protein_coding
NOS1,4842,ENSG00000089250,protein_coding
NOS1AP,9722,ENSG00000198929,protein_coding
NOS2,4843,ENSG00000007171,protein_coding
NOS3,4846,ENSG00000164867,protein_coding
