"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ACTG1.1",3.38114274299948e-223,-0.607712364211025,0.491,0.816,4.75151989673717e-219,"Low.ISGs","ACTG1"
"ARRB2.1",4.90082185723103e-223,-0.677470902494761,0.1,0.339,6.88712495596677e-219,"Low.ISGs","ARRB2"
"NHP2L1.1",6.17146284858357e-223,1.35621862412108,0.36,0.159,8.67275674111449e-219,"Low.ISGs","NHP2L1"
"JUNB.1",1.31630666192044e-221,-0.476132366744318,0.416,0.762,1.84980575199679e-217,"Low.ISGs","JUNB"
"RPL17.1",2.40560356086075e-221,1.21904552757429,0.452,0.271,3.38059468407761e-217,"Low.ISGs","RPL17"
"RPL23.1",7.2611556580759e-218,0.95392309899951,0.616,0.487,1.02041020462941e-213,"Low.ISGs","RPL23"
"CFL1.1",2.46394781924678e-216,-0.538106271582529,0.637,0.907,3.4625858703875e-212,"Low.ISGs","CFL1"
"CD40.1",2.61981093675803e-215,-0.627956920705247,0.058,0.253,3.68162030942607e-211,"Low.ISGs","CD40"
"HMGN1.1",1.11200308518487e-214,1.2194083905,0.454,0.274,1.5626979356103e-210,"Low.ISGs","HMGN1"
"RAB5C.1",1.26529582785509e-211,-0.558931741229909,0.193,0.498,1.77812022688476e-207,"Low.ISGs","RAB5C"
"LEPROTL1.1",8.03877786239217e-211,1.45466006333992,0.398,0.213,1.12968945300197e-206,"Low.ISGs","LEPROTL1"
"UBE2D1.1",4.11697967540929e-209,-0.589784453222672,0.077,0.289,5.78559153785268e-205,"Low.ISGs","UBE2D1"
"RPS26.1",5.95211113241961e-208,1.33128521086864,0.518,0.38,8.36450177438928e-204,"Low.ISGs","RPS26"
"SNX3.1",2.18519611268901e-207,-0.609288487025912,0.35,0.696,3.07085609716186e-203,"Low.ISGs","SNX3"
"COX4I1.1",5.26143836742527e-207,0.681531571294517,0.817,0.816,7.39389933774274e-203,"Low.ISGs","COX4I1"
"SNX2.1",2.78985556252375e-206,-0.532895611942878,0.155,0.426,3.92058402201462e-202,"Low.ISGs","SNX2"
"APRT.1",5.46048704784832e-206,1.35634821488479,0.337,0.146,7.67362244834124e-202,"Low.ISGs","APRT"
"ERP29.1",2.59033570654913e-205,1.29419925722709,0.384,0.196,3.64019876841349e-201,"Low.ISGs","ERP29"
"AKIRIN2.1",2.58801380000114e-204,-0.540608386778036,0.083,0.298,3.63693579314161e-200,"Low.ISGs","AKIRIN2"
"LAMP2.1",2.41240931906576e-202,-0.549079158470447,0.061,0.254,3.39015881608311e-198,"Low.ISGs","LAMP2"
"CDC42.1",4.84298040429764e-201,-0.50757589378488,0.18,0.467,6.80584036215948e-197,"Low.ISGs","CDC42"
"CYSTM1.1",7.63746813122914e-201,-0.55663633093157,0.202,0.498,1.07329339648163e-196,"Low.ISGs","CYSTM1"
"RAB1A.1",1.46243733105162e-200,-0.536975833559933,0.103,0.332,2.05516318132684e-196,"Low.ISGs","RAB1A"
"CMTM6.1",4.36443218852993e-200,-0.500935190691155,0.143,0.404,6.13333655454111e-196,"Low.ISGs","CMTM6"
"LAPTM4A.1",1.83518833533666e-199,-0.539068839558442,0.242,0.562,2.57899016764861e-195,"Low.ISGs","LAPTM4A"
"ALOX5AP.1",1.51889186184172e-196,1.62918479969086,0.318,0.125,2.13449873344617e-192,"Low.ISGs","ALOX5AP"
"SAMSN1.1",4.47715120775341e-196,-0.531956470224874,0.301,0.632,6.29174059225586e-192,"Low.ISGs","SAMSN1"
"HEXB.1",8.03379524185495e-195,-0.587429546862566,0.08,0.285,1.12898924533788e-190,"Low.ISGs","HEXB"
"KLF6.1",1.57441559907318e-193,-0.449374977486318,0.233,0.535,2.21252624137754e-189,"Low.ISGs","KLF6"
"C1orf162.1",9.21822977365489e-193,-0.758516573938618,0.088,0.291,1.29543783009172e-188,"Low.ISGs","C1orf162"
"CFLAR.1",1.4858721626817e-192,-0.602423437307876,0.194,0.468,2.08809615021659e-188,"Low.ISGs","CFLAR"
"H2AFY.1",6.56802082831801e-192,-0.553098233676962,0.125,0.363,9.23003967003531e-188,"Low.ISGs","H2AFY"
"CALM2.1",3.50450383458169e-191,0.920828293422583,0.637,0.57,4.92487923873764e-187,"Low.ISGs","CALM2"
"UBE2F.1",8.68700033512878e-191,-0.540937925279079,0.088,0.297,1.22078415709565e-186,"Low.ISGs","UBE2F"
"APOL3.1",9.49324348719017e-191,-0.664355368798281,0.071,0.262,1.33408550725483e-186,"Low.ISGs","APOL3"
"TPT1.1",3.72417404061783e-190,0.477129819934722,0.954,0.979,5.23358177928023e-186,"Low.ISGs","TPT1"
"TPM3.1",7.09124945507166e-188,-0.508986354054116,0.242,0.554,9.96533285921221e-184,"Low.ISGs","TPM3"
"SH3GLB1.1",5.20247824025218e-187,-0.500928115534121,0.155,0.416,7.31104267102638e-183,"Low.ISGs","SH3GLB1"
"SERBP1.1",1.54648374729939e-181,1.28797655564496,0.347,0.172,2.17327361007983e-177,"Low.ISGs","SERBP1"
"PSENEN.1",8.20399673181285e-181,-0.543806084237802,0.12,0.348,1.15290766072166e-176,"Low.ISGs","PSENEN"
"POMP.1",1.01689527747286e-180,-0.464821770963642,0.276,0.599,1.42904293343261e-176,"Low.ISGs","POMP"
"RPS11.1",2.66729630682561e-179,0.763736289327736,0.704,0.699,3.74835149998203e-175,"Low.ISGs","RPS11"
"GBP5.1",2.71740277020048e-179,-0.742998397351203,0.099,0.3,3.81876611296273e-175,"Low.ISGs","GBP5"
"CNBP.1",5.94877075658073e-179,1.14741876865708,0.494,0.372,8.3598075442229e-175,"Low.ISGs","CNBP"
"ERP44.1",8.67026136864019e-177,-0.468385562632447,0.114,0.339,1.21843183013501e-172,"Low.ISGs","ERP44"
"SAMD9L.1",2.54641487680691e-176,-0.677394460434051,0.245,0.506,3.57847682637675e-172,"Low.ISGs","SAMD9L"
"MSN.1",6.03325014656076e-175,-0.421247731131266,0.16,0.418,8.47852643096183e-171,"Low.ISGs","MSN"
"UBE2A.1",1.2694379953886e-173,-0.465968442597753,0.135,0.373,1.7839412149196e-169,"Low.ISGs","UBE2A"
"RPL36AL.1",6.47717036394354e-171,0.61889814563682,0.794,0.824,9.10236751244985e-167,"Low.ISGs","RPL36AL"
"IL2RG.1",8.94013412939121e-170,1.0963523454578,0.471,0.329,1.25635704920335e-165,"Low.ISGs","IL2RG"
"ATP6V0E1.1",1.53651038307775e-168,-0.476409167782429,0.527,0.848,2.15925804133916e-164,"Low.ISGs","ATP6V0E1"
"MAP1LC3B.1",2.99050380975516e-168,-0.419973970238451,0.219,0.51,4.20255500384893e-164,"Low.ISGs","MAP1LC3B"
"TMEM50A.1",6.90792514596899e-165,-0.513315910807624,0.349,0.668,9.70770720763022e-161,"Low.ISGs","TMEM50A"
"CAPN2.1",9.47956221707816e-164,-0.444962491354762,0.116,0.332,1.33216287836599e-159,"Low.ISGs","CAPN2"
"CCDC23.1",6.23066701079786e-163,-0.481280567727219,0.074,0.252,8.75595635027423e-159,"Low.ISGs","CCDC23"
"CHMP2A.1",3.37876079934631e-162,-0.439216824201627,0.181,0.442,4.74817255132137e-158,"Low.ISGs","CHMP2A"
"TMEM219.1",5.67994386998696e-162,-0.486365795976671,0.111,0.32,7.98202512049267e-158,"Low.ISGs","TMEM219"
"RHEB.1",7.71077778821601e-162,-0.440494498791862,0.175,0.431,1.083595602578e-157,"Low.ISGs","RHEB"
"ZNF706.1",1.3029197499754e-161,-0.47923417261416,0.282,0.586,1.83099312464043e-157,"Low.ISGs","ZNF706"
"GPSM3.1",3.5078242830765e-161,-0.474150959889789,0.229,0.515,4.92954546500741e-157,"Low.ISGs","GPSM3"
"DNAJA1.1",2.11216464071959e-160,-0.444716268833262,0.45,0.762,2.96822496960324e-156,"Low.ISGs","DNAJA1"
"UQCRC1.1",3.4597278146251e-160,-0.484425270254759,0.114,0.322,4.86195549789265e-156,"Low.ISGs","UQCRC1"
"METTL9.1",5.78797260451268e-160,-0.546802912465614,0.153,0.386,8.13383790112167e-156,"Low.ISGs","METTL9"
"RPL38.1",7.13030037922228e-160,0.959558781890809,0.514,0.42,1.00202111229211e-155,"Low.ISGs","RPL38"
"ANAPC16.1",2.56469264254422e-157,1.15987334523929,0.364,0.208,3.60416257056739e-153,"Low.ISGs","ANAPC16"
"M6PR.1",2.59168424895891e-157,-0.469888264795916,0.101,0.297,3.64209387506196e-153,"Low.ISGs","M6PR"
"RALA.1",2.2982065091798e-156,-0.511872543545465,0.202,0.454,3.22966960735038e-152,"Low.ISGs","RALA"
"BAX.1",4.66398740648159e-156,-0.393389718683943,0.174,0.423,6.55430150232858e-152,"Low.ISGs","BAX"
"RAN.1",5.58498279755231e-155,1.06912116510783,0.527,0.444,7.84857632540026e-151,"Low.ISGs","RAN"
"BLOC1S2.1",1.23827306896056e-154,-0.497891344958257,0.157,0.388,1.74014514381027e-150,"Low.ISGs","BLOC1S2"
"CAPZA2.1",1.36027982828887e-154,-0.390911501915276,0.115,0.324,1.91160124269434e-150,"Low.ISGs","CAPZA2"
"IFNGR1.1",9.64553968587133e-152,-0.44527930776148,0.103,0.297,1.3554876920555e-147,"Low.ISGs","IFNGR1"
"RAB7A.1",1.63533878944156e-150,-0.456801124226302,0.194,0.449,2.29814160080222e-146,"Low.ISGs","RAB7A"
"PIM3.1",2.82928838948508e-150,-0.365742799657315,0.15,0.375,3.97599897374338e-146,"Low.ISGs","PIM3"
"RGCC.1",9.18015972750882e-150,1.28111370431538,0.403,0.24,1.29008784650681e-145,"Low.ISGs","RGCC"
"NDUFS5.1",2.92484839776756e-149,1.1702714131887,0.384,0.245,4.11028945338275e-145,"Low.ISGs","NDUFS5"
"SPATS2L.1",4.58710577536818e-149,-0.473499522304442,0.105,0.296,6.4462597461249e-145,"Low.ISGs","SPATS2L"
"PRELID1.1",1.60589883314033e-148,-0.514176728836732,0.214,0.467,2.2567696302121e-144,"Low.ISGs","PRELID1"
"SPCS1.1",2.77506464546735e-148,1.10634832939733,0.371,0.226,3.89979834627527e-144,"Low.ISGs","SPCS1"
"IFIH1.1",3.13943140025766e-148,-0.561839022099134,0.144,0.354,4.41184294678208e-144,"Low.ISGs","IFIH1"
"COMMD6.1",7.69287052370346e-148,1.01782198848389,0.463,0.354,1.08107909469605e-143,"Low.ISGs","COMMD6"
"RNH1.1",1.18205529394552e-147,-0.433489090821627,0.17,0.407,1.66114230458164e-143,"Low.ISGs","RNH1"
"PRR13.1",2.17312215594128e-147,-0.433574846774863,0.366,0.697,3.05388856574428e-143,"Low.ISGs","PRR13"
"TRMT112.1",2.65667672984251e-147,1.04088250674001,0.43,0.306,3.73342780844767e-143,"Low.ISGs","TRMT112"
"TMSB10.1",1.69718983134392e-146,-0.467873651077004,0.857,0.969,2.38506086998761e-142,"Low.ISGs","TMSB10"
"NAPA.1",3.09284854531572e-146,-0.440882848323022,0.167,0.398,4.34638006073219e-142,"Low.ISGs","NAPA"
"GIMAP4.1",1.24927084966705e-145,1.26710097548447,0.365,0.211,1.75560032503711e-141,"Low.ISGs","GIMAP4"
"SOCS1.1",8.24728298479754e-144,1.09990340834874,0.362,0.199,1.1589906778536e-139,"Low.ISGs","SOCS1"
"ENY2.1",9.8881099930102e-144,-0.427724824509606,0.197,0.448,1.38957609731772e-139,"Low.ISGs","ENY2"
"SHFM1.1",5.76268547027703e-143,-0.379422297700096,0.178,0.421,8.09830189138031e-139,"Low.ISGs","SHFM1"
"NDUFB8.1.1",1.17583813465027e-141,1.08874726490357,0.387,0.25,1.65240533062402e-137,"Low.ISGs","NDUFB8.1"
"EIF3F.1",2.60479054153392e-140,1.06162526980788,0.412,0.284,3.66051214801762e-136,"Low.ISGs","EIF3F"
"NANS.1",1.82485193807521e-139,-0.440987318620972,0.098,0.278,2.56446442857709e-135,"Low.ISGs","NANS"
"ISCU.1",2.02753379198615e-139,0.980146668383199,0.45,0.334,2.84929323787813e-135,"Low.ISGs","ISCU"
"IRF7.1",2.65780058568043e-139,-0.587422117074131,0.429,0.664,3.73500716305671e-135,"Low.ISGs","IRF7"
"OAS1.1",4.31698805395282e-139,-0.729859877195508,0.371,0.572,6.0666633122199e-135,"Low.ISGs","OAS1"
"CUTA.1",4.65810565089674e-139,1.1652362625997,0.27,0.121,6.54603587120519e-135,"Low.ISGs","CUTA"
"ISG15.1",8.89492455360449e-138,-2.31633712077856,0.656,0.673,1.25000374751804e-133,"Low.ISGs","ISG15"
"SAMHD1.1",2.69084184546503e-137,-0.403402906929692,0.089,0.262,3.781440045432e-133,"Low.ISGs","SAMHD1"
"RNF114.1",5.97274096337045e-136,-0.518379498832925,0.127,0.322,8.39349287582449e-132,"Low.ISGs","RNF114"
"RAB8A.1",1.28956664713543e-135,-0.395438031869578,0.161,0.383,1.81222800921942e-131,"Low.ISGs","RAB8A"
"PSME2.1",7.20570621283316e-135,-0.41811015442983,0.629,0.864,1.01261789408944e-130,"Low.ISGs","PSME2"
"BIRC3.1",4.59204152238696e-134,1.10115508214657,0.396,0.251,6.4531959514104e-130,"Low.ISGs","BIRC3"
"UBA52.1",2.11554549297044e-133,0.48656438946071,0.837,0.898,2.97297608127136e-129,"Low.ISGs","UBA52"
"RARRES3.1",2.26347964605904e-133,1.42699706026987,0.334,0.193,3.18086794660677e-129,"Low.ISGs","RARRES3"
"ATP5G2.1",1.42151637013047e-132,0.883444083556401,0.508,0.424,1.99765695494436e-128,"Low.ISGs","ATP5G2"
"NFE2L2.1",7.3798108962356e-132,-0.325063941206531,0.191,0.431,1.03708482524799e-127,"Low.ISGs","NFE2L2"
"NR3C1.1",7.81812036451799e-132,1.21918144555685,0.257,0.114,1.09868045482571e-127,"Low.ISGs","NR3C1"
"CD52.1",9.72156631024823e-132,1.29690944275841,0.385,0.254,1.36617171357918e-127,"Low.ISGs","CD52"
"CALR.1",3.80559198470953e-131,-0.427320908469571,0.139,0.34,5.3479984161123e-127,"Low.ISGs","CALR"
"UBC.1",1.29722148065634e-130,0.829412618065329,0.805,0.856,1.82298534676635e-126,"Low.ISGs","UBC"
"RPL22.1",1.39888225560172e-130,1.03376104550675,0.413,0.301,1.9658492337971e-126,"Low.ISGs","RPL22"
"ILK.1",1.50374766847631e-129,-0.355607462363709,0.106,0.288,2.11321659850976e-125,"Low.ISGs","ILK"
"IFIT2.1",1.71736682872318e-128,-1.20399303356281,0.367,0.505,2.41341560440469e-124,"Low.ISGs","IFIT2"
"OSTF1.1",6.12691577135916e-128,-0.304776433137119,0.16,0.38,8.61015473349103e-124,"Low.ISGs","OSTF1"
"LDHA.1",2.20948099114285e-127,1.02400636756169,0.495,0.4,3.10498363685304e-123,"Low.ISGs","LDHA"
"MYL12A.1",6.64880251152739e-127,-0.422357331622794,0.686,0.898,9.34356216944944e-123,"Low.ISGs","MYL12A"
"REEP5.1",9.64826708482514e-127,-0.357807758895886,0.164,0.382,1.35587097343048e-122,"Low.ISGs","REEP5"
"POLD4.1",4.4070150450378e-126,-0.453990577186851,0.132,0.323,6.19317824279163e-122,"Low.ISGs","POLD4"
"PPP1CA.1",1.84159443013902e-124,-0.332280111216758,0.283,0.57,2.58799265267437e-120,"Low.ISGs","PPP1CA"
"RPL28.1",1.7089728724021e-123,0.410925247537111,0.915,0.966,2.40161957758667e-119,"Low.ISGs","RPL28"
"BAZ1A.1",3.44194343006047e-123,-0.324224283911237,0.25,0.514,4.83696310226398e-119,"Low.ISGs","BAZ1A"
"DBNL.1",3.54592496020727e-123,-0.346850454255045,0.141,0.341,4.98308834657928e-119,"Low.ISGs","DBNL"
"MTCH1.1",7.68019655508209e-123,-0.347077843613918,0.11,0.288,1.07929802188569e-118,"Low.ISGs","MTCH1"
"PPP2R5C.1",1.01412892219906e-121,1.13872927812933,0.263,0.127,1.42515537436634e-117,"Low.ISGs","PPP2R5C"
"RTCB.1",2.5680558098421e-121,-0.420225947480069,0.144,0.336,3.6088888295711e-117,"Low.ISGs","RTCB"
"CD58.1",5.24320692913564e-120,-0.318470109753422,0.111,0.287,7.36827869751431e-116,"Low.ISGs","CD58"
"SEPT7.1",3.38040691195867e-119,1.05334069375625,0.414,0.312,4.75048583337552e-115,"Low.ISGs","SEPT7"
"DECR1.1",1.66144313143597e-117,-0.339615825549466,0.114,0.291,2.33482603260697e-113,"Low.ISGs","DECR1"
"TSC22D3.1",3.03801843989963e-117,1.26100465975198,0.264,0.129,4.26932731359095e-113,"Low.ISGs","TSC22D3"
"TOMM7.1",2.03991649062879e-116,0.904373060755553,0.466,0.391,2.86669464428064e-112,"Low.ISGs","TOMM7"
"EZR.1",5.07098622407508e-115,1.20614302289952,0.291,0.162,7.12625694069271e-111,"Low.ISGs","EZR"
"HMGA1.1",4.45376672706227e-114,-0.41554040190113,0.155,0.35,6.2588783815406e-110,"Low.ISGs","HMGA1"
"ACTR2.1",4.48740358427936e-114,-0.330182290703308,0.118,0.296,6.30614825698778e-110,"Low.ISGs","ACTR2"
"IFI35.1",4.60162989584016e-114,-0.477268600957248,0.298,0.521,6.46667049262418e-110,"Low.ISGs","IFI35"
"HLA-DQA1.1",6.37369886205138e-114,-0.455793700247985,0.121,0.29,8.9569590108408e-110,"Low.ISGs","HLA-DQA1"
"CIR1.1",2.5439325772563e-113,-0.38211566814098,0.136,0.321,3.57498845081828e-109,"Low.ISGs","CIR1"
"CD47.1",1.72812948101086e-112,-0.420211786649324,0.311,0.57,2.42854035966457e-108,"Low.ISGs","CD47"
"MDH1.1",2.97001259013139e-111,1.05164102086094,0.283,0.156,4.17375869291164e-107,"Low.ISGs","MDH1"
"WDR1.1",6.52704848275512e-111,-0.309581569209301,0.125,0.304,9.17246123281577e-107,"Low.ISGs","WDR1"
"HN1.1",1.09310851881562e-110,-0.578535811275649,0.103,0.257,1.5361454014916e-106,"Low.ISGs","HN1"
"OASL.1",4.55067078030891e-110,-0.467602554748116,0.309,0.517,6.39505764756811e-106,"Low.ISGs","OASL"
"ANP32B.1",7.83388343472087e-109,1.05279656748093,0.267,0.14,1.10089563908132e-104,"Low.ISGs","ANP32B"
"ACTR3.1",1.99630509950184e-108,-0.311424762760036,0.301,0.576,2.80540755632994e-104,"Low.ISGs","ACTR3"
"AP2S1.1",1.51498933482745e-107,-0.327008651748805,0.173,0.378,2.12901451223302e-103,"Low.ISGs","AP2S1"
"EIF6.1",5.32797581229011e-107,-0.301535154953087,0.236,0.481,7.48740440901129e-103,"Low.ISGs","EIF6"
"SKP1.1",2.08937668167525e-106,0.654752751550097,0.636,0.647,2.93620105075823e-102,"Low.ISGs","SKP1"
"IRF2.1",2.5129638012183e-106,-0.364504962935132,0.115,0.279,3.53146802985208e-102,"Low.ISGs","IRF2"
"ERH.1",4.79075255304936e-106,1.0068404936941,0.375,0.274,6.73244456280027e-102,"Low.ISGs","ERH"
"HLA-B.1",9.7066851308921e-106,0.337524375140608,0.998,0.999,1.36408046144427e-101,"Low.ISGs","HLA-B"
"RNF181.1",1.09073475300506e-105,-0.325791905784794,0.154,0.348,1.53280954839801e-101,"Low.ISGs","RNF181"
"TANK.1",3.15569469389394e-105,-0.254833327266288,0.121,0.293,4.43469775332915e-101,"Low.ISGs","TANK"
"PYURF.1",6.85428891289171e-102,1.04192424595411,0.274,0.155,9.63233220928672e-98,"Low.ISGs","PYURF"
"TMBIM4.1.1",7.76469923227116e-101,-0.31680446415001,0.25,0.494,1.09117318311107e-96,"Low.ISGs","TMBIM4.1"
"RAB2A.1",3.05414551092099e-100,-0.270539469024785,0.128,0.3,4.29199068649726e-96,"Low.ISGs","RAB2A"
"PCBP1.1",8.49172721604383e-100,-0.32221884515551,0.396,0.69,1.19334242567064e-95,"Low.ISGs","PCBP1"
"ARHGDIA.1",5.63031593928725e-99,-0.250629215245625,0.172,0.372,7.91228298948037e-95,"Low.ISGs","ARHGDIA"
"HNRNPF.1",2.16587933803966e-98,0.983159413804546,0.38,0.29,3.04371023374713e-94,"Low.ISGs","HNRNPF"
"NDUFA12.1",1.75074610045999e-97,-0.414705195760469,0.31,0.548,2.46032349497643e-93,"Low.ISGs","NDUFA12"
"KIF5B.1",1.95612095400985e-97,-0.274841587852368,0.113,0.271,2.74893677667004e-93,"Low.ISGs","KIF5B"
"GBP4.1",3.98011731125744e-97,-0.318618526063922,0.224,0.428,5.59325885751008e-93,"Low.ISGs","GBP4"
"C7orf73.1",5.73111104580193e-95,-0.276315102840739,0.11,0.266,8.05393035266545e-91,"Low.ISGs","C7orf73"
"VAMP2.1",8.83700269055404e-95,1.04203727739827,0.281,0.168,1.24186398810356e-90,"Low.ISGs","VAMP2"
"AKR1A1.1",6.07497985584509e-94,-0.287060232281443,0.109,0.26,8.5371691914191e-90,"Low.ISGs","AKR1A1"
"TAP1.1",1.10512765920646e-93,-0.308998823084832,0.308,0.548,1.55303589948283e-89,"Low.ISGs","TAP1"
"COX6C.1",4.726331116118e-93,0.91627483483789,0.367,0.277,6.64191311748062e-89,"Low.ISGs","COX6C"
"GPR183.1",8.18328114249623e-90,0.960180625858749,0.392,0.285,1.149996498955e-85,"Low.ISGs","GPR183"
"NDUFA4.1",2.6002063043864e-89,0.778742188109145,0.449,0.378,3.65406991955421e-85,"Low.ISGs","NDUFA4"
"ATP5A1.1",3.65203556023567e-88,0.967074077882337,0.328,0.23,5.13220557279919e-84,"Low.ISGs","ATP5A1"
"ATP5L.1",4.8360719464386e-87,0.595459043928485,0.605,0.624,6.79613190633017e-83,"Low.ISGs","ATP5L"
"TMA7.1",1.19857366852755e-86,0.821432174915715,0.482,0.452,1.68435557638176e-82,"Low.ISGs","TMA7"
"OAS2.1",9.46908412805389e-84,-0.272103227739544,0.121,0.269,1.33069039251541e-79,"Low.ISGs","OAS2"
"RNPS1.1",1.63499136338846e-83,0.975158847660263,0.286,0.184,2.2976533629698e-79,"Low.ISGs","RNPS1"
"EPSTI1.1",3.20069045122137e-83,-0.321576432379378,0.32,0.53,4.49793029110139e-79,"Low.ISGs","EPSTI1"
"SPG21.1",6.88336872056099e-83,-0.267503177886964,0.132,0.288,9.67319806300435e-79,"Low.ISGs","SPG21"
"EIF3M.1",2.24804327828656e-82,0.919296521536742,0.296,0.195,3.15917521897611e-78,"Low.ISGs","EIF3M"
"C19orf53.1",5.44245829341769e-81,0.905091969301386,0.324,0.229,7.64828663973988e-77,"Low.ISGs","C19orf53"
"COX7C.1",6.98474712182617e-80,0.730658566092498,0.495,0.475,9.81566513030231e-76,"Low.ISGs","COX7C"
"LSP1.1",5.87974579521788e-79,-0.287664821791864,0.198,0.381,8.26280676601969e-75,"Low.ISGs","LSP1"
"HNRNPDL.1",1.52724522025519e-78,0.984773506321664,0.264,0.163,2.14623770802462e-74,"Low.ISGs","HNRNPDL"
"NDUFV2.1",3.33329364946134e-78,0.905363135784849,0.408,0.346,4.68427756558803e-74,"Low.ISGs","NDUFV2"
"ATP6V1G1.1",1.27174239559532e-76,-0.335460464236585,0.507,0.761,1.7871795885301e-72,"Low.ISGs","ATP6V1G1"
"PARK7.1",4.33527191601426e-75,0.827477380081399,0.406,0.34,6.09235762357484e-71,"Low.ISGs","PARK7"
"RPS24.1",3.2560518159862e-74,0.397956489392992,0.821,0.892,4.5757296170054e-70,"Low.ISGs","RPS24"
"SERP1.1",3.81826174978962e-74,-0.285841493608552,0.421,0.682,5.36580323697935e-70,"Low.ISGs","SERP1"
"EIF3G.1",6.25203542128315e-74,0.859247491552674,0.309,0.218,8.78598537752922e-70,"Low.ISGs","EIF3G"
"NOP10.1",2.02446366711131e-73,-0.267611252992653,0.358,0.611,2.84497879139153e-69,"Low.ISGs","NOP10"
"PPA1.1",4.05046643224594e-73,0.838619122654378,0.266,0.164,5.69212047723522e-69,"Low.ISGs","PPA1"
"CSDE1.1",2.77026218726057e-72,0.881686616996174,0.294,0.204,3.89304945175728e-68,"Low.ISGs","CSDE1"
"ANKRD12.1",3.45447534558367e-72,0.930289294875096,0.351,0.279,4.85457420314873e-68,"Low.ISGs","ANKRD12"
"CORO1A.1",2.39908799658271e-70,0.882250530153368,0.333,0.245,3.37143836159768e-66,"Low.ISGs","CORO1A"
"SSR4.1",1.02048897457145e-68,0.790842189931211,0.424,0.387,1.43409315596526e-64,"Low.ISGs","SSR4"
"NUDC.1",1.09944726966223e-68,0.957941262679122,0.29,0.205,1.54505324805633e-64,"Low.ISGs","NUDC"
"PSME1.1",1.97172273478033e-67,0.652416949100853,0.58,0.619,2.7708619591868e-63,"Low.ISGs","PSME1"
"PTPRC.1",1.01007025771285e-66,0.750729220237022,0.53,0.543,1.41945173316386e-62,"Low.ISGs","PTPRC"
"IFITM2.1",2.24564522895515e-66,-0.505828104164822,0.401,0.552,3.15580524025067e-62,"Low.ISGs","IFITM2"
"ILF2.1",3.88927633099235e-66,0.896104337610821,0.283,0.199,5.46560002794354e-62,"Low.ISGs","ILF2"
"SON.1",1.31340614705608e-65,0.89454103824893,0.29,0.208,1.84572965845791e-61,"Low.ISGs","SON"
"VAMP8.1",2.40348116450657e-65,0.846757962439015,0.303,0.219,3.37761208048109e-61,"Low.ISGs","VAMP8"
"XRCC6.1",4.45798566074867e-65,0.865995343448177,0.292,0.211,6.26480724905011e-61,"Low.ISGs","XRCC6"
"EIF3K.1",1.01723479572961e-64,0.728958996290372,0.458,0.434,1.42952005843882e-60,"Low.ISGs","EIF3K"
"LY6E.1",1.88214096393307e-64,-0.659564684775479,0.556,0.59,2.64497269661515e-60,"Low.ISGs","LY6E"
"IFIT1.1",3.37675640737514e-64,-0.968157611456875,0.479,0.509,4.74535577928429e-60,"Low.ISGs","IFIT1"
"HLA-C.1",6.6644167937549e-64,0.324563394939044,0.969,0.989,9.36550492026376e-60,"Low.ISGs","HLA-C"
"HNRNPA0.1",6.14463218555613e-63,0.822746651970133,0.361,0.3,8.63505161036202e-59,"Low.ISGs","HNRNPA0"
"DDX58.1",1.04621028757344e-62,-0.281993096245622,0.204,0.359,1.47023931712695e-58,"Low.ISGs","DDX58"
"SEP15.1",7.47381109808973e-62,0.853739765200032,0.31,0.238,1.05029467361455e-57,"Low.ISGs","SEP15"
"MX2.1",7.7390268610809e-62,-0.253784645520134,0.231,0.397,1.0875654447877e-57,"Low.ISGs","MX2"
"ARID5A.1",8.73490358719789e-62,0.931594698841915,0.288,0.208,1.22751600110892e-57,"Low.ISGs","ARID5A"
"CCT4.1",1.2478895432786e-61,0.904061045937218,0.301,0.225,1.75365917516942e-57,"Low.ISGs","CCT4"
"PPM1K.1",1.30498421712542e-61,0.950427338029779,0.25,0.162,1.83389432032636e-57,"Low.ISGs","PPM1K"
"HSPD1.1",3.01267039765372e-60,1.08456701925669,0.312,0.238,4.23370570982278e-56,"Low.ISGs","HSPD1"
"SRSF2.1",4.41521501942123e-59,1.08706526034873,0.254,0.174,6.20470166679265e-55,"Low.ISGs","SRSF2"
"C14orf166.1",5.3335496697581e-59,0.860471712266122,0.273,0.195,7.49523735091106e-55,"Low.ISGs","C14orf166"
"EIF3I.1",2.27270132658704e-57,0.834304686361272,0.281,0.205,3.19382717425276e-53,"Low.ISGs","EIF3I"
"ATP5D.1",3.09845829357847e-57,0.822472929491563,0.264,0.185,4.35426343996582e-53,"Low.ISGs","ATP5D"
"DAD1.1",7.11671792817127e-56,0.756368256438255,0.383,0.342,1.00011237044591e-51,"Low.ISGs","DAD1"
"CCT3.1",2.123803887309e-55,0.870008742488385,0.258,0.182,2.98458160283534e-51,"Low.ISGs","CCT3"
"FXYD5.1",4.02890799022294e-55,0.719860214016797,0.537,0.586,5.6618243986603e-51,"Low.ISGs","FXYD5"
"ZFAS1.1",1.47680278150868e-54,0.769914440820052,0.358,0.294,2.07535094885415e-50,"Low.ISGs","ZFAS1"
"NOL7.1",3.49083492635217e-54,0.858396046214364,0.25,0.173,4.90567032200271e-50,"Low.ISGs","NOL7"
